"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","train_n","train_errors","train_precision","train_lcb","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Virginia","other_error","2-3","expedited_i <=   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 533.000 & unc_rawben_rel_max >   0.979","expedited_i <=   0.4500 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 479.7000 & unc_rawben_rel_max >   0.8811",FALSE,5,0,0,0,1,0,0,NA
"Virginia","other_error","2-3","homeless <=   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max >   0.979","homeless <=   0.4500 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 471.6000 & unc_rawben_rel_max >   0.8811",FALSE,5,0,0,0,1,0,0,NA
"Virginia","other_error","2-3","shelter_expenses_by_hh_size > 547.000 & unc_rawben_rel_max >   0.994 & unc_rawben_rel_max <=   0.996","shelter_expenses_by_hh_size > 410.2000 & unc_rawben_rel_max >   0.7455 & unc_rawben_rel_max <=   0.8964",FALSE,10,2,0.2,0.086,4,0.25,0,NA
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 466.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.8982 & total_deductions_by_hh_size > 349.5000",FALSE,7,3,0.429,0.226,4,0.25,1,0
"Virginia","other_error","2-3","rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 345.000 & unc_rawben_rel_max >   0.993","rawben_rel_max <=   0.8955 & total_deductions_by_hh_size > 258.8000 & unc_rawben_rel_max >   0.7448",FALSE,14,5,0.357,0.216,6,0.167,1,0
"Virginia","other_error","2-3","months_since_cert_n <=  21.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 351.000 & unc_rawben_rel_max >   0.994","months_since_cert_n <=  19.350 & rawben_rel_max <=   1.094 & total_deductions_by_hh_size > 386.100 & unc_rawben_rel_max >   0.994",FALSE,5,1,0.2,0.062,7,0.143,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 371.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.8955 & total_deductions_by_hh_size > 371.0000",FALSE,6,3,0.5,0.268,3,0.333,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.961 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 637.000","rawben_rel_max >   0.8649 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 477.8000",FALSE,5,0,0,0,1,0,0,NA
"Virginia","other_error","2-3","months_since_cert_n <=  10.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 345.000 & unc_rawben_rel_max >   0.993","months_since_cert_n <=   9.4500 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 345.0000 & unc_rawben_rel_max >   0.8937",FALSE,10,2,0.2,0.086,10,0.1,1,0
"Virginia","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.992 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 301.000","children_i <=   0.450 & rawben_rel_max >   0.992 & rawben_rel_max <=   1.096 & shelter_expenses_by_hh_size > 270.900",FALSE,5,1,0.2,0.062,6,0.167,1,0
"Virginia","other_error","2-3","children_i <=   0.500 & shelter_expenses_by_hh_size > 362.000 & unc_rawben_rel_max >   0.992 & unc_rawben_rel_max <=   0.997","children_i <=   0.4500 & shelter_expenses_by_hh_size > 325.8000 & unc_rawben_rel_max >   0.8928 & unc_rawben_rel_max <=   1.0970",FALSE,5,1,0.2,0.062,5,0.2,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 559.000 & unc_rawben_rel_max <=   1.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0940 & shelter_expenses_by_hh_size > 503.1000 & unc_rawben_rel_max <=   1.1000",FALSE,5,0,0,0,8,0.125,0,NA
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 502.000","rawben_rel_max >   0.993 & rawben_rel_max <=   1.094 & shelter_expenses_by_hh_size > 451.800",FALSE,14,3,0.214,0.108,15,0.067,1,0
"Virginia","other_error","2-3","rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 553.000 & unc_rawben_rel_max >   0.993 & utilities >  28.500","rawben_rel_max <=   1.096 & shelter_expenses_by_hh_size > 553.000 & unc_rawben_rel_max >   1.092 & utilities >  25.650",FALSE,8,2,0.25,0.109,4,0,0,NA
"Virginia","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.996","children_i <= 0.3750 & rawben_rel_max > 0.7455 & rawben_rel_max <= 0.9960",FALSE,11,3,0.273,0.139,7,0.286,1,0
"Virginia","other_error","2-3","children_i <= 0.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & percent_abawd <= 0.5247 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 1.0960",FALSE,5,1,0.2,0.062,2,0.5,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & shelter_expenses_by_hh_size > 742.000 & unc_rawben_rel_max <=   0.998","rawben_rel_max >   0.7448 & shelter_expenses_by_hh_size > 667.8000 & unc_rawben_rel_max <=   1.2480",FALSE,5,1,0.2,0.062,4,0.25,0,NA
"Virginia","other_error","2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.996 & unc_rawben_rel_max <= 0.995","elderly_disabled_i > 0.4500 & rawben_rel_max > 0.8946 & rawben_rel_max <= 1.0960 & unc_rawben_rel_max <= 1.0940",FALSE,5,1,0.2,0.062,2,0.5,1,0
"Virginia","other_error","2-3","cat_elig > 0.500 & married > 0.500 & rawben_rel_max <= 0.995 & unc_rawben_rel_max > 0.994","cat_elig > 0.450 & married > 0.450 & rawben_rel_max <= 1.094 & unc_rawben_rel_max > 0.994",FALSE,11,1,0.091,0.028,14,0.143,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 502.000","rawben_rel_max >   0.993 & rawben_rel_max <=   1.096 & shelter_expenses_by_hh_size > 451.800",FALSE,14,3,0.214,0.108,15,0.067,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 938.000","rawben_rel_max >   0.993 & rawben_rel_max <=   1.098 & shelter_expenses_by_hh_size > 703.500",FALSE,5,1,0.2,0.062,2,0,0,NA
"Virginia","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.996","children_i <= 0.3750 & rawben_rel_max > 0.7448 & rawben_rel_max <= 0.9960",FALSE,11,3,0.273,0.139,7,0.286,1,0
"Virginia","other_error","2-3","count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 353.000 & unc_rawben_rel_max >   0.993","count_divisible_by_100 <=   0.4500 & rawben_rel_max <=   1.0980 & total_deductions_by_hh_size > 353.0000 & unc_rawben_rel_max >   0.8937",FALSE,12,2,0.167,0.071,12,0.083,1,0
"Virginia","other_error","2-3","cat_elig >   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 554.000","cat_elig >   0.450 & rawben_rel_max >   0.993 & rawben_rel_max <=   1.097 & shelter_expenses_by_hh_size > 554.000",FALSE,9,2,0.222,0.096,9,0.111,0,NA
"Virginia","other_error","2-3","children_i <=   0.500 & rawben_rel_max <=   0.997 & unc_rawben_rel_max >   0.993 & utilities > 284.000","children_i <=   0.450 & rawben_rel_max <=   1.097 & unc_rawben_rel_max >   0.993 & utilities > 255.600",FALSE,5,2,0.4,0.18,10,0.2,1,0
"Virginia","other_error","2-3","children_i <= 0.500 & percent_abawd <= 0.583 & rawben_rel_max > 0.992 & rawben_rel_max <= 0.997","children_i <= 0.4500 & percent_abawd <= 0.5247 & rawben_rel_max > 0.9920 & rawben_rel_max <= 1.0970",FALSE,8,2,0.25,0.109,8,0.25,1,0
"Virginia","other_error","2-3","rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 630.000 & unc_rawben_rel_max >   0.961","rawben_rel_max <=   1.0970 & total_deductions_by_hh_size > 472.5000 & unc_rawben_rel_max >   0.8649",FALSE,5,0,0,0,1,0,0,NA
"Virginia","other_error","2-3","cat_elig > 0.500 & elderly_disabled_i > 0.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","cat_elig > 0.4500 & elderly_disabled_i > 0.4500 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 1.0960",FALSE,5,1,0.2,0.062,2,0.5,1,0
"Virginia","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 352.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.8982 & total_deductions_by_hh_size > 264.0000",FALSE,13,5,0.385,0.234,6,0.167,1,0
"Virginia","other_error","2-3","rawben_rel_max >=   0.994 & rawben_rel_max <   0.995 & utilities >= 559.000","rawben_rel_max >=   0.7455 & rawben_rel_max <   1.0940 & utilities >= 419.2000",FALSE,5,0,0,0,7,0.143,0,NA
"Virginia","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.992 & rawben_rel_max <= 0.997","children_i <= 0.375 & rawben_rel_max > 0.744 & rawben_rel_max <= 0.997",FALSE,11,3,0.273,0.139,7,0.286,1,0
"Virginia","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.998","children_i <= 0.3750 & rawben_rel_max > 0.7455 & rawben_rel_max <= 0.9980",FALSE,11,3,0.273,0.139,7,0.286,1,0
