"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","count_divisible_by_100 <=    0.50 & medical_deductions >  112.00 & shelter_expenses_by_hh_size > 1490.00 & unc_rawben_rel_max >    3.07","ranger_mtry1",10,7,0.7,0.4417,1,1,1,0.0051,0.0083,0.005,1,1,1,8e-04,0.0014,0.005
"1","medical_deductions > 130.00 & unc_rawben_rel_max >   2.75","ranger_mtry1",13,8,0.6154,0.3926,4,1,0.25,0.0051,0.0083,0.019,5,2,0.4,0.0015,0.0019,0.023
"1","married <=   0.50 & medical_deductions > 132.00 & unc_rawben_rel_max >   2.59 & utilities > 582.00","ranger_mtry1",12,7,0.5833,0.356,1,0,0,0,0,0.005,1,0,0,0,0,0.005
"1","medical_deductions > 112.000 & percent_abawd <=   0.500 & rawben_rel_max >   0.283 & unc_rawben_rel_max >   2.970","ranger_mtry1",12,7,0.5833,0.356,3,1,0.3333,0.0051,0.0083,0.015,4,2,0.5,0.0015,0.0019,0.018
"1","cat_elig > 1.50 & months_since_cert_n > 6.50 & percent_abawd <= 0.50 & unc_rawben_rel_max > 2.59","ranger_mtry1",19,10,0.5263,0.3467,1,0,0,0,0,0.005,1,0,0,0,0,0.005
"1","count_divisible_by_100 <=   0.50 & medical_deductions > 112.00 & unc_rawben_rel_max >   2.75","ranger_mtry1",15,8,0.5333,0.3331,2,1,0.5,0.0051,0.0083,0.01,3,2,0.6667,0.0015,0.0019,0.014
"1","months_since_cert_n >   4.00 & shelter_expenses_by_hh_size <= 642.00 & unc_rawben_rel_max >   1.93","ranger_mtry1",15,8,0.5333,0.3331,2,0,0,0,0,0.01,2,0,0,0,0,0.009
"1","elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.49 & utilities < 288.00","xgboost",102,41,0.402,0.3256,46,20,0.4348,0.1026,0.1064,0.223,49,23,0.4694,0.0178,0.0223,0.225
"1","shelter_expenses_by_hh_size < 1660.00 & total_deductions_by_hh_size >= 1300.00 & unc_rawben_rel_max >=    2.45 & utilities >=  676.00","xgboost",23,11,0.4783,0.3185,7,0,0,0,0,0.034,8,1,0.125,8e-04,0.0014,0.037
"1","medical_deductions >  130.00 & shelter_expenses_by_hh_size >  370.00 & shelter_expenses_by_hh_size <= 2020.00 & unc_rawben_rel_max >    2.58","ranger_mtry1",11,6,0.5455,0.3151,6,3,0.5,0.0154,0.025,0.029,7,4,0.5714,0.0031,0.0048,0.032
"1","medical_deductions >= 132.00 & unc_rawben_rel_max >=   2.45","xgboost",19,9,0.4737,0.3006,7,3,0.4286,0.0154,0.025,0.034,8,4,0.5,0.0031,0.0048,0.037
