"threshold","n_rules","n_flagged","workload","precision","recall","dollar_recall","scoring","x"
0.05,1321,8059,0.244189922128291,0.0380940563345328,0.905604719764012,0.921355750313003,"frame only (mined error type)",0.905604719764012
0.1,130,867,0.0262703390600854,0.0795847750865052,0.20353982300885,0.209086031121445,"frame only (mined error type)",0.20353982300885
0.15,39,226,0.00684786231554707,0.128318584070796,0.0855457227138643,0.092970846002504,"frame only (mined error type)",0.0855457227138643
0.2,12,119,0.00360573281216859,0.210084033613445,0.0737463126843658,0.0827043462707923,"frame only (mined error type)",0.0737463126843658
0.25,3,42,0.00127261158076538,0.214285714285714,0.0265486725663717,0.0379538544088714,"frame only (mined error type)",0.0265486725663717
0.05,1321,9110,0.255482640641651,0.149066959385291,0.453573814295257,0.481764523380354,"any error type",0.453573814295257
0.1,130,985,0.0276235346906725,0.189847715736041,0.0624582498329993,0.0717161200433213,"any error type",0.0624582498329993
0.15,39,249,0.00698300521622076,0.208835341365462,0.0173680694722779,0.0166984850878512,"any error type",0.0173680694722779
0.2,12,122,0.00342139211397162,0.229508196721311,0.00935203740814963,0.00979296771651595,"any error type",0.00935203740814963
0.25,3,42,0.00117785630153121,0.214285714285714,0.0030060120240481,0.00403900437209851,"any error type",0.0030060120240481
