fiscal_year,calendar_year,month_name,month_num,state,stratum,sampling_interval,stratum_sampling_size,snap_units_in_state,units_with_complete_reviews,ineligible_units,disqualification_rate,adjusted_snap_units_in_state,failing_units,stratum_sampling_size_edited,stratum_specific_weight,pct_ineligible,ym
2018,2018,April,4,Nebraska,0,1,88,76071,65,1,0.0154,74901,0,64,1170,1.54,2018-04
2018,2018,April,4,Nevada,0,1,104,228019,74,0,0,228019,0,74,3081,0,2018-04
2018,2018,April,4,New Hampshire,0,1,63,43819,56,1,0.0179,43037,0,55,782,1.79,2018-04
2018,2018,April,4,New Jersey,0,1,87,376151,66,0,0,376151,1,65,5787,0,2018-04
2018,2018,April,4,New Mexico,0,1,98,219831,88,2,0.0227,214835,0,86,2498,2.27,2018-04
2018,2018,April,4,New York,0,1,90,1566292,78,4,0.0513,1485969,1,73,20356,5.13,2018-04
2018,2018,April,4,North Carolina,0,1,94,570515,90,0,0,570515,0,90,6339,0,2018-04
2018,2018,April,4,North Dakota,0,1,44,25224,39,3,0.0769,23284,0,36,647,7.6899999999999995,2018-04
2018,2018,April,4,Ohio,0,1,101,700833,90,3,0.0333,677472,0,87,7787,3.3300000000000005,2018-04
2018,2018,April,4,Oklahoma,0,1,97,265923,88,2,0.0227,259879,0,86,3022,2.27,2018-04
2018,2018,April,4,Oregon,0,1,91,362792,72,0,0,362792,0,72,5039,0,2018-04
2018,2018,April,4,Pennsylvania,0,1,89,958143,71,0,0,958143,0,71,13495,0,2018-04
2018,2018,April,4,Rhode Island,0,1,97,90780,86,3,0.0349,87613,0,83,1056,3.49,2018-04
2018,2018,April,4,South Carolina,0,1,99,306259,84,3,0.0357,295321,0,81,3646,3.5700000000000003,2018-04
2018,2018,April,4,South Dakota,0,1,61,40063,55,1,0.0182,39335,0,54,728,1.82,2018-04
2018,2018,April,4,Tennessee,0,1,112,465579,87,2,0.023,454876,0,85,5351,2.3,2018-04
2018,2018,April,4,Texas,0,1,98,1555982,76,0,0,1555982,1,75,20746,0,2018-04
2018,2018,April,4,Utah,0,1,87,77727,74,3,0.0405,74576,0,71,1050,4.05,2018-04
2018,2018,April,4,Vermont,0,1,63,41032,58,0,0,41032,0,58,707,0,2018-04
2018,2018,April,4,Virginia,0,1,92,351524,72,3,0.0417,336877,0,69,4882,4.17,2018-04
2018,2018,April,4,Washington,0,1,92,502419,70,0,0,502419,0,70,7177,0,2018-04
2018,2018,April,4,West Virginia,0,1,85,165189,72,2,0.0278,160600,0,70,2294,2.78,2018-04
2018,2018,April,4,Wisconsin,0,1,99,328486,84,0,0,328486,0,84,3911,0,2018-04
2018,2018,April,4,Wyoming,0,1,29,13149,26,2,0.0769,12138,0,24,506,7.6899999999999995,2018-04
2018,2018,April,4,Guam,0,1,43,15292,37,2,0.0541,14465,2,33,438,5.41,2018-04
2018,2018,April,4,Virgin Islands,0,1,27,13403,23,2,0.087,12238,0,21,583,8.7,2018-04
2018,2018,May,5,Alabama,0,1,105,355936,92,2,0.0217,348198,0,90,3869,2.17,2018-05
2018,2018,May,5,Alaska,0,1,61,39390,52,1,0.0192,38633,0,51,758,1.92,2018-05
2018,2018,May,5,Arizona,0,1,98,379064,70,4,0.0571,357403,0,66,5415,5.71,2018-05
2018,2018,May,5,Arkansas,0,1,102,161721,94,2,0.0213,158280,0,92,1720,2.13,2018-05
2018,2018,May,5,California,0,1,96,1940828,63,1,0.0159,1910021,1,61,31312,1.59,2018-05
2018,2018,May,5,Colorado,0,1,98,219975,63,0,0,219975,0,63,3492,0,2018-05
2018,2018,May,5,Connecticut,0,1,98,219669,79,2,0.0253,214108,0,77,2781,2.53,2018-05
2018,2018,May,5,Delaware,0,1,66,67532,46,2,0.0435,64596,0,44,1468,4.35,2018-05
2018,2018,May,5,District of Columbia,0,1,95,67877,88,2,0.0227,66334,0,86,771,2.27,2018-05
2018,2018,May,5,Florida,0,1,107,1626298,77,0,0,1626298,0,77,21121,0,2018-05
2018,2018,May,5,Georgia,0,1,93,717580,87,3,0.0345,692836,0,84,8248,3.45,2018-05
2018,2018,May,5,Hawaii,0,1,92,83280,51,1,0.0196,81647,0,50,1633,1.96,2018-05
2018,2018,May,5,Idaho,0,1,100,69690,82,0,0,69690,0,82,850,0,2018-05
2018,2018,May,5,Illinois,0,1,93,935528,72,1,0.0139,922535,0,71,12993,1.39,2018-05
2018,2018,May,5,Indiana,0,1,99,270630,74,0,0,270630,0,74,3657,0,2018-05
2018,2018,May,5,Iowa,0,1,87,162985,82,2,0.0244,159010,0,80,1988,2.44,2018-05
2018,2018,May,5,Kansas,0,1,87,99814,70,3,0.0429,95536,0,67,1426,4.29,2018-05
2018,2018,May,5,Kentucky,0,1,84,273564,80,0,0,273564,0,80,3420,0,2018-05
2018,2018,May,5,Louisiana,0,1,90,400904,65,0,0,400904,0,65,6168,0,2018-05
2018,2018,May,5,Maine,0,1,92,89398,85,2,0.0235,87295,1,82,1065,2.35,2018-05
2018,2018,May,5,Maryland,0,1,92,340106,68,1,0.0147,335104,0,67,5002,1.47,2018-05
2018,2018,May,5,Massachusetts,0,1,94,450584,84,0,0,450584,0,84,5364,0,2018-05
2018,2018,May,5,Michigan,0,1,95,678317,81,0,0,678317,0,81,8374,0,2018-05
2018,2018,May,5,Minnesota,0,1,83,206611,77,4,0.0519,195878,0,73,2683,5.19,2018-05
2018,2018,May,5,Mississippi,0,1,91,228585,85,0,0,228585,0,85,2689,0,2018-05
2018,2018,May,5,Missouri,0,1,87,339031,79,5,0.0633,317573,1,73,4350,6.329999999999999,2018-05
2018,2018,May,5,Montana,0,1,80,55828,61,0,0,55828,0,61,915,0,2018-05
2018,2018,May,5,Nebraska,0,1,89,75904,77,2,0.026,73932,0,75,986,2.6,2018-05
2018,2018,May,5,Nevada,0,1,104,228121,76,0,0,228121,0,76,3002,0,2018-05
2018,2018,May,5,New Hampshire,0,1,63,43372,55,0,0,43372,3,52,834,0,2018-05
2018,2018,May,5,New Jersey,0,1,88,375870,54,0,0,375870,2,52,7228,0,2018-05
2018,2018,May,5,New Mexico,0,1,98,219707,81,4,0.0494,208857,0,77,2712,4.9399999999999995,2018-05
2018,2018,May,5,New York,0,1,90,1565561,72,7,0.0972,1413354,0,65,21744,9.719999999999999,2018-05
2018,2018,May,5,North Carolina,0,1,94,567199,90,1,0.0111,560897,0,89,6302,1.11,2018-05
2018,2018,May,5,North Dakota,0,1,44,25087,42,2,0.0476,23892,0,40,597,4.760000000000001,2018-05
2018,2018,May,5,Ohio,0,1,93,708849,76,0,0,708849,0,76,9327,0,2018-05
2018,2018,May,5,Oklahoma,0,1,97,265491,82,3,0.0366,255778,0,79,3238,3.66,2018-05
2018,2018,May,5,Oregon,0,1,99,360880,76,2,0.0263,351383,0,74,4748,2.63,2018-05
2018,2018,May,5,Pennsylvania,0,1,89,958288,77,0,0,958288,1,76,12609,0,2018-05
2018,2018,May,5,Rhode Island,0,1,75,91067,68,1,0.0147,89728,0,67,1339,1.47,2018-05
2018,2018,May,5,South Carolina,0,1,97,302266,86,1,0.0116,298751,0,85,3515,1.16,2018-05
2018,2018,May,5,South Dakota,0,1,62,39811,58,0,0,39811,0,58,686,0,2018-05
2018,2018,May,5,Tennessee,0,1,108,452253,81,1,0.0123,446670,0,80,5583,1.23,2018-05
2018,2018,May,5,Texas,0,1,97,1537717,71,1,0.0141,1516059,0,70,21658,1.41,2018-05
2018,2018,May,5,Utah,0,1,87,77295,72,4,0.0556,73001,0,68,1074,5.56,2018-05
2018,2018,May,5,Vermont,0,1,63,40636,60,1,0.0167,39959,0,59,677,1.67,2018-05
2018,2018,May,5,Virginia,0,1,92,350568,64,2,0.0313,339613,0,62,5478,3.1300000000000003,2018-05
2018,2018,May,5,Washington,0,1,93,500273,74,1,0.0135,493513,0,73,6760,1.35,2018-05
2018,2018,May,5,West Virginia,0,1,86,164204,68,1,0.0147,161789,0,67,2415,1.47,2018-05
2018,2018,May,5,Wisconsin,0,1,98,326150,84,0,0,326150,0,84,3883,0,2018-05
2018,2018,May,5,Wyoming,0,1,28,12933,26,0,0,12933,0,26,497,0,2018-05
2018,2018,May,5,Guam,0,1,45,15262,36,0,0,15262,0,36,424,0,2018-05
2018,2018,May,5,Virgin Islands,0,1,17,13739,16,0,0,13739,0,16,859,0,2018-05
2018,2018,June,6,Alabama,0,1,105,355661,88,1,0.0114,351619,0,87,4042,1.1400000000000001,2018-06
2018,2018,June,6,Alaska,0,1,61,39383,52,2,0.0385,37868,1,49,773,3.85,2018-06
2018,2018,June,6,Arizona,0,1,98,383328,71,1,0.0141,377929,0,70,5399,1.41,2018-06
2018,2018,June,6,Arkansas,0,1,103,160875,89,5,0.0562,151837,0,84,1808,5.62,2018-06
2018,2018,June,6,California,0,1,101,1930438,66,1,0.0152,1901189,1,64,29706,1.52,2018-06
2018,2018,June,6,Colorado,0,1,97,219802,75,0,0,219802,0,75,2931,0,2018-06
2018,2018,June,6,Connecticut,0,1,96,218713,80,2,0.025,213245,0,78,2734,2.5,2018-06
2018,2018,June,6,Delaware,0,1,92,67314,71,4,0.0563,63522,0,67,948,5.63,2018-06
2018,2018,June,6,District of Columbia,0,1,95,67691,85,1,0.0118,66895,1,83,806,1.18,2018-06
2018,2018,June,6,Florida,0,1,107,1628099,88,2,0.0227,1591097,0,86,18501,2.27,2018-06
2018,2018,June,6,Georgia,0,1,110,719296,98,3,0.0306,697277,0,95,7340,3.06,2018-06
2018,2018,June,6,Hawaii,0,1,91,83472,53,0,0,83472,0,53,1575,0,2018-06
2018,2018,June,6,Idaho,0,1,100,69102,81,1,0.0123,68249,0,80,853,1.23,2018-06
2018,2018,June,6,Illinois,0,1,89,913344,69,1,0.0145,900107,0,68,13237,1.4500000000000002,2018-06
2018,2018,June,6,Indiana,0,1,97,268109,74,2,0.027,260863,0,72,3623,2.7,2018-06
2018,2018,June,6,Iowa,0,1,86,162698,75,2,0.0267,158359,0,73,2169,2.67,2018-06
2018,2018,June,6,Kansas,0,1,87,99693,79,2,0.0253,97169,0,77,1262,2.53,2018-06
2018,2018,June,6,Kentucky,0,1,101,285923,95,1,0.0105,282913,1,93,3042,1.05,2018-06
2018,2018,June,6,Louisiana,0,1,90,400091,68,1,0.0147,394207,0,67,5884,1.47,2018-06
2018,2018,June,6,Maine,0,1,91,88606,88,4,0.0455,84578,0,84,1007,4.55,2018-06
2018,2018,June,6,Maryland,0,1,91,339795,51,0,0,339795,0,51,6663,0,2018-06
2018,2018,June,6,Massachusetts,0,1,93,451028,82,1,0.0122,445528,0,81,5500,1.22,2018-06
2018,2018,June,6,Michigan,0,1,78,673317,63,2,0.0317,651942,0,61,10688,3.17,2018-06
2018,2018,June,6,Minnesota,0,1,87,206036,81,5,0.0617,193318,0,76,2544,6.17,2018-06
2018,2018,June,6,Mississippi,0,1,91,228504,84,0,0,228504,0,84,2720,0,2018-06
2018,2018,June,6,Missouri,0,1,87,338113,80,3,0.0375,325434,0,77,4226,3.75,2018-06
2018,2018,June,6,Montana,0,1,79,55422,62,1,0.0161,54528,0,61,894,1.6099999999999999,2018-06
2018,2018,June,6,Nebraska,0,1,88,75786,74,1,0.0135,74762,0,73,1024,1.35,2018-06
2018,2018,June,6,Nevada,0,1,104,228943,83,2,0.0241,223426,1,80,2793,2.41,2018-06
2018,2018,June,6,New Hampshire,0,1,62,42962,55,1,0.0182,42181,3,51,827,1.82,2018-06
2018,2018,June,6,New Jersey,0,1,87,373692,63,1,0.0159,367760,3,59,6233,1.59,2018-06
2018,2018,June,6,New Mexico,0,1,98,219930,83,0,0,219930,0,83,2650,0,2018-06
2018,2018,June,6,New York,0,1,90,1557053,84,5,0.0595,1464371,1,78,18774,5.949999999999999,2018-06
2018,2018,June,6,North Carolina,0,1,94,571842,90,1,0.0111,565488,0,89,6354,1.11,2018-06
2018,2018,June,6,North Dakota,0,1,44,24932,38,1,0.0263,24276,0,37,656,2.63,2018-06
2018,2018,June,6,Ohio,0,1,93,704772,77,2,0.026,686466,0,75,9153,2.6,2018-06
2018,2018,June,6,Oklahoma,0,1,98,267247,85,1,0.0118,264103,0,84,3144,1.18,2018-06
2018,2018,June,6,Oregon,0,1,93,360976,78,1,0.0128,356348,0,77,4628,1.28,2018-06
2018,2018,June,6,Pennsylvania,0,1,89,953940,65,0,0,953940,0,65,14676,0,2018-06
2018,2018,June,6,Rhode Island,0,1,0,91110,0,0,0,0,0,0,0,0,2018-06
2018,2018,June,6,South Carolina,0,1,96,299368,87,2,0.023,292486,0,85,3441,2.3,2018-06
2018,2018,June,6,South Dakota,0,1,61,39519,56,1,0.0179,38813,0,55,706,1.79,2018-06
2018,2018,June,6,Tennessee,0,1,89,448768,77,0,0,448768,0,77,5828,0,2018-06
2018,2018,June,6,Texas,0,1,98,1541976,74,1,0.0135,1521138,0,73,20838,1.35,2018-06
2018,2018,June,6,Utah,0,1,86,76909,80,2,0.025,74986,0,78,961,2.5,2018-06
2018,2018,June,6,Vermont,0,1,62,40353,55,0,0,40353,0,55,734,0,2018-06
2018,2018,June,6,Virginia,0,1,92,349964,66,0,0,349964,1,65,5384,0,2018-06
2018,2018,June,6,Washington,0,1,91,498479,73,0,0,498479,0,73,6828,0,2018-06
2018,2018,June,6,West Virginia,0,1,96,163326,76,0,0,163326,0,76,2149,0,2018-06
2018,2018,June,6,Wisconsin,0,1,97,325188,79,0,0,325188,0,79,4116,0,2018-06
2018,2018,June,6,Wyoming,0,1,28,12698,26,2,0.0769,11721,0,24,488,7.6899999999999995,2018-06
2018,2018,June,6,Guam,0,1,43,15715,38,2,0.0526,14888,0,36,414,5.26,2018-06
2018,2018,June,6,Virgin Islands,0,1,18,13920,16,0,0,13920,0,16,870,0,2018-06
2018,2018,July,7,Alabama,0,1,142,355403,124,1,0.0081,352537,0,123,2866,0.8099999999999999,2018-07
2018,2018,July,7,Alaska,0,1,59,37854,42,0,0,37854,0,42,901,0,2018-07
2018,2018,July,7,Arizona,0,1,99,384136,73,1,0.0137,378874,1,71,5336,1.37,2018-07
2018,2018,July,7,Arkansas,0,1,102,161574,89,0,0,161574,0,89,1815,0,2018-07
2018,2018,July,7,California,0,1,96,1923253,56,0,0,1923253,0,56,34344,0,2018-07
2018,2018,July,7,Colorado,0,1,98,220325,63,0,0,220325,8,55,4006,0,2018-07
2018,2018,July,7,Connecticut,0,1,97,217399,79,1,0.0127,214647,1,77,2788,1.27,2018-07
2018,2018,July,7,Delaware,0,1,91,66653,64,1,0.0156,65612,0,63,1041,1.5599999999999998,2018-07
2018,2018,July,7,District of Columbia,0,1,94,67076,82,1,0.0122,66258,0,81,818,1.22,2018-07
2018,2018,July,7,Florida,0,1,104,1611450,81,0,0,1611450,0,81,19894,0,2018-07
2018,2018,July,7,Georgia,0,1,109,709773,96,3,0.0313,687593,0,93,7393,3.1300000000000003,2018-07
2018,2018,July,7,Hawaii,0,1,91,83333,56,2,0.0357,80357,0,54,1488,3.5700000000000003,2018-07
2018,2018,July,7,Idaho,0,1,96,67611,78,0,0,67611,0,78,867,0,2018-07
2018,2018,July,7,Illinois,0,1,84,884510,61,2,0.0328,855510,1,58,14750,3.2800000000000002,2018-07
2018,2018,July,7,Indiana,0,1,98,269076,80,3,0.0375,258986,0,77,3363,3.75,2018-07
2018,2018,July,7,Iowa,0,1,85,160291,77,1,0.013,158209,0,76,2082,1.3,2018-07
2018,2018,July,7,Kansas,0,1,87,99660,80,5,0.0625,93431,0,75,1246,6.25,2018-07
2018,2018,July,7,Kentucky,0,1,98,279320,89,4,0.0449,266766,0,85,3138,4.49,2018-07
2018,2018,July,7,Louisiana,0,1,89,394958,67,1,0.0149,389063,0,66,5895,1.49,2018-07
2018,2018,July,7,Maine,0,1,91,88020,82,5,0.061,82653,0,77,1073,6.1,2018-07
2018,2018,July,7,Maryland,0,1,92,339411,60,0,0,339411,0,60,5657,0,2018-07
2018,2018,July,7,Massachusetts,0,1,93,452750,75,0,0,452750,0,75,6037,0,2018-07
2018,2018,July,7,Michigan,0,1,77,672544,59,1,0.0169,661145,0,58,11399,1.69,2018-07
2018,2018,July,7,Minnesota,0,1,88,214119,87,1,0.0115,211658,0,86,2461,1.15,2018-07
2018,2018,July,7,Mississippi,0,1,90,225966,81,2,0.0247,220387,0,79,2790,2.4699999999999998,2018-07
2018,2018,July,7,Missouri,0,1,85,334831,76,2,0.0263,326020,0,74,4406,2.63,2018-07
2018,2018,July,7,Montana,0,1,79,54998,56,2,0.0357,53034,1,53,1001,3.5700000000000003,2018-07
2018,2018,July,7,Nebraska,0,1,87,75277,69,2,0.029,73095,0,67,1091,2.9000000000000004,2018-07
2018,2018,July,7,Nevada,0,1,104,228458,87,1,0.0115,225832,0,86,2626,1.15,2018-07
2018,2018,July,7,New Hampshire,0,1,61,42368,52,0,0,42368,2,50,847,0,2018-07
2018,2018,July,7,New Jersey,0,1,88,371068,60,0,0,371068,0,60,6184,0,2018-07
2018,2018,July,7,New Mexico,0,1,98,219426,81,1,0.0123,216717,0,80,2709,1.23,2018-07
2018,2018,July,7,New York,0,1,90,1549426,79,1,0.0127,1529813,0,78,19613,1.27,2018-07
2018,2018,July,7,North Carolina,0,1,93,568520,89,0,0,568520,0,89,6388,0,2018-07
2018,2018,July,7,North Dakota,0,1,43,24602,35,1,0.0286,23899,0,34,703,2.86,2018-07
2018,2018,July,7,Ohio,0,1,92,701682,75,3,0.04,673615,0,72,9356,4,2018-07
2018,2018,July,7,Oklahoma,0,1,97,266740,87,3,0.0345,257542,0,84,3066,3.45,2018-07
2018,2018,July,7,Oregon,0,1,93,358578,77,1,0.013,353921,0,76,4657,1.3,2018-07
2018,2018,July,7,Pennsylvania,0,1,89,952503,68,0,0,952503,0,68,14007,0,2018-07
2018,2018,July,7,Rhode Island,0,1,0,90923,0,0,0,0,0,0,0,0,2018-07
2018,2018,July,7,South Carolina,0,1,95,294174,87,1,0.0115,290793,0,86,3381,1.15,2018-07
2018,2018,July,7,South Dakota,0,1,61,39171,59,0,0,39171,0,59,664,0,2018-07
2018,2018,July,7,Tennessee,0,1,88,445861,77,1,0.013,440071,0,76,5790,1.3,2018-07
2018,2018,July,7,Texas,0,1,98,1543618,75,2,0.0267,1502455,0,73,20582,2.67,2018-07
2018,2018,July,7,Utah,0,1,85,75375,75,3,0.04,72360,0,72,1005,4,2018-07
2018,2018,July,7,Vermont,0,1,62,39820,55,0,0,39820,0,55,724,0,2018-07
2018,2018,July,7,Virginia,0,1,91,347961,68,2,0.0294,337727,0,66,5117,2.94,2018-07
2018,2018,July,7,Washington,0,1,92,493608,67,0,0,493608,0,67,7367,0,2018-07
2018,2018,July,7,West Virginia,0,1,95,162875,71,2,0.0282,158287,0,69,2294,2.82,2018-07
2018,2018,July,7,Wisconsin,0,1,97,324355,81,3,0.037,312342,0,78,4004,3.6999999999999997,2018-07
2018,2018,July,7,Wyoming,0,1,27,12387,22,1,0.0455,11824,0,21,563,4.55,2018-07
2018,2018,July,7,Guam,0,1,44,15572,38,0,0,15572,1,37,421,0,2018-07
2018,2018,July,7,Virgin Islands,0,1,15,13983,13,1,0.0769,12907,0,12,1076,7.6899999999999995,2018-07
2018,2018,August,8,Alabama,0,1,142,356212,116,1,0.0086,353141,0,115,3071,0.86,2018-08
2018,2018,August,8,Alaska,0,1,58,37741,47,1,0.0213,36938,0,46,803,2.13,2018-08
2018,2018,August,8,Arizona,0,1,99,387025,76,3,0.0395,371748,0,73,5092,3.95,2018-08
2018,2018,August,8,Arkansas,0,1,103,160784,87,3,0.0345,155240,0,84,1848,3.45,2018-08
2018,2018,August,8,California,0,1,97,1925471,65,0,0,1925471,1,64,30085,0,2018-08
2018,2018,August,8,Colorado,0,1,99,224125,62,1,0.0161,220510,7,54,4084,1.6099999999999999,2018-08
2018,2018,August,8,Connecticut,0,1,95,218217,71,1,0.0141,215144,0,70,3073,1.41,2018-08
2018,2018,August,8,Delaware,0,1,88,67691,56,3,0.0536,64065,1,52,1232,5.36,2018-08
2018,2018,August,8,District of Columbia,0,1,94,67251,80,0,0,67251,0,80,841,0,2018-08
2018,2018,August,8,Florida,0,1,100,1587429,83,0,0,1587429,0,83,19126,0,2018-08
2018,2018,August,8,Georgia,0,1,107,707797,90,4,0.0444,676339,0,86,7864,4.44,2018-08
2018,2018,August,8,Hawaii,0,1,90,82954,49,1,0.0204,81261,0,48,1693,2.04,2018-08
2018,2018,August,8,Idaho,0,1,97,67518,77,1,0.013,66641,0,76,877,1.3,2018-08
2018,2018,August,8,Illinois,0,1,90,878148,62,0,0,878148,0,62,14164,0,2018-08
2018,2018,August,8,Indiana,0,1,100,271690,76,1,0.0132,268115,0,75,3575,1.32,2018-08
2018,2018,August,8,Iowa,0,1,85,160514,71,2,0.0282,155992,0,69,2261,2.82,2018-08
2018,2018,August,8,Kansas,0,1,87,99778,78,1,0.0128,98499,1,76,1296,1.28,2018-08
2018,2018,August,8,Kentucky,0,1,97,264429,90,2,0.0222,258553,0,88,2938,2.22,2018-08
2018,2018,August,8,Louisiana,0,1,89,396721,71,0,0,396721,0,71,5588,0,2018-08
2018,2018,August,8,Maine,0,1,89,87381,82,5,0.061,82053,0,77,1066,6.1,2018-08
2018,2018,August,8,Maryland,0,1,92,342016,57,2,0.0351,330015,1,54,6111,3.51,2018-08
2018,2018,August,8,Massachusetts,0,1,94,452619,84,1,0.0119,447231,0,83,5388,1.1900000000000002,2018-08
2018,2018,August,8,Michigan,0,1,78,666695,69,2,0.029,647371,0,67,9662,2.9000000000000004,2018-08
2018,2018,August,8,Minnesota,0,1,88,212839,85,0,0,212839,0,85,2504,0,2018-08
2018,2018,August,8,Mississippi,0,1,90,225825,80,1,0.0125,223002,0,79,2823,1.25,2018-08
2018,2018,August,8,Missouri,0,1,86,334059,82,2,0.0244,325911,1,79,4125,2.44,2018-08
2018,2018,August,8,Montana,0,1,79,54864,59,3,0.0508,52074,1,55,947,5.08,2018-08
2018,2018,August,8,Nebraska,0,1,88,75257,73,1,0.0137,74226,0,72,1031,1.37,2018-08
2018,2018,August,8,Nevada,0,1,104,229248,76,1,0.0132,226232,0,75,3016,1.32,2018-08
2018,2018,August,8,New Hampshire,0,1,61,42018,52,1,0.0192,41210,0,51,808,1.92,2018-08
2018,2018,August,8,New Jersey,0,1,87,370575,60,0,0,370575,1,59,6281,0,2018-08
2018,2018,August,8,New Mexico,0,1,98,221361,78,1,0.0128,218523,0,77,2838,1.28,2018-08
2018,2018,August,8,New York,0,1,90,1547379,76,1,0.0132,1527019,0,75,20360,1.32,2018-08
2018,2018,August,8,North Carolina,0,1,93,570993,88,2,0.0227,558016,0,86,6489,2.27,2018-08
2018,2018,August,8,North Dakota,0,1,42,24501,38,0,0,24501,0,38,645,0,2018-08
2018,2018,August,8,Ohio,0,1,87,706916,67,1,0.0149,696365,0,66,10551,1.49,2018-08
2018,2018,August,8,Oklahoma,0,1,99,268949,88,3,0.0341,259780,0,85,3056,3.4099999999999997,2018-08
2018,2018,August,8,Oregon,0,1,92,358276,72,3,0.0417,343348,0,69,4976,4.17,2018-08
2018,2018,August,8,Pennsylvania,0,1,89,954430,67,1,0.0149,940185,0,66,14245,1.49,2018-08
2018,2018,August,8,Rhode Island,0,1,0,91757,0,0,0,0,0,0,0,0,2018-08
2018,2018,August,8,South Carolina,0,1,94,293263,77,1,0.013,289454,0,76,3809,1.3,2018-08
2018,2018,August,8,South Dakota,0,1,61,39073,58,0,0,39073,0,58,674,0,2018-08
2018,2018,August,8,Tennessee,0,1,90,449975,78,1,0.0128,444206,0,77,5769,1.28,2018-08
2018,2018,August,8,Texas,0,1,98,1545637,66,0,0,1545637,0,66,23419,0,2018-08
2018,2018,August,8,Utah,0,1,85,75695,72,1,0.0139,74644,0,71,1051,1.39,2018-08
2018,2018,August,8,Vermont,0,1,61,40037,52,0,0,40037,0,52,770,0,2018-08
2018,2018,August,8,Virginia,0,1,91,348987,63,0,0,348987,0,63,5539,0,2018-08
2018,2018,August,8,Washington,0,1,90,492935,66,1,0.0152,485466,0,65,7469,1.52,2018-08
2018,2018,August,8,West Virginia,0,1,95,163348,77,1,0.013,161227,0,76,2121,1.3,2018-08
2018,2018,August,8,Wisconsin,0,1,97,323722,79,3,0.038,311429,0,76,4098,3.8,2018-08
2018,2018,August,8,Wyoming,0,1,26,12172,23,0,0,12172,0,23,529,0,2018-08
2018,2018,August,8,Guam,0,1,44,15727,37,1,0.027,15302,0,36,425,2.7,2018-08
2018,2018,August,8,Virgin Islands,0,1,14,14108,13,0,0,14108,0,13,1085,0,2018-08
2018,2018,September,9,Alabama,0,1,142,353530,121,0,0,353530,1,120,2946,0,2018-09
2018,2018,September,9,Alaska,0,1,58,37776,42,1,0.0238,36877,0,41,899,2.3800000000000003,2018-09
2018,2018,September,9,Arizona,0,1,99,387196,74,3,0.0405,371499,0,71,5232,4.05,2018-09
2018,2018,September,9,Arkansas,0,1,103,161019,97,4,0.0412,154379,1,92,1678,4.12,2018-09
2018,2018,September,9,California,0,1,96,1912140,66,2,0.0303,1854196,1,63,29432,3.0300000000000002,2018-09
2018,2018,September,9,Colorado,0,1,98,223942,64,1,0.0156,220443,3,60,3674,1.5599999999999998,2018-09
2018,2018,September,9,Connecticut,0,1,86,218232,69,1,0.0145,215069,1,67,3210,1.4500000000000002,2018-09
2018,2018,September,9,Delaware,0,1,87,66885,56,2,0.0357,64496,0,54,1194,3.5700000000000003,2018-09
2018,2018,September,9,District of Columbia,0,1,95,67148,84,0,0,67148,0,84,799,0,2018-09
2018,2018,September,9,Florida,0,1,102,1584118,70,2,0.0286,1538857,0,68,22630,2.86,2018-09
2018,2018,September,9,Georgia,0,1,106,692402,92,4,0.0435,662298,0,88,7526,4.35,2018-09
2018,2018,September,9,Hawaii,0,1,90,82815,49,0,0,82815,0,49,1690,0,2018-09
2018,2018,September,9,Idaho,0,1,96,67015,79,1,0.0127,66167,0,78,848,1.27,2018-09
2018,2018,September,9,Illinois,0,1,86,873264,56,0,0,873264,0,56,15594,0,2018-09
2018,2018,September,9,Indiana,0,1,99,270249,74,1,0.0135,266597,0,73,3652,1.35,2018-09
2018,2018,September,9,Iowa,0,1,84,159699,68,2,0.0294,155002,0,66,2349,2.94,2018-09
2018,2018,September,9,Kansas,0,1,86,99175,82,0,0,99175,0,82,1209,0,2018-09
2018,2018,September,9,Kentucky,0,1,96,261868,93,3,0.0323,253421,0,90,2816,3.2300000000000004,2018-09
2018,2018,September,9,Louisiana,0,1,89,395087,60,1,0.0167,388502,1,58,6698,1.67,2018-09
2018,2018,September,9,Maine,0,1,89,86740,75,4,0.0533,82114,0,71,1157,5.33,2018-09
2018,2018,September,9,Maryland,0,1,93,340855,63,2,0.0317,330034,0,61,5410,3.17,2018-09
2018,2018,September,9,Massachusetts,0,1,94,449592,85,0,0,449592,0,85,5289,0,2018-09
2018,2018,September,9,Michigan,0,1,76,659967,59,1,0.0169,648781,0,58,11186,1.69,2018-09
2018,2018,September,9,Minnesota,0,1,88,211060,80,0,0,211060,0,80,2638,0,2018-09
2018,2018,September,9,Mississippi,0,1,89,221698,79,0,0,221698,1,78,2842,0,2018-09
2018,2018,September,9,Missouri,0,1,85,332235,80,2,0.025,323929,0,78,4153,2.5,2018-09
2018,2018,September,9,Montana,0,1,77,54289,56,3,0.0536,51381,0,53,969,5.36,2018-09
2018,2018,September,9,Nebraska,0,1,86,74531,70,2,0.0286,72402,0,68,1065,2.86,2018-09
2018,2018,September,9,Nevada,0,1,105,228100,28,0,0,228100,0,28,8146,0,2018-09
2018,2018,September,9,New Hampshire,0,1,60,41435,55,3,0.0545,39175,0,52,753,5.45,2018-09
2018,2018,September,9,New Jersey,0,1,87,368203,57,0,0,368203,0,57,6460,0,2018-09
2018,2018,September,9,New Mexico,0,1,98,221335,80,6,0.075,204735,0,74,2767,7.5,2018-09
