fiscal_year,calendar_year,month_name,month_num,state,stratum,sampling_interval,stratum_sampling_size,snap_units_in_state,units_with_complete_reviews,ineligible_units,disqualification_rate,adjusted_snap_units_in_state,failing_units,stratum_sampling_size_edited,stratum_specific_weight,pct_ineligible,ym
2022,2022,August,8,Hawaii,0,1,114,89558,70,9,0.1286,78043,0,61,1279,12.86,2022-08
2022,2022,August,8,Idaho,0,1,105,60805,87,1,0.0115,60106,0,86,699,1.15,2022-08
2022,2022,August,8,Illinois,0,1,78,1087878,67,4,0.0597,1022930,0,63,16237,5.970000000000001,2022-08
2022,2022,August,8,Indiana,0,1,94,290172,67,2,0.0299,281510,0,65,4331,2.9899999999999998,2022-08
2022,2022,August,8,Iowa,0,1,85,135312,83,2,0.0241,132051,1,80,1651,2.41,2022-08
2022,2022,August,8,Kansas,0,1,90,97107,81,7,0.0864,88715,0,74,1199,8.64,2022-08
2022,2022,August,8,Kentucky,0,1,100,252546,94,0,0,252546,0,94,2687,0,2022-08
2022,2022,August,8,Louisiana,0,1,93,390042,75,2,0.0267,379641,3,70,5423,2.67,2022-08
2022,2022,August,8,Maine,0,1,94,96146,84,9,0.1071,85845,0,75,1145,10.71,2022-08
2022,2022,August,8,Maryland,0,1,99,362811,73,9,0.1233,318081,1,63,5049,12.33,2022-08
2022,2022,August,8,Massachusetts,0,1,86,632015,80,7,0.0875,576714,0,73,7900,8.75,2022-08
2022,2022,August,8,Michigan,0,1,95,733005,75,3,0.04,703685,0,72,9773,4,2022-08
2022,2022,August,8,Minnesota,0,1,98,228592,97,2,0.0206,223879,0,95,2357,2.06,2022-08
2022,2022,August,8,Mississippi,0,1,99,206988,93,4,0.043,198085,0,89,2226,4.3,2022-08
2022,2022,August,8,Missouri,0,1,90,328861,65,3,0.0462,313683,0,62,5059,4.62,2022-08
2022,2022,August,8,Montana,0,1,65,44662,48,0,0,44662,0,48,930,0,2022-08
2022,2022,August,8,Nebraska,0,1,92,76189,84,3,0.0357,73468,0,81,907,3.5700000000000003,2022-08
2022,2022,August,8,Nevada,0,1,106,249831,90,1,0.0111,247055,1,88,2807,1.11,2022-08
2022,2022,August,8,New Hampshire,0,1,56,37266,49,3,0.0612,34984,0,46,761,6.12,2022-08
2022,2022,August,8,New Jersey,0,1,98,408921,55,0,0,408921,0,55,7435,0,2022-08
2022,2022,August,8,New Mexico,0,1,98,255537,83,2,0.0241,249379,0,81,3079,2.41,2022-08
2022,2022,August,8,New York,0,1,90,1660684,82,10,0.122,1458162,0,72,20252,12.2,2022-08
2022,2022,August,8,North Carolina,0,1,83,751775,76,1,0.0132,741883,0,75,9892,1.32,2022-08
2022,2022,August,8,North Dakota,0,1,42,23344,37,4,0.1081,20820,0,33,631,10.81,2022-08
2022,2022,August,8,Ohio,0,1,95,756018,81,2,0.0247,737351,0,79,9334,2.4699999999999998,2022-08
2022,2022,August,8,Oklahoma,0,1,102,329043,84,4,0.0476,313374,0,80,3917,4.760000000000001,2022-08
2022,2022,August,8,Oregon,0,1,95,427657,74,8,0.1081,381424,0,66,5779,10.81,2022-08
2022,2022,August,8,Pennsylvania,0,1,93,979547,70,5,0.0714,909579,0,65,13994,7.140000000000001,2022-08
2022,2022,August,8,Rhode Island,0,1,0,85941,0,0,0,0,0,0,0,0,2022-08
2022,2022,August,8,South Carolina,0,1,105,306662,90,1,0.0111,303255,1,88,3446,1.11,2022-08
2022,2022,August,8,South Dakota,0,1,54,33912,52,2,0.0385,32608,0,50,652,3.85,2022-08
2022,2022,August,8,Tennessee,0,1,128,398078,108,5,0.0463,379648,0,103,3686,4.63,2022-08
2022,2022,August,8,Texas,0,1,105,1532550,79,2,0.0253,1493751,1,76,19655,2.53,2022-08
2022,2022,August,8,Utah,0,1,97,75286,91,5,0.0549,71149,1,85,837,5.489999999999999,2022-08
2022,2022,August,8,Vermont,0,1,65,40991,62,1,0.0161,40330,0,61,661,1.6099999999999999,2022-08
2022,2022,August,8,Virginia,0,1,80,419819,64,0,0,419819,0,64,6560,0,2022-08
2022,2022,August,8,Washington,0,1,95,524359,65,2,0.0308,508225,0,63,8067,3.08,2022-08
2022,2022,August,8,West Virginia,0,1,103,172727,82,4,0.0488,164301,0,78,2106,4.88,2022-08
2022,2022,August,8,Wisconsin,0,1,101,364917,97,1,0.0103,361155,0,96,3762,1.03,2022-08
2022,2022,August,8,Wyoming,0,1,27,13718,22,3,0.1364,11847,0,19,624,13.639999999999999,2022-08
2022,2022,August,8,Guam,0,1,22,13247,17,0,0,13247,0,17,779,0,2022-08
2022,2022,August,8,Virgin Islands,0,1,21,10576,20,0,0,10576,0,20,529,0,2022-08
2022,2022,September,9,Alabama,0,1,100,387394,90,1,0.0111,383090,2,87,4403,1.11,2022-09
2022,2022,September,9,Alaska,0,1,0,35124,0,0,0,0,0,0,0,0,2022-09
2022,2022,September,9,Arizona,0,1,110,432809,84,1,0.0119,427657,0,83,5152,1.1900000000000002,2022-09
2022,2022,September,9,Arkansas,0,1,84,114996,71,3,0.0423,110137,0,68,1620,4.2299999999999995,2022-09
2022,2022,September,9,California,0,1,120,2865660,75,0,0,2865660,0,75,38209,0,2022-09
2022,2022,September,9,Colorado,0,1,113,289674,88,1,0.0114,286382,0,87,3292,1.1400000000000001,2022-09
2022,2022,September,9,Connecticut,0,1,104,222430,86,2,0.0233,217257,0,84,2586,2.33,2022-09
2022,2022,September,9,Delaware,0,1,0,59244,0,0,0,0,0,0,0,0,2022-09
2022,2022,September,9,District of Columbia,0,1,0,86696,0,0,0,0,0,0,0,0,2022-09
2022,2022,September,9,Florida,0,1,105,1565863,81,1,0.0123,1546531,1,79,19576,1.23,2022-09
2022,2022,September,9,Georgia,0,1,119,789204,108,2,0.0185,774589,1,105,7377,1.8499999999999999,2022-09
2022,2022,September,9,Hawaii,0,1,113,89662,67,26,0.3881,54868,0,41,1338,38.81,2022-09
2022,2022,September,9,Idaho,0,1,106,60541,81,2,0.0247,59046,1,78,757,2.4699999999999998,2022-09
2022,2022,September,9,Illinois,0,1,78,1090161,63,1,0.0159,1072857,0,62,17304,1.59,2022-09
2022,2022,September,9,Indiana,0,1,92,284992,73,0,0,284992,0,73,3904,0,2022-09
2022,2022,September,9,Iowa,0,1,84,134270,77,0,0,134270,0,77,1744,0,2022-09
2022,2022,September,9,Kansas,0,1,88,95846,83,9,0.1084,85453,1,73,1171,10.84,2022-09
2022,2022,September,9,Kentucky,0,1,100,252381,95,3,0.0316,244411,0,92,2657,3.16,2022-09
2022,2022,September,9,Louisiana,0,1,100,408869,83,1,0.012,403943,4,78,5179,1.2,2022-09
2022,2022,September,9,Maine,0,1,93,95927,85,7,0.0824,88027,1,77,1143,8.24,2022-09
2022,2022,September,9,Maryland,0,1,97,350402,68,7,0.1029,314331,0,61,5153,10.290000000000001,2022-09
2022,2022,September,9,Massachusetts,0,1,85,637110,78,5,0.0641,596270,1,72,8282,6.41,2022-09
2022,2022,September,9,Michigan,0,1,94,728887,73,2,0.0274,708917,0,71,9985,2.74,2022-09
2022,2022,September,9,Minnesota,0,1,99,230194,93,2,0.0215,225244,0,91,2475,2.15,2022-09
2022,2022,September,9,Mississippi,0,1,98,206863,88,7,0.0795,190408,0,81,2351,7.95,2022-09
2022,2022,September,9,Missouri,0,1,90,329243,65,3,0.0462,314047,0,62,5065,4.62,2022-09
2022,2022,September,9,Montana,0,1,66,44295,46,0,0,44295,0,46,963,0,2022-09
2022,2022,September,9,Nebraska,0,1,94,76267,83,6,0.0723,70754,0,77,919,7.23,2022-09
2022,2022,September,9,Nevada,0,1,106,249055,96,2,0.0208,243866,0,94,2594,2.08,2022-09
2022,2022,September,9,New Hampshire,0,1,52,37334,47,2,0.0426,35745,0,45,794,4.26,2022-09
2022,2022,September,9,New Jersey,0,1,94,399585,60,1,0.0167,392925,1,58,6775,1.67,2022-09
2022,2022,September,9,New Mexico,0,1,98,260614,78,4,0.0513,247249,0,74,3341,5.13,2022-09
2022,2022,September,9,New York,0,1,90,1647128,75,2,0.0267,1603205,0,73,21962,2.67,2022-09
2022,2022,September,9,North Carolina,0,1,85,771774,77,3,0.039,741705,0,74,10023,3.9,2022-09
2022,2022,September,9,North Dakota,0,1,40,23050,37,2,0.0541,21804,0,35,623,5.41,2022-09
2022,2022,September,9,Ohio,0,1,94,749878,76,4,0.0526,710411,0,72,9867,5.26,2022-09
2022,2022,September,9,Oklahoma,0,1,103,327803,82,4,0.0488,311813,1,77,4050,4.88,2022-09
2022,2022,September,9,Oregon,0,1,95,421016,78,12,0.1538,356244,0,66,5398,15.379999999999999,2022-09
2022,2022,September,9,Pennsylvania,0,1,92,1009429,74,6,0.0811,927583,0,68,13641,8.110000000000001,2022-09
2022,2022,September,9,Rhode Island,0,1,0,85883,0,0,0,0,0,0,0,0,2022-09
2022,2022,September,9,South Carolina,0,1,105,304632,81,0,0,304632,0,81,3761,0,2022-09
2022,2022,September,9,South Dakota,0,1,53,33847,52,0,0,33847,0,52,651,0,2022-09
2022,2022,September,9,Tennessee,0,1,131,406753,99,10,0.101,365667,2,87,4203,10.100000000000001,2022-09
2022,2022,September,9,Texas,0,1,107,1560850,64,3,0.0469,1487685,0,61,24388,4.6899999999999995,2022-09
2022,2022,September,9,Utah,0,1,97,74269,87,2,0.023,72562,0,85,854,2.3,2022-09
2022,2022,September,9,Vermont,0,1,65,41342,64,0,0,41342,0,64,646,0,2022-09
2022,2022,September,9,Virginia,0,1,80,422224,54,0,0,422224,0,54,7819,0,2022-09
2022,2022,September,9,Washington,0,1,94,520322,69,3,0.0435,497699,0,66,7541,4.35,2022-09
2022,2022,September,9,West Virginia,0,1,104,173722,74,3,0.0405,166679,0,71,2348,4.05,2022-09
2022,2022,September,9,Wisconsin,0,1,100,364640,98,0,0,364640,0,98,3721,0,2022-09
2022,2022,September,9,Wyoming,0,1,27,14068,27,1,0.037,13547,0,26,521,3.6999999999999997,2022-09
2022,2022,September,9,Guam,0,1,22,13358,18,2,0.1111,11874,0,16,742,11.110000000000001,2022-09
2022,2022,September,9,Virgin Islands,0,1,0,10756,0,0,0,0,0,0,0,0,2022-09
2023,2022,October,10,Alabama,0,1,101,389607,94,2,0.0213,381317,2,90,4237,2.13,2022-10
2023,2022,October,10,Alaska,0,1,41,29533,38,29,0.7632,6995,1,8,874,76.32,2022-10
2023,2022,October,10,Arizona,0,1,96,418325,75,1,0.0133,412747,1,73,5654,1.3299999999999998,2022-10
2023,2022,October,10,Arkansas,0,1,96,123250,77,2,0.026,120049,0,75,1601,2.6,2022-10
2023,2022,October,10,California,0,1,104,2870494,74,2,0.027,2792913,0,72,38790,2.7,2022-10
2023,2022,October,10,Colorado,0,1,88,289072,69,0,0,289072,0,69,4189,0,2022-10
2023,2022,October,10,Connecticut,0,1,89,224381,79,0,0,224381,2,77,2914,0,2022-10
2023,2022,October,10,Delaware,0,1,27,60091,22,0,0,60091,0,22,2731,0,2022-10
2023,2022,October,10,District of Columbia,0,1,100,84139,76,0,0,84139,0,76,1107,0,2022-10
2023,2022,October,10,Florida,0,1,98,1600951,77,0,0,1600951,4,73,21931,0,2022-10
2023,2022,October,10,Georgia,0,1,100,779930,93,1,0.0108,771544,1,91,8479,1.08,2022-10
2023,2022,October,10,Hawaii,0,1,84,89098,48,38,0.7917,18562,0,10,1856,79.17,2022-10
2023,2022,October,10,Idaho,0,1,116,60809,85,0,0,60809,0,85,715,0,2022-10
2023,2022,October,10,Illinois,0,1,89,1099038,74,1,0.0135,1084186,0,73,14852,1.35,2022-10
2023,2022,October,10,Indiana,0,1,88,283891,71,0,0,283891,1,70,4056,0,2022-10
2023,2022,October,10,Iowa,0,1,86,133626,84,0,0,133626,0,84,1591,0,2022-10
2023,2022,October,10,Kansas,0,1,88,94651,82,6,0.0732,87725,0,76,1154,7.32,2022-10
2023,2022,October,10,Kentucky,0,1,95,252139,90,0,0,252139,0,90,2802,0,2022-10
2023,2022,October,10,Louisiana,0,1,104,425898,89,3,0.0337,411542,0,86,4785,3.37,2022-10
2023,2022,October,10,Maine,0,1,96,96740,86,6,0.0698,89991,0,80,1125,6.98,2022-10
2023,2022,October,10,Maryland,0,1,75,353781,57,9,0.1579,297921,1,47,6339,15.790000000000001,2022-10
2023,2022,October,10,Massachusetts,0,1,93,641088,80,4,0.05,609034,0,76,8014,5,2022-10
2023,2022,October,10,Michigan,0,1,93,753970,74,2,0.027,733592,0,72,10189,2.7,2022-10
2023,2022,October,10,Minnesota,0,1,90,233021,85,4,0.0471,222055,1,80,2776,4.71,2022-10
2023,2022,October,10,Mississippi,0,1,112,207130,109,1,0.0092,205230,0,108,1900,0.9199999999999999,2022-10
2023,2022,October,10,Missouri,0,1,92,331637,65,6,0.0923,301024,0,59,5102,9.229999999999999,2022-10
2023,2022,October,10,Montana,0,1,64,43822,52,1,0.0192,42979,0,51,843,1.92,2022-10
2023,2022,October,10,Nebraska,0,1,88,76603,76,3,0.0395,73579,0,73,1008,3.95,2022-10
2023,2022,October,10,Nevada,0,1,95,249520,83,1,0.012,246514,0,82,3006,1.2,2022-10
2023,2022,October,10,New Hampshire,0,1,57,37550,52,7,0.1346,32495,0,45,722,13.459999999999999,2022-10
2023,2022,October,10,New Jersey,0,1,108,402284,77,6,0.0779,370937,0,71,5224,7.79,2022-10
2023,2022,October,10,New Mexico,0,1,98,263806,80,3,0.0375,253913,0,77,3298,3.75,2022-10
2023,2022,October,10,New York,0,1,90,1639403,73,4,0.0548,1549573,2,67,23128,5.48,2022-10
2023,2022,October,10,North Carolina,0,1,106,789612,99,0,0,789612,0,99,7976,0,2022-10
2023,2022,October,10,North Dakota,0,1,38,23120,34,3,0.0882,21080,0,31,680,8.82,2022-10
2023,2022,October,10,Ohio,0,1,92,744610,83,1,0.012,735639,0,82,8971,1.2,2022-10
2023,2022,October,10,Oklahoma,0,1,108,328519,95,4,0.0421,314687,0,91,3458,4.21,2022-10
2023,2022,October,10,Oregon,0,1,86,417790,71,11,0.1549,353062,0,60,5884,15.49,2022-10
2023,2022,October,10,Pennsylvania,0,1,91,999785,74,9,0.1216,878190,0,65,13511,12.16,2022-10
2023,2022,October,10,Rhode Island,0,1,89,85701,84,4,0.0476,81620,0,80,1020,4.760000000000001,2022-10
2023,2022,October,10,South Carolina,0,1,99,303784,79,1,0.0127,299939,0,78,3845,1.27,2022-10
2023,2022,October,10,South Dakota,0,1,53,34058,53,1,0.0189,33415,0,52,643,1.8900000000000001,2022-10
2023,2022,October,10,Tennessee,0,1,100,402051,78,7,0.0897,365970,0,71,5155,8.97,2022-10
2023,2022,October,10,Texas,0,1,106,1585294,72,2,0.0278,1541258,0,70,22018,2.78,2022-10
2023,2022,October,10,Utah,0,1,97,78268,93,2,0.0215,76585,0,91,842,2.15,2022-10
2023,2022,October,10,Vermont,0,1,65,41689,64,1,0.0156,41038,0,63,651,1.5599999999999998,2022-10
2023,2022,October,10,Virginia,0,1,86,424669,71,1,0.0141,418688,0,70,5981,1.41,2022-10
2023,2022,October,10,Washington,0,1,88,522173,75,1,0.0133,515211,4,70,7360,1.3299999999999998,2022-10
2023,2022,October,10,West Virginia,0,1,92,173691,72,6,0.0833,159217,0,66,2412,8.33,2022-10
2023,2022,October,10,Wisconsin,0,1,100,367752,93,0,0,367752,0,93,3954,0,2022-10
2023,2022,October,10,Wyoming,0,1,27,14223,27,1,0.037,13696,0,26,527,3.6999999999999997,2022-10
2023,2022,October,10,Guam,0,1,25,13027,15,2,0.1333,11290,0,13,868,13.33,2022-10
2023,2022,October,10,Virgin Islands,0,1,25,10694,23,0,0,10694,0,23,465,0,2022-10
2023,2022,November,11,Alabama,0,1,102,392724,92,0,0,392724,0,92,4269,0,2022-11
2023,2022,November,11,Alaska,0,1,32,25663,28,18,0.6429,9165,0,10,917,64.29,2022-11
2023,2022,November,11,Arizona,0,1,98,419108,72,1,0.0139,413287,0,71,5821,1.39,2022-11
2023,2022,November,11,Arkansas,0,1,95,131504,69,7,0.1014,118163,0,62,1906,10.14,2022-11
2023,2022,November,11,California,0,1,110,2944785,72,0,0,2944785,1,71,41476,0,2022-11
2023,2022,November,11,Colorado,0,1,89,290528,73,4,0.0548,274609,0,69,3980,5.48,2022-11
2023,2022,November,11,Connecticut,0,1,90,224284,74,1,0.0135,221253,0,73,3031,1.35,2022-11
2023,2022,November,11,Delaware,0,1,26,60688,25,0,0,60688,0,25,2428,0,2022-11
2023,2022,November,11,District of Columbia,0,1,100,84877,83,1,0.012,83854,0,82,1023,1.2,2022-11
2023,2022,November,11,Florida,0,1,111,1597500,88,1,0.0114,1579347,2,85,18581,1.1400000000000001,2022-11
2023,2022,November,11,Georgia,0,1,107,799704,88,0,0,799704,0,88,9088,0,2022-11
2023,2022,November,11,Hawaii,0,1,84,88010,38,12,0.3158,60217,0,26,2316,31.580000000000002,2022-11
2023,2022,November,11,Idaho,0,1,115,61195,89,1,0.0112,60507,0,88,688,1.1199999999999999,2022-11
2023,2022,November,11,Illinois,0,1,89,1102098,73,4,0.0548,1041709,0,69,15097,5.48,2022-11
2023,2022,November,11,Indiana,0,1,87,282679,79,3,0.038,271944,0,76,3578,3.8,2022-11
2023,2022,November,11,Iowa,0,1,85,132926,80,1,0.0125,131264,0,79,1662,1.25,2022-11
2023,2022,November,11,Kansas,0,1,88,94384,81,6,0.0741,87393,1,74,1181,7.41,2022-11
2023,2022,November,11,Kentucky,0,1,96,253131,94,4,0.0426,242359,0,90,2693,4.26,2022-11
2023,2022,November,11,Louisiana,0,1,90,438954,70,2,0.0286,426412,0,68,6271,2.86,2022-11
2023,2022,November,11,Maine,0,1,97,97258,88,3,0.0341,93942,0,85,1105,3.4099999999999997,2022-11
2023,2022,November,11,Maryland,0,1,77,359393,57,9,0.1579,302647,2,46,6579,15.790000000000001,2022-11
2023,2022,November,11,Massachusetts,0,1,93,643864,87,1,0.0115,636463,0,86,7401,1.15,2022-11
2023,2022,November,11,Michigan,0,1,94,741225,74,0,0,741225,0,74,10017,0,2022-11
2023,2022,November,11,Minnesota,0,1,91,234376,87,0,0,234376,0,87,2694,0,2022-11
2023,2022,November,11,Mississippi,0,1,111,205161,101,7,0.0693,190942,1,93,2053,6.93,2022-11
2023,2022,November,11,Missouri,0,1,92,333138,70,3,0.0429,318861,0,67,4759,4.29,2022-11
2023,2022,November,11,Montana,0,1,65,43612,48,0,0,43612,0,48,909,0,2022-11
2023,2022,November,11,Nebraska,0,1,88,76880,79,5,0.0633,72014,0,74,973,6.329999999999999,2022-11
2023,2022,November,11,Nevada,0,1,95,249560,92,2,0.0217,244135,0,90,2713,2.17,2022-11
2023,2022,November,11,New Hampshire,0,1,57,37621,56,1,0.0179,36949,0,55,672,1.79,2022-11
2023,2022,November,11,New Jersey,0,1,89,403648,59,9,0.1525,342075,0,50,6841,15.25,2022-11
2023,2022,November,11,New Mexico,0,1,98,264042,85,3,0.0353,254723,0,82,3106,3.53,2022-11
2023,2022,November,11,New York,0,1,90,1647311,72,3,0.0417,1578673,0,69,22879,4.17,2022-11
2023,2022,November,11,North Carolina,0,1,108,807449,98,0,0,807449,0,98,8239,0,2022-11
2023,2022,November,11,North Dakota,0,1,38,23200,36,2,0.0556,21911,0,34,644,5.56,2022-11
2023,2022,November,11,Ohio,0,1,92,741009,80,2,0.025,722484,0,78,9263,2.5,2022-11
2023,2022,November,11,Oklahoma,0,1,109,339923,92,2,0.0217,332533,0,90,3695,2.17,2022-11
2023,2022,November,11,Oregon,0,1,84,412199,61,1,0.0164,405442,1,59,6872,1.6400000000000001,2022-11
2023,2022,November,11,Pennsylvania,0,1,91,1007310,71,6,0.0845,922185,0,65,14187,8.450000000000001,2022-11
2023,2022,November,11,Rhode Island,0,1,90,86506,82,3,0.0366,83341,0,79,1055,3.66,2022-11
2023,2022,November,11,South Carolina,0,1,99,302145,79,1,0.0127,298320,0,78,3825,1.27,2022-11
2023,2022,November,11,South Dakota,0,1,54,34262,53,0,0,34262,1,52,659,0,2022-11
2023,2022,November,11,Tennessee,0,1,102,412768,90,4,0.0444,394423,0,86,4586,4.44,2022-11
2023,2022,November,11,Texas,0,1,108,1608177,70,1,0.0143,1585203,0,69,22974,1.43,2022-11
2023,2022,November,11,Utah,0,1,98,76220,91,4,0.044,72870,0,87,838,4.3999999999999995,2022-11
2023,2022,November,11,Vermont,0,1,64,41936,60,0,0,41936,0,60,699,0,2022-11
2023,2022,November,11,Virginia,0,1,87,427472,71,0,0,427472,0,71,6021,0,2022-11
2023,2022,November,11,Washington,0,1,87,517791,67,2,0.0299,502335,3,62,8102,2.9899999999999998,2022-11
2023,2022,November,11,West Virginia,0,1,93,173589,69,4,0.058,163526,0,65,2516,5.800000000000001,2022-11
2023,2022,November,11,Wisconsin,0,1,101,369097,96,2,0.0208,361407,0,94,3845,2.08,2022-11
2023,2022,November,11,Wyoming,0,1,28,14410,28,2,0.0714,13381,0,26,515,7.140000000000001,2022-11
2023,2022,November,11,Guam,0,1,25,12839,16,0,0,12839,0,16,802,0,2022-11
2023,2022,November,11,Virgin Islands,0,1,26,10951,25,2,0.08,10075,0,23,438,8,2022-11
2023,2022,December,12,Alabama,0,1,102,395441,89,0,0,395441,0,89,4443,0,2022-12
2023,2022,December,12,Alaska,0,1,27,19642,18,9,0.5,9821,0,9,1091,50,2022-12
2023,2022,December,12,Arizona,0,1,98,424456,75,2,0.0267,413137,0,73,5659,2.67,2022-12
2023,2022,December,12,Arkansas,0,1,96,135729,61,2,0.0328,131279,0,59,2225,3.2800000000000002,2022-12
2023,2022,December,12,California,0,1,108,2963632,72,2,0.0278,2881309,0,70,41162,2.78,2022-12
2023,2022,December,12,Colorado,0,1,90,293401,70,0,0,293401,0,70,4191,0,2022-12
2023,2022,December,12,Connecticut,0,1,90,225221,74,0,0,225221,1,73,3085,0,2022-12
2023,2022,December,12,Delaware,0,1,34,61325,29,3,0.1034,54981,0,26,2115,10.34,2022-12
2023,2022,December,12,District of Columbia,0,1,100,84369,85,5,0.0588,79406,0,80,993,5.88,2022-12
2023,2022,December,12,Florida,0,1,110,1716080,89,2,0.0225,1677516,3,84,19970,2.25,2022-12
2023,2022,December,12,Georgia,0,1,108,804716,96,2,0.0208,787951,0,94,8382,2.08,2022-12
2023,2022,December,12,Hawaii,0,1,83,87288,46,14,0.3043,60722,0,32,1898,30.43,2022-12
2023,2022,December,12,Idaho,0,1,117,61807,88,1,0.0114,61105,0,87,702,1.1400000000000001,2022-12
2023,2022,December,12,Illinois,0,1,91,1111313,74,2,0.027,1081278,0,72,15018,2.7,2022-12
2023,2022,December,12,Indiana,0,1,88,284407,76,0,0,284407,0,76,3742,0,2022-12
2023,2022,December,12,Iowa,0,1,85,133096,81,1,0.0123,131453,1,79,1664,1.23,2022-12
2023,2022,December,12,Kansas,0,1,86,92907,78,1,0.0128,91716,0,77,1191,1.28,2022-12
2023,2022,December,12,Kentucky,0,1,96,254545,95,2,0.0211,249186,0,93,2679,2.11,2022-12
2023,2022,December,12,Louisiana,0,1,92,450843,74,2,0.027,438658,1,71,6178,2.7,2022-12
2023,2022,December,12,Maine,0,1,98,98213,84,3,0.0357,94705,0,81,1169,3.5700000000000003,2022-12
2023,2022,December,12,Maryland,0,1,78,361520,56,5,0.0893,329241,0,51,6456,8.93,2022-12
2023,2022,December,12,Massachusetts,0,1,93,648808,79,2,0.0253,632382,0,77,8213,2.53,2022-12
2023,2022,December,12,Michigan,0,1,95,749757,79,1,0.0127,740266,0,78,9491,1.27,2022-12
2023,2022,December,12,Minnesota,0,1,93,235647,87,3,0.0345,227521,0,84,2709,3.45,2022-12
2023,2022,December,12,Mississippi,0,1,110,203986,99,6,0.0606,191623,0,93,2060,6.0600000000000005,2022-12
2023,2022,December,12,Missouri,0,1,93,334568,62,1,0.0161,329172,0,61,5396,1.6099999999999999,2022-12
2023,2022,December,12,Montana,0,1,64,43552,57,3,0.0526,41260,1,53,778,5.26,2022-12
2023,2022,December,12,Nebraska,0,1,90,77511,81,1,0.0123,76554,0,80,957,1.23,2022-12
2023,2022,December,12,Nevada,0,1,95,250944,82,1,0.0122,247884,0,81,3060,1.22,2022-12
2023,2022,December,12,New Hampshire,0,1,57,37753,52,2,0.0385,36301,0,50,726,3.85,2022-12
2023,2022,December,12,New Jersey,0,1,91,406929,66,16,0.2424,308280,0,50,6166,24.240000000000002,2022-12
2023,2022,December,12,New Mexico,0,1,98,265432,87,3,0.0345,256279,0,84,3051,3.45,2022-12
2023,2022,December,12,New York,0,1,90,1670664,68,2,0.0294,1621527,1,65,24947,2.94,2022-12
2023,2022,December,12,North Carolina,0,1,110,820258,101,0,0,820258,0,101,8121,0,2022-12
2023,2022,December,12,North Dakota,0,1,38,23137,34,1,0.0294,22457,0,33,681,2.94,2022-12
2023,2022,December,12,Ohio,0,1,92,741171,80,0,0,741171,0,80,9265,0,2022-12
2023,2022,December,12,Oklahoma,0,1,109,332667,92,2,0.0217,325435,0,90,3616,2.17,2022-12
2023,2022,December,12,Oregon,0,1,86,414184,68,2,0.0294,402002,0,66,6091,2.94,2022-12
2023,2022,December,12,Pennsylvania,0,1,91,1011476,78,12,0.1538,855864,0,66,12968,15.379999999999999,2022-12
2023,2022,December,12,Rhode Island,0,1,90,86988,89,5,0.0562,82101,0,84,977,5.62,2022-12
2023,2022,December,12,South Carolina,0,1,89,297926,74,4,0.0541,281822,0,70,4026,5.41,2022-12
2023,2022,December,12,South Dakota,0,1,54,34064,52,1,0.0192,33409,1,50,668,1.92,2022-12
2023,2022,December,12,Tennessee,0,1,102,411579,76,5,0.0658,384501,0,71,5416,6.58,2022-12
2023,2022,December,12,Texas,0,1,109,1628264,73,1,0.0137,1605959,0,72,22305,1.37,2022-12
2023,2022,December,12,Utah,0,1,100,79433,91,4,0.044,75941,0,87,873,4.3999999999999995,2022-12
2023,2022,December,12,Vermont,0,1,65,42034,62,0,0,42034,0,62,678,0,2022-12
2023,2022,December,12,Virginia,0,1,87,429195,66,0,0,429195,0,66,6503,0,2022-12
2023,2022,December,12,Washington,0,1,87,521094,75,0,0,521094,4,71,7339,0,2022-12
2023,2022,December,12,West Virginia,0,1,92,173604,73,3,0.0411,166470,0,70,2378,4.109999999999999,2022-12
2023,2022,December,12,Wisconsin,0,1,102,371823,95,0,0,371823,0,95,3914,0,2022-12
2023,2022,December,12,Wyoming,0,1,28,14481,27,0,0,14481,0,27,536,0,2022-12
2023,2022,December,12,Guam,0,1,24,12883,19,0,0,12883,0,19,678,0,2022-12
2023,2022,December,12,Virgin Islands,0,1,27,10889,26,2,0.0769,10051,0,24,419,7.6899999999999995,2022-12
2023,2023,January,1,Alabama,0,1,102,392726,89,1,0.0112,388313,0,88,4413,1.1199999999999999,2023-01
2023,2023,January,1,Alaska,0,1,24,15933,18,1,0.0556,15048,0,17,885,5.56,2023-01
2023,2023,January,1,Arizona,0,1,98,422877,77,1,0.013,417385,0,76,5492,1.3,2023-01
2023,2023,January,1,Arkansas,0,1,95,133756,77,2,0.026,130282,1,74,1761,2.6,2023-01
2023,2023,January,1,California,0,1,108,2982802,75,1,0.0133,2943031,0,74,39771,1.3299999999999998,2023-01
2023,2023,January,1,Colorado,0,1,90,291143,74,0,0,291143,0,74,3934,0,2023-01
2023,2023,January,1,Connecticut,0,1,90,225538,74,2,0.027,219442,0,72,3048,2.7,2023-01
2023,2023,January,1,Delaware,0,1,85,61546,58,5,0.0862,56240,1,52,1082,8.62,2023-01
2023,2023,January,1,District of Columbia,0,1,99,84633,79,0,0,84633,0,79,1071,0,2023-01
2023,2023,January,1,Florida,0,1,117,1785033,92,2,0.0217,1746228,3,87,20072,2.17,2023-01
2023,2023,January,1,Georgia,0,1,108,804567,88,2,0.0227,786281,1,85,9250,2.27,2023-01
2023,2023,January,1,Hawaii,0,1,83,86984,47,6,0.1277,75880,0,41,1851,12.770000000000001,2023-01
