"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","qualified","train_n","train_errors","train_precision","train_dollars","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Arizona","earned_income","2-3","months_since_cert_n >    4.000 & shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max <=    0.982","months_since_cert_n >   3.0000 & shelter_expenses_by_hh_size > 982.5000 & unc_rawben_rel_max <=   0.7365",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Arizona","earned_income","4+","HH_size_n >=   5 & total_deductions_by_hh_size >= 119 & utilities >= 450 & utilities < 453","HH_size_n >=   4.5 & total_deductions_by_hh_size >= 107.1 & utilities >= 405.0 & utilities < 453.0",FALSE,TRUE,40,13,0.325,4261,45,0.244,0,NA
"Arizona","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1680.000 & unc_rawben_rel_max <=   -0.534","months_since_cert_n >    2.6250 & shelter_expenses_by_hh_size > 1260.0000 & unc_rawben_rel_max <=   -0.4005",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Arizona","earned_income","1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.99 & unc_rawben_rel_max <= 2.24","elderly_disabled_i <= 0.375 & unc_rawben_rel_max > 1.492 & unc_rawben_rel_max <= 2.016",FALSE,FALSE,44,10,0.227,2118,19,0.158,0,NA
"Arizona","earned_income","1","shelter_expenses_by_hh_size > 2050.000 & unc_rawben_rel_max <=   -0.299","shelter_expenses_by_hh_size > 1538.0000 & unc_rawben_rel_max <=   -0.2242",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Arizona","earned_income","2-3","months_since_cert_n >   4.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 629.000 & utilities <= 494.000","months_since_cert_n >   4.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 629.000 & utilities <= 494.000",TRUE,FALSE,1,1,1,279,1,1,1,1
"Arizona","earned_income","1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.98 & unc_rawben_rel_max <= 2.24","elderly_disabled_i <= 0.375 & unc_rawben_rel_max > 1.782 & unc_rawben_rel_max <= 2.016",FALSE,FALSE,25,6,0.24,1303,14,0.143,0,NA
"Arizona","earned_income","4+","rawben_rel_max >=   0.352 & shelter_expenses_by_hh_size >= 482.000 & total_deductions_by_hh_size >= 230.000 & total_deductions_by_hh_size < 262.000","rawben_rel_max >=   0.3168 & shelter_expenses_by_hh_size >= 433.8000 & total_deductions_by_hh_size >= 253.0000 & total_deductions_by_hh_size < 262.0000",FALSE,FALSE,2,2,1,199,1,0,4,0.25
"Arizona","earned_income","4+","percent_abawd >   0.146 & shelter_expenses_by_hh_size > 514.000 & unc_rawben_rel_max >   0.456","percent_abawd >   0.1095 & shelter_expenses_by_hh_size > 385.5000 & unc_rawben_rel_max >   0.3420",FALSE,FALSE,1,0,0,0,1,0,0,NA
"Arizona","earned_income","4+","shelter_expenses_by_hh_size >= 482 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 250","shelter_expenses_by_hh_size >= 433.8 & total_deductions_by_hh_size >= 174.0 & total_deductions_by_hh_size < 312.5",FALSE,TRUE,14,5,0.357,1579,9,0.333,2,0.5
"Arizona","earned_income","2-3","elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 280.0 & total_deductions_by_hh_size > 441.0 & unc_rawben_rel_max >   1.6","elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 280.0 & total_deductions_by_hh_size > 441.0 & unc_rawben_rel_max >   1.6",TRUE,FALSE,1,1,1,61,2,0.5,2,0.5
