"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","qualified","train_n","train_errors","train_precision","train_dollars","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Connecticut","earned_income","2-3","months_since_cert_n >    4.50 & rawben_rel_max <=    0.99 & shelter_expenses_by_hh_size > 1320.00 & total_deductions_by_hh_size >  284.00","months_since_cert_n >    4.050 & rawben_rel_max <=    1.089 & shelter_expenses_by_hh_size > 1188.000 & total_deductions_by_hh_size >  312.400",FALSE,FALSE,3,1,0.333,367,5,0.2,2,0.5
"Connecticut","earned_income","1","children_i <=    0.500 & count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1990.000 & unc_rawben_rel_max <=   -0.375","children_i <=    0.500 & count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1990.000 & unc_rawben_rel_max <=   -0.375",TRUE,FALSE,1,1,1,268,0,NA,0,NA
"Connecticut","earned_income","1","shelter_expenses_by_hh_size > 2040.000 & unc_rawben_rel_max <=   -0.696","shelter_expenses_by_hh_size > 2040.000 & unc_rawben_rel_max <=   -0.696",TRUE,FALSE,1,1,1,268,0,NA,0,NA
"Connecticut","earned_income","2-3","months_since_cert_n >    4.000 & shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max <=    0.982","months_since_cert_n >   5.00 & shelter_expenses_by_hh_size > 982.50 & unc_rawben_rel_max <=   1.08",FALSE,TRUE,11,4,0.364,730,15,0.333,2,0.5
"Connecticut","earned_income","1","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782",TRUE,FALSE,2,1,0.5,268,0,NA,0,NA
"Connecticut","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1680.000 & unc_rawben_rel_max <=   -0.534","months_since_cert_n >    2.6250 & shelter_expenses_by_hh_size > 2100.0000 & unc_rawben_rel_max <=   -0.4005",FALSE,FALSE,1,1,1,268,0,NA,0,NA
"Connecticut","earned_income","1","married <=    0.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.696","married <=    0.375 & shelter_expenses_by_hh_size > 2079.000 & unc_rawben_rel_max <=   -0.522",FALSE,FALSE,1,1,1,268,0,NA,0,NA
"Connecticut","earned_income","1","months_since_cert_n <=   30.500 & shelter_expenses_by_hh_size > 2040.000 & total_deductions_by_hh_size <= 2050.000 & unc_rawben_rel_max <=   -0.375","months_since_cert_n <=   30.500 & shelter_expenses_by_hh_size > 2040.000 & total_deductions_by_hh_size <= 2050.000 & unc_rawben_rel_max <=   -0.375",TRUE,FALSE,1,1,1,268,0,NA,0,NA
"Connecticut","earned_income","1","months_since_cert_n >    2.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.354","months_since_cert_n >    1.8750 & shelter_expenses_by_hh_size > 2079.0000 & unc_rawben_rel_max <=   -0.2655",FALSE,FALSE,1,1,1,268,1,1,0,NA
"Connecticut","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575",TRUE,FALSE,3,1,0.333,268,0,NA,0,NA
