"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","qualified","train_n","train_errors","train_precision","train_dollars","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Washington","earned_income","2-3","months_since_cert_n >    4.50 & rawben_rel_max <=    0.99 & shelter_expenses_by_hh_size > 1320.00 & total_deductions_by_hh_size >  284.00","months_since_cert_n >    4.050 & rawben_rel_max <=    0.891 & shelter_expenses_by_hh_size > 1188.000 & total_deductions_by_hh_size >  255.600",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","children_i <=    0.500 & count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1990.000 & unc_rawben_rel_max <=   -0.375","children_i <=    0.500 & count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1990.000 & unc_rawben_rel_max <=   -0.375",TRUE,FALSE,2,0,0,0,0,NA,0,NA
"Washington","earned_income","1","shelter_expenses_by_hh_size > 2040.000 & unc_rawben_rel_max <=   -0.696","shelter_expenses_by_hh_size > 2040.000 & unc_rawben_rel_max <=   -0.696",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","2-3","months_since_cert_n >    4.000 & shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max <=    0.982","months_since_cert_n >    3.0000 & shelter_expenses_by_hh_size > 1310.0000 & unc_rawben_rel_max <=    0.7365",FALSE,FALSE,1,1,1,353,0,NA,0,NA
"Washington","earned_income","4+","HH_size_n >=   5 & total_deductions_by_hh_size >= 119 & utilities >= 450 & utilities < 453","HH_size_n >=   4.5 & total_deductions_by_hh_size >= 107.1 & utilities >= 405.0 & utilities < 498.3",FALSE,FALSE,48,9,0.188,2959,23,0.174,0,NA
"Washington","earned_income","1","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1680.000 & unc_rawben_rel_max <=   -0.534","months_since_cert_n >    2.6250 & shelter_expenses_by_hh_size > 1260.0000 & unc_rawben_rel_max <=   -0.4005",FALSE,FALSE,3,0,0,0,1,0,0,NA
"Washington","earned_income","1","married <=    0.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.696","married <=    0.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.696",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","months_since_cert_n <=   30.500 & shelter_expenses_by_hh_size > 2040.000 & total_deductions_by_hh_size <= 2050.000 & unc_rawben_rel_max <=   -0.375","months_since_cert_n <=   30.500 & shelter_expenses_by_hh_size > 2040.000 & total_deductions_by_hh_size <= 2050.000 & unc_rawben_rel_max <=   -0.375",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","months_since_cert_n >    2.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.354","months_since_cert_n >    1.8750 & shelter_expenses_by_hh_size > 1418.0000 & unc_rawben_rel_max <=   -0.2655",FALSE,FALSE,3,0,0,0,1,0,0,NA
"Washington","earned_income","2-3","percent_abawd >   0.167 & rawben_rel_max <=   0.320 & shelter_expenses_by_hh_size > 629.000 & utilities <= 516.000","percent_abawd >   0.1503 & rawben_rel_max <=   0.3520 & shelter_expenses_by_hh_size > 566.1000 & utilities <= 464.4000",FALSE,FALSE,1,0,0,0,1,0,0,NA
"Washington","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","months_since_cert_n >    3.1500 & shelter_expenses_by_hh_size > 1332.0000 & total_deductions_by_hh_size >  621.0000 & unc_rawben_rel_max <=   -0.5175",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","elderly_disabled_i <=    0.5 & months_since_cert_n >   11.5 & shelter_expenses_by_hh_size > 1650.0 & total_deductions_by_hh_size >  596.0","elderly_disabled_i <=    0.45 & months_since_cert_n >   10.35 & shelter_expenses_by_hh_size > 1485.00 & total_deductions_by_hh_size >  536.40",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.99 & unc_rawben_rel_max <= 2.24","elderly_disabled_i <= 0.375 & unc_rawben_rel_max > 1.791 & unc_rawben_rel_max <= 2.016",FALSE,FALSE,46,8,0.174,1785,16,0.188,0,NA
"Washington","earned_income","1","shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67","shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","shelter_expenses_by_hh_size > 2050.000 & unc_rawben_rel_max <=   -0.299","shelter_expenses_by_hh_size > 2050.000 & unc_rawben_rel_max <=   -0.299",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","2-3","months_since_cert_n >   4.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 629.000 & utilities <= 494.000","months_since_cert_n >   4.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 629.000 & utilities <= 494.000",TRUE,FALSE,2,0,0,0,2,0,2,0
"Washington","earned_income","1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.98 & unc_rawben_rel_max <= 2.24","elderly_disabled_i <= 0.375 & unc_rawben_rel_max > 1.782 & unc_rawben_rel_max <= 2.016",FALSE,FALSE,46,8,0.174,1785,16,0.188,0,NA
"Washington","earned_income","1","children_i <=    0.500 & count_divisible_by_100 <=    1.500 & shelter_expenses_by_hh_size > 1650.000 & unc_rawben_rel_max <=   -0.699","children_i <=    0.500 & count_divisible_by_100 <=    1.500 & shelter_expenses_by_hh_size > 1650.000 & unc_rawben_rel_max <=   -0.699",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","4+","rawben_rel_max >=   0.352 & shelter_expenses_by_hh_size >= 482.000 & total_deductions_by_hh_size >= 230.000 & total_deductions_by_hh_size < 262.000","rawben_rel_max >=   0.3168 & shelter_expenses_by_hh_size >= 482.0000 & total_deductions_by_hh_size >= 207.0000 & total_deductions_by_hh_size < 235.8000",FALSE,FALSE,1,1,1,379,0,NA,1,1
"Washington","earned_income","1","expedited_i <=    0.50 & shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67","expedited_i <=    0.50 & shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","4+","shelter_expenses_by_hh_size >= 482 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 250","shelter_expenses_by_hh_size >= 482 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 250",TRUE,FALSE,1,1,1,379,0,NA,0,NA
"Washington","earned_income","1","shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575",TRUE,FALSE,1,0,0,0,0,NA,0,NA
"Washington","earned_income","1","medical_deductions <= 836.00 & months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.82 & utilities <= 340.00","medical_deductions <= 752.400 & months_since_cert_n >   4.950 & unc_rawben_rel_max >   1.638 & utilities <= 306.000",FALSE,TRUE,5,3,0.6,653,4,0,2,0
