"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","qualified","train_n","train_errors","train_precision","train_dollars","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Michigan","earned_income","2-3","months_since_cert_n >    4.000 & shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max <=    0.982","months_since_cert_n >   3.000 & shelter_expenses_by_hh_size > 982.500 & unc_rawben_rel_max <=   0.982",FALSE,FALSE,1,1,1,79,1,0,0,NA
"Michigan","earned_income","1","count_divisible_by_100 <=    0.500 & shelter_expenses_by_hh_size > 1780.000 & unc_rawben_rel_max <=   -0.782","count_divisible_by_100 <=    0.3750 & shelter_expenses_by_hh_size > 1335.0000 & unc_rawben_rel_max <=   -0.5865",FALSE,FALSE,4,0,0,0,2,0,0,NA
"Michigan","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1680.000 & unc_rawben_rel_max <=   -0.534","months_since_cert_n >    4.3750 & shelter_expenses_by_hh_size > 1260.0000 & unc_rawben_rel_max <=   -0.4806",FALSE,FALSE,4,1,0.25,268,1,0,0,NA
"Michigan","earned_income","1","married <=    0.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.696","married <=    0.375 & shelter_expenses_by_hh_size > 1418.000 & unc_rawben_rel_max <=   -0.522",FALSE,FALSE,3,0,0,0,0,NA,0,NA
"Michigan","earned_income","1","months_since_cert_n >    2.500 & shelter_expenses_by_hh_size > 1890.000 & unc_rawben_rel_max <=   -0.354","months_since_cert_n >    1.8750 & shelter_expenses_by_hh_size > 1418.0000 & unc_rawben_rel_max <=   -0.2655",FALSE,FALSE,3,0,0,0,1,0,0,NA
"Michigan","earned_income","1","months_since_cert_n >    3.500 & shelter_expenses_by_hh_size > 1480.000 & total_deductions_by_hh_size >  690.000 & unc_rawben_rel_max <=   -0.575","months_since_cert_n >    3.1500 & shelter_expenses_by_hh_size > 1332.0000 & total_deductions_by_hh_size >  621.0000 & unc_rawben_rel_max <=   -0.5175",FALSE,FALSE,1,0,0,0,0,NA,0,NA
"Michigan","earned_income","1","elderly_disabled_i <=    0.5 & months_since_cert_n >   11.5 & shelter_expenses_by_hh_size > 1650.0 & total_deductions_by_hh_size >  596.0","elderly_disabled_i <=    0.45 & months_since_cert_n >   10.35 & shelter_expenses_by_hh_size > 1485.00 & total_deductions_by_hh_size >  536.40",FALSE,FALSE,1,1,1,217,0,NA,0,NA
"Michigan","earned_income","1","elderly_disabled_i <= 0.50 & unc_rawben_rel_max > 1.99 & unc_rawben_rel_max <= 2.24","elderly_disabled_i <= 0.375 & unc_rawben_rel_max > 1.791 & unc_rawben_rel_max <= 2.016",FALSE,FALSE,63,7,0.111,1314,23,0.174,1,0
"Michigan","earned_income","1","shelter_expenses_by_hh_size > 1780.00 & unc_rawben_rel_max <=   -0.67","shelter_expenses_by_hh_size > 1335.0000 & unc_rawben_rel_max <=   -0.5025",FALSE,FALSE,4,0,0,0,2,0,0,NA
"Michigan","earned_income","4+","months_since_cert_n <=   8.500 & percent_abawd >   0.155 & shelter_expenses_by_hh_size > 480.000 & unc_rawben_rel_max >   0.430","months_since_cert_n <=   7.6500 & percent_abawd >   0.1395 & shelter_expenses_by_hh_size > 432.0000 & unc_rawben_rel_max >   0.3870",FALSE,FALSE,1,0,0,0,0,NA,0,NA
