"state","basis","budget","decile","n_rules","median_own_precision","median_marginal_precision"
"Kansas","holdout",5,1,2,0.25,0.25
"Kansas","holdout",5,2,2,0.5,0.5
"Kansas","holdout",5,3,3,0.166666666666667,0.25
"Kansas","holdout",5,4,2,0,0
"Kansas","holdout",5,5,3,0.166666666666667,0
"Kansas","holdout",5,6,2,0.25,0.25
"Kansas","holdout",5,7,2,0.25,0.25
"Kansas","holdout",5,8,3,0,0
"Kansas","holdout",5,9,2,0.321428571428571,0.5
"Kansas","holdout",5,10,3,0.5,0.5
"Kansas","holdout",10,1,4,0.25,0.25
"Kansas","holdout",10,2,5,0,0
"Kansas","holdout",10,3,5,0.166666666666667,0
"Kansas","holdout",10,4,5,0,0
"Kansas","holdout",10,5,5,0.142857142857143,0
"Kansas","holdout",10,6,5,0.153846153846154,0
"Kansas","holdout",10,7,5,0.2,0.2
"Kansas","holdout",10,8,5,0.166666666666667,0
"Kansas","holdout",10,9,5,0.333333333333333,0
"Kansas","holdout",10,10,5,0,0
"Kansas","train",5,1,16,0.30952380952381,0
"Kansas","train",5,2,17,0.272727272727273,0
"Kansas","train",5,3,16,0.375,0
"Kansas","train",5,4,17,0.25,0
"Kansas","train",5,5,17,0.285714285714286,0
"Kansas","train",5,6,16,0.183333333333333,0
"Kansas","train",5,7,17,0.25,0
"Kansas","train",5,8,16,0.226495726495726,0.215909090909091
"Kansas","train",5,9,17,0.222222222222222,0
"Kansas","train",5,10,17,0.142857142857143,0
"Kansas","train",10,1,35,0.285714285714286,0
"Kansas","train",10,2,35,0.357142857142857,0
"Kansas","train",10,3,35,0.25,0
"Kansas","train",10,4,36,0.267857142857143,0.154761904761905
"Kansas","train",10,5,35,0.157894736842105,0
"Kansas","train",10,6,35,0.1875,0
"Kansas","train",10,7,36,0.169721767594108,0
"Kansas","train",10,8,35,0.166666666666667,0
"Kansas","train",10,9,35,0.166666666666667,0
"Kansas","train",10,10,36,0.161255411255411,0
"Kentucky","holdout",5,1,2,1,1
"Kentucky","holdout",5,2,3,0.5,0.5
"Kentucky","holdout",5,3,2,0,0
"Kentucky","holdout",5,4,3,0,0
"Kentucky","holdout",5,5,2,0,0
"Kentucky","holdout",5,6,3,0,0
"Kentucky","holdout",5,7,2,0.5,0.5
"Kentucky","holdout",5,8,3,0.25,0
"Kentucky","holdout",5,9,2,0.5,0.5
"Kentucky","holdout",5,10,3,0,0
"Kentucky","holdout",10,1,4,1,1
"Kentucky","holdout",10,2,5,0,0
"Kentucky","holdout",10,3,5,0,0
"Kentucky","holdout",10,4,4,0.375,0.25
"Kentucky","holdout",10,5,5,0.25,0.166666666666667
"Kentucky","holdout",10,6,5,0,0
"Kentucky","holdout",10,7,4,0.125,0.5
"Kentucky","holdout",10,8,5,0.363636363636364,0
"Kentucky","holdout",10,9,5,0.25,0
"Kentucky","holdout",10,10,5,0.3,0
"Kentucky","train",5,1,16,0.45,0.166666666666667
"Kentucky","train",5,2,17,0.333333333333333,0
"Kentucky","train",5,3,16,0.125,0
"Kentucky","train",5,4,17,0.2,0
"Kentucky","train",5,5,16,0.457142857142857,0.261363636363636
"Kentucky","train",5,6,17,0.264705882352941,0
"Kentucky","train",5,7,16,0.221774193548387,0
"Kentucky","train",5,8,17,0.25,0
"Kentucky","train",5,9,16,0.255434782608696,0
"Kentucky","train",5,10,17,0.236363636363636,0
"Kentucky","train",10,1,33,0.333333333333333,0
"Kentucky","train",10,2,33,0.2,0
"Kentucky","train",10,3,33,0.333333333333333,0
"Kentucky","train",10,4,34,0.25,0
"Kentucky","train",10,5,33,0.25,0
"Kentucky","train",10,6,33,0.217391304347826,0
"Kentucky","train",10,7,34,0.25,0
"Kentucky","train",10,8,33,0.191489361702128,0
"Kentucky","train",10,9,33,0.223880597014925,0
"Kentucky","train",10,10,34,0.179029304029304,0
"Louisiana","holdout",5,1,2,0.25,0.25
"Louisiana","holdout",5,2,2,0,0
"Louisiana","holdout",5,3,2,0.416666666666667,0.25
"Louisiana","holdout",5,4,3,0,0
"Louisiana","holdout",5,5,2,0.4375,0.464285714285714
"Louisiana","holdout",5,6,2,0,0
"Louisiana","holdout",5,7,3,0,0
"Louisiana","holdout",5,8,2,0.166666666666667,0.25
"Louisiana","holdout",5,9,2,0.142857142857143,0.166666666666667
"Louisiana","holdout",5,10,3,0.166666666666667,0
"Louisiana","holdout",10,1,4,0,0
"Louisiana","holdout",10,2,4,0.166666666666667,0
"Louisiana","holdout",10,3,4,0.1875,0.214285714285714
"Louisiana","holdout",10,4,4,0,0
"Louisiana","holdout",10,5,5,0.285714285714286,0.333333333333333
"Louisiana","holdout",10,6,4,0.0833333333333333,0
"Louisiana","holdout",10,7,4,0,0
"Louisiana","holdout",10,8,4,0.1,0.166666666666667
"Louisiana","holdout",10,9,4,0,0
"Louisiana","holdout",10,10,5,0.153846153846154,0
"Louisiana","train",5,1,14,0.5,0.416666666666667
"Louisiana","train",5,2,15,0.166666666666667,0
"Louisiana","train",5,3,15,0.25,0
"Louisiana","train",5,4,15,0.25,0
"Louisiana","train",5,5,15,0.208333333333333,0
"Louisiana","train",5,6,15,0.333333333333333,0
"Louisiana","train",5,7,15,0.333333333333333,0.333333333333333
"Louisiana","train",5,8,15,0.321428571428571,0
"Louisiana","train",5,9,15,0.189189189189189,0
"Louisiana","train",5,10,15,0.173913043478261,0
"Louisiana","train",10,1,29,0.333333333333333,0
"Louisiana","train",10,2,30,0.25,0
"Louisiana","train",10,3,29,0.25,0
"Louisiana","train",10,4,30,0.333333333333333,0.0666666666666667
"Louisiana","train",10,5,30,0.181551116333725,0
"Louisiana","train",10,6,29,0.238095238095238,0
"Louisiana","train",10,7,30,0.306020066889632,0
"Louisiana","train",10,8,29,0.20952380952381,0
"Louisiana","train",10,9,30,0.241094863142107,0
"Louisiana","train",10,10,30,0.2,0
"Maine","holdout",5,2,1,1,1
"Maine","holdout",5,3,1,0.4,0.4
"Maine","holdout",5,4,1,0.294117647058824,0
"Maine","holdout",5,5,1,0.259259259259259,0.166666666666667
"Maine","holdout",5,7,1,0.290322580645161,0.5
"Maine","holdout",5,8,1,0.303030303030303,0.5
"Maine","holdout",5,9,1,0.242424242424242,0
"Maine","holdout",5,10,1,1,1
"Maine","holdout",10,1,2,0.7,0.7
"Maine","holdout",10,2,3,0.290322580645161,0.166666666666667
"Maine","holdout",10,3,3,0.242424242424242,0
"Maine","holdout",10,4,2,0.266553480475382,0.1
"Maine","holdout",10,5,3,0.411764705882353,1
"Maine","holdout",10,6,3,0.323529411764706,0
"Maine","holdout",10,7,2,0.421428571428571,0.166666666666667
"Maine","holdout",10,8,3,0.333333333333333,0.25
"Maine","holdout",10,9,3,0.25,0
"Maine","holdout",10,10,3,0.244897959183673,0
"Maine","train",5,1,11,0,0
"Maine","train",5,2,11,0.666666666666667,0.454545454545455
"Maine","train",5,3,11,0.533333333333333,0.333333333333333
"Maine","train",5,4,12,0.45,0
"Maine","train",5,5,11,0.25,0
"Maine","train",5,6,11,0.4,0
"Maine","train",5,7,12,0.439949431099874,0
"Maine","train",5,8,11,0.5,0
"Maine","train",5,9,11,0.439655172413793,0
"Maine","train",5,10,12,0.48134328358209,0.170454545454545
"Maine","train",10,1,25,0.533333333333333,0.454545454545455
"Maine","train",10,2,25,0.5,0
"Maine","train",10,3,26,0.366666666666667,0
"Maine","train",10,4,25,0.444444444444444,0
"Maine","train",10,5,26,0.456186127419004,0.107954545454545
"Maine","train",10,6,25,0.430232558139535,0
"Maine","train",10,7,25,0.4,0
"Maine","train",10,8,26,0.316666666666667,0
"Maine","train",10,9,25,0.417910447761194,0
"Maine","train",10,10,26,0.375573394495413,0
"Maryland","holdout",5,3,1,0,0
"Maryland","holdout",5,5,1,0,0
"Maryland","holdout",5,8,1,0.428571428571429,0.428571428571429
"Maryland","holdout",5,10,1,0,0
"Maryland","holdout",10,2,1,0,0
"Maryland","holdout",10,3,1,0,0
"Maryland","holdout",10,4,1,0.428571428571429,0.428571428571429
"Maryland","holdout",10,5,1,0.357142857142857,0.357142857142857
"Maryland","holdout",10,6,1,0,0
"Maryland","holdout",10,7,1,0.357142857142857,0.5
"Maryland","holdout",10,8,1,0.333333333333333,0.5
"Maryland","holdout",10,9,1,0.333333333333333,0
"Maryland","holdout",10,10,1,0.3,0
"Maryland","train",5,1,4,1,1
"Maryland","train",5,2,5,0.5,0
"Maryland","train",5,3,5,0.625,0.545454545454545
"Maryland","train",5,4,5,0.571428571428571,0.483870967741935
"Maryland","train",5,5,5,0.581395348837209,0
"Maryland","train",5,6,5,0.5,0
"Maryland","train",5,7,5,0.583333333333333,0
"Maryland","train",5,8,5,0.5,0
"Maryland","train",5,9,5,0.53448275862069,0.25
"Maryland","train",5,10,5,0.564102564102564,0.25
"Maryland","train",10,1,11,0.666666666666667,0.666666666666667
"Maryland","train",10,2,11,0.585365853658537,0.25
"Maryland","train",10,3,11,0.5,0
"Maryland","train",10,4,11,0.512820512820513,0
"Maryland","train",10,5,11,0.560975609756098,0.2
"Maryland","train",10,6,11,0.547619047619048,0
"Maryland","train",10,7,11,0.5625,0.111111111111111
"Maryland","train",10,8,11,0.481012658227848,0
"Maryland","train",10,9,11,0.5,0
"Maryland","train",10,10,11,0.470588235294118,0
"Massachusetts","holdout",5,1,2,1,1
"Massachusetts","holdout",5,2,2,0.5,0.5
"Massachusetts","holdout",5,3,2,0.5,0.5
"Massachusetts","holdout",5,4,2,0.875,1
"Massachusetts","holdout",5,5,2,1,1
"Massachusetts","holdout",5,6,2,0.583333333333333,0.5
"Massachusetts","holdout",5,7,2,0.333333333333333,0.333333333333333
"Massachusetts","holdout",5,8,2,0.585714285714286,0.416666666666667
"Massachusetts","holdout",5,9,2,0.65,0.25
"Massachusetts","holdout",5,10,2,0,0
"Massachusetts","holdout",10,1,2,1,1
"Massachusetts","holdout",10,2,3,0.5,0.5
"Massachusetts","holdout",10,3,3,0.75,1
"Massachusetts","holdout",10,4,2,1,1
"Massachusetts","holdout",10,5,3,0.666666666666667,0.5
"Massachusetts","holdout",10,6,3,0.571428571428571,0.333333333333333
"Massachusetts","holdout",10,7,2,0.345238095238095,0.345238095238095
"Massachusetts","holdout",10,8,3,0.25,0
"Massachusetts","holdout",10,9,3,0.285714285714286,0.25
"Massachusetts","holdout",10,10,3,0.5,0
"Massachusetts","train",5,1,15,0.666666666666667,0.5
"Massachusetts","train",5,2,16,0.585714285714286,0.5
"Massachusetts","train",5,3,16,0.596875,0.431818181818182
"Massachusetts","train",5,4,16,0.422619047619048,0
"Massachusetts","train",5,5,16,0.489130434782609,0
"Massachusetts","train",5,6,16,0.5,0
"Massachusetts","train",5,7,16,0.524242424242424,0.0625
"Massachusetts","train",5,8,16,0.392307692307692,0
"Massachusetts","train",5,9,16,0.406593406593407,0
"Massachusetts","train",5,10,16,0.5,0
"Massachusetts","train",10,1,30,0.639784946236559,0.5
"Massachusetts","train",10,2,31,0.555555555555556,0
"Massachusetts","train",10,3,31,0.5,0
"Massachusetts","train",10,4,31,0.5,0.125
"Massachusetts","train",10,5,31,0.4,0
"Massachusetts","train",10,6,30,0.4,0
"Massachusetts","train",10,7,31,0.333333333333333,0
"Massachusetts","train",10,8,31,0.333333333333333,0
"Massachusetts","train",10,9,31,0.397260273972603,0
"Massachusetts","train",10,10,31,0.375,0
"Michigan","holdout",5,1,1,1,1
"Michigan","holdout",5,2,1,0,0
"Michigan","holdout",5,3,1,0,0
"Michigan","holdout",5,4,1,1,1
"Michigan","holdout",5,5,1,1,1
"Michigan","holdout",5,6,1,0,0
"Michigan","holdout",5,7,1,0.666666666666667,0.5
"Michigan","holdout",5,8,1,0,0
"Michigan","holdout",5,9,1,0.3,0.3
"Michigan","holdout",5,10,2,0.34375,0.3125
"Michigan","holdout",10,1,1,1,1
"Michigan","holdout",10,2,2,0,0
"Michigan","holdout",10,3,2,1,1
"Michigan","holdout",10,4,2,0.0789473684210526,0.0789473684210526
"Michigan","holdout",10,5,2,0.483333333333333,0.416666666666667
"Michigan","holdout",10,6,2,0.172697368421053,0.238095238095238
"Michigan","holdout",10,7,2,0.5,0.75
"Michigan","holdout",10,8,2,0.333333333333333,0.333333333333333
"Michigan","holdout",10,9,2,0.833333333333333,0.5
"Michigan","holdout",10,10,2,0.416666666666667,0.5
"Michigan","train",5,1,12,1,1
"Michigan","train",5,2,12,0.5,0.416666666666667
"Michigan","train",5,3,12,0.333333333333333,0
"Michigan","train",5,4,12,0.45,0.25
"Michigan","train",5,5,12,0.318181818181818,0
"Michigan","train",5,6,12,0.5,0
"Michigan","train",5,7,12,0.489430894308943,0.159090909090909
"Michigan","train",5,8,12,0.5,0.116883116883117
"Michigan","train",5,9,12,0.479508196721312,0
"Michigan","train",5,10,13,0.384615384615385,0
"Michigan","train",10,1,24,0.583333333333333,0.5
"Michigan","train",10,2,25,0.4,0
"Michigan","train",10,3,25,0.466666666666667,0
"Michigan","train",10,4,25,0.5,0.0909090909090909
"Michigan","train",10,5,25,0.477272727272727,0
"Michigan","train",10,6,25,0.485714285714286,0.1875
"Michigan","train",10,7,25,0.4,0
"Michigan","train",10,8,25,0.4,0
"Michigan","train",10,9,25,0.333333333333333,0
"Michigan","train",10,10,25,0.428571428571429,0
"Minnesota","holdout",5,1,2,1,1
"Minnesota","holdout",5,2,2,0,0
"Minnesota","holdout",5,3,2,0.75,0.5
"Minnesota","holdout",5,4,2,0.357142857142857,0.3
"Minnesota","holdout",5,5,3,0.5,0
"Minnesota","holdout",5,6,2,1,1
"Minnesota","holdout",5,7,2,0.527777777777778,0
"Minnesota","holdout",5,8,2,0.642857142857143,0.642857142857143
"Minnesota","holdout",5,9,2,0.425,0.125
"Minnesota","holdout",5,10,3,1,1
"Minnesota","holdout",10,1,4,0.5,0.5
"Minnesota","holdout",10,2,4,0.607142857142857,0.3
"Minnesota","holdout",10,3,4,0.55,0.166666666666667
"Minnesota","holdout",10,4,4,0.527777777777778,0.142857142857143
"Minnesota","holdout",10,5,4,0.8,0.625
"Minnesota","holdout",10,6,4,0.375,0
"Minnesota","holdout",10,7,4,0.3125,0
"Minnesota","holdout",10,8,4,0.416666666666667,0.1
"Minnesota","holdout",10,9,4,0.166666666666667,0.166666666666667
"Minnesota","holdout",10,10,5,0.3,0
"Minnesota","train",5,1,16,1,1
"Minnesota","train",5,2,16,0.5,0.166666666666667
"Minnesota","train",5,3,16,0.55,0.125
"Minnesota","train",5,4,16,0.4,0
"Minnesota","train",5,5,17,0.5,0
"Minnesota","train",5,6,16,0.48728813559322,0
"Minnesota","train",5,7,16,0.333333333333333,0
"Minnesota","train",5,8,16,0.408333333333333,0.1
"Minnesota","train",5,9,16,0.333333333333333,0
"Minnesota","train",5,10,17,0.366666666666667,0
"Minnesota","train",10,1,30,0.633333333333333,0.5
"Minnesota","train",10,2,31,0.5,0
"Minnesota","train",10,3,30,0.5,0
"Minnesota","train",10,4,31,0.333333333333333,0
"Minnesota","train",10,5,31,0.428571428571429,0
"Minnesota","train",10,6,30,0.345238095238095,0
"Minnesota","train",10,7,31,0.285714285714286,0
"Minnesota","train",10,8,30,0.325757575757576,0
"Minnesota","train",10,9,31,0.27027027027027,0
"Minnesota","train",10,10,31,0.25,0
"Mississippi","holdout",5,1,1,0,0
"Mississippi","holdout",5,2,1,1,1
"Mississippi","holdout",5,3,1,0,0
"Mississippi","holdout",5,4,1,0.5,0.5
"Mississippi","holdout",5,5,1,1,1
"Mississippi","holdout",5,6,1,0.388888888888889,0.333333333333333
"Mississippi","holdout",5,7,1,0.625,1
"Mississippi","holdout",5,8,1,0.379310344827586,0
"Mississippi","holdout",5,9,1,0,0
"Mississippi","holdout",5,10,2,0,0
"Mississippi","holdout",10,1,2,0.5,0.5
"Mississippi","holdout",10,2,3,0.5,0.5
"Mississippi","holdout",10,3,2,0.506944444444444,0.666666666666667
"Mississippi","holdout",10,4,3,0,0
"Mississippi","holdout",10,5,2,0.404040404040404,0.238095238095238
"Mississippi","holdout",10,6,3,0.516129032258065,0.6
"Mississippi","holdout",10,7,2,0.267857142857143,0.5
"Mississippi","holdout",10,8,3,0.5,0.166666666666667
"Mississippi","holdout",10,9,2,0.25,0.25
"Mississippi","holdout",10,10,3,0.352941176470588,0.2
"Mississippi","train",5,1,9,1,1
"Mississippi","train",5,2,10,0.25,0
"Mississippi","train",5,3,10,0.509058988764045,0
"Mississippi","train",5,4,10,0.521739130434783,0.236111111111111
"Mississippi","train",5,5,10,0.504545454545455,0.0555555555555556
"Mississippi","train",5,6,9,0.492307692307692,0
"Mississippi","train",5,7,10,0.451103189131901,0.0454545454545455
"Mississippi","train",5,8,10,0.462626262626263,0
"Mississippi","train",5,9,10,0.433187946074544,0
"Mississippi","train",5,10,10,0.475432389937107,0
"Mississippi","train",10,1,22,0.519736842105263,0.222222222222222
"Mississippi","train",10,2,23,0.5125,0.2
"Mississippi","train",10,3,23,0.464285714285714,0
"Mississippi","train",10,4,23,0.455555555555556,0
"Mississippi","train",10,5,23,0.446153846153846,0
"Mississippi","train",10,6,23,0.401709401709402,0
"Mississippi","train",10,7,23,0.346007604562738,0
"Mississippi","train",10,8,23,0.345291479820628,0
"Mississippi","train",10,9,23,0.166666666666667,0
"Mississippi","train",10,10,23,0.285714285714286,0
"Missouri","holdout",5,1,1,1,1
"Missouri","holdout",5,2,1,0,0
"Missouri","holdout",5,3,1,0,0
"Missouri","holdout",5,4,2,0,0
"Missouri","holdout",5,5,1,0,0
"Missouri","holdout",5,6,1,0,0
"Missouri","holdout",5,7,2,0.625,0.5
"Missouri","holdout",5,8,1,0.333333333333333,0.5
"Missouri","holdout",5,9,1,0.8,0.666666666666667
"Missouri","holdout",5,10,2,0.205882352941176,0.2
"Missouri","holdout",10,1,3,0,0
"Missouri","holdout",10,2,4,0,0
"Missouri","holdout",10,3,3,0.5,0.5
"Missouri","holdout",10,4,4,0.205882352941176,0.2
"Missouri","holdout",10,5,3,0.368421052631579,0
"Missouri","holdout",10,6,4,0.138888888888889,0
"Missouri","holdout",10,7,3,0.285714285714286,0
"Missouri","holdout",10,8,4,0,0
"Missouri","holdout",10,9,3,0.25,0
"Missouri","holdout",10,10,4,0.25,0.5
"Missouri","train",5,1,14,0.633333333333333,0.375
"Missouri","train",5,2,14,0.55,0
"Missouri","train",5,3,14,0.366666666666667,0.125
"Missouri","train",5,4,14,0.316666666666667,0
"Missouri","train",5,5,14,0.495614035087719,0
"Missouri","train",5,6,14,0.343137254901961,0
"Missouri","train",5,7,14,0.39375,0
"Missouri","train",5,8,14,0.369318181818182,0
"Missouri","train",5,9,14,0.256363636363636,0
"Missouri","train",5,10,15,0.266666666666667,0
"Missouri","train",10,1,28,0.6,0.125
"Missouri","train",10,2,29,0.333333333333333,0
"Missouri","train",10,3,29,0.4,0
"Missouri","train",10,4,29,0.363636363636364,0
"Missouri","train",10,5,29,0.25,0
"Missouri","train",10,6,29,0.230769230769231,0
"Missouri","train",10,7,29,0.203703703703704,0
"Missouri","train",10,8,29,0.285714285714286,0
"Missouri","train",10,9,29,0.25,0
"Missouri","train",10,10,29,0.222222222222222,0
"Montana","holdout",5,1,2,0.5,0.5
"Montana","holdout",5,2,2,0.5,0.5
"Montana","holdout",5,3,2,0.333333333333333,0.5
"Montana","holdout",5,4,2,0,0
"Montana","holdout",5,5,3,0,0
"Montana","holdout",5,6,2,0.25,0.5
"Montana","holdout",5,7,2,0,0
"Montana","holdout",5,8,2,0.2,0
"Montana","holdout",5,9,2,0.5,0.5
"Montana","holdout",5,10,3,1,1
"Montana","holdout",10,1,2,0.5,0.5
"Montana","holdout",10,2,3,0,0
"Montana","holdout",10,3,3,0,0
"Montana","holdout",10,4,2,0,0
"Montana","holdout",10,5,3,0,0
"Montana","holdout",10,6,3,0,0
"Montana","holdout",10,7,2,0.0789473684210526,0.0555555555555556
"Montana","holdout",10,8,3,0.166666666666667,0
"Montana","holdout",10,9,3,0.2,0
"Montana","holdout",10,10,3,0.125,0
"Montana","train",5,1,13,0.666666666666667,0.666666666666667
"Montana","train",5,2,14,0.291666666666667,0
"Montana","train",5,3,14,0.416666666666667,0
"Montana","train",5,4,13,0.25,0
"Montana","train",5,5,14,0.354166666666667,0
"Montana","train",5,6,14,0.333333333333333,0
"Montana","train",5,7,13,0.25,0
"Montana","train",5,8,14,0.275,0
"Montana","train",5,9,14,0.333333333333333,0
"Montana","train",5,10,14,0.333333333333333,0
"Montana","train",10,1,24,0.464285714285714,0.5
"Montana","train",10,2,25,0.333333333333333,0
"Montana","train",10,3,25,0.333333333333333,0
"Montana","train",10,4,25,0.25,0
"Montana","train",10,5,25,0.333333333333333,0
"Montana","train",10,6,24,0.345238095238095,0
"Montana","train",10,7,25,0.25,0
"Montana","train",10,8,25,0.272727272727273,0
"Montana","train",10,9,25,0.25,0
"Montana","train",10,10,25,0.238095238095238,0
"Nebraska","holdout",5,1,2,0,0
"Nebraska","holdout",5,2,3,0,0
"Nebraska","holdout",5,3,3,0,0
"Nebraska","holdout",5,4,2,0,0
"Nebraska","holdout",5,5,3,0.2,0
"Nebraska","holdout",5,6,3,0,0
"Nebraska","holdout",5,7,2,0,0
"Nebraska","holdout",5,8,3,0,0
"Nebraska","holdout",5,9,3,0.0909090909090909,0
"Nebraska","holdout",5,10,3,0,0
"Nebraska","holdout",10,1,4,0,0
"Nebraska","holdout",10,2,4,0,0
"Nebraska","holdout",10,3,4,0.0833333333333333,0
"Nebraska","holdout",10,4,4,0.333333333333333,0.333333333333333
"Nebraska","holdout",10,5,4,0,0
"Nebraska","holdout",10,6,4,0.0454545454545455,0
"Nebraska","holdout",10,7,4,0.125,0.125
"Nebraska","holdout",10,8,4,0,0
"Nebraska","holdout",10,9,4,0.0625,0
"Nebraska","holdout",10,10,4,0.118055555555556,0.0454545454545455
"Nebraska","train",5,1,18,0,0
"Nebraska","train",5,2,18,0,0
"Nebraska","train",5,3,18,0,0
"Nebraska","train",5,4,19,0,0
"Nebraska","train",5,5,18,0.133928571428571,0
"Nebraska","train",5,6,18,0.0714285714285714,0
"Nebraska","train",5,7,19,0.157894736842105,0
"Nebraska","train",5,8,18,0.166666666666667,0
"Nebraska","train",5,9,18,0.186813186813187,0
"Nebraska","train",5,10,19,0.142857142857143,0
"Nebraska","train",10,1,33,0,0
"Nebraska","train",10,2,34,0,0
"Nebraska","train",10,3,34,0.133928571428571,0
"Nebraska","train",10,4,34,0.148351648351648,0
"Nebraska","train",10,5,34,0.166666666666667,0
"Nebraska","train",10,6,33,0.207547169811321,0
"Nebraska","train",10,7,34,0.194059405940594,0
"Nebraska","train",10,8,34,0.181818181818182,0
"Nebraska","train",10,9,34,0.16869918699187,0
"Nebraska","train",10,10,34,0.130681818181818,0
"Nevada","holdout",5,1,2,0.4875,0.3
"Nevada","holdout",5,2,2,0.166666666666667,0
"Nevada","holdout",5,3,2,0.5,0.5
"Nevada","holdout",5,4,2,0.181818181818182,0.5
"Nevada","holdout",5,5,2,0.3875,0.125
"Nevada","holdout",5,6,2,0.3125,0
"Nevada","holdout",5,7,2,0,0
"Nevada","holdout",5,8,2,0.5,0.5
"Nevada","holdout",5,9,2,0.666666666666667,0.75
"Nevada","holdout",5,10,3,0.285714285714286,0
"Nevada","holdout",10,1,4,0.354166666666667,0
"Nevada","holdout",10,2,4,0.181818181818182,0.5
"Nevada","holdout",10,3,5,0.375,0
"Nevada","holdout",10,4,4,0.5,0.5
"Nevada","holdout",10,5,5,0.285714285714286,0.333333333333333
"Nevada","holdout",10,6,4,0.0952380952380952,0
"Nevada","holdout",10,7,4,0.159313725490196,0
"Nevada","holdout",10,8,5,0,0
"Nevada","holdout",10,9,4,0,0
"Nevada","holdout",10,10,5,0.0555555555555556,0
"Nevada","train",5,1,15,0.444444444444444,0.333333333333333
"Nevada","train",5,2,15,0.333333333333333,0
"Nevada","train",5,3,15,0.3,0
"Nevada","train",5,4,16,0.333333333333333,0
"Nevada","train",5,5,15,0.333333333333333,0
"Nevada","train",5,6,15,0.352941176470588,0
"Nevada","train",5,7,16,0.238636363636364,0
"Nevada","train",5,8,15,0.205128205128205,0
"Nevada","train",5,9,15,0.3,0
"Nevada","train",5,10,16,0.238336713995943,0
"Nevada","train",10,1,31,0.363636363636364,0
"Nevada","train",10,2,31,0.333333333333333,0
"Nevada","train",10,3,31,0.333333333333333,0
"Nevada","train",10,4,32,0.227272727272727,0
"Nevada","train",10,5,31,0.235294117647059,0
"Nevada","train",10,6,31,0.25,0
"Nevada","train",10,7,32,0.2,0
"Nevada","train",10,8,31,0.25,0
"Nevada","train",10,9,31,0.21875,0
"Nevada","train",10,10,32,0.225987841945289,0
"New Hampshire","holdout",5,1,1,1,1
"New Hampshire","holdout",5,2,2,0.25,0.25
"New Hampshire","holdout",5,3,1,0.5,0.5
"New Hampshire","holdout",5,4,2,0.142857142857143,0.1
"New Hampshire","holdout",5,5,1,0,0
"New Hampshire","holdout",5,6,2,0,0
"New Hampshire","holdout",5,7,1,0.333333333333333,0.333333333333333
"New Hampshire","holdout",5,8,2,0.5,0.5
"New Hampshire","holdout",5,9,1,0,0
"New Hampshire","holdout",5,10,2,0.25,0.25
"New Hampshire","holdout",10,1,3,0.5,0.5
"New Hampshire","holdout",10,2,3,0.285714285714286,0.2
"New Hampshire","holdout",10,3,3,0,0
"New Hampshire","holdout",10,4,3,0.333333333333333,0.333333333333333
"New Hampshire","holdout",10,5,4,0,0
"New Hampshire","holdout",10,6,3,0.5,0.5
"New Hampshire","holdout",10,7,3,1,1
"New Hampshire","holdout",10,8,3,0.222222222222222,0.142857142857143
"New Hampshire","holdout",10,9,3,0,0
"New Hampshire","holdout",10,10,4,0.291666666666667,0
"New Hampshire","train",5,1,16,0.333333333333333,0.166666666666667
"New Hampshire","train",5,2,17,0,0
"New Hampshire","train",5,3,16,0.25,0
"New Hampshire","train",5,4,17,0.428571428571429,0
"New Hampshire","train",5,5,17,0.285714285714286,0
"New Hampshire","train",5,6,16,0,0
"New Hampshire","train",5,7,17,0.2,0
"New Hampshire","train",5,8,16,0.333333333333333,0
"New Hampshire","train",5,9,17,0.142857142857143,0
"New Hampshire","train",5,10,17,0.142857142857143,0
"New Hampshire","train",10,1,28,0,0
"New Hampshire","train",10,2,28,0.354166666666667,0
"New Hampshire","train",10,3,28,0.333333333333333,0
"New Hampshire","train",10,4,29,0.2,0
"New Hampshire","train",10,5,28,0.275,0
"New Hampshire","train",10,6,28,0.142857142857143,0
"New Hampshire","train",10,7,29,0.214285714285714,0
"New Hampshire","train",10,8,28,0.149074074074074,0
"New Hampshire","train",10,9,28,0.219551282051282,0
"New Hampshire","train",10,10,29,0.2,0
"New Jersey","holdout",5,1,1,0,0
"New Jersey","holdout",5,2,1,1,1
"New Jersey","holdout",5,3,1,0,0
"New Jersey","holdout",5,4,1,0,0
"New Jersey","holdout",5,5,2,0.125,0
"New Jersey","holdout",5,6,1,0,0
"New Jersey","holdout",5,7,1,0,0
"New Jersey","holdout",5,8,1,0.333333333333333,0.5
"New Jersey","holdout",5,9,1,0,0
"New Jersey","holdout",5,10,2,0.1875,0.2
"New Jersey","holdout",10,1,2,0.5,0.5
"New Jersey","holdout",10,2,3,0,0
"New Jersey","holdout",10,3,3,0,0
"New Jersey","holdout",10,4,2,0.166666666666667,0.25
"New Jersey","holdout",10,5,3,0.25,0.333333333333333
"New Jersey","holdout",10,6,3,0.4,0
"New Jersey","holdout",10,7,2,0,0
"New Jersey","holdout",10,8,3,0.333333333333333,0
"New Jersey","holdout",10,9,3,0,0
"New Jersey","holdout",10,10,3,0.25,0.5
"New Jersey","train",5,1,16,0,0
"New Jersey","train",5,2,16,0,0
"New Jersey","train",5,3,16,0.213235294117647,0
"New Jersey","train",5,4,16,0.142857142857143,0
"New Jersey","train",5,5,17,0.352941176470588,0
"New Jersey","train",5,6,16,0.25,0
