"step","n_flagged","workload","recall","dollar_recall","precision","x","approach","hh_size"
5,1860,0.35659509202454,0.811428571428571,0.787579660412674,0.0763440860215054,0.811428571428571,"Pooled (all HH)","2"
6,3766,0.722009202453988,0.954285714285714,0.950688533357101,0.0443441317047265,0.954285714285714,"Pooled (all HH)","2"
7,3900,0.747699386503067,0.965714285714286,0.968046704398592,0.0433333333333333,0.965714285714286,"Pooled (all HH)","2"
8,4042,0.774923312883436,0.977142857142857,0.981594545211462,0.0423057892132608,0.977142857142857,"Pooled (all HH)","2"
9,4505,0.863688650306748,0.988571428571429,0.992579883239003,0.0384017758046615,0.988571428571429,"Pooled (all HH)","2"
10,5216,1,1,1,0.0335506134969325,1,"Pooled (all HH)","2"
1,7,0.0013420245398773,0.0114285714285714,0.0124337091670752,0.285714285714286,0.0114285714285714,"By household size","2"
2,22,0.00421779141104294,0.0342857142857143,0.0527429921119479,0.272727272727273,0.0342857142857143,"By household size","2"
3,42,0.0080521472392638,0.0571428571428571,0.0772316056865279,0.238095238095238,0.0571428571428571,"By household size","2"
4,133,0.0254984662576687,0.148571428571429,0.15432951557556,0.195488721804511,0.148571428571429,"By household size","2"
5,143,0.0274156441717791,0.16,0.166651811578056,0.195804195804196,0.16,"By household size","2"
6,154,0.0295245398773006,0.171428571428571,0.185502919024912,0.194805194805195,0.171428571428571,"By household size","2"
7,171,0.0327837423312883,0.188571428571429,0.194661081153349,0.192982456140351,0.188571428571429,"By household size","2"
8,208,0.0398773006134969,0.222857142857143,0.218837737867106,0.1875,0.222857142857143,"By household size","2"
9,237,0.0454371165644172,0.245714285714286,0.238468737466019,0.181434599156118,0.245714285714286,"By household size","2"
10,268,0.0513803680981595,0.268571428571429,0.257654084406613,0.175373134328358,0.268571428571429,"By household size","2"
11,336,0.0644171779141104,0.314285714285714,0.30986229332858,0.163690476190476,0.314285714285714,"By household size","2"
12,426,0.0816717791411043,0.371428571428571,0.383194438254824,0.152582159624413,0.371428571428571,"By household size","2"
13,433,0.0830138036809816,0.377142857142857,0.394179776282366,0.152424942263279,0.377142857142857,"By household size","2"
14,442,0.084739263803681,0.382857142857143,0.400730870359642,0.15158371040724,0.382857142857143,"By household size","2"
15,472,0.0904907975460123,0.4,0.425130353402558,0.148305084745763,0.4,"By household size","2"
16,492,0.0943251533742331,0.411428571428571,0.43257275279647,0.146341463414634,0.411428571428571,"By household size","2"
17,524,0.100460122699387,0.428571428571429,0.452136904496635,0.143129770992366,0.428571428571429,"By household size","2"
18,544,0.104294478527607,0.44,0.456526583181069,0.141544117647059,0.44,"By household size","2"
19,575,0.11023773006135,0.457142857142857,0.468581487588573,0.139130434782609,0.457142857142857,"By household size","2"
20,615,0.117906441717791,0.48,0.48769998663042,0.136585365853659,0.48,"By household size","2"
21,709,0.135927914110429,0.525714285714286,0.522483176612148,0.129760225669958,0.525714285714286,"By household size","2"
22,721,0.138228527607362,0.531428571428571,0.52644948527118,0.128987517337032,0.531428571428571,"By household size","2"
23,757,0.14513036809816,0.548571428571429,0.543562547350595,0.126816380449141,0.548571428571429,"By household size","2"
24,785,0.150498466257669,0.56,0.55218592628905,0.12484076433121,0.56,"By household size","2"
25,833,0.159700920245399,0.577142857142857,0.574201167609965,0.12124849939976,0.577142857142857,"By household size","2"
26,967,0.185391104294479,0.622857142857143,0.618276215517626,0.112719751809721,0.622857142857143,"By household size","2"
27,980,0.187883435582822,0.628571428571429,0.620192521948393,0.112244897959184,0.628571428571429,"By household size","2"
28,994,0.190567484662577,0.634285714285714,0.62331209055662,0.111670020120724,0.634285714285714,"By household size","2"
29,1007,0.19305981595092,0.64,0.625072418556977,0.111221449851043,0.64,"By household size","2"
30,1022,0.195935582822086,0.645714285714286,0.630687642051785,0.110567514677104,0.645714285714286,"By household size","2"
31,1038,0.199003067484663,0.651428571428571,0.632537100583805,0.109826589595376,0.651428571428571,"By household size","2"
32,1187,0.227569018404908,0.697142857142857,0.683408351530817,0.102780117944398,0.697142857142857,"By household size","2"
33,1252,0.240030674846626,0.714285714285714,0.70156869735728,0.0998402555910543,0.714285714285714,"By household size","2"
34,1341,0.257093558282209,0.737142857142857,0.717679040955479,0.0961968680089485,0.737142857142857,"By household size","2"
35,1362,0.261119631901841,0.742857142857143,0.725366549311467,0.0954478707782673,0.742857142857143,"By household size","2"
36,1384,0.265337423312883,0.748571428571429,0.736351887339008,0.0946531791907514,0.748571428571429,"By household size","2"
37,1404,0.269171779141104,0.754285714285714,0.740006239137216,0.094017094017094,0.754285714285714,"By household size","2"
38,1428,0.273773006134969,0.76,0.741967110833816,0.0931372549019608,0.76,"By household size","2"
39,1456,0.279141104294479,0.765714285714286,0.748050269619858,0.092032967032967,0.765714285714286,"By household size","2"
40,1542,0.295628834355828,0.782857142857143,0.766589420205891,0.0888456549935149,0.782857142857143,"By household size","2"
41,1574,0.301763803680982,0.788571428571429,0.768349748206248,0.0876747141041931,0.788571428571429,"By household size","2"
42,1771,0.339532208588957,0.822857142857143,0.803935112972949,0.0813099943534726,0.822857142857143,"By household size","2"
43,1966,0.37691717791411,0.857142857142857,0.831832969383662,0.0762970498474059,0.857142857142857,"By household size","2"
44,2032,0.389570552147239,0.868571428571429,0.842506350550381,0.0748031496062992,0.868571428571429,"By household size","2"
45,2084,0.399539877300614,0.874285714285714,0.845960158652346,0.0734165067178503,0.874285714285714,"By household size","2"
46,2197,0.421203987730061,0.885714285714286,0.867797138909934,0.0705507510241238,0.885714285714286,"By household size","2"
47,2257,0.432707055214724,0.891428571428571,0.869022683720308,0.0691182986264954,0.891428571428571,"By household size","2"
48,3171,0.607937116564417,0.965714285714286,0.962877133562102,0.0532954903815831,0.965714285714286,"By household size","2"
49,3259,0.624808282208589,0.971428571428571,0.969272249208966,0.0521632402577478,0.971428571428571,"By household size","2"
50,3415,0.654716257668712,0.977142857142857,0.975957039083738,0.0500732064421669,0.977142857142857,"By household size","2"
51,3566,0.683665644171779,0.982857142857143,0.983666830072641,0.0482333146382501,0.982857142857143,"By household size","2"
52,3769,0.722584355828221,0.988571428571429,0.992579883239003,0.0459007694348634,0.988571428571429,"By household size","2"
53,4319,0.828029141104294,1,1,0.0405186385737439,1,"By household size","2"
54,4321,0.828412576687117,1,1,0.0404998842860449,1,"By household size","2"
55,4324,0.82898773006135,1,1,0.0404717853839038,1,"By household size","2"
56,4326,0.829371165644172,1,1,0.040453074433657,1,"By household size","2"
57,4333,0.830713190184049,1,1,0.0403877221324717,1,"By household size","2"
58,4349,0.833780674846626,1,1,0.040239135433433,1,"By household size","2"
59,4357,0.835314417177914,1,1,0.0401652513197154,1,"By household size","2"
60,4372,0.83819018404908,1,1,0.0400274473924977,1,"By household size","2"
61,4373,0.838381901840491,1,1,0.0400182940772925,1,"By household size","2"
62,4378,0.839340490797546,1,1,0.0399725902238465,1,"By household size","2"
63,4384,0.840490797546012,1,1,0.0399178832116788,1,"By household size","2"
64,4431,0.849501533742331,1,1,0.0394944707740916,1,"By household size","2"
65,4458,0.854677914110429,1,1,0.0392552714221624,1,"By household size","2"
66,4470,0.856978527607362,1,1,0.0391498881431767,1,"By household size","2"
67,4490,0.860812883435583,1,1,0.0389755011135857,1,"By household size","2"
68,4491,0.861004601226994,1,1,0.0389668225339568,1,"By household size","2"
69,4495,0.861771472392638,1,1,0.0389321468298109,1,"By household size","2"
70,5061,0.970283742331288,1,1,0.0345781466113416,1,"By household size","2"
71,5070,0.972009202453988,1,1,0.0345167652859961,1,"By household size","2"
72,5074,0.972776073619632,1,1,0.0344895545920378,1,"By household size","2"
73,5075,0.972967791411043,1,1,0.0344827586206897,1,"By household size","2"
74,5132,0.983895705521472,1,1,0.034099766173032,1,"By household size","2"
1,4,0.00120554550934298,0.00625,0.00484105663756436,0.25,0.00625,"Pooled (all HH)","3"
2,18,0.0054249547920434,0.025,0.0289623908663533,0.222222222222222,0.025,"Pooled (all HH)","3"
3,518,0.156118143459916,0.34375,0.271518916498769,0.106177606177606,0.34375,"Pooled (all HH)","3"
4,916,0.276069921639542,0.55,0.53830870830535,0.0960698689956332,0.55,"Pooled (all HH)","3"
5,954,0.2875226039783,0.56875,0.577316991269308,0.0953878406708595,0.56875,"Pooled (all HH)","3"
6,1621,0.488547317661242,0.7875,0.686842399820909,0.0777297964219617,0.7875,"Pooled (all HH)","3"
7,2590,0.780590717299578,0.9375,0.912245354824267,0.0579150579150579,0.9375,"Pooled (all HH)","3"
8,3061,0.922543701024714,0.99375,0.993060219386613,0.0519438092126756,0.99375,"Pooled (all HH)","3"
9,3265,0.984026522001206,1,1,0.0490045941807044,1,"Pooled (all HH)","3"
10,3267,0.984629294755877,1,1,0.0489745944291399,1,"Pooled (all HH)","3"
11,3318,1,1,1,0.0482218203737191,1,"Pooled (all HH)","3"
1,2,0.000602772754671489,0.00625,0.0168737407656145,0.5,0.00625,"By household size","3"
2,39,0.011754068716094,0.05625,0.102445713006492,0.230769230769231,0.05625,"By household size","3"
3,106,0.0319469559975889,0.13125,0.153010969330647,0.19811320754717,0.13125,"By household size","3"
4,120,0.0361663652802893,0.15,0.162441235728677,0.2,0.15,"By household size","3"
5,132,0.0397830018083183,0.1625,0.172515110812626,0.196969696969697,0.1625,"By household size","3"
6,185,0.0557564798071127,0.2125,0.231587194985449,0.183783783783784,0.2125,"By household size","3"
7,246,0.0741410488245931,0.2625,0.27165883143049,0.170731707317073,0.2625,"By household size","3"
8,269,0.0810729355033152,0.28125,0.291778598612044,0.16728624535316,0.28125,"By household size","3"
9,285,0.0858951175406872,0.29375,0.29936198791135,0.164912280701754,0.29375,"By household size","3"
10,309,0.093128390596745,0.3125,0.317438997089769,0.161812297734628,0.3125,"By household size","3"
11,325,0.0979505726341169,0.325,0.32544213118424,0.16,0.325,"By household size","3"
12,376,0.11332127787824,0.3625,0.356363331094694,0.154255319148936,0.3625,"By household size","3"
13,399,0.120253164556962,0.38125,0.361987911349899,0.152882205513784,0.38125,"By household size","3"
14,416,0.12537673297167,0.39375,0.383115066039848,0.151442307692308,0.39375,"By household size","3"
15,462,0.139240506329114,0.425,0.400716364450414,0.147186147186147,0.425,"By household size","3"
16,471,0.141952983725136,0.43125,0.415155585404074,0.146496815286624,0.43125,"By household size","3"
17,480,0.144665461121157,0.4375,0.419045220505932,0.145833333333333,0.4375,"By household size","3"
18,500,0.150693188667872,0.45,0.42917506156257,0.144,0.45,"By household size","3"
19,510,0.15370705244123,0.45625,0.432700917841952,0.143137254901961,0.45625,"By household size","3"
20,564,0.16998191681736,0.4875,0.450134318334453,0.138297872340426,0.4875,"By household size","3"
21,602,0.181434599156118,0.5125,0.471765166778599,0.136212624584718,0.5125,"By household size","3"
22,612,0.184448462929476,0.51875,0.473444145959257,0.13562091503268,0.51875,"By household size","3"
23,633,0.190777576853526,0.53125,0.495886501007388,0.134281200631912,0.53125,"By household size","3"
24,643,0.193791440626884,0.5375,0.505792478173271,0.133748055987558,0.5375,"By household size","3"
25,733,0.220916214587101,0.5875,0.537777031564809,0.128240109140518,0.5875,"By household size","3"
26,743,0.223930078360458,0.59375,0.540351466308484,0.1278600269179,0.59375,"By household size","3"
27,810,0.244122965641953,0.63125,0.55957577792702,0.124691358024691,0.63125,"By household size","3"
28,931,0.280590717299578,0.69375,0.632947168121782,0.119226638023631,0.69375,"By household size","3"
29,1073,0.323387582881254,0.7625,0.720897694201925,0.113699906803355,0.7625,"By household size","3"
30,1082,0.326100060277275,0.76875,0.725263040071636,0.113678373382625,0.76875,"By household size","3"
31,1094,0.329716696805304,0.775,0.727641593910902,0.113345521023766,0.775,"By household size","3"
32,1109,0.334237492465341,0.78125,0.729824266845758,0.112714156898106,0.78125,"By household size","3"
33,1125,0.339059674502712,0.7875,0.733070293261697,0.112,0.7875,"By household size","3"
34,1141,0.343881856540084,0.79375,0.737323707186031,0.111305872042068,0.79375,"By household size","3"
35,1174,0.353827606992164,0.80625,0.742500559659727,0.109880749574106,0.80625,"By household size","3"
36,1192,0.359252561784207,0.8125,0.744375419744795,0.109060402684564,0.8125,"By household size","3"
37,1209,0.364376130198915,0.81875,0.749496306245803,0.108354011579818,0.81875,"By household size","3"
38,1307,0.393911995177818,0.85,0.812849787329304,0.104055087987758,0.85,"By household size","3"
39,1349,0.406570223025919,0.8625,0.819117976270428,0.10229799851742,0.8625,"By household size","3"
40,1368,0.412296564195298,0.86875,0.822084172822924,0.101608187134503,0.86875,"By household size","3"
41,1390,0.418927064496685,0.875,0.826729348556078,0.100719424460432,0.875,"By household size","3"
42,1424,0.4291742013261,0.88125,0.829919408999328,0.0990168539325843,0.88125,"By household size","3"
43,1457,0.43911995177818,0.8875,0.833837027087531,0.0974605353466026,0.8875,"By household size","3"
44,1533,0.462025316455696,0.9,0.843435191403627,0.0939334637964775,0.9,"By household size","3"
45,1585,0.477697408077155,0.90625,0.847828520259682,0.0914826498422713,0.90625,"By household size","3"
46,2166,0.652802893309222,0.96875,0.95063801208865,0.0715604801477378,0.96875,"By household size","3"
47,2221,0.669379144062688,0.975,0.960571972240878,0.0702386312471859,0.975,"By household size","3"
48,2310,0.69620253164557,0.98125,0.971289456010745,0.067965367965368,0.98125,"By household size","3"
49,2537,0.764617239300784,0.99375,0.991297291246922,0.0626724477729602,0.99375,"By household size","3"
50,2643,0.796564195298373,1,1,0.06053726825577,1,"By household size","3"
51,2647,0.797769740807715,1,1,0.0604457876841708,1,"By household size","3"
52,2656,0.800482218203737,1,1,0.0602409638554217,1,"By household size","3"
53,2657,0.800783604581073,1,1,0.0602182913059842,1,"By household size","3"
54,2679,0.807414104882459,1,1,0.0597237775289287,1,"By household size","3"
55,2709,0.816455696202532,1,1,0.05906238464378,1,"By household size","3"
56,2771,0.835141651597348,1,1,0.0577408877661494,1,"By household size","3"
57,2792,0.841470765521398,1,1,0.0573065902578797,1,"By household size","3"
58,2796,0.842676311030741,1,1,0.0572246065808298,1,"By household size","3"
59,2900,0.874020494273659,1,1,0.0551724137931034,1,"By household size","3"
60,3059,0.921940928270042,1,1,0.052304674730304,1,"By household size","3"
61,3060,0.922242314647378,1,1,0.0522875816993464,1,"By household size","3"
62,3062,0.922845087402049,1,1,0.0522534291312867,1,"By household size","3"
63,3066,0.924050632911392,1,1,0.0521852576647097,1,"By household size","3"
64,3067,0.924352019288728,1,1,0.052168242582328,1,"By household size","3"
65,3069,0.9249547920434,1,1,0.0521342456826328,1,"By household size","3"
66,3073,0.926160337552743,1,1,0.0520663846404165,1,"By household size","3"
67,3075,0.926763110307414,1,1,0.0520325203252033,1,"By household size","3"
68,3076,0.92706449668475,1,1,0.0520156046814044,1,"By household size","3"
69,3081,0.928571428571429,1,1,0.0519311911716975,1,"By household size","3"
70,3142,0.946955997588909,1,1,0.0509229789942712,1,"By household size","3"
71,3144,0.94755877034358,1,1,0.0508905852417303,1,"By household size","3"
72,3147,0.948462929475588,1,1,0.0508420718144264,1,"By household size","3"
73,3277,0.987643158529234,1,1,0.0488251449496491,1,"By household size","3"
74,3300,0.994575045207957,1,1,0.0484848484848485,1,"By household size","3"
75,3302,0.995177817962628,1,1,0.0484554815263477,1,"By household size","3"
76,3303,0.995479204339964,1,1,0.0484408113835907,1,"By household size","3"
77,3307,0.996684749849307,1,1,0.0483822195343211,1,"By household size","3"
78,3309,0.997287522603978,1,1,0.0483529767301299,1,"By household size","3"
79,3315,0.999095840867993,1,1,0.0482654600301659,1,"By household size","3"
80,3318,1,1,1,0.0482218203737191,1,"By household size","3"
1,17,0.00760286225402505,0.04,0.0795973311483086,0.294117647058824,0.04,"Pooled (all HH)","4"
2,410,0.183363148479428,0.4,0.421397635491045,0.121951219512195,0.4,"Pooled (all HH)","4"
3,595,0.266100178890877,0.552,0.606754067657731,0.115966386554622,0.552,"Pooled (all HH)","4"
4,1199,0.536225402504472,0.848,0.808293339576261,0.0884070058381985,0.848,"Pooled (all HH)","4"
5,1809,0.809033989266547,0.96,0.933395762612665,0.066334991708126,0.96,"Pooled (all HH)","4"
6,1999,0.894007155635063,0.992,0.994439892309493,0.0620310155077539,0.992,"Pooled (all HH)","4"
7,2081,0.930679785330948,1,1,0.0600672753483902,1,"Pooled (all HH)","4"
8,2230,0.997316636851521,1,1,0.0560538116591928,1,"Pooled (all HH)","4"
9,2236,1,1,1,0.0559033989266547,1,"Pooled (all HH)","4"
1,31,0.0138640429338104,0.056,0.0420519723750439,0.225806451612903,0.056,"By household size","4"
2,54,0.0241502683363148,0.096,0.0604295914784034,0.222222222222222,0.096,"By household size","4"
3,84,0.037567084078712,0.152,0.134642397284326,0.226190476190476,0.152,"By household size","4"
4,141,0.0630590339892665,0.232,0.258983963478872,0.205673758865248,0.232,"By household size","4"
5,170,0.0760286225402504,0.272,0.294188224277186,0.2,0.272,"By household size","4"
6,191,0.0854203935599284,0.296,0.327226969448671,0.193717277486911,0.296,"By household size","4"
7,198,0.0885509838998211,0.304,0.330445979164228,0.191919191919192,0.304,"By household size","4"
8,229,0.102415026833631,0.336,0.351369542315346,0.183406113537118,0.336,"By household size","4"
9,310,0.138640429338104,0.416,0.419700339459206,0.167741935483871,0.416,"By household size","4"
10,317,0.141771019677996,0.424,0.425231183425026,0.167192429022082,0.424,"By household size","4"
11,349,0.15608228980322,0.456,0.447471614187054,0.163323782234957,0.456,"By household size","4"
12,355,0.158765652951699,0.464,0.450836942526045,0.163380281690141,0.464,"By household size","4"
13,423,0.1891771019678,0.528,0.511968863396933,0.156028368794326,0.528,"By household size","4"
14,448,0.200357781753131,0.552,0.546265948729954,0.154017857142857,0.552,"By household size","4"
15,465,0.207960644007156,0.568,0.558966405244059,0.152688172043011,0.568,"By household size","4"
16,491,0.2195885509839,0.592,0.566984665808264,0.15071283095723,0.592,"By household size","4"
17,573,0.256261180679785,0.664,0.630633267002224,0.144851657940663,0.664,"By household size","4"
18,594,0.265652951699463,0.68,0.64895235865621,0.143097643097643,0.68,"By household size","4"
19,627,0.2804114490161,0.704,0.658638651527566,0.140350877192982,0.704,"By household size","4"
20,650,0.290697674418605,0.72,0.665603418003043,0.138461538461538,0.72,"By household size","4"
21,741,0.331395348837209,0.768,0.712337586327988,0.129554655870445,0.768,"By household size","4"
22,756,0.338103756708408,0.776,0.717897694018495,0.128306878306878,0.776,"By household size","4"
23,788,0.352415026833631,0.792,0.747219946154747,0.125634517766497,0.792,"By household size","4"
24,837,0.37432915921288,0.816,0.788569589137305,0.121863799283154,0.816,"By household size","4"
25,869,0.388640429338104,0.832,0.818096687346365,0.119677790563867,0.832,"By household size","4"
26,885,0.395796064400716,0.84,0.820145148074447,0.11864406779661,0.84,"By household size","4"
27,901,0.402951699463327,0.848,0.823247102891256,0.117647058823529,0.848,"By household size","4"
28,918,0.410554561717352,0.856,0.830826407585157,0.116557734204793,0.856,"By household size","4"
29,937,0.419051878354204,0.864,0.833547933981037,0.115261472785486,0.864,"By household size","4"
30,956,0.427549194991055,0.872,0.83632798782629,0.114016736401674,0.872,"By household size","4"
31,998,0.446332737030411,0.888,0.854647079480276,0.11122244488978,0.888,"By household size","4"
32,1030,0.460644007155635,0.896,0.86445042725038,0.10873786407767,0.896,"By household size","4"
33,1099,0.491502683363149,0.912,0.891577900035116,0.103730664240218,0.912,"By household size","4"
34,1132,0.506261180679785,0.92,0.908492332904132,0.101590106007067,0.92,"By household size","4"
35,1165,0.521019677996422,0.928,0.920841624721995,0.0995708154506438,0.928,"By household size","4"
36,1197,0.535330948121646,0.936,0.923563151117874,0.0977443609022556,0.936,"By household size","4"
37,1279,0.572003577817531,0.952,0.934537047875454,0.0930414386239249,0.952,"By household size","4"
38,1368,0.611806797853309,0.968,0.946535174997074,0.0884502923976608,0.968,"By household size","4"
39,1409,0.630143112701252,0.976,0.951831909165399,0.0865862313697658,0.976,"By household size","4"
40,1475,0.659660107334526,0.984,0.971760505677163,0.0833898305084746,0.984,"By household size","4"
41,1610,0.720035778175313,1,1,0.077639751552795,1,"By household size","4"
