"step","n_flagged","workload","recall","dollar_recall","precision","x","approach","hh_size"
1,9,0.000433776749566223,0.0072992700729927,0.00598813565645637,0.222222222222222,0.0072992700729927,"Pooled (all HH)","1"
2,389,0.0187487950645845,0.124087591240876,0.108775137111517,0.0874035989717224,0.124087591240876,"Pooled (all HH)","1"
3,424,0.020435704646231,0.135036496350365,0.117337611461404,0.0872641509433962,0.135036496350365,"Pooled (all HH)","1"
4,1050,0.0506072874493927,0.302919708029197,0.263720479050852,0.079047619047619,0.302919708029197,"Pooled (all HH)","1"
5,3584,0.172739541160594,0.594890510948905,0.597787561093907,0.0454799107142857,0.594890510948905,"Pooled (all HH)","1"
6,3854,0.18575284364758,0.62043795620438,0.612002387792411,0.0441100155682408,0.62043795620438,"Pooled (all HH)","1"
7,9061,0.43671679197995,0.868613138686131,0.887736447412603,0.026266416510319,0.868613138686131,"Pooled (all HH)","1"
8,9097,0.438451898978215,0.872262773722628,0.892549341491624,0.0262723974936792,0.872262773722628,"Pooled (all HH)","1"
9,10128,0.488143435511857,0.87956204379562,0.896037756967504,0.0237954186413902,0.87956204379562,"Pooled (all HH)","1"
10,10143,0.488866396761134,0.87956204379562,0.896037756967504,0.0237602287291728,0.87956204379562,"Pooled (all HH)","1"
11,10148,0.489107383844226,0.87956204379562,0.896037756967504,0.0237485218762318,0.87956204379562,"Pooled (all HH)","1"
12,10283,0.495614035087719,0.87956204379562,0.896037756967504,0.0234367402508995,0.87956204379562,"Pooled (all HH)","1"
13,10287,0.495806824754193,0.87956204379562,0.896037756967504,0.0234276271021678,0.87956204379562,"Pooled (all HH)","1"
14,10289,0.49590321958743,0.87956204379562,0.896037756967504,0.0234230731849548,0.87956204379562,"Pooled (all HH)","1"
1,12,0.000578368999421631,0.0145985401459854,0.0188038652389658,0.333333333333333,0.0145985401459854,"By household size","1"
2,24,0.00115673799884326,0.0291970802919708,0.0322165429242995,0.333333333333333,0.0291970802919708,"By household size","1"
3,59,0.00284364758048969,0.0656934306569343,0.0739469462373615,0.305084745762712,0.0656934306569343,"By household size","1"
4,80,0.00385579332947754,0.0802919708029197,0.0915942245271052,0.275,0.0802919708029197,"By household size","1"
5,94,0.00453055716213611,0.0912408759124088,0.106032906764168,0.265957446808511,0.0912408759124088,"By household size","1"
6,110,0.00530171582803162,0.102189781021898,0.120247733462672,0.254545454545455,0.102189781021898,"By household size","1"
7,126,0.00607287449392713,0.113138686131387,0.130227959556766,0.246031746031746,0.113138686131387,"By household size","1"
8,142,0.00684403315982263,0.124087591240876,0.14106629854867,0.23943661971831,0.124087591240876,"By household size","1"
9,166,0.00800077115866589,0.138686131386861,0.153285080028355,0.228915662650602,0.138686131386861,"By household size","1"
10,184,0.00886832465779834,0.14963503649635,0.160448457262247,0.222826086956522,0.14963503649635,"By household size","1"
11,190,0.00915750915750916,0.153284671532847,0.165261351341268,0.221052631578947,0.153284671532847,"By household size","1"
12,231,0.0111336032388664,0.171532846715328,0.186397045106891,0.203463203463203,0.171532846715328,"By household size","1"
13,291,0.0140254482359746,0.197080291970803,0.204100287281274,0.185567010309278,0.197080291970803,"By household size","1"
14,300,0.0144592249855408,0.200729927007299,0.20521956497407,0.183333333333333,0.200729927007299,"By household size","1"
15,623,0.0300269905533063,0.313868613138686,0.290937581613998,0.138041733547352,0.313868613138686,"By household size","1"
16,644,0.0310391363022942,0.321167883211679,0.30056336977204,0.136645962732919,0.321167883211679,"By household size","1"
17,667,0.032147676884519,0.328467153284672,0.306029175838526,0.134932533733133,0.328467153284672,"By household size","1"
18,729,0.0351359167148641,0.346715328467153,0.324833041077491,0.130315500685871,0.346715328467153,"By household size","1"
19,759,0.0365818392134182,0.354014598540146,0.333843226504496,0.127799736495389,0.354014598540146,"By household size","1"
20,868,0.0418353576248313,0.37956204379562,0.361302839234414,0.119815668202765,0.37956204379562,"By household size","1"
21,901,0.0434258723732408,0.386861313868613,0.367775995224415,0.117647058823529,0.386861313868613,"By household size","1"
22,920,0.0443416232889917,0.39051094890511,0.372234451367384,0.116304347826087,0.39051094890511,"By household size","1"
23,963,0.0464141122035859,0.397810218978102,0.379416483229489,0.11318795430945,0.397810218978102,"By household size","1"
24,1214,0.0585116637748217,0.437956204379562,0.429802634033504,0.0988467874794069,0.437956204379562,"By household size","1"
25,1233,0.0594274146905726,0.441605839416058,0.433962616125061,0.0981346309813463,0.441605839416058,"By household size","1"
26,1298,0.0625602467707731,0.452554744525547,0.441853523859269,0.0955315870570108,0.452554744525547,"By household size","1"
27,1322,0.0637169847696163,0.456204379562044,0.444129388501287,0.094553706505295,0.456204379562044,"By household size","1"
28,1525,0.0735010603431656,0.485401459854015,0.461291646457486,0.0872131147540984,0.485401459854015,"By household size","1"
29,1545,0.074465008675535,0.489051094890511,0.466104540536507,0.0867313915857605,0.489051094890511,"By household size","1"
30,1664,0.0802005012531328,0.503649635036496,0.482184830056337,0.0829326923076923,0.503649635036496,"By household size","1"
31,1728,0.0832851359167149,0.510948905109489,0.491810618214379,0.0810185185185185,0.510948905109489,"By household size","1"
32,1762,0.0849238480817428,0.514598540145985,0.492873932022535,0.0800227014755959,0.514598540145985,"By household size","1"
33,2077,0.100106034316561,0.543795620437956,0.53113457448793,0.071738083774675,0.543795620437956,"By household size","1"
34,2118,0.102082128397918,0.547445255474453,0.534846845502369,0.0708215297450425,0.547445255474453,"By household size","1"
35,2161,0.104154617312512,0.551094890510949,0.53965973958139,0.0698750578435909,0.551094890510949,"By household size","1"
36,2402,0.115770194717563,0.565693430656934,0.554340931985225,0.0645295587010824,0.565693430656934,"By household size","1"
37,4444,0.214189319452477,0.678832116788321,0.681752042681789,0.0418541854185419,0.678832116788321,"By household size","1"
38,4502,0.216984769616349,0.682481751824818,0.68656493676081,0.0415370946246113,0.682481751824818,"By household size","1"
39,8063,0.388615770194718,0.846715328467153,0.863000410401821,0.0287734094009674,0.846715328467153,"By household size","1"
40,8176,0.394062078272605,0.85036496350365,0.867813304480842,0.0284980430528376,0.85036496350365,"By household size","1"
41,8456,0.407557354925776,0.857664233576642,0.87421184195799,0.0277909176915799,0.857664233576642,"By household size","1"
42,9008,0.434162328899171,0.872262773722628,0.891504682311682,0.0265319715808171,0.872262773722628,"By household size","1"
43,10268,0.494891073838442,0.875912408759124,0.893743237697273,0.0233735878457343,0.875912408759124,"By household size","1"
44,10269,0.494939271255061,0.875912408759124,0.893743237697273,0.02337131171487,0.875912408759124,"By household size","1"
45,10270,0.494987468671679,0.875912408759124,0.893743237697273,0.0233690360272639,0.875912408759124,"By household size","1"
46,10273,0.495132060921535,0.875912408759124,0.893743237697273,0.0233622116227003,0.875912408759124,"By household size","1"
47,10381,0.500337381916329,0.875912408759124,0.893743237697273,0.0231191600038532,0.875912408759124,"By household size","1"
48,10409,0.501686909581646,0.875912408759124,0.893743237697273,0.0230569699298684,0.875912408759124,"By household size","1"
49,10482,0.505205320994795,0.875912408759124,0.893743237697273,0.0228963938179737,0.875912408759124,"By household size","1"
50,10556,0.508771929824561,0.875912408759124,0.893743237697273,0.0227358848048503,0.875912408759124,"By household size","1"
51,10557,0.50882012724118,0.875912408759124,0.893743237697273,0.0227337311736289,0.875912408759124,"By household size","1"
52,10564,0.509157509157509,0.875912408759124,0.893743237697273,0.0227186671715259,0.875912408759124,"By household size","1"
53,10577,0.509784075573549,0.875912408759124,0.893743237697273,0.0226907440673159,0.875912408759124,"By household size","1"
1,6,0.00115030674846626,0.0114285714285714,0.00913587949552119,0.333333333333333,0.0114285714285714,"Pooled (all HH)","2"
2,31,0.00594325153374233,0.04,0.0245331788404118,0.225806451612903,0.04,"Pooled (all HH)","2"
3,464,0.0889570552147239,0.28,0.277975845625919,0.105603448275862,0.28,"Pooled (all HH)","2"
4,1086,0.208205521472393,0.525714285714286,0.574624537635367,0.0847145488029466,0.525714285714286,"Pooled (all HH)","2"
