"step","n_flagged","workload","recall","dollar_recall","precision","x","approach"
1,26,0.000394100616919043,0.00124378109452736,0.00212312570852016,0.115384615384615,0.00212312570852016,"Pooled (all HH)"
2,8484,0.128598062843891,0.269485903814262,0.321228919699101,0.0766148043375766,0.321228919699101,"Pooled (all HH)"
3,15140,0.229487820775166,0.441542288557214,0.490500473320685,0.0703434610303831,0.490500473320685,"Pooled (all HH)"
4,15150,0.229639397935519,0.44195688225539,0.490732264109047,0.0703630363036304,0.490732264109047,"Pooled (all HH)"
5,22111,0.335152259257575,0.579187396351575,0.64334994176013,0.063181222016191,0.64334994176013,"Pooled (all HH)"
6,25857,0.391933063525988,0.650912106135987,0.715602441789347,0.0607185675058978,0.715602441789347,"Pooled (all HH)"
7,41296,0.625953041395722,0.901326699834162,0.937451547933945,0.052644323905463,0.937451547933945,"Pooled (all HH)"
8,41819,0.633880526882209,0.906716417910448,0.942145798353701,0.0522968028886391,0.942145798353701,"Pooled (all HH)"
1,8,0.000121261728282782,0.00124378109452736,0.00235102085337967,0.375,0.00235102085337967,"By household size"
2,26,0.000394100616919043,0.00414593698175788,0.00583956960930591,0.384615384615385,0.00583956960930591,"By household size"
3,35,0.000530520061237173,0.00497512437810945,0.00763156562016697,0.342857142857143,0.00763156562016697,"By household size"
4,89,0.00134903672714595,0.00995024875621891,0.0163539114208581,0.269662921348315,0.0163539114208581,"By household size"
5,92,0.001394509875252,0.0103648424543947,0.0169265710156332,0.271739130434783,0.0169265710156332,"By household size"
6,171,0.00259196944204447,0.0186567164179104,0.0283544412283743,0.263157894736842,0.0283544412283743,"By household size"
7,173,0.00262228487411517,0.0190713101160862,0.0286329797387581,0.265895953757225,0.0286329797387581,"By household size"
8,224,0.00339532839191791,0.0232172470978441,0.0343673669735135,0.25,0.0343673669735135,"By household size"
9,258,0.00391069073711973,0.0269485903814262,0.0379221416689716,0.251937984496124,0.0379221416689716,"By household size"
10,907,0.0137480484440604,0.0970149253731343,0.0991207532616275,0.257993384785005,0.0991207532616275,"By household size"
11,956,0.0144907765297925,0.100746268656716,0.104050690113246,0.25418410041841,0.104050690113246,"By household size"
12,962,0.0145817228260046,0.101160862354892,0.104748010300081,0.253638253638254,0.104748010300081,"By household size"
13,1240,0.0187955678838313,0.120232172470978,0.131166316708025,0.233870967741935,0.131166316708025,"By household size"
14,1256,0.0190380913403968,0.12106135986733,0.132697304604261,0.232484076433121,0.132697304604261,"By household size"
15,1296,0.0196443999818107,0.123963515754561,0.136143001281667,0.23070987654321,0.136143001281667,"By household size"
16,1391,0.0210843830051688,0.131011608623549,0.144094009668987,0.227174694464414,0.144094009668987,"By household size"
17,1400,0.0212208024494869,0.131426202321725,0.144968581635157,0.226428571428571,0.144968581635157,"By household size"
18,1422,0.0215542722022646,0.133499170812604,0.146838490516056,0.226441631504923,0.146838490516056,"By household size"
19,1571,0.0238127718915314,0.143449419568823,0.158827333393067,0.220241884150223,0.158827333393067,"By household size"
20,1639,0.024843496581935,0.146351575456053,0.164709755080893,0.215375228798048,0.164709755080893,"By household size"
21,1651,0.0250253891743592,0.147180762852405,0.165677822491108,0.215021199273168,0.165677822491108,"By household size"
22,1692,0.0256468555318085,0.148839137645108,0.168841085014628,0.212174940898345,0.168841085014628,"By household size"
23,1714,0.0259803252845861,0.150082918739635,0.170401290237128,0.21120186697783,0.170401290237128,"By household size"
24,1888,0.0286177678747366,0.159618573797678,0.182138864108268,0.203919491525424,0.182138864108268,"By household size"
25,1894,0.0287087141709487,0.160033167495854,0.182584915289232,0.203801478352693,0.182584915289232,"By household size"
26,1974,0.0299213314537765,0.164179104477612,0.187736903820458,0.200607902735562,0.187736903820458,"By household size"
27,2000,0.0303154320706956,0.165422885572139,0.189472413000541,0.1995,0.189472413000541,"By household size"
28,2039,0.0309065829960742,0.167495854063018,0.191856546823687,0.198136341343796,0.191856546823687,"By household size"
29,3095,0.0469131311294014,0.212271973466003,0.250139269255192,0.165428109854604,0.250139269255192,"By household size"
30,3113,0.0471859700180377,0.212686567164179,0.25123784072272,0.164792804368776,0.25123784072272,"By household size"
31,3146,0.0476861746472042,0.213930348258706,0.253080480099105,0.164017800381437,0.253080480099105,"By household size"
32,3273,0.0496112045836933,0.21849087893864,0.259952395236407,0.161014359914452,0.259952395236407,"By household size"
33,3288,0.0498385703242235,0.219320066334992,0.260768532550049,0.160888077858881,0.260768532550049,"By household size"
