"step","n_flagged","workload","recall","dollar_recall","precision","x","approach","hh_size"
11,351,0.0780173371860413,0.202614379084967,0.271240732969646,0.176638176638177,0.271240732969646,"By household size","4"
12,373,0.0829073127361636,0.212418300653595,0.282445097216394,0.17426273458445,0.282445097216394,"By household size","4"
13,379,0.0842409424316515,0.215686274509804,0.285648342425514,0.174142480211082,0.285648342425514,"By household size","4"
14,405,0.0900200044454323,0.225490196078431,0.298111624003357,0.17037037037037,0.298111624003357,"By household size","4"
15,444,0.0986885974661036,0.241830065359477,0.315232899706253,0.166666666666667,0.315232899706253,"By household size","4"
16,477,0.106023560791287,0.251633986928105,0.328465519653098,0.161425576519916,0.328465519653098,"By household size","4"
17,492,0.109357635030007,0.258169934640523,0.334326479227864,0.160569105691057,0.334326479227864,"By household size","4"
18,709,0.157590575683485,0.316993464052288,0.414099874108267,0.136812411847673,0.414099874108267,"By household size","4"
19,712,0.158257390531229,0.320261437908497,0.416226045600783,0.137640449438202,0.416226045600783,"By household size","4"
20,744,0.165370082240498,0.326797385620915,0.428899146733809,0.134408602150538,0.428899146733809,"By household size","4"
21,786,0.174705490108913,0.339869281045752,0.445698699118758,0.132315521628499,0.445698699118758,"By household size","4"
22,820,0.182262725050011,0.352941176470588,0.457826269408309,0.131707317073171,0.457826269408309,"By household size","4"
23,967,0.214936652589464,0.398692810457516,0.504490138480906,0.126163391933816,0.504490138480906,"By household size","4"
24,992,0.220493442987331,0.411764705882353,0.512295425933697,0.127016129032258,0.512295425933697,"By household size","4"
25,1113,0.247388308513003,0.450980392156863,0.550440621065883,0.123989218328841,0.550440621065883,"By household size","4"
26,1119,0.248721938208491,0.457516339869281,0.553573926423276,0.125111706881144,0.553573926423276,"By household size","4"
27,1195,0.265614581018004,0.490196078431373,0.57747936774374,0.125523012552301,0.57747936774374,"By household size","4"
28,1215,0.270060013336297,0.496732026143791,0.583718002517835,0.125102880658436,0.583718002517835,"By household size","4"
29,1232,0.273838630806846,0.503267973856209,0.588543852287033,0.125,0.588543852287033,"By household size","4"
30,1255,0.278950877972883,0.509803921568627,0.594824450972164,0.124302788844622,0.594824450972164,"By household size","4"
31,1276,0.28361858190709,0.516339869281046,0.600195831584837,0.123824451410658,0.600195831584837,"By household size","4"
32,1279,0.284285396754834,0.519607843137255,0.600979157924185,0.124315871774824,0.600979157924185,"By household size","4"
33,1330,0.295621249166481,0.532679738562091,0.612001678556441,0.122556390977444,0.612001678556441,"By household size","4"
34,1743,0.387419426539231,0.598039215686274,0.700657434606239,0.104991394148021,0.700657434606239,"By household size","4"
35,1746,0.388086241386975,0.601307189542484,0.702573786543572,0.105383734249714,0.702573786543572,"By household size","4"
36,1773,0.39408757501667,0.61437908496732,0.708532661910757,0.106034968979131,0.708532661910757,"By household size","4"
37,1834,0.407646143587464,0.620915032679739,0.722408728493496,0.103598691384951,0.722408728493496,"By household size","4"
38,1849,0.410980217826184,0.624183006535948,0.725695901524689,0.1032990805841,0.725695901524689,"By household size","4"
39,1874,0.41653700822405,0.627450980392157,0.731151209959435,0.102454642475987,0.731151209959435,"By household size","4"
40,1904,0.423205156701489,0.633986928104575,0.737054133445237,0.101890756302521,0.737054133445237,"By household size","4"
41,1969,0.437652811735941,0.647058823529412,0.747824870611274,0.100558659217877,0.747824870611274,"By household size","4"
42,1979,0.439875527895088,0.650326797385621,0.749195691705134,0.10055583628095,0.749195691705134,"By household size","4"
43,2030,0.451211380306735,0.663398692810457,0.755728073856483,0.1,0.755728073856483,"By household size","4"
44,2065,0.458990886863748,0.669934640522876,0.760148272485662,0.099273607748184,0.760148272485662,"By household size","4"
45,2119,0.470993554123138,0.683006535947712,0.766666666666667,0.0986314299197735,0.766666666666667,"By household size","4"
46,2138,0.475216714825517,0.689542483660131,0.768946705832984,0.0986903648269411,0.768946705832984,"By household size","4"
47,2597,0.57723938653034,0.77124183006536,0.818562036648482,0.0908740854832499,0.818562036648482,"By household size","4"
48,3640,0.809068681929318,0.928104575163399,0.933920828087844,0.078021978021978,0.933920828087844,"By household size","4"
49,3673,0.816403645254501,0.937908496732026,0.944313890054553,0.0781377620473727,0.944313890054553,"By household size","4"
50,3750,0.833518559679929,0.950980392156863,0.953839697859841,0.0776,0.953839697859841,"By household size","4"
51,3853,0.856412536119138,0.96078431372549,0.964358651559659,0.0763041785621594,0.964358651559659,"By household size","4"
52,4174,0.927761724827739,0.993464052287582,0.997538117219192,0.0728318160038332,0.997538117219192,"By household size","4"
53,4224,0.938875305623472,1,1,0.0724431818181818,1,"By household size","4"
54,4226,0.939319848855301,1,1,0.0724088973024136,1,"By household size","4"
55,4227,0.939542120471216,1,1,0.0723917672107878,1,"By household size","4"
56,4231,0.940431206934874,1,1,0.0723233278184826,1,"By household size","4"
57,4232,0.940653478550789,1,1,0.0723062381852552,1,"By household size","4"
58,4246,0.943765281173594,1,1,0.0720678285445125,1,"By household size","4"
59,4251,0.944876639253167,1,1,0.0719830628087509,1,"By household size","4"
60,4252,0.945098910869082,1,1,0.0719661335841957,1,"By household size","4"
61,4260,0.946877083796399,1,1,0.071830985915493,1,"By household size","4"
62,4262,0.947321627028229,1,1,0.0717972782731112,1,"By household size","4"
63,4265,0.947988441875972,1,1,0.071746776084408,1,"By household size","4"
64,4266,0.948210713491887,1,1,0.0717299578059072,1,"By household size","4"
65,4267,0.948432985107802,1,1,0.0717131474103586,1,"By household size","4"
66,4270,0.949099799955546,1,1,0.0716627634660422,1,"By household size","4"
67,4282,0.951767059346522,1,1,0.0714619336758524,1,"By household size","4"
68,4292,0.953989775505668,1,1,0.0712954333643989,1,"By household size","4"
69,4295,0.954656590353412,1,1,0.0712456344586729,1,"By household size","4"
70,4302,0.956212491664814,1,1,0.0711297071129707,1,"By household size","4"
71,4313,0.958657479439876,1,1,0.0709482958497566,1,"By household size","4"
72,4314,0.95887975105579,1,1,0.0709318497913769,1,"By household size","4"
73,4342,0.9651033563014,1,1,0.0704744357438968,1,"By household size","4"
74,4366,0.970437875083352,1,1,0.0700870361887311,1,"By household size","4"
75,4369,0.971104689931096,1,1,0.0700389105058366,1,"By household size","4"
76,4371,0.971549233162925,1,1,0.0700068634179822,1,"By household size","4"
77,4383,0.974216492553901,1,1,0.0698151950718686,1,"By household size","4"
78,4384,0.974438764169816,1,1,0.0697992700729927,1,"By household size","4"
79,4386,0.974883307401645,1,1,0.0697674418604651,1,"By household size","4"
80,4401,0.978217381640365,1,1,0.0695296523517382,1,"By household size","4"
81,4420,0.982440542342743,1,1,0.0692307692307692,1,"By household size","4"
82,4426,0.983774172038231,1,1,0.0691369182105739,1,"By household size","4"
83,4435,0.985774616581463,1,1,0.0689966178128523,1,"By household size","4"
84,4436,0.985996888197377,1,1,0.0689810640216411,1,"By household size","4"
1,3705,0.935842384440515,0.941348973607038,0.949727628144731,0.0866396761133603,0.949727628144731,"Pooled (all HH)","5+"
2,3839,0.969689315483708,0.973607038123167,0.981426730346448,0.0864808543891638,0.981426730346448,"Pooled (all HH)","5+"
3,3880,0.980045466026774,0.982404692082111,0.988217074412207,0.086340206185567,0.988217074412207,"Pooled (all HH)","5+"
4,3959,1,1,1,0.0861328618337964,1,"Pooled (all HH)","5+"
1,1056,0.26673402374337,0.316715542521994,0.324052113453978,0.102272727272727,0.324052113453978,"By household size","5+"
2,1183,0.298812831523112,0.348973607038123,0.36225998245557,0.100591715976331,0.36225998245557,"By household size","5+"
3,2722,0.687547360444557,0.733137829912023,0.763269328654819,0.091844232182219,0.763269328654819,"By household size","5+"
