"step","n_flagged","workload","recall","dollar_recall","precision","x","approach"
1,20,0.000596569724086503,0.00580720092915215,0.00435673148750572,0.25,0.00580720092915215,"Pooled (all HH)"
2,136,0.00405667412378822,0.024390243902439,0.0299284320104099,0.154411764705882,0.024390243902439,"Pooled (all HH)"
3,2297,0.0685160328113348,0.276422764227642,0.296320393262488,0.103613408794079,0.276422764227642,"Pooled (all HH)"
4,5878,0.175331841909023,0.534262485481998,0.47357767657052,0.078257910854032,0.534262485481998,"Pooled (all HH)"
5,9693,0.289127516778523,0.745644599303136,0.710889419022145,0.0662333642835036,0.745644599303136,"Pooled (all HH)"
6,11513,0.343415361670395,0.797909407665505,0.793166100387961,0.059671675497264,0.797909407665505,"Pooled (all HH)"
7,11734,0.350007457121551,0.802555168408827,0.801127738017784,0.0588886995057099,0.802555168408827,"Pooled (all HH)"
8,15643,0.466607009694258,0.868757259001161,0.890898575869298,0.047816914914019,0.868757259001161,"Pooled (all HH)"
9,20788,0.620074571215511,0.9465737514518,0.960818332971879,0.0392053107562055,0.9465737514518,"Pooled (all HH)"
10,22025,0.656972408650261,0.959349593495935,0.972240294946866,0.0375028376844495,0.959349593495935,"Pooled (all HH)"
11,23041,0.687278150633855,0.961672473867596,0.973141521482445,0.0359359402803698,0.961672473867596,"Pooled (all HH)"
12,23056,0.68772557792692,0.961672473867596,0.973141521482445,0.035912560721721,0.961672473867596,"Pooled (all HH)"
13,23060,0.687844891871737,0.961672473867596,0.973141521482445,0.0359063313096271,0.961672473867596,"Pooled (all HH)"
14,23064,0.687964205816555,0.961672473867596,0.973141521482445,0.0359001040582726,0.961672473867596,"Pooled (all HH)"
15,23066,0.688023862788963,0.961672473867596,0.973141521482445,0.0358969912425215,0.961672473867596,"Pooled (all HH)"
1,2,5.96569724086503e-05,0.00116144018583043,0.00290609412274995,0.5,0.00116144018583043,"By household size"
2,7,0.000208799403430276,0.00348432055749129,0.00507964047326442,0.428571428571429,0.00348432055749129,"By household size"
3,19,0.000566741237882177,0.00813008130081301,0.00993758885756283,0.368421052631579,0.00813008130081301,"By household size"
4,31,0.000924683072334079,0.0127758420441347,0.0134027325959662,0.354838709677419,0.0127758420441347,"By household size"
5,66,0.00196868008948546,0.024390243902439,0.0241837152702475,0.318181818181818,0.024390243902439,"By household size"
6,73,0.00217747949291573,0.0267131242740999,0.0268729366972698,0.315068493150685,0.0267131242740999,"By household size"
7,88,0.00262490678598061,0.0313588850174216,0.0355912190655197,0.306818181818182,0.0313588850174216,"By household size"
8,119,0.00354958985831469,0.0394889663182346,0.0425166871490879,0.285714285714286,0.0394889663182346,"By household size"
9,156,0.00465324384787472,0.0487804878048781,0.0572543916720885,0.269230769230769,0.0487804878048781,"By household size"
10,179,0.0053392990305742,0.0545876887340302,0.0602809706257982,0.262569832402235,0.0545876887340302,"By household size"
11,209,0.00623415361670395,0.0627177700348432,0.0725029518783585,0.258373205741627,0.0627177700348432,"By household size"
12,248,0.00739746457867263,0.0720092915214866,0.0787440661220752,0.25,0.0720092915214866,"By household size"
13,268,0.00799403430275913,0.0766550522648084,0.0840405792910673,0.246268656716418,0.0766550522648084,"By household size"
14,349,0.0104101416853095,0.0940766550522648,0.11057615846165,0.232091690544413,0.0940766550522648,"By household size"
