"rule_id","rule","n_conditions","role","coefficient","importance","workload_cut_pct","n_excluded","n_retained","clean_excluded","errors_lost","exclusion_purity","clean_per_error_lost","retained_precision","base_precision","precision_gain","recall_retained","err_dollars_lost","mean_dollars_excluded","retained_dollar_density","base_dollar_density","dollar_density_gain","dollar_recall_retained"
"rule9815","unc_rawben_rel_max < 1.107 & gross_by_hh_size >= 165.8 & gross_by_hh_size < 316.5",3,"KEEP",-0.363,0.13,15.1,79,443,63,16,0.797,3.9,0.165,0.17,-0.006,0.82,3321,42.04,32.07,33.57,-1.51,0.811
"rule14705","utilities >= 444.5 & unearned_by_hh_size < 0.6 & shelter_to_gross_ratio >= 0.7823",3,"KEEP",0.877,0.313,14.9,78,444,59,19,0.756,3.1,0.158,0.17,-0.013,0.787,6647,85.22,24.5,33.57,-9.07,0.621
"rule1169","shelter_to_gross_ratio < 0.8246 & shelter_to_gross_ratio < 0.4674 & rawben_rel_max >= 0.3766",3,"KEEP",0.094,0.034,14.9,78,444,57,21,0.731,2.7,0.153,0.17,-0.017,0.764,3309,42.42,32.02,33.57,-1.55,0.811
"rule3478","shelter_to_gross_ratio < 0.8013 & shelter_to_gross_ratio < 0.4634 & rawben_rel_max >= 0.3653",3,"KEEP",6.132,2.153,14.4,75,447,55,20,0.733,2.8,0.154,0.17,-0.016,0.775,3190,42.53,32.07,33.57,-1.5,0.818
"rule5684","cert_HH_size_FS_n < 7.5 & earned_by_hh_size < 510.3 & shelter_exp_by_hh_size >= 408.4",3,"KEEP",1.037,0.364,14.4,75,447,57,18,0.76,3.2,0.159,0.17,-0.012,0.798,4452,59.36,29.25,33.57,-4.33,0.746
"rule11900","n_income_types >= 0.5 & utilities >= 444.5 & gross_by_hh_size < 322.6",3,"KEEP",34.275,11.967,14.2,74,448,57,17,0.77,3.4,0.161,0.17,-0.01,0.809,5937,80.23,25.87,33.57,-7.71,0.661
"rule16807","cert_HH_size_FS_n < 4.5 & n_income_types >= 1.5 & shelter_to_gross_ratio < 1.041",3,"KEEP",2.801,0.978,14.2,74,448,55,19,0.743,2.9,0.156,0.17,-0.014,0.787,3202,43.27,31.97,33.57,-1.6,0.817
"rule14850","cert_HH_size_FS_n < 6.5 & n_income_types >= 0.5 & gross_by_hh_size < 268.1",3,"KEEP",0.864,0.302,14.2,74,448,59,15,0.797,3.9,0.165,0.17,-0.005,0.831,4572,61.78,28.92,33.57,-4.66,0.739
"rule16705","utilities >= 397 & earned_by_hh_size < 499 & cert_HH_size_FS_n < 3.5",3,"KEEP",5.633,1.944,13.8,72,450,53,19,0.736,2.8,0.156,0.17,-0.015,0.787,3701,51.4,30.72,33.57,-2.85,0.789
"rule6856","shelter_exp_by_hh_size < 216.9 & shelter_exp_by_hh_size >= 156.3 & elderly_disabled_i %in% c(""FALSE"")",3,"KEEP",2.722,0.939,13.8,72,450,50,22,0.694,2.3,0.149,0.17,-0.022,0.753,5253,72.96,27.27,33.57,-6.3,0.7
"rule18316","n_income_types >= 0.5 & shelter_exp_by_hh_size >= 160.8 & gross_by_hh_size < 323.8",3,"KEEP",1.507,0.514,13.4,70,452,55,15,0.786,3.7,0.164,0.17,-0.007,0.831,6132,87.6,25.21,33.57,-8.37,0.65
"rule11270","cert_HH_size_FS_n >= 5.5 & utilities < 472.5",2,"KEEP",3.183,1.079,13.2,69,453,57,12,0.826,4.8,0.17,0.17,-0.001,0.865,2785,40.36,32.54,33.57,-1.03,0.841
"rule3690","rawben_rel_max < 0.9968 & shelter_to_gross_ratio >= 0.8224 & earned_by_hh_size < 498.7",3,"KEEP",1.55,0.519,12.8,67,455,42,25,0.627,1.7,0.141,0.17,-0.03,0.719,6554,97.82,24.11,33.57,-9.46,0.626
"rule5936","shelter_exp_by_hh_size < 531.5 & shelter_exp_by_hh_size >= 123.4 & shelter_exp_by_hh_size < 188.6",3,"KEEP",-0.504,0.169,12.8,67,455,47,20,0.701,2.4,0.152,0.17,-0.019,0.775,3964,59.16,29.81,33.57,-3.77,0.774
"rule11408","gross_by_hh_size >= 314.6 & gross_by_hh_size >= 337.8 & shelter_exp_by_hh_size >= 495.8",3,"KEEP",5.902,1.963,12.6,66,456,51,15,0.773,3.4,0.162,0.17,-0.008,0.831,2697,40.86,32.52,33.57,-1.05,0.846
"rule13420","gross_by_hh_size >= 264.8 & married >= 0.5 & rawben_rel_max >= 0.5552",3,"KEEP",20.604,6.809,12.5,65,457,50,15,0.769,3.3,0.162,0.17,-0.009,0.831,4076,62.71,29.43,33.57,-4.14,0.767
"rule13151","unc_rawben_rel_max < 1.203 & n_deduction_types < 2.5 & shelter_exp_by_hh_size >= 167.6",3,"KEEP",22.511,7.39,12.3,64,458,49,15,0.766,3.3,0.162,0.17,-0.009,0.831,3769,58.89,30.04,33.57,-3.54,0.785
"rule3786","shelter_to_gross_ratio >= 1.235 & n_income_types >= 0.5",2,"KEEP",0.838,0.27,11.7,61,461,48,13,0.787,3.7,0.165,0.17,-0.006,0.854,4709,77.2,27.8,33.57,-5.77,0.731
"rule5406","utilities < 472.5 & shelter_to_gross_ratio >= 0.8234 & unc_rawben_rel_max < 0.9627",3,"KEEP",0.427,0.137,11.7,61,461,38,23,0.623,1.7,0.143,0.17,-0.027,0.742,5837,95.69,25.36,33.57,-8.22,0.667
"rule1508","gross_by_hh_size < 294.2 & shelter_exp_by_hh_size >= 167.6 & unc_rawben_rel_max < 1.251",3,"KEEP",20.893,6.622,11.3,59,463,45,14,0.763,3.2,0.162,0.17,-0.009,0.843,5044,85.49,26.96,33.57,-6.62,0.712
"rule20667","shelter_exp_by_hh_size >= 171.8 & earned_by_hh_size < 375.4 & shelter_to_gross_ratio < 0.8274",3,"KEEP",30.873,9.712,11.1,58,464,46,12,0.793,3.8,0.166,0.17,-0.005,0.865,3239,55.84,30.79,33.57,-2.78,0.815
"rule20073","gross_by_hh_size >= 311.3 & gross_by_hh_size >= 339.1 & shelter_to_gross_ratio >= 0.8715",3,"KEEP",15.544,4.89,11.1,58,464,43,15,0.741,2.9,0.159,0.17,-0.011,0.831,3117,53.74,31.05,33.57,-2.52,0.822
"rule17359","shelter_to_gross_ratio >= 0.8224 & unc_rawben_rel_max < 0.9615 & earned_by_hh_size < 509.7",3,"KEEP",7.199,2.265,11.1,58,464,33,25,0.569,1.3,0.138,0.17,-0.033,0.719,6612,114,23.52,33.57,-10.05,0.623
"rule12068","gross_by_hh_size >= 1.875 & utilities >= 425.5 & shelter_exp_by_hh_size >= 505.9",3,"KEEP",-3.248,1.022,11.1,58,464,47,11,0.81,4.3,0.168,0.17,-0.002,0.876,1989,34.29,33.48,33.57,-0.09,0.887
"rule3411","unc_rawben_rel_max < 1.199 & shelter_to_gross_ratio >= 0.9574 & rawben_rel_max >= 0.9194",3,"KEEP",-6.505,2.031,10.9,57,465,51,6,0.895,8.5,0.178,0.17,0.008,0.933,2049,35.95,33.28,33.57,-0.29,0.883
"rule7589","shelter_to_gross_ratio >= 0.6509 & shelter_to_gross_ratio >= 0.8347 & shelter_exp_by_hh_size < 287.1",3,"KEEP",-2.721,0.85,10.9,57,465,51,6,0.895,8.5,0.178,0.17,0.008,0.933,2208,38.74,32.94,33.57,-0.63,0.874
"rule5829","shelter_exp_by_hh_size < 225.8 & shelter_exp_by_hh_size >= 160.8 & unearned_by_hh_size < 124.8",3,"KEEP",14.095,4.366,10.7,56,466,40,16,0.714,2.5,0.157,0.17,-0.014,0.82,4185,74.73,28.63,33.57,-4.95,0.761
"rule17734","shelter_exp_by_hh_size < 207.3 & shelter_exp_by_hh_size >= 138.9 & rawben_rel_max >= 0.4748",3,"KEEP",-1.971,0.611,10.7,56,466,38,18,0.679,2.1,0.152,0.17,-0.018,0.798,4603,82.2,27.73,33.57,-5.84,0.737
"rule13103","utilities >= 444.5 & cert_HH_size_FS_n < 4.5 & n_income_types >= 1.5",3,"KEEP",0.479,0.148,10.7,56,466,42,14,0.75,3,0.161,0.17,-0.01,0.843,2490,44.46,32.27,33.57,-1.31,0.858
"rule4815","rawben_rel_max < 0.9765 & shelter_to_gross_ratio >= 0.7898 & utilities >= 444.5",3,"KEEP",20.934,6.433,10.5,55,467,36,19,0.655,1.9,0.15,0.17,-0.021,0.787,5232,95.13,26.33,33.57,-7.25,0.701
"rule4204","utilities >= 397 & utilities >= 444.5 & shelter_exp_by_hh_size >= 497.5",3,"KEEP",-12.392,3.808,10.5,55,467,44,11,0.8,4,0.167,0.17,-0.003,0.876,2597,47.22,31.97,33.57,-1.61,0.852
"rule16311","earned_by_hh_size < 370.7 & shelter_to_gross_ratio < 0.8824 & gross_by_hh_size < 332.7",3,"KEEP",3.026,0.922,10.3,54,468,39,15,0.722,2.6,0.158,0.17,-0.012,0.831,3436,63.63,30.11,33.57,-3.47,0.804
"rule3300","cert_HH_size_FS_n < 7.5 & shelter_exp_by_hh_size < 213.6 & shelter_exp_by_hh_size >= 162.5",3,"KEEP",10.124,3.061,10.2,53,469,39,14,0.736,2.8,0.16,0.17,-0.011,0.843,3970,74.91,28.9,33.57,-4.67,0.773
"rule8817","married >= 0.5 & shelter_to_gross_ratio >= 0.7846 & n_income_types >= 0.5",3,"KEEP",5.17,1.563,10.2,53,469,37,16,0.698,2.3,0.156,0.17,-0.015,0.82,4950,93.4,26.81,33.57,-6.76,0.718
"rule10444","shelter_exp_by_hh_size < 567.2 & shelter_exp_by_hh_size >= 389.5 & shelter_to_gross_ratio >= 0.8824",3,"KEEP",3.766,1.139,10.2,53,469,40,13,0.755,3.1,0.162,0.17,-0.008,0.854,3800,71.7,29.27,33.57,-4.31,0.783
"rule8927","shelter_exp_by_hh_size >= 356.5 & gross_by_hh_size < 492.2 & unc_rawben_rel_max < 1.251",3,"KEEP",20.76,6.17,9.8,51,471,35,16,0.686,2.2,0.155,0.17,-0.016,0.82,4547,89.16,27.56,33.57,-6.02,0.741
"rule16305","n_income_types >= 0.5 & gross_by_hh_size < 268.1 & shelter_exp_by_hh_size >= 161.9",3,"KEEP",13.513,3.981,9.6,50,472,39,11,0.78,3.5,0.165,0.17,-0.005,0.876,4321,86.42,27.98,33.57,-5.6,0.753
"rule2283","shelter_exp_by_hh_size >= 416 & n_deduction_types < 3.5 & gross_by_hh_size < 535",3,"KEEP",5.379,1.585,9.6,50,472,38,12,0.76,3.2,0.163,0.17,-0.007,0.865,3231,64.62,30.29,33.57,-3.29,0.816
"rule9408","utilities >= 444.5 & unc_rawben_rel_max < 1.236 & cert_HH_size_FS_n >= 5.5",3,"KEEP",-0.859,0.253,9.6,50,472,39,11,0.78,3.5,0.165,0.17,-0.005,0.876,2534,50.68,31.76,33.57,-1.81,0.855
"rule18411","n_income_types >= 0.5 & shelter_to_gross_ratio >= 1.359",2,"KEEP",10.703,3.124,9.4,49,473,40,9,0.816,4.4,0.169,0.17,-0.001,0.899,3806,77.67,29.01,33.57,-4.57,0.783
"rule10331","cert_HH_size_FS_n < 7.5 & earned_by_hh_size < 253.5 & n_deduction_types >= 2.5",3,"KEEP",12.918,3.701,9,47,475,35,12,0.745,2.9,0.162,0.17,-0.008,0.865,3210,68.3,30.14,33.57,-3.44,0.817
"rule3788","shelter_to_gross_ratio >= 1.235 & n_income_types >= 0.5 & utilities >= 444.5",3,"KEEP",1.052,0.302,9,47,475,35,12,0.745,2.9,0.162,0.17,-0.008,0.865,4587,97.6,27.24,33.57,-6.33,0.738
"rule16572","cert_HH_size_FS_n < 7.5 & unc_rawben_rel_max < 1.005 & gross_by_hh_size < 268.1",3,"KEEP",0.003,0.001,8.6,45,477,32,13,0.711,2.5,0.159,0.17,-0.011,0.854,2843,63.18,30.78,33.57,-2.79,0.838
"rule4825","cert_HH_size_FS_n < 5.5 & shelter_exp_by_hh_size < 213.6 & shelter_exp_by_hh_size >= 162.2",3,"KEEP",22.74,6.258,8.2,43,479,31,12,0.721,2.6,0.161,0.17,-0.01,0.865,3482,80.98,29.32,33.57,-4.26,0.801
"rule1176","shelter_to_gross_ratio >= 0.8246 & rawben_rel_max < 0.9615 & utilities >= 444.5",3,"KEEP",6.681,1.839,8.2,43,479,27,16,0.628,1.7,0.152,0.17,-0.018,0.82,4586,106.65,27.01,33.57,-6.56,0.738
"rule17721","gross_by_hh_size >= 131.1 & married < 0.5 & shelter_to_gross_ratio < 0.3613",3,"KEEP",1.265,0.348,8.2,43,479,30,13,0.698,2.3,0.159,0.17,-0.012,0.854,1695,39.42,33.05,33.57,-0.52,0.903
"rule16307","earned_by_hh_size < 370.7 & shelter_to_gross_ratio >= 0.8824 & rawben_rel_max < 0.9878",3,"KEEP",-0.72,0.198,8.2,43,479,35,8,0.814,4.4,0.169,0.17,-0.001,0.91,1807,42.02,32.82,33.57,-0.76,0.897
"rule8087","utilities >= 444.5 & rawben_rel_max >= 0.6223 & unc_rawben_rel_max < 0.744",3,"KEEP",18.483,4.921,7.7,40,482,28,12,0.7,2.3,0.16,0.17,-0.011,0.865,3089,77.22,29.95,33.57,-3.62,0.824
"rule833","shelter_to_gross_ratio < 0.801 & unearned_by_hh_size >= 114.3 & shelter_to_gross_ratio < 0.5364",3,"KEEP",10.788,2.872,7.7,40,482,28,12,0.7,2.3,0.16,0.17,-0.011,0.865,2049,51.23,32.11,33.57,-1.46,0.883
"rule14807","married >= 0.5 & n_income_types >= 0.5 & gross_by_hh_size < 326.2",3,"KEEP",6.982,1.859,7.7,40,482,32,8,0.8,4,0.168,0.17,-0.002,0.91,3740,93.5,28.6,33.57,-4.97,0.787
"rule9829","unc_rawben_rel_max < 1.2 & rawben_rel_max < 0.891 & gross_by_hh_size < 318.4",3,"KEEP",-16.79,4.419,7.5,39,483,32,7,0.821,4.6,0.17,0.17,-0.001,0.921,1352,34.67,33.49,33.57,-0.09,0.923
"rule5363","cert_HH_size_FS_n < 7.5 & earned_by_hh_size < 243.5 & n_deduction_types >= 2.5",3,"KEEP",14.669,3.861,7.5,39,483,29,10,0.744,2.9,0.164,0.17,-0.007,0.888,2699,69.21,30.7,33.57,-2.88,0.846
"rule9541","earned_by_hh_size >= 12.5 & gross_by_hh_size < 332.7 & rawben_rel_max < 0.9194",3,"KEEP",0.075,0.02,7.5,39,483,26,13,0.667,2,0.157,0.17,-0.013,0.854,4161,106.69,27.67,33.57,-5.9,0.763
"rule4014","gross_by_hh_size >= 1.875 & shelter_to_gross_ratio >= 0.9326 & rawben_rel_max < 0.9243",3,"KEEP",0.023,0.006,7.5,39,483,23,16,0.59,1.4,0.151,0.17,-0.019,0.82,3720,95.38,28.58,33.57,-4.99,0.788
"rule7246","shelter_to_gross_ratio >= 0.7894 & unc_rawben_rel_max < 0.9033 & gross_by_hh_size < 493.8",3,"KEEP",18.127,4.714,7.3,38,484,19,19,0.5,1,0.145,0.17,-0.026,0.787,5179,136.29,25.51,33.57,-8.06,0.704
"rule8648","utilities < 472.5 & shelter_exp_by_hh_size >= 532.2",2,"KEEP",22.306,5.73,7.1,37,485,29,8,0.784,3.6,0.167,0.17,-0.003,0.91,2486,67.19,31.01,33.57,-2.56,0.858
"rule3396","shelter_to_gross_ratio < 0.8216 & gross_by_hh_size < 469.5 & rawben_rel_max < 0.6235",3,"KEEP",15.042,3.864,7.1,37,485,27,10,0.73,2.7,0.163,0.17,-0.008,0.888,1972,53.3,32.07,33.57,-1.5,0.887
"rule16810","cert_HH_size_FS_n >= 4.5 & gross_by_hh_size >= 122.1 & shelter_to_gross_ratio >= 0.7554",3,"KEEP",-5.377,1.381,7.1,37,485,29,8,0.784,3.6,0.167,0.17,-0.003,0.91,2183,59,31.64,33.57,-1.94,0.875
"rule18261","shelter_exp_by_hh_size < 570.9 & cert_HH_size_FS_n < 3.5 & shelter_to_gross_ratio >= 0.8885",3,"KEEP",0.573,0.147,7.1,37,485,29,8,0.784,3.6,0.167,0.17,-0.003,0.91,2135,57.7,31.73,33.57,-1.84,0.878
"rule9029","earned_by_hh_size < 258.2 & n_deduction_types >= 2.5 & unearned_by_hh_size < 135.2",3,"KEEP",26.221,6.651,6.9,36,486,27,9,0.75,3,0.165,0.17,-0.006,0.899,3443,95.64,28.98,33.57,-4.6,0.804
"rule11487","cert_HH_size_FS_n < 4.5 & n_income_types >= 1.5 & unearned_by_hh_size < 80.38",3,"KEEP",4.257,1.08,6.9,36,486,27,9,0.75,3,0.165,0.17,-0.006,0.899,2157,59.92,31.62,33.57,-1.95,0.877
"rule21032","rawben_rel_max >= 0.8489 & unearned_by_hh_size >= 11.5 & shelter_to_gross_ratio < 1.411",3,"KEEP",29.353,7.348,6.7,35,487,26,9,0.743,2.9,0.164,0.17,-0.006,0.899,1789,51.11,32.31,33.57,-1.26,0.898
"rule17182","n_income_types >= 1.5 & utilities < 460.5 & shelter_exp_by_hh_size >= 362.2",3,"KEEP",6.217,1.556,6.7,35,487,23,12,0.657,1.9,0.158,0.17,-0.012,0.865,2313,66.09,31.24,33.57,-2.34,0.868
"rule12049","utilities >= 444.5 & shelter_to_gross_ratio >= 1.203 & unc_rawben_rel_max < 1.097",3,"KEEP",23.669,5.765,6.3,33,489,21,12,0.636,1.8,0.157,0.17,-0.013,0.865,3840,116.36,27.99,33.57,-5.59,0.781
"rule14564","rawben_rel_max < 0.9968 & gross_by_hh_size < 332.7 & shelter_exp_by_hh_size >= 197.4",3,"KEEP",18.604,4.532,6.3,33,489,22,11,0.667,2,0.16,0.17,-0.011,0.876,3813,115.55,28.04,33.57,-5.53,0.782
"rule15204","utilities < 472.5 & shelter_exp_by_hh_size >= 542.2",2,"KEEP",15.313,3.73,6.3,33,489,26,7,0.788,3.7,0.168,0.17,-0.003,0.921,2107,63.85,31.53,33.57,-2.04,0.88
"rule14935","n_income_types < 1.5 & earned_by_hh_size >= 403.1 & earned_by_hh_size < 474.5",3,"KEEP",10.674,2.6,6.3,33,489,22,11,0.667,2,0.16,0.17,-0.011,0.876,2089,63.3,31.57,33.57,-2.01,0.881
"rule16566","utilities >= 444.5 & gross_by_hh_size < 512.7 & rawben_rel_max < 0.7446",3,"KEEP",0.071,0.017,6.3,33,489,21,12,0.636,1.8,0.157,0.17,-0.013,0.865,2878,87.21,29.96,33.57,-3.62,0.836
"rule10590","utilities < 460.5 & shelter_exp_by_hh_size < 212.6 & shelter_exp_by_hh_size >= 166.8",3,"KEEP",0.047,0.012,6.3,33,489,22,11,0.667,2,0.16,0.17,-0.011,0.876,3178,96.3,29.34,33.57,-4.23,0.819
"rule12007","shelter_exp_by_hh_size >= 160.6 & shelter_exp_by_hh_size >= 168.1 & shelter_exp_by_hh_size < 198.4",3,"KEEP",-18.425,4.424,6.1,32,490,25,7,0.781,3.6,0.167,0.17,-0.003,0.921,1375,42.97,32.96,33.57,-0.61,0.922
"rule19923","shelter_to_gross_ratio < 0.9414 & n_income_types < 1.5 & shelter_to_gross_ratio >= 0.8013",3,"KEEP",3.285,0.789,6.1,32,490,22,10,0.688,2.2,0.161,0.17,-0.009,0.888,2987,93.34,29.67,33.57,-3.9,0.83
"rule12184","shelter_exp_by_hh_size >= 487.2 & married >= 0.5",2,"KEEP",3.861,0.913,5.9,31,491,23,8,0.742,2.9,0.165,0.17,-0.006,0.91,2106,67.94,31.41,33.57,-2.17,0.88
"rule17268","shelter_exp_by_hh_size >= 188.6 & earned_by_hh_size >= 354.3 & earned_by_hh_size < 415.1",3,"KEEP",1.279,0.298,5.7,30,492,23,7,0.767,3.3,0.167,0.17,-0.004,0.921,1477,49.23,32.62,33.57,-0.95,0.916
"rule20474","shelter_exp_by_hh_size >= 171.8 & rawben_rel_max < 0.5778 & shelter_to_gross_ratio >= 0.6479",3,"KEEP",11.03,2.529,5.6,29,493,21,8,0.724,2.6,0.164,0.17,-0.006,0.91,1091,37.62,33.34,33.57,-0.24,0.938
"rule5523","married >= 0.5 & earned_by_hh_size < 469.5 & rawben_rel_max < 0.6883",3,"KEEP",1.998,0.458,5.6,29,493,20,9,0.69,2.2,0.162,0.17,-0.008,0.899,2612,90.07,30.25,33.57,-3.32,0.851
"rule12504","shelter_exp_by_hh_size >= 219.9 & rawben_rel_max < 0.3866 & rawben_rel_max >= 0.2983",3,"KEEP",12.808,2.888,5.4,28,494,20,8,0.714,2.5,0.164,0.17,-0.007,0.91,1183,42.25,33.08,33.57,-0.49,0.933
"rule11777","married < 0.5 & shelter_exp_by_hh_size >= 64.86 & shelter_to_gross_ratio < 0.3461",3,"KEEP",5.883,1.327,5.4,28,494,17,11,0.607,1.5,0.158,0.17,-0.013,0.876,1506,53.79,32.43,33.57,-1.15,0.914
"rule18039","utilities >= 444.5 & gross_by_hh_size < 334 & rawben_rel_max < 0.9224",3,"KEEP",0.043,0.01,5.4,28,494,18,10,0.643,1.8,0.16,0.17,-0.011,0.888,3214,114.79,28.97,33.57,-4.6,0.817
"rule13092","cert_HH_size_FS_n < 8.5 & n_deduction_types >= 2.5 & earned_by_hh_size < 206.6",3,"KEEP",29.425,6.523,5.2,27,495,17,10,0.63,1.7,0.16,0.17,-0.011,0.888,2924,108.3,29.5,33.57,-4.08,0.833
"rule9149","shelter_exp_by_hh_size >= 266.9 & unc_rawben_rel_max < 1.261 & gross_by_hh_size < 265.7",3,"KEEP",18.701,4.146,5.2,27,495,21,6,0.778,3.5,0.168,0.17,-0.003,0.933,2152,79.7,31.06,33.57,-2.52,0.877
"rule5959","married < 0.5 & rawben_rel_max < 0.8979 & shelter_to_gross_ratio >= 0.8709",3,"KEEP",6.809,1.51,5.2,27,495,15,12,0.556,1.2,0.156,0.17,-0.015,0.865,2874,106.44,29.6,33.57,-3.97,0.836
"rule17524","rawben_rel_max < 0.9968 & shelter_to_gross_ratio >= 0.866 & cert_HH_size_FS_n < 3.5",3,"KEEP",1.386,0.307,5.2,27,495,16,11,0.593,1.5,0.158,0.17,-0.013,0.876,2577,95.44,30.2,33.57,-3.37,0.853
"rule17303","cert_HH_size_FS_n < 7.5 & n_income_types >= 0.5 & gross_by_hh_size < 166.3",3,"KEEP",8.997,1.959,5,26,496,21,5,0.808,4.2,0.169,0.17,-0.001,0.944,2132,82,31.04,33.57,-2.54,0.878
"rule14903","earned_by_hh_size < 368.7 & shelter_exp_by_hh_size < 425.4 & shelter_exp_by_hh_size >= 363.1",3,"KEEP",7.152,1.557,5,26,496,18,8,0.692,2.2,0.163,0.17,-0.007,0.91,1717,66.04,31.87,33.57,-1.7,0.902
"rule15908","utilities >= 28.5 & n_income_types >= 0.5 & gross_by_hh_size < 152.7",3,"KEEP",0.071,0.016,5,26,496,21,5,0.808,4.2,0.169,0.17,-0.001,0.944,2474,95.15,30.35,33.57,-3.23,0.859
"rule8542","cert_HH_size_FS_n >= 4.5 & earned_by_hh_size < 257 & n_deduction_types >= 2.5",3,"KEEP",15.418,3.296,4.8,25,497,17,8,0.68,2.1,0.163,0.17,-0.008,0.91,2949,117.96,29.33,33.57,-4.24,0.832
"rule6219","shelter_to_gross_ratio < 1.087 & shelter_to_gross_ratio >= 0.8525 & cert_HH_size_FS_n >= 3.5",3,"KEEP",-10.586,2.263,4.8,25,497,20,5,0.8,4,0.169,0.17,-0.001,0.944,884,35.36,33.48,33.57,-0.09,0.95
"rule19810","unc_rawben_rel_max < 1.176 & shelter_exp_by_hh_size < 390 & shelter_exp_by_hh_size >= 356.5",3,"KEEP",2.654,0.567,4.8,25,497,20,5,0.8,4,0.169,0.17,-0.001,0.944,1250,50,32.75,33.57,-0.83,0.929
"rule3907","shelter_exp_by_hh_size >= 363.6 & shelter_exp_by_hh_size < 390.7",2,"KEEP",0.326,0.07,4.8,25,497,21,4,0.84,5.2,0.171,0.17,0.001,0.955,1144,45.76,32.96,33.57,-0.61,0.935
"rule14153","gross_by_hh_size >= 227.3 & n_deduction_types < 2.5 & rawben_rel_max >= 0.6106",3,"KEEP",10.629,2.228,4.6,24,498,14,10,0.583,1.4,0.159,0.17,-0.012,0.888,2887,120.29,29.4,33.57,-4.18,0.835
"rule3598","earned_by_hh_size < 253.5 & unc_rawben_rel_max < 1.097 & unearned_by_hh_size < 41.96",3,"KEEP",4.11,0.862,4.6,24,498,17,7,0.708,2.4,0.165,0.17,-0.006,0.921,2787,116.12,29.6,33.57,-3.98,0.841
"rule20740","gross_by_hh_size >= 253.2 & gross_by_hh_size < 332.7 & utilities >= 444.5",3,"KEEP",1.517,0.318,4.6,24,498,15,9,0.625,1.7,0.161,0.17,-0.01,0.899,2938,122.42,29.29,33.57,-4.28,0.832
"rule7142","shelter_exp_by_hh_size >= 185.6 & cert_HH_size_FS_n >= 5.5 & unearned_by_hh_size < 6.083",3,"KEEP",0.627,0.131,4.6,24,498,17,7,0.708,2.4,0.165,0.17,-0.006,0.921,2021,84.21,31.13,33.57,-2.44,0.885
"rule11120","cert_HH_size_FS_n < 7.5 & unc_rawben_rel_max < 1.266 & gross_by_hh_size < 1",3,"KEEP",53.183,10.925,4.4,23,499,19,4,0.826,4.8,0.17,0.17,0,0.955,2030,88.26,31.05,33.57,-2.52,0.884
"rule18231","cert_HH_size_FS_n < 7.5 & n_income_types >= 0.5 & gross_by_hh_size < 152.7",3,"KEEP",35.789,7.352,4.4,23,499,19,4,0.826,4.8,0.17,0.17,0,0.955,1955,85,31.2,33.57,-2.37,0.888
"rule2465","gross_by_hh_size < 332.7 & shelter_exp_by_hh_size >= 167.6 & rawben_rel_max < 0.9194",3,"KEEP",24.233,4.978,4.4,23,499,12,11,0.522,1.1,0.156,0.17,-0.014,0.876,4090,177.83,26.93,33.57,-6.65,0.767
"rule7531","gross_by_hh_size < 322.6 & cert_HH_size_FS_n < 4.5 & gross_by_hh_size >= 261.2",3,"KEEP",33.118,6.66,4.2,22,500,16,6,0.727,2.7,0.166,0.17,-0.004,0.933,1479,67.23,32.09,33.57,-1.48,0.916
"rule6557","earned_by_hh_size < 255.4 & n_deduction_types >= 2.5 & married >= 0.5",3,"KEEP",10.326,2.077,4.2,22,500,15,7,0.682,2.1,0.164,0.17,-0.006,0.921,2769,125.86,29.51,33.57,-4.06,0.842
"rule1652","shelter_to_gross_ratio >= 0.8078 & unc_rawben_rel_max < 1.081 & shelter_exp_by_hh_size < 264.1",3,"KEEP",65.825,12.947,4,21,501,14,7,0.667,2,0.164,0.17,-0.007,0.921,3290,156.67,28.42,33.57,-5.16,0.812
"rule12498","shelter_exp_by_hh_size >= 139.4 & shelter_exp_by_hh_size < 168.7 & rawben_rel_max >= 0.6539",3,"KEEP",54.436,10.707,4,21,501,12,9,0.571,1.3,0.16,0.17,-0.011,0.899,2231,106.24,30.53,33.57,-3.05,0.873
"rule19847","gross_by_hh_size >= 242 & n_deduction_types < 2.5 & rawben_rel_max >= 0.6106",3,"KEEP",20.339,4,4,21,501,11,10,0.524,1.1,0.158,0.17,-0.013,0.888,2887,137.48,29.22,33.57,-4.36,0.835
"rule9041","shelter_to_gross_ratio >= 0.5373 & earned_by_hh_size >= 368.7 & earned_by_hh_size < 429",3,"KEEP",17.848,3.51,4,21,501,13,8,0.619,1.6,0.162,0.17,-0.009,0.91,1856,88.38,31.28,33.57,-2.3,0.894
"rule14669","cert_HH_size_FS_n < 5.5 & n_income_types >= 0.5 & gross_by_hh_size < 176",3,"KEEP",10.825,2.129,4,21,501,16,5,0.762,3.2,0.168,0.17,-0.003,0.944,2138,101.81,30.71,33.57,-2.86,0.878
"rule5104","cert_HH_size_FS_n < 6.5 & shelter_to_gross_ratio < 0.4564 & shelter_to_gross_ratio >= 0.4225",3,"KEEP",2.306,0.454,4,21,501,15,6,0.714,2.5,0.166,0.17,-0.005,0.933,1228,58.48,32.53,33.57,-1.04,0.93
"rule9257","unc_rawben_rel_max < 1.073 & shelter_to_gross_ratio >= 0.7894 & shelter_exp_by_hh_size < 264.1",3,"KEEP",1.313,0.258,4,21,501,14,7,0.667,2,0.164,0.17,-0.007,0.921,3290,156.67,28.42,33.57,-5.16,0.812
