"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","train_n","train_errors","train_precision","train_lcb","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Louisiana","earned_income","1","elderly_disabled_i <=   0.500 & months_since_cert_n >   8.500 & rawben_rel_max <=   0.976 & total_deductions_by_hh_size > 671.000","elderly_disabled_i <=   0.450 & months_since_cert_n >   9.350 & rawben_rel_max <=   1.074 & total_deductions_by_hh_size > 603.900",FALSE,5,1,0.2,0.062,9,0.111,2,0
"Louisiana","earned_income","4+","rawben_rel_max >=   0.784 & rawben_rel_max <   0.944 & shelter_expenses_by_hh_size >= 325.000 & shelter_expenses_by_hh_size < 370.000","rawben_rel_max >=   0.7056 & rawben_rel_max <   1.0380 & shelter_expenses_by_hh_size >= 292.5000 & shelter_expenses_by_hh_size < 407.0000",FALSE,11,5,0.455,0.281,9,0.111,1,0
"Louisiana","unearned_income","1","expedited_i <=   0.50 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   2.17 & utilities <= 364.00","expedited_i <=   0.450 & unc_rawben_rel_max >   1.737 & unc_rawben_rel_max <=   1.953 & utilities <= 400.400",FALSE,10,1,0.1,0.03,2,0,0,NA
"Louisiana","unearned_income","1","medical_deductions <= 148.00 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.95 & utilities <= 340.00","medical_deductions <= 133.200 & months_since_cert_n >   6.500 & unc_rawben_rel_max >   1.755 & utilities <= 374.000",FALSE,6,1,0.167,0.051,0,NA,0,NA
"Louisiana","unearned_income","1","months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.95 & utilities <= 302.00","months_since_cert_n >   6.500 & unc_rawben_rel_max >   1.462 & utilities <= 226.500",FALSE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","unearned_income","1","count_divisible_by_100 <=   0.50 & shelter_expenses_by_hh_size <= 642.00 & total_deductions_by_hh_size <= 758.00 & unc_rawben_rel_max >   1.93","count_divisible_by_100 <=   0.450 & shelter_expenses_by_hh_size <= 706.200 & total_deductions_by_hh_size <= 682.200 & unc_rawben_rel_max >   1.737",FALSE,5,1,0.2,0.062,5,0.2,0,NA
"Louisiana","unearned_income","1","shelter_expenses_by_hh_size <= 785.00 & unc_rawben_rel_max >   1.95 & unc_rawben_rel_max <=   1.98","shelter_expenses_by_hh_size <= 706.500 & unc_rawben_rel_max >   1.755 & unc_rawben_rel_max <=   1.980",FALSE,5,1,0.2,0.062,4,0.25,0,NA
"Louisiana","unearned_income","1","expedited_i <=   0.50 & months_since_cert_n >   2.50 & unc_rawben_rel_max >   1.93 & utilities <= 364.00","expedited_i <=   0.450 & months_since_cert_n >   2.250 & unc_rawben_rel_max >   1.737 & utilities <= 400.400",FALSE,6,1,0.167,0.051,1,0,0,NA
"Louisiana","unearned_income","1","total_deductions_by_hh_size <= 780.00 & unc_rawben_rel_max >   1.96 & unc_rawben_rel_max <=   1.98","total_deductions_by_hh_size <= 702.000 & unc_rawben_rel_max >   1.764 & unc_rawben_rel_max <=   1.980",FALSE,20,3,0.15,0.075,11,0.091,0,NA
"Louisiana","unearned_income","1","unc_rawben_rel_max >   1.95 & utilities >  55.50 & utilities <= 288.00","unc_rawben_rel_max >   1.462 & utilities >  41.620 & utilities <= 216.000",FALSE,6,2,0.333,0.148,2,0,0,NA
"Louisiana","unearned_income","2-3","expedited_i <=   0.5 & shelter_expenses_by_hh_size <= 668.0 & unc_rawben_rel_max >   1.8","expedited_i <=   0.375 & shelter_expenses_by_hh_size <= 601.200 & unc_rawben_rel_max >   1.350",FALSE,21,2,0.095,0.04,3,0,0,NA
"Louisiana","unearned_income","1","elderly_disabled_i >   0.50 & percent_abawd <=   0.75 & unc_rawben_rel_max >   1.46 & utilities <= 290.00","elderly_disabled_i >   0.50 & percent_abawd <=   0.75 & unc_rawben_rel_max >   1.46 & utilities <= 290.00",TRUE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","unearned_income","2-3","unc_rawben_rel_max >   2.00 & unc_rawben_rel_max <=   2.54 & utilities > 462.00","unc_rawben_rel_max >   1.500 & unc_rawben_rel_max <=   1.905 & utilities > 346.500",FALSE,8,0,0,0,0,NA,0,NA
"Louisiana","unearned_income","1","shelter_expenses_by_hh_size <= 642.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   1.98","shelter_expenses_by_hh_size <= 706.200 & unc_rawben_rel_max >   1.737 & unc_rawben_rel_max <=   1.980",FALSE,5,1,0.2,0.062,5,0.2,0,NA
"Louisiana","unearned_income","1","expedited_i <=   0.50 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.97 & utilities <= 606.00","expedited_i <=   0.450 & months_since_cert_n >   5.850 & unc_rawben_rel_max >   1.773 & utilities <= 545.400",FALSE,6,2,0.333,0.148,6,0.167,1,0
"Louisiana","unearned_income","2-3","unc_rawben_rel_max >   1.98 & unc_rawben_rel_max <=   2.30 & utilities > 462.00","unc_rawben_rel_max >   1.485 & unc_rawben_rel_max <=   1.725 & utilities > 346.500",FALSE,17,1,0.059,0.018,0,NA,0,NA
"Louisiana","unearned_income","1","months_since_cert_n >   6.50 & percent_abawd <=   0.50 & unc_rawben_rel_max >   1.95 & utilities <= 606.00","months_since_cert_n >   5.850 & percent_abawd <=   0.450 & unc_rawben_rel_max >   1.755 & utilities <= 545.400",FALSE,5,2,0.4,0.18,5,0.2,1,0
"Louisiana","unearned_income","1","months_since_cert_n >    7.50 & shelter_expenses_by_hh_size <= 1330.00 & unc_rawben_rel_max >    1.93 & utilities <=  678.00","months_since_cert_n >    6.750 & shelter_expenses_by_hh_size <= 1197.000 & unc_rawben_rel_max >    1.737 & utilities <=  610.200",FALSE,5,2,0.4,0.18,3,0.333,1,0
"Louisiana","unearned_income","1","shelter_expenses_by_hh_size <= 642.00 & total_deductions_by_hh_size <= 758.00 & unc_rawben_rel_max >   1.93","shelter_expenses_by_hh_size <= 706.200 & total_deductions_by_hh_size <= 682.200 & unc_rawben_rel_max >   1.737",FALSE,5,1,0.2,0.062,5,0.2,0,NA
"Louisiana","unearned_income","2-3","months_since_cert_n > 5.5 & unc_rawben_rel_max > 1.8","months_since_cert_n > 4.125 & unc_rawben_rel_max > 1.350",FALSE,12,0,0,0,3,0,0,NA
"Louisiana","unearned_income","1","count_divisible_by_100 <=   0.50 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.93 & utilities <= 664.00","count_divisible_by_100 <=   0.450 & months_since_cert_n >   6.500 & unc_rawben_rel_max >   1.737 & utilities <= 597.600",FALSE,8,2,0.25,0.109,6,0.167,1,0
"Louisiana","unearned_income","1","expedited_i <=   0.50 & total_deductions_by_hh_size <= 639.00 & unc_rawben_rel_max >   1.93 & unc_rawben_rel_max <=   3.19","expedited_i <=   0.450 & total_deductions_by_hh_size <= 702.900 & unc_rawben_rel_max >   1.737 & unc_rawben_rel_max <=   2.871",FALSE,16,3,0.188,0.094,10,0.1,0,NA
"Louisiana","underissuance","1","months_since_cert_n <= 29.50000 & rawben_rel_max <=  0.80200 & unc_rawben_rel_max > -0.00744 & unc_rawben_rel_max <= -0.00172","months_since_cert_n <= 29.50000 & rawben_rel_max <=  0.80200 & unc_rawben_rel_max > -0.00744 & unc_rawben_rel_max <= -0.00172",TRUE,8,3,0.375,0.195,3,0.667,3,0.667
"Louisiana","other_error","2-3","medical_deductions <= 747.000 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 466.000 & unc_rawben_rel_max >   0.993","medical_deductions <= 672.3000 & rawben_rel_max <=   1.0960 & total_deductions_by_hh_size > 419.4000 & unc_rawben_rel_max >   0.8937",FALSE,13,2,0.154,0.066,2,0,0,NA
"Louisiana","other_error","2-3","months_since_cert_n <=  36.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 468.000","months_since_cert_n <=  32.8500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0960 & total_deductions_by_hh_size > 421.2000",FALSE,13,2,0.154,0.066,2,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 524.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 393.0000",FALSE,10,2,0.2,0.086,1,0,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 559.000","children_i <=   0.4500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0980 & shelter_expenses_by_hh_size > 503.1000",FALSE,5,0,0,0,2,0,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i >   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 456.000","elderly_disabled_i >   0.4500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0980 & total_deductions_by_hh_size > 410.4000",FALSE,5,1,0.2,0.062,0,NA,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i >   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 559.000","elderly_disabled_i >   0.4500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0980 & shelter_expenses_by_hh_size > 559.0000",FALSE,5,1,0.2,0.062,0,NA,0,NA
"Louisiana","other_error","2-3","expedited_i <=   0.500 & shelter_expenses_by_hh_size > 547.000 & unc_rawben_rel_max >   0.994 & unc_rawben_rel_max <=   0.996","expedited_i <=   0.4500 & shelter_expenses_by_hh_size > 547.0000 & unc_rawben_rel_max >   0.8946 & unc_rawben_rel_max <=   1.0960",FALSE,7,2,0.286,0.125,1,0,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & shelter_expenses_by_hh_size > 499.000 & unc_rawben_rel_max >   0.992 & unc_rawben_rel_max <=   0.997","children_i <=   0.4500 & shelter_expenses_by_hh_size > 449.1000 & unc_rawben_rel_max >   0.8928 & unc_rawben_rel_max <=   0.9970",FALSE,7,1,0.143,0.044,0,NA,0,NA
"Louisiana","other_error","2-3","expedited_i <=   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 533.000 & unc_rawben_rel_max >   0.979","expedited_i <=   0.450 & rawben_rel_max <=   1.094 & total_deductions_by_hh_size > 533.000 & unc_rawben_rel_max >   0.979",FALSE,5,0,0,0,1,0,0,NA
"Louisiana","other_error","2-3","homeless <=   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max >   0.979","homeless <=   0.4500 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 471.6000 & unc_rawben_rel_max >   0.8811",FALSE,9,0,0,0,1,0,0,NA
"Louisiana","other_error","2-3","shelter_expenses_by_hh_size > 547.000 & unc_rawben_rel_max >   0.994 & unc_rawben_rel_max <=   0.996","shelter_expenses_by_hh_size > 601.7000 & unc_rawben_rel_max >   0.7455 & unc_rawben_rel_max <=   1.0960",FALSE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i >   0.500 & rawben_rel_max >   0.993 & shelter_expenses_by_hh_size > 502.000 & unc_rawben_rel_max <=   0.996","elderly_disabled_i >   0.450 & rawben_rel_max >   0.993 & shelter_expenses_by_hh_size > 451.800 & unc_rawben_rel_max <=   1.096",FALSE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 466.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.9980 & total_deductions_by_hh_size > 419.4000",FALSE,8,2,0.25,0.109,1,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 345.000 & unc_rawben_rel_max >   0.993","rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 431.2000 & unc_rawben_rel_max >   0.7448",FALSE,8,2,0.25,0.109,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.978 & total_deductions_by_hh_size > 644.000 & unc_rawben_rel_max <=   0.998","rawben_rel_max >   0.8802 & total_deductions_by_hh_size > 483.0000 & unc_rawben_rel_max <=   1.2480",FALSE,5,0,0,0,0,NA,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i >   0.500 & shelter_expenses_by_hh_size > 543.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.998","elderly_disabled_i >   0.4500 & shelter_expenses_by_hh_size > 543.0000 & unc_rawben_rel_max >   0.8937 & unc_rawben_rel_max <=   1.0980",FALSE,5,1,0.2,0.062,0,NA,0,NA
"Louisiana","other_error","2-3","cat_elig >   0.500 & total_deductions_by_hh_size > 475.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.997","cat_elig >   0.4500 & total_deductions_by_hh_size > 427.5000 & unc_rawben_rel_max >   0.8937 & unc_rawben_rel_max <=   1.0970",FALSE,7,2,0.286,0.125,1,0,0,NA
"Louisiana","other_error","2-3","months_since_cert_n <=  21.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 351.000 & unc_rawben_rel_max >   0.994","months_since_cert_n <=  19.3500 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 386.1000 & unc_rawben_rel_max >   0.8946",FALSE,5,1,0.2,0.062,1,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 371.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 278.2000",FALSE,34,6,0.176,0.108,2,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.961 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 637.000","rawben_rel_max >   0.7208 & rawben_rel_max <=   1.0940 & total_deductions_by_hh_size > 573.3000",FALSE,5,0,0,0,1,0,0,NA
"Louisiana","other_error","2-3","months_since_cert_n <=  10.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 345.000 & unc_rawben_rel_max >   0.993","months_since_cert_n <=   9.4500 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 345.0000 & unc_rawben_rel_max >   0.8937",FALSE,5,1,0.2,0.062,2,0,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.992 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 301.000","children_i <=   0.4500 & rawben_rel_max >   0.8928 & rawben_rel_max <=   0.9960 & shelter_expenses_by_hh_size > 301.0000",FALSE,7,1,0.143,0.044,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & shelter_expenses_by_hh_size > 362.000 & unc_rawben_rel_max >   0.992 & unc_rawben_rel_max <=   0.997","children_i <=   0.4500 & shelter_expenses_by_hh_size > 362.0000 & unc_rawben_rel_max >   0.8928 & unc_rawben_rel_max <=   0.9970",FALSE,7,1,0.143,0.044,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 559.000 & unc_rawben_rel_max <=   1.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0940 & shelter_expenses_by_hh_size > 614.9000 & unc_rawben_rel_max <=   1.1000",FALSE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 502.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9950 & shelter_expenses_by_hh_size > 451.8000",FALSE,10,3,0.3,0.154,1,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 553.000 & unc_rawben_rel_max >   0.993 & utilities >  28.500","rawben_rel_max <=   1.0960 & shelter_expenses_by_hh_size > 553.0000 & unc_rawben_rel_max >   0.8937 & utilities >  25.6500",FALSE,19,3,0.158,0.079,5,0,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.994 & rawben_rel_max <=   0.998 & utilities > 420.000","children_i <=   0.4500 & rawben_rel_max >   0.8946 & rawben_rel_max <=   0.9980 & utilities > 378.0000",FALSE,6,0,0,0,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.996","children_i <= 0.3750 & rawben_rel_max > 0.8946 & rawben_rel_max <= 0.9960",FALSE,9,1,0.111,0.034,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & HH_size_n <= 2.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & HH_size_n <= 2.2500 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 0.9960",FALSE,9,1,0.111,0.034,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & percent_abawd <= 0.5247 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 0.9960",FALSE,9,1,0.111,0.034,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & shelter_expenses_by_hh_size > 742.000 & unc_rawben_rel_max <=   0.998","rawben_rel_max >   0.7448 & shelter_expenses_by_hh_size > 556.5000 & unc_rawben_rel_max <=   1.0980",FALSE,11,3,0.273,0.139,1,0,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i > 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.996 & unc_rawben_rel_max <= 0.995","elderly_disabled_i > 0.4500 & rawben_rel_max > 0.8946 & rawben_rel_max <= 1.0960 & unc_rawben_rel_max <= 1.0940",FALSE,19,3,0.158,0.079,5,0.2,0,NA
"Louisiana","other_error","2-3","elderly_disabled_i > 0.500 & HH_size_n <= 2.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","elderly_disabled_i > 0.450 & HH_size_n <= 2.250 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 1.096",FALSE,5,2,0.4,0.18,0,NA,0,NA
"Louisiana","other_error","2-3","cat_elig > 0.500 & married > 0.500 & rawben_rel_max <= 0.995 & unc_rawben_rel_max > 0.994","cat_elig > 0.4500 & married > 0.4500 & rawben_rel_max <= 1.0940 & unc_rawben_rel_max > 0.8946",FALSE,6,0,0,0,7,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 502.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9960 & shelter_expenses_by_hh_size > 451.8000",FALSE,10,3,0.3,0.154,1,0,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 938.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0980 & shelter_expenses_by_hh_size > 703.5000",FALSE,5,1,0.2,0.062,2,0,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & HH_size_n <= 2.500 & unc_rawben_rel_max > 0.992 & unc_rawben_rel_max <= 0.998","children_i <= 0.4500 & HH_size_n <= 2.2500 & unc_rawben_rel_max > 0.8928 & unc_rawben_rel_max <= 0.9980",FALSE,10,1,0.1,0.03,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.993 & rawben_rel_max <= 0.996","children_i <= 0.3750 & rawben_rel_max > 0.8937 & rawben_rel_max <= 0.9960",FALSE,9,1,0.111,0.034,0,NA,0,NA
"Louisiana","other_error","2-3","count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 353.000 & unc_rawben_rel_max >   0.993","count_divisible_by_100 <=   0.4500 & rawben_rel_max <=   1.0980 & total_deductions_by_hh_size > 388.3000 & unc_rawben_rel_max >   0.8937",FALSE,10,2,0.2,0.086,3,0,0,NA
"Louisiana","other_error","2-3","cat_elig >   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 554.000","cat_elig >   0.4500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   1.0970 & shelter_expenses_by_hh_size > 554.0000",FALSE,19,3,0.158,0.079,5,0,0,NA
"Louisiana","other_error","2-3","children_i <=   0.500 & rawben_rel_max <=   0.997 & unc_rawben_rel_max >   0.993 & utilities > 284.000","children_i <=   0.4500 & rawben_rel_max <=   0.9970 & unc_rawben_rel_max >   0.8937 & utilities > 255.6000",FALSE,10,1,0.1,0.03,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & percent_abawd <= 0.583 & rawben_rel_max > 0.992 & rawben_rel_max <= 0.997","children_i <= 0.4500 & percent_abawd <= 0.5247 & rawben_rel_max > 0.8928 & rawben_rel_max <= 0.9970",FALSE,10,1,0.1,0.03,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 630.000 & unc_rawben_rel_max >   0.961","rawben_rel_max <=   1.0970 & total_deductions_by_hh_size > 472.5000 & unc_rawben_rel_max >   0.7208",FALSE,11,1,0.091,0.028,1,0,0,NA
"Louisiana","other_error","2-3","cat_elig > 0.500 & elderly_disabled_i > 0.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","cat_elig > 0.450 & elderly_disabled_i > 0.450 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 1.096",FALSE,7,2,0.286,0.125,1,0,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & expedited_i <= 0.500 & rawben_rel_max > 0.992 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & expedited_i <= 0.4500 & rawben_rel_max > 0.8928 & unc_rawben_rel_max <= 0.9960",FALSE,9,1,0.111,0.034,0,NA,0,NA
"Louisiana","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 352.000","rawben_rel_max >   0.7448 & rawben_rel_max <=   0.9980 & total_deductions_by_hh_size > 440.0000",FALSE,7,2,0.286,0.125,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.992 & rawben_rel_max <= 0.997","children_i <= 0.3750 & rawben_rel_max > 0.8928 & rawben_rel_max <= 0.9970",FALSE,10,1,0.1,0.03,0,NA,0,NA
"Louisiana","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.998","children_i <= 0.3750 & rawben_rel_max > 0.8946 & rawben_rel_max <= 0.9980",FALSE,10,1,0.1,0.03,0,NA,0,NA
