"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","train_n","train_errors","train_precision","train_lcb","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"Connecticut","other_error","2-3","months_since_cert_n <=  21.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 351.000 & unc_rawben_rel_max >   0.994","months_since_cert_n <=  23.6500 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 386.1000 & unc_rawben_rel_max >   0.8946",FALSE,12,4,0.333,0.189,7,0.286,0,NA
"Connecticut","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 371.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 408.1000",FALSE,10,4,0.4,0.23,8,0.25,0,NA
"Connecticut","other_error","2-3","rawben_rel_max >   0.961 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 637.000","rawben_rel_max >   0.7208 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 477.8000",FALSE,16,6,0.375,0.238,6,0.333,0,NA
"Connecticut","other_error","2-3","months_since_cert_n <=  10.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 345.000 & unc_rawben_rel_max >   0.993","months_since_cert_n <=  10.5000 & rawben_rel_max <=   0.9950 & total_deductions_by_hh_size > 310.5000 & unc_rawben_rel_max >   0.8937",FALSE,13,4,0.308,0.173,5,0.2,0,NA
"Connecticut","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.992 & rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 301.000","children_i <=   0.4500 & rawben_rel_max >   0.8928 & rawben_rel_max <=   0.9960 & shelter_expenses_by_hh_size > 331.1000",FALSE,11,3,0.273,0.139,3,0.333,0,NA
"Connecticut","other_error","2-3","children_i <=   0.500 & shelter_expenses_by_hh_size > 362.000 & unc_rawben_rel_max >   0.992 & unc_rawben_rel_max <=   0.997","children_i <=   0.4500 & shelter_expenses_by_hh_size > 325.8000 & unc_rawben_rel_max >   0.8928 & unc_rawben_rel_max <=   0.9970",FALSE,11,3,0.273,0.139,3,0.333,0,NA
"Connecticut","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 559.000 & unc_rawben_rel_max <=   1.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9950 & shelter_expenses_by_hh_size > 614.9000 & unc_rawben_rel_max <=   1.0000",FALSE,12,5,0.417,0.255,10,0.2,1,0
"Connecticut","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.993 & rawben_rel_max <=   0.997 & utilities > 472.000","children_i <=   0.4500 & rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9970 & utilities > 424.8000",FALSE,12,3,0.25,0.127,3,0.333,0,NA
"Connecticut","other_error","2-3","rawben_rel_max >   0.993 & rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 502.000","rawben_rel_max >   0.8937 & rawben_rel_max <=   0.9950 & shelter_expenses_by_hh_size > 627.5000",FALSE,10,4,0.4,0.23,10,0.2,1,0
"Connecticut","other_error","2-3","rawben_rel_max <=    0.995 & shelter_expenses_by_hh_size > 1300.000 & total_deductions_by_hh_size >  655.000","rawben_rel_max <=   0.995 & shelter_expenses_by_hh_size > 975.000 & total_deductions_by_hh_size > 589.500",FALSE,9,4,0.444,0.258,8,0.125,1,0
"Connecticut","other_error","2-3","rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 553.000 & unc_rawben_rel_max >   0.993 & utilities >  28.500","rawben_rel_max <=   0.9960 & shelter_expenses_by_hh_size > 608.3000 & unc_rawben_rel_max >   0.8937 & utilities >  25.6500",FALSE,13,5,0.385,0.234,10,0.2,1,0
"Connecticut","other_error","2-3","children_i <=   0.500 & rawben_rel_max >   0.994 & rawben_rel_max <=   0.998 & utilities > 420.000","children_i <=   0.4500 & rawben_rel_max >   0.8946 & rawben_rel_max <=   0.9980 & utilities > 378.0000",FALSE,12,3,0.25,0.127,3,0.333,0,NA
"Connecticut","other_error","2-3","children_i <= 0.500 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.996","children_i <= 0.3750 & rawben_rel_max > 0.8946 & rawben_rel_max <= 0.9960",FALSE,12,3,0.25,0.127,3,0.333,0,NA
"Connecticut","other_error","2-3","children_i <= 0.500 & HH_size_n <= 2.500 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & HH_size_n <= 2.2500 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 0.9960",FALSE,11,3,0.273,0.139,3,0.333,0,NA
"Connecticut","other_error","2-3","children_i <= 0.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 0.993 & unc_rawben_rel_max <= 0.996","children_i <= 0.4500 & percent_abawd <= 0.5247 & unc_rawben_rel_max > 0.8937 & unc_rawben_rel_max <= 0.9960",FALSE,12,3,0.25,0.127,3,0.333,0,NA
