"state","budget","f_min","n_rules_core","n_rules_total","used_completion","window_redone","walk_depth","base_precision","rewalk_precision","precision_diff","base_errors","rewalk_errors","base_dollar_recall_unw","rewalk_dollar_recall_unw","dollar_recall_unw_diff","base_dollar_recall_wtd","rewalk_dollar_recall_wtd","dollar_recall_wtd_diff","base_flagged_share","rewalk_flagged_share","fill_rate"
"Arkansas",5,0.75,42,99,FALSE,FALSE,6938,0.219512195121951,0.25,0.0304878048780488,9,7,0.163647404108896,0.138852342880275,-0.0247950612286206,0.174113954019554,0.141869572082921,-0.0322443819366336,0.047953216374269,0.0327485380116959,0.654970760233918
"Arkansas",10,0.25,69,165,FALSE,FALSE,8988,0.236363636363636,0.224137931034483,-0.0122257053291536,13,13,0.232466349559761,0.232466349559761,0,0.245302274303776,0.245302274303776,0,0.064327485380117,0.0678362573099415,0.678362573099415
"Arkansas",10,0.4,65,153,FALSE,FALSE,10587,0.236363636363636,0.228070175438596,-0.00829346092503988,13,13,0.232466349559761,0.232466349559761,0,0.245302274303776,0.245302274303776,0,0.064327485380117,0.0666666666666667,0.666666666666667
"Arkansas",10,0.5,64,172,FALSE,TRUE,14036,0.236363636363636,0.230769230769231,-0.00559440559440558,13,12,0.232466349559761,0.207266471004959,-0.0251998785548022,0.245302274303776,0.214746108355445,-0.0305561659483312,0.064327485380117,0.0608187134502924,0.608187134502924
"Arkansas",10,0.55,55,146,FALSE,TRUE,17323,0.236363636363636,0.19047619047619,-0.0458874458874459,13,12,0.232466349559761,0.210606213945957,-0.0218601356138043,0.245302274303776,0.218431322603704,-0.0268709517000718,0.064327485380117,0.0736842105263158,0.736842105263158
"Arkansas",10,0.6,62,145,FALSE,TRUE,15123,0.236363636363636,0.214285714285714,-0.0220779220779221,13,15,0.232466349559761,0.266066187632831,0.0335998380730695,0.245302274303776,0.278647283908654,0.0333450096048777,0.064327485380117,0.0818713450292398,0.818713450292398
"Arkansas",10,0.65,65,165,FALSE,TRUE,20491,0.236363636363636,0.304347826086957,0.0679841897233202,13,14,0.232466349559761,0.257160206456836,0.0246938568970752,0.245302274303776,0.265886049362796,0.02058377505902,0.064327485380117,0.0538011695906433,0.538011695906433
"Arkansas",10,0.7,75,154,FALSE,TRUE,20076,0.236363636363636,0.210526315789474,-0.0258373205741627,13,12,0.232466349559761,0.232668758222852,0.000202408663090764,0.245302274303776,0.237718936078595,-0.00758333822518084,0.064327485380117,0.0666666666666667,0.666666666666667
"Arkansas",10,0.75,65,162,FALSE,TRUE,21220,0.236363636363636,0.239130434782609,0.00276679841897234,13,11,0.232466349559761,0.215261613197045,-0.0172047363627163,0.245302274303776,0.219538811559839,-0.0257634627439371,0.064327485380117,0.0538011695906433,0.538011695906433
"California",5,0.25,26,61,FALSE,FALSE,621,0.3125,0.363636363636364,0.0511363636363636,5,8,0.06474959926167,0.135425268373245,0.0706756691115753,0.0709566820801106,0.118256300852763,0.0472996187726522,0.0196560196560197,0.027027027027027,0.540540540540541
"California",5,0.4,25,55,FALSE,FALSE,873,0.3125,0.391304347826087,0.078804347826087,5,9,0.06474959926167,0.148443192305824,0.0836935930441541,0.0709566820801106,0.131004023753943,0.0600473416738321,0.0196560196560197,0.0282555282555283,0.565110565110565
"California",5,0.5,26,61,FALSE,FALSE,1166,0.3125,0.36,0.0475,5,9,0.06474959926167,0.148443192305824,0.0836935930441541,0.0709566820801106,0.131004023753943,0.0600473416738321,0.0196560196560197,0.0307125307125307,0.614250614250614
