"idx","var","lo","hi","width","rel_width","state","rank","rule"
2108,"earned_by_hh_size",0.167,108,107.833,0.998453703703704,"North Dakota",62,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 108 & rawben_rel_max <= 0.975 & unc_rawben_rel_max > 0.21"
2197,"earned_by_hh_size",0.167,108,107.833,0.998453703703704,"Ohio",83,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 108 & rawben_rel_max <= 0.975 & unc_rawben_rel_max > 0.21"
2726,"earned_by_hh_size",0.167,108,107.833,0.998453703703704,"Utah",84,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 108 & rawben_rel_max <= 0.975 & unc_rawben_rel_max > 0.21"
2999,"earned_by_hh_size",0.167,108,107.833,0.998453703703704,"West Virginia",62,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 108 & rawben_rel_max <= 0.975 & unc_rawben_rel_max > 0.21"
3149,"earned_by_hh_size",0.167,108,107.833,0.998453703703704,"Wisconsin",113,"earned_by_hh_size > 0.167 & earned_by_hh_size <= 108 & rawben_rel_max <= 0.975 & unc_rawben_rel_max > 0.21"
2621,"shelter_expenses_by_hh_size",218,338,120,0.355029585798817,"Texas",33,"shelter_expenses_by_hh_size > 218 & shelter_expenses_by_hh_size <= 338 & total_deductions_by_hh_size > 122 & total_deductions_by_hh_size <= 167"
184,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"Arkansas",58,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
773,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"Iowa",93,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
878,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"Kansas",83,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
2199,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"Ohio",85,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
2727,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"Utah",85,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
3008,"earned_by_hh_size",95.5,235,139.5,0.593617021276596,"West Virginia",71,"earned_by_hh_size >= 95.5 & earned_by_hh_size < 235 & unc_rawben_rel_max >= 1.09 & unc_rawben_rel_max < 1.14"
1907,"gross_by_hh_size",233,374,141,0.377005347593583,"New Mexico",21,"elderly_disabled_i <= 0 & gross_by_hh_size > 233 & gross_by_hh_size <= 374 & HH_size_n > 2.5"
2626,"total_deductions_by_hh_size",115,271,156,0.575645756457565,"Texas",38,"months_since_cert_n > 2.5 & total_deductions_by_hh_size > 115 & total_deductions_by_hh_size <= 271 & unearned_by_hh_size > 51.9"
1333,"gross_by_hh_size",190,355,165,0.464788732394366,"Minnesota",64,"count_divisible_by_100 <= 1.5 & gross_by_hh_size > 190 & gross_by_hh_size <= 355 & total_deductions_by_hh_size > 59.2"
2002,"gross_by_hh_size",168,334,166,0.497005988023952,"North Carolina",48,"gross_by_hh_size > 168 & gross_by_hh_size <= 334 & HH_size_n > 4.5 & unearned_by_hh_size <= 363"
2106,"utilities",591,760,169,0.222368421052632,"North Dakota",60,"bbce_state_i >= 1 & percent_abawd > 0.268 & utilities > 591 & utilities <= 760"
3020,"earned_by_hh_size",0.333,172,171.667,0.998063953488372,"West Virginia",83,"earned_by_hh_size >= 0.333 & earned_by_hh_size < 172 & gross_by_hh_size >= 116 & total_deductions_by_hh_size < 56.6"
790,"earned_by_hh_size",444,623,179,0.287319422150883,"Iowa",110,"bbce_state_i >= 1 & earned_by_hh_size > 444 & earned_by_hh_size <= 623 & months_since_cert_n > 5.5"
980,"earned_by_hh_size",444,623,179,0.287319422150883,"Kentucky",89,"bbce_state_i >= 1 & earned_by_hh_size > 444 & earned_by_hh_size <= 623 & months_since_cert_n > 5.5"
3019,"earned_by_hh_size",444,623,179,0.287319422150883,"West Virginia",82,"bbce_state_i >= 1 & earned_by_hh_size > 444 & earned_by_hh_size <= 623 & months_since_cert_n > 5.5"
1886,"earned_by_hh_size",320,500,180,0.36,"New Jersey",81,"earned_by_hh_size >= 320 & earned_by_hh_size < 500 & unc_rawben_rel_max >= 1.16"
2181,"earned_by_hh_size",320,500,180,0.36,"Ohio",67,"earned_by_hh_size >= 320 & earned_by_hh_size < 500 & unc_rawben_rel_max >= 1.16"
2493,"earned_by_hh_size",320,500,180,0.36,"South Dakota",63,"earned_by_hh_size >= 320 & earned_by_hh_size < 500 & unc_rawben_rel_max >= 1.16"
2805,"earned_by_hh_size",320,500,180,0.36,"Vermont",64,"earned_by_hh_size >= 320 & earned_by_hh_size < 500 & unc_rawben_rel_max >= 1.16"
673,"earned_by_hh_size",122,312,190,0.608974358974359,"Indiana",38,"earned_by_hh_size > 122 & earned_by_hh_size <= 312 & rawben_rel_max <= 0.954"
1147,"total_deductions_by_hh_size",301,499,198,0.396793587174349,"Maryland",11,"months_since_cert_n > 3.5 & total_deductions_by_hh_size > 301 & total_deductions_by_hh_size <= 499 & utilities <= 528"
1200,"earned_by_hh_size",120,331,211,0.637462235649547,"Massachusetts",39,"earned_by_hh_size > 120 & earned_by_hh_size <= 331 & gross_by_hh_size > 215"
2838,"earned_by_hh_size",460,673,213,0.316493313521545,"Virginia",31,"earned_by_hh_size > 460 & earned_by_hh_size <= 673 & gross_by_hh_size > 152 & utilities > 85.5"
57,"earned_by_hh_size",125,385,260,0.675324675324675,"Alabama",57,"earned_by_hh_size >= 125 & earned_by_hh_size < 385 & unc_rawben_rel_max >= 1.08"
926,"earned_by_hh_size",99,359,260,0.724233983286908,"Kentucky",35,"earned_by_hh_size >= 99 & earned_by_hh_size < 359 & elderly_disabled_i <= 0 & married >= 1"
1129,"earned_by_hh_size",125,385,260,0.675324675324675,"Maine",54,"earned_by_hh_size >= 125 & earned_by_hh_size < 385 & unc_rawben_rel_max >= 1.08"
757,"earned_by_hh_size",82.9,344,261.1,0.759011627906977,"Iowa",77,"earned_by_hh_size > 82.9 & earned_by_hh_size <= 344 & months_since_cert_n > 5.5 & unc_rawben_rel_max <= 0.959"
1617,"earned_by_hh_size",82.9,344,261.1,0.759011627906977,"Nebraska",85,"earned_by_hh_size > 82.9 & earned_by_hh_size <= 344 & months_since_cert_n > 5.5 & unc_rawben_rel_max <= 0.959"
2708,"earned_by_hh_size",82.9,344,261.1,0.759011627906977,"Utah",66,"earned_by_hh_size > 82.9 & earned_by_hh_size <= 344 & months_since_cert_n > 5.5 & unc_rawben_rel_max <= 0.959"
2929,"earned_by_hh_size",82.9,344,261.1,0.759011627906977,"Washington",84,"earned_by_hh_size > 82.9 & earned_by_hh_size <= 344 & months_since_cert_n > 5.5 & unc_rawben_rel_max <= 0.959"
3131,"earned_by_hh_size",82.9,344,261.1,0.759011627906977,"Wisconsin",95,"earned_by_hh_size > 82.9 & earned_by_hh_size <= 344 & months_since_cert_n > 5.5 & unc_rawben_rel_max <= 0.959"
260,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"California",44,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
670,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"Indiana",35,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
913,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"Kentucky",22,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
1022,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"Louisiana",35,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
1313,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"Minnesota",44,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
1486,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"Montana",35,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
1992,"earned_by_hh_size",74.4,357,282.6,0.791596638655462,"North Carolina",38,"earned_by_hh_size > 74.4 & earned_by_hh_size <= 357 & HH_size_n > 4.5 & months_since_cert_n > 14.5"
85,"earned_by_hh_size",38.9,325,286.1,0.880307692307692,"Alabama",85,"bbce_state_i >= 1 & earned_by_hh_size > 38.9 & earned_by_hh_size <= 325 & HH_size_n > 5.5"
343,"earned_by_hh_size",370,663,293,0.441930618401207,"Colorado",66,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
1427,"earned_by_hh_size",370,663,293,0.441930618401207,"Missouri",57,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
1596,"earned_by_hh_size",370,663,293,0.441930618401207,"Nebraska",64,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
1689,"earned_by_hh_size",370,663,293,0.441930618401207,"Nevada",53,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
1872,"earned_by_hh_size",370,663,293,0.441930618401207,"New Jersey",67,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
2089,"earned_by_hh_size",370,663,293,0.441930618401207,"North Dakota",43,"earned_by_hh_size > 370 & earned_by_hh_size <= 663 & months_since_cert_n > 5.5 & total_deductions_by_hh_size > 703"
2361,"shelter_expenses_by_hh_size",304,599,295,0.492487479131886,"Rhode Island",6,"months_since_cert_n <= 6.5 & shelter_expenses_by_hh_size > 304 & shelter_expenses_by_hh_size <= 599 & unc_rawben_rel_max <= 0.73"
23,"earned_by_hh_size",364,663,299,0.450980392156863,"Alabama",23,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
119,"earned_by_hh_size",364,663,299,0.450980392156863,"Arizona",28,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
302,"earned_by_hh_size",364,663,299,0.450980392156863,"Colorado",25,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
525,"earned_by_hh_size",364,663,299,0.450980392156863,"Idaho",17,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
815,"earned_by_hh_size",364,663,299,0.450980392156863,"Kansas",20,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
1296,"earned_by_hh_size",364,663,299,0.450980392156863,"Minnesota",27,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
1554,"earned_by_hh_size",364,663,299,0.450980392156863,"Nebraska",22,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2064,"earned_by_hh_size",364,663,299,0.450980392156863,"North Dakota",18,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2376,"earned_by_hh_size",364,663,299,0.450980392156863,"Rhode Island",21,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2608,"earned_by_hh_size",364,663,299,0.450980392156863,"Texas",20,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2757,"earned_by_hh_size",364,663,299,0.450980392156863,"Vermont",16,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2950,"earned_by_hh_size",364,663,299,0.450980392156863,"West Virginia",13,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
3062,"earned_by_hh_size",364,663,299,0.450980392156863,"Wisconsin",26,"earned_by_hh_size > 364 & earned_by_hh_size <= 663 & unc_rawben_rel_max > 1.33 & unc_rawben_rel_max <= 1.37"
2585,"utilities",44.5,360,315.5,0.876388888888889,"Tennessee",80,"shelter_expenses_by_hh_size > 626 & unc_rawben_rel_max <= 1.32 & utilities > 44.5 & utilities <= 360"
2723,"utilities",44.5,360,315.5,0.876388888888889,"Utah",81,"shelter_expenses_by_hh_size > 626 & unc_rawben_rel_max <= 1.32 & utilities > 44.5 & utilities <= 360"
3146,"utilities",44.5,360,315.5,0.876388888888889,"Wisconsin",110,"shelter_expenses_by_hh_size > 626 & unc_rawben_rel_max <= 1.32 & utilities > 44.5 & utilities <= 360"
951,"gross_by_hh_size",284,602,318,0.528239202657807,"Kentucky",60,"gross_by_hh_size >= 284 & gross_by_hh_size < 602 & utilities >= 287 & utilities < 306"
553,"shelter_expenses_by_hh_size",502,839,337,0.401668653158522,"Idaho",45,"shelter_expenses_by_hh_size > 502 & shelter_expenses_by_hh_size <= 839 & unc_rawben_rel_max <= 1.02 & unearned_by_hh_size <= 734"
186,"earned_by_hh_size",78.8,417,338.2,0.811031175059952,"Arkansas",60,"earned_by_hh_size > 78.8 & earned_by_hh_size <= 417 & total_deductions_by_hh_size > 232 & utilities > 30.5"
2114,"earned_by_hh_size",78.8,417,338.2,0.811031175059952,"North Dakota",68,"earned_by_hh_size > 78.8 & earned_by_hh_size <= 417 & total_deductions_by_hh_size > 232 & utilities > 30.5"
3009,"earned_by_hh_size",78.8,417,338.2,0.811031175059952,"West Virginia",72,"earned_by_hh_size > 78.8 & earned_by_hh_size <= 417 & total_deductions_by_hh_size > 232 & utilities > 30.5"
170,"total_deductions_by_hh_size",171,512,341,0.666015625,"Arkansas",44,"HH_size_n > 5.5 & total_deductions_by_hh_size > 171 & total_deductions_by_hh_size <= 512 & unearned_by_hh_size > 0.155"
761,"total_deductions_by_hh_size",171,512,341,0.666015625,"Iowa",81,"HH_size_n > 5.5 & total_deductions_by_hh_size > 171 & total_deductions_by_hh_size <= 512 & unearned_by_hh_size > 0.155"
168,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Arkansas",42,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
564,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Idaho",56,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
755,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Iowa",75,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
861,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Kansas",66,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
1529,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Montana",78,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
1614,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Nebraska",82,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
1703,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Nevada",67,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
1801,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"New Hampshire",66,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2095,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"North Dakota",49,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2571,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Tennessee",66,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2704,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Utah",62,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2806,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Vermont",65,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2925,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Washington",80,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
2986,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"West Virginia",49,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
3126,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Wisconsin",90,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
3202,"earned_by_hh_size",0.127,343,342.873,0.999629737609329,"Wyoming",35,"earned_by_hh_size > 0.127 & earned_by_hh_size <= 343 & HH_size_n > 5.5 & unc_rawben_rel_max <= 0.977"
67,"total_deductions_by_hh_size",174,518,344,0.664092664092664,"Alabama",67,"HH_size_n > 5.5 & total_deductions_by_hh_size > 174 & total_deductions_by_hh_size <= 518 & unearned_by_hh_size > 17.8"
776,"utilities",379,723,344,0.475795297372061,"Iowa",96,"medical_deductions >= 136 & unc_rawben_rel_max >= 0.709 & utilities >= 379 & utilities < 723"
969,"utilities",379,723,344,0.475795297372061,"Kentucky",78,"medical_deductions >= 136 & unc_rawben_rel_max >= 0.709 & utilities >= 379 & utilities < 723"
2914,"total_deductions_by_hh_size",174,518,344,0.664092664092664,"Washington",69,"HH_size_n > 5.5 & total_deductions_by_hh_size > 174 & total_deductions_by_hh_size <= 518 & unearned_by_hh_size > 17.8"
2983,"total_deductions_by_hh_size",174,518,344,0.664092664092664,"West Virginia",46,"HH_size_n > 5.5 & total_deductions_by_hh_size > 174 & total_deductions_by_hh_size <= 518 & unearned_by_hh_size > 17.8"
235,"unearned_by_hh_size",155,513,358,0.697855750487329,"California",19,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
297,"unearned_by_hh_size",155,513,358,0.697855750487329,"Colorado",20,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
473,"unearned_by_hh_size",155,513,358,0.697855750487329,"Florida",20,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
524,"unearned_by_hh_size",155,513,358,0.697855750487329,"Idaho",16,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
604,"unearned_by_hh_size",155,513,358,0.697855750487329,"Illinois",22,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
654,"unearned_by_hh_size",155,513,358,0.697855750487329,"Indiana",19,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
1091,"unearned_by_hh_size",155,513,358,0.697855750487329,"Maine",16,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
1224,"unearned_by_hh_size",155,513,358,0.697855750487329,"Michigan",16,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
1288,"unearned_by_hh_size",155,513,358,0.697855750487329,"Minnesota",19,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
1821,"unearned_by_hh_size",155,513,358,0.697855750487329,"New Jersey",16,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
1909,"unearned_by_hh_size",155,513,358,0.697855750487329,"New Mexico",23,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
2131,"unearned_by_hh_size",155,513,358,0.697855750487329,"Ohio",17,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
2372,"unearned_by_hh_size",155,513,358,0.697855750487329,"Rhode Island",17,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
2863,"unearned_by_hh_size",155,513,358,0.697855750487329,"Washington",18,"gross_by_hh_size >= 768 & rawben_rel_max >= 0.639 & unearned_by_hh_size >= 155 & unearned_by_hh_size < 513"
568,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Idaho",60,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
759,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Iowa",79,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
949,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Kentucky",58,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
1621,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Nebraska",89,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
1708,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Nevada",72,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2098,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"North Dakota",52,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2188,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Ohio",74,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2260,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Oklahoma",58,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2497,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"South Dakota",67,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2573,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Tennessee",68,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
2712,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Utah",70,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
3136,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Wisconsin",100,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
3204,"earned_by_hh_size",39.1,398,358.9,0.901758793969849,"Wyoming",37,"earned_by_hh_size > 39.1 & earned_by_hh_size <= 398 & gross_by_hh_size > 298 & total_deductions_by_hh_size > 241"
1205,"gross_by_hh_size",384,752,368,0.48936170212766,"Massachusetts",44,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
1509,"gross_by_hh_size",384,752,368,0.48936170212766,"Montana",58,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
2551,"gross_by_hh_size",384,752,368,0.48936170212766,"Tennessee",46,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
2637,"gross_by_hh_size",384,752,368,0.48936170212766,"Texas",49,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
2690,"gross_by_hh_size",384,752,368,0.48936170212766,"Utah",48,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
2780,"gross_by_hh_size",384,752,368,0.48936170212766,"Vermont",39,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
2897,"gross_by_hh_size",384,752,368,0.48936170212766,"Washington",52,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
3096,"gross_by_hh_size",384,752,368,0.48936170212766,"Wisconsin",60,"gross_by_hh_size > 384 & gross_by_hh_size <= 752 & unc_rawben_rel_max > 1 & unc_rawben_rel_max <= 1.08"
61,"utilities",306,679,373,0.549337260677467,"Alabama",61,"rawben_rel_max >= 0.256 & unearned_by_hh_size >= 1040 & utilities >= 306 & utilities < 679"
1591,"utilities",306,679,373,0.549337260677467,"Nebraska",59,"rawben_rel_max >= 0.256 & unearned_by_hh_size >= 1040 & utilities >= 306 & utilities < 679"
2088,"utilities",306,679,373,0.549337260677467,"North Dakota",42,"rawben_rel_max >= 0.256 & unearned_by_hh_size >= 1040 & utilities >= 306 & utilities < 679"
2639,"unearned_by_hh_size",232,637,405,0.635792778649921,"Texas",51,"children_i >= 1 & rawben_rel_max <= 0.521 & unearned_by_hh_size > 232 & unearned_by_hh_size <= 637"
2979,"utilities",34,469,435,0.927505330490405,"West Virginia",42,"medical_deductions >= 213 & total_deductions_by_hh_size >= 390 & utilities >= 34 & utilities < 469"
3109,"utilities",34,469,435,0.927505330490405,"Wisconsin",73,"medical_deductions >= 213 & total_deductions_by_hh_size >= 390 & utilities >= 34 & utilities < 469"
1403,"earned_by_hh_size",130,596,466,0.781879194630873,"Missouri",33,"earned_by_hh_size > 130 & earned_by_hh_size <= 596 & months_since_cert_n > 6.5 & rawben_rel_max <= 0.973"
2797,"total_deductions_by_hh_size",171,678,507,0.747787610619469,"Vermont",56,"rawben_rel_max >= 1 & total_deductions_by_hh_size >= 171 & total_deductions_by_hh_size < 678 & unc_rawben_rel_max < 1.05"
2273,"earned_by_hh_size",28.8,544,515.2,0.947058823529412,"Oregon",9,"earned_by_hh_size > 28.8 & earned_by_hh_size <= 544 & HH_size_n > 4.5 & shelter_expenses_by_hh_size > 53.5"
