"idx","var","lo","hi","width","rel_width","state","rank","rule"
382,"unearned_by_hh_size",384,925,541,0.584864864864865,"Connecticut",27,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
702,"unearned_by_hh_size",384,925,541,0.584864864864865,"Iowa",22,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
1098,"unearned_by_hh_size",384,925,541,0.584864864864865,"Maine",23,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
1466,"unearned_by_hh_size",384,925,541,0.584864864864865,"Montana",15,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
1555,"unearned_by_hh_size",384,925,541,0.584864864864865,"Nebraska",23,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
1753,"unearned_by_hh_size",384,925,541,0.584864864864865,"New Hampshire",18,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
1826,"unearned_by_hh_size",384,925,541,0.584864864864865,"New Jersey",21,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
2065,"unearned_by_hh_size",384,925,541,0.584864864864865,"North Dakota",19,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
2377,"unearned_by_hh_size",384,925,541,0.584864864864865,"Rhode Island",22,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
2448,"unearned_by_hh_size",384,925,541,0.584864864864865,"South Dakota",18,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
2758,"unearned_by_hh_size",384,925,541,0.584864864864865,"Vermont",17,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
3177,"unearned_by_hh_size",384,925,541,0.584864864864865,"Wyoming",10,"unc_rawben_rel_max >= 1.01 & unc_rawben_rel_max < 1.02 & unearned_by_hh_size >= 384 & unearned_by_hh_size < 925"
2987,"unearned_by_hh_size",196,804,608,0.756218905472637,"West Virginia",50,"elderly_disabled_i >= 1 & unc_rawben_rel_max > 0.831 & unearned_by_hh_size > 196 & unearned_by_hh_size <= 804"
3193,"unearned_by_hh_size",175,797,622,0.780426599749059,"Wyoming",26,"rawben_rel_max >= 1 & unc_rawben_rel_max < 1.03 & unearned_by_hh_size >= 175 & unearned_by_hh_size < 797"
440,"earned_by_hh_size",0.25,632,631.75,0.999604430379747,"District of Columbia",1,"earned_by_hh_size > 0.25 & earned_by_hh_size <= 632 & expedited_i <= 0 & married <= 0"
1124,"utilities",100,844,744,0.881516587677725,"Maine",49,"expedited_i <= 0 & rawben_rel_max >= 0.754 & utilities >= 100 & utilities < 844"
354,"unearned_by_hh_size",0.5,820,819.5,0.999390243902439,"Colorado",77,"percent_abawd >= 0.667 & rawben_rel_max < 0.916 & unearned_by_hh_size >= 0.5 & unearned_by_hh_size < 820"
562,"unearned_by_hh_size",0.5,820,819.5,0.999390243902439,"Idaho",54,"percent_abawd >= 0.667 & rawben_rel_max < 0.916 & unearned_by_hh_size >= 0.5 & unearned_by_hh_size < 820"
1610,"unearned_by_hh_size",0.5,820,819.5,0.999390243902439,"Nebraska",78,"percent_abawd >= 0.667 & rawben_rel_max < 0.916 & unearned_by_hh_size >= 0.5 & unearned_by_hh_size < 820"
1701,"unearned_by_hh_size",0.5,820,819.5,0.999390243902439,"Nevada",65,"percent_abawd >= 0.667 & rawben_rel_max < 0.916 & unearned_by_hh_size >= 0.5 & unearned_by_hh_size < 820"
3122,"unearned_by_hh_size",0.5,820,819.5,0.999390243902439,"Wisconsin",86,"percent_abawd >= 0.667 & rawben_rel_max < 0.916 & unearned_by_hh_size >= 0.5 & unearned_by_hh_size < 820"
445,"gross_by_hh_size",540,1720,1180,0.686046511627907,"District of Columbia",6,"children_i <= 0 & elderly_disabled_i <= 0 & gross_by_hh_size >= 540 & gross_by_hh_size < 1720"
