"state","hh_size","variable","source_column","n_2024","n_nonzero","p0_defl","p1_defl","p20_defl","p30_defl","p40_defl","p50_defl","p60_defl","p70_defl","p90_defl","p99_defl","p100_defl","p0_usd","p1_usd","p20_usd","p30_usd","p40_usd","p50_usd","p60_usd","p70_usd","p90_usd","p99_usd","p100_usd"
"Florida","7","rawearn_p","rawearn",6,4,0,1.9542,2.7427,3.1578,3.9528,4.9378,5.9229,7.212,11.0067,12.7143,12.904,0,613,860,991,1240,1549,1858,2262,3453,3988,4048
"Florida","7","rawgrinc_p","rawgross",6,5,0,1.9564,2.7874,3.0641,3.1801,3.2961,4.6095,5.9229,11.344,14.2026,14.5202,0,614,874,961,998,1034,1446,1858,3559,4455,4555
"Florida","7","rawmedded_p","medical_deductions",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","7","rawrent_p","rawrent",6,5,0,0.342,0.3589,0.6095,1.1017,1.5939,2.4865,3.379,5.1393,5.9277,6.0153,0,107,113,191,346,500,780,1060,1612,1860,1887
"Florida","7","rawunearn_p","rawunearn",6,2,0,1.6301,1.8942,2.0332,2.1721,2.3111,2.4501,2.5891,2.8671,2.9922,3.0061,0,511,594,638,681,725,769,812,899,939,943
"Florida","8","rawcsded_p","rawcsded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","8","rawdepded_p","rawdepded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","8","rawearn_p","rawearn",2,2,0,13.9015,15.2891,16.0194,16.7498,17.4801,18.2104,18.9407,20.4013,21.0586,21.1317,0,4361,4796,5025,5254,5484,5713,5942,6400,6606,6629
"Florida","8","rawgrinc_p","rawgross",2,2,0,13.9135,15.5295,16.38,17.2305,18.081,18.9315,19.782,21.4829,22.2484,22.3334,0,4365,4872,5138,5405,5672,5939,6206,6739,6979,7006
"Florida","8","rawmedded_p","medical_deductions",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","8","rawrent_p","rawrent",2,1,0,6.1428,6.1428,6.1428,6.1428,6.1428,6.1428,6.1428,6.1428,6.1428,6.1428,0,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927
"Florida","8","rawunearn_p","rawunearn",2,1,0,1.2018,1.2018,1.2018,1.2018,1.2018,1.2018,1.2018,1.2018,1.2018,1.2018,0,377,377,377,377,377,377,377,377,377,377
"Florida","12","rawcsded_p","rawcsded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","12","rawdepded_p","rawdepded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","12","rawearn_p","rawearn",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","12","rawgrinc_p","rawgross",1,1,0,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,0,696,696,696,696,696,696,696,696,696,696
"Florida","12","rawmedded_p","medical_deductions",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida","12","rawrent_p","rawrent",1,1,0,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,0,400,400,400,400,400,400,400,400,400,400
"Florida","12","rawunearn_p","rawunearn",1,1,0,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,2.2187,0,696,696,696,696,696,696,696,696,696,696
"Georgia","1","rawcsded_p","rawcsded",523,4,0,0.1827,0.2627,0.3047,0.3188,0.3188,0.3188,0.3299,0.3969,0.427,0.4303,0,57,82,96,100,100,100,104,124,134,135
"Georgia","1","rawdepded_p","rawdepded",523,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","1","rawearn_p","rawearn",523,60,0,0.0577,0.9325,1.29,1.7278,2.3589,2.7121,3.532,4.4513,9.888,14.415,0,18,293,405,542,740,851,1108,1396,3102,4522
"Georgia","1","rawgrinc_p","rawgross",523,432,0,0.133,2.9136,3.0029,3.0061,3.0698,3.3733,3.7667,5.0449,6.8573,17.9216,0,42,914,942,943,963,1058,1182,1583,2151,5622
"Georgia","1","rawmedded_p","medical_deductions",523,61,0,0.0274,0.5132,0.5132,0.5132,0.5132,0.5132,0.5132,0.7013,2.5849,3.9041,0,9,161,161,161,161,161,161,220,811,1225
"Georgia","1","rawrent_p","rawrent",523,357,0,0.0659,0.7121,0.9563,1.1412,1.2942,1.5939,1.9127,2.8212,4.8857,6.503,0,21,223,300,358,406,500,600,885,1533,2040
"Georgia","1","rawunearn_p","rawunearn",523,385,0,0.1176,2.9245,3.0061,3.0379,3.0698,3.342,3.7004,5.0086,6.6888,17.198,0,37,917,943,953,963,1048,1161,1571,2098,5395
"Georgia","2","rawcsded_p","rawcsded",149,1,0,0.1211,0.1211,0.1211,0.1211,0.1211,0.1211,0.1211,0.1211,0.1211,0.1211,0,38,38,38,38,38,38,38,38,38,38
"Georgia","2","rawdepded_p","rawdepded",149,2,0,0.7055,0.9678,1.1058,1.2439,1.3819,1.5199,1.658,1.934,2.0582,2.072,0,221,304,347,390,434,477,520,607,646,650
"Georgia","2","rawearn_p","rawearn",149,50,0,0.0047,1.2008,1.3789,2.5247,3.0379,3.6557,4.0398,6.2359,7.5999,7.6921,0,1,377,433,792,953,1147,1267,1956,2384,2413
"Georgia","2","rawgrinc_p","rawgross",149,116,0,0.6332,2.1167,2.8573,3.0698,3.7137,4.4629,5.1817,7.1884,11.6371,12.292,0,199,664,896,963,1165,1400,1626,2255,3651,3856
"Georgia","2","rawmedded_p","medical_deductions",149,15,0,0.0422,0.5126,0.5132,0.5132,0.5132,0.5132,0.5132,0.9404,0.9541,0.9563,0,13,161,161,161,161,161,161,295,299,300
"Georgia","2","rawrent_p","rawrent",149,88,0,0.0734,0.9563,1.0717,1.4339,1.7357,1.9439,2.3908,4.0794,6.4776,9.0596,0,23,300,336,450,544,610,750,1280,2032,2842
"Georgia","2","rawunearn_p","rawunearn",149,80,0,0.1386,1.5907,2.8052,3.0443,3.8142,4.5362,5.6646,7.7785,10.4892,11.358,0,43,499,880,955,1196,1423,1777,2440,3290,3563
"Georgia","3","rawcsded_p","rawcsded",93,1,0,0.6854,0.6854,0.6854,0.6854,0.6854,0.6854,0.6854,0.6854,0.6854,0.6854,0,215,215,215,215,215,215,215,215,215,215
"Georgia","3","rawdepded_p","rawdepded",93,6,0,0.0268,0.4144,0.4654,0.5164,0.5308,0.5451,0.9739,1.6608,1.8932,1.919,0,8,130,146,162,167,171,306,521,594,602
"Georgia","3","rawearn_p","rawearn",93,52,0,0.0048,3.0494,4.1419,4.8732,5.5196,6.0835,7.0555,7.9028,9.5145,10.2933,0,2,957,1299,1529,1732,1908,2213,2479,2985,3229
"Georgia","3","rawgrinc_p","rawgross",93,74,0,0.209,2.0096,2.9171,4.1383,5.0204,5.5257,6.3357,7.8935,9.3066,10.2933,0,66,630,915,1298,1575,1733,1987,2476,2919,3229
"Georgia","3","rawmedded_p","medical_deductions",93,3,0,0.0089,0.0561,0.081,0.1058,0.1307,0.2072,0.2837,0.4367,0.5056,0.5132,0,3,18,25,33,41,65,89,137,159,161
"Georgia","3","rawrent_p","rawrent",93,55,0,0.0162,1.1348,1.5939,1.9127,2.072,2.2314,3.2126,4.591,6.2109,7.7016,0,5,356,500,600,650,700,1008,1440,1948,2416
"Georgia","3","rawunearn_p","rawunearn",93,39,0,0.1554,0.7198,0.8154,1.1157,1.7023,2.0121,2.8314,4.7217,5.7721,6.0822,0,49,226,256,350,534,631,888,1481,1811,1908
"Georgia","4","rawcsded_p","rawcsded",76,1,0,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,1.0424,0,327,327,327,327,327,327,327,327,327,327
"Georgia","4","rawdepded_p","rawdepded",76,5,0,0.3056,0.7829,1.1432,1.6127,2.0822,2.3548,2.6275,2.9206,3.0147,3.0252,0,96,246,359,506,653,739,824,916,946,949
"Georgia","4","rawearn_p","rawearn",76,35,0,0.6578,3.5391,3.7348,5.0194,5.6615,6.0274,6.6478,8.8416,10.2099,10.2359,0,206,1110,1172,1575,1776,1891,2085,2774,3203,3211
"Georgia","4","rawgrinc_p","rawgross",76,66,0,0.2263,1.1635,2.0862,3.0284,3.6452,5.0717,6.3628,8.9289,10.8774,12.0689,0,71,365,654,950,1144,1591,1996,2801,3412,3786
"Georgia","4","rawmedded_p","medical_deductions",76,1,0,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0,2,2,2,2,2,2,2,2,2,2
"Georgia","4","rawrent_p","rawrent",76,41,0,0.044,0.9563,1.5939,2.2314,2.5502,2.8212,3.3886,4.7498,6.8071,7.7048,0,14,300,500,700,800,885,1063,1490,2135,2417
"Georgia","4","rawunearn_p","rawunearn",76,48,0,0.102,0.7147,0.9197,1.1839,1.4425,2.8167,3.0061,4.7128,6.0206,6.0281,0,32,224,288,371,452,884,943,1478,1889,1891
"Georgia","5","rawcsded_p","rawcsded",48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","5","rawdepded_p","rawdepded",48,2,0,0.2245,0.7948,1.0949,1.3951,1.6952,1.9954,2.2955,2.8959,3.166,3.196,0,70,249,343,438,532,626,720,908,993,1003
"Georgia","5","rawearn_p","rawearn",48,33,0,0.6854,2.4794,3.307,4.2639,5.2566,6.234,7.1342,10.2384,11.7902,11.9637,0,215,778,1037,1338,1649,1956,2238,3212,3699,3753
"Georgia","5","rawgrinc_p","rawgross",48,45,0,0.2543,1.5525,2.5936,3.4772,4.3226,5.4702,6.716,9.0583,11.8963,11.9637,0,80,487,814,1091,1356,1716,2107,2842,3732,3753
"Georgia","5","rawmedded_p","medical_deductions",48,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","5","rawrent_p","rawrent",48,30,0,0.0542,0.4144,0.9378,1.7851,2.072,2.2722,2.773,5.6168,6.4872,6.6656,0,17,130,294,560,650,713,870,1762,2035,2091
"Georgia","5","rawunearn_p","rawunearn",48,24,0,0.0032,0.5215,0.6312,0.9193,1.3261,1.8597,2.2646,3.3185,4.5254,4.6031,0,1,164,198,288,416,583,710,1041,1420,1444
"Georgia","6","rawcsded_p","rawcsded",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","6","rawdepded_p","rawdepded",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","6","rawearn_p","rawearn",19,13,0,1.5916,2.1498,2.9257,3.8519,4.2461,6.1447,9.08,10.8913,11.9402,12.0465,0,499,674,918,1208,1332,1928,2848,3417,3746,3779
"Georgia","6","rawgrinc_p","rawgross",19,18,0,0.7774,2.3105,2.6516,3.3999,4.1058,6.6165,8.7498,12.1996,13.6467,13.8699,0,244,725,832,1067,1288,2076,2745,3827,4281,4351
"Georgia","6","rawmedded_p","medical_deductions",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","6","rawrent_p","rawrent",19,10,0,0.4395,2.1562,2.9716,3.4249,3.8237,4.5081,5.5056,6.9037,8.1096,8.2435,0,138,676,932,1074,1200,1414,1727,2166,2544,2586
"Georgia","6","rawunearn_p","rawunearn",19,11,0,0.1807,0.6917,1.0743,1.1954,1.9445,2.7606,3.1208,6.2926,8.189,8.3997,0,57,217,337,375,610,866,979,1974,2569,2635
"Georgia","7","rawcsded_p","rawcsded",7,1,0,1.4791,1.4791,1.4791,1.4791,1.4791,1.4791,1.4791,1.4791,1.4791,1.4791,0,464,464,464,464,464,464,464,464,464,464
"Georgia","7","rawdepded_p","rawdepded",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","7","rawearn_p","rawearn",7,5,0,2.9052,7.0456,8.5668,9.43,10.2933,11.2177,12.1422,13.9299,14.7252,14.8135,0,911,2210,2687,2958,3229,3519,3809,4370,4619,4647
"Georgia","7","rawgrinc_p","rawgross",7,6,0,2.9927,8.795,9.2254,9.6557,9.9745,10.2933,11.4488,15.3905,17.898,18.1766,0,939,2759,2894,3029,3129,3229,3592,4828,5615,5702
"Georgia","7","rawmedded_p","medical_deductions",7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","7","rawrent_p","rawrent",7,5,0,0.6013,0.8824,1.3229,2.0561,2.7893,3.1782,3.5671,4.1823,4.4348,4.4629,0,189,277,415,645,875,997,1119,1312,1391,1400
"Georgia","7","rawunearn_p","rawunearn",7,3,0,1.5574,2.2576,2.6261,2.9946,3.3631,4.4495,5.5359,7.7086,8.6864,8.795,0,489,708,824,939,1055,1396,1737,2418,2725,2759
"Georgia","8","rawcsded_p","rawcsded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","8","rawdepded_p","rawdepded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","8","rawearn_p","rawearn",2,1,0,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,13.0443,0,4092,4092,4092,4092,4092,4092,4092,4092,4092,4092
"Georgia","8","rawgrinc_p","rawgross",2,2,0,5.6248,7.0488,7.7982,8.5477,9.2971,10.0465,10.796,12.2949,12.9694,13.0443,0,1765,2211,2446,2681,2916,3152,3387,3857,4068,4092
"Georgia","8","rawmedded_p","medical_deductions",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","8","rawrent_p","rawrent",2,2,0,3.6732,3.7514,3.7925,3.8336,3.8747,3.9158,3.957,4.0392,4.0762,4.0803,0,1152,1177,1190,1203,1216,1228,1241,1267,1279,1280
"Georgia","8","rawunearn_p","rawunearn",2,1,0,5.5499,5.5499,5.5499,5.5499,5.5499,5.5499,5.5499,5.5499,5.5499,5.5499,0,1741,1741,1741,1741,1741,1741,1741,1741,1741,1741
"Georgia","9","rawcsded_p","rawcsded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","9","rawdepded_p","rawdepded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","9","rawearn_p","rawearn",1,1,0,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,0,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
"Georgia","9","rawgrinc_p","rawgross",1,1,0,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,7.1725,0,2250,2250,2250,2250,2250,2250,2250,2250,2250,2250
"Georgia","9","rawmedded_p","medical_deductions",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","9","rawrent_p","rawrent",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia","9","rawunearn_p","rawunearn",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","1","rawcsded_p","rawcsded",575,5,0,0.1607,0.1849,0.2168,0.2678,0.3188,0.3991,0.4794,0.7721,0.9236,0.9404,0,50,58,68,84,100,125,150,242,290,295
"Idaho","1","rawdepded_p","rawdepded",575,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","1","rawearn_p","rawearn",575,76,0,0.0088,0.5515,0.7826,0.9468,1.197,1.7788,2.4976,4.2716,5.1963,5.2757,0,3,173,246,297,376,558,784,1340,1630,1655
"Idaho","1","rawgrinc_p","rawgross",575,469,0,0.1952,2.489,2.9786,3.0826,3.175,3.175,3.3459,4.2805,5.6057,7.6187,0,61,781,934,967,996,996,1050,1343,1759,2390
"Idaho","1","rawmedded_p","medical_deductions",575,30,0,0.0585,0.459,0.459,0.459,0.459,0.459,0.459,0.6541,1.6563,1.8106,0,18,144,144,144,144,144,144,205,520,568
"Idaho","1","rawrent_p","rawrent",575,401,0,0.1243,0.7682,0.9563,1.1348,1.3548,1.5939,1.833,2.4195,4.1281,6.5477,0,39,241,300,356,425,500,575,759,1295,2054
"Idaho","1","rawunearn_p","rawunearn",575,414,0,0.2605,2.8429,3.0061,3.0826,3.175,3.175,3.2802,4.212,5.2758,5.9611,0,82,892,943,967,996,996,1029,1321,1655,1870
"Idaho","2","rawcsded_p","rawcsded",129,5,0,0.2759,0.3099,0.3347,0.3666,0.3985,0.475,0.5515,0.8556,1.0151,1.0328,0,87,97,105,115,125,149,173,268,318,324
"Idaho","2","rawdepded_p","rawdepded",129,5,0,0.0319,0.0319,0.0383,0.051,0.0638,0.278,0.4922,0.716,0.786,0.7938,0,10,10,12,16,20,87,154,225,247,249
"Idaho","2","rawearn_p","rawearn",129,43,0,0.0032,0.8001,1.2208,1.5135,1.9158,2.8677,4.1139,5.6283,6.4191,6.4807,0,1,251,383,475,601,900,1291,1766,2014,2033
"Idaho","2","rawgrinc_p","rawgross",129,112,0,0.0471,0.9863,1.9767,3.0596,3.4013,3.7794,4.2547,5.8288,7.8662,8.285,0,15,309,620,960,1067,1186,1335,1829,2468,2599
"Idaho","2","rawmedded_p","medical_deductions",129,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","2","rawrent_p","rawrent",129,84,0,0.1469,0.9436,1.1103,1.5837,1.5939,1.9127,2.2043,3.1527,4.2638,4.3035,0,46,296,348,497,500,600,691,989,1338,1350
"Idaho","2","rawunearn_p","rawunearn",129,88,0,0.0032,0.737,1.1237,2.9066,3.1623,3.5027,4.0268,5.0816,6.2029,6.3915,0,1,231,352,912,992,1099,1263,1594,1946,2005
"Idaho","3","rawcsded_p","rawcsded",85,2,0,0.0858,0.5049,0.7255,0.9461,1.1667,1.3873,1.6079,2.0491,2.2476,2.2697,0,27,158,228,297,366,435,504,643,705,712
"Idaho","3","rawdepded_p","rawdepded",85,8,0,0.1157,0.1466,0.2187,0.5222,0.7109,0.8161,0.8272,1.6098,2.1119,2.1677,0,36,46,69,164,223,256,260,505,662,680
"Idaho","3","rawearn_p","rawearn",85,47,0,0.0846,1.5218,2.329,2.9857,3.8285,4.5171,5.7208,7.096,7.9891,8.0873,0,27,477,731,937,1201,1417,1795,2226,2506,2537
"Idaho","3","rawgrinc_p","rawgross",85,70,0,0.3075,2.2021,3.0757,3.423,4.0883,4.6069,5.3672,6.854,7.94,8.0873,0,96,691,965,1074,1282,1445,1684,2150,2491,2537
"Idaho","3","rawmedded_p","medical_deductions",85,1,0,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0,144,144,144,144,144,144,144,144,144,144
"Idaho","3","rawrent_p","rawrent",85,53,0,0.2625,1.4632,1.5939,2.0402,2.2314,2.6203,3.0921,4.2792,8.0377,10.5292,0,82,459,500,640,700,822,970,1342,2521,3303
"Idaho","3","rawunearn_p","rawunearn",85,42,0,0.0437,0.8444,1.2904,1.6028,2.2474,2.9927,3.1763,4.5757,6.8464,6.8569,0,14,265,405,503,705,939,996,1435,2148,2151
"Idaho","4","rawcsded_p","rawcsded",75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","4","rawdepded_p","rawdepded",75,8,0,0.132,0.1913,0.1986,0.2499,0.2694,0.4042,0.8594,1.248,1.5593,1.5939,0,41,60,62,78,85,127,270,391,489,500
"Idaho","4","rawearn_p","rawearn",75,46,0,0.1093,1.6289,3.3376,4.1186,5.0398,6.0249,7.2251,8.7791,9.9302,9.9617,0,34,511,1047,1292,1581,1890,2266,2754,3115,3125
"Idaho","4","rawgrinc_p","rawgross",75,68,0,0.2023,2.1256,3.4625,4.526,5.0398,6.0172,7.021,8.7179,9.9796,10.0159,0,63,667,1086,1420,1581,1888,2202,2735,3131,3142
"Idaho","4","rawmedded_p","medical_deductions",75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","4","rawrent_p","rawrent",75,59,0,0.1255,1.052,1.511,1.8693,2.1071,2.5234,3.2298,4.4705,6.8402,7.504,0,39,330,474,586,661,792,1013,1402,2146,2354
"Idaho","4","rawunearn_p","rawunearn",75,41,0,0.0529,0.8129,1.2751,1.7373,2.37,2.7542,3.395,6.35,7.8865,8.2499,0,17,255,400,545,743,864,1065,1992,2474,2588
"Idaho","5","rawcsded_p","rawcsded",40,2,0,0.7275,0.7415,0.7488,0.7561,0.7635,0.7708,0.7781,0.7928,0.7994,0.8001,0,228,233,235,237,240,242,244,249,251,251
"Idaho","5","rawdepded_p","rawdepded",40,4,0,0.2028,0.4826,0.6299,0.6937,0.7157,0.7376,0.9442,2.0956,2.6138,2.6713,0,64,151,198,218,225,231,296,657,820,838
"Idaho","5","rawearn_p","rawearn",40,33,0,0.7088,3.2407,4.1849,5.8351,6.1747,7.0634,8.051,9.9917,11.9796,11.9796,0,222,1017,1313,1830,1937,2216,2526,3134,3758,3758
"Idaho","5","rawgrinc_p","rawgross",40,38,0,0.4474,2.8983,3.8923,5.3777,6.2199,7.979,8.5301,10.2289,11.9796,11.9796,0,140,909,1221,1687,1951,2503,2676,3209,3758,3758
"Idaho","5","rawmedded_p","medical_deductions",40,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","5","rawrent_p","rawrent",40,31,0,0.4064,1.2751,1.5939,2.2314,3.5288,4.1281,4.329,4.9347,7.7679,8.3647,0,127,400,500,700,1107,1295,1358,1548,2437,2624
"Idaho","5","rawunearn_p","rawunearn",40,19,0,0.0032,0.7529,0.9806,1.3828,1.97,2.468,2.6847,3.5231,4.8557,5.0749,0,1,236,308,434,618,774,842,1105,1523,1592
"Idaho","6","rawcsded_p","rawcsded",19,1,0,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0.0478,0,15,15,15,15,15,15,15,15,15,15
"Idaho","6","rawdepded_p","rawdepded",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","6","rawearn_p","rawearn",19,12,0,1.6826,6.2129,8.204,8.3615,8.6595,9.4128,9.9005,11.904,12.0506,12.0625,0,528,1949,2574,2623,2716,2953,3106,3734,3780,3784
"Idaho","6","rawgrinc_p","rawgross",19,16,0,0.6648,3.6787,8.1208,8.2117,8.5575,9.1106,9.8916,11.9413,12.0462,12.0625,0,209,1154,2548,2576,2684,2858,3103,3746,3779,3784
"Idaho","6","rawmedded_p","medical_deductions",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","6","rawrent_p","rawrent",19,14,0,1.5939,2.1039,2.3749,2.4354,2.869,3.277,3.8272,5.0536,5.841,5.8974,0,500,660,745,764,900,1028,1201,1585,1832,1850
"Idaho","6","rawunearn_p","rawunearn",19,9,0,0.0539,0.6605,0.7332,1.1897,2.6713,3.2043,3.5422,6.5604,8.8556,9.1106,0,17,207,230,373,838,1005,1111,2058,2778,2858
"Idaho","7","rawcsded_p","rawcsded",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","7","rawdepded_p","rawdepded",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","7","rawearn_p","rawearn",6,5,0,4.2225,5.5913,6.2894,6.9653,7.6411,9.3854,11.1297,13.2585,14.0125,14.0963,0,1325,1754,1973,2185,2397,2944,3491,4159,4396,4422
"Idaho","7","rawgrinc_p","rawgross",6,6,0,0.2166,4.1505,5.051,5.9515,6.7963,7.6411,9.8215,13.0491,13.9916,14.0963,0,68,1302,1585,1867,2132,2397,3081,4093,4389,4422
"Idaho","7","rawmedded_p","medical_deductions",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","7","rawrent_p","rawrent",6,6,0,0.6556,1.1189,1.4759,1.833,3.1734,4.5139,5.0064,5.985,6.4225,6.4712,0,206,351,463,575,995,1416,1570,1878,2015,2030
"Idaho","7","rawunearn_p","rawunearn",6,1,0,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0,3,3,3,3,3,3,3,3,3,3
"Idaho","8","rawcsded_p","rawcsded",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","8","rawdepded_p","rawdepded",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","8","rawearn_p","rawearn",4,4,0,12.4451,13.052,13.3714,13.6831,13.9911,14.299,14.6937,15.8298,16.341,16.3978,0,3904,4094,4195,4292,4389,4486,4609,4966,5126,5144
"Idaho","8","rawgrinc_p","rawgross",4,4,0,12.4451,13.052,13.3714,13.6831,13.9911,14.299,14.7035,15.8989,16.4369,16.4967,0,3904,4094,4195,4292,4389,4486,4612,4987,5156,5175
"Idaho","8","rawmedded_p","medical_deductions",4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho","8","rawrent_p","rawrent",4,4,0,2.2155,2.2155,2.2155,2.3781,2.6219,2.8658,3.2053,4.2668,4.7445,4.7976,0,695,695,695,746,822,899,1005,1338,1488,1505
"Idaho","8","rawunearn_p","rawunearn",4,1,0,0.0988,0.0988,0.0988,0.0988,0.0988,0.0988,0.0988,0.0988,0.0988,0.0988,0,31,31,31,31,31,31,31,31,31,31
"Idaho","9","rawcsded_p","rawcsded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
