"state","hh_size","variable","source_column","n_2024","n_nonzero","p0_defl","p1_defl","p20_defl","p30_defl","p40_defl","p50_defl","p60_defl","p70_defl","p90_defl","p99_defl","p100_defl","p0_usd","p1_usd","p20_usd","p30_usd","p40_usd","p50_usd","p60_usd","p70_usd","p90_usd","p99_usd","p100_usd"
"Alabama","1","rawcsded_p","rawcsded",562,10,0,0.0912,0.2965,0.417,0.5107,0.5802,0.6742,0.7701,0.8464,1.1433,1.1763,0,29,93,131,160,182,211,242,265,359,369
"Alabama","1","rawdepded_p","rawdepded",562,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","1","rawearn_p","rawearn",562,65,0,0.0839,0.9525,1.5039,1.8763,2.512,2.8263,3.2483,4.3035,5.3377,5.3459,0,26,299,472,589,788,887,1019,1350,1674,1677
"Alabama","1","rawgrinc_p","rawgross",562,463,0,0.2226,2.7702,2.9774,3.0061,3.0698,3.0998,3.4096,4.2933,5.3272,8.54,0,70,869,934,943,963,972,1070,1347,1671,2679
"Alabama","1","rawmedded_p","medical_deductions",562,39,0,0.171,0.4463,0.4463,0.4463,0.4463,0.4463,0.4463,0.6739,1.8353,2.1709,0,54,140,140,140,140,140,140,211,576,681
"Alabama","1","rawrent_p","rawrent",562,353,0,0.0161,0.4444,0.6376,0.9557,1.2177,1.4313,1.5939,2.5018,3.5308,9.8024,0,5,139,200,300,382,449,500,785,1108,3075
"Alabama","1","rawunearn_p","rawunearn",562,405,0,0.3252,2.9136,3.0061,3.0061,3.073,3.1361,3.4147,4.2843,5.2087,5.6615,0,102,914,943,943,964,984,1071,1344,1634,1776
"Alabama","2","rawcsded_p","rawcsded",181,2,0,0.7986,1.0124,1.125,1.2375,1.35,1.4625,1.5751,1.8001,1.9014,1.9127,0,251,318,353,388,423,459,494,565,596,600
"Alabama","2","rawdepded_p","rawdepded",181,11,0,0.3739,0.6216,0.6376,0.6854,0.9245,1.0296,1.2751,1.5779,1.7616,1.782,0,117,195,200,215,290,323,400,495,553,559
"Alabama","2","rawearn_p","rawearn",181,62,0,0.3163,2.357,2.7922,3.3748,3.6213,4.0147,4.6631,5.7195,6.7103,6.7453,0,99,739,876,1059,1136,1259,1463,1794,2105,2116
"Alabama","2","rawgrinc_p","rawgross",181,143,0,0.1594,1.3146,2.4539,2.9876,3.4268,3.9847,4.4962,6.0682,8.1862,9.729,0,50,412,770,937,1075,1250,1410,1904,2568,3052
"Alabama","2","rawmedded_p","medical_deductions",181,7,0,0.0298,0.4463,0.4463,0.4463,0.4463,0.4463,0.4463,0.6439,0.9107,0.9404,0,9,140,140,140,140,140,140,202,286,295
"Alabama","2","rawrent_p","rawrent",181,92,0,0.0719,0.6535,0.9563,1.1138,1.3532,1.657,1.935,2.8393,4.6332,4.7434,0,23,205,300,349,425,520,607,891,1453,1488
"Alabama","2","rawunearn_p","rawunearn",181,93,0,0.1568,0.9338,1.2751,2.2187,2.9136,3.1304,3.9394,5.4396,8.3096,9.729,0,49,293,400,696,914,982,1236,1706,2607,3052
"Alabama","3","rawcsded_p","rawcsded",127,2,0,0.5218,0.6235,0.6771,0.7306,0.7842,0.8377,0.8913,0.9984,1.0466,1.052,0,164,196,212,229,246,263,280,313,328,330
"Alabama","3","rawdepded_p","rawdepded",127,14,0,0.3768,0.5757,0.9209,1.0532,1.1906,1.3433,1.3982,2.46,4.1945,4.4278,0,118,181,289,330,374,421,439,772,1316,1389
"Alabama","3","rawearn_p","rawearn",127,59,0,0.1672,1.6876,2.4042,3.3344,4.3704,4.7389,5.6404,7.6187,8.3342,8.4858,0,52,529,754,1046,1371,1487,1769,2390,2614,2662
"Alabama","3","rawgrinc_p","rawgross",127,103,0,0.1756,1.6251,2.3271,3.0061,3.4874,4.3762,4.9519,6.7478,8.4817,8.5942,0,55,510,730,943,1094,1373,1553,2117,2661,2696
"Alabama","3","rawmedded_p","medical_deductions",127,3,0,0.4464,0.4488,0.4501,0.4514,0.4527,0.7249,0.9971,1.5416,1.7866,1.8138,0,140,141,141,142,142,227,313,484,560,569
"Alabama","3","rawrent_p","rawrent",127,58,0,0.0368,0.7944,1.0296,1.2955,1.5939,1.9445,2.4555,3.2633,4.5597,4.6924,0,12,249,323,406,500,610,770,1024,1430,1472
"Alabama","3","rawunearn_p","rawunearn",127,60,0,0.0346,0.9506,1.3405,1.6787,2.1565,2.795,3.0061,4.6356,6.6194,6.9429,0,11,298,420,527,676,877,943,1454,2077,2178
"Alabama","4","rawcsded_p","rawcsded",89,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","4","rawdepded_p","rawdepded",89,6,0,0.977,1.3707,1.4504,1.5301,1.6018,1.6736,2.5561,4.3923,5.2505,5.3459,0,306,430,455,480,502,525,802,1378,1647,1677
"Alabama","4","rawearn_p","rawearn",89,55,0,0.7737,4.614,5.233,5.7973,6.4488,7.2005,7.555,9.1049,10.5152,10.7682,0,243,1447,1642,1819,2023,2259,2370,2856,3299,3378
"Alabama","4","rawgrinc_p","rawgross",89,76,0,0.4383,3.1878,4.5967,5.4893,6.0886,6.6305,7.5821,9.1266,10.4168,10.7682,0,138,1000,1442,1722,1910,2080,2378,2863,3268,3378
"Alabama","4","rawmedded_p","medical_deductions",89,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","4","rawrent_p","rawrent",89,61,0,0.0561,1.1157,1.3899,1.6194,1.9127,2.1326,2.4769,3.5065,4.2595,4.3035,0,18,350,436,508,600,669,777,1100,1336,1350
"Alabama","4","rawunearn_p","rawunearn",89,36,0,0.3232,0.8224,1.2624,1.7788,2.3211,3.0061,3.2037,6.0121,6.3688,6.3755,0,101,258,396,558,728,943,1005,1886,1998,2000
"Alabama","5","rawcsded_p","rawcsded",49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","5","rawdepded_p","rawdepded",49,2,0,1.7335,2.0848,2.2697,2.4546,2.6395,2.8244,3.0092,3.379,3.5454,3.5639,0,544,654,712,770,828,886,944,1060,1112,1118
"Alabama","5","rawearn_p","rawearn",49,27,0,0.6325,2.512,3.3943,4.9232,5.0685,6.2933,7.3414,9.7533,13.0101,13.4428,0,198,788,1065,1544,1590,1974,2303,3060,4081,4217
"Alabama","5","rawgrinc_p","rawgross",49,39,0,0.6281,2.7855,3.8004,4.948,6.3723,7.1999,7.5684,9.8177,14.8975,16.8091,0,197,874,1192,1552,1999,2259,2374,3080,4673,5273
"Alabama","5","rawmedded_p","medical_deductions",49,1,0,0.6726,0.6726,0.6726,0.6726,0.6726,0.6726,0.6726,0.6726,0.6726,0.6726,0,211,211,211,211,211,211,211,211,211,211
"Alabama","5","rawrent_p","rawrent",49,29,0,0.1386,0.9423,1.1406,1.9127,1.9637,2.2314,2.6439,3.3924,4.1366,4.3035,0,43,296,358,600,616,700,829,1064,1298,1350
"Alabama","5","rawunearn_p","rawunearn",49,23,0,0.1959,1.1011,1.759,2.8122,3.0061,3.3873,3.8004,7.0666,9.347,9.9171,0,61,345,552,882,943,1063,1192,2217,2932,3111
"Alabama","6","rawcsded_p","rawcsded",14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","6","rawdepded_p","rawdepded",14,3,0,1.598,1.6162,1.6258,1.6353,1.6449,1.7271,1.8094,1.9739,2.0479,2.0561,0,501,507,510,513,516,542,568,619,642,645
"Alabama","6","rawearn_p","rawearn",14,9,0,3.3854,4.1976,5.4587,7.059,7.6761,9.2573,10.649,12.6911,15.2984,15.5881,0,1062,1317,1712,2214,2408,2904,3341,3981,4799,4890
"Alabama","6","rawgrinc_p","rawgross",14,14,0,0.7543,3.6353,4.4571,5.096,6.036,7.5218,9.2193,12.1788,15.1567,15.5881,0,237,1140,1398,1599,1894,2360,2892,3820,4755,4890
"Alabama","6","rawmedded_p","medical_deductions",14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","6","rawrent_p","rawrent",14,8,0,1.6282,2.271,2.5661,2.6777,2.8451,3.022,3.167,3.846,5.061,5.196,0,511,712,805,840,892,948,993,1206,1588,1630
"Alabama","6","rawunearn_p","rawunearn",14,8,0,0.6717,1.1042,1.3385,1.4256,1.6321,2.0332,2.8008,5.6344,8.8175,9.1712,0,211,346,420,447,512,638,879,1767,2766,2877
"Alabama","7","rawcsded_p","rawcsded",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","7","rawdepded_p","rawdepded",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","7","rawearn_p","rawearn",10,6,0,0.8229,1.3771,2.9311,4.4852,5.7555,7.0258,9.1074,12.1342,12.9849,13.0794,0,258,432,920,1407,1806,2204,2857,3806,4073,4103
"Alabama","7","rawgrinc_p","rawgross",10,9,0,0.3568,1.1438,2.6203,4.6012,5.0653,5.634,6.526,11.5671,12.9281,13.0794,0,112,359,822,1443,1589,1767,2047,3629,4056,4103
"Alabama","7","rawmedded_p","medical_deductions",10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","7","rawrent_p","rawrent",10,6,0,0.2867,0.4048,1.2735,2.1422,2.1868,2.2314,2.5502,3.3312,3.7472,3.7934,0,90,127,400,672,686,700,800,1045,1176,1190
"Alabama","7","rawunearn_p","rawunearn",10,3,0,0.4137,2.2174,3.1667,4.116,5.0653,5.2075,5.3497,5.634,5.762,5.7762,0,130,696,993,1291,1589,1634,1678,1767,1808,1812
"Alabama","8","rawcsded_p","rawcsded",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","8","rawdepded_p","rawdepded",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","8","rawearn_p","rawearn",6,4,0,3.8754,6.2193,7.453,8.6624,9.8597,11.0571,12.3197,15.1065,16.3605,16.4998,0,1216,1951,2338,2717,3093,3469,3865,4739,5132,5176
"Alabama","8","rawgrinc_p","rawgross",6,6,0,1.6578,9.4135,9.8422,10.271,10.8495,11.4281,11.6417,14.1776,16.2676,16.4998,0,520,2953,3088,3222,3404,3585,3652,4448,5103,5176
"Alabama","8","rawmedded_p","medical_deductions",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","8","rawrent_p","rawrent",6,3,0,0.4367,0.5566,0.6197,0.6828,0.7459,1.0966,1.4472,2.1485,2.4641,2.4992,0,137,175,194,214,234,344,454,674,773,784
"Alabama","8","rawunearn_p","rawunearn",6,4,0,1.2586,1.4294,1.5193,2.5432,4.0341,5.525,7.0099,9.9554,11.2808,11.4281,0,395,448,477,798,1266,1733,2199,3123,3539,3585
"Alabama","9","rawcsded_p","rawcsded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","9","rawdepded_p","rawdepded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","9","rawearn_p","rawearn",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","9","rawgrinc_p","rawgross",1,1,0,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,0,400,400,400,400,400,400,400,400,400,400
"Alabama","9","rawmedded_p","medical_deductions",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","9","rawrent_p","rawrent",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama","9","rawunearn_p","rawunearn",1,1,0,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,1.2751,0,400,400,400,400,400,400,400,400,400,400
"Arizona","1","rawcsded_p","rawcsded",493,3,0,0.2029,0.5457,0.7262,0.9066,1.087,1.2024,1.3178,1.5486,1.6525,1.664,0,64,171,228,284,341,377,413,486,518,522
"Arizona","1","rawdepded_p","rawdepded",493,1,0,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0.4112,0,129,129,129,129,129,129,129,129,129,129
"Arizona","1","rawearn_p","rawearn",493,51,0,0.0048,0.2136,0.3188,0.9213,1.2964,1.4951,1.9892,4.3258,7.3908,8.7887,0,1,67,100,289,407,469,624,1357,2318,2757
"Arizona","1","rawgrinc_p","rawgross",493,288,0,0.0596,1.9299,2.7246,2.9774,3.0061,3.1246,3.7364,5.1744,7.0733,13.5703,0,19,605,855,934,943,980,1172,1623,2219,4257
"Arizona","1","rawmedded_p","medical_deductions",493,29,0,0.2226,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0.5489,1.3934,1.5461,0,70,145,145,145,145,145,145,172,437,485
"Arizona","1","rawrent_p","rawrent",493,226,0,0.0869,0.8894,1.1157,1.2815,1.5572,1.7851,2.072,3.1415,5.4359,8.54,0,27,279,350,402,489,560,650,985,1705,2679
"Arizona","1","rawunearn_p","rawunearn",493,246,0,0.0924,2.5502,2.9136,3.0061,3.0698,3.2675,3.7743,5.1291,6.8387,7.6379,0,29,800,914,943,963,1025,1184,1609,2145,2396
"Arizona","2","rawcsded_p","rawcsded",139,1,0,0.7204,0.7204,0.7204,0.7204,0.7204,0.7204,0.7204,0.7204,0.7204,0.7204,0,226,226,226,226,226,226,226,226,226,226
"Arizona","2","rawdepded_p","rawdepded",139,7,0,0.2329,0.7192,0.8205,1.0061,1.2337,1.2337,1.5626,4.3589,6.3575,6.5795,0,73,226,257,316,387,387,490,1367,1994,2064
"Arizona","2","rawearn_p","rawearn",139,38,0,0.1614,0.8084,1.2923,2.2321,2.8921,4.0064,5.3652,7.8218,10.1877,10.8989,0,51,254,405,700,907,1257,1683,2454,3196,3419
"Arizona","2","rawgrinc_p","rawgross",139,96,0,0.1578,1.5014,2.5614,3.0698,4.0054,5.0845,5.4511,7.5406,10.3054,10.8989,0,50,471,804,963,1256,1595,1710,2366,3233,3419
"Arizona","2","rawmedded_p","medical_deductions",139,8,0,0.4622,0.4622,0.4622,0.4622,0.4622,0.4686,0.4909,0.8387,0.8528,0.8543,0,145,145,145,145,145,147,154,263,268,268
"Arizona","2","rawrent_p","rawrent",139,76,0,0.0406,0.7714,1.1986,1.5939,1.9174,2.1549,2.4705,3.1686,4.8255,5.1004,0,13,242,376,500,602,676,775,994,1514,1600
"Arizona","2","rawunearn_p","rawunearn",139,69,0,0.1492,1.3994,1.9879,2.9595,3.5639,4.2633,5.175,6.8097,9.1231,10.2741,0,47,439,624,928,1118,1337,1623,2136,2862,3223
"Arizona","3","rawcsded_p","rawcsded",89,2,0,0.8653,0.9531,0.9994,1.0456,1.0918,1.138,1.1843,1.2767,1.3183,1.3229,0,271,299,314,328,342,357,372,400,414,415
"Arizona","3","rawdepded_p","rawdepded",89,6,0,0.4093,0.7969,0.8097,0.8224,1.0488,1.2751,1.4313,1.8218,2.0327,2.0561,0,128,250,254,258,329,400,449,572,638,645
"Arizona","3","rawearn_p","rawearn",89,44,0,0.3558,1.664,3.3287,4.6841,5.5961,6.1479,7.0504,9.0003,11.1651,11.2528,0,112,522,1044,1469,1756,1929,2212,2823,3502,3530
"Arizona","3","rawgrinc_p","rawgross",89,69,0,0.0032,1.1113,2.642,3.4681,4.0771,5.1425,6.218,8.9812,11.1141,11.2528,0,1,349,829,1088,1279,1613,1951,2817,3486,3530
"Arizona","3","rawmedded_p","medical_deductions",89,1,0,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,1.1062,0,347,347,347,347,347,347,347,347,347,347
"Arizona","3","rawrent_p","rawrent",89,54,0,0.1551,1.5939,1.9127,2.2314,2.6857,3.2515,4.0434,5.2767,6.5051,6.6943,0,49,500,600,700,842,1020,1268,1655,2041,2100
"Arizona","3","rawunearn_p","rawunearn",89,31,0,0.0032,0.7523,1.0998,1.8043,2.6458,3.1973,3.599,5.1865,8.4198,8.5241,0,1,236,345,566,830,1003,1129,1627,2641,2674
"Arizona","4","rawcsded_p","rawcsded",64,1,0,1.9254,1.9254,1.9254,1.9254,1.9254,1.9254,1.9254,1.9254,1.9254,1.9254,0,604,604,604,604,604,604,604,604,604,604
"Arizona","4","rawdepded_p","rawdepded",64,4,0,0.9735,1.3006,1.4727,1.6487,1.8266,2.0045,2.2671,3.1317,3.5207,3.5639,0,305,408,462,517,573,629,711,982,1104,1118
"Arizona","4","rawearn_p","rawearn",64,37,0,0.4231,3.4281,4.4635,6.3781,7.3701,8.6981,9.7029,11.8196,13.4647,13.9719,0,133,1075,1400,2001,2312,2729,3044,3708,4224,4383
"Arizona","4","rawgrinc_p","rawgross",64,50,0,0.4099,2.3966,2.9783,4.0988,6.3851,7.4453,9.1556,10.9987,13.2815,13.9719,0,129,752,934,1286,2003,2336,2872,3450,4166,4383
"Arizona","4","rawmedded_p","medical_deductions",64,2,0,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0.4622,0,145,145,145,145,145,145,145,145,145,145
"Arizona","4","rawrent_p","rawrent",64,39,0,0.1725,2.0676,2.5406,2.7255,3.0953,3.6538,4.4119,6.1288,7.7877,7.9694,0,54,649,797,855,971,1146,1384,1923,2443,2500
"Arizona","4","rawunearn_p","rawunearn",64,18,0,0.3481,0.5419,0.8416,1.1578,2.2314,2.5752,2.8898,6.0494,8.8831,9.3497,0,109,170,264,363,700,808,907,1898,2787,2933
"Arizona","5","rawcsded_p","rawcsded",50,1,0,2.4705,2.4705,2.4705,2.4705,2.4705,2.4705,2.4705,2.4705,2.4705,2.4705,0,775,775,775,775,775,775,775,775,775,775
"Arizona","5","rawdepded_p","rawdepded",50,3,0,0.1656,0.2238,0.2544,0.285,0.3156,0.526,0.7364,1.1572,1.3465,1.3675,0,52,70,80,89,99,165,231,363,422,429
"Arizona","5","rawearn_p","rawearn",50,33,0,1.0762,4.3832,5.3797,7.2547,8.4763,9.898,10.8333,12.3545,12.7295,12.8499,0,338,1375,1688,2276,2659,3105,3398,3876,3993,4031
"Arizona","5","rawgrinc_p","rawgross",50,42,0,0.045,2.0242,4.2238,5.4561,7.1565,9.4581,10.6653,12.3573,13.9028,14.176,0,14,635,1325,1712,2245,2967,3346,3877,4361,4447
"Arizona","5","rawmedded_p","medical_deductions",50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","5","rawrent_p","rawrent",50,38,0,0.229,1.5939,2.0794,2.5936,3.1878,3.2407,4.0899,5.8244,7.6844,8.1479,0,72,500,652,814,1000,1017,1283,1827,2411,2556
"Arizona","5","rawunearn_p","rawunearn",50,22,0,0.0246,0.4947,0.7421,0.9589,1.0679,1.2509,1.5748,2.6879,8.3844,8.7727,0,8,155,233,301,335,392,494,843,2630,2752
"Arizona","6","rawcsded_p","rawcsded",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","6","rawdepded_p","rawdepded",19,2,0,0.2699,0.6127,0.7931,0.9735,1.154,1.3344,1.5148,1.8757,2.0381,2.0561,0,85,192,249,305,362,419,475,588,639,645
"Arizona","6","rawearn_p","rawearn",19,12,0,2.0859,3.3905,4.6213,7.3873,9.0214,10.2767,10.5209,14.1049,17.0843,17.4339,0,654,1064,1450,2317,2830,3224,3300,4425,5359,5469
"Arizona","6","rawgrinc_p","rawgross",19,17,0,0.9066,3.0711,4.2212,5.8731,6.9398,8.7032,10.0816,14.5566,17.0457,17.4339,0,284,963,1324,1842,2177,2730,3163,4566,5347,5469
"Arizona","6","rawmedded_p","medical_deductions",19,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","6","rawrent_p","rawrent",19,13,0,0.3846,2.0006,2.4405,3.0602,3.481,3.6366,4.2461,5.7915,6.5876,6.6943,0,121,628,766,960,1092,1141,1332,1817,2067,2100
"Arizona","6","rawunearn_p","rawunearn",19,8,0,0.7034,1.0877,1.5716,2.1071,2.6331,3.5486,5.4476,6.5014,7.3349,7.4275,0,221,341,493,661,826,1113,1709,2039,2301,2330
"Arizona","7","rawcsded_p","rawcsded",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","7","rawdepded_p","rawdepded",6,2,0,0.5366,1.2228,1.584,1.9452,2.3063,2.6675,3.0287,3.751,4.0761,4.1122,0,168,384,497,610,724,837,950,1177,1279,1290
"Arizona","7","rawearn_p","rawearn",6,5,0,3.5517,3.6825,4.3449,5.6009,6.8569,7.4141,7.9713,12.5362,15.1079,15.3937,0,1114,1155,1363,1757,2151,2326,2501,3933,4739,4829
"Arizona","7","rawgrinc_p","rawgross",6,6,0,3.8739,6.8569,7.5534,8.2499,8.4507,8.6516,12.0226,16.248,17.0169,17.1023,0,1215,2151,2370,2588,2651,2714,3772,5097,5338,5365
"Arizona","7","rawmedded_p","medical_deductions",6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","7","rawrent_p","rawrent",6,6,0,3.1921,3.2738,3.5113,3.7488,4.584,5.4192,5.467,5.6407,5.7541,5.7667,0,1001,1027,1102,1176,1438,1700,1715,1770,1805,1809
"Arizona","7","rawunearn_p","rawunearn",6,2,0,5.2267,7.5059,8.7055,9.905,11.1046,12.3041,13.5037,15.9028,16.9824,17.1023,0,1640,2355,2731,3107,3484,3860,4236,4989,5327,5365
"Arizona","8","rawcsded_p","rawcsded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","8","rawdepded_p","rawdepded",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","8","rawearn_p","rawearn",2,2,0,11.2782,11.3363,11.3669,11.3975,11.4281,11.4587,11.4893,11.5505,11.5781,11.5811,0,3538,3556,3566,3575,3585,3595,3604,3623,3632,3633
"Arizona","8","rawgrinc_p","rawgross",2,2,0,11.6081,12.1211,12.3911,12.6611,12.9311,13.2011,13.4712,14.0112,14.2542,14.2812,0,3641,3802,3887,3972,4056,4141,4226,4395,4472,4480
"Arizona","8","rawmedded_p","medical_deductions",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","8","rawrent_p","rawrent",2,2,0,2.5566,2.6777,2.7415,2.8052,2.869,2.9327,2.9965,3.124,3.1814,3.1878,0,802,840,860,880,900,920,940,980,998,1000
"Arizona","8","rawunearn_p","rawunearn",2,1,0,3.0061,3.0061,3.0061,3.0061,3.0061,3.0061,3.0061,3.0061,3.0061,3.0061,0,943,943,943,943,943,943,943,943,943,943
"Arizona","9","rawcsded_p","rawcsded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","9","rawdepded_p","rawdepded",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","9","rawearn_p","rawearn",1,1,0,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,0,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006
"Arizona","9","rawgrinc_p","rawgross",1,1,0,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,6.3946,0,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006
"Arizona","9","rawmedded_p","medical_deductions",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona","9","rawrent_p","rawrent",1,1,0,2.1804,2.1804,2.1804,2.1804,2.1804,2.1804,2.1804,2.1804,2.1804,2.1804,0,684,684,684,684,684,684,684,684,684,684
"Arizona","9","rawunearn_p","rawunearn",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas","1","rawcsded_p","rawcsded",556,2,0,0.1168,0.1556,0.176,0.1964,0.2168,0.2372,0.2576,0.2984,0.3167,0.3188,0,37,49,55,62,68,74,81,94,99,100
"Arkansas","1","rawdepded_p","rawdepded",556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas","1","rawearn_p","rawearn",556,22,0,0.0238,0.3915,0.8259,1.3389,2.1071,2.5132,3.0105,3.4208,4.2712,4.4405,0,7,123,259,420,661,788,944,1073,1340,1393
"Arkansas","1","rawgrinc_p","rawgross",556,438,0,0.1685,2.9136,2.9939,3.0061,3.0698,3.0698,3.2573,4.0472,4.9124,12.0338,0,53,914,939,943,963,963,1022,1270,1541,3775
"Arkansas","1","rawmedded_p","medical_deductions",556,27,0,0.2497,0.3283,0.3283,0.3283,0.3283,0.3283,0.3532,0.5645,1.0989,1.1635,0,78,103,103,103,103,103,111,177,345,365
"Arkansas","1","rawrent_p","rawrent",556,339,0,0.1056,0.5483,0.7013,0.8664,0.9786,1.2496,1.4345,2.072,3.1033,3.9592,0,33,172,220,272,307,392,450,650,974,1242
"Arkansas","1","rawunearn_p","rawunearn",556,422,0,0.1659,2.9136,3.0029,3.0061,3.0698,3.0698,3.2423,4.0453,4.941,12.0338,0,52,914,942,943,963,963,1017,1269,1550,3775
"Arkansas","2","rawcsded_p","rawcsded",100,2,0,0.0071,0.0822,0.1218,0.1613,0.2008,0.2404,0.2799,0.3589,0.3945,0.3985,0,2,26,38,51,63,75,88,113,124,125
"Arkansas","2","rawdepded_p","rawdepded",100,1,0,0.6917,0.6917,0.6917,0.6917,0.6917,0.6917,0.6917,0.6917,0.6917,0.6917,0,217,217,217,217,217,217,217,217,217,217
"Arkansas","2","rawearn_p","rawearn",100,23,0,0.1461,0.941,2.1326,2.4984,2.8084,3.1253,3.3031,4.4176,5.368,5.4638,0,46,295,669,784,881,980,1036,1386,1684,1714
"Arkansas","2","rawgrinc_p","rawgross",100,85,0,0.1415,2.2639,2.9042,3.0061,3.0698,3.4657,4.074,4.6662,5.522,5.8272,0,44,710,911,943,963,1087,1278,1464,1732,1828
"Arkansas","2","rawmedded_p","medical_deductions",100,2,0,0.303,0.306,0.3076,0.3092,0.3108,0.3124,0.314,0.3172,0.3186,0.3188,0,95,96,96,97,98,98,98,100,100,100
