"gross_by_hh_size","unc_rawben_rel_max","shelter_expenses","n_flagged","workload_pct","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","err_dollars_caught"
600,0.6,2550,82,15.4426,2081,-1999,25.378,0.1566,0.1341,1.0141,67922
600,0.6,2600,82,15.4426,2081,-1999,25.378,0.1566,0.1341,1.0141,67922
600,0.6,2650,82,15.4426,2081,-1999,25.378,0.1566,0.1341,1.0141,67922
550,0.7,1550,77,14.5009,1954,-1877,25.3766,0.147,0.1444,1.0141,73127
550,0.85,2600,154,29.0019,3908,-3754,25.3766,0.2941,0.4336,1.0141,219608
550,0.85,2650,154,29.0019,3908,-3754,25.3766,0.2941,0.4336,1.0141,219608
950,0.75,500,32,6.0264,812,-780,25.375,0.0611,0.0662,1.014,33514
1000,0.75,500,32,6.0264,812,-780,25.375,0.0611,0.0662,1.014,33514
1050,0.75,500,32,6.0264,812,-780,25.375,0.0611,0.0662,1.014,33514
550,0.8,1450,104,19.5857,2639,-2535,25.375,0.1986,0.2258,1.014,114361
550,0.65,2200,72,13.5593,1827,-1755,25.375,0.1375,0.1539,1.014,77925
550,0.65,2250,72,13.5593,1827,-1755,25.375,0.1375,0.1539,1.014,77925
550,0.65,2300,72,13.5593,1827,-1755,25.375,0.1375,0.1539,1.014,77925
550,0.65,2350,72,13.5593,1827,-1755,25.375,0.1375,0.1539,1.014,77925
550,0.85,2100,147,27.6836,3730,-3583,25.3741,0.2807,0.3487,1.014,176593
550,0.75,1950,107,20.1507,2715,-2608,25.3738,0.2043,0.2131,1.014,107935
550,0.75,2000,107,20.1507,2715,-2608,25.3738,0.2043,0.2131,1.014,107935
550,0.75,2050,107,20.1507,2715,-2608,25.3738,0.2043,0.2131,1.014,107935
550,0.75,2100,107,20.1507,2715,-2608,25.3738,0.2043,0.2131,1.014,107935
600,0.65,1450,75,14.1243,1903,-1828,25.3733,0.1432,0.1287,1.0139,65169
650,0.9,1050,126,23.7288,3197,-3071,25.373,0.2406,0.2786,1.0139,141125
850,0.8,700,51,9.6045,1294,-1243,25.3725,0.0974,0.0928,1.0139,46986
550,0.85,2550,153,28.8136,3882,-3729,25.3725,0.2921,0.4328,1.0139,219192
700,0.75,750,43,8.0979,1091,-1048,25.3721,0.0821,0.0874,1.0139,44286
750,0.75,750,43,8.0979,1091,-1048,25.3721,0.0821,0.0874,1.0139,44286
650,0.9,1150,148,27.8719,3755,-3607,25.3716,0.2826,0.3215,1.0139,162823
600,0.75,700,35,6.5913,888,-853,25.3714,0.0668,0.0778,1.0139,39386
650,0.75,700,35,6.5913,888,-853,25.3714,0.0668,0.0778,1.0139,39386
550,0.75,1500,97,18.2674,2461,-2364,25.3711,0.1852,0.1797,1.0139,91012
550,0.9,1850,170,32.0151,4313,-4143,25.3706,0.3246,0.4077,1.0138,206480
900,0.85,800,81,15.2542,2055,-1974,25.3704,0.1547,0.1553,1.0138,78665
650,0.7,950,54,10.1695,1370,-1316,25.3704,0.1031,0.111,1.0138,56223
900,0.4,2150,73,13.7476,1852,-1779,25.3699,0.1394,0.0726,1.0138,36795
900,0.4,2200,73,13.7476,1852,-1779,25.3699,0.1394,0.0726,1.0138,36795
650,0.85,1250,144,27.1186,3653,-3509,25.3681,0.2749,0.3088,1.0137,156425
550,0.9,2000,174,32.7684,4414,-4240,25.3678,0.3322,0.4111,1.0137,208214
600,0.7,1150,68,12.806,1725,-1657,25.3676,0.1298,0.1276,1.0137,64607
550,0.9,1800,169,31.8267,4287,-4118,25.3669,0.3226,0.404,1.0137,204634
650,0.6,1350,71,13.371,1801,-1730,25.3662,0.1355,0.1016,1.0137,51468
850,0.8,850,82,15.4426,2080,-1998,25.3659,0.1565,0.163,1.0136,82571
100,1.3,1450,41,7.7213,1040,-999,25.3659,0.0783,0.0713,1.0136,36137
550,0.75,1650,104,19.5857,2638,-2534,25.3654,0.1985,0.2057,1.0136,104171
550,0.75,1700,104,19.5857,2638,-2534,25.3654,0.1985,0.2057,1.0136,104171
600,0.75,1250,96,18.0791,2435,-2339,25.3646,0.1832,0.1761,1.0136,89184
850,0.8,650,44,8.2863,1116,-1072,25.3636,0.084,0.0881,1.0136,44640
550,0.85,2050,146,27.4953,3703,-3557,25.363,0.2787,0.3441,1.0135,174271
600,0.6,2050,80,15.0659,2029,-1949,25.3625,0.1527,0.1274,1.0135,64506
600,0.6,2100,80,15.0659,2029,-1949,25.3625,0.1527,0.1274,1.0135,64506
600,0.6,2150,80,15.0659,2029,-1949,25.3625,0.1527,0.1274,1.0135,64506
600,0.9,1300,152,28.6252,3855,-3703,25.3618,0.2901,0.3377,1.0135,171053
1000,0.4,1300,47,8.8512,1192,-1145,25.3617,0.0897,0.0366,1.0135,18536
1050,0.4,1300,47,8.8512,1192,-1145,25.3617,0.0897,0.0366,1.0135,18536
750,0.4,1500,36,6.7797,913,-877,25.3611,0.0687,0.0261,1.0135,13239
550,0.7,2400,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
550,0.7,2450,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
550,0.7,2500,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
550,0.7,2550,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
550,0.7,2600,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
550,0.7,2650,86,16.1959,2181,-2095,25.3605,0.1641,0.2307,1.0134,116861
900,0.4,2550,75,14.1243,1902,-1827,25.36,0.1431,0.0735,1.0134,37232
900,0.8,700,53,9.9812,1344,-1291,25.3585,0.1011,0.0953,1.0133,48256
600,0.7,1100,67,12.6177,1699,-1632,25.3582,0.1279,0.1274,1.0133,64529
650,0.65,1150,67,12.6177,1699,-1632,25.3582,0.1279,0.1124,1.0133,56906
500,0.6,750,14,2.6365,355,-341,25.3571,0.0267,0.027,1.0133,13690
450,0.65,800,14,2.6365,355,-341,25.3571,0.0267,0.0345,1.0133,17453
900,0.8,850,84,15.8192,2130,-2046,25.3571,0.1603,0.1655,1.0133,83841
650,0.6,1000,42,7.9096,1065,-1023,25.3571,0.0801,0.0533,1.0133,26997
600,0.55,1300,42,7.9096,1065,-1023,25.3571,0.0801,0.062,1.0133,31426
650,0.45,1400,28,5.2731,710,-682,25.3571,0.0534,0.0315,1.0133,15947
650,0.9,1500,196,36.9115,4970,-4774,25.3571,0.374,0.4194,1.0133,212406
550,0.7,2150,84,15.8192,2130,-2046,25.3571,0.1603,0.2224,1.0133,112663
600,0.95,2200,230,43.3145,5832,-5602,25.3565,0.4389,0.5692,1.0133,288294
600,0.95,2250,230,43.3145,5832,-5602,25.3565,0.4389,0.5692,1.0133,288294
600,0.95,2350,233,43.8795,5908,-5675,25.3562,0.4446,0.5782,1.0133,292870
950,0.85,750,76,14.3126,1927,-1851,25.3553,0.145,0.1437,1.0132,72791
1000,0.85,750,76,14.3126,1927,-1851,25.3553,0.145,0.1437,1.0132,72791
1050,0.85,750,76,14.3126,1927,-1851,25.3553,0.145,0.1437,1.0132,72791
650,0.7,1150,79,14.8776,2003,-1924,25.3544,0.1507,0.1374,1.0132,69595
550,0.7,1600,79,14.8776,2003,-1924,25.3544,0.1507,0.163,1.0132,82557
600,0.75,1150,85,16.0075,2155,-2070,25.3529,0.1622,0.1594,1.0131,80728
100,1.25,1300,34,6.403,862,-828,25.3529,0.0649,0.0616,1.0131,31181
700,0.8,2200,208,39.1714,5273,-5065,25.351,0.3968,0.433,1.013,219323
600,0.75,750,40,7.533,1014,-974,25.35,0.0763,0.0859,1.013,43494
600,0.7,1050,60,11.2994,1521,-1461,25.35,0.1145,0.1187,1.013,60099
500,0.55,1100,20,3.7665,507,-487,25.35,0.0382,0.0328,1.013,16620
500,0.55,1150,20,3.7665,507,-487,25.35,0.0382,0.0328,1.013,16620
650,0.95,2200,260,48.9642,6591,-6331,25.35,0.496,0.6015,1.013,304631
550,0.7,1950,83,15.6309,2104,-2021,25.3494,0.1583,0.1763,1.013,89315
550,0.7,2000,83,15.6309,2104,-2021,25.3494,0.1583,0.1763,1.013,89315
550,0.7,2050,83,15.6309,2104,-2021,25.3494,0.1583,0.1763,1.013,89315
550,0.7,2100,83,15.6309,2104,-2021,25.3494,0.1583,0.1763,1.013,89315
650,0.75,900,63,11.8644,1597,-1534,25.3492,0.1202,0.107,1.013,54215
650,0.85,1500,172,32.3917,4360,-4188,25.3488,0.3281,0.3598,1.013,182222
900,0.8,650,46,8.6629,1166,-1120,25.3478,0.0877,0.0906,1.0129,45910
550,0.8,1350,98,18.4557,2484,-2386,25.3469,0.1869,0.1989,1.0129,100737
500,0.6,1000,26,4.8964,659,-633,25.3462,0.0496,0.0389,1.0129,19701
600,0.7,1250,78,14.6893,1977,-1899,25.3462,0.1488,0.1443,1.0129,73063
600,0.75,1100,84,15.8192,2129,-2045,25.3452,0.1602,0.1592,1.0128,80650
600,0.95,2150,229,43.1262,5804,-5575,25.345,0.4368,0.5625,1.0128,284878
600,0.95,2300,232,43.6911,5880,-5648,25.3448,0.4425,0.5782,1.0128,292870
600,0.65,1300,70,13.1827,1774,-1704,25.3429,0.1335,0.1235,1.0127,62549
600,0.9,1500,175,32.9567,4435,-4260,25.3429,0.3338,0.3897,1.0127,197358
550,0.65,2400,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
550,0.65,2450,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
550,0.65,2500,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
550,0.65,2550,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
550,0.65,2600,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
550,0.65,2650,73,13.7476,1850,-1777,25.3425,0.1392,0.1554,1.0127,78707
650,0.6,1450,76,14.3126,1926,-1850,25.3421,0.1449,0.1068,1.0127,54088
900,0.4,2600,76,14.3126,1926,-1850,25.3421,0.1449,0.0735,1.0127,37232
900,0.4,2650,76,14.3126,1926,-1850,25.3421,0.1449,0.0735,1.0127,37232
650,0.95,2250,261,49.1525,6614,-6353,25.341,0.4977,0.6023,1.0126,305068
650,0.95,2350,264,49.7175,6690,-6426,25.3409,0.5035,0.6114,1.0126,309644
600,0.8,1100,94,17.7024,2382,-2288,25.3404,0.1793,0.1982,1.0126,100393
650,0.95,2150,259,48.7759,6563,-6304,25.3398,0.4939,0.5947,1.0126,301215
700,0.8,2250,209,39.3597,5296,-5087,25.3397,0.3986,0.4339,1.0126,219760
700,0.8,2300,209,39.3597,5296,-5087,25.3397,0.3986,0.4339,1.0126,219760
700,0.8,2350,209,39.3597,5296,-5087,25.3397,0.3986,0.4339,1.0126,219760
600,0.9,1400,162,30.5085,4105,-3943,25.3395,0.3089,0.3553,1.0126,179943
550,0.75,2600,112,21.0923,2838,-2726,25.3393,0.2136,0.2778,1.0126,140717
550,0.75,2650,112,21.0923,2838,-2726,25.3393,0.2136,0.2778,1.0126,140717
650,0.85,750,59,11.1111,1495,-1436,25.339,0.1125,0.1316,1.0126,66648
700,0.8,2150,207,38.9831,5245,-5038,25.3382,0.3947,0.4263,1.0125,215907
850,0.85,750,71,13.371,1799,-1728,25.338,0.1354,0.1372,1.0125,69507
550,0.65,1950,71,13.371,1799,-1728,25.338,0.1354,0.1471,1.0125,74509
550,0.65,2000,71,13.371,1799,-1728,25.338,0.1354,0.1471,1.0125,74509
550,0.65,2050,71,13.371,1799,-1728,25.338,0.1354,0.1471,1.0125,74509
550,0.65,2100,71,13.371,1799,-1728,25.338,0.1354,0.1471,1.0125,74509
550,0.65,2150,71,13.371,1799,-1728,25.338,0.1354,0.1471,1.0125,74509
900,0.4,2250,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
900,0.4,2300,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
900,0.4,2350,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
900,0.4,2400,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
900,0.4,2450,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
900,0.4,2500,74,13.936,1875,-1801,25.3378,0.1411,0.0735,1.0125,37232
600,0.75,1050,77,14.5009,1951,-1874,25.3377,0.1468,0.1505,1.0125,76220
550,0.75,1400,89,16.7608,2255,-2166,25.3371,0.1697,0.1691,1.0125,85642
700,0.8,1850,191,35.9699,4839,-4648,25.3351,0.3642,0.3467,1.0124,175578
600,0.95,2100,227,42.7495,5751,-5524,25.3348,0.4328,0.4962,1.0124,251297
450,0.55,750,6,1.1299,152,-146,25.3333,0.0114,0.022,1.0123,11131
100,1.3,850,30,5.6497,760,-730,25.3333,0.0572,0.037,1.0123,18725
650,0.6,950,39,7.3446,988,-949,25.3333,0.0744,0.0507,1.0123,25672
600,0.8,1050,87,16.3842,2204,-2117,25.3333,0.1659,0.1895,1.0123,95963
650,0.9,1200,156,29.3785,3952,-3796,25.3333,0.2974,0.3394,1.0123,171894
600,0.85,1350,135,25.4237,3420,-3285,25.3333,0.2574,0.2931,1.0123,148471
100,1.3,1350,39,7.3446,988,-949,25.3333,0.0744,0.0713,1.0123,36137
100,1.3,1400,39,7.3446,988,-949,25.3333,0.0744,0.0713,1.0123,36137
550,0.9,1600,159,29.9435,4028,-3869,25.3333,0.3031,0.3833,1.0123,194128
550,0.9,1900,171,32.2034,4332,-4161,25.3333,0.326,0.4077,1.0123,206480
600,1,2200,252,47.4576,6384,-6132,25.3333,0.4804,0.6046,1.0123,306244
600,1,2250,252,47.4576,6384,-6132,25.3333,0.4804,0.6046,1.0123,306244
600,1,2350,255,48.0226,6460,-6205,25.3333,0.4862,0.6137,1.0123,310820
550,0.75,2550,111,20.904,2812,-2701,25.3333,0.2116,0.277,1.0123,140301
550,0.9,1650,163,30.6968,4129,-3966,25.3313,0.3107,0.397,1.0123,201067
600,0.85,1500,151,28.4369,3825,-3674,25.3311,0.2879,0.3301,1.0123,167174
650,0.95,2300,263,49.5292,6662,-6399,25.3308,0.5014,0.6114,1.0122,309644
600,0.75,1200,91,17.1375,2305,-2214,25.3297,0.1735,0.1757,1.0122,89007
550,0.7,1750,82,15.4426,2077,-1995,25.3293,0.1563,0.1744,1.0122,88316
550,0.7,1800,82,15.4426,2077,-1995,25.3293,0.1563,0.1744,1.0122,88316
550,0.7,1850,82,15.4426,2077,-1995,25.3293,0.1563,0.1744,1.0122,88316
550,0.7,1900,82,15.4426,2077,-1995,25.3293,0.1563,0.1744,1.0122,88316
900,0.85,750,73,13.7476,1849,-1776,25.3288,0.1391,0.1397,1.0122,70777
600,0.8,900,70,13.1827,1773,-1703,25.3286,0.1334,0.1436,1.0122,72746
650,0.6,1300,70,13.1827,1773,-1703,25.3286,0.1334,0.1016,1.0122,51468
650,1,2200,283,53.2957,7168,-6885,25.3286,0.5394,0.6528,1.0122,330656
650,0.9,1550,198,37.2881,5015,-4817,25.3283,0.3774,0.4196,1.0121,212502
900,0.4,1900,64,12.0527,1621,-1557,25.3281,0.122,0.0636,1.0121,32208
900,0.4,1950,64,12.0527,1621,-1557,25.3281,0.122,0.0636,1.0121,32208
600,0.95,2400,235,44.2561,5952,-5717,25.3277,0.4479,0.5805,1.0121,294009
600,0.95,2450,235,44.2561,5952,-5717,25.3277,0.4479,0.5805,1.0121,294009
600,0.85,700,52,9.7928,1317,-1265,25.3269,0.0991,0.1219,1.0121,61748
650,0.85,700,52,9.7928,1317,-1265,25.3269,0.0991,0.1219,1.0121,61748
550,0.75,1550,98,18.4557,2482,-2384,25.3265,0.1868,0.1797,1.0121,91012
950,0.8,600,46,8.6629,1165,-1119,25.3261,0.0877,0.093,1.0121,47084
1000,0.8,600,46,8.6629,1165,-1119,25.3261,0.0877,0.093,1.0121,47084
1050,0.8,600,46,8.6629,1165,-1119,25.3261,0.0877,0.093,1.0121,47084
800,0.75,750,46,8.6629,1165,-1119,25.3261,0.0877,0.0898,1.0121,45477
600,0.55,1450,46,8.6629,1165,-1119,25.3261,0.0877,0.0657,1.0121,33292
600,0.5,1950,46,8.6629,1165,-1119,25.3261,0.0877,0.0643,1.0121,32566
600,0.5,2000,46,8.6629,1165,-1119,25.3261,0.0877,0.0643,1.0121,32566
650,0.95,2100,256,48.2109,6483,-6227,25.3242,0.4879,0.5284,1.012,267634
1050,0.9,800,102,19.209,2583,-2481,25.3235,0.1944,0.196,1.012,99271
650,0.6,900,34,6.403,861,-827,25.3235,0.0648,0.0464,1.012,23489
550,0.55,1350,34,6.403,861,-827,25.3235,0.0648,0.0562,1.012,28461
750,0.4,1450,34,6.403,861,-827,25.3235,0.0648,0.0247,1.012,12495
900,0.4,2050,68,12.806,1722,-1654,25.3235,0.1296,0.0709,1.012,35908
600,1,2300,254,47.8343,6432,-6178,25.3228,0.484,0.6137,1.0119,310820
600,1,2150,251,47.2693,6356,-6105,25.3227,0.4783,0.5979,1.0119,302828
950,0.4,1600,59,11.1111,1494,-1435,25.322,0.1124,0.0608,1.0119,30808
950,0.4,1650,59,11.1111,1494,-1435,25.322,0.1124,0.0608,1.0119,30808
600,0.95,2500,236,44.4444,5976,-5740,25.322,0.4497,0.5805,1.0119,294009
550,0.9,1750,168,31.6384,4254,-4086,25.3214,0.3201,0.403,1.0119,204106
700,0.9,2350,268,50.4708,6786,-6518,25.3209,0.5107,0.5931,1.0118,300373
900,0.4,1550,53,9.9812,1342,-1289,25.3208,0.101,0.0407,1.0118,20632
650,1,2350,287,54.049,7267,-6980,25.3206,0.5469,0.6627,1.0118,335669
650,1,2250,284,53.484,7191,-6907,25.3204,0.5412,0.6537,1.0118,331093
950,0.9,800,100,18.8324,2532,-2432,25.32,0.1905,0.1852,1.0118,93813
650,0.5,1500,50,9.4162,1266,-1216,25.32,0.0953,0.0737,1.0118,37332
600,0.45,1600,25,4.7081,633,-608,25.32,0.0476,0.0206,1.0118,10432
600,0.45,1650,25,4.7081,633,-608,25.32,0.0476,0.0206,1.0118,10432
550,0.85,1850,141,26.5537,3570,-3429,25.3191,0.2687,0.3407,1.0118,172537
650,1,2150,282,53.1073,7140,-6858,25.3191,0.5373,0.6461,1.0118,327240
700,0.8,2100,204,38.4181,5165,-4961,25.3186,0.3887,0.36,1.0118,182326
550,0.85,1600,135,25.4237,3418,-3283,25.3185,0.2572,0.3237,1.0117,163944
700,0.8,700,44,8.2863,1114,-1070,25.3182,0.0838,0.0893,1.0117,45243
750,0.8,700,44,8.2863,1114,-1070,25.3182,0.0838,0.0893,1.0117,45243
650,0.5,1350,44,8.2863,1114,-1070,25.3182,0.0838,0.0666,1.0117,33726
550,0.9,1950,173,32.58,4380,-4207,25.3179,0.3296,0.4111,1.0117,208214
550,0.85,2000,145,27.307,3671,-3526,25.3172,0.2763,0.3441,1.0117,174271
600,0.55,1250,41,7.7213,1038,-997,25.3171,0.0781,0.059,1.0117,29860
650,0.85,1450,164,30.8851,4152,-3988,25.3171,0.3125,0.3462,1.0117,175324
700,0.9,2200,265,49.9058,6709,-6444,25.317,0.5049,0.5837,1.0117,295646
650,0.85,1550,174,32.7684,4405,-4231,25.3161,0.3315,0.36,1.0117,182318
650,0.55,800,19,3.5782,481,-462,25.3158,0.0362,0.0341,1.0116,17266
650,0.95,2400,266,50.0942,6734,-6468,25.3158,0.5068,0.6136,1.0116,310783
650,0.95,2450,266,50.0942,6734,-6468,25.3158,0.5068,0.6136,1.0116,310783
950,0.4,1550,54,10.1695,1367,-1313,25.3148,0.1029,0.0446,1.0116,22582
100,1.3,1000,35,6.5913,886,-851,25.3143,0.0667,0.0468,1.0116,23681
100,1.3,1050,35,6.5913,886,-851,25.3143,0.0667,0.0468,1.0116,23681
100,1.3,1100,35,6.5913,886,-851,25.3143,0.0667,0.0468,1.0116,23681
550,0.65,1650,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
550,0.65,1700,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
550,0.65,1750,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
550,0.85,1750,140,26.3653,3544,-3404,25.3143,0.2667,0.337,1.0116,170691
550,0.65,1800,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
550,0.85,1800,140,26.3653,3544,-3404,25.3143,0.2667,0.337,1.0116,170691
550,0.65,1850,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
550,0.65,1900,70,13.1827,1772,-1702,25.3143,0.1334,0.1451,1.0116,73510
1050,0.35,1700,51,9.6045,1291,-1240,25.3137,0.0972,0.061,1.0116,30890
1050,0.35,1750,51,9.6045,1291,-1240,25.3137,0.0972,0.061,1.0116,30890
1050,0.35,1800,51,9.6045,1291,-1240,25.3137,0.0972,0.061,1.0116,30890
1050,0.35,1850,51,9.6045,1291,-1240,25.3137,0.0972,0.061,1.0116,30890
600,1,2100,249,46.8927,6303,-6054,25.3133,0.4743,0.5316,1.0115,269247
1050,0.4,2550,93,17.5141,2354,-2261,25.3118,0.1772,0.1027,1.0115,51994
650,1,2300,286,53.8606,7239,-6953,25.3112,0.5448,0.6627,1.0115,335669
600,0.75,800,45,8.4746,1139,-1094,25.3111,0.0857,0.0945,1.0115,47842
600,0.5,1750,45,8.4746,1139,-1094,25.3111,0.0857,0.0643,1.0115,32566
600,0.5,1800,45,8.4746,1139,-1094,25.3111,0.0857,0.0643,1.0115,32566
600,0.5,1850,45,8.4746,1139,-1094,25.3111,0.0857,0.0643,1.0115,32566
600,0.5,1900,45,8.4746,1139,-1094,25.3111,0.0857,0.0643,1.0115,32566
700,0.9,2300,267,50.2825,6758,-6491,25.3109,0.5086,0.5931,1.0114,300373
650,0.95,2500,267,50.2825,6758,-6491,25.3109,0.5086,0.6136,1.0114,310783
600,0.9,1550,177,33.3333,4480,-4303,25.3107,0.3371,0.3899,1.0114,197454
850,0.75,500,29,5.4614,734,-705,25.3103,0.0552,0.0622,1.0114,31500
900,0.75,500,29,5.4614,734,-705,25.3103,0.0552,0.0622,1.0114,31500
650,0.65,800,29,5.4614,734,-705,25.3103,0.0552,0.0426,1.0114,21571
700,0.75,1850,174,32.7684,4404,-4230,25.3103,0.3314,0.2875,1.0114,145595
700,0.75,2200,187,35.2166,4733,-4546,25.3102,0.3562,0.349,1.0114,176785
650,0.95,1850,242,45.5744,6125,-5883,25.3099,0.4609,0.5151,1.0114,260886
850,0.9,800,94,17.7024,2379,-2285,25.3085,0.179,0.1768,1.0114,89554
700,0.9,2250,266,50.0942,6732,-6466,25.3083,0.5066,0.5846,1.0113,296083
900,0.4,1500,52,9.7928,1316,-1264,25.3077,0.099,0.0407,1.0113,20632
1050,0.4,2350,91,17.1375,2303,-2212,25.3077,0.1733,0.1027,1.0113,51994
600,1,2400,257,48.3992,6504,-6247,25.3074,0.4895,0.6159,1.0113,311959
600,1,2450,257,48.3992,6504,-6247,25.3074,0.4895,0.6159,1.0113,311959
650,0.95,1800,241,45.3861,6099,-5858,25.3071,0.459,0.5114,1.0113,259040
700,0.9,2150,264,49.7175,6681,-6417,25.3068,0.5028,0.577,1.0113,292230
600,0.95,2050,225,42.3729,5694,-5469,25.3067,0.4285,0.4906,1.0113,248465
650,0.85,1100,121,22.7872,3062,-2941,25.3058,0.2304,0.2784,1.0112,141016
550,0.55,1450,36,6.7797,911,-875,25.3056,0.0686,0.0599,1.0112,30327
600,0.6,1600,72,13.5593,1822,-1750,25.3056,0.1371,0.108,1.0112,54703
700,0.4,1700,36,6.7797,911,-875,25.3056,0.0686,0.0318,1.0112,16089
700,0.4,1750,36,6.7797,911,-875,25.3056,0.0686,0.0318,1.0112,16089
700,0.4,1800,36,6.7797,911,-875,25.3056,0.0686,0.0318,1.0112,16089
700,0.4,1850,36,6.7797,911,-875,25.3056,0.0686,0.0318,1.0112,16089
700,0.8,1750,187,35.2166,4732,-4545,25.3048,0.3561,0.3432,1.0112,173814
650,1,2100,279,52.5424,7060,-6781,25.3047,0.5313,0.5798,1.0112,293659
500,0.6,900,23,4.3315,582,-559,25.3043,0.0438,0.0389,1.0112,19701
600,0.9,1250,148,27.8719,3745,-3597,25.3041,0.2818,0.3319,1.0112,168083
600,0.9,1150,135,25.4237,3416,-3281,25.3037,0.2571,0.3116,1.0112,157835
700,0.75,1900,175,32.9567,4428,-4253,25.3029,0.3332,0.2875,1.0111,145595
600,1,2500,258,48.5876,6528,-6270,25.3023,0.4913,0.6159,1.0111,311959
900,0.9,800,96,18.0791,2429,-2333,25.3021,0.1828,0.1793,1.0111,90824
950,0.4,1500,53,9.9812,1341,-1288,25.3019,0.1009,0.0446,1.0111,22582
700,0.8,1800,189,35.5932,4782,-4593,25.3016,0.3599,0.3432,1.0111,173814
600,0.7,1200,73,13.7476,1847,-1774,25.3014,0.139,0.1439,1.0111,72886
550,0.9,1700,166,31.2618,4200,-4034,25.3012,0.3161,0.399,1.0111,202076
650,0.95,2050,253,47.646,6401,-6148,25.3004,0.4817,0.5228,1.011,264802
850,0.6,750,30,5.6497,759,-729,25.3,0.0571,0.0361,1.011,18282
900,0.6,750,30,5.6497,759,-729,25.3,0.0571,0.0361,1.011,18282
650,0.9,800,80,15.0659,2024,-1944,25.3,0.1523,0.1642,1.011,83150
100,1.3,2250,50,9.4162,1265,-1215,25.3,0.0952,0.0859,1.011,43496
700,0.75,2250,188,35.4049,4756,-4568,25.2979,0.3579,0.3499,1.0109,177222
700,0.75,2300,188,35.4049,4756,-4568,25.2979,0.3579,0.3499,1.0109,177222
700,0.75,2350,188,35.4049,4756,-4568,25.2979,0.3579,0.3499,1.0109,177222
1050,0.4,2600,94,17.7024,2378,-2284,25.2979,0.179,0.1027,1.0109,51994
1050,0.4,2650,94,17.7024,2378,-2284,25.2979,0.179,0.1027,1.0109,51994
600,0.85,1300,131,24.6704,3314,-3183,25.2977,0.2494,0.2931,1.0109,148471
650,0.7,1200,84,15.8192,2125,-2041,25.2976,0.1599,0.1538,1.0109,77874
650,1,2400,289,54.4256,7311,-7022,25.2976,0.5502,0.665,1.0109,336808
650,1,2450,289,54.4256,7311,-7022,25.2976,0.5502,0.665,1.0109,336808
700,0.8,650,37,6.968,936,-899,25.2973,0.0704,0.0847,1.0109,42897
750,0.8,650,37,6.968,936,-899,25.2973,0.0704,0.0847,1.0109,42897
600,0.45,1700,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,1750,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,1800,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,1850,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,1900,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,1950,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
600,0.45,2000,27,5.0847,683,-656,25.2963,0.0514,0.0266,1.0109,13454
550,0.7,1450,71,13.371,1796,-1725,25.2958,0.1352,0.1402,1.0108,71003
700,0.75,2150,186,35.0282,4705,-4519,25.2957,0.3541,0.3423,1.0108,173369
1000,0.4,2550,88,16.5725,2226,-2138,25.2955,0.1675,0.09,1.0108,45608
700,0.8,1900,193,36.3465,4882,-4689,25.2953,0.3674,0.3467,1.0108,175578
550,0.65,1450,61,11.4878,1543,-1482,25.2951,0.1161,0.1171,1.0108,59285
650,0.85,1150,129,24.2938,3263,-3134,25.2946,0.2456,0.2797,1.0108,141683
600,0.85,1550,153,28.8136,3870,-3717,25.2941,0.2912,0.3303,1.0108,167270
1050,0.4,2400,92,17.3258,2327,-2235,25.2935,0.1751,0.1027,1.0107,51994
1050,0.4,2450,92,17.3258,2327,-2235,25.2935,0.1751,0.1027,1.0107,51994
