state,budget,rank,role,hh,rule,n_flagged_state_2024
Kansas,10,1,core,1,total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,2
Kansas,10,7,core,1,shelter_expenses_by_hh_size > 878.000 & unc_rawben_rel_max >   0.379 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
Kansas,10,8,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,1
Kansas,10,12,core,2-3,elderly_disabled_i >   0.50 & shelter_expenses_by_hh_size <= 676.00 & unc_rawben_rel_max >   1.59,1
Kansas,10,13,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,2
Kansas,10,14,core,1,rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 534.000 & unc_rawben_rel_max >   0.987 & utilities <= 466.000,6
Kansas,10,15,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,4
Kansas,10,17,core,1,count_divisible_by_100 <   1.00 & months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.63 & utilities < 353.00,2
Kansas,10,20,core,4+,HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00,1
Kansas,10,21,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,8
Kansas,10,24,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,6
Kansas,10,26,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000,6
Kansas,10,27,core,1,elderly_disabled_i >   0.500 & rawben_rel_max >   0.998 & shelter_expenses_by_hh_size <= 676.000 & unc_rawben_rel_max >   1.790,1
Kansas,10,29,core,1,rawben_rel_max >   0.998 & shelter_expenses_by_hh_size <= 942.000 & unc_rawben_rel_max >   1.930 & utilities <= 680.000,2
Kansas,10,34,core,4+,months_since_cert_n >=   9.000 & rawben_rel_max <   0.822 & total_deductions_by_hh_size >= 109.000 & unc_rawben_rel_max >=   0.725,4
Kansas,10,35,core,2-3,married <=   0.5 & months_since_cert_n >   6.5 & total_deductions_by_hh_size > 637.0 & utilities <= 756.0,1
Kansas,10,37,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,1
Kansas,10,38,core,4+,count_divisible_by_100 >   1.5 & HH_size_n <=   4.5 & months_since_cert_n <=  10.5 & utilities <= 588.0,1
Kansas,10,39,core,4+,expedited_i >   0.500 & months_since_cert_n >   5.500 & unc_rawben_rel_max <=   0.912 & utilities <= 356.000,2
Kansas,10,40,core,4+,HH_size_n >=   5 & shelter_expenses_by_hh_size < 293 & total_deductions_by_hh_size >= 212,2
Kansas,10,41,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,7
Kansas,10,47,core,1,rawben_rel_max >=    0.236 & shelter_expenses_by_hh_size < 1680.000 & total_deductions_by_hh_size >= 1280.000 & unc_rawben_rel_max >=    2.490,1
Kansas,10,48,core,2-3,HH_size_n >   2.5 & medical_deductions > 131.0 & months_since_cert_n <=   7.5 & shelter_expenses_by_hh_size > 298.0,4
Kansas,10,49,core,4+,expedited_i > 0.500 & months_since_cert_n > 4.500 & rawben_rel_max <= 0.921 & unc_rawben_rel_max > 0.766,1
Kansas,10,52,core,1,medical_deductions >= 5.000 & medical_deductions < 9.000 & rawben_rel_max < 0.488,2
Kansas,10,53,core,1,elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000,13
Kansas,10,55,core,2-3,months_since_cert_n >=   6.000 & rawben_rel_max <   0.876 & total_deductions_by_hh_size >= 353.000 & utilities < 462.000,1
Kansas,10,56,core,4+,months_since_cert_n >   4.5 & total_deductions_by_hh_size > 215.0 & utilities <= 442.0,1
Kansas,10,57,core,1,shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5,1
Kansas,10,59,core,2-3,expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324,3
Kansas,10,61,core,4+,expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654,2
Kansas,10,62,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,5
Kansas,10,64,core,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,1
Kansas,10,65,core,4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,6
Kansas,10,66,core,4+,HH_size_n >=   7 & months_since_cert_n >=  11 & utilities < 612,1
Kansas,10,67,core,2-3,expedited_i <=   0.500 & percent_abawd >   0.583 & rawben_rel_max <=   0.711 & shelter_expenses_by_hh_size <= 278.000,1
Kansas,10,69,core,4+,expedited_i >=   1.000 & rawben_rel_max <   0.962 & total_deductions_by_hh_size >=   2.250 & total_deductions_by_hh_size < 124.000,5
Kansas,10,72,core,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,14
Kansas,10,73,core,4+,expedited_i >   0.500 & shelter_expenses_by_hh_size <= 295.000 & total_deductions_by_hh_size >   6.940 & unc_rawben_rel_max <=   0.937,6
Kansas,10,74,core,4+,rawben_rel_max >=   0.832 & rawben_rel_max <   0.843 & utilities >= 410.000,3
Kansas,10,76,core,4+,months_since_cert_n >=  6.000 & rawben_rel_max <  0.997 & total_deductions_by_hh_size >= 88.400 & unc_rawben_rel_max >=  0.709,16
Kansas,10,82,core,4+,HH_size_n >   5.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.825 & utilities <= 424.000,1
Kansas,10,85,core,2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,6
Kansas,10,86,core,4+,count_divisible_by_100 >=   1.000 & married >=   1.000 & rawben_rel_max >=   0.511 & utilities >= 367.000,2
Kansas,10,90,buffer,2-3,count_divisible_by_100 <=   0.500 & medical_deductions > 144.000 & unc_rawben_rel_max >   0.131,2
Kansas,10,91,buffer,2-3,medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494,8
Kansas,10,92,buffer,4+,months_since_cert_n >=   2.000 & rawben_rel_max <   0.997 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 243.000,4
Kansas,10,94,buffer,2-3,elderly_disabled_i >=   1.000 & HH_size_n >=   3.000 & total_deductions_by_hh_size >= 290.000 & unc_rawben_rel_max <   0.976,3
Kansas,10,98,buffer,2-3,medical_deductions >= 132.000 & rawben_rel_max >=   0.209 & shelter_expenses_by_hh_size >= 225.000 & shelter_expenses_by_hh_size < 408.000,3
Kentucky,5,3,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
Kentucky,5,6,core,1,shelter_expenses_by_hh_size > 878.000 & unc_rawben_rel_max >   0.379 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
Kentucky,5,8,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,1
Kentucky,5,9,core,1,expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00,2
Kentucky,5,12,core,1,rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 534.000 & unc_rawben_rel_max >   0.987 & utilities <= 466.000,2
Kentucky,5,13,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
Kentucky,5,19,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,2
Kentucky,5,21,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000,4
Kentucky,5,24,core,2-3,months_since_cert_n >=   2.0 & total_deductions_by_hh_size >= 341.0 & unc_rawben_rel_max >=   1.5,2
Kentucky,5,26,core,4+,months_since_cert_n >=   9.000 & rawben_rel_max <   0.822 & total_deductions_by_hh_size >= 109.000 & unc_rawben_rel_max >=   0.725,1
Kentucky,5,29,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,1
Kentucky,5,30,core,2-3,HH_size_n >=   3 & shelter_expenses_by_hh_size < 655 & total_deductions_by_hh_size >= 466,2
Kentucky,5,31,core,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000,3
Kentucky,5,38,core,2-3,cat_elig > 0.500 & percent_abawd > 0.125 & unc_rawben_rel_max > 0.673 & unc_rawben_rel_max <= 0.710,1
Kentucky,5,39,core,2-3,months_since_cert_n >=   6.000 & rawben_rel_max <   0.876 & total_deductions_by_hh_size >= 353.000 & utilities < 462.000,2
Kentucky,5,46,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,4
Kentucky,5,48,core,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,2
Kentucky,5,49,core,4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,4
Kentucky,5,50,core,2-3,expedited_i <=   0.500 & percent_abawd >   0.583 & rawben_rel_max <=   0.711 & shelter_expenses_by_hh_size <= 278.000,1
Kentucky,5,52,core,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,10
Kentucky,5,57,buffer,4+,count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5,1
Kentucky,5,59,buffer,2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,2
Kentucky,5,61,buffer,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820,4
Kentucky,5,64,buffer,4+,rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000,3
Kentucky,5,65,buffer,2-3,HH_size_n >   2.500 & rawben_rel_max >   0.457 & shelter_expenses_by_hh_size > 456.000 & total_deductions_by_hh_size > 387.000,1
Kentucky,10,3,core,4+,months_since_cert_n >=  11 & total_deductions_by_hh_size >= 228 & total_deductions_by_hh_size < 261,1
Kentucky,10,6,core,1,shelter_expenses_by_hh_size > 878.000 & unc_rawben_rel_max >   0.379 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500,1
Kentucky,10,8,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,1
Kentucky,10,9,core,1,expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00,2
Kentucky,10,12,core,1,rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 534.000 & unc_rawben_rel_max >   0.987 & utilities <= 466.000,2
Kentucky,10,13,core,1,medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000,1
Kentucky,10,19,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,2
Kentucky,10,21,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000,4
Kentucky,10,24,core,2-3,months_since_cert_n >=   2.0 & total_deductions_by_hh_size >= 341.0 & unc_rawben_rel_max >=   1.5,2
Kentucky,10,26,core,4+,months_since_cert_n >=   9.000 & rawben_rel_max <   0.822 & total_deductions_by_hh_size >= 109.000 & unc_rawben_rel_max >=   0.725,1
Kentucky,10,29,core,1,rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500,1
Kentucky,10,30,core,2-3,HH_size_n >=   3 & shelter_expenses_by_hh_size < 655 & total_deductions_by_hh_size >= 466,2
Kentucky,10,31,core,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000,3
Kentucky,10,38,core,2-3,cat_elig > 0.500 & percent_abawd > 0.125 & unc_rawben_rel_max > 0.673 & unc_rawben_rel_max <= 0.710,1
Kentucky,10,39,core,2-3,months_since_cert_n >=   6.000 & rawben_rel_max <   0.876 & total_deductions_by_hh_size >= 353.000 & utilities < 462.000,2
Kentucky,10,46,core,4+,HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000,4
Kentucky,10,48,core,4+,months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625,2
Kentucky,10,49,core,4+,shelter_expenses_by_hh_size <= 341.000 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.976,4
Kentucky,10,50,core,2-3,expedited_i <=   0.500 & percent_abawd >   0.583 & rawben_rel_max <=   0.711 & shelter_expenses_by_hh_size <= 278.000,1
Kentucky,10,52,core,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000,10
Kentucky,10,57,core,4+,count_divisible_by_100 > 1.5 & months_since_cert_n > 5.5,1
Kentucky,10,59,core,2-3,medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130,2
Kentucky,10,61,core,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820,4
Kentucky,10,64,core,4+,rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000,3
Kentucky,10,65,core,2-3,HH_size_n >   2.500 & rawben_rel_max >   0.457 & shelter_expenses_by_hh_size > 456.000 & total_deductions_by_hh_size > 387.000,1
Kentucky,10,69,core,4+,count_divisible_by_100 > 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.947,2
Kentucky,10,70,core,4+,HH_size_n >   4.500 & married <=   0.500 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max <=   0.976,3
Kentucky,10,71,core,4+,months_since_cert_n >=  3.000 & rawben_rel_max >=  0.794 & total_deductions_by_hh_size >= 27.000 & unc_rawben_rel_max <  0.821,2
Kentucky,10,77,core,1,months_since_cert_n >=   7.00000 & shelter_expenses_by_hh_size >= 405.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <   0.00356,2
Kentucky,10,79,core,4+,months_since_cert_n >= 9.000 & rawben_rel_max < 0.822 & unc_rawben_rel_max >= 0.725,4
Kentucky,10,81,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.988 & total_deductions_by_hh_size >=  87.300 & utilities < 283.000,1
Kentucky,10,83,core,4+,HH_size_n >= 6.000 & months_since_cert_n >= 6.000 & rawben_rel_max >= 0.391 & rawben_rel_max < 0.920,6
Kentucky,10,84,core,4+,months_since_cert_n >=   3 & shelter_expenses_by_hh_size >= 137 & total_deductions_by_hh_size >= 217 & utilities < 471,11
Kentucky,10,85,core,4+,married > 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.990 & unc_rawben_rel_max > 0.508,11
Kentucky,10,87,core,4+,months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 197.000 & unc_rawben_rel_max >   0.405 & unc_rawben_rel_max <=   0.998,16
Kentucky,10,90,core,4+,months_since_cert_n >   5.50 & months_since_cert_n <=  17.50 & shelter_expenses_by_hh_size > 254.00 & unc_rawben_rel_max <=   0.99,11
Kentucky,10,91,buffer,4+,cat_elig > 0.5 & HH_size_n > 5.5 & married <= 0.5 & rawben_rel_max <= 0.9,7
Kentucky,10,93,buffer,4+,cat_elig > 0.500 & HH_size_n > 5.500 & married <= 0.500 & unc_rawben_rel_max <= 0.962,8
Kentucky,10,94,buffer,4+,HH_size_n > 4.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.998 & unc_rawben_rel_max > 0.502,16
Kentucky,10,96,buffer,4+,months_since_cert_n >= 6.000 & rawben_rel_max >= 0.798 & rawben_rel_max < 0.938 & total_deductions_by_hh_size >= 9.200,8
Kentucky,10,97,buffer,4+,cat_elig >   0.500 & HH_size_n >   4.500 & rawben_rel_max <=   0.976 & shelter_expenses_by_hh_size > 251.000,8
Kentucky,10,98,buffer,4+,months_since_cert_n >   5.500 & rawben_rel_max >   0.476 & shelter_expenses_by_hh_size > 160.000 & unc_rawben_rel_max <=   0.997,20
Kentucky,10,99,buffer,1,cat_elig >=   1 & medical_deductions >= 227 & shelter_expenses_by_hh_size >= 387 & utilities < 456,4
Kentucky,10,101,buffer,4+,cat_elig > 0.500 & HH_size_n > 5.500 & rawben_rel_max <= 0.962 & unc_rawben_rel_max > 0.508,17
Kentucky,10,105,buffer,4+,HH_size_n >=   5.000 & rawben_rel_max >=   0.681 & rawben_rel_max <   0.959 & shelter_expenses_by_hh_size >= 199.000,8
Kentucky,10,106,buffer,4+,months_since_cert_n >=   4.000 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 324.000 & utilities < 456.000,11
Kentucky,10,107,buffer,4+,months_since_cert_n > 5.500 & rawben_rel_max <= 0.997 & total_deductions_by_hh_size > 9.060 & unc_rawben_rel_max > 0.422,30
Louisiana,5,1,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
Louisiana,5,4,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,2
Louisiana,5,10,core,4+,months_since_cert_n >  12.5 & total_deductions_by_hh_size > 231.0,1
Louisiana,5,12,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,2
Louisiana,5,13,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,2
Louisiana,5,16,core,1,rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 534.000 & unc_rawben_rel_max >   0.987 & utilities <= 466.000,3
Louisiana,5,17,core,1,rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000,2
Louisiana,5,18,core,2-3,medical_deductions >= 175.000 & rawben_rel_max >=   0.806 & shelter_expenses_by_hh_size < 797.000 & total_deductions_by_hh_size >=  75.000,1
Louisiana,5,19,core,1,rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000,3
Louisiana,5,21,core,1,elderly_disabled_i >   0.500 & rawben_rel_max >   0.998 & shelter_expenses_by_hh_size <= 676.000 & unc_rawben_rel_max >   1.790,2
Louisiana,5,22,core,4+,months_since_cert_n >   5.5 & total_deductions_by_hh_size > 215.0 & utilities <= 442.0,8
Louisiana,5,23,core,1,months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 408.0 & total_deductions_by_hh_size > 647.0 & utilities <=  28.5,2
Louisiana,5,24,core,2-3,elderly_disabled_i >=   1.000 & medical_deductions >= 500.000 & rawben_rel_max >=   0.234 & unc_rawben_rel_max >=   0.198,1
Louisiana,5,26,core,2-3,HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996,1
Louisiana,5,27,core,4+,months_since_cert_n >=   9.000 & rawben_rel_max <   0.822 & total_deductions_by_hh_size >= 109.000 & unc_rawben_rel_max >=   0.725,4
Louisiana,5,29,core,1,elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 860.00 & unc_rawben_rel_max >=   1.45 & utilities < 462.00,4
Louisiana,5,33,core,4+,shelter_expenses_by_hh_size < 341.00 & total_deductions_by_hh_size >= 323.00 & unc_rawben_rel_max <   1.02 & utilities >= 368.00,3
Louisiana,5,34,core,4+,months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793,4
Louisiana,5,35,core,2-3,shelter_expenses_by_hh_size < 650 & total_deductions_by_hh_size >= 625,7
Louisiana,5,36,buffer,4+,count_divisible_by_100 >   1.5 & HH_size_n <=   4.5 & months_since_cert_n <=  10.5 & utilities <= 588.0,1
Louisiana,5,37,buffer,4+,months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 221.000 & utilities <= 454.000,8
Louisiana,5,40,buffer,2-3,HH_size_n >=   3 & shelter_expenses_by_hh_size < 655 & total_deductions_by_hh_size >= 466,3
Louisiana,5,44,buffer,4+,months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000,6
Louisiana,10,1,core,2-3,cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690,1
Louisiana,10,4,core,2-3,elderly_disabled_i > 0.500 & married <= 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.550,2
Louisiana,10,10,core,4+,months_since_cert_n >  12.5 & total_deductions_by_hh_size > 231.0,1
Louisiana,10,12,core,1,elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00,2
Louisiana,10,13,core,1,rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000,2
