hh_size,rule_id,optimize_for,min_flagged_req,n_conditions,n_optimized,n_flagged,errors_caught,clean_flagged,workload_pct,precision,recall,dollar_recall,lift,precision_state_orig,precision_national_csv,optimized_rule,original_rule
2,rule7497,recall,10,4,3,56,15,41,13.33,0.268,0.273,0.301,2.05,0.273,0.232,unc_rawben_rel_max < 0.7 & married < 0.5 & count_divisible_by_100 >= 0 & rawunearn < 750,unc_rawben_rel_max < 1.561 & married < 0.5 & count_divisible_by_100 >= 0.5 & rawunearn < 258
2,rule5980,recall,10,4,4,15,4,11,3.57,0.267,0.073,0.157,2.04,0.3,0.223,rawearn < 2600 & rawearn >= 2200 & months_since_cert_n >= 0 & rawben_rel_max >= 0,rawearn < 3470 & rawearn >= 1137 & months_since_cert_n >= 2.5 & rawben_rel_max >= 0.4764
2,rule2250,recall,10,4,4,15,4,11,3.57,0.267,0.073,0.157,2.04,0.185,0.269,rawearn < 2600 & rawearn >= 2200 & utilities >= 0 & months_since_cert_n >= 0,rawearn < 2674 & rawearn >= 581 & utilities >= 15.5 & months_since_cert_n >= 7.5
2,rule20397,recall,10,4,3,45,12,33,10.71,0.267,0.218,0.211,2.04,0.259,0.32,"elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.9 & months_since_cert_n >= 5.5 & months_since_cert_n < 12","elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.7878 & months_since_cert_n >= 5.5 & months_since_cert_n < 9.5"
2,rule8840,recall,10,4,3,53,14,39,12.62,0.264,0.255,0.276,2.02,0.255,0.29,"months_since_cert_n >= 4.5 & months_since_cert_n < 11.5 & unc_rawben_rel_max < 0.9 & elderly_disabled_i %in% c(""FALSE"")","months_since_cert_n >= 4.5 & months_since_cert_n < 11.5 & unc_rawben_rel_max < 0.8583 & elderly_disabled_i %in% c(""FALSE"")"
2,rule3822,recall,10,3,3,27,7,20,6.43,0.259,0.127,0.18,1.98,0.188,0.214,rawearn >= 400 & utilities < 75 & cat_elig < 1.5,rawearn >= 20 & utilities < 363.5 & cat_elig < 1.5
2,rule9504,recall,10,3,3,35,9,26,8.33,0.257,0.164,0.205,1.96,0.2,0.225,utilities < 425 & shelter_expenses >= 1250 & rawunearn < 2350,utilities < 363.5 & shelter_expenses >= 886.5 & rawunearn < 841.5
2,rule2737,recall,10,3,3,51,13,38,12.14,0.255,0.236,0.254,1.95,NA,0.252,total_deductions >= 200 & utilities >= 375 & rawunearn < 2350,total_deductions >= 1041 & utilities >= 421 & rawunearn < 12.5
2,rule4013,recall,10,3,3,47,12,35,11.19,0.255,0.218,0.211,1.95,0.184,0.258,rawearn < 2600 & months_since_cert_n >= 6 & rawearn >= 550,rawearn < 1834 & months_since_cert_n >= 6.5 & rawearn >= 306
2,rule5028,recall,10,4,4,59,15,44,14.05,0.254,0.273,0.216,1.94,0.071,0.23,unc_rawben_rel_max >= 0.05 & rawben_rel_max < 1 & cat_elig >= 2 & shelter_expenses < 1850,unc_rawben_rel_max >= 0.1769 & rawben_rel_max < 0.6483 & cat_elig >= 0.5 & shelter_expenses < 368.5
2,rule2748,recall,10,4,4,71,18,53,16.9,0.254,0.327,0.272,1.94,0.25,0.243,rawunearn < 2350 & months_since_cert_n >= 6 & rawben_rel_max >= 0.25 & rawben_rel_max < 0.75,rawunearn < 802.5 & months_since_cert_n >= 3.5 & rawben_rel_max >= 0.3168 & rawben_rel_max < 0.6212
2,rule2549,recall,10,3,3,28,7,21,6.67,0.25,0.127,0.206,1.91,0.208,0.253,rawearn >= 1900 & rawunearn < 600 & utilities < 425,rawearn >= 1300 & rawunearn < 204.5 & utilities < 433
2,rule545,recall,10,4,4,20,5,15,4.76,0.25,0.091,0.135,1.91,0.143,0.27,rawearn < 700 & unc_rawben_rel_max >= 0.7 & utilities < 450 & utilities >= 375,rawearn < 481.5 & unc_rawben_rel_max >= 1.301 & utilities < 339.5 & utilities >= 12.5
2,rule10617,recall,10,4,3,36,9,27,8.57,0.25,0.164,0.223,1.91,0.25,0.244,unc_rawben_rel_max >= -0.5 & utilities < 75 & married < 0.5 & total_deductions >= 250,unc_rawben_rel_max >= 1.437 & utilities < 691.5 & married < 0.5 & total_deductions >= 612.5
2,rule410,recall,10,4,3,44,11,33,10.48,0.25,0.2,0.234,1.91,0.211,0.269,"rawearn < 2600 & shelter_expenses < 800 & unc_rawben_rel_max < 0.7 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 835.5 & shelter_expenses < 1999 & unc_rawben_rel_max < 0.8108 & elderly_disabled_i %in% c(""FALSE"")"
2,rule4148,recall,10,4,4,28,7,21,6.67,0.25,0.127,0.206,1.91,0.2,0.2,total_deductions < 1150 & rawearn >= 1900 & rawben_rel_max >= 0 & utilities < 436,total_deductions < 1732 & rawearn >= 716 & rawben_rel_max >= 0.478 & utilities < 436
2,rule9311,recall,10,4,4,16,4,12,3.81,0.25,0.073,0.157,1.91,0.333,0.235,months_since_cert_n >= 1.5 & rawgross < 3000 & rawearn >= 2200 & utilities >= 0,months_since_cert_n >= 1.5 & rawgross < 2482 & rawearn >= 1346 & utilities >= 420.5
2,rule17151,recall,10,3,3,32,8,24,7.62,0.25,0.145,0.213,1.91,0.229,0.272,shelter_expenses < 1850 & rawearn >= 1800 & months_since_cert_n >= 1,shelter_expenses < 1194 & rawearn >= 380.5 & months_since_cert_n >= 6.5
2,rule6490,recall,10,3,3,32,8,24,7.62,0.25,0.145,0.197,1.91,0.167,0.269,total_deductions >= 500 & rawearn < 2200 & shelter_expenses >= 1250,total_deductions >= 996.9 & rawearn < 1685 & shelter_expenses >= 1534
2,rule2887,recall,10,4,4,64,16,48,15.24,0.25,0.291,0.291,1.91,0.2,0.302,utilities < 325 & unc_rawben_rel_max < 1 & shelter_expenses >= 0 & rawearn >= 400,utilities < 611 & unc_rawben_rel_max < 1.326 & shelter_expenses >= 1526 & rawearn >= 1132
2,rule7902,recall,10,3,3,52,13,39,12.38,0.25,0.236,0.248,1.91,0.286,0.255,utilities < 325 & rawearn >= 700 & months_since_cert_n >= 2,utilities < 360.5 & rawearn >= 563 & months_since_cert_n >= 3.5
2,rule21841,recall,10,3,3,24,6,18,5.71,0.25,0.109,0.151,1.91,0.119,0.252,count_divisible_by_100 < 0.5 & total_deductions < 1100 & rawearn >= 2050,count_divisible_by_100 < 0.5 & total_deductions < 536.9 & rawearn >= 579.5
3,rule11213,recall,10,3,3,10,4,6,3.52,0.4,0.129,0.079,3.66,0.067,0.25,rawearn < 2550 & rawben_rel_max < 0.85 & shelter_expenses < 100,rawearn < 1814 & rawben_rel_max < 0.6135 & shelter_expenses < 454
3,rule17870,recall,10,3,3,11,4,7,3.87,0.364,0.129,0.079,3.33,0.048,0.212,shelter_expenses < 200 & rawben_rel_max < 0.85 & total_deductions < 500,shelter_expenses < 619.5 & rawben_rel_max < 0.6155 & total_deductions < 345.8
3,rule958,recall,10,4,4,23,7,16,8.1,0.304,0.226,0.318,2.79,NA,0.237,total_deductions >= 0 & rawgross < 3050 & shelter_expenses >= 1400 & months_since_cert_n >= 0,total_deductions >= 796.7 & rawgross < 1792 & shelter_expenses >= 1414 & months_since_cert_n >= 3.5
3,rule47,recall,10,3,3,10,3,7,3.52,0.3,0.097,0.061,2.75,0.059,0.203,rawben_rel_max < 0.35 & rawgross < 3050 & utilities < 75,rawben_rel_max < 0.721 & rawgross < 1908 & utilities < 372
3,rule1850,recall,10,3,3,27,7,20,9.51,0.259,0.226,0.318,2.38,1,0.23,shelter_expenses >= 1300 & unc_rawben_rel_max < 1.336 & rawben_rel_max >= 0.05,shelter_expenses >= 1910 & unc_rawben_rel_max < 1.336 & rawben_rel_max >= 0.6304
3,rule1089,recall,10,4,4,20,5,15,7.04,0.25,0.161,0.154,2.29,0,0.21,unc_rawben_rel_max >= 0.25 & utilities < 450 & shelter_expenses < 500 & months_since_cert_n >= 9,unc_rawben_rel_max >= 1.194 & utilities < 353 & shelter_expenses < 1119 & months_since_cert_n >= 2.5
3,rule4868,recall,10,4,3,12,3,9,4.23,0.25,0.097,0.054,2.29,0.138,0.232,"rawgross < 2750 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.7 & rawunearn >= 300","rawgross < 2144 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.852 & rawunearn >= 6"
3,rule11460,recall,10,3,2,20,5,15,7.04,0.25,0.161,0.08,2.29,0.179,0.217,"rawunearn >= 300 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8","rawunearn >= 149 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8272"
3,rule577,recall,10,3,3,28,7,21,9.86,0.25,0.226,0.318,2.29,NA,0.229,unc_rawben_rel_max >= 0.05 & shelter_expenses >= 1300 & utilities >= 0,unc_rawben_rel_max >= 0.7736 & shelter_expenses >= 1392 & utilities >= 847
3,rule11617,recall,10,2,2,16,4,12,5.63,0.25,0.129,0.114,2.29,0.333,0.241,count_divisible_by_100 >= 0.5 & utilities >= 325,count_divisible_by_100 >= 0.5 & utilities >= 415.5
4,rule8619,recall,10,4,4,73,19,54,39.04,0.26,0.613,0.626,1.57,0.3,0.201,total_deductions < 1100 & months_since_cert_n >= 0 & rawearn >= 900 & rawben_rel_max >= 0.1,total_deductions < 1027 & months_since_cert_n >= 5.5 & rawearn >= 1000 & rawben_rel_max >= 0.6007
4,rule10939,recall,10,3,3,76,19,57,40.64,0.25,0.613,0.626,1.51,0.222,0.225,unc_rawben_rel_max < 1 & rawgross < 3600 & rawearn >= 900,unc_rawben_rel_max < 0.9374 & rawgross < 1158 & rawearn >= 3
4,rule7113,recall,10,4,4,92,23,69,49.2,0.25,0.742,0.876,1.51,0.4,0.228,rawgross < 3050 & cat_elig >= 0.5 & total_deductions >= 150 & utilities < 525,rawgross < 144 & cat_elig >= 0.5 & total_deductions >= 613.5 & utilities < 545
