"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"1","R717","total_deductions > 135 & total_deductions <= 154 & expedited_i <= 0 & utilities > 329 & rawunearn > 816",5,"INCLUDE",0.762,0.762,0.6,23,3,20,0.13,0.013,0.011,1.96,0.067,"underissuance"
"1","R555","elderly_disabled_i > 0 & expedited_i <= 0 & rawben_rel_max > 0.5841925 & rawben_rel_max <= 0.6049822 & medical_deductions <= 0 & shelter_expenses <= 1629 & rawgross > 845",7,"INCLUDE",0.743,0.743,0.6,23,3,20,0.13,0.013,0.008,1.96,0.067,"underissuance"
"1","R727","rawben_rel_max > 0.3736655 & rawben_rel_max <= 0.752 & homeless == FALSE & rawearn <= 1 & rawunearn > 816 & months_since_cert_n > 0 & months_since_cert_n <= 3",7,"INCLUDE",0.63,0.63,2.6,92,12,80,0.13,0.05,0.038,1.96,0.067,"underissuance"
"1","R299","total_deductions <= 620 & rawben_rel_max > 0.161512 & rawben_rel_max <= 0.8007118 & utilities > 342 & rawunearn <= 1306 & percent_abawd <= 0 & months_since_cert_n > 17",7,"INCLUDE",0.641,0.641,2.4,85,11,74,0.129,0.046,0.04,1.94,0.067,"underissuance"
"1","R304","children_i > 0 & unc_rawben_rel_max > -0.003436426",2,"INCLUDE",0.569,0.569,1.7,62,8,54,0.129,0.033,0.023,1.94,0.067,"underissuance"
"1","R1562","children_i > 0",1,"INCLUDE",0.79,0.79,1.8,63,8,55,0.127,0.033,0.023,1.9,0.067,"underissuance"
"1","R267","elderly_disabled_i > 0 & total_deductions > 15 & cat_elig <= 1 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.2542955 & medical_deductions <= 0 & rawgross > 947",7,"INCLUDE",0.565,0.565,2.2,79,10,69,0.127,0.042,0.043,1.9,0.067,"underissuance"
"1","R564","cat_elig > 0 & rawben_rel_max > 0.5124555 & rawben_rel_max <= 0.5841925 & medical_deductions <= 0 & shelter_expenses <= 1091 & utilities > 0 & rawearn <= 1 & rawgross > 845 & months_since_cert_n <= 22",9,"INCLUDE",0.554,0.554,1.5,55,7,48,0.127,0.029,0.022,1.91,0.067,"underissuance"
"1","R353","elderly_disabled_i > 0 & expedited_i <= 0 & rawben_rel_max <= 0.233677 & medical_deductions <= 0 & utilities <= 313 & rawunearn > 883 & rawgross <= 1184 & percent_abawd <= 0 & unc_rawben_rel_max > -0.003558719 & count_divisible_by_100 <= 0",10,"INCLUDE",0.619,0.619,3.2,114,14,100,0.123,0.059,0.049,1.84,0.067,"underissuance"
"1","R917","elderly_disabled_i > 0 & rawben_rel_max > 0.392 & rawben_rel_max <= 0.8007118 & rawearn <= 170 & months_since_cert_n > 2 & months_since_cert_n <= 3",6,"INCLUDE",0.576,0.576,1.4,49,6,43,0.122,0.025,0.018,1.84,0.067,"underissuance"
"1","R527","elderly_disabled_i > 0 & rawben_rel_max <= 0.8007118 & utilities > 679 & utilities <= 819 & rawearn <= 478 & rawunearn <= 1182",6,"INCLUDE",0.633,0.633,0.9,33,4,29,0.121,0.017,0.014,1.82,0.067,"underissuance"
"1","R1521","total_deductions <= 529 & cat_elig > 0 & cat_elig <= 1 & rawben_rel_max <= 0.8007118 & utilities <= 488 & homeless == FALSE & rawearn <= 874 & rawgross <= 958 & months_since_cert_n <= 4",9,"INCLUDE",0.569,0.569,4.2,149,18,131,0.121,0.075,0.057,1.81,0.067,"underissuance"
"1","R1349","elderly_disabled_i <= 0 & total_deductions <= 421 & rawben_rel_max > 0.2704626 & months_since_cert_n > 5",4,"INCLUDE",0.967,0.967,6.1,219,26,193,0.119,0.109,0.087,1.78,0.067,"underissuance"
"1","R1323","elderly_disabled_i > 0 & rawben_rel_max > 0.2241993 & rawben_rel_max <= 0.2577319 & homeless == FALSE & rawgross > 843",5,"INCLUDE",0.634,0.634,1.9,67,8,59,0.119,0.033,0.028,1.79,0.067,"underissuance"
"1","R1505","total_deductions <= 616 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & homeless == FALSE & rawunearn <= 1275 & months_since_cert_n > 17 & months_since_cert_n <= 20",7,"INCLUDE",0.68,0.68,1.2,44,5,39,0.114,0.021,0.015,1.7,0.067,"underissuance"
"1","R1187","elderly_disabled_i > 0 & total_deductions > 242 & total_deductions <= 284 & cat_elig > 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & homeless == FALSE & rawunearn <= 1185",8,"INCLUDE",0.696,0.696,1.7,62,7,55,0.113,0.029,0.021,1.69,0.067,"underissuance"
"1","R221","total_deductions <= 247 & expedited_i <= 0 & cat_elig > 0 & rawben_rel_max > 0.08934708 & utilities <= 360 & homeless == FALSE & rawunearn > 882 & rawgross <= 950 & months_since_cert_n <= 31",9,"INCLUDE",0.613,0.613,2.7,98,11,87,0.112,0.046,0.046,1.68,0.067,"underissuance"
"1","R594","unc_rawben_rel_max > 2.444",1,"INCLUDE",0.761,0.761,0.3,9,1,8,0.111,0.004,0.007,1.67,0.067,"underissuance"
"1","R912","medical_deductions <= 0 & rawearn <= 170 & rawunearn <= 1288 & unc_rawben_rel_max <= -0.003558719 & months_since_cert_n > 3",5,"INCLUDE",0.735,0.735,1.5,54,6,48,0.111,0.025,0.028,1.67,0.067,"underissuance"
"1","R1149","elderly_disabled_i > 0 & rawben_rel_max > 0.08934708 & medical_deductions <= 0 & utilities <= 624 & homeless == FALSE & rawunearn > 910 & rawunearn <= 1283 & months_since_cert_n > 0 & months_since_cert_n <= 3 & count_divisible_by_100 <= 0",10,"INCLUDE",0.607,0.607,3.1,111,12,99,0.108,0.05,0.039,1.62,0.067,"underissuance"
"1","R1039","children_i <= 0 & expedited_i <= 0 & rawben_rel_max <= 0.5704467 & rawearn <= 170 & unc_rawben_rel_max > -0.01030928 & count_divisible_by_100 > 0",6,"INCLUDE",0.724,0.724,0.5,19,2,17,0.105,0.008,0.013,1.58,0.067,"underissuance"
"1","R664","elderly_disabled_i > 0 & rawben_rel_max > 0.2241993 & rawben_rel_max <= 0.7010676 & medical_deductions <= 0 & utilities <= 626 & homeless == FALSE & rawunearn <= 1381 & months_since_cert_n > 0 & months_since_cert_n <= 3 & count_divisible_by_100 <= 0",10,"INCLUDE",0.632,0.632,3.6,128,13,115,0.102,0.054,0.043,1.52,0.067,"underissuance"
"1","R980","elderly_disabled_i <= 0 & total_deductions <= 421 & unc_rawben_rel_max > -0.01030928",3,"INCLUDE",0.627,0.627,25.1,900,92,808,0.102,0.385,0.392,1.53,0.067,"underissuance"
"1","R417","cat_elig > 0 & unc_rawben_rel_max > 2.42268",2,"INCLUDE",0.724,0.724,0.3,10,1,9,0.1,0.004,0.007,1.5,0.067,"underissuance"
"1","R1191","elderly_disabled_i > 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & utilities <= 819 & rawunearn <= 1185 & count_divisible_by_100 > 0",6,"INCLUDE",0.641,0.641,0.6,20,2,18,0.1,0.008,0.009,1.5,0.067,"underissuance"
"1","R994","cat_elig > 0 & rawben_rel_max > 0.2241993 & rawben_rel_max <= 0.5910653 & medical_deductions <= 0 & utilities <= 395 & rawunearn > 899 & rawunearn <= 1108 & count_divisible_by_100 <= 0",8,"INCLUDE",0.597,0.597,3.9,141,14,127,0.099,0.059,0.053,1.49,0.067,"underissuance"
