hh_size,rule_id,optimize_for,min_flagged_req,n_conditions,n_optimized,n_flagged,errors_caught,clean_flagged,workload_pct,precision,recall,dollar_recall,lift,precision_state_orig,precision_national_csv,optimized_rule,original_rule
1,rule24,precision,20,3,3,28,12,16,1.9,0.429,0.091,0.063,4.79,0.4,0.509,rawearn >= 850 & rawben_rel_max < 0.7 & rawgross < 1709,rawearn >= 447 & rawben_rel_max < 0.8037 & rawgross < 1709
1,rule13087,precision,20,3,3,31,13,18,2.1,0.419,0.098,0.105,4.68,0.111,0.245,shelter_expenses >= 700 & utilities < 100 & utilities >= 0,shelter_expenses >= 1527 & utilities < 766.5 & utilities >= 406
1,rule2686,precision,20,3,3,24,10,14,1.63,0.417,0.076,0.059,4.65,0.467,0.392,rawearn >= 850 & rawben_rel_max >= 0.08093 & utilities < 700,rawearn >= 590 & rawben_rel_max >= 0.08093 & utilities < 10
1,rule2931,precision,20,4,3,24,10,14,1.63,0.417,0.076,0.041,4.65,0.053,0.316,"unc_rawben_rel_max < 0.9 & rawunearn < 1850 & elderly_disabled_i %in% c(""TRUE"") & total_deductions >= 1050","unc_rawben_rel_max < 2.331 & rawunearn < 801.5 & elderly_disabled_i %in% c(""TRUE"") & total_deductions >= 406.1"
1,rule455,precision,20,3,2,22,9,13,1.49,0.409,0.068,0.103,4.57,0.333,0.791,"unc_rawben_rel_max >= 1.7 & rawgross < 250 & elderly_disabled_i %in% c(""TRUE"")","unc_rawben_rel_max >= 1.235 & rawgross < 4.5 & elderly_disabled_i %in% c(""TRUE"")"
1,rule3848,precision,20,4,4,22,9,13,1.49,0.409,0.068,0.099,4.57,0.583,0.389,utilities < 600 & unc_rawben_rel_max >= 1.7 & count_divisible_by_100 < 0.5 & shelter_expenses < 1950,utilities < 327 & unc_rawben_rel_max >= 1.541 & count_divisible_by_100 < 0.5 & shelter_expenses < 912
1,rule1798,precision,20,4,3,22,9,13,1.49,0.409,0.068,0.045,4.57,0.222,0.645,"unc_rawben_rel_max < 0.6521 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= 0.05 & total_deductions < 900","unc_rawben_rel_max < 0.6521 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.09462 & total_deductions < 372.5"
1,rule2418,precision,20,4,4,22,9,13,1.49,0.409,0.068,0.095,4.57,0.244,0.426,unc_rawben_rel_max >= -0.65 & months_since_cert_n >= 5.5 & rawgross < 350 & shelter_expenses >= 1250,unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5 & shelter_expenses >= 946
1,rule2477,precision,20,4,3,22,9,13,1.49,0.409,0.068,0.103,4.57,0.3,0.646,"elderly_disabled_i %in% c(""TRUE"") & rawgross < 250 & utilities < 875 & total_deductions >= 450","elderly_disabled_i %in% c(""TRUE"") & rawgross < 578 & utilities < 509.5 & total_deductions >= 103"
1,rule1843,precision,20,4,4,22,9,13,1.49,0.409,0.068,0.066,4.57,0.4,0.373,rawunearn < 350 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.9 & utilities < 600,rawunearn < 30 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 48.5
1,rule2532,precision,20,4,3,22,9,13,1.49,0.409,0.068,0.103,4.57,0.333,0.742,"rawgross < 250 & elderly_disabled_i %in% c(""TRUE"") & utilities < 875 & unc_rawben_rel_max >= 1.7","rawgross < 741 & elderly_disabled_i %in% c(""TRUE"") & utilities < 503.5 & unc_rawben_rel_max >= 1.23"
1,rule3982,precision,20,3,3,22,9,13,1.49,0.409,0.068,0.043,4.57,0.22,0.248,rawgross >= 1348 & unc_rawben_rel_max >= 0.45 & months_since_cert_n < 5,rawgross >= 1348 & unc_rawben_rel_max >= -0.003498 & months_since_cert_n < 7.5
1,rule8463,precision,20,3,3,27,11,16,1.83,0.407,0.083,0.125,4.55,0.393,0.331,shelter_expenses < 1950 & unc_rawben_rel_max >= 1.801 & cat_elig >= 1.5,shelter_expenses < 2034 & unc_rawben_rel_max >= 1.801 & cat_elig >= 1.5
1,rule5911,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.087,4.47,0.1,0.36,unc_rawben_rel_max >= 1.7 & rawgross < 350 & utilities < 100,unc_rawben_rel_max >= 1.214 & rawgross < 12.5 & utilities < 727
1,rule4413,precision,20,4,4,20,8,12,1.36,0.4,0.061,0.087,4.47,0.098,0.275,unc_rawben_rel_max >= 1.7 & rawearn < 450 & cat_elig >= 0.5 & utilities < 100,unc_rawben_rel_max >= 1.218 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 352.5
1,rule7445,precision,20,4,4,20,8,12,1.36,0.4,0.061,0.087,4.47,0,0.386,unc_rawben_rel_max >= 1.723 & months_since_cert_n < 29 & utilities < 150 & utilities >= 0,unc_rawben_rel_max >= 1.723 & months_since_cert_n < 10.5 & utilities < 490.5 & utilities >= 413
1,rule1882,precision,20,4,4,20,8,12,1.36,0.4,0.061,0.087,4.47,0.438,0.419,rawearn < 300 & unc_rawben_rel_max >= 1.646 & utilities < 150 & months_since_cert_n >= 0,rawearn < 805.5 & unc_rawben_rel_max >= 1.646 & utilities < 460.5 & months_since_cert_n >= 3.5
1,rule18002,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.058,4.47,0.157,0.231,rawearn < 1300 & rawunearn < 950 & rawgross >= 1157,rawearn < 1214 & rawunearn < 1247 & rawgross >= 1157
1,rule7501,precision,20,4,4,20,8,12,1.36,0.4,0.061,0.087,4.47,0.438,0.416,shelter_expenses < 1250 & unc_rawben_rel_max >= 1.6 & utilities < 150 & months_since_cert_n >= 0,shelter_expenses < 2094 & unc_rawben_rel_max >= 1.647 & utilities < 464 & months_since_cert_n >= 3.5
1,rule5755,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.087,4.47,0.308,0.299,percent_abawd >= 0 & utilities < 100 & unc_rawben_rel_max >= 1.7,percent_abawd >= 0.5 & utilities < 766.5 & unc_rawben_rel_max >= 1.622
1,rule7492,precision,20,3,3,30,12,18,2.04,0.4,0.091,0.073,4.47,0.152,0.341,rawgross >= 1500 & unc_rawben_rel_max >= 0.6 & medical_deductions < 175,rawgross >= 1350 & unc_rawben_rel_max >= -0.005436 & medical_deductions < 60
1,rule7342,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.095,4.47,0.29,0.236,rawgross < 17 & unc_rawben_rel_max < 2 & total_deductions >= 650,rawgross < 17 & unc_rawben_rel_max < 2.223 & total_deductions >= 598.5
1,rule3800,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.087,4.47,0.35,0.444,unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 0 & utilities < 100,unc_rawben_rel_max >= 1.808 & months_since_cert_n >= 1.5 & utilities < 606
1,rule10094,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.087,4.47,0.259,0.295,unc_rawben_rel_max >= 1.7 & utilities < 100 & months_since_cert_n < 27,unc_rawben_rel_max >= 1.673 & utilities < 606.5 & months_since_cert_n < 10.5
1,rule7639,precision,20,3,3,20,8,12,1.36,0.4,0.061,0.087,4.47,0.093,0.343,unc_rawben_rel_max < 2 & utilities < 100 & unc_rawben_rel_max >= 1.7,unc_rawben_rel_max < 2.234 & utilities < 327 & unc_rawben_rel_max >= 1.218
1,rule1868,precision,20,3,3,25,10,15,1.7,0.4,0.076,0.047,4.47,0.26,0.316,rawben_rel_max < 0.9 & rawunearn < 1850 & total_deductions >= 1150,rawben_rel_max < 0.6496 & rawunearn < 897.5 & total_deductions >= 246
1,rule2769,precision,20,4,4,21,8,13,1.42,0.381,0.061,0.087,4.25,0.267,0.398,unc_rawben_rel_max >= 1.769 & months_since_cert_n >= 0 & utilities < 500 & total_deductions < 1000,unc_rawben_rel_max >= 1.769 & months_since_cert_n >= 4.5 & utilities < 867.5 & total_deductions < 683
1,rule11475,precision,20,3,3,37,14,23,2.51,0.378,0.106,0.066,4.23,0.191,0.317,rawgross >= 1409 & cat_elig < 1.5 & unc_rawben_rel_max >= 0.6,rawgross >= 1409 & cat_elig < 1.5 & unc_rawben_rel_max >= -0.01646
1,rule3841,precision,20,4,4,24,9,15,1.63,0.375,0.068,0.06,4.19,0.071,0.232,unc_rawben_rel_max < 0.9 & shelter_expenses >= 1250 & rawunearn < 950 & shelter_expenses < 1850,unc_rawben_rel_max < 2.212 & shelter_expenses >= 954 & rawunearn < 685 & shelter_expenses < 1106
1,rule4299,precision,20,3,3,35,13,22,2.37,0.371,0.098,0.143,4.15,0.371,0.391,unc_rawben_rel_max < 1.912 & months_since_cert_n >= 5.5 & unc_rawben_rel_max >= 1.806,unc_rawben_rel_max < 1.912 & months_since_cert_n >= 5.5 & unc_rawben_rel_max >= 1.806
1,rule230,precision,20,4,4,22,8,14,1.49,0.364,0.061,0.043,4.06,0.27,0.505,unc_rawben_rel_max >= 0.45 & rawearn >= 750 & rawben_rel_max < 0.75 & rawben_rel_max >= 0.05,unc_rawben_rel_max >= 0.008958 & rawearn >= 461 & rawben_rel_max < 0.8316 & rawben_rel_max >= 0.3329
1,rule2287,precision,20,4,4,22,8,14,1.49,0.364,0.061,0.087,4.06,0.333,0.328,unc_rawben_rel_max >= 1.6 & utilities < 150 & total_deductions < 903 & utilities >= 0,unc_rawben_rel_max >= 1.872 & utilities < 604 & total_deductions < 903 & utilities >= 413
1,rule6608,precision,20,4,4,22,8,14,1.49,0.364,0.061,0.045,4.06,0.167,0.336,rawgross >= 1244 & rawunearn < 1250 & unc_rawben_rel_max >= 0.45 & total_deductions < 1250,rawgross >= 1244 & rawunearn < 1383 & unc_rawben_rel_max >= -0.03937 & total_deductions < 682.2
1,rule2416,precision,20,3,3,50,18,32,3.39,0.36,0.136,0.201,4.02,0.226,0.3,unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 5.5 & rawgross < 250,unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5
1,rule920,precision,20,4,4,42,15,27,2.85,0.357,0.114,0.092,3.99,0.214,0.356,rawgross < 1750 & unc_rawben_rel_max < 0.9 & rawearn >= 300 & shelter_expenses < 1850,rawgross < 2887 & unc_rawben_rel_max < 1.85 & rawearn >= 331.5 & shelter_expenses < 72
1,rule22951,precision,20,3,3,37,13,24,2.51,0.351,0.098,0.071,3.92,0.039,0.254,rawgross >= 1350 & total_deductions < 1250 & unc_rawben_rel_max >= 0.6,rawgross >= 1067 & total_deductions < 545 & unc_rawben_rel_max >= -0.008873
1,rule7338,precision,20,4,4,20,7,13,1.36,0.35,0.053,0.031,3.91,0.2,0.438,rawgross >= 0 & unc_rawben_rel_max < 0.45 & rawben_rel_max >= 0.2 & rawearn >= 2.5,rawgross >= 17 & unc_rawben_rel_max < 0.974 & rawben_rel_max >= 0.7966 & rawearn >= 2.5
1,rule2725,precision,20,4,4,20,7,13,1.36,0.35,0.053,0.051,3.91,0.182,0.389,rawunearn < 600 & cat_elig >= 2 & unc_rawben_rel_max >= -0.25 & rawben_rel_max < 1,rawunearn < 370.5 & cat_elig >= 0.5 & unc_rawben_rel_max >= 0.4124 & rawben_rel_max < 0.9809
1,rule2523,precision,20,3,3,20,7,13,1.36,0.35,0.053,0.057,3.91,0.25,0.382,cat_elig >= 1 & rawearn >= 1200 & months_since_cert_n >= 7,cat_elig >= 1.5 & rawearn >= 793.5 & months_since_cert_n >= 1.5
1,rule6286,precision,20,3,3,20,7,13,1.36,0.35,0.053,0.037,3.91,0.148,0.203,rawearn >= 1200 & total_deductions >= 0 & total_deductions < 900,rawearn >= 318.5 & total_deductions >= 146.2 & total_deductions < 1006
1,rule5293,precision,20,4,3,20,7,13,1.36,0.35,0.053,0.038,3.91,0.295,0.377,"unc_rawben_rel_max >= 0.2 & rawben_rel_max < 0.5 & elderly_disabled_i %in% c(""FALSE"") & total_deductions >= 350","unc_rawben_rel_max >= -0.001718 & rawben_rel_max < 0.6655 & elderly_disabled_i %in% c(""FALSE"") & total_deductions >= 121"
1,rule2210,precision,20,4,4,20,7,13,1.36,0.35,0.053,0.081,3.91,0.24,0.289,unc_rawben_rel_max >= 0.9 & utilities >= 150 & shelter_expenses >= 1850 & total_deductions < 700,unc_rawben_rel_max >= 1.625 & utilities >= 479 & shelter_expenses >= 1103 & total_deductions < 706.4
1,rule629,precision,20,3,3,20,7,13,1.36,0.35,0.053,0.037,3.91,0.095,0.25,rawearn >= 1200 & utilities >= 0 & total_deductions < 900,rawearn >= 436.5 & utilities >= 15 & total_deductions < 824.3
1,rule1606,precision,20,3,2,20,7,13,1.36,0.35,0.053,0.05,3.91,0.1,0.214,"unc_rawben_rel_max < 0.75 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 7","unc_rawben_rel_max < 2.515 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 10.5"
1,rule16659,precision,20,3,3,20,7,13,1.36,0.35,0.053,0.036,3.91,0.111,0.281,rawben_rel_max >= 0.6 & utilities < 875 & rawben_rel_max < 0.65,rawben_rel_max >= 0.3126 & utilities < 9 & rawben_rel_max < 0.8043
1,rule12960,precision,20,4,4,20,7,13,1.36,0.35,0.053,0.075,3.91,0.087,0.35,total_deductions < 700 & unc_rawben_rel_max < 2 & unc_rawben_rel_max >= 1.6 & utilities < 150,total_deductions < 1432 & unc_rawben_rel_max < 2.096 & unc_rawben_rel_max >= 1.276 & utilities < 323.5
1,rule202,precision,20,3,2,23,8,15,1.56,0.348,0.061,0.091,3.88,0.286,0.766,"unc_rawben_rel_max >= 1.85 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 4.5","unc_rawben_rel_max >= 1.505 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 4.5"
1,rule4342,precision,20,4,3,23,8,15,1.56,0.348,0.061,0.053,3.88,0.232,0.241,"rawearn >= 550 & expedited_i %in% c(""FALSE"") & rawgross >= 1246 & shelter_expenses >= 1600","rawearn >= 1114 & expedited_i %in% c(""FALSE"") & rawgross >= 1246 & shelter_expenses >= 375"
1,rule5684,precision,20,2,2,23,8,15,1.56,0.348,0.061,0.059,3.88,0.247,0.315,unc_rawben_rel_max < 1.912 & shelter_expenses >= 2200,unc_rawben_rel_max < 1.912 & shelter_expenses >= 1888
1,rule1511,precision,20,4,3,23,8,15,1.56,0.348,0.061,0.057,3.88,0.183,0.22,"elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 11 & total_deductions >= 250 & utilities < 50","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 12.5 & total_deductions >= 18.5 & utilities < 77.5"
1,rule941,precision,20,4,3,21,7,14,1.42,0.333,0.053,0.047,3.72,0.162,0.223,"unc_rawben_rel_max < 1.15 & rawearn < 1550 & rawearn >= 1100 & expedited_i %in% c(""FALSE"")","unc_rawben_rel_max < 1.229 & rawearn < 2628 & rawearn >= 275.5 & expedited_i %in% c(""FALSE"")"
1,rule3773,precision,20,4,4,33,11,22,2.24,0.333,0.083,0.125,3.72,0.282,0.389,rawgross < 1.5 & months_since_cert_n >= 5.5 & total_deductions >= 450 & total_deductions < 700,rawgross < 1.5 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 715
1,rule3131,precision,20,3,3,21,7,14,1.42,0.333,0.053,0.039,3.72,0.243,0.391,rawgross >= 1600 & unc_rawben_rel_max >= 0.6 & rawunearn < 1750,rawgross >= 948.5 & unc_rawben_rel_max >= -0.003779 & rawunearn < 950.5
1,rule5075,precision,20,4,4,21,7,14,1.42,0.333,0.053,0.081,3.72,0.105,0.218,unc_rawben_rel_max < 2 & shelter_expenses >= 1850 & rawgross < 1000 & total_deductions < 700,unc_rawben_rel_max < 2.642 & shelter_expenses >= 3 & rawgross < 642.5 & total_deductions < 358.5
1,rule13614,precision,20,4,4,27,9,18,1.83,0.333,0.068,0.043,3.72,0.261,0.27,unc_rawben_rel_max < 0.9 & count_divisible_by_100 >= 0 & total_deductions >= 1150 & total_deductions < 1450,unc_rawben_rel_max < 2.016 & count_divisible_by_100 >= 0.5 & total_deductions >= 401.5 & total_deductions < 796.5
1,rule8227,precision,20,4,4,24,8,16,1.63,0.333,0.061,0.046,3.72,0.033,0.225,rawearn < 1750 & months_since_cert_n >= 4.5 & rawunearn < 350 & unc_rawben_rel_max < 0.9,rawearn < 823 & months_since_cert_n >= 4.5 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965
1,rule871,precision,20,4,4,21,7,14,1.42,0.333,0.053,0.08,3.72,0.188,0.204,rawearn < 300 & unc_rawben_rel_max >= 1.804 & shelter_expenses >= 1850 & unc_rawben_rel_max < 2,rawearn < 2004 & unc_rawben_rel_max >= 1.804 & shelter_expenses >= 670 & unc_rawben_rel_max < 2.49
1,rule1875,precision,20,3,2,46,15,31,3.12,0.326,0.114,0.175,3.64,0.161,0.246,"unc_rawben_rel_max >= 1.85 & months_since_cert_n >= 7 & expedited_i %in% c(""FALSE"")","unc_rawben_rel_max >= 1.923 & months_since_cert_n >= 3.5 & expedited_i %in% c(""FALSE"")"
1,rule6019,precision,20,4,3,31,10,21,2.1,0.323,0.076,0.042,3.6,0.75,0.865,"rawgross < 2100 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 0.9 & total_deductions >= 1050","rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.012 & total_deductions >= 21"
1,rule5633,precision,20,4,4,28,9,19,1.9,0.321,0.068,0.086,3.59,0.149,0.218,rawearn < 300 & total_deductions < 1250 & rawearn >= 0 & shelter_expenses >= 1850,rawearn < 1928 & total_deductions < 1764 & rawearn >= 522.5 & shelter_expenses >= 60
1,rule155,precision,20,4,4,28,9,19,1.9,0.321,0.068,0.09,3.59,0.232,0.319,rawunearn < 17 & total_deductions >= 700 & months_since_cert_n >= 9 & total_deductions < 1700,rawunearn < 17 & total_deductions >= 57.1 & months_since_cert_n >= 4.5 & total_deductions < 687.9
1,rule4045,precision,20,4,4,25,8,17,1.7,0.32,0.061,0.077,3.57,0.114,0.248,rawgross < 1750 & count_divisible_by_100 < 0.5 & shelter_expenses >= 1950 & total_deductions < 1700,rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 1097 & total_deductions < 648
1,rule1841,precision,20,3,3,22,7,15,1.49,0.318,0.053,0.051,3.55,0.231,0.351,rawunearn < 600 & cat_elig >= 2 & unc_rawben_rel_max < 1,rawunearn < 30 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96
1,rule6006,precision,20,3,3,22,7,15,1.49,0.318,0.053,0.039,3.55,0.167,0.204,rawgross >= 1224 & rawgross < 1350 & months_since_cert_n < 9,rawgross >= 1224 & rawgross < 1542 & months_since_cert_n < 4.5
1,rule7279,precision,20,3,3,22,7,15,1.49,0.318,0.053,0.081,3.55,0.212,0.327,unc_rawben_rel_max < 1.9 & total_deductions < 700 & shelter_expenses >= 1850,unc_rawben_rel_max < 1.9 & total_deductions < 1313 & shelter_expenses >= 1812
1,rule2343,precision,20,3,3,32,10,22,2.17,0.312,0.076,0.098,3.49,0.185,0.3,rawunearn < 1850 & shelter_expenses >= 1950 & rawearn < 15,rawunearn < 718 & shelter_expenses >= 1216 & rawearn < 15
1,rule3083,precision,20,3,3,32,10,22,2.17,0.312,0.076,0.116,3.49,0.5,0.363,shelter_expenses < 950 & unc_rawben_rel_max >= 1.72 & months_since_cert_n >= 4,shelter_expenses < 676.5 & unc_rawben_rel_max >= 1.72 & months_since_cert_n >= 3
1,rule6714,precision,20,4,4,32,10,22,2.17,0.312,0.076,0.063,3.49,0.229,0.346,medical_deductions < 175 & months_since_cert_n < 20 & rawben_rel_max < 0.332 & rawearn >= 1000,medical_deductions < 152.5 & months_since_cert_n < 17.5 & rawben_rel_max < 0.332 & rawearn >= 25
1,rule5647,precision,20,2,2,39,12,27,2.65,0.308,0.091,0.067,3.44,0.288,0.34,rawben_rel_max >= 0.08093 & rawearn >= 1450,rawben_rel_max >= 0.08093 & rawearn >= 1052
1,rule7999,precision,20,4,4,23,7,16,1.56,0.304,0.053,0.028,3.4,0.107,0.333,total_deductions < 1000 & unc_rawben_rel_max >= -0.001718 & rawearn < 1750 & rawearn >= 1450,total_deductions < 1145 & unc_rawben_rel_max >= -0.001718 & rawearn < 1190 & rawearn >= 497
1,rule3952,precision,20,4,4,23,7,16,1.56,0.304,0.053,0.041,3.4,0.225,0.242,unc_rawben_rel_max >= -0.65 & rawben_rel_max >= 0.6 & rawgross >= 1242 & rawunearn < 1250,unc_rawben_rel_max >= -0.003498 & rawben_rel_max >= 0.09583 & rawgross >= 1242 & rawunearn < 1383
1,rule928,precision,20,3,3,33,10,23,2.24,0.303,0.076,0.063,3.38,0.248,0.299,unc_rawben_rel_max < 0.45 & rawearn >= 1200 & rawben_rel_max < 0.35,unc_rawben_rel_max < 1.825 & rawearn >= 1.5 & rawben_rel_max < 0.9772
1,rule9227,precision,20,3,2,43,13,30,2.92,0.302,0.098,0.068,3.38,0.133,0.679,"unc_rawben_rel_max < 0.75 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1650","unc_rawben_rel_max < 0.8025 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 911"
1,rule2922,precision,20,3,3,20,6,14,1.36,0.3,0.045,0.034,3.35,0.175,0.238,unc_rawben_rel_max < 0.35 & count_divisible_by_100 >= 0 & total_deductions >= 1050,unc_rawben_rel_max < 1.93 & count_divisible_by_100 >= 0.5 & total_deductions >= 494
1,rule7914,precision,20,3,3,20,6,14,1.36,0.3,0.045,0.068,3.35,0.19,0.214,shelter_expenses < 1950 & unc_rawben_rel_max >= 2 & months_since_cert_n < 32,shelter_expenses < 2074 & unc_rawben_rel_max >= 1.682 & months_since_cert_n < 10.5
1,rule1531,precision,20,3,2,20,6,14,1.36,0.3,0.045,0.034,3.35,0.154,0.249,"shelter_expenses < 1150 & rawearn >= 900 & homeless %in% c(""FALSE"")","shelter_expenses < 2227 & rawearn >= 737 & homeless %in% c(""FALSE"")"
1,rule5660,precision,20,3,3,20,6,14,1.36,0.3,0.045,0.068,3.35,0.5,0.327,rawearn < 450 & unc_rawben_rel_max >= 2 & shelter_expenses < 1950,rawearn < 1992 & unc_rawben_rel_max >= 1.767 & shelter_expenses < 669.5
1,rule5727,precision,20,2,2,20,6,14,1.36,0.3,0.045,0.068,3.35,0.5,0.333,unc_rawben_rel_max >= 2 & shelter_expenses < 1950,unc_rawben_rel_max >= 1.769 & shelter_expenses < 660.5
1,rule361,precision,20,3,3,20,6,14,1.36,0.3,0.045,0.069,3.35,0.213,0.35,unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 14 & months_since_cert_n < 27,unc_rawben_rel_max >= 1.624 & months_since_cert_n >= 4.5 & months_since_cert_n < 8.5
1,rule5207,precision,20,2,2,34,10,24,2.31,0.294,0.076,0.067,3.28,0.238,0.268,percent_abawd >= 0.05 & total_deductions >= 650,percent_abawd >= 0.5 & total_deductions >= 399
1,rule7449,precision,20,4,4,41,12,29,2.78,0.293,0.091,0.07,3.27,0.079,0.226,rawearn < 1750 & rawben_rel_max >= 0.05 & unc_rawben_rel_max < 0.9 & rawunearn < 350,rawearn < 19 & rawben_rel_max >= 0.5435 & unc_rawben_rel_max < 0.9718 & rawunearn < 737
1,rule1230,precision,20,4,3,21,6,15,1.42,0.286,0.045,0.027,3.19,0.045,0.26,"unc_rawben_rel_max < 0.6 & rawgross < 1350 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 1050","unc_rawben_rel_max < 1.705 & rawgross < 740.5 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 225"
1,rule3928,precision,20,4,4,21,6,15,1.42,0.286,0.045,0.035,3.19,0.17,0.304,rawearn >= 532.5 & utilities >= 14.5 & rawearn < 1523 & rawgross >= 1350,rawearn >= 532.5 & utilities >= 14.5 & rawearn < 1523 & rawgross >= 852.5
1,rule3888,precision,20,3,3,21,6,15,1.42,0.286,0.045,0.045,3.19,0.13,0.267,months_since_cert_n < 5 & shelter_expenses < 2200 & total_deductions >= 1350,months_since_cert_n < 34.5 & shelter_expenses < 72 & total_deductions >= 63
1,rule3718,precision,20,3,3,22,6,16,1.49,0.273,0.045,0.068,3.05,0.184,0.301,unc_rawben_rel_max >= 2 & total_deductions >= 0 & rawunearn < 250,unc_rawben_rel_max >= 1.22 & total_deductions >= 71.5 & rawunearn < 0.5
1,rule5240,precision,20,4,4,22,6,16,1.49,0.273,0.045,0.037,3.05,0.109,0.273,unc_rawben_rel_max < 1.3 & months_since_cert_n >= 0 & rawgross < 1750 & total_deductions >= 1250,unc_rawben_rel_max < 2.231 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16
