"hh_size","recall_floor","precision","recall_obj","n_flagged","workload_pct","errors_caught","n_rules","net","error_tag"
"1",0.2,1,0.2947,51,1.4226,51,2,"elderly_disabled_i <= 0 & unc_rawben_rel_max > -0.007117438 & unc_rawben_rel_max <= -0.003436426  OR  elderly_disabled_i <= 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & utilities <= 559 & rawunearn > 693 & rawunearn <= 1461","underissuance"
"1",0.3,1,0.3646,68,1.8968,68,3,"elderly_disabled_i <= 0 & unc_rawben_rel_max > -0.007117438 & unc_rawben_rel_max <= -0.003436426  OR  elderly_disabled_i <= 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & utilities <= 559 & rawunearn > 693 & rawunearn <= 1461  OR  elderly_disabled_i > 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.656 & rawearn > 138 & rawunearn <= 850 & rawgross <= 1823","underissuance"
"1",0.4,1,0.4249,88,2.4547,88,4,"elderly_disabled_i <= 0 & unc_rawben_rel_max > -0.007117438 & unc_rawben_rel_max <= -0.003436426  OR  elderly_disabled_i <= 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & utilities <= 559 & rawunearn > 693 & rawunearn <= 1461  OR  elderly_disabled_i > 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.656 & rawearn > 138 & rawunearn <= 850 & rawgross <= 1823  OR  elderly_disabled_i <= 0 & total_deductions <= 421 & cat_elig > 0 & rawben_rel_max <= 0.8007118 & unc_rawben_rel_max > 0.0137457 & months_since_cert_n > 5","underissuance"
"1",0.5,1,0.5216,108,3.0126,108,6,"elderly_disabled_i <= 0 & unc_rawben_rel_max > -0.007117438 & unc_rawben_rel_max <= -0.003436426  OR  elderly_disabled_i <= 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.8007118 & utilities <= 559 & rawunearn > 693 & rawunearn <= 1461  OR  elderly_disabled_i > 0 & rawben_rel_max > 0.08934708 & rawben_rel_max <= 0.656 & rawearn > 138 & rawunearn <= 850 & rawgross <= 1823  OR  elderly_disabled_i <= 0 & total_deductions <= 421 & cat_elig > 0 & rawben_rel_max <= 0.8007118 & unc_rawben_rel_max > 0.0137457 & months_since_cert_n > 5  OR  rawearn <= 743 & rawunearn <= 1087 & unc_rawben_rel_max > -0.01030928 & unc_rawben_rel_max <= -0.003436426  OR  medical_deductions > 66 & unc_rawben_rel_max > -0.01030928 & unc_rawben_rel_max <= -0.003436426","underissuance"
"4+",0.2,0.3905,0.2202,210,3.5533,82,12,"rawben_rel_max <= 0.9566841 & utilities > 350 & utilities <= 368 & rawunearn <= 149 & months_since_cert_n > 5  OR  rawben_rel_max > 0.3652695 & utilities <= 287 & married <= 0 & rawearn > 2814 & rawgross <= 3354  OR  rawben_rel_max <= 0.9566841 & utilities > 1030 & months_since_cert_n > 4  OR  total_deductions > 1155 & total_deductions <= 1172.6 & rawben_rel_max <= 0.9566841 & shelter_expenses <= 2193 & utilities > 424 & utilities <= 586 & months_since_cert_n > 0  OR  rawben_rel_max <= 0.9566841 & rawearn > 325 & rawearn <= 373  OR  cat_elig > 1 & married <= 0 & rawearn > 4596  OR  utilities > 302 & homeless == TRUE & months_since_cert_n > 5  OR  elderly_disabled_i <= 0 & total_deductions > 1108.6 & total_deductions <= 1127.2 & cat_elig <= 1 & rawben_rel_max <= 0.9566841 & utilities > 302  OR  rawben_rel_max <= 0.8958084 & shelter_expenses > 1261 & shelter_expenses <= 1267 & months_since_cert_n <= 4  OR  rawben_rel_max <= 0.9566841 & utilities > 392 & utilities <= 414 & rawgross > 1075 & months_since_cert_n > 4  OR  rawben_rel_max <= 0.9566841 & shelter_expenses > 2812 & utilities <= 770 & married <= 0 & count_divisible_by_100 <= 0  OR  elderly_disabled_i <= 0 & shelter_expenses <= 814 & utilities <= 274 & homeless == FALSE & rawunearn > 956","underissuance"
"4+",0.3,0.3425,0.3005,327,5.533,112,16,"rawben_rel_max <= 0.9566841 & utilities > 350 & utilities <= 368 & rawunearn <= 149 & months_since_cert_n > 5  OR  rawben_rel_max > 0.3652695 & utilities <= 287 & married <= 0 & rawearn > 2814 & rawgross <= 3354  OR  rawben_rel_max <= 0.9566841 & utilities > 1030 & months_since_cert_n > 4  OR  total_deductions > 1155 & total_deductions <= 1172.6 & rawben_rel_max <= 0.9566841 & shelter_expenses <= 2193 & utilities > 424 & utilities <= 586 & months_since_cert_n > 0  OR  rawben_rel_max <= 0.9566841 & rawearn > 325 & rawearn <= 373  OR  cat_elig > 1 & married <= 0 & rawearn > 4596  OR  utilities > 302 & homeless == TRUE & months_since_cert_n > 5  OR  elderly_disabled_i <= 0 & total_deductions > 1108.6 & total_deductions <= 1127.2 & cat_elig <= 1 & rawben_rel_max <= 0.9566841 & utilities > 302  OR  rawben_rel_max <= 0.8958084 & shelter_expenses > 1261 & shelter_expenses <= 1267 & months_since_cert_n <= 4  OR  rawben_rel_max <= 0.9566841 & utilities > 392 & utilities <= 414 & rawgross > 1075 & months_since_cert_n > 4  OR  rawben_rel_max <= 0.9566841 & shelter_expenses > 2812 & utilities <= 770 & married <= 0 & count_divisible_by_100 <= 0  OR  elderly_disabled_i <= 0 & shelter_expenses <= 814 & utilities <= 274 & homeless == FALSE & rawunearn > 956  OR  total_deductions <= 749.2 & expedited_i <= 0 & rawben_rel_max <= 0.8958084 & shelter_expenses > 850 & shelter_expenses <= 896 & rawearn <= 3294 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0  OR  expedited_i > 0 & rawben_rel_max <= 0.9566841 & utilities > 302 & rawunearn <= 392 & months_since_cert_n > 6  OR  elderly_disabled_i <= 0 & rawben_rel_max <= 0.9566841 & rawgross > 1075 & rawgross <= 1160 & months_since_cert_n > 4  OR  total_deductions <= 749.2 & shelter_expenses <= 815 & homeless == FALSE & rawearn <= 3294 & rawgross > 3111 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0","underissuance"
"4+",0.4,0.281,0.4105,516,8.731,145,19,"rawben_rel_max <= 0.9566841 & utilities > 350 & utilities <= 368 & rawunearn <= 149 & months_since_cert_n > 5  OR  rawben_rel_max > 0.3652695 & utilities <= 287 & married <= 0 & rawearn > 2814 & rawgross <= 3354  OR  rawben_rel_max <= 0.9566841 & utilities > 1030 & months_since_cert_n > 4  OR  total_deductions > 1155 & total_deductions <= 1172.6 & rawben_rel_max <= 0.9566841 & shelter_expenses <= 2193 & utilities > 424 & utilities <= 586 & months_since_cert_n > 0  OR  rawben_rel_max <= 0.9566841 & rawearn > 325 & rawearn <= 373  OR  cat_elig > 1 & married <= 0 & rawearn > 4596  OR  utilities > 302 & homeless == TRUE & months_since_cert_n > 5  OR  elderly_disabled_i <= 0 & total_deductions > 1108.6 & total_deductions <= 1127.2 & cat_elig <= 1 & rawben_rel_max <= 0.9566841 & utilities > 302  OR  rawben_rel_max <= 0.8958084 & shelter_expenses > 1261 & shelter_expenses <= 1267 & months_since_cert_n <= 4  OR  rawben_rel_max <= 0.9566841 & utilities > 392 & utilities <= 414 & rawgross > 1075 & months_since_cert_n > 4  OR  rawben_rel_max <= 0.9566841 & shelter_expenses > 2812 & utilities <= 770 & married <= 0 & count_divisible_by_100 <= 0  OR  elderly_disabled_i <= 0 & shelter_expenses <= 814 & utilities <= 274 & homeless == FALSE & rawunearn > 956  OR  total_deductions <= 749.2 & expedited_i <= 0 & rawben_rel_max <= 0.8958084 & shelter_expenses > 850 & shelter_expenses <= 896 & rawearn <= 3294 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0  OR  expedited_i > 0 & rawben_rel_max <= 0.9566841 & utilities > 302 & rawunearn <= 392 & months_since_cert_n > 6  OR  elderly_disabled_i <= 0 & rawben_rel_max <= 0.9566841 & rawgross > 1075 & rawgross <= 1160 & months_since_cert_n > 4  OR  total_deductions <= 749.2 & shelter_expenses <= 815 & homeless == FALSE & rawearn <= 3294 & rawgross > 3111 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0  OR  total_deductions <= 835 & rawben_rel_max <= 0.8812547 & utilities > 626 & rawearn > 373 & months_since_cert_n > 1 & months_since_cert_n <= 10  OR  elderly_disabled_i > 0 & rawben_rel_max <= 0.9566841 & medical_deductions <= 1 & utilities > 428 & rawunearn <= 1319 & rawgross > 1075 & months_since_cert_n > 4  OR  shelter_expenses <= 2511 & utilities > 39 & utilities <= 1020 & rawearn > 4702 & percent_abawd <= 0.2 & months_since_cert_n <= 6","underissuance"
"4+",0.5,0.2523,0.5317,753,12.7411,190,20,"rawben_rel_max <= 0.9566841 & utilities > 350 & utilities <= 368 & rawunearn <= 149 & months_since_cert_n > 5  OR  rawben_rel_max > 0.3652695 & utilities <= 287 & married <= 0 & rawearn > 2814 & rawgross <= 3354  OR  rawben_rel_max <= 0.9566841 & utilities > 1030 & months_since_cert_n > 4  OR  total_deductions > 1155 & total_deductions <= 1172.6 & rawben_rel_max <= 0.9566841 & shelter_expenses <= 2193 & utilities > 424 & utilities <= 586 & months_since_cert_n > 0  OR  rawben_rel_max <= 0.9566841 & rawearn > 325 & rawearn <= 373  OR  cat_elig > 1 & married <= 0 & rawearn > 4596  OR  utilities > 302 & homeless == TRUE & months_since_cert_n > 5  OR  elderly_disabled_i <= 0 & total_deductions > 1108.6 & total_deductions <= 1127.2 & cat_elig <= 1 & rawben_rel_max <= 0.9566841 & utilities > 302  OR  rawben_rel_max <= 0.8958084 & shelter_expenses > 1261 & shelter_expenses <= 1267 & months_since_cert_n <= 4  OR  rawben_rel_max <= 0.9566841 & utilities > 392 & utilities <= 414 & rawgross > 1075 & months_since_cert_n > 4  OR  rawben_rel_max <= 0.9566841 & shelter_expenses > 2812 & utilities <= 770 & married <= 0 & count_divisible_by_100 <= 0  OR  elderly_disabled_i <= 0 & shelter_expenses <= 814 & utilities <= 274 & homeless == FALSE & rawunearn > 956  OR  total_deductions <= 749.2 & expedited_i <= 0 & rawben_rel_max <= 0.8958084 & shelter_expenses > 850 & shelter_expenses <= 896 & rawearn <= 3294 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0  OR  expedited_i > 0 & rawben_rel_max <= 0.9566841 & utilities > 302 & rawunearn <= 392 & months_since_cert_n > 6  OR  elderly_disabled_i <= 0 & rawben_rel_max <= 0.9566841 & rawgross > 1075 & rawgross <= 1160 & months_since_cert_n > 4  OR  total_deductions <= 749.2 & shelter_expenses <= 815 & homeless == FALSE & rawearn <= 3294 & rawgross > 3111 & months_since_cert_n <= 4 & count_divisible_by_100 <= 0  OR  total_deductions <= 835 & rawben_rel_max <= 0.8812547 & utilities > 626 & rawearn > 373 & months_since_cert_n > 1 & months_since_cert_n <= 10  OR  elderly_disabled_i > 0 & rawben_rel_max <= 0.9566841 & medical_deductions <= 1 & utilities > 428 & rawunearn <= 1319 & rawgross > 1075 & months_since_cert_n > 4  OR  shelter_expenses <= 2511 & utilities > 39 & utilities <= 1020 & rawearn > 4702 & percent_abawd <= 0.2 & months_since_cert_n <= 6  OR  children_i > 0 & elderly_disabled_i <= 0 & cat_elig > 0 & rawben_rel_max > 0.0628328 & rawben_rel_max <= 0.9566841 & homeless == FALSE & rawearn > 325 & rawunearn > 437","underissuance"
