"hh_size","recall_floor","precision","recall_obj","n_flagged","workload_pct","errors_caught","n_rules","net","error_tag"
"1",0.2,0.9291,0.2534,127,1.5065,118,6,"elderly_disabled_i > 0 & shelter_expenses <= 1597 & unc_rawben_rel_max > 2.75945  OR  shelter_expenses <= 1204 & rawunearn <= 0 & unc_rawben_rel_max > 1.213523 & months_since_cert_n > 25  OR  elderly_disabled_i > 0 & utilities <= 852 & unc_rawben_rel_max > 2.548 & unc_rawben_rel_max <= 2.707904  OR  medical_deductions > 5 & rawgross <= 0 & months_since_cert_n > 1  OR  elderly_disabled_i > 0 & cat_elig <= 1 & shelter_expenses > 359 & utilities <= 292 & rawgross <= 0  OR  elderly_disabled_i > 0 & total_deductions > 17 & rawgross <= 0 & unc_rawben_rel_max <= 1.616","unearned_overissuance"
"1",0.3,0.9264,0.3072,163,1.9336,151,8,"elderly_disabled_i > 0 & shelter_expenses <= 1597 & unc_rawben_rel_max > 2.75945  OR  shelter_expenses <= 1204 & rawunearn <= 0 & unc_rawben_rel_max > 1.213523 & months_since_cert_n > 25  OR  elderly_disabled_i > 0 & utilities <= 852 & unc_rawben_rel_max > 2.548 & unc_rawben_rel_max <= 2.707904  OR  medical_deductions > 5 & rawgross <= 0 & months_since_cert_n > 1  OR  elderly_disabled_i > 0 & cat_elig <= 1 & shelter_expenses > 359 & utilities <= 292 & rawgross <= 0  OR  elderly_disabled_i > 0 & total_deductions > 17 & rawgross <= 0 & unc_rawben_rel_max <= 1.616  OR  shelter_expenses <= 1204 & utilities <= 703 & unc_rawben_rel_max > 2.028 & unc_rawben_rel_max <= 2.206186 & months_since_cert_n > 2  OR  total_deductions > 1728 & expedited_i <= 0 & rawgross <= 24 & months_since_cert_n <= 13","unearned_overissuance"
"1",0.4,0.9159,0.4029,214,2.5386,196,15,"elderly_disabled_i > 0 & shelter_expenses <= 1597 & unc_rawben_rel_max > 2.75945  OR  shelter_expenses <= 1204 & rawunearn <= 0 & unc_rawben_rel_max > 1.213523 & months_since_cert_n > 25  OR  elderly_disabled_i > 0 & utilities <= 852 & unc_rawben_rel_max > 2.548 & unc_rawben_rel_max <= 2.707904  OR  medical_deductions > 5 & rawgross <= 0 & months_since_cert_n > 1  OR  elderly_disabled_i > 0 & cat_elig <= 1 & shelter_expenses > 359 & utilities <= 292 & rawgross <= 0  OR  elderly_disabled_i > 0 & total_deductions > 17 & rawgross <= 0 & unc_rawben_rel_max <= 1.616  OR  shelter_expenses <= 1204 & utilities <= 703 & unc_rawben_rel_max > 2.028 & unc_rawben_rel_max <= 2.206186 & months_since_cert_n > 2  OR  total_deductions > 1728 & expedited_i <= 0 & rawgross <= 24 & months_since_cert_n <= 13  OR  elderly_disabled_i > 0 & total_deductions <= 1603 & utilities > 487 & utilities <= 571 & rawgross <= 0  OR  elderly_disabled_i > 0 & rawgross <= 0 & percent_abawd > 0  OR  elderly_disabled_i > 0 & total_deductions > 31 & utilities <= 852 & rawgross <= 0 & months_since_cert_n > 18  OR  utilities > 586 & utilities <= 601 & rawgross <= 0  OR  total_deductions > 963 & total_deductions <= 1065 & rawben_rel_max <= 0.975089 & medical_deductions <= 337 & utilities <= 730 & rawearn <= 276 & rawgross <= 1545  OR  shelter_expenses <= 700 & utilities <= 600 & rawunearn > 581 & rawunearn <= 592  OR  rawben_rel_max <= 0.9964413 & utilities > 503 & utilities <= 505 & rawunearn <= 746","unearned_overissuance"
"1",0.5,0.8741,0.5034,286,3.3926,250,31,"elderly_disabled_i > 0 & shelter_expenses <= 1597 & unc_rawben_rel_max > 2.75945  OR  shelter_expenses <= 1204 & rawunearn <= 0 & unc_rawben_rel_max > 1.213523 & months_since_cert_n > 25  OR  elderly_disabled_i > 0 & utilities <= 852 & unc_rawben_rel_max > 2.548 & unc_rawben_rel_max <= 2.707904  OR  medical_deductions > 5 & rawgross <= 0 & months_since_cert_n > 1  OR  elderly_disabled_i > 0 & cat_elig <= 1 & shelter_expenses > 359 & utilities <= 292 & rawgross <= 0  OR  elderly_disabled_i > 0 & total_deductions > 17 & rawgross <= 0 & unc_rawben_rel_max <= 1.616  OR  shelter_expenses <= 1204 & utilities <= 703 & unc_rawben_rel_max > 2.028 & unc_rawben_rel_max <= 2.206186 & months_since_cert_n > 2  OR  total_deductions > 1728 & expedited_i <= 0 & rawgross <= 24 & months_since_cert_n <= 13  OR  elderly_disabled_i > 0 & total_deductions <= 1603 & utilities > 487 & utilities <= 571 & rawgross <= 0  OR  elderly_disabled_i > 0 & rawgross <= 0 & percent_abawd > 0  OR  elderly_disabled_i > 0 & total_deductions > 31 & utilities <= 852 & rawgross <= 0 & months_since_cert_n > 18  OR  utilities > 586 & utilities <= 601 & rawgross <= 0  OR  total_deductions > 963 & total_deductions <= 1065 & rawben_rel_max <= 0.975089 & medical_deductions <= 337 & utilities <= 730 & rawearn <= 276 & rawgross <= 1545  OR  shelter_expenses <= 700 & utilities <= 600 & rawunearn > 581 & rawunearn <= 592  OR  rawben_rel_max <= 0.9964413 & utilities > 503 & utilities <= 505 & rawunearn <= 746  OR  rawgross > 619 & rawgross <= 622 & unc_rawben_rel_max <= 1.213523  OR  total_deductions > 800.8 & total_deductions <= 802 & rawben_rel_max <= 0.975089  OR  total_deductions <= 754.4 & unc_rawben_rel_max > 1.964 & months_since_cert_n > 2  OR  total_deductions > 401 & total_deductions <= 403.2 & rawunearn <= 726  OR  elderly_disabled_i > 0 & shelter_expenses <= 1483 & utilities <= 601 & unc_rawben_rel_max > 1.872 & unc_rawben_rel_max <= 1.936  OR  cat_elig <= 1 & shelter_expenses > 2192 & rawgross <= 24  OR  total_deductions <= 559 & rawben_rel_max > 0.9395018 & rawben_rel_max <= 0.9450172 & rawunearn > 277  OR  total_deductions > 1879 & expedited_i <= 0 & rawgross <= 0  OR  elderly_disabled_i > 0 & total_deductions <= 829 & expedited_i <= 0 & cat_elig <= 1 & utilities <= 376 & unc_rawben_rel_max > 1.234875 & unc_rawben_rel_max <= 2.109966 & months_since_cert_n <= 17  OR  rawearn > 227 & rawearn <= 232 & unc_rawben_rel_max > 1.233677  OR  rawearn > 90 & rawearn <= 93  OR  rawben_rel_max > 0.3402062 & rawben_rel_max <= 0.975089 & utilities <= 580 & rawunearn > 857 & rawunearn <= 859  OR  rawben_rel_max > 0.2811388 & shelter_expenses <= 416 & utilities > 414  OR  utilities > 553 & utilities <= 571 & rawgross <= 0 & unc_rawben_rel_max <= 2.697594  OR  rawben_rel_max > 0.3772242 & shelter_expenses > 2020 & utilities <= 503 & married <= 0 & rawearn <= 286 & unc_rawben_rel_max <= 1.793814  OR  total_deductions > 960 & rawben_rel_max > 0.2811388 & rawben_rel_max <= 0.975089 & medical_deductions <= 28 & utilities <= 431 & percent_abawd <= 0","unearned_overissuance"
"2-3",0.2,0.4638,0.2043,138,2.0131,64,3,"rawunearn <= 0 & unc_rawben_rel_max > 1.533784  OR  rawben_rel_max > 0.1215805 & shelter_expenses <= 2047 & rawunearn > 2497  OR  total_deductions <= 1521.8 & expedited_i <= 0 & shelter_expenses > 2163 & married <= 0","unearned_overissuance"
"2-3",0.3,0.2008,0.395,757,11.043,152,8,"rawunearn <= 0 & unc_rawben_rel_max > 1.533784  OR  rawben_rel_max > 0.1215805 & shelter_expenses <= 2047 & rawunearn > 2497  OR  total_deductions <= 1521.8 & expedited_i <= 0 & shelter_expenses > 2163 & married <= 0  OR  rawben_rel_max > 0.1513513 & medical_deductions > 313  OR  total_deductions > 832 & total_deductions <= 847.8 & rawben_rel_max > 0.1648649 & shelter_expenses <= 1476 & rawgross <= 2904  OR  rawben_rel_max <= 0.988785 & shelter_expenses > 2047  OR  rawben_rel_max > 0.1513513 & months_since_cert_n > 25  OR  elderly_disabled_i <= 0 & utilities <= 923 & homeless == FALSE & count_divisible_by_100 > 0","unearned_overissuance"
"2-3",0.4,0.199,0.4081,809,11.8016,161,9,"rawunearn <= 0 & unc_rawben_rel_max > 1.533784  OR  rawben_rel_max > 0.1215805 & shelter_expenses <= 2047 & rawunearn > 2497  OR  total_deductions <= 1521.8 & expedited_i <= 0 & shelter_expenses > 2163 & married <= 0  OR  rawben_rel_max > 0.1513513 & medical_deductions > 313  OR  total_deductions > 832 & total_deductions <= 847.8 & rawben_rel_max > 0.1648649 & shelter_expenses <= 1476 & rawgross <= 2904  OR  rawben_rel_max <= 0.988785 & shelter_expenses > 2047  OR  rawben_rel_max > 0.1513513 & months_since_cert_n > 25  OR  elderly_disabled_i <= 0 & utilities <= 923 & homeless == FALSE & count_divisible_by_100 > 0  OR  total_deductions > 783.8 & total_deductions <= 802.4 & rawben_rel_max > 0.1648649 & shelter_expenses <= 1476 & homeless == FALSE & rawgross <= 2904","unearned_overissuance"
"2-3",0.5,0.1303,0.7265,2426,35.3902,316,11,"rawunearn <= 0 & unc_rawben_rel_max > 1.533784  OR  rawben_rel_max > 0.1215805 & shelter_expenses <= 2047 & rawunearn > 2497  OR  total_deductions <= 1521.8 & expedited_i <= 0 & shelter_expenses > 2163 & married <= 0  OR  rawben_rel_max > 0.1513513 & medical_deductions > 313  OR  total_deductions > 832 & total_deductions <= 847.8 & rawben_rel_max > 0.1648649 & shelter_expenses <= 1476 & rawgross <= 2904  OR  rawben_rel_max <= 0.988785 & shelter_expenses > 2047  OR  rawben_rel_max > 0.1513513 & months_since_cert_n > 25  OR  elderly_disabled_i <= 0 & utilities <= 923 & homeless == FALSE & count_divisible_by_100 > 0  OR  total_deductions > 783.8 & total_deductions <= 802.4 & rawben_rel_max > 0.1648649 & shelter_expenses <= 1476 & homeless == FALSE & rawgross <= 2904  OR  rawben_rel_max > 0.1513513 & count_divisible_by_100 > 0  OR  total_deductions > 57 & rawben_rel_max > 0.1513513 & rawben_rel_max <= 0.988785 & rawunearn > 1","unearned_overissuance"
