"hh_size","rule_id","optimize_for","min_flagged_req","n_conditions","n_optimized","n_flagged","errors_caught","clean_flagged","workload_pct","precision","recall","dollar_recall","lift","precision_state_orig","precision_national_csv","optimized_rule","original_rule","rule_text","imp","rule"
"1","rule5422","recall",10,4,4,13,6,7,0.93,0.462,0.049,0.05,5.25,0.235,0.398,"total_deductions < 1050 & unc_rawben_rel_max >= 1.95 & utilities < 700 & percent_abawd < 0.15","total_deductions < 1458 & unc_rawben_rel_max >= 1.222 & utilities < 413 & percent_abawd < 0.5","total_deductions < 1050 & unc_rawben_rel_max >= 1.95 & utilities < 700 & percent_abawd < 0.15",0,"total_deductions < 1050 & unc_rawben_rel_max >= 1.95 & utilities < 700 & percent_abawd < 0.15"
"1","rule13544","recall",10,4,4,14,6,8,1,0.429,0.049,0.05,4.87,0.114,0.244,"unc_rawben_rel_max < 2.612 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & total_deductions < 1050","unc_rawben_rel_max < 2.612 & unc_rawben_rel_max >= 1.89 & shelter_expenses < 1494 & total_deductions < 871","unc_rawben_rel_max < 2.612 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & total_deductions < 1050",0,"unc_rawben_rel_max < 2.612 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & total_deductions < 1050"
"1","rule2287","recall",10,4,4,14,6,8,1,0.429,0.049,0.05,4.87,0.121,0.328,"unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions < 1050 & utilities >= 0","unc_rawben_rel_max >= 1.872 & utilities < 604 & total_deductions < 903 & utilities >= 413","unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions < 1050 & utilities >= 0",0,"unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions < 1050 & utilities >= 0"
"1","rule2936","recall",10,3,3,10,4,6,0.72,0.4,0.033,0.03,4.55,0.12,0.224,"unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max < 2.301","unc_rawben_rel_max >= 1.622 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max < 2.301","unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max < 2.301",0,"unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max < 2.301"
"1","rule2943","recall",10,3,3,16,6,10,1.14,0.375,0.049,0.051,4.26,0.128,0.205,"unc_rawben_rel_max < 1.15 & total_deductions >= 1050 & utilities < 700","unc_rawben_rel_max < 1.217 & total_deductions >= 897.1 & utilities < 679.5","unc_rawben_rel_max < 1.15 & total_deductions >= 1050 & utilities < 700",0,"unc_rawben_rel_max < 1.15 & total_deductions >= 1050 & utilities < 700"
"1","rule18002","recall",10,3,3,19,7,12,1.36,0.368,0.057,0.073,4.19,0.121,0.231,"rawearn < 1700 & rawunearn < 900 & rawgross >= 1350","rawearn < 1214 & rawunearn < 1247 & rawgross >= 1157","rawearn < 1700 & rawunearn < 900 & rawgross >= 1350",0,"rawearn < 1700 & rawunearn < 900 & rawgross >= 1350"
"1","rule5684","recall",10,2,2,30,11,19,2.15,0.367,0.089,0.091,4.17,0.3,0.315,"unc_rawben_rel_max < 1 & shelter_expenses >= 1450","unc_rawben_rel_max < 1.912 & shelter_expenses >= 1888","unc_rawben_rel_max < 1 & shelter_expenses >= 1450",0,"unc_rawben_rel_max < 1 & shelter_expenses >= 1450"
"1","rule3773","recall",10,4,4,26,9,17,1.86,0.346,0.073,0.084,3.93,0.205,0.389,"rawgross < 1200 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 200","rawgross < 1.5 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 715","rawgross < 1200 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 200",0,"rawgross < 1200 & months_since_cert_n >= 5.5 & total_deductions >= 9.6 & total_deductions < 200"
"1","rule3848","recall",10,4,4,24,8,16,1.72,0.333,0.065,0.077,3.79,0.222,0.389,"utilities < 700 & unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & shelter_expenses < 1700","utilities < 327 & unc_rawben_rel_max >= 1.541 & count_divisible_by_100 < 0.5 & shelter_expenses < 912","utilities < 700 & unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & shelter_expenses < 1700",0,"utilities < 700 & unc_rawben_rel_max >= 1.95 & count_divisible_by_100 < 0.5 & shelter_expenses < 1700"
"1","rule4342","recall",10,4,3,30,10,20,2.15,0.333,0.081,0.087,3.79,0.1,0.241,"rawearn >= 0 & expedited_i %in% c(""FALSE"") & rawgross >= 0 & shelter_expenses >= 1600","rawearn >= 1114 & expedited_i %in% c(""FALSE"") & rawgross >= 1246 & shelter_expenses >= 375","rawearn >= 0 & expedited_i %in% c(""FALSE"") & rawgross >= 0 & shelter_expenses >= 1600",0,"rawearn >= 0 & expedited_i %in% c(""FALSE"") & rawgross >= 0 & shelter_expenses >= 1600"
"1","rule5383","recall",10,3,3,21,7,14,1.5,0.333,0.057,0.045,3.79,0,0.254,"rawben_rel_max < 0.9982 & rawgross < 650 & utilities >= 0","rawben_rel_max < 0.9982 & rawgross < 746 & utilities >= 48","rawben_rel_max < 0.9982 & rawgross < 650 & utilities >= 0",0,"rawben_rel_max < 0.9982 & rawgross < 650 & utilities >= 0"
"1","rule7914","recall",10,3,3,25,8,17,1.79,0.32,0.065,0.077,3.64,0.128,0.214,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22","shelter_expenses < 2074 & unc_rawben_rel_max >= 1.682 & months_since_cert_n < 10.5","shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22",0,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22"
"1","rule5401","recall",10,3,3,25,8,17,1.79,0.32,0.065,0.077,3.64,0.153,0.316,"unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & shelter_expenses < 1700","unc_rawben_rel_max >= 1.891 & months_since_cert_n < 15.5 & shelter_expenses < 1753","unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & shelter_expenses < 1700",0,"unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & shelter_expenses < 1700"
"1","rule3296","recall",10,4,4,19,6,13,1.36,0.316,0.049,0.05,3.59,0.13,0.2,"unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & months_since_cert_n < 22 & unc_rawben_rel_max < 2.527","unc_rawben_rel_max >= 1.872 & shelter_expenses < 1693 & months_since_cert_n < 8.5 & unc_rawben_rel_max < 2.527","unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & months_since_cert_n < 22 & unc_rawben_rel_max < 2.527",0,"unc_rawben_rel_max >= 1.95 & shelter_expenses < 1250 & months_since_cert_n < 22 & unc_rawben_rel_max < 2.527"
"1","rule5911","recall",10,3,3,26,8,18,1.86,0.308,0.065,0.077,3.5,0.158,0.36,"unc_rawben_rel_max >= 1.95 & rawgross < 12.5 & utilities < 700","unc_rawben_rel_max >= 1.214 & rawgross < 12.5 & utilities < 727","unc_rawben_rel_max >= 1.95 & rawgross < 12.5 & utilities < 700",0,"unc_rawben_rel_max >= 1.95 & rawgross < 12.5 & utilities < 700"
"1","rule4413","recall",10,4,3,26,8,18,1.86,0.308,0.065,0.077,3.5,0.154,0.275,"unc_rawben_rel_max >= 1.95 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 700","unc_rawben_rel_max >= 1.218 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 352.5","unc_rawben_rel_max >= 1.95 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 700",0,"unc_rawben_rel_max >= 1.95 & rawearn < 0.5 & cat_elig >= 0.5 & utilities < 700"
"1","rule5660","recall",10,3,3,26,8,18,1.86,0.308,0.065,0.077,3.5,0.121,0.327,"rawearn < 200 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700","rawearn < 1992 & unc_rawben_rel_max >= 1.767 & shelter_expenses < 669.5","rawearn < 200 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700",0,"rawearn < 200 & unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700"
"1","rule3083","recall",10,3,3,26,8,18,1.86,0.308,0.065,0.077,3.5,0.097,0.363,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0","shelter_expenses < 676.5 & unc_rawben_rel_max >= 1.72 & months_since_cert_n >= 3","shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0",0,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0"
"1","rule7501","recall",10,4,4,26,8,18,1.86,0.308,0.065,0.077,3.5,0.2,0.416,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0","shelter_expenses < 2094 & unc_rawben_rel_max >= 1.647 & utilities < 464 & months_since_cert_n >= 3.5","shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0",0,"shelter_expenses < 1700 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0"
"1","rule5727","recall",10,2,2,26,8,18,1.86,0.308,0.065,0.077,3.5,0.121,0.333,"unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700","unc_rawben_rel_max >= 1.769 & shelter_expenses < 660.5","unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700",0,"unc_rawben_rel_max >= 1.95 & shelter_expenses < 1700"
"1","rule7639","recall",10,3,3,39,12,27,2.79,0.308,0.098,0.073,3.5,0.133,0.343,"unc_rawben_rel_max < 0.85 & utilities < 75 & unc_rawben_rel_max >= 0.3","unc_rawben_rel_max < 2.234 & utilities < 327 & unc_rawben_rel_max >= 1.218","unc_rawben_rel_max < 0.85 & utilities < 75 & unc_rawben_rel_max >= 0.3",0,"unc_rawben_rel_max < 0.85 & utilities < 75 & unc_rawben_rel_max >= 0.3"
"1","rule2922","recall",10,3,3,23,7,16,1.65,0.304,0.057,0.055,3.46,0.136,0.238,"unc_rawben_rel_max < 1 & count_divisible_by_100 >= 0 & total_deductions >= 1000","unc_rawben_rel_max < 1.93 & count_divisible_by_100 >= 0.5 & total_deductions >= 494","unc_rawben_rel_max < 1 & count_divisible_by_100 >= 0 & total_deductions >= 1000",0,"unc_rawben_rel_max < 1 & count_divisible_by_100 >= 0 & total_deductions >= 1000"
"1","rule394","recall",10,3,3,30,9,21,2.15,0.3,0.073,0.086,3.41,0.233,0.358,"rawearn >= 200 & months_since_cert_n >= 6 & rawben_rel_max < 0.75","rawearn >= 526 & months_since_cert_n >= 3.5 & rawben_rel_max < 0.8274","rawearn >= 200 & months_since_cert_n >= 6 & rawben_rel_max < 0.75",0,"rawearn >= 200 & months_since_cert_n >= 6 & rawben_rel_max < 0.75"
"1","rule7279","recall",10,3,3,30,9,21,2.15,0.3,0.073,0.082,3.41,0.182,0.327,"unc_rawben_rel_max < 1.15 & total_deductions < 1250 & shelter_expenses >= 1450","unc_rawben_rel_max < 1.9 & total_deductions < 1313 & shelter_expenses >= 1812","unc_rawben_rel_max < 1.15 & total_deductions < 1250 & shelter_expenses >= 1450",0,"unc_rawben_rel_max < 1.15 & total_deductions < 1250 & shelter_expenses >= 1450"
"1","rule7445","recall",10,4,4,27,8,19,1.93,0.296,0.065,0.077,3.37,NA,0.386,"unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & utilities < 700 & utilities >= 0","unc_rawben_rel_max >= 1.723 & months_since_cert_n < 10.5 & utilities < 490.5 & utilities >= 413","unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & utilities < 700 & utilities >= 0",0,"unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22 & utilities < 700 & utilities >= 0"
"1","rule7492","recall",10,3,3,27,8,19,1.93,0.296,0.065,0.077,3.37,0.167,0.341,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & medical_deductions < 175","rawgross >= 1350 & unc_rawben_rel_max >= -0.005436 & medical_deductions < 60","rawgross >= 0 & unc_rawben_rel_max >= 1.95 & medical_deductions < 175",0,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & medical_deductions < 175"
"1","rule10094","recall",10,3,3,27,8,19,1.93,0.296,0.065,0.077,3.37,0.173,0.295,"unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n < 22","unc_rawben_rel_max >= 1.673 & utilities < 606.5 & months_since_cert_n < 10.5","unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n < 22",0,"unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n < 22"
"1","rule3982","recall",10,3,3,27,8,19,1.93,0.296,0.065,0.077,3.37,0.123,0.248,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22","rawgross >= 1348 & unc_rawben_rel_max >= -0.003498 & months_since_cert_n < 7.5","rawgross >= 0 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22",0,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & months_since_cert_n < 22"
"1","rule9227","recall",10,3,2,61,18,43,4.36,0.295,0.146,0.155,3.35,0.421,0.679,"unc_rawben_rel_max < 1 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1700","unc_rawben_rel_max < 0.8025 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 911","unc_rawben_rel_max < 1 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1700",0,"unc_rawben_rel_max < 1 & elderly_disabled_i %in% c(""FALSE"") & rawearn < 1700"
"1","rule871","recall",10,4,4,38,11,27,2.72,0.289,0.089,0.091,3.29,0.173,0.204,"rawearn < 2004 & unc_rawben_rel_max >= -0.65 & shelter_expenses >= 1450 & unc_rawben_rel_max < 1.25","rawearn < 2004 & unc_rawben_rel_max >= 1.804 & shelter_expenses >= 670 & unc_rawben_rel_max < 2.49","rawearn < 2004 & unc_rawben_rel_max >= -0.65 & shelter_expenses >= 1450 & unc_rawben_rel_max < 1.25",0,"rawearn < 2004 & unc_rawben_rel_max >= -0.65 & shelter_expenses >= 1450 & unc_rawben_rel_max < 1.25"
"1","rule1882","recall",10,4,4,28,8,20,2,0.286,0.065,0.077,3.25,0.2,0.419,"rawearn < 250 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0","rawearn < 805.5 & unc_rawben_rel_max >= 1.646 & utilities < 460.5 & months_since_cert_n >= 3.5","rawearn < 250 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0",0,"rawearn < 250 & unc_rawben_rel_max >= 1.95 & utilities < 700 & months_since_cert_n >= 0"
"1","rule3131","recall",10,3,3,28,8,20,2,0.286,0.065,0.077,3.25,0.125,0.391,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & rawunearn < 100","rawgross >= 948.5 & unc_rawben_rel_max >= -0.003779 & rawunearn < 950.5","rawgross >= 0 & unc_rawben_rel_max >= 1.95 & rawunearn < 100",0,"rawgross >= 0 & unc_rawben_rel_max >= 1.95 & rawunearn < 100"
"1","rule3952","recall",10,4,4,28,8,20,2,0.286,0.065,0.077,3.25,0.15,0.242,"unc_rawben_rel_max >= 1.95 & rawben_rel_max >= 0.05 & rawgross >= 0 & rawunearn < 300","unc_rawben_rel_max >= -0.003498 & rawben_rel_max >= 0.09583 & rawgross >= 1242 & rawunearn < 1383","unc_rawben_rel_max >= 1.95 & rawben_rel_max >= 0.05 & rawgross >= 0 & rawunearn < 300",0,"unc_rawben_rel_max >= 1.95 & rawben_rel_max >= 0.05 & rawgross >= 0 & rawunearn < 300"
"1","rule5755","recall",10,3,3,28,8,20,2,0.286,0.065,0.077,3.25,0.157,0.299,"percent_abawd >= 0 & utilities < 700 & unc_rawben_rel_max >= 1.95","percent_abawd >= 0.5 & utilities < 766.5 & unc_rawben_rel_max >= 1.622","percent_abawd >= 0 & utilities < 700 & unc_rawben_rel_max >= 1.95",0,"percent_abawd >= 0 & utilities < 700 & unc_rawben_rel_max >= 1.95"
"1","rule7736","recall",10,3,3,28,8,20,2,0.286,0.065,0.077,3.25,0.172,0.229,"unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions >= 0","unc_rawben_rel_max >= 1.627 & utilities < 604.5 & total_deductions >= 438.5","unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions >= 0",0,"unc_rawben_rel_max >= 1.95 & utilities < 700 & total_deductions >= 0"
"1","rule3800","recall",10,3,3,28,8,20,2,0.286,0.065,0.077,3.25,0.195,0.444,"unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0 & utilities < 700","unc_rawben_rel_max >= 1.808 & months_since_cert_n >= 1.5 & utilities < 606","unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0 & utilities < 700",0,"unc_rawben_rel_max >= 1.95 & months_since_cert_n >= 0 & utilities < 700"
"1","rule5240","recall",10,4,4,21,6,15,1.5,0.286,0.049,0.06,3.25,0.16,0.273,"unc_rawben_rel_max < 1.25 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16","unc_rawben_rel_max < 2.231 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16","unc_rawben_rel_max < 1.25 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16",0,"unc_rawben_rel_max < 1.25 & months_since_cert_n >= 4.5 & rawgross < 650 & total_deductions >= 16"
"1","rule4045","recall",10,4,4,42,12,30,3,0.286,0.098,0.121,3.25,0.25,0.248,"rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 700 & total_deductions < 1050","rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 1097 & total_deductions < 648","rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 700 & total_deductions < 1050",0,"rawgross < 16 & count_divisible_by_100 < 0.5 & shelter_expenses >= 700 & total_deductions < 1050"
"1","rule16659","recall",10,3,3,49,14,35,3.51,0.286,0.114,0.088,3.25,0.292,0.281,"rawben_rel_max >= 0.3 & utilities < 75 & rawben_rel_max < 1","rawben_rel_max >= 0.3126 & utilities < 9 & rawben_rel_max < 0.8043","rawben_rel_max >= 0.3 & utilities < 75 & rawben_rel_max < 1",0,"rawben_rel_max >= 0.3 & utilities < 75 & rawben_rel_max < 1"
"1","rule2181","recall",10,3,3,28,8,20,2,0.286,0.065,0.077,3.25,0.124,0.285,"unc_rawben_rel_max >= 1.95 & utilities >= 0 & rawunearn < 4.5","unc_rawben_rel_max >= 1.234 & utilities >= 28 & rawunearn < 4.5","unc_rawben_rel_max >= 1.95 & utilities >= 0 & rawunearn < 4.5",0,"unc_rawben_rel_max >= 1.95 & utilities >= 0 & rawunearn < 4.5"
"1","rule11440","recall",10,3,3,25,7,18,1.79,0.28,0.057,0.064,3.18,0.145,0.43,"unc_rawben_rel_max < 2.838 & months_since_cert_n >= 0 & unc_rawben_rel_max >= 1.95","unc_rawben_rel_max < 2.838 & months_since_cert_n >= 7.5 & unc_rawben_rel_max >= 1.458","unc_rawben_rel_max < 2.838 & months_since_cert_n >= 0 & unc_rawben_rel_max >= 1.95",0,"unc_rawben_rel_max < 2.838 & months_since_cert_n >= 0 & unc_rawben_rel_max >= 1.95"
"1","rule2418","recall",10,4,4,54,15,39,3.86,0.278,0.122,0.171,3.16,0.333,0.426,"unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 3 & rawgross < 900 & shelter_expenses >= 700","unc_rawben_rel_max >= 1.466 & months_since_cert_n >= 5.5 & rawgross < 488.5 & shelter_expenses >= 946","unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 3 & rawgross < 900 & shelter_expenses >= 700",0,"unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 3 & rawgross < 900 & shelter_expenses >= 700"
"1","rule1606","recall",10,3,2,54,15,39,3.86,0.278,0.122,0.132,3.16,0.103,0.214,"unc_rawben_rel_max < 1.15 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 5","unc_rawben_rel_max < 2.515 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 10.5","unc_rawben_rel_max < 1.15 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 5",0,"unc_rawben_rel_max < 1.15 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 5"
"1","rule1868","recall",10,3,3,18,5,13,1.29,0.278,0.041,0.036,3.16,0.162,0.316,"rawben_rel_max < 1 & rawunearn < 1900 & total_deductions >= 1000","rawben_rel_max < 0.6496 & rawunearn < 897.5 & total_deductions >= 246","rawben_rel_max < 1 & rawunearn < 1900 & total_deductions >= 1000",0,"rawben_rel_max < 1 & rawunearn < 1900 & total_deductions >= 1000"
"1","rule8227","recall",10,4,4,58,16,42,4.15,0.276,0.13,0.13,3.14,0.29,0.225,"rawearn < 1700 & months_since_cert_n >= 3 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965","rawearn < 823 & months_since_cert_n >= 4.5 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965","rawearn < 1700 & months_since_cert_n >= 3 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965",0,"rawearn < 1700 & months_since_cert_n >= 3 & rawunearn < 781.5 & unc_rawben_rel_max < 0.965"
"1","rule6901","recall",10,4,2,29,8,21,2.07,0.276,0.065,0.079,3.14,0.2,0.596,"expedited_i %in% c(""FALSE"") & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n < 22","expedited_i %in% c(""FALSE"") & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n < 4.5","expedited_i %in% c(""FALSE"") & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n < 22",0,"expedited_i %in% c(""FALSE"") & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n < 22"
"1","rule1798","recall",10,4,3,69,19,50,4.94,0.275,0.154,0.154,3.13,0.333,0.645,"unc_rawben_rel_max < 0.85 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.65 & total_deductions < 1200","unc_rawben_rel_max < 0.6521 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.09462 & total_deductions < 372.5","unc_rawben_rel_max < 0.85 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.65 & total_deductions < 1200",0,"unc_rawben_rel_max < 0.85 & elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max >= -0.65 & total_deductions < 1200"
"1","rule1230","recall",10,4,3,11,3,8,0.79,0.273,0.024,0.02,3.1,0.1,0.26,"unc_rawben_rel_max < 1.15 & rawgross < 1750 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 1450","unc_rawben_rel_max < 1.705 & rawgross < 740.5 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 225","unc_rawben_rel_max < 1.15 & rawgross < 1750 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 1450",0,"unc_rawben_rel_max < 1.15 & rawgross < 1750 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses >= 1450"
"1","rule13614","recall",10,4,4,11,3,8,0.79,0.273,0.024,0.031,3.1,0.067,0.27,"unc_rawben_rel_max < 1.25 & count_divisible_by_100 >= 0.5 & total_deductions >= 0 & total_deductions < 400","unc_rawben_rel_max < 2.016 & count_divisible_by_100 >= 0.5 & total_deductions >= 401.5 & total_deductions < 796.5","unc_rawben_rel_max < 1.25 & count_divisible_by_100 >= 0.5 & total_deductions >= 0 & total_deductions < 400",0,"unc_rawben_rel_max < 1.25 & count_divisible_by_100 >= 0.5 & total_deductions >= 0 & total_deductions < 400"
"1","rule2769","recall",10,4,4,22,6,16,1.57,0.273,0.049,0.074,3.1,0.184,0.398,"unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 6 & utilities < 600 & total_deductions < 1050","unc_rawben_rel_max >= 1.769 & months_since_cert_n >= 4.5 & utilities < 867.5 & total_deductions < 683","unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 6 & utilities < 600 & total_deductions < 1050",0,"unc_rawben_rel_max >= 1.55 & months_since_cert_n >= 6 & utilities < 600 & total_deductions < 1050"
"1","rule3841","recall",10,4,4,44,12,32,3.15,0.273,0.098,0.093,3.1,0.174,0.232,"unc_rawben_rel_max < 0.85 & shelter_expenses >= 0 & rawunearn < 800 & shelter_expenses < 450","unc_rawben_rel_max < 2.212 & shelter_expenses >= 954 & rawunearn < 685 & shelter_expenses < 1106","unc_rawben_rel_max < 0.85 & shelter_expenses >= 0 & rawunearn < 800 & shelter_expenses < 450",0,"unc_rawben_rel_max < 0.85 & shelter_expenses >= 0 & rawunearn < 800 & shelter_expenses < 450"
"1","rule6692","recall",10,4,4,37,10,27,2.65,0.27,0.081,0.102,3.07,0.278,0.484,"months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.75 & rawben_rel_max >= 0.05","months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.9737 & rawben_rel_max >= 0.4124","months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.75 & rawben_rel_max >= 0.05",0,"months_since_cert_n >= 4.5 & rawearn >= 50.5 & rawben_rel_max < 0.75 & rawben_rel_max >= 0.05"
"1","rule12960","recall",10,4,4,37,10,27,2.65,0.27,0.081,0.06,3.07,0.105,0.35,"total_deductions < 350 & unc_rawben_rel_max < 0.85 & unc_rawben_rel_max >= 0.45 & utilities < 600","total_deductions < 1432 & unc_rawben_rel_max < 2.096 & unc_rawben_rel_max >= 1.276 & utilities < 323.5","total_deductions < 350 & unc_rawben_rel_max < 0.85 & unc_rawben_rel_max >= 0.45 & utilities < 600",0,"total_deductions < 350 & unc_rawben_rel_max < 0.85 & unc_rawben_rel_max >= 0.45 & utilities < 600"
"1","rule1843","recall",10,4,3,52,14,38,3.72,0.269,0.114,0.108,3.06,0.25,0.373,"rawunearn < 800 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 225","rawunearn < 30 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 48.5","rawunearn < 800 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 225",0,"rawunearn < 800 & cat_elig >= 0.5 & unc_rawben_rel_max < 0.96 & utilities < 225"
"1","rule361","recall",10,3,3,26,7,19,1.86,0.269,0.057,0.095,3.06,0.184,0.35,"unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 4.5 & months_since_cert_n < 8","unc_rawben_rel_max >= 1.624 & months_since_cert_n >= 4.5 & months_since_cert_n < 8.5","unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 4.5 & months_since_cert_n < 8",0,"unc_rawben_rel_max >= 1.7 & months_since_cert_n >= 4.5 & months_since_cert_n < 8"
"1","rule13087","recall",10,3,3,52,14,38,3.72,0.269,0.114,0.133,3.06,0.275,0.245,"shelter_expenses >= 1527 & utilities < 700 & utilities >= 0","shelter_expenses >= 1527 & utilities < 766.5 & utilities >= 406","shelter_expenses >= 1527 & utilities < 700 & utilities >= 0",0,"shelter_expenses >= 1527 & utilities < 700 & utilities >= 0"
