"hh_size","rule_id","optimize_for","min_flagged_req","n_conditions","n_optimized","n_flagged","errors_caught","clean_flagged","workload_pct","precision","recall","dollar_recall","lift","precision_state_orig","precision_national_csv","optimized_rule","original_rule","rule_text","imp","rule"
"2","rule410","recall",10,4,3,19,5,14,6.17,0.263,0.143,0.163,2.32,0.1,0.269,"rawearn < 2350 & shelter_expenses < 1600 & unc_rawben_rel_max < 0.55 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 835.5 & shelter_expenses < 1999 & unc_rawben_rel_max < 0.8108 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 2350 & shelter_expenses < 1600 & unc_rawben_rel_max < 0.55 & elderly_disabled_i %in% c(""FALSE"")",0,"rawearn < 2350 & shelter_expenses < 1600 & unc_rawben_rel_max < 0.55 & elderly_disabled_i %in% c(""FALSE"")"
"2","rule6490","recall",10,3,3,19,5,14,6.17,0.263,0.143,0.181,2.32,0.125,0.269,"total_deductions >= 600 & rawearn < 350 & shelter_expenses >= 1500","total_deductions >= 996.9 & rawearn < 1685 & shelter_expenses >= 1534","total_deductions >= 600 & rawearn < 350 & shelter_expenses >= 1500",0,"total_deductions >= 600 & rawearn < 350 & shelter_expenses >= 1500"
"2","rule2549","recall",10,3,3,23,6,17,7.47,0.261,0.171,0.179,2.3,0.25,0.253,"rawearn >= 1000 & rawunearn < 2200 & utilities < 600","rawearn >= 1300 & rawunearn < 204.5 & utilities < 433","rawearn >= 1000 & rawunearn < 2200 & utilities < 600",0,"rawearn >= 1000 & rawunearn < 2200 & utilities < 600"
"2","rule349","recall",10,3,3,23,6,17,7.47,0.261,0.171,0.179,2.3,0,0.215,"rawearn >= 1000 & utilities >= 0 & utilities < 600","rawearn >= 1226 & utilities >= 29.5 & utilities < 433.5","rawearn >= 1000 & utilities >= 0 & utilities < 600",0,"rawearn >= 1000 & utilities >= 0 & utilities < 600"
"2","rule7902","recall",10,3,3,23,6,17,7.47,0.261,0.171,0.179,2.3,0.25,0.255,"utilities < 600 & rawearn >= 1000 & months_since_cert_n >= 0","utilities < 360.5 & rawearn >= 563 & months_since_cert_n >= 3.5","utilities < 600 & rawearn >= 1000 & months_since_cert_n >= 0",0,"utilities < 600 & rawearn >= 1000 & months_since_cert_n >= 0"
"2","rule5693","recall",10,4,3,51,13,38,16.56,0.255,0.371,0.342,2.24,0.231,0.2,"total_deductions < 750 & rawgross < 2100 & shelter_expenses >= 900 & expedited_i %in% c(""FALSE"")","total_deductions < 1295 & rawgross < 0.5 & shelter_expenses >= 745.5 & expedited_i %in% c(""FALSE"")","total_deductions < 750 & rawgross < 2100 & shelter_expenses >= 900 & expedited_i %in% c(""FALSE"")",0,"total_deductions < 750 & rawgross < 2100 & shelter_expenses >= 900 & expedited_i %in% c(""FALSE"")"
"2","rule9504","recall",10,3,3,51,13,38,16.56,0.255,0.371,0.365,2.24,1,0.225,"utilities < 600 & shelter_expenses >= 800 & rawunearn < 1800","utilities < 363.5 & shelter_expenses >= 886.5 & rawunearn < 841.5","utilities < 600 & shelter_expenses >= 800 & rawunearn < 1800",0,"utilities < 600 & shelter_expenses >= 800 & rawunearn < 1800"
"2","rule3805","recall",10,4,3,24,6,18,7.79,0.25,0.171,0.188,2.2,0.135,0.245,"unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.6 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 12","unc_rawben_rel_max >= -0.005206 & rawben_rel_max < 0.757 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 9.5","unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.6 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 12",0,"unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.6 & elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n < 12"
"2","rule10893","recall",10,3,3,36,9,27,11.69,0.25,0.257,0.232,2.2,0.143,0.241,"rawben_rel_max >= 0.15 & unc_rawben_rel_max < 0.45 & rawearn >= 0","rawben_rel_max >= 0.8823 & unc_rawben_rel_max < 0.9826 & rawearn >= 2.5","rawben_rel_max >= 0.15 & unc_rawben_rel_max < 0.45 & rawearn >= 0",0,"rawben_rel_max >= 0.15 & unc_rawben_rel_max < 0.45 & rawearn >= 0"
"2","rule678","recall",10,2,2,48,12,36,15.58,0.25,0.343,0.326,2.2,0.25,0.282,"shelter_expenses >= 900 & utilities < 600","shelter_expenses >= 1694 & utilities < 606.5","shelter_expenses >= 900 & utilities < 600",0,"shelter_expenses >= 900 & utilities < 600"
"2","rule1918","recall",10,3,2,20,5,15,6.49,0.25,0.143,0.164,2.2,0.25,0.273,"unc_rawben_rel_max < 0.45 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 2500","unc_rawben_rel_max < 0.4564 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 2504","unc_rawben_rel_max < 0.45 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 2500",0,"unc_rawben_rel_max < 0.45 & elderly_disabled_i %in% c(""FALSE"") & rawgross < 2500"
"2","rule4148","recall",10,4,4,20,5,15,6.49,0.25,0.143,0.172,2.2,0.25,0.2,"total_deductions < 1300 & rawearn >= 1350 & rawben_rel_max >= 0 & utilities < 600","total_deductions < 1732 & rawearn >= 716 & rawben_rel_max >= 0.478 & utilities < 436","total_deductions < 1300 & rawearn >= 1350 & rawben_rel_max >= 0 & utilities < 600",0,"total_deductions < 1300 & rawearn >= 1350 & rawben_rel_max >= 0 & utilities < 600"
"2","rule2737","recall",10,3,3,12,3,9,3.9,0.25,0.086,0.1,2.2,0.143,0.252,"total_deductions >= 1041 & utilities >= 0 & rawunearn < 550","total_deductions >= 1041 & utilities >= 421 & rawunearn < 12.5","total_deductions >= 1041 & utilities >= 0 & rawunearn < 550",0,"total_deductions >= 1041 & utilities >= 0 & rawunearn < 550"
"2","rule4025","recall",10,3,2,20,5,15,6.49,0.25,0.143,0.164,2.2,0.1,0.28,"rawearn < 2550 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.4","rawearn < 706.5 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.7859","rawearn < 2550 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.4",0,"rawearn < 2550 & elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.4"
"2","rule5028","recall",10,4,3,36,9,27,11.69,0.25,0.257,0.232,2.2,0,0.23,"unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.45 & cat_elig >= 0.5 & shelter_expenses < 1800","unc_rawben_rel_max >= 0.1769 & rawben_rel_max < 0.6483 & cat_elig >= 0.5 & shelter_expenses < 368.5","unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.45 & cat_elig >= 0.5 & shelter_expenses < 1800",0,"unc_rawben_rel_max >= 0.1 & rawben_rel_max < 0.45 & cat_elig >= 0.5 & shelter_expenses < 1800"
"2","rule17151","recall",10,3,3,12,3,9,3.9,0.25,0.086,0.106,2.2,0.182,0.272,"shelter_expenses < 1700 & rawearn >= 2200 & months_since_cert_n >= 6.5","shelter_expenses < 1194 & rawearn >= 380.5 & months_since_cert_n >= 6.5","shelter_expenses < 1700 & rawearn >= 2200 & months_since_cert_n >= 6.5",0,"shelter_expenses < 1700 & rawearn >= 2200 & months_since_cert_n >= 6.5"
"2","rule3314","recall",10,2,2,20,5,15,6.49,0.25,0.143,0.097,2.2,0,0.301,"rawearn >= 150 & total_deductions < 600","rawearn >= 367 & total_deductions < 308.8","rawearn >= 150 & total_deductions < 600",0,"rawearn >= 150 & total_deductions < 600"
"2","rule2452","recall",10,3,3,36,9,27,11.69,0.25,0.257,0.232,2.2,0.171,0.209,"unc_rawben_rel_max < 0.45 & rawben_rel_max >= 0.15 & rawunearn < 2050","unc_rawben_rel_max < 0.8897 & rawben_rel_max >= 0.281 & rawunearn < 806","unc_rawben_rel_max < 0.45 & rawben_rel_max >= 0.15 & rawunearn < 2050",0,"unc_rawben_rel_max < 0.45 & rawben_rel_max >= 0.15 & rawunearn < 2050"
"2","rule4013","recall",10,3,3,20,5,15,6.49,0.25,0.143,0.149,2.2,0.125,0.258,"rawearn < 2350 & months_since_cert_n >= 0 & rawearn >= 1700","rawearn < 1834 & months_since_cert_n >= 6.5 & rawearn >= 306","rawearn < 2350 & months_since_cert_n >= 0 & rawearn >= 1700",0,"rawearn < 2350 & months_since_cert_n >= 0 & rawearn >= 1700"
"2","rule3822","recall",10,3,2,16,4,12,5.19,0.25,0.114,0.148,2.2,0.091,0.214,"rawearn >= 1500 & utilities < 600 & cat_elig < 1.5","rawearn >= 20 & utilities < 363.5 & cat_elig < 1.5","rawearn >= 1500 & utilities < 600 & cat_elig < 1.5",0,"rawearn >= 1500 & utilities < 600 & cat_elig < 1.5"
"2","rule318","recall",10,3,2,20,5,15,6.49,0.25,0.143,0.164,2.2,0.067,0.238,"rawearn < 2550 & rawben_rel_max < 0.4 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 700.5 & rawben_rel_max < 0.8876 & elderly_disabled_i %in% c(""FALSE"")","rawearn < 2550 & rawben_rel_max < 0.4 & elderly_disabled_i %in% c(""FALSE"")",0,"rawearn < 2550 & rawben_rel_max < 0.4 & elderly_disabled_i %in% c(""FALSE"")"
"3","rule958","recall",10,4,4,26,8,18,15.85,0.308,0.471,0.441,2.97,0,0.237,"total_deductions >= 0 & rawgross < 1350 & shelter_expenses >= 0 & months_since_cert_n >= 7","total_deductions >= 796.7 & rawgross < 1792 & shelter_expenses >= 1414 & months_since_cert_n >= 3.5","total_deductions >= 0 & rawgross < 1350 & shelter_expenses >= 0 & months_since_cert_n >= 7",0,"total_deductions >= 0 & rawgross < 1350 & shelter_expenses >= 0 & months_since_cert_n >= 7"
"3","rule1850","recall",10,3,3,18,5,13,10.98,0.278,0.294,0.228,2.68,0.333,0.23,"shelter_expenses >= 0 & unc_rawben_rel_max < 1 & rawben_rel_max >= 0.85","shelter_expenses >= 1910 & unc_rawben_rel_max < 1.336 & rawben_rel_max >= 0.6304","shelter_expenses >= 0 & unc_rawben_rel_max < 1 & rawben_rel_max >= 0.85",0,"shelter_expenses >= 0 & unc_rawben_rel_max < 1 & rawben_rel_max >= 0.85"
"3","rule1089","recall",10,4,4,24,6,18,14.63,0.25,0.353,0.5,2.41,NA,0.21,"unc_rawben_rel_max >= 1.194 & utilities < 700 & shelter_expenses < 1600 & months_since_cert_n >= 2","unc_rawben_rel_max >= 1.194 & utilities < 353 & shelter_expenses < 1119 & months_since_cert_n >= 2.5","unc_rawben_rel_max >= 1.194 & utilities < 700 & shelter_expenses < 1600 & months_since_cert_n >= 2",0,"unc_rawben_rel_max >= 1.194 & utilities < 700 & shelter_expenses < 1600 & months_since_cert_n >= 2"
"3","rule577","recall",10,3,3,16,4,12,9.76,0.25,0.235,0.353,2.41,NA,0.229,"unc_rawben_rel_max >= 0.7736 & shelter_expenses >= 700 & utilities >= 625","unc_rawben_rel_max >= 0.7736 & shelter_expenses >= 1392 & utilities >= 847","unc_rawben_rel_max >= 0.7736 & shelter_expenses >= 700 & utilities >= 625",0,"unc_rawben_rel_max >= 0.7736 & shelter_expenses >= 700 & utilities >= 625"
"4","rule8619","recall",10,4,4,30,8,22,23.81,0.267,0.421,0.332,1.77,0.286,0.201,"total_deductions < 1027 & months_since_cert_n >= 0 & rawearn >= 1500 & rawben_rel_max >= 0.25","total_deductions < 1027 & months_since_cert_n >= 5.5 & rawearn >= 1000 & rawben_rel_max >= 0.6007","total_deductions < 1027 & months_since_cert_n >= 0 & rawearn >= 1500 & rawben_rel_max >= 0.25",0,"total_deductions < 1027 & months_since_cert_n >= 0 & rawearn >= 1500 & rawben_rel_max >= 0.25"
"4","rule7113","recall",10,4,3,15,4,11,11.9,0.267,0.211,0.346,1.77,NA,0.228,"rawgross < 2050 & cat_elig >= 0.5 & total_deductions >= 900 & utilities < 700","rawgross < 144 & cat_elig >= 0.5 & total_deductions >= 613.5 & utilities < 545","rawgross < 2050 & cat_elig >= 0.5 & total_deductions >= 900 & utilities < 700",0,"rawgross < 2050 & cat_elig >= 0.5 & total_deductions >= 900 & utilities < 700"
"4","rule10939","recall",10,3,3,24,6,18,19.05,0.25,0.316,0.274,1.66,NA,0.225,"unc_rawben_rel_max < 0.9 & rawgross < 2450 & rawearn >= 1300","unc_rawben_rel_max < 0.9374 & rawgross < 1158 & rawearn >= 3","unc_rawben_rel_max < 0.9 & rawgross < 2450 & rawearn >= 1300",0,"unc_rawben_rel_max < 0.9 & rawgross < 2450 & rawearn >= 1300"
