"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"1","rule2541","unc_rawben_rel_max >= 1.473 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 60.5 & shelter_expenses < 950.5",4,"INCLUDE",-0.037,0.006,2.3,195,144,51,0.738,0.256,0.279,11.08,0.067,"unearned_overissuance"
"1","rule5435","count_divisible_by_100 < 0.5 & total_deductions >= 2.5 & rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"")",4,"INCLUDE",-0.233,0.043,3.5,297,212,85,0.714,0.377,0.425,10.71,0.067,"unearned_overissuance"
"1","rule1143","unc_rawben_rel_max >= 1.522 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 4.5 & months_since_cert_n >= 1.5",4,"INCLUDE",-0.044,0.008,3.2,271,191,80,0.705,0.34,0.379,10.57,0.067,"unearned_overissuance"
"1","rule6940","count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.473 & utilities < 449.5 & months_since_cert_n >= 7.5",4,"INCLUDE",-0.07,0.008,1.4,115,77,38,0.67,0.137,0.151,10.04,0.067,"unearned_overissuance"
"1","rule2553","unc_rawben_rel_max >= 1.788 & utilities < 606 & utilities >= 554.5",3,"INCLUDE",-0.204,0.017,0.7,56,31,25,0.554,0.055,0.067,8.3,0.067,"unearned_overissuance"
"1","rule10781","elderly_disabled_i %in% c(""TRUE"") & rawgross < 582.5 & total_deductions >= 31",3,"INCLUDE",-0.275,0.063,5.5,465,247,218,0.531,0.44,0.495,7.97,0.067,"unearned_overissuance"
"1","rule5510","count_divisible_by_100 >= 0.5 & rawgross >= 966 & rawben_rel_max >= 0.3746 & rawben_rel_max < 0.7987",4,"INCLUDE",-0.103,0.007,0.4,36,19,17,0.528,0.034,0.028,7.92,0.067,"unearned_overissuance"
"1","rule6109","rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & expedited_i %in% c(""FALSE"")",3,"INCLUDE",-0.224,0.049,5,421,219,202,0.52,0.39,0.446,7.8,0.067,"unearned_overissuance"
"1","rule3243","unc_rawben_rel_max >= 1.435 & rawunearn < 0.5 & months_since_cert_n >= 6.5",3,"INCLUDE",-0.049,0.009,3.5,296,153,143,0.517,0.272,0.298,7.75,0.067,"unearned_overissuance"
"1","rule9962","unc_rawben_rel_max >= 1.817 & months_since_cert_n >= 6.5",2,"INCLUDE",-0.144,0.023,2.6,217,111,106,0.512,0.198,0.205,7.67,0.067,"unearned_overissuance"
"1","rule11730","count_divisible_by_100 < 0.5 & total_deductions >= 18.8 & rawgross < 0.5 & utilities < 44.5",4,"INCLUDE",-0.316,0.038,1.5,124,61,63,0.492,0.109,0.127,7.38,0.067,"unearned_overissuance"
"1","rule5792","rawgross < 746.5 & rawben_rel_max >= 0.9039 & elderly_disabled_i %in% c(""TRUE"") & rawunearn < 12.5",4,"INCLUDE",-0.351,0.087,6.6,557,271,286,0.487,0.482,0.559,7.3,0.067,"unearned_overissuance"
"1","rule5607","rawunearn < 722.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n < 21.5 & rawgross < 32.5",4,"INCLUDE",-0.121,0.028,5.8,488,237,251,0.486,0.422,0.487,7.28,0.067,"unearned_overissuance"
"1","rule5183","unc_rawben_rel_max >= 1.872 & months_since_cert_n >= 2.5",2,"INCLUDE",-0.181,0.034,3.7,313,140,173,0.447,0.249,0.27,6.71,0.067,"unearned_overissuance"
"1","rule9483","rawgross < 812.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 448.5 & total_deductions >= 27",4,"INCLUDE",-0.191,0.042,5,418,186,232,0.445,0.331,0.349,6.67,0.067,"unearned_overissuance"
"1","rule4592","rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 380.5 & total_deductions >= 30",4,"INCLUDE",-0.17,0.034,4.2,357,157,200,0.44,0.279,0.29,6.6,0.067,"unearned_overissuance"
"1","rule12006","total_deductions >= 2.5 & rawgross < 24.5 & unc_rawben_rel_max < 1.716 & percent_abawd < 0.5",4,"INCLUDE",-0.631,0.085,1.9,156,68,88,0.436,0.121,0.154,6.54,0.067,"unearned_overissuance"
"1","rule7726","elderly_disabled_i %in% c(""TRUE"") & rawgross < 12.5 & shelter_expenses >= 959.5 & total_deductions < 1285",4,"INCLUDE",0.092,0.007,0.6,52,22,30,0.423,0.039,0.04,6.35,0.067,"unearned_overissuance"
"1","rule11990","rawgross < 24.5 & unc_rawben_rel_max >= 1.214 & utilities < 426 & shelter_expenses < 958.5",4,"INCLUDE",-0.458,0.09,4.1,342,138,204,0.404,0.246,0.278,6.05,0.067,"unearned_overissuance"
"1","rule5504","count_divisible_by_100 < 0.5 & rawunearn < 721.5 & elderly_disabled_i %in% c(""TRUE"") & months_since_cert_n >= 9.5",4,"INCLUDE",-0.208,0.042,4.2,358,143,215,0.399,0.254,0.276,5.99,0.067,"unearned_overissuance"
"1","rule8088","months_since_cert_n >= 4.5 & rawgross < 682 & elderly_disabled_i %in% c(""TRUE"")",3,"INCLUDE",-0.193,0.049,7,592,235,357,0.397,0.418,0.464,5.95,0.067,"unearned_overissuance"
"1","rule7202","rawunearn < 803.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 508 & total_deductions >= 30.5",4,"INCLUDE",-0.05,0.012,6.4,537,209,328,0.389,0.372,0.393,5.84,0.067,"unearned_overissuance"
"1","rule9187","rawunearn < 806.5 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 605.5 & utilities >= 279",4,"INCLUDE",-0.068,0.011,2.5,211,74,137,0.351,0.132,0.139,5.26,0.067,"unearned_overissuance"
"1","rule6656","count_divisible_by_100 < 0.5 & rawgross < 746.5 & elderly_disabled_i %in% c(""TRUE"")",3,"INCLUDE",-0.072,0.022,10.9,921,308,613,0.334,0.548,0.609,5.02,0.067,"unearned_overissuance"
"1","rule4399","rawgross < 748 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 604.5 & cat_elig < 1.5",4,"INCLUDE",-0.362,0.085,5.8,491,161,330,0.328,0.286,0.316,4.92,0.067,"unearned_overissuance"
"1","rule4773","count_divisible_by_100 >= 0.5 & shelter_expenses >= 728 & utilities < 634.5 & unc_rawben_rel_max >= 0.4947",4,"INCLUDE",-0.132,0.013,0.9,79,25,54,0.316,0.044,0.047,4.75,0.067,"unearned_overissuance"
"1","rule7134","unc_rawben_rel_max >= 1.214 & rawunearn < 0.5",2,"INCLUDE",-0.118,0.038,11.6,978,279,699,0.285,0.496,0.572,4.28,0.067,"unearned_overissuance"
"1","rule3202","unc_rawben_rel_max < 2.029 & rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 503.5",4,"INCLUDE",-0.344,0.103,9.9,836,220,616,0.263,0.391,0.429,3.95,0.067,"unearned_overissuance"
"1","rule11772","unc_rawben_rel_max >= 0.484 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 650.5",3,"INCLUDE",-0.063,0.019,9.7,819,214,605,0.261,0.381,0.418,3.92,0.067,"unearned_overissuance"
"1","rule13034","rawben_rel_max >= 0.3217 & rawben_rel_max < 0.6673 & medical_deductions >= 113.5 & rawunearn < 1380",4,"INCLUDE",-0.224,0.021,0.9,76,19,57,0.25,0.034,0.021,3.75,0.067,"unearned_overissuance"
