"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag"
"4+","rule7457","rawearn >= 2018 & rawben_rel_max >= 0.6606 & rawben_rel_max < 0.7313",3,"INCLUDE",-0.109,0.016,2.2,129,19,110,0.147,0.048,0.05,2.21,0.067,"underissuance"
"4+","rule5737","rawunearn >= 1104 & utilities < 373",2,"INCLUDE",-0.223,0.045,4.3,256,37,219,0.145,0.094,0.1,2.17,0.067,"underissuance"
"4+","rule7058","rawearn >= 979.5 & months_since_cert_n >= 5.5 & months_since_cert_n < 8.5",3,"INCLUDE",-0.01,0.003,7,415,60,355,0.145,0.152,0.188,2.17,0.067,"underissuance"
"4+","rule379","rawgross >= 1304 & unc_rawben_rel_max >= 0.7238 & shelter_expenses < 1067",3,"INCLUDE",-0.112,0.021,3.6,215,31,184,0.144,0.079,0.067,2.16,0.067,"underissuance"
"4+","rule2964","unc_rawben_rel_max < 0.9359 & shelter_expenses < 841.5 & months_since_cert_n >= 6.5",3,"INCLUDE",-0.141,0.032,5.6,332,47,285,0.142,0.119,0.095,2.12,0.067,"underissuance"
"4+","rule6522","elderly_disabled_i %in% c(""FALSE"") & total_deductions < 442.4 & rawben_rel_max < 0.9558",3,"INCLUDE",-0.433,0.144,12.6,742,104,638,0.14,0.264,0.257,2.1,0.067,"underissuance"
"4+","rule7543","months_since_cert_n >= 4.5 & rawben_rel_max < 0.498 & rawben_rel_max >= 0.2976",3,"INCLUDE",-0.164,0.039,6,356,49,307,0.138,0.124,0.153,2.06,0.067,"underissuance"
"4+","rule3437","rawearn >= 635 & rawunearn >= 572.5",2,"INCLUDE",0.079,0.022,8.2,485,67,418,0.138,0.17,0.19,2.07,0.067,"underissuance"
"4+","rule8375","unc_rawben_rel_max < 0.9161 & utilities < 279 & married < 0.5",3,"INCLUDE",-0.155,0.042,7.9,466,64,402,0.137,0.162,0.154,2.06,0.067,"underissuance"
"4+","rule4229","rawgross >= 3214 & rawgross < 3747 & utilities >= 292.5",3,"INCLUDE",-0.308,0.073,6,353,48,305,0.136,0.122,0.141,2.04,0.067,"underissuance"
"4+","rule784","rawben_rel_max < 0.9568 & months_since_cert_n < 5.5 & utilities < 304",3,"INCLUDE",-0.225,0.072,11.4,674,92,582,0.136,0.234,0.22,2.05,0.067,"underissuance"
"4+","rule8332","total_deductions >= 934.1 & total_deductions < 1023",2,"INCLUDE",-0.118,0.026,5.1,301,41,260,0.136,0.104,0.083,2.04,0.067,"underissuance"
"4+","rule836","rawben_rel_max < 0.9568 & months_since_cert_n < 6.5 & utilities < 292.5",3,"INCLUDE",-0.29,0.091,11,651,88,563,0.135,0.223,0.214,2.03,0.067,"underissuance"
"4+","rule7392","rawben_rel_max < 0.9159 & utilities >= 591 & rawunearn < 1501",3,"INCLUDE",-0.087,0.028,11.7,693,92,601,0.133,0.234,0.26,1.99,0.067,"underissuance"
"4+","rule3407","unc_rawben_rel_max < 0.9281 & utilities >= 591 & elderly_disabled_i %in% c(""FALSE"")",3,"INCLUDE",-0.276,0.087,11.1,658,87,571,0.132,0.221,0.248,1.98,0.067,"underissuance"
"4+","rule7418","unc_rawben_rel_max < 0.9556 & cat_elig >= 1.5 & unc_rawben_rel_max >= 0.7287",3,"INCLUDE",-0.178,0.039,5.1,303,40,263,0.132,0.102,0.07,1.98,0.067,"underissuance"
"4+","rule389","unc_rawben_rel_max < 0.9558 & elderly_disabled_i %in% c(""FALSE"") & shelter_expenses < 709.5",3,"INCLUDE",-0.098,0.035,15.3,904,118,786,0.131,0.299,0.275,1.96,0.067,"underissuance"
"4+","rule4637","months_since_cert_n >= 4.5 & rawben_rel_max < 0.9318 & utilities < 413",3,"INCLUDE",-0.064,0.019,9.5,563,74,489,0.131,0.188,0.176,1.97,0.067,"underissuance"
