"hh","rule","n_flagged_train","precision_train","precision_train_lcb"
"1","total_deductions_by_hh_size >= 133.00 & unc_rawben_rel_max >=   1.93 & utilities < 487.00",203,0.3153,0.2451
"1","total_deductions_by_hh_size >= 133.00 & unc_rawben_rel_max >=   1.93 & utilities >= 487.00",400,0.175,0.1352
"1","months_since_cert_n >=    2.000 & rawben_rel_max >=    0.496 & shelter_expenses_by_hh_size < 1760.000 & unc_rawben_rel_max >=    1.880",981,0.1335,0.1103
"1","months_since_cert_n >=    2.000 & rawben_rel_max >=    0.496 & shelter_expenses_by_hh_size >= 1760.000 & utilities <  783.000",200,0.06,0.0313
"1","months_since_cert_n <   21 & total_deductions_by_hh_size >= 1410 & utilities <  645",119,0.1176,0.0651
"1","months_since_cert_n <   21 & total_deductions_by_hh_size >= 1410 & utilities >=  571 & utilities <  645",22,0.1818,0.0621
"1","medical_deductions >=   3 & months_since_cert_n <  10 & total_deductions_by_hh_size >= 921",365,0.063,0.0393
"1","medical_deductions >=    3 & months_since_cert_n <   10 & shelter_expenses_by_hh_size >= 1430 & total_deductions_by_hh_size >=  921",179,0.0782,0.043
"1","rawben_rel_max >=  0.705 & unc_rawben_rel_max >=  1.700 & utilities >= 48.000",2479,0.0698,0.0588
"1","shelter_expenses_by_hh_size >= 1530 & shelter_expenses_by_hh_size < 1760 & total_deductions_by_hh_size >= 1410 & utilities <  850",39,0.2051,0.0956
"1","expedited_i <  1.0 & months_since_cert_n >= 18.0 & rawben_rel_max >=  1.0 & unc_rawben_rel_max >=  1.2",704,0.0653,0.0468
"1","months_since_cert_n >=   6.00 & shelter_expenses_by_hh_size < 620.00 & unc_rawben_rel_max >=   1.26 & utilities < 471.00",522,0.1303,0.0998
"1","shelter_expenses_by_hh_size >= 649 & shelter_expenses_by_hh_size < 741 & total_deductions_by_hh_size >= 688",69,0.1304,0.0626
"1","months_since_cert_n <   24.00 & shelter_expenses_by_hh_size < 1210.00 & total_deductions_by_hh_size >=   72.00 & unc_rawben_rel_max >=    1.87",1378,0.0835,0.0677
"1","months_since_cert_n <  15.00 & unc_rawben_rel_max >=   1.81 & utilities >= 415.00 & utilities < 493.00",271,0.0849,0.0532
"1","months_since_cert_n <  15.00 & shelter_expenses_by_hh_size >= 925.00 & unc_rawben_rel_max >=   1.81 & utilities >= 493.00",653,0.0597,0.0416
"1","elderly_disabled_i >=   1.0 & unc_rawben_rel_max >=   1.7 & utilities < 391.0",180,0.4056,0.3244
"1","count_divisible_by_100 <    1 & total_deductions_by_hh_size >= 1520",223,0.0717,0.0409
"1","count_divisible_by_100 <    1.00 & months_since_cert_n <   19.00 & total_deductions_by_hh_size < 1520.00 & unc_rawben_rel_max >=    2.49",66,0.3333,0.2156
"1","count_divisible_by_100 >=   1.000 & rawben_rel_max >=   0.516 & shelter_expenses_by_hh_size >= 741.000",504,0.0575,0.0378
"1","shelter_expenses_by_hh_size >= 1490.00 & shelter_expenses_by_hh_size < 1760.00 & unc_rawben_rel_max >=    2.49",31,0.3871,0.2154
"1","shelter_expenses_by_hh_size < 1250.00 & unc_rawben_rel_max >=    2.49",41,0.439,0.2765
"1","medical_deductions < 184.00 & unc_rawben_rel_max >=   2.49",166,0.2892,0.215
"1","medical_deductions < 184.00 & months_since_cert_n <  20.00 & unc_rawben_rel_max >=   2.49",145,0.2966,0.2169
"1","shelter_expenses_by_hh_size < 945 & total_deductions_by_hh_size >= 559 & utilities < 545",1639,0.0506,0.0395
"1","rawben_rel_max >=   0.765 & total_deductions_by_hh_size >= 711.000 & total_deductions_by_hh_size < 993.000 & unc_rawben_rel_max >=   2.230",63,0.1111,0.0483
"1","rawben_rel_max >=    0.765 & shelter_expenses_by_hh_size < 1760.000 & total_deductions_by_hh_size >= 1130.000",633,0.0695,0.0495
"1","rawben_rel_max >=    0.765 & shelter_expenses_by_hh_size >= 1760.000 & total_deductions_by_hh_size >=  993.000 & utilities <  703.000",91,0.0659,0.0267
"1","rawben_rel_max >=   0.488 & shelter_expenses_by_hh_size < 762.000 & total_deductions_by_hh_size >= 693.000 & utilities < 714.000",145,0.1172,0.0685
"1","medical_deductions <  175 & total_deductions_by_hh_size >= 1280",486,0.0761,0.0526
"1","medical_deductions <  175 & shelter_expenses_by_hh_size < 1760 & total_deductions_by_hh_size >= 1280",201,0.1194,0.0759
"1","medical_deductions <  175 & shelter_expenses_by_hh_size < 1760 & total_deductions_by_hh_size >= 1280 & total_deductions_by_hh_size < 1410",119,0.0756,0.0359
"1","medical_deductions <  175 & shelter_expenses_by_hh_size < 1760 & total_deductions_by_hh_size >= 1410",82,0.1829,0.1044
"1","months_since_cert_n <    5 & total_deductions_by_hh_size >= 1330 & utilities >=  511",115,0.087,0.043
"1","shelter_expenses_by_hh_size >= 384 & total_deductions_by_hh_size >= 525 & utilities <  54",423,0.0591,0.0376
"1","shelter_expenses_by_hh_size >= 384.00 & total_deductions_by_hh_size >= 525.00 & unc_rawben_rel_max >=   1.88 & utilities <  54.00",86,0.1512,0.0823
"1","total_deductions_by_hh_size >= 298.00 & unc_rawben_rel_max >=   1.93 & utilities < 646.00",343,0.2886,0.2354
"1","months_since_cert_n >=  15.000 & rawben_rel_max >=   0.552 & rawben_rel_max <   0.769 & total_deductions_by_hh_size < 298.000",153,0.0654,0.0322
"1","total_deductions_by_hh_size >= 298.00 & total_deductions_by_hh_size < 902.00 & unc_rawben_rel_max >=   1.93 & utilities < 646.00",134,0.403,0.31
"1","total_deductions_by_hh_size >= 298.00 & unc_rawben_rel_max >=   1.93 & utilities >= 646.00 & utilities < 850.00",128,0.2266,0.1526
"1","elderly_disabled_i >=  1.000 & rawben_rel_max >=  0.292 & total_deductions_by_hh_size < 75.000 & unc_rawben_rel_max >=  1.210",445,0.0539,0.034
"1","months_since_cert_n >=   19 & months_since_cert_n <   31 & shelter_expenses_by_hh_size >= 1090 & total_deductions_by_hh_size >= 1330",47,0.1064,0.0399
"1","shelter_expenses_by_hh_size < 930.00 & total_deductions_by_hh_size >= 480.00 & unc_rawben_rel_max >=   1.81",1071,0.0915,0.073
"1","shelter_expenses_by_hh_size >= 930 & shelter_expenses_by_hh_size < 968 & total_deductions_by_hh_size >= 860",40,0.2,0.0931
"1","shelter_expenses_by_hh_size >= 668.00 & shelter_expenses_by_hh_size < 930.00 & total_deductions_by_hh_size >= 480.00 & unc_rawben_rel_max >=   1.81",746,0.0764,0.0567
"1","medical_deductions >= 182 & utilities >= 688",207,0.0531,0.027
"1","medical_deductions < 182.00 & shelter_expenses_by_hh_size >= 968.00 & unc_rawben_rel_max >=   1.86 & utilities >= 487.00",707,0.0665,0.0478
"1","total_deductions_by_hh_size >= 480 & utilities <  61",642,0.0576,0.0397
"1","shelter_expenses_by_hh_size < 815 & total_deductions_by_hh_size >= 480 & utilities <  61",387,0.0672,0.0432
"1","total_deductions_by_hh_size < 480.00 & unc_rawben_rel_max >=   1.22 & utilities >=  27.00 & utilities <  61.00",199,0.0603,0.0315
"1","medical_deductions >= 30.00 & months_since_cert_n >=  2.00 & unc_rawben_rel_max >=  1.55",77,0.2727,0.1726
"1","months_since_cert_n >=  27.000 & rawben_rel_max >=   0.504 & total_deductions_by_hh_size < 175.000",103,0.0777,0.0353
"1","shelter_expenses_by_hh_size < 620.00 & total_deductions_by_hh_size < 387.00 & unc_rawben_rel_max >=   1.46",336,0.0685,0.0428
"1","shelter_expenses_by_hh_size < 620.00 & total_deductions_by_hh_size >= 387.00 & unc_rawben_rel_max >=   1.46",930,0.0602,0.0445
"1","months_since_cert_n >=   5.00 & shelter_expenses_by_hh_size < 620.00 & total_deductions_by_hh_size >= 387.00 & unc_rawben_rel_max >=   1.46",414,0.1111,0.0801
"1","medical_deductions <  131 & shelter_expenses_by_hh_size >=  658 & total_deductions_by_hh_size >= 1330",333,0.0751,0.0479
"1","expedited_i >=   1.00 & unc_rawben_rel_max >=   1.27 & utilities < 353.00",531,0.0621,0.0419
"1","shelter_expenses_by_hh_size < 968.00 & unc_rawben_rel_max >=   1.93 & utilities >= 353.00",181,0.2873,0.2161
"1","shelter_expenses_by_hh_size >= 968.00 & unc_rawben_rel_max >=   1.93 & utilities >= 353.00",347,0.1527,0.1132
"1","expedited_i >=   1.00 & months_since_cert_n >=   8.00 & unc_rawben_rel_max >=   1.27 & utilities < 353.00",81,0.2346,0.1439
"1","shelter_expenses_by_hh_size >= 832.00 & shelter_expenses_by_hh_size < 968.00 & unc_rawben_rel_max >=   1.93 & utilities >= 353.00",74,0.2432,0.1474
"1","shelter_expenses_by_hh_size >= 968.00 & unc_rawben_rel_max >=   1.93 & utilities >= 353.00 & utilities < 827.00",229,0.2096,0.1541
"1","shelter_expenses_by_hh_size <  903.00 & total_deductions_by_hh_size < 1410.00 & unc_rawben_rel_max >=    2.23 & utilities <  624.00",20,0.15,0.0437
"1","total_deductions_by_hh_size >=  786 & total_deductions_by_hh_size < 1410 & utilities >=  624 & utilities <  679",312,0.0577,0.0339
"1","medical_deductions >= 182.000 & rawben_rel_max >=   0.512 & total_deductions_by_hh_size >= 810.000 & unc_rawben_rel_max <   2.490",250,0.052,0.0278
"1","unc_rawben_rel_max >=   2.49 & utilities >= 669.00 & utilities < 886.00",49,0.3673,0.2279
"1","shelter_expenses_by_hh_size >= 1080 & shelter_expenses_by_hh_size < 1760 & total_deductions_by_hh_size >= 1190 & utilities <  669",158,0.1329,0.0821
"1","rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 392.000 & unc_rawben_rel_max >=   1.880",1347,0.1114,0.093
"1","rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 392.000 & unc_rawben_rel_max >=   1.880 & utilities < 626.000",818,0.1333,0.108
"1","rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 392.000 & unc_rawben_rel_max >=   1.880 & utilities >= 626.000",529,0.0775,0.0545
"1","total_deductions_by_hh_size < 802.00 & unc_rawben_rel_max >=   1.26 & utilities <  54.00",760,0.0618,0.0445
"1","total_deductions_by_hh_size >= 802.00 & unc_rawben_rel_max >=   1.26 & utilities <  54.00",30,0.2,0.0829
"1","months_since_cert_n >=  10.00 & total_deductions_by_hh_size < 802.00 & unc_rawben_rel_max >=   1.26 & utilities <  54.00",90,0.2222,0.1377
"1","months_since_cert_n >=   3 & total_deductions_by_hh_size >= 525 & utilities < 366",1046,0.0554,0.0412
"1","medical_deductions <  155 & shelter_expenses_by_hh_size < 1200 & total_deductions_by_hh_size >=  953",246,0.1098,0.0715
"1","medical_deductions >= 155 & medical_deductions < 229 & months_since_cert_n <   9 & shelter_expenses_by_hh_size >= 898",269,0.052,0.0285
"1","shelter_expenses_by_hh_size < 791 & total_deductions_by_hh_size >= 604",711,0.0731,0.0535
"1","shelter_expenses_by_hh_size < 791 & total_deductions_by_hh_size >= 604 & utilities >= 342",528,0.0682,0.0468
"1","elderly_disabled_i >=   1 & shelter_expenses_by_hh_size < 340 & total_deductions_by_hh_size >= 130",404,0.0619,0.0394
"1","elderly_disabled_i >=   1 & medical_deductions < 144 & shelter_expenses_by_hh_size < 340 & total_deductions_by_hh_size >= 130",310,0.071,0.0439
"1","medical_deductions < 246.00 & shelter_expenses_by_hh_size >= 500.00 & unc_rawben_rel_max >=   1.81",2211,0.0791,0.0668
"1","total_deductions_by_hh_size >= 885 & utilities < 681",1254,0.059,0.0453
"1","elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.658 & rawben_rel_max <   0.884 & total_deductions_by_hh_size < 130.000",141,0.1064,0.0599
"1","cat_elig < 1.000 & homeless < 1.000 & rawben_rel_max >= 0.836 & unc_rawben_rel_max >= 1.520",306,0.0588,0.0345
"1","count_divisible_by_100 >=   1 & shelter_expenses_by_hh_size >= 429 & utilities < 388",388,0.0515,0.0311
"1","count_divisible_by_100 <    1 & medical_deductions >=  128 & shelter_expenses_by_hh_size >= 1250 & utilities <  797",300,0.05,0.0279
"1","count_divisible_by_100 >=   1 & months_since_cert_n <  10 & shelter_expenses_by_hh_size >= 429 & utilities < 388",287,0.0592,0.0343
"1","shelter_expenses_by_hh_size >= 1330 & total_deductions_by_hh_size >=  127 & utilities >=  545 & utilities <  571",180,0.05,0.0237
"1","count_divisible_by_100 >=   1 & shelter_expenses_by_hh_size >= 838 & utilities < 703",402,0.0647,0.0415
"1","count_divisible_by_100 >=   1 & shelter_expenses_by_hh_size >= 838 & utilities >= 502 & utilities < 703",167,0.0599,0.0295
"1","months_since_cert_n >=   9 & shelter_expenses_by_hh_size >= 340 & shelter_expenses_by_hh_size < 421 & total_deductions_by_hh_size >= 130",226,0.0531,0.0277
"1","shelter_expenses_by_hh_size >= 1530.00 & unc_rawben_rel_max >=    2.01 & utilities >=  600.00 & utilities <  875.00",44,0.1591,0.0698
"1","medical_deductions >= 129.00 & medical_deductions < 218.00 & rawben_rel_max >=   0.48",797,0.0615,0.0445
"1","medical_deductions >= 129.00 & medical_deductions < 218.00 & rawben_rel_max >=   0.48 & utilities < 703.00",531,0.0753,0.0528
"1","months_since_cert_n >=    7.000 & rawben_rel_max >=    0.288 & shelter_expenses_by_hh_size >= 1510.000 & unc_rawben_rel_max <    0.883",187,0.0535,0.0263
"1","total_deductions_by_hh_size >= 679.0 & unc_rawben_rel_max >=   1.2",2425,0.0511,0.0417
"1","medical_deductions < 125.00 & total_deductions_by_hh_size >= 130.00 & unc_rawben_rel_max >=   1.63",3033,0.064,0.0544
"1","medical_deductions >= 125.000 & medical_deductions < 184.000 & rawben_rel_max >=   0.584 & utilities < 679.000",394,0.0736,0.0484
"1","elderly_disabled_i >=   1.0 & total_deductions_by_hh_size >= 118.0 & unc_rawben_rel_max >=   1.7 & utilities < 320.0",83,0.4699,0.3482
"1","total_deductions_by_hh_size >= 1020 & utilities >=  320 & utilities <  800",895,0.0704,0.053
"1","elderly_disabled_i >=   1.000 & months_since_cert_n >=   3.000 & shelter_expenses_by_hh_size < 248.000 & unc_rawben_rel_max >=   0.794",946,0.055,0.0401
"1","rawben_rel_max >=    0.456 & shelter_expenses_by_hh_size < 1060.000 & total_deductions_by_hh_size >=  791.000 & total_deductions_by_hh_size < 1330.000",534,0.088,0.0635
"1","months_since_cert_n >=    6 & shelter_expenses_by_hh_size < 1530 & total_deductions_by_hh_size >= 1330",59,0.1356,0.0624
"1","shelter_expenses_by_hh_size < 832.00 & unc_rawben_rel_max >=   1.93 & utilities < 557.00",84,0.4524,0.3328
"1","shelter_expenses_by_hh_size >= 832.00 & unc_rawben_rel_max >=   1.93 & utilities < 557.00",168,0.2083,0.1451
"1","rawben_rel_max >=   0.688 & total_deductions_by_hh_size < 338.000 & unc_rawben_rel_max <   1.930 & utilities >= 339.000",192,0.0833,0.0476
"1","shelter_expenses_by_hh_size < 832.00 & total_deductions_by_hh_size < 726.00 & unc_rawben_rel_max >=   1.93 & utilities < 557.00",34,0.5,0.3147
"1","months_since_cert_n >=   9.00 & months_since_cert_n <  15.00 & unc_rawben_rel_max >=   1.93 & utilities >= 557.00",84,0.1667,0.093
"1","count_divisible_by_100 >=  1.000 & months_since_cert_n < 21.000 & rawben_rel_max >=  0.612 & rawben_rel_max <  0.876",195,0.0513,0.0252
"1","months_since_cert_n >=  21 & months_since_cert_n <  31 & total_deductions_by_hh_size >=  45 & utilities < 400",704,0.0526,0.0362
"1","medical_deductions < 183 & months_since_cert_n >=   6 & total_deductions_by_hh_size >= 440 & utilities < 303",404,0.0891,0.0613
"1","medical_deductions >= 120.000 & months_since_cert_n >=   2.000 & rawben_rel_max >=   0.911",390,0.0615,0.0388
"1","medical_deductions >= 120.000 & months_since_cert_n >=   2.000 & months_since_cert_n <   8.000 & rawben_rel_max >=   0.911",155,0.0516,0.0234
"1","elderly_disabled_i >=   1.000 & months_since_cert_n >=   3.000 & rawben_rel_max >=   0.968 & shelter_expenses_by_hh_size < 441.000",1013,0.0652,0.0493
"1","shelter_expenses_by_hh_size >=  441.00 & shelter_expenses_by_hh_size < 1760.00 & unc_rawben_rel_max >=    2.49 & utilities < 1000.00",110,0.3545,0.2576
"1","expedited_i < 1.00 & unc_rawben_rel_max >= 1.58",2312,0.0744,0.0627
"1","expedited_i <   1.00 & unc_rawben_rel_max >=   1.58 & utilities < 757.00",1683,0.0897,0.0748
"1","expedited_i >=   1.00 & total_deductions_by_hh_size >= 629.00 & unc_rawben_rel_max >=   1.58",210,0.0952,0.0578
"1","elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 459.00 & unc_rawben_rel_max >=   1.20 & unc_rawben_rel_max <   1.58",1022,0.0616,0.0463
"1","expedited_i <   1.00 & shelter_expenses_by_hh_size < 548.00 & unc_rawben_rel_max >=   1.58 & utilities < 757.00",436,0.0619,0.0401
"1","expedited_i <   1.00 & shelter_expenses_by_hh_size >= 548.00 & unc_rawben_rel_max >=   1.58 & utilities < 757.00",1247,0.0994,0.0814
"1","expedited_i <   1.00 & unc_rawben_rel_max >=   1.58 & utilities >= 757.00 & utilities < 827.00",180,0.0722,0.0388
"1","expedited_i >=   1.00 & total_deductions_by_hh_size >= 629.00 & unc_rawben_rel_max >=   1.58 & utilities < 452.00",74,0.2027,0.1161
"1","months_since_cert_n >=  21 & rawben_rel_max >=   1 & utilities < 669",420,0.0786,0.0531
"1","months_since_cert_n >=  21 & rawben_rel_max >=   1 & utilities >=  47 & utilities < 669",221,0.1086,0.069
"1","elderly_disabled_i >=    1.0 & shelter_expenses_by_hh_size < 1370.0 & unc_rawben_rel_max >=    1.2",2678,0.0836,0.072
"1","medical_deductions >=  131 & shelter_expenses_by_hh_size < 1630 & total_deductions_by_hh_size >= 1060",222,0.0586,0.0314
"1","medical_deductions >=  131 & medical_deductions <  175 & shelter_expenses_by_hh_size < 1630 & total_deductions_by_hh_size >= 1060",74,0.0811,0.0329
"1","count_divisible_by_100 >=    1.00 & shelter_expenses_by_hh_size >= 1250.00 & unc_rawben_rel_max <    2.49",194,0.0773,0.0433
"1","months_since_cert_n >=    4.00 & shelter_expenses_by_hh_size < 1300.00 & unc_rawben_rel_max >=    2.49",36,0.3889,0.2266
"1","months_since_cert_n >=   7.000 & rawben_rel_max >=   0.836 & rawben_rel_max <   0.968 & shelter_expenses_by_hh_size < 441.000",112,0.0714,0.0325
"1","shelter_expenses_by_hh_size >= 1110 & total_deductions_by_hh_size >= 1130 & utilities <  646",304,0.0987,0.0656
"1","medical_deductions >= 165.000 & months_since_cert_n >=   6.000 & unc_rawben_rel_max >=   0.516",330,0.0636,0.0389
"1","medical_deductions >= 165.000 & months_since_cert_n >=   6.000 & shelter_expenses_by_hh_size < 898.000 & unc_rawben_rel_max >=   0.516",102,0.0588,0.0238
"1","medical_deductions >= 165.000 & months_since_cert_n >=   6.000 & shelter_expenses_by_hh_size >= 898.000 & unc_rawben_rel_max >=   0.516",228,0.0658,0.0368
"1","total_deductions_by_hh_size >= 1110",1179,0.0526,0.0394
"1","rawben_rel_max <    0.63 & total_deductions_by_hh_size >= 1110.00",98,0.0714,0.0308
"1","rawben_rel_max >=    0.63 & total_deductions_by_hh_size >= 1110.00",1081,0.0509,0.0374
"1","rawben_rel_max >=    0.63 & shelter_expenses_by_hh_size < 1420.00 & total_deductions_by_hh_size >= 1110.00 & utilities >=  757.00",106,0.0755,0.0343
"1","rawben_rel_max >=   0.630 & rawben_rel_max <   0.722 & shelter_expenses_by_hh_size < 606.000",299,0.0502,0.028
"1","months_since_cert_n < 12.00 & total_deductions_by_hh_size >= 64.00 & unc_rawben_rel_max >=  2.49",132,0.2803,0.1994
"1","months_since_cert_n >= 12.00 & total_deductions_by_hh_size >= 64.00 & unc_rawben_rel_max >=  2.49",41,0.2927,0.1596
"1","months_since_cert_n >=  4.00 & months_since_cert_n < 12.00 & total_deductions_by_hh_size >= 64.00 & unc_rawben_rel_max >=  2.49",73,0.2877,0.1825
"1","elderly_disabled_i >= 1.000 & homeless >= 1.000 & rawben_rel_max >= 0.972",165,0.0848,0.0467
"1","months_since_cert_n >=  10 & shelter_expenses_by_hh_size < 329 & total_deductions_by_hh_size >=  72 & total_deductions_by_hh_size < 496",252,0.0873,0.0541
"1","total_deductions_by_hh_size >= 496 & total_deductions_by_hh_size < 555 & utilities < 284",178,0.0618,0.0314
"1","shelter_expenses_by_hh_size <  571 & total_deductions_by_hh_size >=  555 & utilities < 1000",175,0.0571,0.0281
"1","months_since_cert_n <  20.00 & shelter_expenses_by_hh_size >= 590.00 & unc_rawben_rel_max >=   2.49",151,0.2914,0.2138
"1","medical_deductions >= 183 & months_since_cert_n >=  11",295,0.0508,0.0284
"1","medical_deductions >=  183 & months_since_cert_n <   11 & shelter_expenses_by_hh_size >= 1300",84,0.0595,0.0222
"1","count_divisible_by_100 <    1 & medical_deductions >=  137 & medical_deductions <  330 & total_deductions_by_hh_size >= 1280",84,0.131,0.0673
"1","count_divisible_by_100 >=    1 & months_since_cert_n <   10 & shelter_expenses_by_hh_size >= 1100 & total_deductions_by_hh_size >=  430",207,0.0966,0.0586
