"state","error_frame","hh_size","rule_national","rule_tuned","tuned_is_national","qualified","train_n","train_errors","train_precision","train_dollars","test_n_tuned","test_precision_tuned","test_n_national","test_precision_national"
"North Carolina","earned_income","4+","months_since_cert_n >   6.5 & shelter_expenses_by_hh_size > 435.0 & total_deductions_by_hh_size <= 271.0 & utilities > 851.0","months_since_cert_n >   5.85 & shelter_expenses_by_hh_size > 391.50 & total_deductions_by_hh_size <= 243.90 & utilities > 765.90",FALSE,FALSE,2,0,0,0,2,0,0,NA
"North Carolina","earned_income","1","months_since_cert_n >    3.5 & percent_abawd >    0.5 & shelter_expenses_by_hh_size > 1260.0 & total_deductions_by_hh_size >  943.0","months_since_cert_n >    3.5 & percent_abawd >    0.5 & shelter_expenses_by_hh_size > 1260.0 & total_deductions_by_hh_size >  943.0",TRUE,FALSE,1,1,1,230,0,NA,0,NA
"North Carolina","earned_income","1","cat_elig > 0.500 & elderly_disabled_i <= 0.500 & rawben_rel_max > 0.634 & unc_rawben_rel_max <= 0.641","cat_elig > 0.4500 & elderly_disabled_i <= 0.4500 & rawben_rel_max > 0.5706 & unc_rawben_rel_max <= 0.6410",FALSE,TRUE,7,3,0.429,387,3,0.667,1,1
"North Carolina","earned_income","4+","HH_size_n <= 4.50 & unc_rawben_rel_max > 1.39","HH_size_n <= 4.050 & unc_rawben_rel_max > 1.251",FALSE,FALSE,4,1,0.25,207,9,0,1,0
"North Carolina","earned_income","4+","count_divisible_by_100 >   0.50 & rawben_rel_max <=   0.99 & utilities > 974.00","count_divisible_by_100 >   0.375 & rawben_rel_max <=   0.891 & utilities > 730.500",FALSE,FALSE,3,1,0.333,180,7,0.143,0,NA
"North Carolina","earned_income","4+","medical_deductions <= 134.00 & unc_rawben_rel_max >   1.39","medical_deductions <= 100.500 & unc_rawben_rel_max >   1.251",FALSE,FALSE,6,2,0.333,533,9,0,1,0
"North Carolina","earned_income","4+","total_deductions_by_hh_size > 134.00 & unc_rawben_rel_max >   1.39 & utilities <= 974.00","total_deductions_by_hh_size > 167.500 & unc_rawben_rel_max >   1.042 & utilities <= 730.500",FALSE,FALSE,1,1,1,640,0,NA,1,0
"North Carolina","earned_income","1","months_since_cert_n >    4.50 & percent_abawd >    0.75 & shelter_expenses_by_hh_size >  948.00 & total_deductions_by_hh_size > 1010.00","months_since_cert_n >    4.50 & percent_abawd >    0.75 & shelter_expenses_by_hh_size >  948.00 & total_deductions_by_hh_size > 1010.00",TRUE,FALSE,1,1,1,230,0,NA,0,NA
"North Carolina","earned_income","2-3","total_deductions_by_hh_size > 442.000 & unc_rawben_rel_max >   0.461 & unc_rawben_rel_max <=   0.778 & utilities <= 366.000","total_deductions_by_hh_size > 442.000 & unc_rawben_rel_max >   0.461 & unc_rawben_rel_max <=   0.778 & utilities <= 366.000",TRUE,FALSE,2,1,0.5,319,0,NA,0,NA
"North Carolina","earned_income","1","shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max >    0.376 & unc_rawben_rel_max <=    0.648 & utilities <=  302.000","shelter_expenses_by_hh_size > 1310.000 & unc_rawben_rel_max >    0.376 & unc_rawben_rel_max <=    0.648 & utilities <=  302.000",TRUE,FALSE,1,1,1,74,0,NA,0,NA
