"target","rep","arm","variant","budget","n_admitted","n_scanned","base_rate","n_deployed","workload","precision","dollar_recall","n_core","n_buffer","slack"
"Delaware",2,"outoffold","common",0.1,36511,20000,0.1363,25,0.0999,0.3919,0.3063,29,69,0
"Delaware",2,"selfscored","common",0.05,36511,20000,0.1363,11,0.0499,0.4054,0.1448,17,35,0
"Delaware",2,"selfscored","common",0.1,36511,20000,0.1363,25,0.0999,0.3784,0.2745,35,67,0
"Delaware",2,"outoffold","own",0.05,36511,20000,0.1363,18,0.0499,0.3243,0.1009,17,30,0
"Delaware",2,"outoffold","own",0.1,36511,20000,0.1363,25,0.0999,0.3919,0.3063,29,69,0
"Delaware",2,"selfscored","own",0.05,41821,20000,0.1363,12,0.0499,0.3514,0.1246,16,38,0
"Delaware",2,"selfscored","own",0.1,41821,20000,0.1363,28,0.0999,0.3514,0.2628,35,73,0
"Delaware",3,"outoffold","common",0.05,38402,20000,0.1363,13,0.0499,0.4324,0.1448,18,38,0
"Delaware",3,"outoffold","common",0.1,38402,20000,0.1363,29,0.0999,0.4054,0.3019,38,68,0
"Delaware",3,"selfscored","common",0.05,38402,20000,0.1363,18,0.0499,0.4595,0.1597,20,32,0
"Delaware",3,"selfscored","common",0.1,38402,20000,0.1363,28,0.0999,0.3514,0.2581,35,63,0
"Delaware",3,"outoffold","own",0.05,38402,20000,0.1363,13,0.0499,0.4324,0.1448,18,38,0
"Delaware",3,"outoffold","own",0.1,38402,20000,0.1363,29,0.0999,0.4054,0.3019,38,68,0
"Delaware",3,"selfscored","own",0.05,40777,20000,0.1363,20,0.0499,0.4595,0.158,22,36,0
"Delaware",3,"selfscored","own",0.1,40777,20000,0.1363,32,0.0999,0.3649,0.2652,39,68,0
"Delaware",4,"outoffold","common",0.05,37609,20000,0.1363,10,0.0499,0.5405,0.1756,19,29,0
"Delaware",4,"outoffold","common",0.1,37609,20000,0.1363,24,0.0999,0.5,0.34,35,61,0
"Delaware",4,"selfscored","common",0.05,37609,20000,0.1363,13,0.0499,0.5405,0.1802,19,35,0
"Delaware",4,"selfscored","common",0.1,37609,20000,0.1363,20,0.0999,0.4459,0.3112,37,65,0
"Delaware",4,"outoffold","own",0.05,37609,20000,0.1363,10,0.0499,0.5405,0.1756,19,29,0
"Delaware",4,"outoffold","own",0.1,37609,20000,0.1363,24,0.0999,0.5,0.34,35,61,0
"Delaware",4,"selfscored","own",0.05,41674,20000,0.1363,14,0.0499,0.5135,0.1699,19,36,0
"Delaware",4,"selfscored","own",0.1,41674,20000,0.1363,26,0.0999,0.473,0.3341,38,66,0
"Delaware",5,"outoffold","common",0.05,37278,20000,0.1363,15,0.0499,0.3514,0.1181,19,28,0
"Delaware",5,"outoffold","common",0.1,37278,20000,0.1363,24,0.0999,0.3919,0.2604,36,62,0
"Delaware",5,"selfscored","common",0.05,37278,20000,0.1363,13,0.0499,0.4595,0.1675,18,37,0
"Delaware",5,"selfscored","common",0.1,37278,20000,0.1363,21,0.0999,0.3784,0.2517,37,70,0
"Delaware",5,"outoffold","own",0.05,37278,20000,0.1363,15,0.0499,0.3514,0.1181,19,28,0
"Delaware",5,"outoffold","own",0.1,37278,20000,0.1363,24,0.0999,0.3919,0.2604,36,62,0
"Delaware",5,"selfscored","own",0.05,41403,20000,0.1363,15,0.0499,0.3514,0.12,19,40,0
"Delaware",5,"selfscored","own",0.1,41403,20000,0.1363,24,0.0999,0.3243,0.222,37,70,0
"District of Columbia",1,"outoffold","common",0.05,36875,20000,0.2193,14,0.0389,0.3947,0.0687,16,8,0
"District of Columbia",1,"outoffold","common",0.1,36875,20000,0.2193,30,0.0994,0.3814,0.2208,18,54,0
"District of Columbia",1,"selfscored","common",0.05,36875,20000,0.2193,21,0.0492,0.4792,0.1111,20,38,0
"District of Columbia",1,"selfscored","common",0.1,36875,20000,0.2193,30,0.0994,0.4021,0.2526,37,68,0
"District of Columbia",1,"outoffold","own",0.05,36875,20000,0.2193,14,0.0389,0.3947,0.0687,16,8,0
"District of Columbia",1,"outoffold","own",0.1,36875,20000,0.2193,30,0.0994,0.3814,0.2208,18,54,0
"District of Columbia",1,"selfscored","own",0.05,41541,20000,0.2193,24,0.0492,0.4375,0.0966,21,39,0
"District of Columbia",1,"selfscored","own",0.1,41541,20000,0.2193,33,0.0994,0.3918,0.2477,41,77,0
"District of Columbia",2,"outoffold","common",0.05,36511,20000,0.2193,19,0.0492,0.3958,0.0947,15,31,0
"District of Columbia",2,"outoffold","common",0.1,36511,20000,0.2193,34,0.0994,0.4021,0.233,27,80,0
"District of Columbia",2,"selfscored","common",0.05,36511,20000,0.2193,15,0.0492,0.2917,0.0625,11,35,0
"District of Columbia",2,"selfscored","common",0.1,36511,20000,0.2193,32,0.0994,0.3814,0.202,35,61,0
"District of Columbia",2,"outoffold","own",0.05,36511,20000,0.2193,19,0.0492,0.3958,0.0947,15,31,0
"District of Columbia",2,"outoffold","own",0.1,36511,20000,0.2193,34,0.0994,0.4021,0.233,27,80,0
"District of Columbia",2,"selfscored","own",0.05,41821,20000,0.2193,15,0.0492,0.3125,0.0915,11,41,0
"District of Columbia",2,"selfscored","own",0.1,41821,20000,0.2193,27,0.0994,0.3918,0.2093,37,69,0
"District of Columbia",3,"outoffold","common",0.05,38402,20000,0.2193,21,0.0492,0.6458,0.2052,21,32,0
"District of Columbia",3,"outoffold","common",0.1,38402,20000,0.2193,33,0.0994,0.4536,0.2922,35,85,0
"District of Columbia",3,"selfscored","common",0.05,38402,20000,0.2193,21,0.0492,0.375,0.0731,24,30,0
"District of Columbia",3,"selfscored","common",0.1,38402,20000,0.2193,36,0.0994,0.3402,0.1554,44,71,0
"District of Columbia",3,"outoffold","own",0.05,38402,20000,0.2193,21,0.0492,0.6458,0.2052,21,32,0
"District of Columbia",3,"outoffold","own",0.1,38402,20000,0.2193,33,0.0994,0.4536,0.2922,35,85,0
"District of Columbia",3,"selfscored","own",0.05,40777,20000,0.2193,20,0.0492,0.3958,0.075,19,25,0
"District of Columbia",3,"selfscored","own",0.1,40777,20000,0.2193,36,0.0994,0.3505,0.1483,31,72,0
"District of Columbia",4,"outoffold","common",0.05,37609,20000,0.2193,17,0.0492,0.4583,0.1323,21,34,0
"District of Columbia",4,"outoffold","common",0.1,37609,20000,0.2193,31,0.0994,0.4433,0.2519,38,52,0
"District of Columbia",4,"selfscored","common",0.05,37609,20000,0.2193,21,0.0492,0.375,0.0906,20,40,0
"District of Columbia",4,"selfscored","common",0.1,37609,20000,0.2193,32,0.0994,0.3918,0.2108,43,67,0
"District of Columbia",4,"outoffold","own",0.05,37609,20000,0.2193,17,0.0492,0.4583,0.1323,21,34,0
"District of Columbia",4,"outoffold","own",0.1,37609,20000,0.2193,31,0.0994,0.4433,0.2519,38,52,0
"District of Columbia",4,"selfscored","own",0.05,41674,20000,0.2193,23,0.0492,0.4167,0.1161,22,45,0
"District of Columbia",4,"selfscored","own",0.1,41674,20000,0.2193,38,0.0994,0.3918,0.2128,46,69,0
"District of Columbia",5,"outoffold","common",0.05,37278,20000,0.2193,17,0.0492,0.5417,0.1524,14,39,0
"District of Columbia",5,"outoffold","common",0.1,37278,20000,0.2193,29,0.0994,0.4948,0.2921,31,65,0
"District of Columbia",5,"selfscored","common",0.05,37278,20000,0.2193,23,0.0492,0.5,0.124,20,42,0
"District of Columbia",5,"selfscored","common",0.1,37278,20000,0.2193,37,0.0994,0.3608,0.2019,33,91,0
"District of Columbia",5,"outoffold","own",0.05,37278,20000,0.2193,17,0.0492,0.5417,0.1524,14,39,0
"District of Columbia",5,"outoffold","own",0.1,37278,20000,0.2193,29,0.0994,0.4948,0.2921,31,65,0
"District of Columbia",5,"selfscored","own",0.05,41403,20000,0.2193,21,0.0492,0.5,0.1449,5,38,0
"District of Columbia",5,"selfscored","own",0.1,41403,20000,0.2193,40,0.0994,0.4021,0.2273,18,83,0
"Florida",1,"outoffold","common",0.05,36875,20000,0.1628,13,0.0495,0.3333,0.0997,19,69,0
"Florida",1,"outoffold","common",0.1,36875,20000,0.1628,31,0.099,0.3222,0.2163,51,142,0
"Florida",1,"selfscored","common",0.05,36875,20000,0.1628,10,0.0495,0.4667,0.1556,27,55,0
"Florida",1,"selfscored","common",0.1,36875,20000,0.1628,27,0.099,0.3778,0.2564,49,118,0
"Florida",1,"outoffold","own",0.05,36875,20000,0.1628,13,0.0495,0.3333,0.0997,19,69,0
"Florida",1,"outoffold","own",0.1,36875,20000,0.1628,31,0.099,0.3222,0.2163,51,142,0
"Florida",1,"selfscored","own",0.05,41541,20000,0.1628,16,0.0495,0.4667,0.1591,29,55,0
"Florida",1,"selfscored","own",0.1,41541,20000,0.1628,27,0.099,0.3778,0.2429,61,122,0
"Florida",2,"outoffold","common",0.05,36511,20000,0.1628,16,0.0495,0.3556,0.1255,32,44,0
"Florida",2,"outoffold","common",0.1,36511,20000,0.1628,25,0.099,0.2889,0.1887,47,130,0
"Florida",2,"selfscored","common",0.05,36511,20000,0.1628,16,0.0495,0.3333,0.1165,20,66,0
"Florida",2,"selfscored","common",0.1,36511,20000,0.1628,25,0.099,0.3,0.203,55,111,0
"Florida",2,"outoffold","own",0.05,36511,20000,0.1628,16,0.0495,0.3556,0.1255,32,44,0
"Florida",2,"outoffold","own",0.1,36511,20000,0.1628,25,0.099,0.2889,0.1887,47,130,0
"Florida",2,"selfscored","own",0.05,41821,20000,0.1628,16,0.0495,0.3333,0.1165,21,69,0
"Florida",2,"selfscored","own",0.1,41821,20000,0.1628,26,0.099,0.3222,0.2234,61,127,0
"Florida",3,"outoffold","common",0.05,38402,20000,0.1628,15,0.0495,0.4222,0.1467,26,51,0
"Florida",3,"outoffold","common",0.1,38402,20000,0.1628,23,0.099,0.4,0.3002,47,124,0
"Florida",3,"selfscored","common",0.05,38402,20000,0.1628,16,0.0495,0.2444,0.0745,28,53,0
"Florida",3,"selfscored","common",0.1,38402,20000,0.1628,33,0.099,0.2778,0.1701,51,100,0
"Florida",3,"outoffold","own",0.05,38402,20000,0.1628,15,0.0495,0.4222,0.1467,26,51,0
"Florida",3,"outoffold","own",0.1,38402,20000,0.1628,23,0.099,0.4,0.3002,47,124,0
"Florida",3,"selfscored","own",0.05,40777,20000,0.1628,17,0.0495,0.3333,0.1086,30,57,0
"Florida",3,"selfscored","own",0.1,40777,20000,0.1628,38,0.099,0.3222,0.2244,63,108,0
"Florida",4,"outoffold","common",0.05,37609,20000,0.1628,9,0.0495,0.3333,0.1027,21,49,0
"Florida",4,"outoffold","common",0.1,37609,20000,0.1628,21,0.099,0.3333,0.2205,39,126,0
"Florida",4,"selfscored","common",0.05,37609,20000,0.1628,12,0.0495,0.3556,0.1181,29,66,0
"Florida",4,"selfscored","common",0.1,37609,20000,0.1628,24,0.099,0.3778,0.2763,60,130,0
"Florida",4,"outoffold","own",0.05,37609,20000,0.1628,9,0.0495,0.3333,0.1027,21,49,0
"Florida",4,"outoffold","own",0.1,37609,20000,0.1628,21,0.099,0.3333,0.2205,39,126,0
"Florida",4,"selfscored","own",0.05,41674,20000,0.1628,14,0.0495,0.3556,0.0918,28,71,0
"Florida",4,"selfscored","own",0.1,41674,20000,0.1628,23,0.099,0.3667,0.2691,61,136,0
"Florida",5,"outoffold","common",0.05,37278,20000,0.1628,9,0.0495,0.4444,0.139,21,53,0
"Florida",5,"outoffold","common",0.1,37278,20000,0.1628,16,0.099,0.4222,0.2978,50,106,0
"Florida",5,"selfscored","common",0.05,37278,20000,0.1628,17,0.0495,0.4667,0.1553,29,45,0
"Florida",5,"selfscored","common",0.1,37278,20000,0.1628,26,0.099,0.3444,0.2247,53,125,0
"Florida",5,"outoffold","own",0.05,37278,20000,0.1628,9,0.0495,0.4444,0.139,21,53,0
"Florida",5,"outoffold","own",0.1,37278,20000,0.1628,16,0.099,0.4222,0.2978,50,106,0
"Florida",5,"selfscored","own",0.05,41403,20000,0.1628,20,0.0495,0.4222,0.1733,33,49,0
"Florida",5,"selfscored","own",0.1,41403,20000,0.1628,27,0.099,0.3444,0.2436,55,142,0
"Georgia",1,"outoffold","common",0.05,36875,20000,0.1895,24,0.049,0.4667,0.1143,29,59,0
"Georgia",1,"outoffold","common",0.1,36875,20000,0.1895,39,0.0991,0.4396,0.2168,68,112,0
"Georgia",1,"selfscored","common",0.05,36875,20000,0.1895,16,0.0414,0.5,0.0963,21,17,0
"Georgia",1,"selfscored","common",0.1,36875,20000,0.1895,39,0.0991,0.4725,0.2475,26,98,0
"Georgia",1,"outoffold","own",0.05,36875,20000,0.1895,24,0.049,0.4667,0.1143,29,59,0
"Georgia",1,"outoffold","own",0.1,36875,20000,0.1895,39,0.0991,0.4396,0.2168,68,112,0
"Georgia",1,"selfscored","own",0.05,41541,20000,0.1895,17,0.0436,0.5,0.1048,9,32,0
"Georgia",1,"selfscored","own",0.1,41541,20000,0.1895,42,0.0991,0.4615,0.2528,25,112,0
"Georgia",2,"outoffold","common",0.05,36511,20000,0.1895,21,0.049,0.5556,0.1871,25,48,0
"Georgia",2,"outoffold","common",0.1,36511,20000,0.1895,37,0.0991,0.4396,0.2871,49,114,0
"Georgia",2,"selfscored","common",0.05,36511,20000,0.1895,18,0.049,0.4667,0.1142,38,39,0
"Georgia",2,"selfscored","common",0.1,36511,20000,0.1895,40,0.0991,0.4286,0.2107,56,79,0
"Georgia",2,"outoffold","own",0.05,36511,20000,0.1895,21,0.049,0.5556,0.1871,25,48,0
"Georgia",2,"outoffold","own",0.1,36511,20000,0.1895,37,0.0991,0.4396,0.2871,49,114,0
"Georgia",2,"selfscored","own",0.05,41821,20000,0.1895,23,0.049,0.4667,0.1284,40,44,0
"Georgia",2,"selfscored","own",0.1,41821,20000,0.1895,44,0.0991,0.4615,0.2413,50,113,0
"Georgia",3,"outoffold","common",0.05,38402,20000,0.1895,18,0.049,0.5111,0.111,34,46,0
"Georgia",3,"outoffold","common",0.1,38402,20000,0.1895,33,0.0991,0.4615,0.2174,59,110,0
"Georgia",3,"selfscored","common",0.05,38402,20000,0.1895,23,0.049,0.5333,0.1078,29,55,0
"Georgia",3,"selfscored","common",0.1,38402,20000,0.1895,40,0.0991,0.5055,0.2298,56,95,0
"Georgia",3,"outoffold","own",0.05,38402,20000,0.1895,18,0.049,0.5111,0.111,34,46,0
"Georgia",3,"outoffold","own",0.1,38402,20000,0.1895,33,0.0991,0.4615,0.2174,59,110,0
"Georgia",3,"selfscored","own",0.05,40777,20000,0.1895,23,0.049,0.5556,0.1135,36,63,0
"Georgia",3,"selfscored","own",0.1,40777,20000,0.1895,45,0.0991,0.5055,0.2538,65,111,0
"Georgia",4,"outoffold","common",0.05,37609,20000,0.1895,20,0.049,0.4444,0.0875,33,38,0
"Georgia",4,"outoffold","common",0.1,37609,20000,0.1895,37,0.0991,0.4835,0.2605,45,83,0
"Georgia",4,"selfscored","common",0.05,37609,20000,0.1895,16,0.049,0.6,0.1265,32,56,0
"Georgia",4,"selfscored","common",0.1,37609,20000,0.1895,39,0.0991,0.4725,0.2047,61,87,0
"Georgia",4,"outoffold","own",0.05,37609,20000,0.1895,20,0.049,0.4444,0.0875,33,38,0
"Georgia",4,"outoffold","own",0.1,37609,20000,0.1895,37,0.0991,0.4835,0.2605,45,83,0
"Georgia",4,"selfscored","own",0.05,41674,20000,0.1895,19,0.049,0.5778,0.1518,36,59,0
"Georgia",4,"selfscored","own",0.1,41674,20000,0.1895,39,0.0991,0.4725,0.2362,59,127,0
"Georgia",5,"outoffold","common",0.05,37278,20000,0.1895,21,0.049,0.4889,0.1295,30,37,0
"Georgia",5,"outoffold","common",0.1,37278,20000,0.1895,36,0.0991,0.5275,0.2573,58,89,0
"Georgia",5,"selfscored","common",0.05,37278,20000,0.1895,24,0.049,0.5111,0.0977,12,48,0
"Georgia",5,"selfscored","common",0.1,37278,20000,0.1895,46,0.0991,0.4945,0.2609,33,95,0
"Georgia",5,"outoffold","own",0.05,37278,20000,0.1895,21,0.049,0.4889,0.1295,30,37,0
"Georgia",5,"outoffold","own",0.1,37278,20000,0.1895,36,0.0991,0.5275,0.2573,58,89,0
"Georgia",5,"selfscored","own",0.05,41403,20000,0.1895,20,0.049,0.5333,0.1455,15,62,0
"Georgia",5,"selfscored","own",0.1,41403,20000,0.1895,48,0.0991,0.5055,0.2815,32,110,0
"Idaho",1,"outoffold","common",0.05,36875,20000,0.0502,19,0.0491,0.2609,0.2501,30,50,0
"Idaho",1,"outoffold","common",0.1,36875,20000,0.0502,29,0.0994,0.2043,0.371,56,108,0
"Idaho",1,"selfscored","common",0.05,36875,20000,0.0502,14,0.0491,0.2174,0.1763,28,57,0
"Idaho",1,"selfscored","common",0.1,36875,20000,0.0502,36,0.0994,0.2151,0.4022,70,96,0
"Idaho",1,"outoffold","own",0.05,36875,20000,0.0502,19,0.0491,0.2609,0.2501,30,50,0
"Idaho",1,"outoffold","own",0.1,36875,20000,0.0502,29,0.0994,0.2043,0.371,56,108,0
"Idaho",1,"selfscored","own",0.05,41541,20000,0.0502,21,0.0491,0.1522,0.1184,37,62,0
"Idaho",1,"selfscored","own",0.1,41541,20000,0.0502,38,0.0994,0.1828,0.3228,67,129,0
"Idaho",2,"outoffold","common",0.05,36511,20000,0.0502,17,0.0491,0.2609,0.2254,29,47,0
"Idaho",2,"outoffold","common",0.1,36511,20000,0.0502,25,0.0994,0.1828,0.3024,45,113,0
"Idaho",2,"selfscored","common",0.05,36511,20000,0.0502,23,0.0491,0.2609,0.2412,32,42,0
"Idaho",2,"selfscored","common",0.1,36511,20000,0.0502,33,0.0994,0.1935,0.33,53,99,0
"Idaho",2,"outoffold","own",0.05,36511,20000,0.0502,17,0.0491,0.2609,0.2254,29,47,0
"Idaho",2,"outoffold","own",0.1,36511,20000,0.0502,25,0.0994,0.1828,0.3024,45,113,0
"Idaho",2,"selfscored","own",0.05,41821,20000,0.0502,21,0.0491,0.2174,0.2025,37,68,0
"Idaho",2,"selfscored","own",0.1,41821,20000,0.0502,35,0.0994,0.2043,0.3644,63,132,0
"Idaho",3,"outoffold","common",0.05,38402,20000,0.0502,20,0.0491,0.2174,0.1882,35,49,0
"Idaho",3,"outoffold","common",0.1,38402,20000,0.0502,39,0.0994,0.172,0.3195,57,121,0
"Idaho",3,"selfscored","common",0.05,38402,20000,0.0502,17,0.0491,0.2174,0.1979,30,60,0
"Idaho",3,"selfscored","common",0.1,38402,20000,0.0502,30,0.0994,0.2043,0.3734,54,106,0
"Idaho",3,"outoffold","own",0.05,38402,20000,0.0502,20,0.0491,0.2174,0.1882,35,49,0
"Idaho",3,"outoffold","own",0.1,38402,20000,0.0502,39,0.0994,0.172,0.3195,57,121,0
"Idaho",3,"selfscored","own",0.05,40777,20000,0.0502,13,0.0491,0.2174,0.1979,28,69,0
"Idaho",3,"selfscored","own",0.1,40777,20000,0.0502,33,0.0994,0.1828,0.3304,63,124,0
"Idaho",4,"outoffold","common",0.05,37609,20000,0.0502,17,0.0491,0.2826,0.271,31,42,0
"Idaho",4,"outoffold","common",0.1,37609,20000,0.0502,37,0.0994,0.2043,0.3893,49,77,0
"Idaho",4,"selfscored","common",0.05,37609,20000,0.0502,19,0.0491,0.2609,0.2439,31,62,0
"Idaho",4,"selfscored","common",0.1,37609,20000,0.0502,36,0.0994,0.1828,0.3491,64,115,0
"Idaho",4,"outoffold","own",0.05,37609,20000,0.0502,17,0.0491,0.2826,0.271,31,42,0
"Idaho",4,"outoffold","own",0.1,37609,20000,0.0502,37,0.0994,0.2043,0.3893,49,77,0
"Idaho",4,"selfscored","own",0.05,41674,20000,0.0502,19,0.0491,0.2826,0.2581,31,65,0
"Idaho",4,"selfscored","own",0.1,41674,20000,0.0502,35,0.0994,0.172,0.3282,60,143,0
"Idaho",5,"outoffold","common",0.05,37278,20000,0.0502,20,0.0491,0.1957,0.202,30,39,0
"Idaho",5,"outoffold","common",0.1,37278,20000,0.0502,35,0.0994,0.129,0.2697,54,114,0
"Idaho",5,"selfscored","common",0.05,37278,20000,0.0502,17,0.0491,0.3043,0.3051,33,57,0
"Idaho",5,"selfscored","common",0.1,37278,20000,0.0502,31,0.0994,0.1935,0.3713,57,111,0
"Idaho",5,"outoffold","own",0.05,37278,20000,0.0502,20,0.0491,0.1957,0.202,30,39,0
"Idaho",5,"outoffold","own",0.1,37278,20000,0.0502,35,0.0994,0.129,0.2697,54,114,0
"Idaho",5,"selfscored","own",0.05,41403,20000,0.0502,17,0.0491,0.3478,0.3248,30,77,0
"Idaho",5,"selfscored","own",0.1,41403,20000,0.0502,38,0.0994,0.2151,0.4637,63,145,0
"Illinois",1,"outoffold","common",0.05,36875,20000,0.165,21,0.0489,0.275,0.0905,34,64,0
"Illinois",1,"outoffold","common",0.1,36875,20000,0.165,42,0.099,0.3333,0.2252,71,124,0
"Illinois",1,"selfscored","common",0.05,36875,20000,0.165,16,0.0489,0.325,0.087,23,76,0
"Illinois",1,"selfscored","common",0.1,36875,20000,0.165,33,0.099,0.321,0.1999,62,137,0
"Illinois",1,"outoffold","own",0.05,36875,20000,0.165,21,0.0489,0.275,0.0905,34,64,0
"Illinois",1,"outoffold","own",0.1,36875,20000,0.165,42,0.099,0.3333,0.2252,71,124,0
"Illinois",1,"selfscored","own",0.05,41541,20000,0.165,17,0.0489,0.375,0.1236,27,75,0
"Illinois",1,"selfscored","own",0.1,41541,20000,0.165,39,0.099,0.3457,0.2276,75,146,0
"Illinois",2,"outoffold","common",0.05,36511,20000,0.165,19,0.0489,0.4,0.1108,30,57,0
"Illinois",2,"outoffold","common",0.1,36511,20000,0.165,37,0.099,0.2963,0.1979,61,142,0
"Illinois",2,"selfscored","common",0.05,36511,20000,0.165,21,0.0489,0.35,0.0994,27,64,0
"Illinois",2,"selfscored","common",0.1,36511,20000,0.165,40,0.099,0.3951,0.2721,63,125,0
"Illinois",2,"outoffold","own",0.05,36511,20000,0.165,19,0.0489,0.4,0.1108,30,57,0
"Illinois",2,"outoffold","own",0.1,36511,20000,0.165,37,0.099,0.2963,0.1979,61,142,0
"Illinois",2,"selfscored","own",0.05,41821,20000,0.165,21,0.0489,0.35,0.1174,28,63,0
"Illinois",2,"selfscored","own",0.1,41821,20000,0.165,33,0.099,0.321,0.25,58,143,0
"Illinois",3,"outoffold","common",0.05,38402,20000,0.165,24,0.0489,0.475,0.1583,25,70,0
"Illinois",3,"outoffold","common",0.1,38402,20000,0.165,45,0.099,0.3704,0.2433,63,127,0
"Illinois",3,"selfscored","common",0.05,38402,20000,0.165,23,0.0489,0.35,0.1101,33,66,0
"Illinois",3,"selfscored","common",0.1,38402,20000,0.165,42,0.099,0.2963,0.2187,67,139,0
"Illinois",3,"outoffold","own",0.05,38402,20000,0.165,24,0.0489,0.475,0.1583,25,70,0
"Illinois",3,"outoffold","own",0.1,38402,20000,0.165,45,0.099,0.3704,0.2433,63,127,0
"Illinois",3,"selfscored","own",0.05,40777,20000,0.165,23,0.0489,0.3,0.082,29,85,0
"Illinois",3,"selfscored","own",0.1,40777,20000,0.165,42,0.099,0.284,0.1866,68,152,0
"Illinois",4,"outoffold","common",0.05,37609,20000,0.165,15,0.0489,0.3,0.0939,26,70,0
"Illinois",4,"outoffold","common",0.1,37609,20000,0.165,33,0.099,0.321,0.2236,55,147,0
"Illinois",4,"selfscored","common",0.05,37609,20000,0.165,18,0.0489,0.425,0.1665,26,69,0
"Illinois",4,"selfscored","common",0.1,37609,20000,0.165,33,0.099,0.3333,0.259,55,141,0
"Illinois",4,"outoffold","own",0.05,37609,20000,0.165,15,0.0489,0.3,0.0939,26,70,0
"Illinois",4,"outoffold","own",0.1,37609,20000,0.165,33,0.099,0.321,0.2236,55,147,0
"Illinois",4,"selfscored","own",0.05,41674,20000,0.165,18,0.0489,0.375,0.133,27,74,0
"Illinois",4,"selfscored","own",0.1,41674,20000,0.165,38,0.099,0.3333,0.2358,62,158,0
"Illinois",5,"outoffold","common",0.05,37278,20000,0.165,15,0.0489,0.425,0.1326,23,74,0
"Illinois",5,"outoffold","common",0.1,37278,20000,0.165,34,0.099,0.3951,0.2614,58,152,0
"Illinois",5,"selfscored","common",0.05,37278,20000,0.165,25,0.0489,0.425,0.1581,29,57,0
"Illinois",5,"selfscored","common",0.1,37278,20000,0.165,37,0.099,0.3457,0.2491,58,133,0
"Illinois",5,"outoffold","own",0.05,37278,20000,0.165,15,0.0489,0.425,0.1326,23,74,0
"Illinois",5,"outoffold","own",0.1,37278,20000,0.165,34,0.099,0.3951,0.2614,58,152,0
"Illinois",5,"selfscored","own",0.05,41403,20000,0.165,24,0.0489,0.45,0.1854,26,70,0
"Illinois",5,"selfscored","own",0.1,41403,20000,0.165,39,0.099,0.3457,0.2727,65,153,0
"Indiana",1,"outoffold","common",0.05,36875,20000,0.144,24,0.0491,0.3023,0.0886,39,65,0
"Indiana",1,"outoffold","common",0.1,36875,20000,0.144,38,0.0994,0.3678,0.2467,74,147,0
"Indiana",1,"selfscored","common",0.05,36875,20000,0.144,21,0.0491,0.3721,0.1237,41,63,0
"Indiana",1,"selfscored","common",0.1,36875,20000,0.144,36,0.0994,0.4023,0.2765,68,147,0
"Indiana",1,"outoffold","own",0.05,36875,20000,0.144,24,0.0491,0.3023,0.0886,39,65,0
"Indiana",1,"outoffold","own",0.1,36875,20000,0.144,38,0.0994,0.3678,0.2467,74,147,0
"Indiana",1,"selfscored","own",0.05,41541,20000,0.144,24,0.0491,0.3721,0.1247,39,67,0
"Indiana",1,"selfscored","own",0.1,41541,20000,0.144,38,0.0994,0.4023,0.2661,70,159,0
"Indiana",2,"outoffold","common",0.05,36511,20000,0.144,20,0.0491,0.3721,0.1292,32,54,0
"Indiana",2,"outoffold","common",0.1,36511,20000,0.144,26,0.0994,0.3333,0.2463,60,147,0
"Indiana",2,"selfscored","common",0.05,36511,20000,0.144,19,0.0491,0.3023,0.1007,34,67,0
"Indiana",2,"selfscored","common",0.1,36511,20000,0.144,35,0.0994,0.2874,0.1762,64,136,0
"Indiana",2,"outoffold","own",0.05,36511,20000,0.144,20,0.0491,0.3721,0.1292,32,54,0
"Indiana",2,"outoffold","own",0.1,36511,20000,0.144,26,0.0994,0.3333,0.2463,60,147,0
"Indiana",2,"selfscored","own",0.05,41821,20000,0.144,19,0.0491,0.2558,0.0856,36,81,0
"Indiana",2,"selfscored","own",0.1,41821,20000,0.144,39,0.0994,0.3103,0.1999,77,155,0
"Indiana",3,"outoffold","common",0.05,38402,20000,0.144,18,0.0491,0.3488,0.1148,30,62,0
"Indiana",3,"outoffold","common",0.1,38402,20000,0.144,37,0.0994,0.3793,0.2562,61,133,0
"Indiana",3,"selfscored","common",0.05,38402,20000,0.144,23,0.0491,0.3023,0.0929,36,74,0
"Indiana",3,"selfscored","common",0.1,38402,20000,0.144,34,0.0994,0.3218,0.2256,68,132,0
"Indiana",3,"outoffold","own",0.05,38402,20000,0.144,18,0.0491,0.3488,0.1148,30,62,0
"Indiana",3,"outoffold","own",0.1,38402,20000,0.144,37,0.0994,0.3793,0.2562,61,133,0
"Indiana",3,"selfscored","own",0.05,40777,20000,0.144,17,0.0491,0.3953,0.1635,42,86,0
"Indiana",3,"selfscored","own",0.1,40777,20000,0.144,39,0.0994,0.3218,0.2459,84,144,0
"Indiana",4,"outoffold","common",0.05,37609,20000,0.144,14,0.0491,0.4186,0.151,35,67,0
"Indiana",4,"outoffold","common",0.1,37609,20000,0.144,33,0.0994,0.3678,0.2884,71,123,0
"Indiana",4,"selfscored","common",0.05,37609,20000,0.144,20,0.0491,0.4419,0.144,35,57,0
"Indiana",4,"selfscored","common",0.1,37609,20000,0.144,42,0.0994,0.3678,0.2568,65,140,0
"Indiana",4,"outoffold","own",0.05,37609,20000,0.144,14,0.0491,0.4186,0.151,35,67,0
"Indiana",4,"outoffold","own",0.1,37609,20000,0.144,33,0.0994,0.3678,0.2884,71,123,0
