"state","budget","hh","rank","rule_id","rule","n_new","k_new","own_n_flagged","f","pred_n","dpred_i1_fresh_overlap","dpred_min_i2_spectral","dpred_swm_i2_spectral","dpred_min_i3_nb_hellinger","dpred_swm_i3_nb_hellinger","dpred_min_i4_profile_tv","dpred_swm_i4_profile_tv","dpred_min_i5_signature","dpred_swm_i5_signature","dpred_min_i6_consensus","dpred_swm_i6_consensus","dpred_min_sec_profile_tv_nature","dpred_swm_sec_profile_tv_nature","dpred_min_sec_profile_tv_timing","dpred_swm_sec_profile_tv_timing","dpred_min_sec_profile_tv_cause","dpred_swm_sec_profile_tv_cause"
"Alabama",5,"2-3",3,163,"cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690",2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama",5,"2-3",25,240,"months_since_cert_n <=  25 & shelter_expenses_by_hh_size > 499 & shelter_expenses_by_hh_size <= 679 & total_deductions_by_hh_size > 644",1,0,1,1,1,1,0.135930247508075,0.135930247508075,0.164420523172666,0.164420523172666,0.319230769230769,0.319230769230769,1,1,0.628085707567584,0.628085707567584,0.179120879120879,0.179120879120879,0.197252747252747,0.197252747252747,0.0906593406593407,0.0906593406593407
"Alabama",5,"2-3",28,142,"HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996",1,0,1,1,2,1,0.025782211992904,0.067764419831015,0.193567052591564,0.205381580893637,0.1502849002849,0.205739125326754,0.857142857142857,0.857142857142857,0.497647294318738,0.617488549389758,0.134920634920635,0.161472166626806,0.051994301994302,0.134904690574794,0.0199430199430199,0.0417049540760881
"Alabama",5,"2-3",33,271,"shelter_expenses_by_hh_size < 650 & total_deductions_by_hh_size >= 625",2,0,3,0.666666666666667,3,0.666666666666667,0.0149392430502446,0.0523017597495843,0.0624032507272251,0.130785082674278,0.0799595141700405,0.17510959921424,0.5,0.749112426035503,0.121139940344664,0.383234784973985,0.0890688259109312,0.144190414589044,0.055668016194332,0.112250243268618,0.0185185185185186,0.0367951626905224
"Alabama",5,"2-3",46,197,"elderly_disabled_i >= 1.000 & rawben_rel_max >= 0.993 & rawben_rel_max < 0.996",2,1,2,1,4,1,0.0650595623991385,0.0894829015877077,0.228310585799243,0.235173198035626,0.575657894736842,0.618157158134815,0.833333333333333,0.974213836477988,0.788926997166384,0.829512441575207,0.314144736842105,0.350928177664772,0.196759259259259,0.246529031213738,0.105769230769231,0.127220718705326
"Alabama",5,"2-3",58,238,"months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000",1,1,1,1,5,1,0.0381553530267454,0.0920920494985439,0.2399275534899,0.280704393202782,0.340863787375415,0.411197409387276,0.666666666666667,0.806060606060606,0.779801787370283,0.818121779900455,0.170099667774086,0.242543723317581,0.140988372093023,0.33540565323898,0.108305647840532,0.194416879705784
"Alabama",5,"4+",18,305,"HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00",1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama",5,"4+",31,439,"months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000",6,5,6,1,1,1,0.0313474299893083,0.0313474299893083,0.151450710193251,0.151450710193251,0.316969696969697,0.316969696969697,0.4,0.4,0.46393594476278,0.46393594476278,0.269494949494949,0.269494949494949,0.29959595959596,0.29959595959596,0.1,0.1
"Alabama",5,"4+",32,477,"months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793",1,1,2,0.5,2,0.5,0.004296851439224,0.0236842737172447,0.1212668770302,0.132754582339762,0.111111111111111,0.147241337049556,0.4,0.439452054794521,0.296052947041791,0.331338776380238,0.124098124098124,0.154041550534701,0.0988455988455989,0.143169384648837,0.0266955266955267,0.0346585226037281
"Alabama",5,"4+",45,487,"months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000",3,2,3,1,3,1,0.00533059095804794,0.0162733678181886,0.106975875199076,0.16875503230541,0.0909090909090909,0.149492460539688,0.4,0.429568788501027,0.231804715823141,0.404901163581896,0.101298701298701,0.168180484812928,0.106493506493506,0.171942599950813,0.0363636363636364,0.0606122829942132
"Alabama",10,"1",1,129,"total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500",2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama",10,"1",2,107,"rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500",3,2,4,0.75,1,0.75,0.00867618625741169,0.00867618625741169,0.0711428518153715,0.0711428518153715,0.153809523809524,0.153809523809524,0.857142857142857,0.857142857142857,0.190546102041443,0.190546102041443,0.0928571428571429,0.0928571428571429,0.101428571428571,0.101428571428571,0.0628571428571429,0.0628571428571429
"Alabama",10,"1",10,85,"rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000",4,3,4,1,2,1,0.0233958626045759,0.024248060420588,0.148727132785012,0.168394374277409,0.294545454545455,0.304272758871299,0.4,0.544038929440389,0.503024925956966,0.536034713213424,0.104242424242424,0.121358738585016,0.117575757575758,0.170397826018264,0.105627705627706,0.134532815116757
"Alabama",10,"1",13,125,"shelter_expenses_by_hh_size > 878.000 & unc_rawben_rel_max >   0.379 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500",1,0,5,0.2,3,0.2,0.0149432126383931,0.0244126543238425,0.0924717312457062,0.131498656523276,0.0290909090909091,0.16484596309839,0.4,0.481553398058253,0.0882102409184547,0.32529126446643,0.0703463203463203,0.103804900601017,0.0824242424242424,0.122443996133317,0.0454545454545455,0.0978817299205649
"Alabama",10,"1",19,111,"rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000",3,1,8,0.375,4,0.375,0.0119104171643349,0.0257607139776239,0.0820558659723516,0.125015760932531,0.0750394944707741,0.196184293345957,0.4,0.684185773074662,0.209945535787753,0.320382068226051,0.0771270593545475,0.114461786044198,0.0122590837282781,0.0839999116012807,0.0403972015346423,0.0768939273625951
"Alabama",10,"1",20,88,"rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000",4,1,12,0.333333333333333,5,0.333333333333333,0.00500034463096369,0.0152784203179834,0.0512496002795779,0.0837533970698209,0.0383507203179334,0.139606173687992,0,0.51632110579479,0.0334627987560438,0.210416295659457,0.0492839199233419,0.0756310721978209,0.0259757076632222,0.0566996183606724,0.0191753601589668,0.075405713110817
"Alabama",10,"1",23,26,"elderly_disabled_i >   0.500 & rawben_rel_max >   0.998 & shelter_expenses_by_hh_size <= 676.000 & unc_rawben_rel_max >   1.790",4,1,4,1,6,1,0.176717079207742,0.188337705536877,0.222947061249581,0.237465644121182,0.60177263494799,0.640210389008638,0.857142857142857,0.857142857142857,0.865174494872128,0.884008441431734,0.270757678340617,0.307553773228085,0.327272727272727,0.398689154132324,0.171428571428571,0.264723662121142
"Alabama",10,"1",30,8,"cat_elig >=    1.00 & shelter_expenses_by_hh_size < 1720.00 & unc_rawben_rel_max >=    2.49 & utilities <  875.00",2,1,2,1,7,1,0.0601064057706477,0.138531552198558,0.101468395865306,0.213592450229163,0.141298701298701,0.532333722153438,0.666666666666667,0.736943164362519,0.480154218243914,0.807040996213013,0.184415584415584,0.395054717412962,0.159393939393939,0.22269315928219,0.0351515151515152,0.113099618041188
"Alabama",10,"1",35,89,"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 220.000 & unc_rawben_rel_max >=   0.986 & utilities < 688.000",6,1,10,0.6,8,0.6,0.0268970191304802,0.0620371280223454,0.080665205468681,0.175363259110795,0.0888888888888889,0.361126172665194,0.4,0.5148070907195,0.177054887953345,0.58190049001162,0.032280701754386,0.151680845787131,0.0473102186746487,0.135825362895568,0.0263157894736842,0.0844678491612004
"Alabama",10,"1",54,27,"elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000",1,0,11,0.0909090909090909,9,0.0909090909090909,0.0406646705943131,0.0642191971230535,0.0925828134363655,0.148482718535265,0.110983802926931,0.270555649269025,0.4,0.599532491818607,0.265840984115435,0.470242166183696,0.0373244449073833,0.123207533365752,0.0246753246753247,0.105414731919526,0.007864173740951,0.0701741799097992
"Alabama",10,"1",56,70,"months_since_cert_n >   2.50 & unc_rawben_rel_max >   1.93 & utilities >  14.00 & utilities <= 680.00",1,0,2,0.5,10,0.5,0.0104491157535404,0.174588939787078,0.0742241590799984,0.201718206327852,0.102629078238834,0.617889651071536,0.666666666666667,0.713962113857566,0.224010303076654,0.782982238917852,0.101219512195122,0.35062506905661,0.0509977827050998,0.316843315831841,0.0706208425720621,0.148918108348705
"Alabama",10,"1",69,4,"cat_elig >   0.500 & medical_deductions > 226.000 & unc_rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991",2,0,2,1,11,1,0.0119864911359896,0.0727714712330216,0.110990491013396,0.151596902296221,0.500131868131868,0.583927387099606,0.666666666666667,0.855295659084563,0.503515505154919,0.636005205987643,0.0977440758293839,0.170885160271326,0.0133333333333333,0.113910893394727,0.0152727272727273,0.20887939560684
"Alabama",10,"1",84,114,"rawben_rel_max >=   0.484 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000",1,0,5,0.2,12,0.2,0.0187154532247637,0.0594656156840558,0.103151706351869,0.155337446995423,0.0778355324536852,0.319766800397579,0.25,0.763232694138447,0.181921953333492,0.480786067025431,0.0354524856723977,0.14395925944082,0.0288987435328899,0.112987090685063,0.0152198204446499,0.079550288176039
"Alabama",10,"1",100,59,"medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279",2,0,2,1,13,1,0.00233857042280666,0.0651992316329318,0.104523434755619,0.15139761605584,0.0895206611570248,0.4998662962718,0.666666666666667,0.756909820073705,0.184733596691005,0.588620310363221,0.0992396694214877,0.177284282805713,0.0566666666666666,0.144776792346734,0.0318772136953955,0.217863416233669
"Alabama",10,"1",102,90,"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000",3,0,14,0.214285714285714,14,0.214285714285714,0.0128717571866634,0.0611106113624452,0.0429588020190163,0.170800797168791,0.0535353535353535,0.367128375147747,0,0.513841709994223,0.0862848257929783,0.559431044032813,0.0406698564593301,0.132960329060034,0.0108984582668793,0.128439585090645,0.0137085137085137,0.10447805504174
"Alabama",10,"2-3",3,163,"cat_elig > 0.500 & children_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.690",2,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama",10,"2-3",25,240,"months_since_cert_n <=  25 & shelter_expenses_by_hh_size > 499 & shelter_expenses_by_hh_size <= 679 & total_deductions_by_hh_size > 644",1,0,1,1,1,1,0.135930247508075,0.135930247508075,0.164420523172666,0.164420523172666,0.319230769230769,0.319230769230769,1,1,0.628085707567584,0.628085707567584,0.179120879120879,0.179120879120879,0.197252747252747,0.197252747252747,0.0906593406593407,0.0906593406593407
"Alabama",10,"2-3",28,142,"HH_size_n >   2.500 & total_deductions_by_hh_size > 440.000 & unc_rawben_rel_max >   0.640 & unc_rawben_rel_max <=   0.996",1,0,1,1,2,1,0.025782211992904,0.067764419831015,0.193567052591564,0.205381580893637,0.1502849002849,0.205739125326754,0.857142857142857,0.857142857142857,0.497647294318738,0.617488549389758,0.134920634920635,0.161472166626806,0.051994301994302,0.134904690574794,0.0199430199430199,0.0417049540760881
"Alabama",10,"2-3",33,271,"shelter_expenses_by_hh_size < 650 & total_deductions_by_hh_size >= 625",2,0,3,0.666666666666667,3,0.666666666666667,0.0149392430502446,0.0523017597495843,0.0624032507272251,0.130785082674278,0.0799595141700405,0.17510959921424,0.5,0.749112426035503,0.121139940344664,0.383234784973985,0.0890688259109312,0.144190414589044,0.055668016194332,0.112250243268618,0.0185185185185186,0.0367951626905224
"Alabama",10,"2-3",46,197,"elderly_disabled_i >= 1.000 & rawben_rel_max >= 0.993 & rawben_rel_max < 0.996",2,1,2,1,4,1,0.0650595623991385,0.0894829015877077,0.228310585799243,0.235173198035626,0.575657894736842,0.618157158134815,0.833333333333333,0.974213836477988,0.788926997166384,0.829512441575207,0.314144736842105,0.350928177664772,0.196759259259259,0.246529031213738,0.105769230769231,0.127220718705326
"Alabama",10,"2-3",58,238,"months_since_cert_n <=  0.500 & total_deductions_by_hh_size > 83.500 & unc_rawben_rel_max <=  0.999 & utilities <= 22.000",1,1,1,1,5,1,0.0381553530267454,0.0920920494985439,0.2399275534899,0.280704393202782,0.340863787375415,0.411197409387276,0.666666666666667,0.806060606060606,0.779801787370283,0.818121779900455,0.170099667774086,0.242543723317581,0.140988372093023,0.33540565323898,0.108305647840532,0.194416879705784
"Alabama",10,"2-3",60,273,"shelter_expenses_by_hh_size <= 592.0 & total_deductions_by_hh_size > 522.0 & utilities >  37.5",1,0,4,0.25,6,0.25,0.0175832383500444,0.0583460275719492,0.0476788976357383,0.149810183970178,0.0618939883645766,0.240925976401162,0.333333333333333,0.719966583124478,0.144844297766653,0.458678566614878,0.0996240601503759,0.15876744259284,0.0195539754363284,0.140248322299962,0.0218487394957983,0.105060748574575
"Alabama",10,"2-3",63,259,"rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000",1,0,1,1,7,1,0.029483589440051,0.0736832544674035,0.175673287674073,0.204995090241708,0.113764927718416,0.294755630483529,0.6,0.785328638497653,0.506314426799631,0.658419558515753,0.139382239382239,0.17953037436802,0.0160028449502134,0.113092398186581,0.0122643652055417,0.0727887427560464
"Alabama",10,"2-3",64,202,"expedited_i <=   0.500 & medical_deductions > 128.000 & rawben_rel_max >   0.803 & unc_rawben_rel_max >   0.324",1,0,1,1,8,1,0.118953753664592,0.13771894249513,0.162364111839257,0.219807861103098,0.363486842105263,0.451710065304238,0.666666666666667,0.959418250058644,0.645599667561183,0.743437414758094,0.109375,0.283354517926745,0.09375,0.14330310160147,0.0287063953488372,0.157474891612999
"Alabama",10,"2-3",67,255,"rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000",1,1,1,1,9,1,0.0310325610273775,0.0894466424159795,0.220899230404994,0.255579824208741,NA,NA,0.6,0.837130270610447,0.702656827494462,0.824711984533357,NA,NA,NA,NA,NA,NA
"Alabama",10,"2-3",75,149,"HH_size_n >=   3.000 & rawben_rel_max >=   0.705 & total_deductions_by_hh_size >= 347.000 & utilities >= 361.000",3,1,6,0.5,10,0.5,0.0382478382183035,0.0838555516188207,0.127275015616417,0.210139907154747,0.0925925925925926,0.268534670672431,0.6,0.788700564971751,0.252181894409368,0.629673558124177,0.10968660968661,0.170797192692154,0.0213675213675214,0.110611411016715,0.0554334554334554,0.0963494239215359
"Alabama",10,"2-3",77,167,"cat_elig >=   1.000 & medical_deductions >= 190.000 & rawben_rel_max >=   0.321 & total_deductions_by_hh_size >=  34.000",1,0,1,1,11,1,0.0490608715759008,0.178804065814637,0.107585512962465,0.221486018763734,0.175551470588235,0.496682749677293,0.666666666666667,0.790687922945987,0.365049940326237,0.762760287443176,0.0459558823529412,0.292344199759561,0.0201238390092879,0.10835495569431,0.0643382352941176,0.186001639812227
"Alabama",10,"2-3",85,251,"percent_abawd >= 1.000 & rawben_rel_max >= 0.360 & rawben_rel_max < 0.784",1,0,1,1,12,1,0.0201488569737848,0.0997453408876347,0.182068451605488,0.221333325775634,0.164016958134605,0.3242793891183,0.5,0.875258552108194,0.583497610424819,0.752075744507869,0.127450980392157,0.186487734052354,0.0435729847494553,0.102505183071712,0.0224089635854342,0.0790467591596426
"Alabama",10,"2-3",86,224,"medical_deductions > 131.000 & rawben_rel_max >   0.643 & unc_rawben_rel_max >   0.130",3,2,4,0.75,13,0.75,0.0191598418071403,0.14101987868937,0.0489974829105244,0.192453367106857,0.069909793814433,0.382644219875686,0.25,0.842444779116466,0.119760739495783,0.672619294517814,0.0705541237113402,0.237187970695114,0.0539626288659794,0.114428501778296,0.0138338179575293,0.0819098178057476
"Alabama",10,"2-3",91,194,"elderly_disabled_i >=   1.000 & total_deductions_by_hh_size >= 524.000 & unc_rawben_rel_max <   0.943",1,0,1,1,14,1,0.0384888481883904,0.106962564594658,0.132398542245758,0.238723600804636,0.135289452815226,0.308466437854751,0.6,0.837711577522004,0.476180276343687,0.713748915896887,0.139676113360324,0.207195081412079,0.0323886639676113,0.0917340859206765,0.00546558704453445,0.109153668496051
"Alabama",10,"2-3",92,223,"medical_deductions > 131.000 & rawben_rel_max >   0.148 & unc_rawben_rel_max >   0.494",3,0,7,0.428571428571429,15,0.428571428571429,0.00997346600599843,0.123069168015186,0.0584745881239281,0.173007212731506,0.029236469072165,0.33198781487605,0,0.787145969498911,0.0518350152386594,0.587063869148074,0.0399484536082474,0.212638863311837,0.021826675257732,0.105710255117187,0.0142557989690721,0.0879924649976216
"Alabama",10,"4+",18,305,"HH_size_n >   4.50 & rawben_rel_max <=   0.88 & shelter_expenses_by_hh_size <= 268.00 & total_deductions_by_hh_size > 222.00",1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alabama",10,"4+",31,439,"months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size <= 494.000 & total_deductions_by_hh_size > 227.000",6,5,6,1,1,1,0.0313474299893083,0.0313474299893083,0.151450710193251,0.151450710193251,0.316969696969697,0.316969696969697,0.4,0.4,0.46393594476278,0.46393594476278,0.269494949494949,0.269494949494949,0.29959595959596,0.29959595959596,0.1,0.1
"Alabama",10,"4+",32,477,"months_since_cert_n >=   8.000 & rawben_rel_max <   0.965 & total_deductions_by_hh_size >= 178.000 & unc_rawben_rel_max >=   0.793",1,1,2,0.5,2,0.5,0.004296851439224,0.0236842737172447,0.1212668770302,0.132754582339762,0.111111111111111,0.147241337049556,0.4,0.439452054794521,0.296052947041791,0.331338776380238,0.124098124098124,0.154041550534701,0.0988455988455989,0.143169384648837,0.0266955266955267,0.0346585226037281
"Alabama",10,"4+",45,487,"months_since_cert_n >= 10.000 & rawben_rel_max >=  0.683 & rawben_rel_max <  0.820 & total_deductions_by_hh_size >= 27.000",3,2,3,1,3,1,0.00533059095804794,0.0162733678181886,0.106975875199076,0.16875503230541,0.0909090909090909,0.149492460539688,0.4,0.429568788501027,0.231804715823141,0.404901163581896,0.101298701298701,0.168180484812928,0.106493506493506,0.171942599950813,0.0363636363636364,0.0606122829942132
"Alabama",10,"4+",65,402,"expedited_i >   0.500 & rawben_rel_max <=   0.932 & shelter_expenses_by_hh_size <= 155.000 & unc_rawben_rel_max >   0.654",1,0,1,1,4,1,0.0128124725706434,0.0309015848994135,0.149950079778936,0.209505815094219,0.161818181818182,0.22586518868337,0.666666666666667,0.716594516594517,0.448520210083837,0.626091751354406,0.156623376623377,0.162951593860685,0.0638383838383838,0.124448992085356,0.08,0.151536796536797
"Alabama",10,"4+",66,310,"HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 263.000",1,0,4,0.25,5,0.25,0.00998134090051331,0.0150590845792583,0.0578764426607306,0.128597437733002,0.0884912959381045,0.130518640554771,0.666666666666667,0.687716596072391,0.219741354947197,0.348419497723072,0.0718891038039974,0.119603270599141,0.0204169353105524,0.0865674403527819,0.0278723404255319,0.0671644897512306
"Alabama",10,"4+",68,488,"months_since_cert_n >= 5.000 & rawben_rel_max >= 0.607 & rawben_rel_max < 0.625",3,1,3,1,6,1,0.00118975468077421,0.028496973692371,0.17742130755614,0.199381586839042,0.14021164021164,0.178598775271052,0.25,0.572865662272442,0.526760607514107,0.561939679732758,0.196414499605989,0.228280037527944,0.0318518518518519,0.0819964775199779,0.136296296296296,0.227632113864033
"Alabama",10,"4+",76,415,"medical_deductions <= 179.000 & rawben_rel_max >   0.777 & rawben_rel_max <=   0.817 & total_deductions_by_hh_size > 204.000",1,1,1,1,7,1,0.00197760695290812,0.0196182177190983,0.0766734286460976,0.143284757266524,0.143578643578644,0.209611386599413,0.4,0.688883314519838,0.268294270064411,0.430433599244457,0.198412698412698,0.245927783330133,0.0375180375180375,0.102362483374943,0.0389610389610389,0.0851465453912543
"Alabama",10,"4+",78,442,"months_since_cert_n >   5.500 & rawben_rel_max >   0.724 & rawben_rel_max <=   0.974 & shelter_expenses_by_hh_size > 162.000",4,1,10,0.4,8,0.4,0.00158808140829518,0.0172144047309576,0.0674527776923465,0.128865753603681,0.0611188696295079,0.120034462749875,0.25,0.556196973171291,0.166687719868833,0.279849107679932,0.0473850473850474,0.1291814572027,0.0400725400725401,0.0712600793926568,0.0191295191295191,0.0600789555996004
"Alabama",10,"4+",81,517,"rawben_rel_max >=   0.832 & rawben_rel_max <   0.843 & utilities >= 410.000",2,1,2,1,9,1,0.00751418541054405,0.0385649695921479,0.101998055804561,0.155262288134232,0.107407407407407,0.181562563733112,0.5,0.712462462462463,0.383428071691991,0.491657582787964,0.176190476190476,0.249061633974898,0.02,0.103903033669902,0.0466666666666667,0.0856574618276746
