"state","budget","hh","rank","rule_id","rule","n_new","k_new","own_n_flagged","f","pred_n","dpred_i1_fresh_overlap","dpred_min_i2_spectral","dpred_swm_i2_spectral","dpred_min_i3_nb_hellinger","dpred_swm_i3_nb_hellinger","dpred_min_i4_profile_tv","dpred_swm_i4_profile_tv","dpred_min_i5_signature","dpred_swm_i5_signature","dpred_min_i6_consensus","dpred_swm_i6_consensus","dpred_min_sec_profile_tv_nature","dpred_swm_sec_profile_tv_nature","dpred_min_sec_profile_tv_timing","dpred_swm_sec_profile_tv_timing","dpred_min_sec_profile_tv_cause","dpred_swm_sec_profile_tv_cause"
"Florida",10,"2-3",40,254,"rawben_rel_max <   0.678 & total_deductions_by_hh_size >= 584.000 & utilities < 417.000",2,1,2,1,2,1,0.0752364836060971,0.0875823344451753,0.206417293341635,0.219586419206577,0.433569739952719,0.448610640902107,0.6,0.694736842105263,0.675898639139477,0.715653709606703,0.288416075650118,0.3032891481549,0.140425531914894,0.160009375244147,0.0912529550827423,0.143748535118102
"Florida",10,"4+",26,514,"rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000",1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida",10,"4+",30,357,"count_divisible_by_100 <=   0.5 & HH_size_n <=   4.5 & months_since_cert_n >   1.5 & utilities > 175.0",27,11,27,1,1,1,0.0388491376787592,0.0388491376787592,0.21350828871258,0.21350828871258,NA,NA,1,1,0.46350784059035,0.46350784059035,NA,NA,NA,NA,NA,NA
"Florida",10,"4+",34,303,"HH_size_n >   4.5 & medical_deductions <= 157.0 & total_deductions_by_hh_size > 362.0",1,0,1,1,2,1,0.00318700082167901,0.0353113888821108,0.168855995580253,0.173733391090016,NA,NA,0.833333333333333,0.998199915290131,0.452485834227518,0.621197782330369,NA,NA,NA,NA,NA,NA
"Florida",10,"4+",35,300,"HH_size_n <=  4.500 & months_since_cert_n >  1.500 & rawben_rel_max <=  0.993 & utilities > 48.000",2,2,25,0.08,3,0.08,0.00601607739544148,0.00677933531417294,0.0488940929825655,0.0519752399635218,0.0265520179040533,0.0265520179040533,0.4,0.412268008807801,0.0359271683567348,0.0467251584712192,0.0309800935196421,0.0309800935196421,0.0120476124948397,0.0120476124948397,0.00647447364799777,0.00647447364799777
"Georgia",5,"1",2,129,"total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500",2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",5,"1",5,107,"rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500",4,2,6,0.666666666666667,1,0.666666666666667,0.00867618625741169,0.00867618625741169,0.0711428518153715,0.0711428518153715,0.153809523809524,0.153809523809524,0.857142857142857,0.857142857142857,0.190546102041443,0.190546102041443,0.0928571428571429,0.0928571428571429,0.101428571428571,0.101428571428571,0.0628571428571429,0.0628571428571429
"Georgia",5,"2-3",8,179,"elderly_disabled_i <=   0.500 & shelter_expenses_by_hh_size > 456.000 & shelter_expenses_by_hh_size <= 613.000 & unc_rawben_rel_max >   0.168",15,4,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",5,"4+",1,298,"HH_size_n <=   8.500 & rawben_rel_max >   0.266 & rawben_rel_max <=   0.750 & shelter_expenses_by_hh_size <= 137.000",19,5,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",5,"4+",7,529,"shelter_expenses_by_hh_size <= 98.000 & unc_rawben_rel_max <=  0.785",4,1,13,0.307692307692308,1,0.307692307692308,0.00606532328284445,0.00606532328284445,0.0236126478697781,0.0236126478697781,0.0561657708187271,0.0561657708187271,0.8,0.8,0.05657336117333,0.05657336117333,0.058977954350705,0.058977954350705,0.00781029674427349,0.00781029674427349,0.0186522733682198,0.0186522733682198
"Georgia",5,"4+",9,502,"rawben_rel_max <=   0.784 & shelter_expenses_by_hh_size <= 136.000",1,0,24,0.0416666666666667,2,0.0416666666666667,0.0033705630825099,0.00609054789803975,0.0175397373048638,0.0179485225565475,0.0238378320479863,0.0335318136357125,0.5,0.574741408074741,0.0179322954844495,0.0346731198475283,0.024469794344473,0.0354941083679301,0.00545595420011622,0.00777854535545968,0.00529218039101222,0.00974205009571058
"Georgia",10,"1",2,129,"total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500",2,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",10,"1",5,107,"rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500",4,2,6,0.666666666666667,1,0.666666666666667,0.00867618625741169,0.00867618625741169,0.0711428518153715,0.0711428518153715,0.153809523809524,0.153809523809524,0.857142857142857,0.857142857142857,0.190546102041443,0.190546102041443,0.0928571428571429,0.0928571428571429,0.101428571428571,0.101428571428571,0.0628571428571429,0.0628571428571429
"Georgia",10,"2-3",8,179,"elderly_disabled_i <=   0.500 & shelter_expenses_by_hh_size > 456.000 & shelter_expenses_by_hh_size <= 613.000 & unc_rawben_rel_max >   0.168",15,4,15,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",10,"2-3",12,171,"children_i >   0.500 & elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.967 & shelter_expenses_by_hh_size > 490.000",6,4,15,0.4,1,0.4,0.0276246398748726,0.0276246398748726,0.11657697774838,0.11657697774838,0.0327128392795773,0.0327128392795773,0.666666666666667,0.666666666666667,0.202902020268269,0.202902020268269,0.0673290808908225,0.0673290808908225,0.0182744657941431,0.0182744657941431,0.0246384857377006,0.0246384857377006
"Georgia",10,"2-3",13,178,"elderly_disabled_i <=   0.500 & medical_deductions <=  22.500 & rawben_rel_max <=   0.907 & shelter_expenses_by_hh_size > 490.000",1,0,13,0.0769230769230769,2,0.0769230769230769,0.00563713735438537,0.0196648556175136,0.0277902729181706,0.070008144034235,0.0194490006580991,0.0201156601621481,0.4,0.535426356589147,0.0291291238942893,0.122184326870329,0.0298200287799872,0.0434082621688309,0.0179653969957081,0.0248865642745656,0.0175448559698277,0.0240857671377091
"Georgia",10,"2-3",16,278,"total_deductions_by_hh_size >   6.900 & total_deductions_by_hh_size <= 193.000 & unc_rawben_rel_max <=   0.892 & utilities <=  20.500",17,3,17,1,3,1,0.0247059727264151,0.042944276725512,0.221672618404337,0.237873736196524,0.123831569664903,0.128308834360292,1,1,0.633130842964635,0.634198317604401,0.0855564222568903,0.0936876525622717,0.00602179034157831,0.0202994910414863,0.0218253968253968,0.0399955347134625
"Georgia",10,"2-3",17,279,"total_deductions_by_hh_size >  4.750 & unc_rawben_rel_max <=  0.701 & utilities <= 43.500",5,1,22,0.227272727272727,4,0.227272727272727,0.00887350370728195,0.0314840904326554,0.0642984218030376,0.207518557345358,0.0707337317397078,0.123964240777137,0.25,0.911416330645161,0.0944441125398412,0.52247002699441,0.0528718459495352,0.11412763397858,0.0291334661354582,0.0373011097020954,0.0074551880660778,0.0202626427769929
"Georgia",10,"2-3",19,177,"elderly_disabled_i <=   0.5 & expedited_i <=   0.5 & shelter_expenses_by_hh_size > 457.0",6,1,25,0.24,5,0.24,0.00451490236205539,0.0201304502095759,0.0514218005366939,0.108717206694046,0.0251395489345585,0.0499530145649288,0.6,0.688809841410997,0.0375119329050213,0.192040813777217,0.0270386769227995,0.0576969553534438,0.0121850659672548,0.020752798732663,0.00432308621824639,0.0200964406380238
"Georgia",10,"4+",1,298,"HH_size_n <=   8.500 & rawben_rel_max >   0.266 & rawben_rel_max <=   0.750 & shelter_expenses_by_hh_size <= 137.000",19,5,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Georgia",10,"4+",7,529,"shelter_expenses_by_hh_size <= 98.000 & unc_rawben_rel_max <=  0.785",4,1,13,0.307692307692308,1,0.307692307692308,0.00606532328284445,0.00606532328284445,0.0236126478697781,0.0236126478697781,0.0561657708187271,0.0561657708187271,0.8,0.8,0.05657336117333,0.05657336117333,0.058977954350705,0.058977954350705,0.00781029674427349,0.00781029674427349,0.0186522733682198,0.0186522733682198
"Georgia",10,"4+",9,502,"rawben_rel_max <=   0.784 & shelter_expenses_by_hh_size <= 136.000",1,0,24,0.0416666666666667,2,0.0416666666666667,0.0033705630825099,0.00609054789803975,0.0175397373048638,0.0179485225565475,0.0238378320479863,0.0335318136357125,0.5,0.574741408074741,0.0179322954844495,0.0346731198475283,0.024469794344473,0.0354941083679301,0.00545595420011622,0.00777854535545968,0.00529218039101222,0.00974205009571058
"Georgia",10,"4+",14,416,"months_since_cert_n <=   3.5 & shelter_expenses_by_hh_size > 251.0 & shelter_expenses_by_hh_size <= 343.0",11,4,11,1,3,1,0.00871646622199268,0.0145488836207248,0.181512178919077,0.184300547172564,0.153384747215081,0.17273789240247,0.75,0.777193761721449,0.529572793212291,0.537572333200148,0.14001572327044,0.14839017457883,0.194766963244931,0.19851053237204,0.0409327567526104,0.0445094210076813
"Idaho",5,"1",3,99,"rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 906.000 & unc_rawben_rel_max >   0.557 & utilities <=  29.500",1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho",5,"1",6,2,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00",1,0,1,1,1,1,0.175359659285082,0.175359659285082,0.244883822591573,0.244883822591573,0.765441176470588,0.765441176470588,0.666666666666667,0.666666666666667,0.896106677336331,0.896106677336331,0.480147058823529,0.480147058823529,0.342647058823529,0.342647058823529,0.277205882352941,0.277205882352941
"Idaho",5,"1",8,85,"rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000",1,0,1,1,2,1,0.0288711933100014,0.0821184427805395,0.145709830949825,0.173765372841279,0.292045454545455,0.45928040523966,0,0.220183486238532,0.512627058878414,0.636861781135831,0.135227272727273,0.259941495363784,0.165909090909091,0.279076926850807,0.131818181818182,0.148685178825492
"Idaho",5,"1",10,30,"elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00",2,1,2,1,3,1,0.0195790577002675,0.154116068633117,0.1649803597748,0.218545191852385,0.149372108393919,0.623680696814195,0.666666666666667,0.666666666666667,0.37416592663363,0.779874971543963,0.282220753469927,0.354255306580288,0.0472571050892267,0.311627918948277,0.0698672114402451,0.121454008231014
"Idaho",5,"1",11,128,"total_deductions_by_hh_size <= 842.00 & unc_rawben_rel_max >   1.93 & utilities <= 606.00",1,1,2,0.5,4,0.5,0.0340106103223219,0.118780934685586,0.0689835173503958,0.15937512594189,0.0751633986928105,0.384612404562395,0.25,0.560625,0.201404591054533,0.562258320349184,0.126633986928105,0.286553821791527,0.0271535580524344,0.179305361008465,0.0599250936329588,0.111969782247041
"Idaho",5,"1",15,54,"medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000",1,0,1,1,5,1,0.0150415472649692,0.135499691021812,0.125425759844104,0.184076709333686,0.593138936535163,0.641251125611988,0.666666666666667,0.721879639145826,0.565635618358755,0.758048186560243,0.0963979416809605,0.31508247050691,0.104631217838765,0.301427299596219,0.0543840177580467,0.143196786509374
"Idaho",5,"1",16,21,"elderly_disabled_i >   0.50 & shelter_expenses_by_hh_size <= 852.00 & unc_rawben_rel_max >   1.46 & utilities <=  29.50",1,1,1,1,6,1,0.0150662644594533,0.0933747531309332,0.0513729304223358,0.14659238313644,0.0275391055298524,0.348845305557072,0.4,0.606612685560054,0.113527596928573,0.517442492695586,0.143864287287949,0.245769265429377,0.0702614379084968,0.181865860125355,0.0196078431372549,0.0937312364372473
"Idaho",5,"1",19,111,"rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000",4,0,5,0.8,7,0.8,0.0188432163175339,0.133869221824125,0.095732445460368,0.187845735231619,0.211492890995261,0.538610105919135,0.4,0.697274162719189,0.246757803961439,0.701186458973783,0.0930094786729858,0.229361171132245,0.0522511848341233,0.232683277695986,0.0540876777251184,0.15045105293976
"Idaho",5,"1",20,33,"elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 379.00",11,5,15,0.733333333333333,8,0.733333333333333,0.0164941895805552,0.131739567252565,0.0556455035702631,0.163934645577924,0.0724525377760558,0.447263594451403,0.25,0.601845509893455,0.108658474161026,0.588069313456864,0.0835335141418055,0.246139856085719,0.0313725490196079,0.205042389602037,0.0186781609195402,0.10247486399148
"Idaho",5,"1",36,27,"elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000",4,0,7,0.571428571428571,9,0.571428571428571,0.0402099936901354,0.105438975148202,0.0976913740525535,0.145424293743419,0.110983802926931,0.416548636665537,0.25,0.526886930983847,0.265840984115435,0.493264812257655,0.0373244449073833,0.186977645121398,0.0285714285714286,0.173849262527553,0.007864173740951,0.112544557430924
"Idaho",5,"1",37,11,"cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000",2,1,3,0.666666666666667,10,0.666666666666667,0.0220768790231713,0.111047724778083,0.108639228684258,0.208550436825966,0.116666666666667,0.508965489844183,0.4,0.628688861487875,0.206174494529441,0.720852163669916,0.0669871794871795,0.20392428560614,0.0410742496050553,0.181084992446919,0.0310897435897436,0.145938761917111
"Idaho",5,"2-3",14,196,"elderly_disabled_i >= 1.000 & married < 1.000 & rawben_rel_max >= 0.901 & unc_rawben_rel_max >= 1.350",2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho",5,"2-3",28,138,"HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0",3,1,3,1,1,1,0.100349291810317,0.100349291810317,0.219091843712882,0.219091843712882,0.426801801801802,0.426801801801802,1,1,0.714318284055362,0.714318284055362,0.136583011583012,0.136583011583012,0.0974903474903475,0.0974903474903475,0.138191763191763,0.138191763191763
"Idaho",5,"2-3",33,285,"total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000",2,1,2,1,2,1,0.0836153417315345,0.114843517588102,0.188866610248763,0.208641474264895,0.166769041769042,0.269411770396022,0.5,0.659448818897638,0.554655977844876,0.655490088968551,0.0827922077922078,0.114119967958551,0.0357142857142857,0.0942259751314869,0.0342956592956593,0.0595972224909233
"Idaho",5,"2-3",41,259,"rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000",1,0,1,1,3,1,0.039891441628388,0.0979502113149574,0.102834532254749,0.174179747113027,0.13482800982801,0.269890536534558,0.5,0.610054347826087,0.312927787551748,0.580925011531981,0.0720720720720721,0.119797151047151,0.0723938223938224,0.084365032734598,0.0107493857493857,0.0475579643378557
"Idaho",5,"4+",17,514,"rawben_rel_max >=   0.366 & shelter_expenses_by_hh_size >= 472.000 & total_deductions_by_hh_size >= 236.000 & total_deductions_by_hh_size < 255.000",1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho",5,"4+",21,342,"HH_size_n >=   5.000 & rawben_rel_max <   0.873 & shelter_expenses_by_hh_size < 486.000 & total_deductions_by_hh_size >= 286.000",1,0,1,1,1,1,0.0121134829901905,0.0121134829901905,0.173399538496818,0.173399538496818,NA,NA,0.857142857142857,0.857142857142857,0.514306959582839,0.514306959582839,NA,NA,NA,NA,NA,NA
"Idaho",5,"4+",25,367,"count_divisible_by_100 >   1.500 & shelter_expenses_by_hh_size >  27.100 & unc_rawben_rel_max <=   0.783 & utilities <= 446.000",1,0,1,1,2,1,0.00314567469494092,0.0107824357104958,0.135413509528657,0.144070960250305,NA,NA,0.857142857142857,0.947204968944099,0.366631526765937,0.421097281595832,NA,NA,NA,NA,NA,NA
"Idaho",5,"4+",26,426,"months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 221.000 & utilities <= 454.000",1,0,2,0.5,3,0.5,0.0193493572822286,0.0266726422844351,0.140973157971059,0.159715150666719,0.203117467459425,0.203117467459425,0.666666666666667,0.768761904761905,0.386694664504154,0.46308044730703,0.167443355294874,0.167443355294874,0.339225453961112,0.339225453961112,0.190261931544271,0.190261931544271
"Idaho",5,"4+",27,313,"HH_size_n >   4.500 & rawben_rel_max >   0.478 & total_deductions_by_hh_size > 233.000 & unc_rawben_rel_max <=   0.997",1,0,3,0.333333333333333,4,0.333333333333333,0.004994053076616,0.011657206483646,0.101004926998607,0.114927858486918,0.121403006442377,0.123443062648528,0.666666666666667,0.801156245245702,0.212252664411862,0.277192527999289,0.130241187384044,0.184318669067222,0.0777365491651206,0.21816517867164,0.0172541743970316,0.162657601756068
"Idaho",5,"4+",32,412,"married >=   1 & shelter_expenses_by_hh_size < 454 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 247",2,0,4,0.5,5,0.5,0.00594261250216889,0.0188907438462636,0.0934641526299938,0.112857416720137,0.248172103487064,0.292089993402889,0.666666666666667,0.829830439638542,0.366537402031839,0.404593326715554,0.169805194805195,0.20142941705363,0.0574675324675325,0.137220870142734,0.0663265306122449,0.111646877150629
"Idaho",5,"4+",34,468,"months_since_cert_n >=   4 & total_deductions_by_hh_size >= 217 & total_deductions_by_hh_size < 261 & utilities < 462",2,0,6,0.333333333333333,6,0.333333333333333,0.00613300726671955,0.011224588503617,0.0689402454366479,0.112270375470638,0.108548931383577,0.162115941463246,0.4,0.661106821106821,0.148029840807852,0.302697068469034,0.0608227542985698,0.130677793342949,0.0943877551020408,0.132798456844747,0.0780170335850876,0.102326606828234
"Idaho",10,"1",3,99,"rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 906.000 & unc_rawben_rel_max >   0.557 & utilities <=  29.500",1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho",10,"1",6,2,"cat_elig <=   1.50 & total_deductions_by_hh_size <= 754.00 & unc_rawben_rel_max >   1.93 & utilities <= 451.00",1,0,1,1,1,1,0.175359659285082,0.175359659285082,0.244883822591573,0.244883822591573,0.765441176470588,0.765441176470588,0.666666666666667,0.666666666666667,0.896106677336331,0.896106677336331,0.480147058823529,0.480147058823529,0.342647058823529,0.342647058823529,0.277205882352941,0.277205882352941
"Idaho",10,"1",8,85,"rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000",1,0,1,1,2,1,0.0288711933100014,0.0821184427805395,0.145709830949825,0.173765372841279,0.292045454545455,0.45928040523966,0,0.220183486238532,0.512627058878414,0.636861781135831,0.135227272727273,0.259941495363784,0.165909090909091,0.279076926850807,0.131818181818182,0.148685178825492
"Idaho",10,"1",10,30,"elderly_disabled_i >=   1.00 & rawben_rel_max >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 313.00",2,1,2,1,3,1,0.0195790577002675,0.154116068633117,0.1649803597748,0.218545191852385,0.149372108393919,0.623680696814195,0.666666666666667,0.666666666666667,0.37416592663363,0.779874971543963,0.282220753469927,0.354255306580288,0.0472571050892267,0.311627918948277,0.0698672114402451,0.121454008231014
"Idaho",10,"1",11,128,"total_deductions_by_hh_size <= 842.00 & unc_rawben_rel_max >   1.93 & utilities <= 606.00",1,1,2,0.5,4,0.5,0.0340106103223219,0.118780934685586,0.0689835173503958,0.15937512594189,0.0751633986928105,0.384612404562395,0.25,0.560625,0.201404591054533,0.562258320349184,0.126633986928105,0.286553821791527,0.0271535580524344,0.179305361008465,0.0599250936329588,0.111969782247041
"Idaho",10,"1",15,54,"medical_deductions > 200.000 & rawben_rel_max >   0.473 & rawben_rel_max <=   0.991 & utilities <= 392.000",1,0,1,1,5,1,0.0150415472649692,0.135499691021812,0.125425759844104,0.184076709333686,0.593138936535163,0.641251125611988,0.666666666666667,0.721879639145826,0.565635618358755,0.758048186560243,0.0963979416809605,0.31508247050691,0.104631217838765,0.301427299596219,0.0543840177580467,0.143196786509374
"Idaho",10,"1",16,21,"elderly_disabled_i >   0.50 & shelter_expenses_by_hh_size <= 852.00 & unc_rawben_rel_max >   1.46 & utilities <=  29.50",1,1,1,1,6,1,0.0150662644594533,0.0933747531309332,0.0513729304223358,0.14659238313644,0.0275391055298524,0.348845305557072,0.4,0.606612685560054,0.113527596928573,0.517442492695586,0.143864287287949,0.245769265429377,0.0702614379084968,0.181865860125355,0.0196078431372549,0.0937312364372473
"Idaho",10,"1",19,111,"rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000",4,0,5,0.8,7,0.8,0.0188432163175339,0.133869221824125,0.095732445460368,0.187845735231619,0.211492890995261,0.538610105919135,0.4,0.697274162719189,0.246757803961439,0.701186458973783,0.0930094786729858,0.229361171132245,0.0522511848341233,0.232683277695986,0.0540876777251184,0.15045105293976
"Idaho",10,"1",20,33,"elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.52 & utilities < 379.00",11,5,15,0.733333333333333,8,0.733333333333333,0.0164941895805552,0.131739567252565,0.0556455035702631,0.163934645577924,0.0724525377760558,0.447263594451403,0.25,0.601845509893455,0.108658474161026,0.588069313456864,0.0835335141418055,0.246139856085719,0.0313725490196079,0.205042389602037,0.0186781609195402,0.10247486399148
"Idaho",10,"1",36,27,"elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 438.000 & unc_rawben_rel_max >   0.316 & utilities <= 276.000",4,0,7,0.571428571428571,9,0.571428571428571,0.0402099936901354,0.105438975148202,0.0976913740525535,0.145424293743419,0.110983802926931,0.416548636665537,0.25,0.526886930983847,0.265840984115435,0.493264812257655,0.0373244449073833,0.186977645121398,0.0285714285714286,0.173849262527553,0.007864173740951,0.112544557430924
"Idaho",10,"1",37,11,"cat_elig >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.986 & utilities < 626.000",2,1,3,0.666666666666667,10,0.666666666666667,0.0220768790231713,0.111047724778083,0.108639228684258,0.208550436825966,0.116666666666667,0.508965489844183,0.4,0.628688861487875,0.206174494529441,0.720852163669916,0.0669871794871795,0.20392428560614,0.0410742496050553,0.181084992446919,0.0310897435897436,0.145938761917111
"Idaho",10,"1",55,93,"rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 968.000 & unc_rawben_rel_max >=   0.304 & utilities < 511.000",2,0,3,0.666666666666667,11,0.666666666666667,0.00742504563009864,0.0902084347723487,0.100281010821033,0.17497587973587,0.21703070265815,0.387894293583868,0.4,0.482484131068794,0.347884502455428,0.622612770632461,0.107922934267463,0.168083725660983,0.033201581027668,0.20123901369261,0.042256961406937,0.107712706720765
"Idaho",10,"1",59,1,"cat_elig <=   1.5 & shelter_expenses_by_hh_size <= 832.0 & total_deductions_by_hh_size > 540.0",2,0,7,0.285714285714286,12,0.285714285714286,0.0582266089638288,0.0931254510534499,0.141261661941528,0.222377840577117,0.356862745098039,0.482751560679624,0.833333333333333,0.91528501500079,0.473026312128594,0.690040015851896,0.11128526645768,0.248582549283639,0.0427807486631016,0.191955232728954,0.0265412748171369,0.110603635625507
"Idaho",10,"1",63,59,"medical_deductions > 96.200 & rawben_rel_max >  0.885 & rawben_rel_max <=  0.998 & unc_rawben_rel_max >  0.279",1,0,3,0.333333333333333,13,0.333333333333333,0.0079906657990167,0.0893327125351311,0.129260431656348,0.192051015212585,0.142990799937627,0.50449721129153,0.4,0.862312312312312,0.35519247930077,0.658381456372364,0.0650241696553875,0.23394142194272,0.0309748427672956,0.211433409491356,0.0257656781720953,0.15189995156655
"Idaho",10,"1",64,90,"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000",1,0,5,0.2,14,0.2,0.0100101895060296,0.0884570171368979,0.0714205454704051,0.204718487869643,0.0535353535353535,0.483343810307656,0,0.629988221436985,0.0862848257929783,0.670949961514005,0.0336052836052836,0.222003103772782,0.00912975912975909,0.199958601939924,0.0283605283605284,0.145334668899001
"Idaho",10,"1",66,14,"count_divisible_by_100 <=   0.5 & shelter_expenses_by_hh_size > 544.0 & shelter_expenses_by_hh_size <= 862.0 & total_deductions_by_hh_size > 539.0",14,0,25,0.56,15,0.56,0.00471259584060653,0.0587193538514975,0.0218448904031314,0.141006667618302,0.0477842003853564,0.299300535927166,0.6,0.78989450642994,0.0404748407695712,0.436446085609102,0.0227185146260291,0.160559171147853,0.0298300928358732,0.128761200840555,0.0216275897902189,0.0782563753827852
"Idaho",10,"2-3",14,196,"elderly_disabled_i >= 1.000 & married < 1.000 & rawben_rel_max >= 0.901 & unc_rawben_rel_max >= 1.350",2,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Idaho",10,"2-3",28,138,"HH_size_n >   2.5 & total_deductions_by_hh_size > 437.0 & utilities <= 722.0",3,1,3,1,1,1,0.100349291810317,0.100349291810317,0.219091843712882,0.219091843712882,0.426801801801802,0.426801801801802,1,1,0.714318284055362,0.714318284055362,0.136583011583012,0.136583011583012,0.0974903474903475,0.0974903474903475,0.138191763191763,0.138191763191763
"Idaho",10,"2-3",33,285,"total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.973 & utilities <= 392.000",2,1,2,1,2,1,0.0836153417315345,0.114843517588102,0.188866610248763,0.208641474264895,0.166769041769042,0.269411770396022,0.5,0.659448818897638,0.554655977844876,0.655490088968551,0.0827922077922078,0.114119967958551,0.0357142857142857,0.0942259751314869,0.0342956592956593,0.0595972224909233
"Idaho",10,"2-3",41,259,"rawben_rel_max <   0.904 & total_deductions_by_hh_size >= 353.000 & utilities < 347.000",1,0,1,1,3,1,0.039891441628388,0.0979502113149574,0.102834532254749,0.174179747113027,0.13482800982801,0.269890536534558,0.5,0.610054347826087,0.312927787551748,0.580925011531981,0.0720720720720721,0.119797151047151,0.0723938223938224,0.084365032734598,0.0107493857493857,0.0475579643378557
"Idaho",10,"2-3",45,255,"rawben_rel_max <   0.703 & total_deductions_by_hh_size < 201.000 & unc_rawben_rel_max >=   0.698 & utilities < 586.000",1,0,1,1,4,1,0.0563100011348811,0.0957221386399748,0.270758767258329,0.277439815297032,NA,NA,0.6,0.743456271397448,0.828175297904783,0.854531751184731,NA,NA,NA,NA,NA,NA
"Idaho",10,"2-3",51,264,"rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 441.000 & utilities <= 451.000",3,0,6,0.5,5,0.5,0.0247177415628912,0.0665931966363071,0.0687803205110812,0.131828954616442,0.0842342342342342,0.176205115543351,0,0.379783950617284,0.170137379806252,0.390409805538876,0.0592342342342342,0.0958824585662821,0.0244047619047619,0.055094590388708,0.0628378378378378,0.0892996271672743
