"hh","id_i","id_j","n_lists_codeployed","n_catch_i","n_catch_j","catch_inter","complementarity","n_flag_tr_i","n_flag_tr_j","n_errcase_tr_i","n_errcase_tr_j","d_i1_fresh_overlap","d_i2_spectral","d_i3_nb_hellinger","d_i4_profile_tv","d_i5_signature","d_i6_consensus","d_sec_profile_tv_nature","d_sec_profile_tv_timing","d_sec_profile_tv_cause","rule_i","rule_j"
"1",38,81,1,19,5,0,1,131,64,64,26,1,0.198225956946109,0.220606756791115,0.13265306122449,0.857142857142857,0.724261912069484,0.447066326530612,0.0503826530612245,0.149872448979592,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","months_since_cert_n >=   7.00000 & shelter_expenses_by_hh_size >= 405.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <   0.00356"
"1",38,82,2,19,5,0,1,131,42,64,26,0.69047619047619,0.0672291611257049,0.128681472521441,0.155380333951763,0.666666666666667,0.415078180788814,0.12569573283859,0.145640074211503,0.0927643784786642,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","months_since_cert_n >=   8.00 & shelter_expenses_by_hh_size < 648.00 & unc_rawben_rel_max >=   1.82 & utilities < 493.00"
"1",38,84,2,19,51,0,1,131,201,64,72,1,0.240626350164114,0.19865956168895,0.464081632653061,1,0.825329995727433,0.19,0.313469387755102,0.174285714285714,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","percent_abawd <=    0.750 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1700.000 & total_deductions_by_hh_size > 1130.000"
"1",38,85,4,19,23,0,1,131,69,64,38,1,0.237617799660338,0.191383238097427,0.741372912801484,0.666666666666667,0.849217653626946,0.429499072356215,0.472541743970315,0.132467532467532,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000"
"1",38,88,5,19,83,0,1,131,256,64,109,1,0.220840852364063,0.23212719619226,0.681164268986283,0.666666666666667,0.896240174481984,0.360823017731683,0.335731013716962,0.262908442065351,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000"
"1",38,90,1,19,84,0,1,131,454,64,149,1,0.240674833394263,0.187934733000718,0.689857761286333,0.666666666666667,0.840443605506879,0.353123067408782,0.399814471243043,0.224386724386724,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000"
"1",38,98,1,19,44,0,1,131,123,64,53,1,0.242729446492676,0.183872501369197,0.7569573283859,0.833333333333333,0.838661785584991,0.416512059369202,0.490723562152134,0.142857142857143,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 800.000 & unc_rawben_rel_max >   0.985"
"1",38,100,2,19,52,0,1,131,164,64,77,1,0.24269946137691,0.186282574742131,0.701578744705429,0.666666666666667,0.839073772446931,0.364844050827878,0.402387370042357,0.242587601078167,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <=   0.994 & total_deductions_by_hh_size > 534.000 & unc_rawben_rel_max >   0.987 & utilities <= 466.000"
"1",38,102,3,19,74,0,1,131,247,64,99,1,0.227174274214117,0.212327136526775,0.568846815834768,0.833333333333333,0.860645369263729,0.277600196705188,0.322596508482911,0.175313498893533,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 602.000 & utilities <= 272.000"
"1",38,106,6,19,54,0,1,131,218,64,86,1,0.211924461924915,0.23645977475327,0.587585034013605,0.857142857142857,0.887221452442142,0.327239229024943,0.283021541950113,0.207766439909297,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500"
"1",38,107,4,19,35,0,1,131,63,64,41,1,0.217379509450951,0.225751838527486,0.715918367346939,0.857142857142857,0.890404564563293,0.405850340136054,0.354965986394558,0.280544217687075,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500"
"1",38,111,6,19,87,0,1,131,303,64,130,1,0.230318648192838,0.219039011781156,0.61509817197021,0.857142857142857,0.877279163430586,0.312264242189767,0.358883837895348,0.186043137634201,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >=   0.236 & rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 511.000 & utilities < 249.000"
"1",38,113,4,19,28,0,1,131,87,64,47,1,0.215713031955191,0.23381246874885,0.670918367346939,0.857142857142857,0.895301145783382,0.39100185528757,0.287105751391466,0.25417439703154,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >=   0.484 & rawben_rel_max <   0.989 & shelter_expenses_by_hh_size >= 879.000 & utilities <  31.000"
"1",38,116,4,19,53,0,1,131,171,64,81,1,0.240492392558083,0.197036134784621,0.723846295274867,0.857142857142857,0.857437583599876,0.387111601397316,0.410461481890053,0.236808236808237,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 198.000 & utilities < 452.000"
"1",38,118,4,19,66,0,1,131,263,64,111,1,0.250031235178678,0.19685340611219,0.715381454595261,0.857142857142857,0.858464600734158,0.37864676071771,0.407136008765922,0.264621284755513,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000"
"1",38,121,1,19,16,9,0.4375,131,150,64,63,0.297709923664122,0.0206336401102434,0.0210416361149789,0.0550800965547509,0.666666666666667,0.121449877949919,0.0770243581303489,0.054750932631117,0.0288567039719113,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","shelter_expenses_by_hh_size < 961.00 & total_deductions_by_hh_size >=   5.00 & unc_rawben_rel_max >=   2.01 & utilities < 681.00"
"1",38,123,2,19,29,0,1,131,90,64,38,1,0.247599226652667,0.21057300910657,0.424319727891156,1,0.838218997808264,0.168792517006803,0.248299319727891,0.121173469387755,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","shelter_expenses_by_hh_size > 2070.000 & unc_rawben_rel_max <=    0.991"
"1",38,125,4,19,49,0,1,131,118,64,60,1,0.221968702164588,0.231081074748415,0.690166975881262,0.666666666666667,0.896151149693918,0.395547309833024,0.272541743970315,0.256400742115028,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","shelter_expenses_by_hh_size > 878.000 & unc_rawben_rel_max >   0.379 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500"
"1",38,126,2,19,46,0,1,131,139,64,54,1,0.216942446966868,0.228107224776413,0.641279192089207,0.857142857142857,0.88673666653907,0.387018725015779,0.272354302545761,0.219966337050284,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","shelter_expenses_by_hh_size > 929.000 & total_deductions_by_hh_size > 341.000 & unc_rawben_rel_max <=   0.995 & utilities <=  29.500"
"1",38,128,4,19,14,12,0.142857142857143,131,97,64,49,0.257731958762887,0.00705866354770226,0.0408387604003443,0.0515873015873016,0.25,0.0615319389358749,0.0700113378684807,0.0345804988662131,0.0243764172335601,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","total_deductions_by_hh_size <= 842.00 & unc_rawben_rel_max >   1.93 & utilities <= 606.00"
"1",38,129,7,19,29,0,1,131,74,64,49,1,0.215101655886734,0.219664892119906,0.61734693877551,0.666666666666667,0.873294984982236,0.352040816326531,0.295918367346939,0.217687074829932,"expedited_i <=   0.50 & total_deductions_by_hh_size <= 920.00 & unc_rawben_rel_max >   1.93 & utilities <= 684.00","total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500"
"1",39,62,2,9,4,0,1,41,81,22,35,1,0.0558063277395099,0.117698374968358,0.214285714285714,0.833333333333333,0.571798443774762,0.176190476190476,0.128571428571429,0.0380952380952381,"homeless <=   0.500 & medical_deductions > 400.000 & rawben_rel_max <=   0.996 & unc_rawben_rel_max >   0.828","medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.498"
"1",39,84,1,9,51,0,1,41,201,22,72,0.951219512195122,0.00966694553834044,0.155595900549168,0.62,0.857142857142857,0.526355579123832,0.356666666666667,0.13,0.36,"homeless <=   0.500 & medical_deductions > 400.000 & rawben_rel_max <=   0.996 & unc_rawben_rel_max >   0.828","percent_abawd <=    0.750 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1700.000 & total_deductions_by_hh_size > 1130.000"
"1",39,85,2,9,23,1,0.888888888888889,41,69,22,38,1,0.0058465467725506,0.167446224041534,0.633333333333333,0.666666666666667,0.587092172137817,0.142424242424242,0.127272727272727,0.318181818181818,"homeless <=   0.500 & medical_deductions > 400.000 & rawben_rel_max <=   0.996 & unc_rawben_rel_max >   0.828","rawben_rel_max <    1.000 & shelter_expenses_by_hh_size >= 1180.000 & unc_rawben_rel_max >=    0.986 & utilities <  645.000"
"1",39,88,2,9,83,2,0.777777777777778,41,256,22,109,0.975609756097561,0.0286036751380196,0.181357121106217,0.729508196721312,0.666666666666667,0.663340636898036,0.185245901639344,0.0743169398907104,0.462841530054645,"homeless <=   0.500 & medical_deductions > 400.000 & rawben_rel_max <=   0.996 & unc_rawben_rel_max >   0.828","rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 831.000 & unc_rawben_rel_max >=   0.270 & utilities < 277.000"
"1",39,128,2,9,14,0,1,41,97,22,49,1,0.22826354309907,0.211305434280712,0.783333333333333,0.833333333333333,0.879224708120586,0.452777777777778,0.355555555555556,0.227777777777778,"homeless <=   0.500 & medical_deductions > 400.000 & rawben_rel_max <=   0.996 & unc_rawben_rel_max >   0.828","total_deductions_by_hh_size <= 842.00 & unc_rawben_rel_max >   1.93 & utilities <= 606.00"
"1",40,61,1,11,8,0,1,60,99,26,40,1,0.0151958953991123,0.188355934420192,0.801176470588235,1,0.67315781460357,0.294117647058824,0.231764705882353,0.457647058823529,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","medical_deductions >= 111.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.274 & shelter_expenses_by_hh_size < 868.000"
"1",40,62,1,11,4,0,1,60,81,26,35,1,0.0130530757694163,0.122529094686497,0.84593837535014,1,0.565116213236505,0.294117647058824,0.126050420168067,0.49859943977591,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.498"
"1",40,70,2,11,45,0,1,60,304,26,112,1,0.168328392920987,0.20416763634747,0.776542324246772,0.857142857142857,0.845771139825295,0.508249641319943,0.224533715925395,0.257890961262554,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","months_since_cert_n >   2.50 & unc_rawben_rel_max >   1.93 & utilities >  14.00 & utilities <= 680.00"
"1",40,84,1,11,51,0,1,60,201,26,72,0.966666666666667,0.0626535868572372,0.132289129077112,0.382352941176471,0.666666666666667,0.595141379890896,0.361176470588235,0.121764705882353,0.157647058823529,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","percent_abawd <=    0.750 & rawben_rel_max <=    0.998 & shelter_expenses_by_hh_size > 1700.000 & total_deductions_by_hh_size > 1130.000"
"1",40,89,3,11,79,2,0.818181818181818,60,330,26,127,0.883333333333333,0.0929682229281919,0.154727016526768,0.136050911592707,0.666666666666667,0.504125035486499,0.241830065359477,0.236326109391125,0.0913312693498452,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 220.000 & unc_rawben_rel_max >=   0.986 & utilities < 688.000"
"1",40,90,1,11,84,2,0.818181818181818,60,454,26,149,0.883333333333333,0.0770962796675998,0.17356321540298,0.148247177658942,0.666666666666667,0.540359212502517,0.2174688057041,0.229946524064171,0.0974450386215092,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 535.000 & unc_rawben_rel_max >=   0.964 & utilities < 645.000"
"1",40,93,1,11,45,0,1,60,168,26,62,0.966666666666667,0.0609663326484891,0.154329827231017,0.425831202046036,0.666666666666667,0.632410211389431,0.239769820971867,0.270460358056266,0.207800511508951,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max <   1.000 & total_deductions_by_hh_size >= 968.000 & unc_rawben_rel_max >=   0.304 & utilities < 511.000"
"1",40,106,1,11,54,3,0.727272727272727,60,218,26,86,0.866666666666667,0.0565349272347994,0.164278427986255,0.252859477124183,0.666666666666667,0.56205094163374,0.183006535947712,0.113153594771242,0.103758169934641,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max >   0.727 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 413.000 & utilities <=  28.500"
"1",40,107,1,11,35,2,0.818181818181818,60,63,26,41,0.9,0.0675201469571575,0.0816268604739124,0.234117647058824,0.666666666666667,0.485488810544106,0.246274509803922,0.185098039215686,0.0309803921568627,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max >   0.751 & rawben_rel_max <=   0.992 & shelter_expenses_by_hh_size > 832.000 & utilities <=  29.500"
"1",40,118,2,11,66,2,0.818181818181818,60,263,26,111,0.883333333333333,0.0910402354272662,0.171855445837063,0.0969206474536123,0.666666666666667,0.493144498430884,0.225424397947098,0.237268061587051,0.0606000789577576,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","rawben_rel_max >=   0.988 & rawben_rel_max <   1.000 & shelter_expenses_by_hh_size >= 692.000 & utilities < 580.000"
"1",40,122,1,11,36,0,1,60,114,26,42,1,0.0670146100028398,0.15222443570368,0.471638655462185,0.833333333333333,0.691431832036282,0.387605042016807,0.0546218487394958,0.296218487394958,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","shelter_expenses_by_hh_size > 1990.000 & total_deductions_by_hh_size >  828.000 & unc_rawben_rel_max <=    0.998"
"1",40,124,1,11,58,2,0.818181818181818,60,165,26,64,0.95,0.0721379961307381,0.192940403367608,0.366736074960958,0.833333333333333,0.686449290559266,0.200676730869339,0.0754815200416449,0.198854763144196,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","shelter_expenses_by_hh_size > 504.0 & total_deductions_by_hh_size > 647.0 & utilities <=  29.5"
"1",40,132,2,11,27,0,1,60,142,26,55,1,0.102698607072929,0.189562767973842,0.64572192513369,0.8,0.793101581346619,0.532085561497326,0.0748663101604278,0.185828877005348,"homeless >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 672.000 & unc_rawben_rel_max >   0.792","unc_rawben_rel_max >=   2.49 & utilities < 827.00"
"1",41,42,1,71,291,32,0.549295774647887,613,2540,132,458,0.787928221859706,0.0229226962087688,0.177391998687101,0.390941865705273,0.4,0.517739424711746,0.125164488508337,0.0949040848566915,0.0709869310500225,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000"
"1",41,46,2,71,189,34,0.52112676056338,613,1635,132,378,0.608482871125612,0.0487909983921424,0.136999710236554,0.260902255639098,0.857142857142857,0.442746706939875,0.174285714285714,0.114070080862534,0.108195488721805,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >   84.000 & rawben_rel_max <=    0.991 & total_deductions_by_hh_size <= 1730.000 & unc_rawben_rel_max >    0.243"
"1",41,47,2,71,149,34,0.52112676056338,613,1318,132,318,0.619902120717781,0.0422524865012375,0.136462972373012,0.267117117117117,0.857142857142857,0.434160284501158,0.19037323037323,0.111338073691015,0.135984555984556,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >   93.000 & shelter_expenses_by_hh_size <= 1400.000 & unc_rawben_rel_max >    0.257 & unc_rawben_rel_max <=    0.982"
"1",41,48,2,71,119,31,0.563380281690141,613,1158,132,253,0.621533442088091,0.0331305937539249,0.14311559135245,0.269942196531792,0.857142857142857,0.422554745985375,0.189149463253509,0.0670099667774087,0.131610239471511,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >   93.000 & total_deductions_by_hh_size >  466.000 & total_deductions_by_hh_size <= 1070.000 & unc_rawben_rel_max >    0.243"
"1",41,51,2,71,67,19,0.716417910447761,613,923,132,155,0.765089722675367,0.0160765879810311,0.156132380283612,0.281879021879022,0.857142857142857,0.425114239435486,0.194877734877735,0.0725096525096525,0.123346203346203,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >  170.000 & rawben_rel_max <=    0.955 & total_deductions_by_hh_size <= 1660.000 & unc_rawben_rel_max <=    1.010"
"1",41,52,2,71,112,33,0.535211267605634,613,881,132,234,0.67373572593801,0.0508418856339435,0.145776390099749,0.261519756838906,0.666666666666667,0.472273646325914,0.181884498480243,0.0981358885017422,0.122553191489362,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >  92.900 & rawben_rel_max >   0.460 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 544.000"
"1",41,57,2,71,132,29,0.591549295774648,613,1099,132,259,0.707993474714519,0.0485284964481714,0.158046476207136,0.290449438202247,1,0.506451001047235,0.180706260032103,0.144949698189135,0.12752808988764,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions > 83.900 & unc_rawben_rel_max >  0.452 & unc_rawben_rel_max <=  1.010 & utilities > 22.000"
"1",41,58,2,71,188,30,0.577464788732394,613,1689,132,354,0.67373572593801,0.0383172167459895,0.167389160619995,0.273239436619718,1,0.486288106182889,0.154366197183099,0.117691197691198,0.0800804828973843,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions > 93.000 & rawben_rel_max >  0.307 & utilities > 22.000"
"1",41,60,2,71,172,34,0.52112676056338,613,1652,132,326,0.628058727569331,0.0366962972770898,0.141344701945061,0.257030321975617,0.857142857142857,0.426326398723814,0.191634885901844,0.0936263736263736,0.131578618318224,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >=  117.0000 & rawben_rel_max >=    0.0996 & shelter_expenses_by_hh_size < 1530.0000 & unc_rawben_rel_max <    1.2500"
"1",41,64,2,71,69,26,0.623188405797101,613,618,132,163,0.763458401305057,0.039326601055094,0.169104343863442,0.27280701754386,0.833333333333333,0.515823898377188,0.213132832080201,0.125689112649465,0.154786967418546,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","medical_deductions >= 18.000 & rawben_rel_max >=  0.747 & rawben_rel_max <  0.993"
"1",41,82,2,71,5,0,1,613,42,132,26,1,0.152554686231637,0.226433116894586,0.441948051948052,0.857142857142857,0.828562289928899,0.248441558441558,0.39012987012987,0.0262337662337662,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","months_since_cert_n >=   8.00 & shelter_expenses_by_hh_size < 648.00 & unc_rawben_rel_max >=   1.82 & utilities < 493.00"
"1",41,129,2,71,29,1,0.96551724137931,613,74,132,49,0.851351351351351,0.0157894544711787,0.204044063318096,0.514761904761905,0.857142857142857,0.575427648950642,0.21952380952381,0.0514285714285714,0.158095238095238,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","total_deductions_by_hh_size > 336.000 & unc_rawben_rel_max >   0.891 & unc_rawben_rel_max <=   0.991 & utilities <=  29.500"
"1",41,130,1,71,298,31,0.563380281690141,613,2739,132,468,0.794453507340946,0.0218458158938368,0.179837739149788,0.393852277753207,0.833333333333333,0.520851539326203,0.125413533834586,0.0914285714285714,0.077125165855816,"married <=   0.500 & rawben_rel_max <=   0.989 & shelter_expenses_by_hh_size <= 851.000 & total_deductions_by_hh_size > 535.000","total_deductions_by_hh_size > 628.00 & unc_rawben_rel_max >   0.75 & unc_rawben_rel_max <=   1.01"
"1",42,46,1,291,189,58,0.693121693121693,2540,1635,458,378,0.74434250764526,0.0328523559106593,0.154282931891139,0.348313607362254,0.857142857142857,0.49074877269035,0.0928523991366429,0.0198903096962651,0.174657859158938,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >   84.000 & rawben_rel_max <=    0.991 & total_deductions_by_hh_size <= 1730.000 & unc_rawben_rel_max >    0.243"
"1",42,47,1,291,149,45,0.697986577181208,2540,1318,458,318,0.769347496206373,0.0278309544796601,0.165858396646134,0.378236280444482,1,0.507330024567618,0.107788387756842,0.0164339888343234,0.203342143405235,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >   93.000 & shelter_expenses_by_hh_size <= 1400.000 & unc_rawben_rel_max >    0.257 & unc_rawben_rel_max <=    0.982"
"1",42,48,1,291,119,42,0.647058823529412,2540,1158,458,253,0.747841105354059,0.0192972467267021,0.129370274709822,0.360843164785471,0.857142857142857,0.414095875966703,0.0779252748855783,0.0278941180792829,0.198072609908645,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >   93.000 & total_deductions_by_hh_size >  466.000 & total_deductions_by_hh_size <= 1070.000 & unc_rawben_rel_max >    0.243"
"1",42,51,1,291,67,20,0.701492537313433,2540,923,458,155,0.821235102925244,0.0134446097561928,0.179489346324,0.387245289453491,0.857142857142857,0.495112170546323,0.0901753488504277,0.022394432347039,0.194333134396226,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >  170.000 & rawben_rel_max <=    0.955 & total_deductions_by_hh_size <= 1660.000 & unc_rawben_rel_max <=    1.010"
"1",42,52,1,291,112,60,0.464285714285714,2540,881,458,234,0.524404086265607,0.0324480684419327,0.0943449807339121,0.353432157479409,0.4,0.376168066009334,0.100308745553393,0.00323180364505064,0.191594833785585,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >  92.900 & rawben_rel_max >   0.460 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 544.000"
"1",42,57,1,291,132,55,0.583333333333333,2540,1099,458,259,0.631483166515014,0.0311887024236905,0.124800444105326,0.37836281146989,1,0.422496307035041,0.117640803884734,0.0500456133324433,0.190603622443554,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions > 83.900 & unc_rawben_rel_max >  0.452 & unc_rawben_rel_max <=  1.010 & utilities > 22.000"
"1",42,58,1,291,188,55,0.707446808510638,2540,1689,458,354,0.763765541740675,0.0243149211991395,0.135429102788612,0.356574779909742,0.833333333333333,0.443140378025629,0.0856876273413351,0.030887069749629,0.144450298002526,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions > 93.000 & rawben_rel_max >  0.307 & utilities > 22.000"
"1",42,60,1,291,172,53,0.691860465116279,2540,1652,458,326,0.808716707021792,0.0235075311078085,0.162942150186609,0.349750464212495,0.857142857142857,0.494243709675669,0.0845315422899309,0.0128951617103276,0.200739978877469,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >=  117.0000 & rawben_rel_max >=    0.0996 & shelter_expenses_by_hh_size < 1530.0000 & unc_rawben_rel_max <    1.2500"
"1",42,64,1,291,69,61,0.115942028985507,2540,618,458,163,0.249190938511327,0.0207183191509424,0.0729000972008732,0.380721124578007,0.6,0.304077640288762,0.137320825723615,0.0349917531369396,0.213418008744258,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","medical_deductions >= 18.000 & rawben_rel_max >=  0.747 & rawben_rel_max <  0.993"
"1",42,82,1,291,5,0,1,2540,42,458,26,1,0.174647090390561,0.307894888771855,0.495411528534557,1,0.894811525030483,0.259392027530829,0.480827229642396,0.0685402925150559,"married <=   0.500 & rawben_rel_max >   0.746 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 628.000","months_since_cert_n >=   8.00 & shelter_expenses_by_hh_size < 648.00 & unc_rawben_rel_max >=   1.82 & utilities < 493.00"
