rule_id,frame_row,eg_earned_income,eg_unearned_income,eg_shelter_deduction,eg_utility_allowance,eg_medical_deduction,eg_dep_care_or_child_support_deduction,eg_other_element,ng_wrong_amount,ng_wrong_include_exclude_decision,ng_unreported_source_of_income,ng_household_composition,ng_change_in_circumstances,ng_method_or_computation,ng_reporting_system_or_process,ng_limits_and_thresholds,ng_child_support_handling,ng_other,cz_agency,cz_client,cz_third_party,cz_no_fault,cz_other,cz_unpopulated,tm_before_action,tm_at_action,tm_after_action,tm_undetermined,tm_unpopulated,n_var,state_name,yrmonth,hhldno
1,8015,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,Virginia,202204,11383
1,8075,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Virginia,202205,11471
1,8901,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,West Virginia,202207,12730
1,8989,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,0,0,3,West Virginia,202208,12865
1,9172,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Alabama,202201,13130
1,10148,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Florida,202110,14303
1,10254,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Florida,202112,14464
1,10255,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Florida,202112,14467
1,10310,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,Florida,202112,14545
1,10459,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Florida,202203,14746
1,10461,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Florida,202203,14748
1,11010,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,Georgia,202110,15549
1,12449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Kentucky,202204,17281
1,13448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Mississippi,202204,18450
1,13736,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Mississippi,202207,18801
1,14368,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,North Carolina,202207,19597
1,14441,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,North Carolina,202208,19680
1,16598,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Illinois,202110,22591
1,16626,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Illinois,202111,22636
1,16647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Illinois,202111,22664
1,16759,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,Illinois,202112,22811
1,16932,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Illinois,202203,23049
1,17049,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202204,23199
1,17090,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Illinois,202205,23257
1,17103,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202205,23276
1,17160,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,Illinois,202206,23359
1,17206,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,Illinois,202207,23428
1,17346,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,Indiana,202110,23616
1,18923,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Iowa,202202,25601
1,19084,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,Michigan,202204,25779
1,19342,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,Michigan,202111,26138
1,19485,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,Michigan,202204,26315
1,19494,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Michigan,202204,26328
1,19725,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Michigan,202203,26652
1,19735,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Michigan,202203,26662
1,19837,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,Michigan,202208,26805
1,20075,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Minnesota,202202,27089
1,20465,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,Minnesota,202208,27538
1,20653,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Minnesota,202110,27758
1,20736,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,Minnesota,202112,27858
1,21015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Ohio,202112,28224
1,21384,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Ohio,202205,28694
1,22013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Wisconsin,202202,29458
1,22750,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Arizona,202202,30304
1,22911,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Arizona,202205,30528
1,23061,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Arizona,202207,30742
1,23111,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Arizona,202208,30830
1,23187,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Arizona,202209,30940
1,23240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Arizona,202209,31007
1,23331,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Arizona,202111,31137
1,24019,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Arkansas,202207,32135
1,24310,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Louisiana,202111,32538
1,24587,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,Louisiana,202203,32942
1,25279,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,3,New Mexico,202201,33877
1,25346,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,3,New Mexico,202202,33958
1,25538,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,2,New Mexico,202204,34203
1,25571,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,0,3,New Mexico,202205,34243
1,25751,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,3,New Mexico,202207,34464
1,25775,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,New Mexico,202207,34492
1,25780,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,3,New Mexico,202207,34497
1,25917,1,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,3,New Mexico,202209,34672
1,26397,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Oklahoma,202204,35298
1,27324,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Texas,202205,36655
1,28349,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Utah,202207,38049
1,28771,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Colorado,202112,38583
1,29279,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Colorado,202206,39254
1,29581,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,Kansas,202201,39660
1,29596,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Kansas,202201,39678
1,30124,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Kansas,202209,40318
1,30488,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,3,Missouri,202111,40816
1,30767,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Missouri,202204,41253
1,31133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Montana,202202,41799
1,31260,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Montana,202204,41975
1,31321,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Montana,202206,42061
1,32126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Nebraska,202204,43118
1,32541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,North Dakota,202110,43653
1,32575,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,North Dakota,202111,43694
1,32639,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,North Dakota,202201,43765
1,32747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,North Dakota,202204,43883
1,32785,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,North Dakota,202205,43925
1,32904,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,3,North Dakota,202208,44082
1,33613,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,Wyoming,202205,44889
1,34049,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,California,202206,46160
1,34464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,California,202202,46827
1,34477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,California,202205,46867
1,34509,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Idaho,202110,48129
1,34834,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Idaho,202203,48625
1,34907,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Idaho,202204,48751
1,34963,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Idaho,202205,48840
1,35036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,Idaho,202206,48959
1,35091,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Idaho,202207,49053
1,35231,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Idaho,202209,49262
1,35308,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Nevada,202201,49409
1,35595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Nevada,202204,49773
1,35687,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Nevada,202205,49883
1,35967,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Nevada,202209,50250
1,36159,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Nevada,202111,50507
1,36367,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Oregon,202111,50777
1,36594,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,2,Oregon,202203,51103
1,36828,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,Oregon,202207,51504
1,36964,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Oregon,202209,51718
1,37287,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,3,Washington,202203,52159
1,37542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Washington,202207,52524
1,37983,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Connecticut,202301,334
1,38036,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Connecticut,202302,396
1,38130,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Connecticut,202303,504
1,39813,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Massachusetts,202301,2581
1,40760,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,New Hampshire,202211,3758
1,41131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,New York,202210,4225
1,41863,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,New York,202309,5221
1,42132,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,Rhode Island,202301,5537
1,43655,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,Delaware,202303,7644
1,44328,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,2,District of Columbia,202305,8581
1,44351,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,District of Columbia,202305,8606
1,44354,0,1,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,District of Columbia,202305,8609
1,44447,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,District of Columbia,202306,8727
1,44821,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Maryland,202211,9281
1,45092,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Maryland,202304,9723
1,45190,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,Maryland,202306,9878
1,45211,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Maryland,202306,9909
1,45217,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Maryland,202306,9917
1,45239,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Maryland,202307,9950
1,45731,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,New Jersey,202304,10851
1,46097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Pennsylvania,202211,11506
1,46258,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Pennsylvania,202302,11726
1,46510,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Pennsylvania,202306,12073
1,46600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Pennsylvania,202307,12198
1,46869,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Virginia,202211,12593
1,46941,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Virginia,202212,12697
1,47377,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Virginia,202307,13304
1,47387,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Virginia,202307,13319
1,47857,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,3,0,0,4,West Virginia,202303,14065
1,48126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,West Virginia,202308,14480
1,48298,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Alabama,202301,14725
1,48926,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Alabama,202309,15474
1,49730,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Florida,202304,16540
1,49951,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Florida,202308,16842
1,50217,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,3,Georgia,202210,17224
1,50411,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,Georgia,202301,17466
1,50605,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Georgia,202303,17719
1,50793,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,Georgia,202306,17963
1,50903,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,Georgia,202307,18090
1,52788,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Mississippi,202305,20283
1,53312,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,North Carolina,202301,20891
1,53455,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,North Carolina,202303,21072
1,55104,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tennessee,202210,23277
1,55314,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tennessee,202301,23564
1,55446,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Tennessee,202303,23752
1,55783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Tennessee,202307,24214
1,56185,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202212,24745
1,56187,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202212,24747
1,56234,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202301,24807
1,56292,0,0,0,0,1,0,2,0,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,3,Illinois,202302,24883
1,56329,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,Illinois,202302,24929
1,56357,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Illinois,202303,24967
1,56367,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Illinois,202303,24978
1,56376,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,3,Illinois,202303,24991
1,56401,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,Illinois,202303,25028
1,56981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Indiana,202212,25783
1,56982,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Indiana,202212,25784
1,57081,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,Indiana,202301,25905
1,57112,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,Indiana,202302,25942
1,57413,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Indiana,202306,26314
