"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"elderly_disabled_i >   0.500 & shelter_expenses_by_hh_size > 955.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",222,0.4144,0.3404,78.65,19,2,100,"buffer"
"months_since_cert_n >=   7.500 & percent_abawd <   0.167 & rawben_rel_max >=   0.901 & total_deductions_by_hh_size >= 799.000","2-3","national","xgboost","any_error",34,0.5294,0.3404,169.32,8,1,101,"buffer"
"shelter_expenses_by_hh_size < 1260 & total_deductions_by_hh_size >= 1120","2-3","national","xgboost","any_error",34,0.5294,0.3404,158.82,4,1,102,"buffer"
"months_since_cert_n >   6.5 & shelter_expenses_by_hh_size > 257.0 & utilities > 840.0","4+","state","ranger","any_error",34,0.5294,0.3404,135.91,34,3,103,"buffer"
"count_divisible_by_100 <=   0.5 & months_since_cert_n >   8.5 & shelter_expenses_by_hh_size > 631.0 & total_deductions_by_hh_size > 736.0","2-3","national","ranger","any_error",65,0.4769,0.3402,127.15,15,1,104,"buffer"
"medical_deductions >= 122.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.382","1","national","xgboost","any_error",85,0.4588,0.3394,36.74,3,3,105,"buffer"
"medical_deductions >= 174.000 & rawben_rel_max >=   0.746 & utilities < 997.000","2-3","national","xgboost","any_error",78,0.4615,0.337,99.83,4,1,106,"buffer"
"elderly_disabled_i >   0.50 & medical_deductions <=   0.50 & percent_abawd >   0.75 & total_deductions_by_hh_size > 684.00","1","national","ranger","any_error",32,0.5312,0.3369,81.38,1,1,107,"buffer"
"HH_size_n >   2.500 & rawben_rel_max <=   0.936 & unc_rawben_rel_max >   0.683 & utilities > 840.000","2-3","state","ranger","any_error",32,0.5312,0.3369,100.75,32,11,108,"buffer"
"months_since_cert_n >   6.5 & total_deductions_by_hh_size > 157.0","4+","state","ranger","any_error",32,0.5312,0.3369,124.56,32,7,109,"buffer"
"HH_size_n >=   2.5 & months_since_cert_n >=   2.5 & total_deductions_by_hh_size >= 645.0","2-3","national","xgboost","any_error",51,0.4902,0.3363,108.2,1,1,110,"buffer"
"shelter_expenses_by_hh_size >= 481 & total_deductions_by_hh_size >= 232 & total_deductions_by_hh_size < 260","4+","national","xgboost","any_error",91,0.4505,0.3354,114.93,7,4,111,"buffer"
"total_deductions_by_hh_size >= 830 & utilities >= 392 & utilities < 952","2-3","national","xgboost","any_error",133,0.4286,0.3335,105.77,9,1,112,"buffer"
"children_i <=   0.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 539.000","2-3","national","ranger","any_error",333,0.3934,0.3333,73.17,27,1,113,"buffer"
"elderly_disabled_i <= 0.500 & homeless <= 0.500 & percent_abawd <= 0.500 & unc_rawben_rel_max <= 0.819","1","state","ranger","any_error",30,0.5333,0.3332,77.57,30,21,114,"buffer"
"elderly_disabled_i <=   0.500 & percent_abawd <=   0.417 & unc_rawben_rel_max <=   0.924 & utilities > 962.000","2-3","state","ranger","any_error",30,0.5333,0.3332,160.97,30,12,115,"buffer"
"medical_deductions <= 124.000 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.955 & shelter_expenses_by_hh_size > 332.000","4+","state","ranger","any_error",30,0.5333,0.3332,112,30,7,116,"buffer"
"months_since_cert_n >   4.5 & total_deductions_by_hh_size > 647.0 & utilities <=  32.5","1","national","ranger","any_error",208,0.4087,0.3327,75.13,9,1,117,"buffer"
"shelter_expenses_by_hh_size >=  800.00 & shelter_expenses_by_hh_size < 1990.00 & unc_rawben_rel_max >=    2.41 & utilities <  820.00","1","national","xgboost","any_error",215,0.4047,0.3301,78.93,5,3,118,"buffer"
