"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 622.000 & unc_rawben_rel_max >   0.776 & utilities <=  32.500","1","national","ranger","any_error",175,0.4629,0.3776,85.33,7,2,45,"buffer"
"count_divisible_by_100 <=   1.500 & married >   0.500 & rawben_rel_max <=   0.972 & total_deductions_by_hh_size > 227.000","2-3","state","ranger","any_error",57,0.5263,0.377,97.47,57,1,46,"buffer"
"HH_size_n >=   4.5 & shelter_expenses_by_hh_size >= 229.0 & shelter_expenses_by_hh_size < 274.0 & total_deductions_by_hh_size >= 219.0","4+","national","xgboost","any_error",55,0.5273,0.3754,105.62,2,2,47,"buffer"
"rawben_rel_max >=   0.390 & rawben_rel_max <   0.997 & total_deductions_by_hh_size >= 496.000 & utilities < 276.000","1","national","xgboost","any_error",529,0.4216,0.3727,65.64,10,1,48,"buffer"
"children_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 578.000","2-3","national","ranger","any_error",229,0.4454,0.3712,83.45,2,1,49,"buffer"
"months_since_cert_n <=  13.5 & shelter_expenses_by_hh_size <= 467.0 & total_deductions_by_hh_size > 222.0 & utilities > 402.0","2-3","state","ranger","any_error",38,0.5526,0.3704,103.87,38,11,50,"buffer"
"count_divisible_by_100 >   0.500 & percent_abawd <=   0.225 & total_deductions_by_hh_size <= 139.000","4+","state","ranger","any_error",38,0.5526,0.3704,132.37,38,8,51,"buffer"
"rawben_rel_max <   0.693 & total_deductions_by_hh_size >= 523.000 & utilities < 366.000","2-3","national","xgboost","any_error",58,0.5172,0.3698,98.69,1,1,52,"buffer"
"cat_elig <=   1.500 & months_since_cert_n >   3.500 & rawben_rel_max <=   0.988 & total_deductions_by_hh_size > 358.000","2-3","state","ranger","any_error",36,0.5556,0.3685,129.78,36,21,53,"buffer"
"rawben_rel_max <   0.556 & shelter_expenses_by_hh_size >= 424.000 & shelter_expenses_by_hh_size < 491.000 & total_deductions_by_hh_size >= 329.000","4+","national","xgboost","any_error",36,0.5556,0.3685,121.14,1,1,54,"buffer"
"cat_elig >   1.500 & elderly_disabled_i <=   0.500 & total_deductions_by_hh_size > 219.000 & unc_rawben_rel_max >   0.443","2-3","state","ranger","any_error",56,0.5179,0.368,101.52,56,17,55,"buffer"
"count_divisible_by_100 >=   0.5 & total_deductions_by_hh_size >=  24.1 & total_deductions_by_hh_size < 162.0","4+","state","xgboost","any_error",34,0.5588,0.3666,131.82,34,4,56,"buffer"
