"rule","hh","source","n_flagged_train","precision_train","precision_train_lcb","rank","role"
"elderly_disabled_i >=   1 & shelter_expenses_by_hh_size >= 808 & total_deductions_by_hh_size < 713 & utilities < 505","2-3","national",123,0.3902,0.2946,128,"buffer"
"HH_size_n >   4.500 & rawben_rel_max <=   0.961 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max >   0.813","4+","national",307,0.355,0.2945,129,"buffer"
"cat_elig <=   1.5 & months_since_cert_n >   6.5 & shelter_expenses_by_hh_size > 187.0 & total_deductions_by_hh_size > 233.0","4+","national",338,0.3521,0.2944,130,"buffer"
"cat_elig <=   1.5 & expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 219.0","4+","national",504,0.3413,0.2941,131,"buffer"
"cat_elig > 0.500 & expedited_i > 0.500 & percent_abawd > 0.750 & rawben_rel_max <= 0.808","1","national",100,0.4,0.294,132,"buffer"
"cat_elig >   0.500 & rawben_rel_max >   0.335 & shelter_expenses_by_hh_size > 828.000 & utilities <=  30.500","1","national",413,0.3438,0.2918,133,"buffer"
"elderly_disabled_i <= 0.500 & expedited_i > 0.500 & months_since_cert_n > 5.500 & unc_rawben_rel_max <= 0.939","4+","national",136,0.3824,0.2917,134,"buffer"
"cat_elig >   0.500 & children_i <=   0.500 & medical_deductions > 122.000 & unc_rawben_rel_max >   0.144","2-3","national",452,0.3407,0.291,135,"buffer"
"count_divisible_by_100 <   1.00 & elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 755.00 & unc_rawben_rel_max >=   1.51","1","national",468,0.3397,0.2909,136,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 265.000 & unc_rawben_rel_max <=   0.972","4+","national",1074,0.3231,0.2909,137,"buffer"
"cat_elig >= 1.000 & HH_size_n >= 6.000 & rawben_rel_max >= 0.655 & rawben_rel_max < 0.949","4+","national",903,0.3256,0.2904,138,"buffer"
"count_divisible_by_100 > 0.500 & HH_size_n > 5.500 & unc_rawben_rel_max > 0.417 & unc_rawben_rel_max <= 0.923","4+","national",167,0.3713,0.2896,139,"buffer"
"months_since_cert_n <=    5.500 & total_deductions_by_hh_size > 1270.000 & unc_rawben_rel_max <=    0.991","1","national",131,0.3817,0.2895,140,"buffer"
"months_since_cert_n > 11.50 & unc_rawben_rel_max >  1.36","2-3","national",87,0.4023,0.2892,141,"buffer"
"count_divisible_by_100 >=   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 310","4+","national",53,0.434,0.2891,142,"buffer"
"HH_size_n <=   6.500 & months_since_cert_n >   6.500 & total_deductions_by_hh_size > 175.000 & unc_rawben_rel_max <=   0.998","4+","national",963,0.3229,0.289,143,"buffer"
"cat_elig >=   1.00 & medical_deductions >= 123.00 & rawben_rel_max >=   0.15 & utilities < 703.00","2-3","national",462,0.3377,0.2886,144,"buffer"
"months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 629.0 & shelter_expenses_by_hh_size <= 667.0 & total_deductions_by_hh_size > 412.0","2-3","national",99,0.3939,0.2881,145,"buffer"
"married >=   1.000 & months_since_cert_n >=   7.000 & rawben_rel_max >=   0.685 & shelter_expenses_by_hh_size >= 436.000","4+","national",56,0.4286,0.2878,146,"buffer"
"months_since_cert_n >  6.500 & rawben_rel_max <=  0.998 & total_deductions_by_hh_size > 12.300 & unc_rawben_rel_max >  0.550","4+","national",1731,0.3131,0.2878,147,"buffer"
"HH_size_n >  5.500 & married <=  0.500 & rawben_rel_max <=  0.976 & total_deductions_by_hh_size > 11.900","4+","national",1047,0.32,0.2874,148,"buffer"
"percent_abawd >   0.125 & shelter_expenses_by_hh_size > 836.000 & utilities <= 547.000","2-3","national",37,0.4595,0.2866,149,"buffer"
"count_divisible_by_100 <=   2.5 & HH_size_n >   5.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 252.0","4+","national",212,0.3585,0.2863,150,"buffer"
"HH_size_n >  4.500 & months_since_cert_n >  5.500 & rawben_rel_max <=  0.976 & total_deductions_by_hh_size > 93.500","4+","national",1161,0.317,0.2861,151,"buffer"
"children_i <=   0.5 & homeless <=   0.5 & total_deductions_by_hh_size > 447.0 & utilities <= 470.0","2-3","national",234,0.3547,0.286,152,"buffer"
"cat_elig > 0.500 & HH_size_n > 5.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.976","4+","national",734,0.3243,0.2855,153,"buffer"
"cat_elig >   0.5 & shelter_expenses_by_hh_size > 278.0 & total_deductions_by_hh_size > 440.0 & utilities <= 436.0","2-3","national",610,0.3279,0.2853,154,"buffer"
"HH_size_n >   4.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 198.000","4+","national",919,0.3199,0.2853,155,"buffer"
"months_since_cert_n >=   6.000 & rawben_rel_max >=   0.610 & unc_rawben_rel_max <   0.955 & utilities >= 412.000","4+","national",1095,0.3169,0.2852,156,"buffer"
"cat_elig >   0.5 & HH_size_n >   4.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 227.0","4+","national",781,0.3227,0.2851,157,"buffer"
"HH_size_n >=   6 & months_since_cert_n >=  12 & utilities < 475","4+","national",68,0.4118,0.2845,158,"buffer"
"cat_elig >   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 260.000 & unc_rawben_rel_max <=   0.973","4+","national",1311,0.3135,0.2845,159,"buffer"
"months_since_cert_n >=   4 & shelter_expenses_by_hh_size >= 476 & total_deductions_by_hh_size >= 150 & total_deductions_by_hh_size < 264","4+","national",173,0.3642,0.2844,160,"buffer"
"percent_abawd <   0.273 & shelter_expenses_by_hh_size < 436.000 & total_deductions_by_hh_size >= 264.000 & utilities >= 388.000","4+","national",537,0.3296,0.2843,161,"buffer"
"total_deductions_by_hh_size >= 504 & utilities < 493","2-3","national",575,0.327,0.2833,162,"buffer"
"rawben_rel_max <=    0.991 & shelter_expenses_by_hh_size > 1960.000 & utilities >   14.500 & utilities <=  680.000","1","national",104,0.3846,0.282,163,"buffer"
"HH_size_n >   2.50 & months_since_cert_n <=   5.50 & rawben_rel_max <=   0.95 & total_deductions_by_hh_size > 436.00","2-3","national",209,0.3541,0.2817,164,"buffer"
"cat_elig >=   1.000 & medical_deductions >= 222.000 & rawben_rel_max >=   0.304 & unc_rawben_rel_max <   1.030","1","national",389,0.3342,0.2812,165,"buffer"
"months_since_cert_n >=  12.00 & percent_abawd <   0.50 & shelter_expenses_by_hh_size >= 522.00 & unc_rawben_rel_max >=   1.19","2-3","national",63,0.4127,0.281,166,"buffer"
"months_since_cert_n >   3.500 & months_since_cert_n <=  30.500 & rawben_rel_max <=   0.977 & total_deductions_by_hh_size > 233.000","4+","national",1029,0.3129,0.2804,167,"buffer"
"homeless >=   1 & shelter_expenses_by_hh_size >= 602 & utilities < 651","1","national",129,0.3721,0.2801,168,"buffer"
"count_divisible_by_100 <= 0.500 & rawben_rel_max > 0.994 & unc_rawben_rel_max <= 0.997","2-3","national",160,0.3625,0.2799,169,"buffer"
"rawben_rel_max <   0.691 & total_deductions_by_hh_size >= 417.000 & utilities < 494.000","2-3","national",556,0.3237,0.2795,170,"buffer"
"HH_size_n >   4.500 & rawben_rel_max >   0.861 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 255.000","4+","national",230,0.3478,0.279,171,"buffer"
"total_deductions_by_hh_size > 646 & utilities <=   5","1","national",406,0.33,0.2783,172,"buffer"
"HH_size_n >   5.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size >  11.9 & utilities <= 622.0","4+","national",670,0.3179,0.2777,173,"buffer"
"HH_size_n >=   5.000 & rawben_rel_max >=   0.731 & rawben_rel_max <   0.972 & shelter_expenses_by_hh_size >= 125.000","4+","national",1249,0.3066,0.2772,174,"buffer"
"months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 183.000 & unc_rawben_rel_max >   0.767 & utilities <= 472.000","4+","state",30,0.4667,0.2767,175,"buffer"
"shelter_expenses_by_hh_size >= 1620.000 & total_deductions_by_hh_size >=    5.000 & unc_rawben_rel_max <   -0.484","1","national",41,0.439,0.2765,176,"buffer"
"months_since_cert_n >   5.500 & rawben_rel_max >   0.341 & shelter_expenses_by_hh_size > 163.000 & unc_rawben_rel_max <=   0.998","4+","national",2113,0.2991,0.2765,177,"buffer"
"months_since_cert_n >   5.500 & percent_abawd >   0.167 & shelter_expenses_by_hh_size > 632.000 & unc_rawben_rel_max <=   0.997","2-3","national",103,0.3786,0.2762,178,"buffer"
"rawben_rel_max <   0.969 & shelter_expenses_by_hh_size >= 157.000 & shelter_expenses_by_hh_size < 476.000 & total_deductions_by_hh_size >= 248.000","4+","national",1044,0.3084,0.2762,179,"buffer"
"total_deductions_by_hh_size >= 192.000 & unc_rawben_rel_max >=   0.353 & unc_rawben_rel_max <   0.402","4+","national",156,0.359,0.2758,180,"buffer"
"children_i <=  0.500 & expedited_i >  0.500 & months_since_cert_n <= 21.000 & unc_rawben_rel_max <=  0.702","2-3","national",91,0.3846,0.2757,181,"buffer"
"months_since_cert_n >=   6 & shelter_expenses_by_hh_size >= 444 & utilities < 364","2-3","national",334,0.3323,0.2755,182,"buffer"
"HH_size_n >   4.5 & months_since_cert_n >   1.5 & total_deductions_by_hh_size > 182.0","4+","national",1096,0.3066,0.2752,183,"buffer"
"shelter_expenses_by_hh_size < 263.000 & total_deductions_by_hh_size >= 192.000 & unc_rawben_rel_max <   0.626","4+","national",141,0.3617,0.2743,184,"buffer"
"cat_elig >   0.500 & HH_size_n >   4.500 & shelter_expenses_by_hh_size > 257.000 & unc_rawben_rel_max <=   0.977","4+","national",1713,0.2989,0.2738,185,"buffer"
"months_since_cert_n >=   7.0 & unc_rawben_rel_max >=   1.6 & utilities < 493.0","1","national",670,0.3134,0.2734,186,"buffer"
"rawben_rel_max <   0.874 & total_deductions_by_hh_size >=  13.200 & total_deductions_by_hh_size <  21.600 & utilities < 503.000","4+","national",104,0.375,0.2733,187,"buffer"
"elderly_disabled_i >=   1.000 & HH_size_n <   7.000 & rawben_rel_max <   0.874 & total_deductions_by_hh_size >= 112.000","4+","national",640,0.3141,0.2731,188,"buffer"
"elderly_disabled_i >   0.500 & shelter_expenses_by_hh_size > 296.000 & total_deductions_by_hh_size > 434.000 & unc_rawben_rel_max <=   0.996","2-3","national",743,0.3109,0.2729,189,"buffer"
"HH_size_n >   2.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 333.000 & unc_rawben_rel_max >   0.637","2-3","national",411,0.3236,0.2725,190,"buffer"
"total_deductions_by_hh_size > 447 & utilities <= 470","2-3","national",828,0.308,0.272,191,"buffer"
"cat_elig <    2 & medical_deductions >=  365 & months_since_cert_n <   11 & utilities < 1020","2-3","national",74,0.3919,0.2716,192,"buffer"
"months_since_cert_n <   4.000 & rawben_rel_max >=   0.866 & rawben_rel_max <   0.882 & shelter_expenses_by_hh_size >= 136.000","4+","national",74,0.3919,0.2716,193,"buffer"
"months_since_cert_n >=   2.00 & total_deductions_by_hh_size >= 232.00 & unc_rawben_rel_max <   1.01","4+","national",1552,0.2977,0.2714,194,"buffer"
"cat_elig >   0.500 & HH_size_n >   4.500 & shelter_expenses_by_hh_size > 246.000 & unc_rawben_rel_max <=   0.976","4+","national",1845,0.2954,0.2713,195,"buffer"
"cat_elig >=   1.000 & rawben_rel_max <   0.963 & shelter_expenses_by_hh_size >= 381.000 & shelter_expenses_by_hh_size < 457.000","4+","national",821,0.3057,0.2697,196,"buffer"
"expedited_i <=   0.5 & total_deductions_by_hh_size > 507.0 & utilities <=  14.5","1","national",615,0.3106,0.269,197,"buffer"
"expedited_i > 0.500 & months_since_cert_n <= 1.500 & rawben_rel_max <= 0.904","2-3","national",147,0.3537,0.2687,198,"buffer"
"medical_deductions <= 738.000 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.977 & shelter_expenses_by_hh_size > 297.000","4+","national",1440,0.2958,0.2687,199,"buffer"
"count_divisible_by_100 > 0.5000 & HH_size_n > 5.5000 & total_deductions_by_hh_size > 0.0111 & unc_rawben_rel_max <= 0.9050","4+","national",199,0.3417,0.2686,200,"buffer"
"cat_elig >   0.500 & months_since_cert_n >   3.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 256.000","4+","national",2343,0.2894,0.2681,201,"buffer"
"cat_elig >  0.500 & HH_size_n >  5.500 & total_deductions_by_hh_size > 12.800 & unc_rawben_rel_max <=  0.957","4+","national",2024,0.2905,0.2676,202,"buffer"
"months_since_cert_n >= 5.000 & rawben_rel_max >= 0.604 & rawben_rel_max < 0.619","4+","national",100,0.37,0.2671,203,"buffer"
"months_since_cert_n >=   2.000 & rawben_rel_max <   0.917 & total_deductions_by_hh_size >= 212.000 & unc_rawben_rel_max >=   0.494","4+","national",1252,0.2955,0.2665,204,"buffer"
"cat_elig >=   1.000 & rawben_rel_max >=   0.258 & rawben_rel_max <   0.972 & total_deductions_by_hh_size >= 232.000","4+","national",1660,0.2916,0.2663,205,"buffer"
"months_since_cert_n >=   5.00 & unc_rawben_rel_max >=   1.67 & utilities < 469.00","1","national",713,0.3043,0.2659,206,"buffer"
"count_divisible_by_100 >=   1.00 & shelter_expenses_by_hh_size >= 377.00 & unc_rawben_rel_max >=   1.32","2-3","national",91,0.3736,0.2659,207,"buffer"
"count_divisible_by_100 <=   0.500 & shelter_expenses_by_hh_size > 260.000 & shelter_expenses_by_hh_size <= 270.000 & unc_rawben_rel_max <=   0.998","4+","national",290,0.3241,0.2639,208,"buffer"
"total_deductions_by_hh_size >= 456.000 & unc_rawben_rel_max <   0.998 & utilities < 860.000","2-3","national",1510,0.2901,0.2637,209,"buffer"
"HH_size_n >   4.5 & HH_size_n <=   8.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 160.0","4+","national",1333,0.2918,0.2637,210,"buffer"
"percent_abawd >=    0.500 & rawben_rel_max >=    0.625 & rawben_rel_max <    0.701 & utilities < 1010.000","2-3","national",95,0.3684,0.2633,211,"buffer"
"total_deductions_by_hh_size >=  28.4 & total_deductions_by_hh_size <  61.8 & unc_rawben_rel_max <   1.0 & utilities < 274.0","4+","national",312,0.3205,0.2626,212,"buffer"
"children_i <=   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 339.000 & utilities <= 856.000","2-3","national",1063,0.2935,0.2621,213,"buffer"
"months_since_cert_n >=   6.00 & rawben_rel_max >=   0.89 & total_deductions_by_hh_size >= 301.00 & utilities < 361.00","1","national",766,0.299,0.262,214,"buffer"
"cat_elig >   0.5 & HH_size_n >   4.5 & HH_size_n <=   8.5 & total_deductions_by_hh_size > 149.0","4+","national",2052,0.2841,0.2615,215,"buffer"
"HH_size_n > 4.500 & months_since_cert_n > 4.500 & unc_rawben_rel_max <= 0.977","4+","national",2419,0.2819,0.2612,216,"buffer"
"cat_elig >   0.500 & rawben_rel_max >   0.463 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 196.000","4+","national",4105,0.2765,0.2606,217,"buffer"
"medical_deductions <  131 & shelter_expenses_by_hh_size >= 1520 & total_deductions_by_hh_size >= 1110 & unc_rawben_rel_max <    1","1","national",318,0.3176,0.2604,218,"buffer"
"shelter_expenses_by_hh_size > 610.000 & unc_rawben_rel_max <=   0.996 & utilities <= 470.000","2-3","national",886,0.2946,0.2603,219,"buffer"
"HH_size_n >=  5.000 & months_since_cert_n >=  2.000 & rawben_rel_max <  0.951 & total_deductions_by_hh_size >= 41.200","4+","national",3721,0.2747,0.258,220,"buffer"
"elderly_disabled_i <    1.000 & months_since_cert_n >=    4.000 & rawben_rel_max <    0.804 & shelter_expenses_by_hh_size < 1380.000","1","state",32,0.4375,0.2577,221,"buffer"
"shelter_expenses_by_hh_size > 156.00 & total_deductions_by_hh_size <= 125.00 & unc_rawben_rel_max >   0.43","4+","state",32,0.4375,0.2577,222,"buffer"
"months_since_cert_n <=   9.500 & rawben_rel_max >   0.794 & shelter_expenses_by_hh_size > 137.000 & total_deductions_by_hh_size <= 151.000","4+","state",32,0.4375,0.2577,223,"buffer"
"children_i >   0.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 155.000","4+","national",3376,0.2749,0.2574,224,"buffer"
"expedited_i <=   0.5 & shelter_expenses_by_hh_size > 958.0 & utilities <= 847.0","2-3","national",357,0.3109,0.2571,225,"buffer"
"cat_elig <   2 & shelter_expenses_by_hh_size >= 531 & shelter_expenses_by_hh_size < 776 & utilities < 281","2-3","national",140,0.3429,0.257,226,"buffer"
"elderly_disabled_i < 1.000 & months_since_cert_n >= 4.000 & rawben_rel_max < 0.804","1","state",35,0.4286,0.2568,227,"buffer"
"medical_deductions >= 201 & shelter_expenses_by_hh_size >= 454 & utilities < 494","2-3","national",91,0.3626,0.2562,228,"buffer"
"shelter_expenses_by_hh_size >= 768.000 & total_deductions_by_hh_size >=   2.500 & unc_rawben_rel_max <   0.998 & utilities < 819.000","2-3","national",959,0.2888,0.2561,229,"buffer"
"cat_elig > 0.500 & rawben_rel_max > 0.567 & rawben_rel_max <= 0.977 & total_deductions_by_hh_size > 0.575","4+","national",5068,0.2703,0.2561,230,"buffer"
"cat_elig >  0.500 & rawben_rel_max <=  0.949 & shelter_expenses_by_hh_size > 59.800 & unc_rawben_rel_max >  0.605","4+","national",4114,0.2715,0.2557,231,"buffer"
"HH_size_n >= 3.000 & rawben_rel_max >= 0.695 & unc_rawben_rel_max < 0.706","2-3","national",131,0.3435,0.2549,232,"buffer"
"cat_elig >   0.500 & rawben_rel_max <=   0.998 & unc_rawben_rel_max >   0.511 & utilities > 378.000","4+","national",4406,0.2694,0.2541,233,"buffer"
"elderly_disabled_i >    0.500 & shelter_expenses_by_hh_size > 1830.000 & unc_rawben_rel_max <=    0.995","1","national",301,0.3123,0.2539,234,"buffer"
"elderly_disabled_i >   0.500 & rawben_rel_max <=   0.982 & total_deductions_by_hh_size > 110.000","4+","national",856,0.2886,0.2539,235,"buffer"
"expedited_i <   1.00 & HH_size_n <   3.00 & shelter_expenses_by_hh_size >= 500.00 & unc_rawben_rel_max >=   1.49","2-3","national",252,0.3175,0.2537,236,"buffer"
"HH_size_n >=  5.000 & months_since_cert_n >=  9.000 & rawben_rel_max >=  0.661 & shelter_expenses_by_hh_size >= 88.500","4+","national",499,0.2986,0.2533,237,"buffer"
"HH_size_n >=   3 & months_since_cert_n >=   5 & total_deductions_by_hh_size >= 346","2-3","national",449,0.3007,0.253,238,"buffer"
"months_since_cert_n >=   6.000 & rawben_rel_max >=   0.452 & unc_rawben_rel_max <   1.070 & utilities >= 284.000","4+","national",2536,0.2725,0.2524,239,"buffer"
"children_i <= 0.500 & count_divisible_by_100 > 0.500 & months_since_cert_n > 2.500 & rawben_rel_max <= 0.846","2-3","national",146,0.3356,0.252,240,"buffer"
"cat_elig >   0.500 & elderly_disabled_i >   0.500 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 361.000","2-3","national",1143,0.2817,0.2519,241,"buffer"
"homeless <   1 & shelter_expenses_by_hh_size >= 909 & total_deductions_by_hh_size >= 457 & utilities <  74","1","national",491,0.2974,0.2518,242,"buffer"
"shelter_expenses_by_hh_size >= 322.00 & shelter_expenses_by_hh_size < 717.00 & unc_rawben_rel_max >=   1.49 & utilities < 783.00","2-3","national",340,0.3059,0.2512,243,"buffer"
"HH_size_n >=   3.000 & shelter_expenses_by_hh_size >= 634.000 & unc_rawben_rel_max <   0.865 & utilities < 783.000","2-3","national",269,0.3123,0.2508,244,"buffer"
"HH_size_n >  5.5 & married <=  0.5 & months_since_cert_n >  4.5 & utilities > 30.5","4+","national",581,0.2926,0.2508,245,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.628 & total_deductions_by_hh_size >= 141.000 & utilities < 144.000","1","national",1213,0.2795,0.2505,246,"buffer"
"percent_abawd >=   0.667 & shelter_expenses_by_hh_size < 297.000 & total_deductions_by_hh_size < 148.000 & unc_rawben_rel_max <   0.925","2-3","national",48,0.3958,0.2504,247,"buffer"
"cat_elig >   0.500 & homeless <=   0.500 & total_deductions_by_hh_size > 149.000 & unc_rawben_rel_max <=   0.976","4+","national",4517,0.2654,0.2504,248,"buffer"
"months_since_cert_n >=   5.000 & percent_abawd >=   0.333 & shelter_expenses_by_hh_size >= 605.000","2-3","national",220,0.3182,0.2503,249,"buffer"
"months_since_cert_n >=   6.00 & unc_rawben_rel_max >=   1.69 & utilities < 646.00","1","national",940,0.283,0.2501,250,"buffer"
"count_divisible_by_100 >  0.5 & months_since_cert_n >  5.5 & utilities > 30.5","4+","national",371,0.3019,0.2496,251,"buffer"
"shelter_expenses_by_hh_size >= 819.0 & shelter_expenses_by_hh_size < 880.0 & total_deductions_by_hh_size >= 360.0 & unc_rawben_rel_max <   1.1","1","state",33,0.4242,0.2491,252,"buffer"
"shelter_expenses_by_hh_size <=  878.00 & total_deductions_by_hh_size >  512.00 & total_deductions_by_hh_size <= 1050.00 & unc_rawben_rel_max <=    0.99","1","state",33,0.4242,0.2491,253,"buffer"
"medical_deductions >= 176.000 & months_since_cert_n <  35.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.625","1","national",445,0.2966,0.249,254,"buffer"
"married >  0.500 & rawben_rel_max <=  0.157 & unc_rawben_rel_max <= -0.971","2-3","national",36,0.4167,0.249,255,"buffer"
"married >= 1.00 & months_since_cert_n < 1.00 & unc_rawben_rel_max >= 1.17","4+","national",36,0.4167,0.249,256,"buffer"
"rawben_rel_max >= 0.541 & unc_rawben_rel_max < 0.548","2-3","national",148,0.3311,0.2485,257,"buffer"
"cat_elig >   0.500 & expedited_i >   0.500 & shelter_expenses_by_hh_size > 249.000 & unc_rawben_rel_max <=   0.908","2-3","national",446,0.296,0.2484,258,"buffer"
"rawben_rel_max <   0.887 & total_deductions_by_hh_size >= 369.000 & unc_rawben_rel_max <   1.470 & utilities < 580.000","2-3","national",1553,0.2737,0.2482,259,"buffer"
"months_since_cert_n >=   4.000 & rawben_rel_max >=   0.263 & shelter_expenses_by_hh_size >= 321.000 & shelter_expenses_by_hh_size < 636.000","4+","national",1627,0.2729,0.248,260,"buffer"
"elderly_disabled_i <= 0.500 & months_since_cert_n > 5.500 & percent_abawd > 0.125 & unc_rawben_rel_max <= 0.884","2-3","national",272,0.3088,0.2479,261,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 236.000 & unc_rawben_rel_max <=   0.996 & utilities <= 346.000","2-3","national",896,0.2812,0.2477,262,"buffer"
"HH_size_n >   2.500 & percent_abawd >   0.125 & rawben_rel_max <=   0.768 & utilities > 358.000","2-3","national",283,0.3074,0.2477,263,"buffer"
"shelter_expenses_by_hh_size >= 907 & utilities >= 456 & utilities < 488","2-3","national",58,0.3793,0.2475,264,"buffer"
"rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 629.000 & unc_rawben_rel_max >   0.129 & utilities <= 856.000","2-3","national",2144,0.2691,0.2474,265,"buffer"
"rawben_rel_max >=   0.695 & shelter_expenses_by_hh_size >= 138.000 & unc_rawben_rel_max <   0.701","2-3","national",111,0.3423,0.2471,266,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.765 & shelter_expenses_by_hh_size < 793.000 & total_deductions_by_hh_size >= 565.000","1","national",556,0.2896,0.247,267,"buffer"
"months_since_cert_n >=   8.000 & rawben_rel_max >=   0.469 & shelter_expenses_by_hh_size >= 156.000","4+","national",1582,0.2718,0.2466,268,"buffer"
