"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"months_since_cert_n >=   3.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344 & utilities >= 284.00000","1","national","xgboost","any_error",80,0.4625,0.3394,1,1,50,"core"
"rawben_rel_max <    1 & total_deductions_by_hh_size >= 1330 & utilities <  703","1","national","xgboost","any_error",118,0.4407,0.3393,4,2,51,"core"
"HH_size_n >   2.500 & percent_abawd <=   0.125 & shelter_expenses_by_hh_size > 341.000 & unc_rawben_rel_max >   1.400","2-3","national","ranger","any_error",58,0.4828,0.3383,1,1,52,"core"
"HH_size_n >= 5.000 & rawben_rel_max >= 0.871 & rawben_rel_max < 0.882","4+","national","xgboost","any_error",91,0.4505,0.3354,1,1,53,"core"
"married >=   1 & total_deductions_by_hh_size >= 546 & utilities < 534","2-3","national","xgboost","any_error",135,0.4296,0.3351,8,1,54,"core"
"HH_size_n >   5.5 & HH_size_n <=   6.5 & months_since_cert_n >   1.5 & total_deductions_by_hh_size > 205.0","4+","national","ranger","any_error",154,0.4221,0.3337,3,2,55,"core"
"rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & unc_rawben_rel_max <   1.870 & utilities < 645.000","1","national","xgboost","any_error",513,0.3821,0.3336,14,2,56,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max <   0.595 & shelter_expenses_by_hh_size >= 425.000 & utilities < 600.000","4+","national","xgboost","any_error",42,0.5,0.3311,2,1,57,"core"
"months_since_cert_n >   5.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 182.000 & utilities <= 278.000","4+","national","ranger","any_error",82,0.4512,0.3304,2,2,58,"core"
"rawben_rel_max <   0.787 & shelter_expenses_by_hh_size < 590.000 & total_deductions_by_hh_size >= 518.000","2-3","national","xgboost","any_error",124,0.4274,0.3293,3,2,59,"core"
"months_since_cert_n >   3.50 & unc_rawben_rel_max >   1.97 & utilities <= 622.00","1","national","ranger","any_error",324,0.3889,0.3282,9,4,60,"core"
"rawben_rel_max >=   0.313 & shelter_expenses_by_hh_size >= 425.000 & total_deductions_by_hh_size >= 244.000 & total_deductions_by_hh_size < 261.000","4+","national","xgboost","any_error",114,0.4298,0.3276,2,2,61,"core"
"children_i > 0.5 & count_divisible_by_100 <= 1.5 & elderly_disabled_i > 0.5","1","national","ranger","any_error",40,0.5,0.3274,1,1,62,"core"
"months_since_cert_n >=   7 & total_deductions_by_hh_size >= 315 & utilities < 553","4+","national","xgboost","any_error",65,0.4615,0.3263,3,1,63,"core"
"HH_size_n >=   5 & shelter_expenses_by_hh_size >= 163 & shelter_expenses_by_hh_size < 310 & total_deductions_by_hh_size >= 200","4+","national","xgboost","any_error",262,0.3931,0.3258,1,1,64,"core"
"count_divisible_by_100 >   1.5 & months_since_cert_n >   5.5 & months_since_cert_n <=  22.0 & utilities <= 760.0","4+","national","ranger","any_error",50,0.48,0.3258,3,1,65,"core"
"months_since_cert_n >=   7 & total_deductions_by_hh_size >= 231 & total_deductions_by_hh_size < 264 & utilities < 479","4+","national","xgboost","any_error",73,0.4521,0.3246,1,1,66,"core"
"percent_abawd <   0.0769 & rawben_rel_max <   0.9140 & shelter_expenses_by_hh_size < 476.0000 & total_deductions_by_hh_size >= 305.0000","4+","national","xgboost","any_error",307,0.3844,0.3223,3,1,67,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.983 & unc_rawben_rel_max <   0.993 & utilities < 800.000","1","national","xgboost","any_error",647,0.3632,0.3205,13,1,68,"core"
"shelter_expenses_by_hh_size >= 1330.00 & shelter_expenses_by_hh_size < 1770.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",114,0.4211,0.3195,3,1,69,"core"
"rawben_rel_max >=   0.988 & total_deductions_by_hh_size >= 489.000 & unc_rawben_rel_max <   1.000 & utilities < 819.000","1","national","xgboost","any_error",632,0.3623,0.3192,11,1,70,"core"
"shelter_expenses_by_hh_size >= 352.00 & unc_rawben_rel_max >=   1.51","2-3","national","xgboost","any_error",270,0.3852,0.3192,6,1,71,"core"
"elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.79 & utilities <= 600.00","1","national","ranger","any_error",577,0.364,0.3188,16,2,72,"core"
"cat_elig <   2 & HH_size_n >=   3 & months_since_cert_n >=   4 & total_deductions_by_hh_size >= 452","2-3","national","xgboost","any_error",117,0.4188,0.3186,4,2,73,"core"
"HH_size_n <   3.000 & rawben_rel_max <   0.619 & total_deductions_by_hh_size >= 518.000 & utilities < 580.000","2-3","national","xgboost","any_error",254,0.3858,0.3179,9,4,74,"core"
"expedited_i <   1 & months_since_cert_n >=   8 & utilities >= 353 & utilities < 364","2-3","national","xgboost","any_error",85,0.4353,0.3178,1,1,75,"core"
"months_since_cert_n >=  11.000 & shelter_expenses_by_hh_size >= 263.000 & total_deductions_by_hh_size >= 176.000 & unc_rawben_rel_max <   0.997","4+","national","xgboost","any_error",190,0.3947,0.3163,9,3,76,"core"
"shelter_expenses_by_hh_size >= 470 & total_deductions_by_hh_size >= 242 & total_deductions_by_hh_size < 256","4+","national","xgboost","any_error",67,0.4478,0.3157,2,1,77,"core"
"elderly_disabled_i >    0.5 & months_since_cert_n <=    5.5 & shelter_expenses_by_hh_size > 1830.0 & unc_rawben_rel_max <=    1.0","1","national","ranger","any_error",99,0.4242,0.3156,2,2,78,"core"
"count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size > 107.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",171,0.3977,0.315,4,1,79,"core"
"HH_size_n >   4.500 & months_since_cert_n >   3.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 265.000","4+","national","ranger","any_error",157,0.4013,0.315,6,2,80,"core"
"months_since_cert_n >   6.50 & percent_abawd <=   0.45 & rawben_rel_max >   0.66 & total_deductions_by_hh_size > 229.00","4+","national","ranger","any_error",262,0.3817,0.3149,2,1,81,"core"
"months_since_cert_n >   6.500 & rawben_rel_max >   0.712 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 258.000","4+","national","ranger","any_error",463,0.365,0.3148,13,7,82,"core"
"medical_deductions <=  115.000 & rawben_rel_max <=    0.087 & shelter_expenses_by_hh_size > 2030.000 & utilities >   30.500","1","national","ranger","any_error",34,0.5,0.3147,2,1,83,"core"
"months_since_cert_n >   8.500 & rawben_rel_max >   0.507 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 228.000","4+","national","ranger","any_error",563,0.3588,0.3133,15,4,84,"core"
"HH_size_n >   4.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size > 218.000 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",226,0.385,0.3132,8,2,85,"core"
"expedited_i > 0.500 & months_since_cert_n > 8.500 & rawben_rel_max > 0.597 & unc_rawben_rel_max <= 0.968","4+","national","ranger","any_error",65,0.4462,0.3124,2,1,86,"core"
"months_since_cert_n >   5.50 & months_since_cert_n <=  15.50 & unc_rawben_rel_max >   1.79 & utilities <= 460.00","1","national","ranger","any_error",317,0.3722,0.3117,13,3,87,"core"
"rawben_rel_max >=   0.994 & shelter_expenses_by_hh_size >= 300.000 & unc_rawben_rel_max <   1.000","2-3","national","xgboost","any_error",117,0.4103,0.3107,4,1,88,"core"
"married >   0.500 & months_since_cert_n >   4.500 & rawben_rel_max >   0.289 & total_deductions_by_hh_size > 316.000","4+","national","ranger","any_error",76,0.4342,0.3107,2,1,89,"core"
"rawben_rel_max <   0.482 & total_deductions_by_hh_size >= 504.000 & utilities < 493.000","2-3","national","xgboost","any_error",165,0.3939,0.3102,13,1,90,"core"
"total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max <=   0.78 & utilities <= 578.00","2-3","national","ranger","any_error",623,0.3531,0.31,25,4,91,"core"
"months_since_cert_n >=   9 & shelter_expenses_by_hh_size >= 907 & utilities < 571","2-3","national","xgboost","any_error",50,0.46,0.3081,3,1,92,"core"
"percent_abawd > 0.125 & rawben_rel_max <= 0.700 & unc_rawben_rel_max > 0.675","2-3","national","ranger","any_error",50,0.46,0.3081,1,1,93,"core"
"months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.63 & utilities < 462.00","1","national","xgboost","any_error",512,0.3555,0.308,16,7,94,"core"
"married >=   1.00 & months_since_cert_n <   8.00 & shelter_expenses_by_hh_size >= 970.00 & unc_rawben_rel_max <   1.06","2-3","national","xgboost","any_error",93,0.4194,0.308,4,1,95,"core"
"HH_size_n > 4.500 & months_since_cert_n > 8.500 & rawben_rel_max <= 0.976 & unc_rawben_rel_max > 0.678","4+","national","ranger","any_error",392,0.3622,0.308,8,4,96,"core"
"HH_size_n >=   5 & married <   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 236","4+","national","xgboost","any_error",193,0.3834,0.3062,5,3,97,"core"
"months_since_cert_n >=  6.000 & rawben_rel_max >=  0.785 & rawben_rel_max <  0.963 & total_deductions_by_hh_size >= 80.300","4+","national","xgboost","any_error",628,0.3487,0.306,13,5,98,"core"
"elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 502.000 & unc_rawben_rel_max <=   0.997 & utilities >  30.500","2-3","national","ranger","any_error",462,0.355,0.3051,8,1,99,"core"
"medical_deductions >= 145.000 & rawben_rel_max >=   0.142 & total_deductions_by_hh_size >= 256.000","2-3","national","xgboost","any_error",330,0.3636,0.3047,3,1,100,"core"
"rawben_rel_max >=   0.837 & shelter_expenses_by_hh_size >= 309.000 & total_deductions_by_hh_size < 203.000 & unc_rawben_rel_max <   0.935","4+","national","xgboost","any_error",148,0.3919,0.3039,6,3,101,"core"
"shelter_expenses_by_hh_size > 158.000 & unc_rawben_rel_max >   0.996 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",48,0.4583,0.3039,2,1,102,"core"
"HH_size_n >   4.500 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 212.000 & unc_rawben_rel_max <=   0.977","4+","national","ranger","any_error",319,0.3636,0.3037,12,1,103,"core"
"HH_size_n > 5.500 & months_since_cert_n > 5.500 & rawben_rel_max > 0.558 & unc_rawben_rel_max <= 0.961","4+","national","ranger","any_error",498,0.3514,0.3035,10,5,104,"core"
"months_since_cert_n >=   6.00 & total_deductions_by_hh_size >= 409.00 & unc_rawben_rel_max >=   1.67 & utilities < 462.00","1","national","xgboost","any_error",524,0.3492,0.3026,23,1,105,"core"
"expedited_i >   0.500 & total_deductions_by_hh_size >   9.060 & total_deductions_by_hh_size <= 111.000 & unc_rawben_rel_max <=   0.948","4+","national","ranger","any_error",140,0.3929,0.3026,4,2,106,"core"
"HH_size_n >   4.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 260.000 & unc_rawben_rel_max <=   0.987","4+","national","ranger","any_error",537,0.3482,0.3021,17,1,107,"core"
"children_i <=   0.5 & total_deductions_by_hh_size > 471.0 & utilities <= 490.0","2-3","national","ranger","any_error",240,0.3708,0.3019,20,3,108,"core"
"married <=   0.500 & months_since_cert_n >  10.500 & total_deductions_by_hh_size > 179.000 & unc_rawben_rel_max <=   0.988","4+","national","ranger","any_error",126,0.3968,0.3017,4,1,109,"core"
"rawben_rel_max >   0.151 & total_deductions_by_hh_size > 468.000 & unc_rawben_rel_max <=   0.997 & utilities <= 560.000","2-3","national","ranger","any_error",690,0.342,0.3014,29,1,110,"core"
"count_divisible_by_100 <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 425.0 & utilities <=   5.0","1","national","ranger","any_error",434,0.3525,0.3013,6,1,111,"core"
"rawben_rel_max <=   0.997 & shelter_expenses_by_hh_size > 837.000 & utilities <= 598.000","2-3","national","ranger","any_error",376,0.3564,0.3013,14,1,112,"core"
"elderly_disabled_i <=  0.500 & expedited_i >  0.500 & rawben_rel_max <=  0.535 & utilities > 18.500","1","national","ranger","any_error",112,0.4018,0.301,2,1,113,"core"
"rawben_rel_max <   0.866 & shelter_expenses_by_hh_size < 482.000 & total_deductions_by_hh_size >= 286.000","4+","national","xgboost","any_error",444,0.3514,0.3007,6,2,114,"core"
"children_i <= 0.500 & elderly_disabled_i <= 0.500 & expedited_i > 0.500 & unc_rawben_rel_max <= 0.997","2-3","national","ranger","any_error",73,0.4247,0.2999,2,2,115,"core"
"months_since_cert_n >=   9 & shelter_expenses_by_hh_size >= 744 & utilities < 488","2-3","national","xgboost","any_error",101,0.4059,0.2999,9,3,116,"core"
"rawben_rel_max >=   0.346 & rawben_rel_max <   0.444 & shelter_expenses_by_hh_size >= 401.000 & total_deductions_by_hh_size < 286.000","4+","national","xgboost","any_error",73,0.4247,0.2999,2,2,117,"core"
"married <   1.00 & total_deductions_by_hh_size >= 339.00 & unc_rawben_rel_max >=   1.42","2-3","national","xgboost","any_error",191,0.377,0.2998,2,1,118,"core"
"rawben_rel_max >=    0.962 & rawben_rel_max <    0.992 & shelter_expenses_by_hh_size >= 1360.000","1","national","xgboost","any_error",206,0.3738,0.2996,4,2,119,"core"
"months_since_cert_n >=  8.000 & total_deductions_by_hh_size >= 30.000 & unc_rawben_rel_max >=  0.766 & unc_rawben_rel_max <  0.887","4+","national","xgboost","any_error",406,0.3522,0.2993,10,1,120,"core"
"months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.81 & utilities <= 606.00","1","national","ranger","any_error",645,0.3411,0.2991,25,9,121,"core"
"months_since_cert_n >   8.500 & rawben_rel_max >   0.569 & rawben_rel_max <=   0.998 & utilities > 387.000","4+","national","ranger","any_error",799,0.3354,0.2978,25,3,122,"core"
"cat_elig >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 868.000 & utilities <= 276.000","1","national","ranger","any_error",532,0.3421,0.2961,1,1,123,"core"
"medical_deductions >=   5 & medical_deductions <  11 & utilities >= 403","1","national","xgboost","any_error",88,0.4091,0.2959,2,1,124,"core"
"months_since_cert_n >=  9.000 & rawben_rel_max <  0.939 & total_deductions_by_hh_size >= 38.000 & unc_rawben_rel_max >=  0.455","4+","national","xgboost","any_error",1018,0.3291,0.2958,22,1,125,"core"
"count_divisible_by_100 >   0.5 & months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 297.0 & utilities >  30.5","4+","national","ranger","any_error",114,0.3947,0.2954,4,1,126,"core"
"married > 0.500 & months_since_cert_n > 7.500 & unc_rawben_rel_max > 0.607 & unc_rawben_rel_max <= 0.993","4+","national","ranger","any_error",443,0.3454,0.295,11,2,127,"buffer"
"elderly_disabled_i >=   1 & shelter_expenses_by_hh_size >= 808 & total_deductions_by_hh_size < 713 & utilities < 505","2-3","national","xgboost","any_error",123,0.3902,0.2946,11,1,128,"buffer"
"HH_size_n >   4.500 & rawben_rel_max <=   0.961 & shelter_expenses_by_hh_size > 251.000 & unc_rawben_rel_max >   0.813","4+","national","ranger","any_error",307,0.355,0.2945,9,3,129,"buffer"
"cat_elig <=   1.5 & months_since_cert_n >   6.5 & shelter_expenses_by_hh_size > 187.0 & total_deductions_by_hh_size > 233.0","4+","national","ranger","any_error",338,0.3521,0.2944,11,1,130,"buffer"
"cat_elig <=   1.5 & expedited_i <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 219.0","4+","national","ranger","any_error",504,0.3413,0.2941,17,1,131,"buffer"
"cat_elig > 0.500 & expedited_i > 0.500 & percent_abawd > 0.750 & rawben_rel_max <= 0.808","1","national","ranger","any_error",100,0.4,0.294,2,1,132,"buffer"
"cat_elig >   0.500 & rawben_rel_max >   0.335 & shelter_expenses_by_hh_size > 828.000 & utilities <=  30.500","1","national","ranger","any_error",413,0.3438,0.2918,5,1,133,"buffer"
"elderly_disabled_i <= 0.500 & expedited_i > 0.500 & months_since_cert_n > 5.500 & unc_rawben_rel_max <= 0.939","4+","national","ranger","any_error",136,0.3824,0.2917,3,1,134,"buffer"
"cat_elig >   0.500 & children_i <=   0.500 & medical_deductions > 122.000 & unc_rawben_rel_max >   0.144","2-3","national","ranger","any_error",452,0.3407,0.291,6,1,135,"buffer"
"count_divisible_by_100 <   1.00 & elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 755.00 & unc_rawben_rel_max >=   1.51","1","national","xgboost","any_error",468,0.3397,0.2909,11,7,136,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 265.000 & unc_rawben_rel_max <=   0.972","4+","national","ranger","any_error",1074,0.3231,0.2909,32,4,137,"buffer"
"cat_elig >= 1.000 & HH_size_n >= 6.000 & rawben_rel_max >= 0.655 & rawben_rel_max < 0.949","4+","national","xgboost","any_error",903,0.3256,0.2904,18,8,138,"buffer"
"count_divisible_by_100 > 0.500 & HH_size_n > 5.500 & unc_rawben_rel_max > 0.417 & unc_rawben_rel_max <= 0.923","4+","national","ranger","any_error",167,0.3713,0.2896,5,1,139,"buffer"
"months_since_cert_n <=    5.500 & total_deductions_by_hh_size > 1270.000 & unc_rawben_rel_max <=    0.991","1","national","ranger","any_error",131,0.3817,0.2895,1,1,140,"buffer"
"months_since_cert_n > 11.50 & unc_rawben_rel_max >  1.36","2-3","national","ranger","any_error",87,0.4023,0.2892,3,2,141,"buffer"
"count_divisible_by_100 >=   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 310","4+","national","xgboost","any_error",53,0.434,0.2891,1,1,142,"buffer"
"HH_size_n <=   6.500 & months_since_cert_n >   6.500 & total_deductions_by_hh_size > 175.000 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",963,0.3229,0.289,21,2,143,"buffer"
"cat_elig >=   1.00 & medical_deductions >= 123.00 & rawben_rel_max >=   0.15 & utilities < 703.00","2-3","national","xgboost","any_error",462,0.3377,0.2886,7,1,144,"buffer"
"months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 629.0 & shelter_expenses_by_hh_size <= 667.0 & total_deductions_by_hh_size > 412.0","2-3","national","ranger","any_error",99,0.3939,0.2881,4,1,145,"buffer"
"married >=   1.000 & months_since_cert_n >=   7.000 & rawben_rel_max >=   0.685 & shelter_expenses_by_hh_size >= 436.000","4+","national","xgboost","any_error",56,0.4286,0.2878,3,2,146,"buffer"
"months_since_cert_n >  6.500 & rawben_rel_max <=  0.998 & total_deductions_by_hh_size > 12.300 & unc_rawben_rel_max >  0.550","4+","national","ranger","any_error",1731,0.3131,0.2878,35,4,147,"buffer"
