"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"shelter_expenses_by_hh_size > 181.000 & shelter_expenses_by_hh_size <= 447.000 & unc_rawben_rel_max <=   0.616","4+","state","ranger","any_error",95,0.4316,0.3202,95,4,145,"buffer"
"count_divisible_by_100 <=   0.500 & rawben_rel_max <=   0.984 & shelter_expenses_by_hh_size > 502.000 & unc_rawben_rel_max >   0.186","2-3","state","ranger","any_error",61,0.459,0.3201,61,6,146,"buffer"
"elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 489.00 & unc_rawben_rel_max >=   1.48 & utilities < 414.00","1","national","xgboost","any_error",133,0.4135,0.3195,7,1,147,"buffer"
"HH_size_n <=   6.5 & shelter_expenses_by_hh_size > 173.0 & total_deductions_by_hh_size > 154.0 & utilities > 436.0","4+","state","ranger","any_error",56,0.4643,0.3194,56,1,148,"buffer"
"expedited_i <=   0.500 & rawben_rel_max >   0.169 & shelter_expenses_by_hh_size > 626.000 & utilities <= 358.000","2-3","state","ranger","any_error",36,0.5,0.3193,36,1,149,"buffer"
"months_since_cert_n >   5.5 & shelter_expenses_by_hh_size > 352.0 & total_deductions_by_hh_size > 221.0 & total_deductions_by_hh_size <= 324.0","2-3","state","ranger","any_error",36,0.5,0.3193,36,9,150,"buffer"
"expedited_i <=   0.5 & married >   0.5 & months_since_cert_n >   0.5 & total_deductions_by_hh_size > 245.0","2-3","state","ranger","any_error",41,0.4878,0.3186,41,4,151,"buffer"
"elderly_disabled_i <= 0.500 & months_since_cert_n > 4.500 & unc_rawben_rel_max <= 0.951","4+","state","ranger","any_error",117,0.4188,0.3186,117,1,152,"buffer"
"months_since_cert_n >  5.50 & unc_rawben_rel_max <=  1.04 & utilities > 30.50 & utilities <= 44.50","4+","national","ranger","any_error",41,0.4878,0.3186,3,1,153,"buffer"
"married <   1 & months_since_cert_n >=   7 & total_deductions_by_hh_size >= 122","4+","state","xgboost","any_error",46,0.4783,0.3185,46,1,154,"buffer"
"months_since_cert_n >   6.5 & shelter_expenses_by_hh_size > 319.0 & total_deductions_by_hh_size > 244.0","2-3","state","ranger","any_error",59,0.4576,0.3168,59,4,155,"buffer"
"cat_elig <=   1.5 & elderly_disabled_i <=   0.5 & HH_size_n <=   5.5 & shelter_expenses_by_hh_size > 338.0","4+","state","ranger","any_error",59,0.4576,0.3168,59,2,156,"buffer"
"months_since_cert_n >   4.5000 & months_since_cert_n <=  13.0000 & percent_abawd <=   0.0833 & shelter_expenses_by_hh_size > 165.0000","4+","state","ranger","any_error",126,0.4127,0.3163,126,5,157,"buffer"
"medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.268 & total_deductions_by_hh_size < 735.000","1","national","xgboost","any_error",107,0.4206,0.316,5,3,158,"buffer"
"children_i >   0.500 & HH_size_n <=   4.500 & shelter_expenses_by_hh_size > 208.000 & unc_rawben_rel_max <=   0.714","4+","state","ranger","any_error",54,0.463,0.3158,54,1,159,"buffer"
"cat_elig <   2 & elderly_disabled_i <   1 & months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 208","4+","state","xgboost","any_error",67,0.4478,0.3157,67,1,160,"buffer"
"months_since_cert_n >   8.5 & total_deductions_by_hh_size > 270.0","2-3","state","ranger","any_error",34,0.5,0.3147,34,1,161,"buffer"
"HH_size_n <   5.00 & total_deductions_by_hh_size >= 219.00 & total_deductions_by_hh_size < 291.00 & unc_rawben_rel_max <   1.18","4+","state","xgboost","any_error",34,0.5,0.3147,34,1,162,"buffer"
"cat_elig <=   1.5 & HH_size_n <=   4.5 & total_deductions_by_hh_size > 154.0","4+","state","ranger","any_error",62,0.4516,0.3145,62,1,163,"buffer"
"HH_size_n <=   4.5 & shelter_expenses_by_hh_size > 188.0 & utilities > 436.0","4+","state","ranger","any_error",39,0.4872,0.3143,39,1,164,"buffer"
"married <  1.0 & months_since_cert_n >=  8.0 & total_deductions_by_hh_size >= 92.5","4+","state","xgboost","any_error",39,0.4872,0.3143,39,1,165,"buffer"
"medical_deductions <=   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 880.000 & utilities <=   5.000","1","national","ranger","any_error",277,0.3791,0.3142,4,1,166,"buffer"
"rawben_rel_max >=   0.241 & total_deductions_by_hh_size >= 630.000 & unc_rawben_rel_max <   1.050 & utilities < 345.000","1","national","xgboost","any_error",608,0.3569,0.3132,57,37,167,"buffer"
"rawben_rel_max >   0.190 & shelter_expenses_by_hh_size > 314.000 & total_deductions_by_hh_size > 203.000 & unc_rawben_rel_max <=   0.889","2-3","state","ranger","any_error",108,0.4167,0.3129,108,16,168,"buffer"
"rawben_rel_max >   0.190 & rawben_rel_max <=   0.957 & shelter_expenses_by_hh_size > 334.000 & total_deductions_by_hh_size > 249.000","2-3","state","ranger","any_error",92,0.4239,0.3116,92,1,169,"buffer"
"months_since_cert_n >   2.50 & shelter_expenses_by_hh_size > 188.00 & unc_rawben_rel_max <=   0.81","4+","state","ranger","any_error",114,0.4123,0.3114,114,1,170,"buffer"
"months_since_cert_n >=   7.0 & months_since_cert_n <  22.0 & unc_rawben_rel_max >=   1.6 & utilities < 391.0","1","national","xgboost","any_error",312,0.3718,0.3108,18,1,171,"buffer"
"rawben_rel_max >   0.360 & shelter_expenses_by_hh_size > 455.000 & unc_rawben_rel_max <=   0.966","2-3","state","ranger","any_error",68,0.4412,0.3106,68,1,172,"buffer"
"rawben_rel_max <=   0.913 & total_deductions_by_hh_size > 245.000 & unc_rawben_rel_max >   0.360","2-3","state","ranger","any_error",82,0.4268,0.3082,82,4,173,"buffer"
"medical_deductions >= 201 & shelter_expenses_by_hh_size >= 454 & utilities < 431","2-3","national","xgboost","any_error",50,0.46,0.3081,3,1,174,"buffer"
"rawben_rel_max <=   0.913 & shelter_expenses_by_hh_size > 319.000 & total_deductions_by_hh_size > 245.000","2-3","state","ranger","any_error",104,0.4135,0.3081,104,4,175,"buffer"
"elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.616 & shelter_expenses_by_hh_size > 163.000","4+","state","ranger","any_error",104,0.4135,0.3081,104,2,176,"buffer"
"elderly_disabled_i <   1 & months_since_cert_n >=   5 & total_deductions_by_hh_size >= 124","4+","state","xgboost","any_error",107,0.4112,0.3075,107,1,177,"buffer"
"HH_size_n <= 7.500 & homeless <= 0.500 & months_since_cert_n > 3.500 & unc_rawben_rel_max <= 0.676","4+","state","ranger","any_error",96,0.4167,0.3072,96,2,178,"buffer"
"count_divisible_by_100 <   1.00 & elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.24 & utilities < 385.00","1","national","xgboost","any_error",511,0.3542,0.3068,29,7,179,"buffer"
"months_since_cert_n >   7.500 & rawben_rel_max >   0.335 & total_deductions_by_hh_size > 259.000","2-3","state","ranger","any_error",45,0.4667,0.3068,45,1,180,"buffer"
"rawben_rel_max >   0.242 & rawben_rel_max <=   0.917 & total_deductions_by_hh_size > 260.000","2-3","state","ranger","any_error",88,0.4205,0.3062,88,1,181,"buffer"
"HH_size_n <=   2.500 & months_since_cert_n >   4.500 & rawben_rel_max >   0.239 & total_deductions_by_hh_size > 245.000","2-3","state","ranger","any_error",69,0.4348,0.3058,69,5,182,"buffer"
"unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344 & utilities >= 284.00000","1","national","xgboost","any_error",102,0.4118,0.3057,4,1,183,"buffer"
"months_since_cert_n >=   6 & total_deductions_by_hh_size >= 489 & utilities < 277","1","national","xgboost","any_error",572,0.3497,0.3049,17,2,184,"buffer"
"HH_size_n <   5.00 & unc_rawben_rel_max <   1.06 & utilities >= 441.00","4+","state","xgboost","any_error",35,0.4857,0.3047,35,2,185,"buffer"
"elderly_disabled_i <= 0.500 & months_since_cert_n > 2.500 & rawben_rel_max <= 0.716","1","state","ranger","any_error",30,0.5,0.3046,30,20,186,"buffer"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 260.0","2-3","state","ranger","any_error",30,0.5,0.3046,30,1,187,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 606.000 & unc_rawben_rel_max <=   0.991 & utilities <= 346.000","1","national","ranger","any_error",714,0.3445,0.3045,73,13,188,"buffer"
"HH_size_n <=   4.50 & shelter_expenses_by_hh_size <= 445.00 & unc_rawben_rel_max <=   1.03 & utilities > 411.00","4+","state","ranger","any_error",48,0.4583,0.3039,48,2,189,"buffer"
"months_since_cert_n >=  11.000 & rawben_rel_max >=   0.868 & total_deductions_by_hh_size >= 329.000 & utilities < 361.000","1","national","xgboost","any_error",334,0.3623,0.3037,23,5,190,"buffer"
"medical_deductions <   9 & months_since_cert_n >=   6 & shelter_expenses_by_hh_size >= 522 & utilities < 325","2-3","national","xgboost","any_error",120,0.4,0.3025,31,3,191,"buffer"
"months_since_cert_n >=   5.000 & rawben_rel_max <   0.948 & total_deductions_by_hh_size >= 224.000","2-3","state","xgboost","any_error",67,0.4328,0.3023,67,2,192,"buffer"
"elderly_disabled_i <= 0.5000 & months_since_cert_n > 4.5000 & percent_abawd <= 0.0833 & unc_rawben_rel_max <= 1.0300","4+","state","ranger","any_error",126,0.3968,0.3017,126,8,193,"buffer"
"count_divisible_by_100 <= 1.500 & elderly_disabled_i <= 0.500 & HH_size_n <= 4.500 & unc_rawben_rel_max <= 0.616","4+","state","ranger","any_error",51,0.451,0.3015,51,1,194,"buffer"
"elderly_disabled_i <   1 & HH_size_n <   5 & married >=   1 & total_deductions_by_hh_size >= 150","4+","state","xgboost","any_error",38,0.4737,0.3007,38,1,195,"buffer"
"HH_size_n <   6.000 & rawben_rel_max <   0.884 & shelter_expenses_by_hh_size >= 174.000 & shelter_expenses_by_hh_size < 453.000","4+","state","xgboost","any_error",118,0.3983,0.3002,118,1,196,"buffer"
"shelter_expenses_by_hh_size >= 276.00000 & total_deductions_by_hh_size < 287.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344","1","national","xgboost","any_error",73,0.4247,0.2999,4,1,197,"buffer"
"months_since_cert_n >=   3 & shelter_expenses_by_hh_size < 678 & total_deductions_by_hh_size >= 374","1","state","xgboost","any_error",33,0.4848,0.2994,33,14,198,"buffer"
"rawben_rel_max <   0.977 & shelter_expenses_by_hh_size < 109.000 & total_deductions_by_hh_size >=  20.800","4+","state","xgboost","any_error",33,0.4848,0.2994,33,8,199,"buffer"
"count_divisible_by_100 <=   0.5 & homeless <=   0.5 & months_since_cert_n >   5.5 & total_deductions_by_hh_size > 245.0","2-3","state","ranger","any_error",76,0.4211,0.2989,76,2,200,"buffer"
"percent_abawd <=   0.0833 & total_deductions_by_hh_size > 180.0000 & unc_rawben_rel_max <=   1.0000","4+","state","ranger","any_error",107,0.4019,0.2989,107,1,201,"buffer"
"expedited_i >  0.500 & total_deductions_by_hh_size >  9.500 & unc_rawben_rel_max <=  0.914 & utilities <= 31.500","2-3","national","ranger","any_error",110,0.4,0.2985,3,1,202,"buffer"
"months_since_cert_n > 3.500 & unc_rawben_rel_max <= 0.825","4+","state","ranger","any_error",148,0.3851,0.2977,148,1,203,"buffer"
"HH_size_n < 5 & married >= 1 & months_since_cert_n >= 4","4+","state","xgboost","any_error",41,0.4634,0.2974,41,3,204,"buffer"
"elderly_disabled_i <=   0.500 & total_deductions_by_hh_size > 132.000 & unc_rawben_rel_max <=   0.951","4+","state","ranger","any_error",157,0.3822,0.2973,157,1,205,"buffer"
"cat_elig >   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 868.000 & utilities <= 276.000","1","national","ranger","any_error",532,0.3421,0.2961,14,1,206,"buffer"
