"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"HH_size_n <=  11.500 & months_since_cert_n >   2.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 490.000","4+","national","ranger","any_error",36,0.5833,0.3939,1,1,22,"core"
"months_since_cert_n >=    4.000 & rawben_rel_max <    0.385 & shelter_expenses_by_hh_size >= 2100.000","1","national","xgboost","any_error",34,0.5882,0.3934,2,1,23,"core"
"elderly_disabled_i > 0.500 & rawben_rel_max > 0.996 & rawben_rel_max <= 0.998","4+","national","ranger","any_error",34,0.5882,0.3934,1,1,24,"core"
"elderly_disabled_i > 0.500 & rawben_rel_max > 0.996 & unc_rawben_rel_max > 1.510 & utilities <= 9.000","1","national","ranger","any_error",119,0.4958,0.3917,3,2,25,"core"
"shelter_expenses_by_hh_size > 1220.000 & unc_rawben_rel_max >    0.325 & unc_rawben_rel_max <=    0.993 & utilities <=  316.000","1","national","ranger","any_error",99,0.5051,0.391,4,2,26,"core"
"elderly_disabled_i >  0.50 & expedited_i <=  0.50 & unc_rawben_rel_max >  1.45 & utilities <= 30.50","1","national","ranger","any_error",106,0.5,0.3898,2,1,27,"core"
"children_i <=   0.500 & count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size > 667.000 & unc_rawben_rel_max <=   0.996","2-3","national","ranger","any_error",107,0.4953,0.3859,3,1,28,"core"
"rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 646.000 & utilities <=   5.000","1","national","ranger","any_error",209,0.4641,0.3858,5,1,29,"core"
"rawben_rel_max >=    0.263 & shelter_expenses_by_hh_size >= 1060.000 & unc_rawben_rel_max <    1.510 & utilities <   27.000","1","national","xgboost","any_error",119,0.4874,0.3837,5,2,30,"core"
"cat_elig >   0.500 & rawben_rel_max >   0.997 & unc_rawben_rel_max >   1.620 & utilities <= 856.000","2-3","national","ranger","any_error",147,0.4762,0.3829,4,1,31,"core"
"months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.87 & utilities < 369.00","1","national","xgboost","any_error",143,0.4755,0.3811,1,1,32,"core"
"shelter_expenses_by_hh_size < 488 & total_deductions_by_hh_size >= 320 & total_deductions_by_hh_size < 349 & utilities >= 391","4+","national","xgboost","any_error",72,0.5139,0.3808,1,1,33,"core"
"count_divisible_by_100 >   0.50 & months_since_cert_n <=   5.50 & shelter_expenses_by_hh_size > 281.00 & unc_rawben_rel_max >   1.47","2-3","national","ranger","any_error",35,0.5714,0.3805,3,2,34,"core"
"HH_size_n >=   5 & shelter_expenses_by_hh_size < 342 & total_deductions_by_hh_size >= 320","4+","national","xgboost","any_error",50,0.54,0.3803,3,1,35,"core"
"months_since_cert_n >  14.5 & total_deductions_by_hh_size > 534.0 & utilities <=  10.5","1","national","ranger","any_error",86,0.5,0.3784,3,2,36,"core"
"rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 630.000 & utilities < 800.000","1","national","xgboost","any_error",464,0.4267,0.3745,12,4,37,"core"
"cat_elig >   0.5 & HH_size_n >   5.5 & shelter_expenses_by_hh_size >  26.2 & total_deductions_by_hh_size > 284.0","4+","national","ranger","any_error",42,0.5476,0.374,3,1,38,"core"
"elderly_disabled_i >   0.500 & medical_deductions > 369.000 & rawben_rel_max >   0.826 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",71,0.507,0.3735,3,2,39,"core"
"rawben_rel_max >   0.994 & rawben_rel_max <=   0.995 & total_deductions_by_hh_size > 235.000","2-3","national","ranger","any_error",60,0.5167,0.3716,3,1,40,"core"
"rawben_rel_max <   0.777 & total_deductions_by_hh_size >= 606.000 & utilities < 551.000","2-3","national","xgboost","any_error",125,0.472,0.3715,2,1,41,"core"
"children_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 578.000","2-3","national","ranger","any_error",229,0.4454,0.3712,6,3,42,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.943 & total_deductions_by_hh_size >= 272.000 & utilities < 277.000","1","national","xgboost","any_error",364,0.4286,0.3697,20,9,43,"core"
"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 646.000 & utilities < 277.000","1","national","xgboost","any_error",345,0.429,0.3686,20,7,44,"core"
"total_deductions_by_hh_size > 672.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",278,0.4353,0.368,4,1,45,"core"
"cat_elig > 0.50 & unc_rawben_rel_max > 1.59","2-3","national","ranger","any_error",192,0.4479,0.367,5,1,46,"core"
"rawben_rel_max <=    0.316 & shelter_expenses_by_hh_size > 2310.000 & unc_rawben_rel_max <=    0.997","1","national","ranger","any_error",34,0.5588,0.3666,3,1,47,"core"
"rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 679.000 & total_deductions_by_hh_size > 638.000 & unc_rawben_rel_max >   1.100","2-3","national","ranger","any_error",54,0.5185,0.366,3,1,48,"core"
"percent_abawd <=    3.000 & rawben_rel_max <=    0.993 & shelter_expenses_by_hh_size > 2630.000","1","national","ranger","any_error",32,0.5625,0.3646,3,1,49,"core"
"shelter_expenses_by_hh_size > 1110 & total_deductions_by_hh_size >  456 & utilities <=  498","2-3","national","ranger","any_error",32,0.5625,0.3646,1,1,50,"core"
"shelter_expenses_by_hh_size > 164.000 & shelter_expenses_by_hh_size <= 474.000 & total_deductions_by_hh_size > 434.000 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",75,0.4933,0.3641,3,2,51,"core"
"elderly_disabled_i >   0.50 & medical_deductions <= 282.00 & unc_rawben_rel_max >   1.26 & utilities <=  29.50","1","national","ranger","any_error",182,0.4451,0.3622,7,3,52,"core"
"months_since_cert_n >=   3.0 & shelter_expenses_by_hh_size >=  12.5 & shelter_expenses_by_hh_size < 610.0 & total_deductions_by_hh_size >= 458.0","4+","national","xgboost","any_error",57,0.5088,0.3608,1,1,53,"core"
"cat_elig >=   1.00 & total_deductions_by_hh_size >= 447.00 & unc_rawben_rel_max >=   1.56 & utilities >= 391.00","2-3","national","xgboost","any_error",158,0.4494,0.3605,7,1,54,"core"
"months_since_cert_n >=   5.0 & shelter_expenses_by_hh_size >=  35.5 & total_deductions_by_hh_size >= 763.0 & utilities < 992.0","2-3","national","xgboost","any_error",112,0.4643,0.3589,1,1,55,"core"
"expedited_i >   0.500 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 987.000","1","national","ranger","any_error",86,0.4767,0.3566,1,1,56,"core"
"medical_deductions > 216.000 & rawben_rel_max >   0.315 & rawben_rel_max <=   0.997 & utilities <= 414.000","1","national","ranger","any_error",143,0.4476,0.3545,2,1,57,"core"
"expedited_i <=   0.500 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 670.000 & unc_rawben_rel_max >   1.520","2-3","national","ranger","any_error",143,0.4476,0.3545,5,1,58,"core"
"married >   0.500 & rawben_rel_max <=   0.605 & total_deductions_by_hh_size > 546.000","2-3","national","ranger","any_error",124,0.4516,0.3519,5,2,59,"core"
"rawben_rel_max >=    0.753 & rawben_rel_max <    0.996 & shelter_expenses_by_hh_size >= 1130.000","2-3","national","xgboost","any_error",49,0.5102,0.3516,1,1,60,"core"
"homeless >=   1 & medical_deductions < 110 & shelter_expenses_by_hh_size >= 852 & utilities < 800","1","national","xgboost","any_error",80,0.475,0.3509,3,2,61,"core"
"shelter_expenses_by_hh_size >= 970.000 & unc_rawben_rel_max <   0.998 & utilities < 505.000","2-3","national","xgboost","any_error",85,0.4706,0.3502,2,1,62,"core"
"elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 922.0 & total_deductions_by_hh_size > 343.0 & utilities <=   8.0","1","national","ranger","any_error",227,0.4229,0.3493,5,3,63,"core"
"elderly_disabled_i >   0.5 & homeless >   0.5 & shelter_expenses_by_hh_size > 620.0 & utilities <= 428.0","1","national","ranger","any_error",47,0.5106,0.3489,4,1,64,"core"
"HH_size_n <   3.000 & rawben_rel_max <   0.794 & total_deductions_by_hh_size >= 577.000 & utilities < 580.000","2-3","national","xgboost","any_error",163,0.4356,0.3488,8,3,65,"core"
"HH_size_n <=   5.5 & total_deductions_by_hh_size > 472.0 & utilities > 436.0","4+","national","ranger","any_error",59,0.4915,0.3473,3,2,66,"core"
"expedited_i <=   0.500 & shelter_expenses_by_hh_size > 898.000 & total_deductions_by_hh_size > 602.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",226,0.4204,0.3467,5,1,67,"core"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 512.0 & unc_rawben_rel_max <=   1.0 & utilities <= 199.0","1","national","ranger","any_error",450,0.3978,0.3456,22,5,68,"core"
"months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 954.00 & unc_rawben_rel_max >=   1.48 & utilities <  74.00","1","national","xgboost","any_error",152,0.4342,0.3446,2,1,69,"core"
"shelter_expenses_by_hh_size < 673.00 & total_deductions_by_hh_size >= 627.00 & unc_rawben_rel_max >=   1.12","2-3","national","xgboost","any_error",50,0.5,0.3438,4,1,70,"core"
"rawben_rel_max <   0.74 & shelter_expenses_by_hh_size < 447.00 & total_deductions_by_hh_size >= 223.00","4+","state","xgboost","any_error",36,0.5278,0.3437,36,33,71,"core"
"HH_size_n > 4.500 & percent_abawd > 0.050 & rawben_rel_max > 0.851 & unc_rawben_rel_max <= 0.982","4+","national","ranger","any_error",43,0.5116,0.3432,2,2,72,"core"
"children_i <=   0.500 & total_deductions_by_hh_size > 471.000 & unc_rawben_rel_max <=   0.863 & utilities <= 490.000","2-3","national","ranger","any_error",135,0.437,0.3421,2,2,73,"core"
"rawben_rel_max >   0.987 & unc_rawben_rel_max >   0.323 & unc_rawben_rel_max <=   0.991 & utilities <= 392.000","1","national","ranger","any_error",261,0.41,0.3417,12,4,74,"core"
"rawben_rel_max <    1 & total_deductions_by_hh_size >= 1330 & utilities <  703","1","national","xgboost","any_error",118,0.4407,0.3393,8,3,75,"core"
"months_since_cert_n >=   2 & shelter_expenses_by_hh_size < 444 & total_deductions_by_hh_size >= 220","4+","state","xgboost","any_error",32,0.5312,0.3369,32,8,76,"core"
"shelter_expenses_by_hh_size > 317.000 & unc_rawben_rel_max >   0.501 & unc_rawben_rel_max <=   1.100 & utilities > 512.000","4+","state","ranger","any_error",39,0.5128,0.3368,39,25,77,"core"
"shelter_expenses_by_hh_size <= 446 & total_deductions_by_hh_size > 219","4+","state","ranger","any_error",51,0.4902,0.3363,51,4,78,"core"
"HH_size_n >= 5.000 & rawben_rel_max >= 0.871 & rawben_rel_max < 0.882","4+","national","xgboost","any_error",91,0.4505,0.3354,3,2,79,"core"
"married >=   1 & total_deductions_by_hh_size >= 546 & utilities < 534","2-3","national","xgboost","any_error",135,0.4296,0.3351,8,1,80,"core"
"rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 970.000 & total_deductions_by_hh_size >= 535.000 & utilities < 921.000","2-3","national","xgboost","any_error",196,0.4133,0.3349,8,1,81,"core"
"children_i <=   0.500 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 504.000 & utilities <=  14.500","1","national","ranger","any_error",415,0.388,0.3341,9,1,82,"core"
"HH_size_n >   5.5 & HH_size_n <=   6.5 & months_since_cert_n >   1.5 & total_deductions_by_hh_size > 205.0","4+","national","ranger","any_error",154,0.4221,0.3337,9,2,83,"core"
"rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & unc_rawben_rel_max <   1.870 & utilities < 645.000","1","national","xgboost","any_error",513,0.3821,0.3336,19,1,84,"core"
"months_since_cert_n >   4.5 & total_deductions_by_hh_size > 647.0 & utilities <=  32.5","1","national","ranger","any_error",208,0.4087,0.3327,4,2,85,"core"
"count_divisible_by_100 <   2.000 & rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 954.000 & utilities <  52.000","1","national","xgboost","any_error",277,0.3971,0.3313,7,1,86,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max <   0.595 & shelter_expenses_by_hh_size >= 425.000 & utilities < 600.000","4+","national","xgboost","any_error",42,0.5,0.3311,2,1,87,"core"
"medical_deductions > 227.000 & percent_abawd <=   0.250 & unc_rawben_rel_max >   0.823 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",137,0.4234,0.3299,5,1,88,"core"
"rawben_rel_max <   0.787 & shelter_expenses_by_hh_size < 590.000 & total_deductions_by_hh_size >= 518.000","2-3","national","xgboost","any_error",124,0.4274,0.3293,1,1,89,"core"
"expedited_i <=   0.50 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.95 & utilities <= 680.00","1","national","ranger","any_error",221,0.4027,0.3292,3,2,90,"core"
"medical_deductions >= 146.000 & months_since_cert_n <   8.000 & rawben_rel_max >=   0.822 & total_deductions_by_hh_size >= 107.000","2-3","national","xgboost","any_error",57,0.4737,0.3289,3,1,91,"core"
"months_since_cert_n >   3.50 & unc_rawben_rel_max >   1.97 & utilities <= 622.00","1","national","ranger","any_error",324,0.3889,0.3282,4,1,92,"core"
"rawben_rel_max >=   0.313 & shelter_expenses_by_hh_size >= 425.000 & total_deductions_by_hh_size >= 244.000 & total_deductions_by_hh_size < 261.000","4+","national","xgboost","any_error",114,0.4298,0.3276,10,3,93,"core"
"HH_size_n >=   5 & shelter_expenses_by_hh_size >= 163 & shelter_expenses_by_hh_size < 310 & total_deductions_by_hh_size >= 200","4+","national","xgboost","any_error",262,0.3931,0.3258,10,4,94,"core"
"medical_deductions >= 177 & medical_deductions < 264 & shelter_expenses_by_hh_size >= 731","2-3","national","xgboost","any_error",33,0.5152,0.3254,1,1,95,"core"
"months_since_cert_n >  10.5 & total_deductions_by_hh_size > 424.0 & utilities <=  29.5","1","national","ranger","any_error",205,0.4,0.324,6,1,96,"core"
"elderly_disabled_i >   0.500 & expedited_i <=   0.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 541.000","2-3","national","ranger","any_error",331,0.3837,0.3239,7,1,97,"core"
"cat_elig > 1.500 & percent_abawd <= 0.167 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.997","2-3","national","ranger","any_error",58,0.4655,0.3227,2,1,98,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 928.000 & total_deductions_by_hh_size >= 430.000","2-3","national","xgboost","any_error",242,0.3926,0.3227,6,1,99,"core"
"percent_abawd <   0.0769 & rawben_rel_max <   0.9140 & shelter_expenses_by_hh_size < 476.0000 & total_deductions_by_hh_size >= 305.0000","4+","national","xgboost","any_error",307,0.3844,0.3223,9,2,100,"core"
"medical_deductions >= 183.000 & rawben_rel_max >=   0.868 & rawben_rel_max <   0.990","1","national","xgboost","any_error",154,0.4091,0.3215,5,1,101,"core"
"expedited_i <=   0.5 & HH_size_n >   4.5 & shelter_expenses_by_hh_size > 202.0 & total_deductions_by_hh_size > 327.0","4+","national","ranger","any_error",100,0.43,0.3214,7,1,102,"core"
"married >   0.500 & rawben_rel_max >   0.457 & total_deductions_by_hh_size > 219.000","4+","state","ranger","any_error",31,0.5161,0.3211,31,3,103,"core"
"HH_size_n >=   8.00 & shelter_expenses_by_hh_size < 106.00 & total_deductions_by_hh_size >=  44.50 & unc_rawben_rel_max <   0.78","4+","national","xgboost","any_error",66,0.4545,0.3209,1,1,104,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.983 & unc_rawben_rel_max <   0.993 & utilities < 800.000","1","national","xgboost","any_error",647,0.3632,0.3205,14,1,105,"core"
"rawben_rel_max <   1 & shelter_expenses_by_hh_size >= 839 & total_deductions_by_hh_size >= 577","2-3","national","xgboost","any_error",343,0.379,0.3204,12,1,106,"core"
"cat_elig >   0.5 & HH_size_n >   5.5 & shelter_expenses_by_hh_size <= 310.0 & total_deductions_by_hh_size > 183.0","4+","national","ranger","any_error",160,0.4062,0.3204,6,1,107,"core"
"elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 489.00 & unc_rawben_rel_max >=   1.48 & utilities < 414.00","1","national","xgboost","any_error",133,0.4135,0.3195,5,1,108,"core"
"shelter_expenses_by_hh_size >= 1330.00 & shelter_expenses_by_hh_size < 1770.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",114,0.4211,0.3195,1,1,109,"core"
"rawben_rel_max >=   0.988 & total_deductions_by_hh_size >= 489.000 & unc_rawben_rel_max <   1.000 & utilities < 819.000","1","national","xgboost","any_error",632,0.3623,0.3192,18,3,110,"core"
"elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.79 & utilities <= 600.00","1","national","ranger","any_error",577,0.364,0.3188,11,3,111,"core"
"rawben_rel_max <   0.655 & shelter_expenses_by_hh_size < 447.000 & total_deductions_by_hh_size >= 189.000","4+","state","xgboost","any_error",51,0.4706,0.3188,51,7,112,"buffer"
"cat_elig <   2 & HH_size_n >=   3 & months_since_cert_n >=   4 & total_deductions_by_hh_size >= 452","2-3","national","xgboost","any_error",117,0.4188,0.3186,1,1,113,"buffer"
"medical_deductions >= 147.000 & medical_deductions < 311.000 & rawben_rel_max >=   0.142 & rawben_rel_max <   0.258","2-3","national","xgboost","any_error",46,0.4783,0.3185,4,3,114,"buffer"
"shelter_expenses_by_hh_size >= 1990.000 & total_deductions_by_hh_size >= 1210.000 & unc_rawben_rel_max <    0.936","1","national","xgboost","any_error",128,0.4141,0.3183,4,2,115,"buffer"
"HH_size_n <   3.000 & rawben_rel_max <   0.619 & total_deductions_by_hh_size >= 518.000 & utilities < 580.000","2-3","national","xgboost","any_error",254,0.3858,0.3179,13,2,116,"buffer"
"children_i <  1.00000 & months_since_cert_n >=  7.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max < -0.00344","1","national","xgboost","any_error",85,0.4353,0.3178,1,1,117,"buffer"
"expedited_i <   1 & months_since_cert_n >=   8 & utilities >= 353 & utilities < 364","2-3","national","xgboost","any_error",85,0.4353,0.3178,1,1,118,"buffer"
"elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 506.000","2-3","national","ranger","any_error",456,0.3662,0.3156,11,2,119,"buffer"
"months_since_cert_n <   32.00 & shelter_expenses_by_hh_size < 1770.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",185,0.3946,0.3151,2,1,120,"buffer"
"count_divisible_by_100 <=   0.500 & total_deductions_by_hh_size > 107.000 & unc_rawben_rel_max >   0.993 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",171,0.3977,0.315,7,2,121,"buffer"
"HH_size_n >   4.500 & months_since_cert_n >   3.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 265.000","4+","national","ranger","any_error",157,0.4013,0.315,5,2,122,"buffer"
"married >   0.500 & shelter_expenses_by_hh_size > 939.000 & total_deductions_by_hh_size > 183.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",188,0.3936,0.3148,7,1,123,"buffer"
"months_since_cert_n >   6.500 & rawben_rel_max >   0.712 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 258.000","4+","national","ranger","any_error",463,0.365,0.3148,1,1,124,"buffer"
"medical_deductions <=   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 880.000 & utilities <=   5.000","1","national","ranger","any_error",277,0.3791,0.3142,8,1,125,"buffer"
"total_deductions_by_hh_size >= 118 & utilities >= 353 & utilities < 361","2-3","national","xgboost","any_error",86,0.4302,0.3138,3,3,126,"buffer"
"rawben_rel_max >=   0.241 & total_deductions_by_hh_size >= 630.000 & unc_rawben_rel_max <   1.050 & utilities < 345.000","1","national","xgboost","any_error",608,0.3569,0.3132,19,2,127,"buffer"
"rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 928.000 & unc_rawben_rel_max <   1.340 & utilities < 672.000","2-3","national","xgboost","any_error",232,0.3836,0.3128,18,3,128,"buffer"
"rawben_rel_max <   0.732 & shelter_expenses_by_hh_size < 465.000 & total_deductions_by_hh_size >= 220.000","4+","state","xgboost","any_error",47,0.4681,0.311,47,4,129,"buffer"
"married >   0.500 & months_since_cert_n >   4.500 & rawben_rel_max >   0.289 & total_deductions_by_hh_size > 316.000","4+","national","ranger","any_error",76,0.4342,0.3107,2,1,130,"buffer"
"total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max <=   0.78 & utilities <= 578.00","2-3","national","ranger","any_error",623,0.3531,0.31,32,10,131,"buffer"
"homeless <=   0.500 & total_deductions_by_hh_size > 524.000 & unc_rawben_rel_max <=   0.998 & utilities <= 276.000","1","national","ranger","any_error",625,0.352,0.309,33,2,132,"buffer"
"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 504.000 & utilities < 277.000","1","national","xgboost","any_error",721,0.3481,0.3081,37,1,133,"buffer"
"count_divisible_by_100 <   1.00 & elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.24 & utilities < 385.00","1","national","xgboost","any_error",511,0.3542,0.3068,13,2,134,"buffer"
"HH_size_n >=   5 & married <   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 236","4+","national","xgboost","any_error",193,0.3834,0.3062,6,2,135,"buffer"
"unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344 & utilities >= 284.00000","1","national","xgboost","any_error",102,0.4118,0.3057,2,1,136,"buffer"
"rawben_rel_max <=    0.0892 & shelter_expenses_by_hh_size > 2030.0000 & unc_rawben_rel_max <=    0.2710","1","national","ranger","any_error",40,0.475,0.3056,4,1,137,"buffer"
"rawben_rel_max >=   0.988 & total_deductions_by_hh_size >=   5.000 & unc_rawben_rel_max <   1.000 & utilities < 612.000","1","national","xgboost","any_error",562,0.3505,0.3053,24,1,138,"buffer"
"medical_deductions >= 145.000 & rawben_rel_max >=   0.142 & total_deductions_by_hh_size >= 256.000","2-3","national","xgboost","any_error",330,0.3636,0.3047,8,1,139,"buffer"
"married >   0.500 & total_deductions_by_hh_size > 187.000 & unc_rawben_rel_max >   0.481 & unc_rawben_rel_max <=   0.992","4+","state","ranger","any_error",35,0.4857,0.3047,35,4,140,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 606.000 & unc_rawben_rel_max <=   0.991 & utilities <= 346.000","1","national","ranger","any_error",714,0.3445,0.3045,26,1,141,"buffer"
"rawben_rel_max >=   0.837 & shelter_expenses_by_hh_size >= 309.000 & total_deductions_by_hh_size < 203.000 & unc_rawben_rel_max <   0.935","4+","national","xgboost","any_error",148,0.3919,0.3039,4,1,142,"buffer"
"HH_size_n >   4.500 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 212.000 & unc_rawben_rel_max <=   0.977","4+","national","ranger","any_error",319,0.3636,0.3037,5,1,143,"buffer"
"HH_size_n >=   6.000 & months_since_cert_n >=   2.000 & total_deductions_by_hh_size >= 183.000 & unc_rawben_rel_max <   0.528","4+","national","xgboost","any_error",131,0.3969,0.3035,8,2,144,"buffer"
"rawben_rel_max <   0.961 & shelter_expenses_by_hh_size >= 450.000 & total_deductions_by_hh_size >= 413.000 & utilities < 361.000","2-3","national","xgboost","any_error",189,0.381,0.3032,5,2,145,"buffer"
"HH_size_n <=   6.500 & married >   0.500 & rawben_rel_max >   0.261 & total_deductions_by_hh_size > 219.000","4+","state","ranger","any_error",43,0.4651,0.3022,43,4,146,"buffer"
"count_divisible_by_100 <=   1.500 & rawben_rel_max >   0.499 & shelter_expenses_by_hh_size > 322.000 & utilities > 512.000","4+","state","ranger","any_error",43,0.4651,0.3022,43,5,147,"buffer"
