"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","dollars_per_flag_train","n_flagged_state","n_new_at_rank","rank","role"
"months_since_cert_n >=   2.5 & shelter_expenses_by_hh_size >= 234.0 & shelter_expenses_by_hh_size < 305.0","4+","state","xgboost","any_error",40,0.475,0.3056,112.03,40,9,128,"buffer"
"expedited_i <=   0.500 & percent_abawd >   0.118 & percent_abawd <=   0.183 & shelter_expenses_by_hh_size > 238.000","4+","national","ranger","any_error",35,0.4857,0.3047,80.29,3,1,129,"buffer"
"months_since_cert_n <   8.500 & rawben_rel_max >=   0.361 & rawben_rel_max <   0.794 & total_deductions_by_hh_size >= 357.000","2-3","state","xgboost","any_error",30,0.5,0.3046,95.67,30,5,130,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 606.000 & unc_rawben_rel_max <=   0.991 & utilities <= 346.000","1","national","ranger","any_error",714,0.3445,0.3045,52.96,38,9,131,"buffer"
"months_since_cert_n <=  9.500 & rawben_rel_max >  0.703 & rawben_rel_max <=  0.973 & shelter_expenses_by_hh_size > 60.500","4+","state","ranger","any_error",72,0.4306,0.3044,107.04,72,2,132,"buffer"
"rawben_rel_max <   0.768 & shelter_expenses_by_hh_size < 562.000 & total_deductions_by_hh_size >= 381.000 & utilities >= 401.000","4+","national","xgboost","any_error",83,0.4217,0.3042,89.9,4,1,133,"buffer"
"rawben_rel_max <   0.996 & total_deductions_by_hh_size >= 444.000 & utilities < 436.000","2-3","national","xgboost","any_error",534,0.3502,0.3039,68.17,27,1,134,"buffer"
"count_divisible_by_100 <= 1.5 & expedited_i <= 0.5 & married > 0.5 & months_since_cert_n > 3.5","4+","state","ranger","any_error",48,0.4583,0.3039,97.44,48,3,135,"buffer"
"shelter_expenses_by_hh_size > 158.000 & unc_rawben_rel_max >   0.996 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",48,0.4583,0.3039,89.94,1,1,136,"buffer"
"count_divisible_by_100 >= 0.500 & months_since_cert_n < 5.500 & rawben_rel_max >= 0.403 & rawben_rel_max < 0.486","2-3","national","xgboost","any_error",75,0.4267,0.3032,53.69,3,1,137,"buffer"
"medical_deductions <=  4.000 & rawben_rel_max >  0.684 & shelter_expenses_by_hh_size > 83.600 & unc_rawben_rel_max <=  0.980","4+","state","ranger","any_error",75,0.4267,0.3032,112.28,75,1,138,"buffer"
