"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"elderly_disabled_i <=  0.5 & married <=  0.5 & months_since_cert_n >  0.5 & total_deductions_by_hh_size > 12.7","4+","state","ranger","any_error",181,0.3591,0.2814,181,3,153,"buffer"
"elderly_disabled_i <=  0.5 & months_since_cert_n >  0.5 & total_deductions_by_hh_size > 12.7","4+","state","ranger","any_error",216,0.3519,0.2807,216,1,154,"buffer"
"elderly_disabled_i <   1.00 & months_since_cert_n >=   1.00 & shelter_expenses_by_hh_size < 118.00 & unc_rawben_rel_max <   1.04","4+","state","xgboost","any_error",120,0.375,0.2797,120,12,155,"buffer"
"shelter_expenses_by_hh_size > 631.000 & unc_rawben_rel_max <=   0.997 & utilities >  37.500 & utilities <= 360.000","2-3","national","ranger","any_error",151,0.3642,0.2793,9,2,156,"buffer"
"expedited_i <=   0.5 & medical_deductions <=  37.5 & total_deductions_by_hh_size >  10.8 & utilities <= 294.0","4+","state","ranger","any_error",208,0.351,0.2787,208,1,157,"buffer"
"elderly_disabled_i <= 0.5 & HH_size_n > 4.5 & months_since_cert_n > 0.5 & percent_abawd <= 0.1","4+","state","ranger","any_error",133,0.3684,0.2781,133,13,158,"buffer"
"children_i <=   0.500 & HH_size_n <=   2.500 & medical_deductions > 128.000 & unc_rawben_rel_max >   0.157","2-3","national","ranger","any_error",476,0.3256,0.2779,4,1,159,"buffer"
"total_deductions_by_hh_size >= 630.00 & unc_rawben_rel_max <   1.05 & utilities < 345.00","1","national","xgboost","any_error",728,0.3159,0.2773,33,3,160,"buffer"
"elderly_disabled_i < 1.000 & months_since_cert_n >= 2.000 & rawben_rel_max >= 0.434 & rawben_rel_max < 0.667","2-3","state","xgboost","any_error",58,0.4138,0.2771,58,29,161,"buffer"
"shelter_expenses_by_hh_size >= 643.00 & unc_rawben_rel_max >=   1.42 & utilities < 374.00","2-3","national","xgboost","any_error",58,0.4138,0.2771,1,1,162,"buffer"
"elderly_disabled_i <   1.00 & shelter_expenses_by_hh_size < 118.00 & unc_rawben_rel_max <   1.04","4+","state","xgboost","any_error",146,0.363,0.2769,146,1,163,"buffer"
"months_since_cert_n >   0.5 & total_deductions_by_hh_size >  12.0 & utilities <= 320.0","4+","state","ranger","any_error",277,0.3394,0.2768,277,1,164,"buffer"
"total_deductions_by_hh_size > 431 & utilities >   9 & utilities <= 430","2-3","national","ranger","any_error",659,0.3171,0.2766,10,2,165,"buffer"
"rawben_rel_max >   0.434 & total_deductions_by_hh_size > 131.000 & unc_rawben_rel_max <=   0.702","2-3","state","ranger","any_error",64,0.4062,0.2762,64,1,166,"buffer"
"children_i <=  0.500 & expedited_i >  0.500 & months_since_cert_n <= 21.000 & unc_rawben_rel_max <=  0.702","2-3","national","ranger","any_error",91,0.3846,0.2757,4,3,167,"buffer"
"elderly_disabled_i <=   0.50 & expedited_i <=   0.50 & shelter_expenses_by_hh_size <= 248.00 & total_deductions_by_hh_size >   4.04","4+","state","ranger","any_error",223,0.3453,0.2757,223,1,168,"buffer"
"months_since_cert_n >=   6 & shelter_expenses_by_hh_size >= 444 & utilities < 364","2-3","national","xgboost","any_error",334,0.3323,0.2755,3,2,169,"buffer"
"shelter_expenses_by_hh_size <= 288.000 & total_deductions_by_hh_size > 103.000 & unc_rawben_rel_max >   0.464 & unc_rawben_rel_max <=   0.746","2-3","state","ranger","any_error",44,0.4318,0.2752,44,6,170,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.971 & unc_rawben_rel_max >=   1.190 & utilities < 441.000","2-3","national","xgboost","any_error",116,0.3707,0.2743,1,1,171,"buffer"
"HH_size_n <   3.0 & rawben_rel_max <   0.7 & total_deductions_by_hh_size >= 130.0 & total_deductions_by_hh_size < 296.0","2-3","state","xgboost","any_error",50,0.42,0.2734,50,11,172,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max <   0.992 & unc_rawben_rel_max >=   0.779 & utilities < 287.000","1","national","xgboost","any_error",655,0.313,0.2725,24,11,173,"buffer"
"HH_size_n >   2.500 & rawben_rel_max <=   0.996 & total_deductions_by_hh_size > 333.000 & unc_rawben_rel_max >   0.637","2-3","national","ranger","any_error",411,0.3236,0.2725,9,2,174,"buffer"
"months_since_cert_n >=   5 & shelter_expenses_by_hh_size >= 535 & utilities < 374","2-3","national","xgboost","any_error",286,0.3322,0.271,5,1,175,"buffer"
"elderly_disabled_i <= 0.500 & months_since_cert_n > 3.500 & rawben_rel_max <= 0.898 & unc_rawben_rel_max > 0.462","2-3","state","ranger","any_error",39,0.4359,0.2705,39,18,176,"buffer"
"children_i <=  0.500 & expedited_i >  0.500 & rawben_rel_max <=  0.997 & total_deductions_by_hh_size > 31.000","2-3","national","ranger","any_error",159,0.3522,0.2703,4,2,177,"buffer"
"expedited_i <=   0.5 & total_deductions_by_hh_size > 507.0 & utilities <=  14.5","1","national","ranger","any_error",615,0.3106,0.269,8,1,178,"buffer"
"months_since_cert_n >=   4.000 & rawben_rel_max >=   0.271 & rawben_rel_max <   0.865 & shelter_expenses_by_hh_size < 160.000","2-3","state","xgboost","any_error",45,0.4222,0.2685,45,19,179,"buffer"
"elderly_disabled_i <= 0.50 & months_since_cert_n > 1.50 & rawben_rel_max <= 0.68 & total_deductions_by_hh_size > 3.67","2-3","state","ranger","any_error",81,0.3827,0.2682,81,4,180,"buffer"
"elderly_disabled_i <= 0.500 & expedited_i > 0.500 & rawben_rel_max <= 0.997 & unc_rawben_rel_max <= 0.537","1","national","ranger","any_error",180,0.3444,0.2677,2,1,181,"buffer"
"elderly_disabled_i <= 0.500 & married <= 0.500 & months_since_cert_n > 3.500 & rawben_rel_max <= 0.905","2-3","state","ranger","any_error",54,0.4074,0.2673,54,1,182,"buffer"
"HH_size_n <=   2.500 & medical_deductions > 122.000 & rawben_rel_max >   0.157","2-3","national","ranger","any_error",581,0.3098,0.2671,7,1,183,"buffer"
"expedited_i <=   0.500 & rawben_rel_max <=   0.992 & total_deductions_by_hh_size > 449.000 & utilities <=  30.500","1","national","ranger","any_error",568,0.3099,0.2667,9,1,184,"buffer"
"months_since_cert_n >   1.500 & rawben_rel_max <=   0.649 & total_deductions_by_hh_size > 103.000","2-3","state","ranger","any_error",79,0.3797,0.2643,79,3,185,"buffer"
"shelter_expenses_by_hh_size > 858.000 & unc_rawben_rel_max <=   0.991 & utilities <= 279.000","1","national","ranger","any_error",640,0.3047,0.2642,32,7,186,"buffer"
"count_divisible_by_100 <=   0.50 & months_since_cert_n >   1.50 & rawben_rel_max <=   0.85 & total_deductions_by_hh_size > 128.00","2-3","state","ranger","any_error",98,0.3673,0.2638,98,8,187,"buffer"
"medical_deductions >= 129.000 & rawben_rel_max >=   0.142 & utilities < 724.000","2-3","national","xgboost","any_error",578,0.3062,0.2636,8,1,188,"buffer"
"percent_abawd >   0.583 & rawben_rel_max <=   0.798 & shelter_expenses_by_hh_size <= 296.000 & utilities <= 376.000","2-3","national","ranger","any_error",70,0.3857,0.2633,4,1,189,"buffer"
"percent_abawd >=    0.500 & rawben_rel_max >=    0.625 & rawben_rel_max <    0.701 & utilities < 1010.000","2-3","national","xgboost","any_error",95,0.3684,0.2633,5,2,190,"buffer"
"homeless <=   0.500 & medical_deductions > 122.000 & unc_rawben_rel_max >   0.222","2-3","national","ranger","any_error",667,0.3028,0.2632,9,1,191,"buffer"
"rawben_rel_max <=   0.777 & shelter_expenses_by_hh_size <= 342.000 & total_deductions_by_hh_size >  87.100 & utilities > 282.000","2-3","state","ranger","any_error",61,0.3934,0.2624,61,9,192,"buffer"
"months_since_cert_n >   1.500 & shelter_expenses_by_hh_size <= 384.000 & total_deductions_by_hh_size >  74.300 & unc_rawben_rel_max <=   0.577","2-3","state","ranger","any_error",58,0.3966,0.2622,58,4,193,"buffer"
"rawben_rel_max >=   0.438 & rawben_rel_max <   0.696 & shelter_expenses_by_hh_size < 297.000 & total_deductions_by_hh_size >=  93.000","2-3","state","xgboost","any_error",49,0.4082,0.262,49,2,194,"buffer"
"HH_size_n <=   2.500 & medical_deductions > 108.000 & rawben_rel_max >   0.159 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",543,0.3057,0.2618,8,1,195,"buffer"
"rawben_rel_max >=   0.227 & shelter_expenses_by_hh_size >= 388.000 & unc_rawben_rel_max >=   0.983 & unc_rawben_rel_max <   0.998","2-3","national","xgboost","any_error",198,0.3333,0.2608,3,1,196,"buffer"
"rawben_rel_max >=   0.474 & rawben_rel_max <   0.778 & total_deductions_by_hh_size >= 119.000","2-3","state","xgboost","any_error",80,0.375,0.2608,80,3,197,"buffer"
"cat_elig >   0.5 & elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 346.0 & utilities <=  30.5","1","national","ranger","any_error",845,0.2959,0.2607,10,6,198,"buffer"
"rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 311.000 & utilities <= 364.000","2-3","national","ranger","any_error",633,0.3002,0.2596,30,1,199,"buffer"
"count_divisible_by_100 <= 0.500 & rawben_rel_max <= 0.996 & unc_rawben_rel_max > 0.993","2-3","national","ranger","any_error",176,0.3352,0.2585,4,1,200,"buffer"
"months_since_cert_n >=   6.000 & rawben_rel_max <   0.989 & total_deductions_by_hh_size >= 111.000 & utilities < 369.000","2-3","national","xgboost","any_error",823,0.294,0.2585,7,1,201,"buffer"
"medical_deductions > 116.000 & medical_deductions <= 130.000 & rawben_rel_max >   0.316 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",227,0.326,0.2584,8,4,202,"buffer"
"cat_elig <   2 & shelter_expenses_by_hh_size >= 531 & shelter_expenses_by_hh_size < 776 & utilities < 281","2-3","national","xgboost","any_error",140,0.3429,0.257,9,2,203,"buffer"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 343.0 & utilities <=   8.0","1","national","ranger","any_error",870,0.2908,0.2564,23,4,204,"buffer"
"shelter_expenses_by_hh_size > 436.000 & unc_rawben_rel_max >   0.175 & unc_rawben_rel_max <=   0.940 & utilities <=  40.500","2-3","national","ranger","any_error",137,0.3431,0.2563,4,1,205,"buffer"
"elderly_disabled_i >=   1 & total_deductions_by_hh_size >= 489 & utilities < 347","1","national","xgboost","any_error",1532,0.282,0.256,73,23,206,"buffer"
"HH_size_n >= 3.000 & rawben_rel_max >= 0.695 & unc_rawben_rel_max < 0.706","2-3","national","xgboost","any_error",131,0.3435,0.2549,6,2,207,"buffer"
"months_since_cert_n >  1.500 & months_since_cert_n <=  3.500 & rawben_rel_max <=  0.672 & total_deductions_by_hh_size > 70.900","2-3","state","ranger","any_error",63,0.381,0.2535,63,4,208,"buffer"
"months_since_cert_n >=  1.000 & rawben_rel_max >=  0.446 & rawben_rel_max <  0.688 & total_deductions_by_hh_size >= 62.000","2-3","state","xgboost","any_error",92,0.3587,0.2532,92,7,209,"buffer"
"shelter_expenses_by_hh_size > 626.0 & total_deductions_by_hh_size >  31.3 & utilities <= 360.0","2-3","national","ranger","any_error",313,0.3099,0.2528,11,1,210,"buffer"
"elderly_disabled_i < 1.000 & months_since_cert_n >= 2.000 & rawben_rel_max < 0.667","2-3","state","xgboost","any_error",89,0.3596,0.2524,89,4,211,"buffer"
"elderly_disabled_i >  0.500 & rawben_rel_max >  0.997 & total_deductions_by_hh_size > 48.000 & utilities <= 14.000","1","national","ranger","any_error",250,0.316,0.2521,4,1,212,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.628 & total_deductions_by_hh_size >= 141.000 & utilities < 144.000","1","national","xgboost","any_error",1213,0.2795,0.2505,18,1,213,"buffer"
"medical_deductions >=   5.000 & rawben_rel_max >=   0.166 & shelter_expenses_by_hh_size >= 192.000 & total_deductions_by_hh_size >=  69.000","2-3","national","xgboost","any_error",767,0.2868,0.2504,7,1,214,"buffer"
"elderly_disabled_i >   0.50 & percent_abawd <=   0.75 & total_deductions_by_hh_size > 335.00 & utilities <=  30.50","1","national","ranger","any_error",955,0.2827,0.2501,24,1,215,"buffer"
"elderly_disabled_i <= 0.500 & expedited_i > 0.500 & rawben_rel_max <= 0.801","1","national","ranger","any_error",302,0.3079,0.25,3,1,216,"buffer"
"months_since_cert_n >=   6 & shelter_expenses_by_hh_size < 651 & total_deductions_by_hh_size >= 288","1","state","xgboost","any_error",30,0.4333,0.2496,30,16,217,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   1.500 & rawben_rel_max <=   0.831 & shelter_expenses_by_hh_size <= 587.000","2-3","state","ranger","any_error",127,0.3386,0.2493,127,10,218,"buffer"
"months_since_cert_n <=  0.500 & percent_abawd <=  0.125 & total_deductions_by_hh_size > 80.600 & utilities <= 22.000","2-3","national","ranger","any_error",158,0.3291,0.2491,9,5,219,"buffer"
"months_since_cert_n >=  13 & shelter_expenses_by_hh_size >= 652 & total_deductions_by_hh_size >= 287 & utilities < 277","1","national","xgboost","any_error",311,0.3055,0.2485,3,1,220,"buffer"
"cat_elig <   2 & shelter_expenses_by_hh_size >= 570 & total_deductions_by_hh_size >= 500 & utilities <  27","1","national","xgboost","any_error",504,0.2917,0.247,8,1,221,"buffer"
