"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"months_since_cert_n >=    4.000 & rawben_rel_max <    0.385 & shelter_expenses_by_hh_size >= 2100.000","1","national","xgboost","any_error",34,0.5882,0.3934,1,1,23,"core"
"rawben_rel_max <    0.385 & shelter_expenses_by_hh_size >= 2100.000 & total_deductions_by_hh_size >= 1210.000","1","national","xgboost","any_error",34,0.5882,0.3934,3,2,24,"core"
"elderly_disabled_i > 0.500 & rawben_rel_max > 0.996 & rawben_rel_max <= 0.998","4+","national","ranger","any_error",34,0.5882,0.3934,1,1,25,"core"
"elderly_disabled_i >  0.50 & unc_rawben_rel_max >  1.43 & utilities <= 30.50","1","national","ranger","any_error",143,0.4825,0.3877,3,1,26,"core"
"medical_deductions > 105.00 & months_since_cert_n >   0.50 & unc_rawben_rel_max >   2.58","1","national","ranger","any_error",39,0.5641,0.383,3,3,27,"core"
"cat_elig >   0.500 & rawben_rel_max >   0.997 & unc_rawben_rel_max >   1.620 & utilities <= 856.000","2-3","national","ranger","any_error",147,0.4762,0.3829,4,1,28,"core"
"medical_deductions <= 138.000 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 672.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",106,0.4906,0.3809,3,2,29,"core"
"shelter_expenses_by_hh_size < 488 & total_deductions_by_hh_size >= 320 & total_deductions_by_hh_size < 349 & utilities >= 391","4+","national","xgboost","any_error",72,0.5139,0.3808,2,2,30,"core"
"expedited_i >   0.500 & rawben_rel_max <=   0.778 & total_deductions_by_hh_size > 988.000","1","national","ranger","any_error",50,0.54,0.3803,4,3,31,"core"
"months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 622.000 & unc_rawben_rel_max >   0.776 & utilities <=  32.500","1","national","ranger","any_error",175,0.4629,0.3776,5,3,32,"core"
"months_since_cert_n <  22.000 & rawben_rel_max <   0.727 & total_deductions_by_hh_size >= 577.000 & utilities < 415.000","2-3","national","xgboost","any_error",66,0.5152,0.3764,1,1,33,"core"
"rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 630.000 & utilities < 800.000","1","national","xgboost","any_error",464,0.4267,0.3745,32,29,34,"core"
"elderly_disabled_i >   0.500 & medical_deductions > 369.000 & rawben_rel_max >   0.826 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",71,0.507,0.3735,4,2,35,"core"
"children_i >=   1.00 & elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 484.00 & unc_rawben_rel_max >=   1.39","2-3","national","xgboost","any_error",40,0.55,0.3722,2,2,36,"core"
"rawben_rel_max <=   0.996 & shelter_expenses_by_hh_size > 848.000 & total_deductions_by_hh_size > 678.000","2-3","national","ranger","any_error",144,0.4653,0.3716,2,1,37,"core"
"children_i <=   0.500 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 578.000","2-3","national","ranger","any_error",229,0.4454,0.3712,5,1,38,"core"
"children_i <=   0.50 & count_divisible_by_100 <=   0.50 & total_deductions_by_hh_size <= 820.00 & unc_rawben_rel_max >   1.96","1","national","ranger","any_error",130,0.4692,0.3707,5,1,39,"core"
"medical_deductions >= 569.000 & rawben_rel_max >=   0.284 & shelter_expenses_by_hh_size < 862.000 & utilities < 965.000","2-3","national","xgboost","any_error",38,0.5526,0.3704,1,1,40,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.943 & total_deductions_by_hh_size >= 272.000 & utilities < 277.000","1","national","xgboost","any_error",364,0.4286,0.3697,6,3,41,"core"
"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 646.000 & utilities < 277.000","1","national","xgboost","any_error",345,0.429,0.3686,6,4,42,"core"
"medical_deductions >= 602.000 & rawben_rel_max >=   0.828 & unc_rawben_rel_max <   1.120","1","national","xgboost","any_error",36,0.5556,0.3685,4,1,43,"core"
"total_deductions_by_hh_size > 672.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",278,0.4353,0.368,6,1,44,"core"
"medical_deductions <=   0.50 & total_deductions_by_hh_size <= 942.00 & unc_rawben_rel_max >   1.96 & utilities <= 793.00","1","national","ranger","any_error",224,0.4375,0.3628,13,5,45,"core"
"unc_rawben_rel_max >  0.645 & utilities > 30.500 & utilities <= 35.500","4+","national","ranger","any_error",30,0.5667,0.3625,3,1,46,"core"
"rawben_rel_max >   0.991 & shelter_expenses_by_hh_size <= 970.000 & unc_rawben_rel_max >   1.930 & utilities <= 680.000","1","national","ranger","any_error",262,0.4313,0.3622,15,2,47,"core"
"months_since_cert_n >  2.500 & unc_rawben_rel_max >  0.459 & utilities > 29.500 & utilities <= 36.000","4+","national","ranger","any_error",41,0.5366,0.362,7,3,48,"core"
"children_i <   1 & shelter_expenses_by_hh_size < 673 & total_deductions_by_hh_size >= 535","2-3","national","xgboost","any_error",64,0.5,0.3604,2,1,49,"core"
"expedited_i <=   0.500 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 670.000 & unc_rawben_rel_max >   1.520","2-3","national","ranger","any_error",143,0.4476,0.3545,5,2,50,"core"
"cat_elig <   2.000 & medical_deductions >= 141.000 & rawben_rel_max >=   0.688 & utilities < 714.000","2-3","national","xgboost","any_error",65,0.4923,0.3543,2,1,51,"core"
"months_since_cert_n >=   4.00000 & shelter_expenses_by_hh_size >= 382.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344","1","national","xgboost","any_error",77,0.4805,0.3538,4,4,52,"core"
"expedited_i <=   0.500 & HH_size_n >   5.500 & shelter_expenses_by_hh_size > 154.000 & unc_rawben_rel_max >   0.422","4+","state","ranger","any_error",33,0.5455,0.3521,33,33,53,"core"
"elderly_disabled_i >   0.5 & percent_abawd <=   0.5 & shelter_expenses_by_hh_size <= 842.0 & unc_rawben_rel_max >   1.8","1","national","ranger","any_error",290,0.4172,0.352,11,5,54,"core"
"total_deductions_by_hh_size >= 599.000 & unc_rawben_rel_max <   0.993 & utilities <  41.000","1","national","xgboost","any_error",303,0.4158,0.352,8,2,55,"core"
"homeless >=   1 & medical_deductions < 110 & shelter_expenses_by_hh_size >= 852 & utilities < 800","1","national","xgboost","any_error",80,0.475,0.3509,2,2,56,"core"
"cat_elig >   0.500 & medical_deductions > 574.000 & percent_abawd <=   0.250 & rawben_rel_max <=   0.991","1","national","ranger","any_error",68,0.4853,0.3507,4,1,57,"core"
"married >   0.50 & months_since_cert_n >   3.50 & rawben_rel_max >   0.64 & shelter_expenses_by_hh_size <= 361.00","4+","state","ranger","any_error",31,0.5484,0.3492,31,22,58,"core"
"medical_deductions > 116.000 & medical_deductions <= 124.000 & rawben_rel_max >   0.262 & shelter_expenses_by_hh_size <= 848.000","1","national","ranger","any_error",38,0.5263,0.3467,1,1,59,"core"
"cat_elig >    0.500 & rawben_rel_max <=    0.991 & shelter_expenses_by_hh_size > 2120.000 & unc_rawben_rel_max <=    0.323","1","national","ranger","any_error",45,0.5111,0.3462,2,1,60,"core"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 512.0 & unc_rawben_rel_max <=   1.0 & utilities <= 199.0","1","national","ranger","any_error",450,0.3978,0.3456,10,2,61,"core"
"cat_elig >  0.50 & unc_rawben_rel_max >  1.55 & utilities > 29.50","2-3","national","ranger","any_error",227,0.4185,0.3451,6,1,62,"core"
"months_since_cert_n >=   7.00 & shelter_expenses_by_hh_size < 954.00 & unc_rawben_rel_max >=   1.48 & utilities <  74.00","1","national","xgboost","any_error",152,0.4342,0.3446,3,3,63,"core"
"elderly_disabled_i >   0.500 & shelter_expenses_by_hh_size > 955.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",222,0.4144,0.3404,3,1,64,"core"
"shelter_expenses_by_hh_size > 196 & total_deductions_by_hh_size <= 179 & utilities > 590 & utilities <= 652","4+","state","ranger","any_error",41,0.5122,0.3401,41,27,65,"core"
"shelter_expenses_by_hh_size < 1580.00 & unc_rawben_rel_max >=    2.52 & utilities >=  571.00 & utilities <  875.00","1","national","xgboost","any_error",70,0.4714,0.3398,5,4,66,"core"
"rawben_rel_max <    1 & total_deductions_by_hh_size >= 1330 & utilities <  703","1","national","xgboost","any_error",118,0.4407,0.3393,7,2,67,"core"
"children_i <=   0.500 & married >   0.500 & total_deductions_by_hh_size > 541.000 & unc_rawben_rel_max <=   0.996","2-3","national","ranger","any_error",228,0.4123,0.3393,7,3,68,"core"
"children_i >   0.500 & months_since_cert_n <=   5.500 & shelter_expenses_by_hh_size <= 387.000 & unc_rawben_rel_max <=   0.582","1","national","ranger","any_error",32,0.5312,0.3369,1,1,69,"core"
"cat_elig <= 1.5 & children_i > 0.5 & months_since_cert_n > 4.5 & months_since_cert_n <= 6.5","4+","state","ranger","any_error",32,0.5312,0.3369,32,16,70,"core"
"HH_size_n >= 5.000 & months_since_cert_n >= 6.000 & percent_abawd >= 0.273 & percent_abawd < 0.667","4+","national","xgboost","any_error",56,0.4821,0.3354,1,1,71,"core"
"HH_size_n >   5.5 & HH_size_n <=   6.5 & months_since_cert_n >   1.5 & total_deductions_by_hh_size > 205.0","4+","national","ranger","any_error",154,0.4221,0.3337,2,1,72,"core"
"rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & unc_rawben_rel_max <   1.870 & utilities < 645.000","1","national","xgboost","any_error",513,0.3821,0.3336,18,1,73,"core"
"HH_size_n >=   6 & shelter_expenses_by_hh_size >= 185 & total_deductions_by_hh_size < 165","4+","state","xgboost","any_error",30,0.5333,0.3332,30,8,74,"buffer"
"rawben_rel_max >   0.55 & shelter_expenses_by_hh_size > 183.00 & total_deductions_by_hh_size <= 136.00","4+","state","ranger","any_error",30,0.5333,0.3332,30,12,75,"buffer"
"months_since_cert_n >   4.5 & total_deductions_by_hh_size > 647.0 & utilities <=  32.5","1","national","ranger","any_error",208,0.4087,0.3327,5,1,76,"buffer"
"count_divisible_by_100 > 1.500 & expedited_i <= 0.500 & months_since_cert_n > 5.500 & rawben_rel_max <= 0.976","4+","national","ranger","any_error",42,0.5,0.3311,1,1,77,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max <   0.595 & shelter_expenses_by_hh_size >= 425.000 & utilities < 600.000","4+","national","xgboost","any_error",42,0.5,0.3311,1,1,78,"buffer"
"medical_deductions > 227.000 & percent_abawd <=   0.250 & unc_rawben_rel_max >   0.823 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",137,0.4234,0.3299,5,1,79,"buffer"
"children_i >   0.5 & HH_size_n >   5.5 & shelter_expenses_by_hh_size > 154.0 & utilities <= 652.0","4+","state","ranger","any_error",35,0.5143,0.3295,35,2,80,"buffer"
"rawben_rel_max <   0.787 & shelter_expenses_by_hh_size < 590.000 & total_deductions_by_hh_size >= 518.000","2-3","national","xgboost","any_error",124,0.4274,0.3293,2,1,81,"buffer"
"expedited_i <=   0.50 & months_since_cert_n >   6.50 & unc_rawben_rel_max >   1.95 & utilities <= 680.00","1","national","ranger","any_error",221,0.4027,0.3292,15,8,82,"buffer"
"medical_deductions > 176.000 & percent_abawd <=   0.125 & total_deductions_by_hh_size > 434.000","2-3","national","ranger","any_error",170,0.4118,0.328,5,1,83,"buffer"
"months_since_cert_n >   7.500 & rawben_rel_max >   0.991 & shelter_expenses_by_hh_size <= 668.000 & unc_rawben_rel_max >   1.790","1","national","ranger","any_error",146,0.4178,0.3275,12,11,84,"buffer"
"months_since_cert_n <   5 & shelter_expenses_by_hh_size >= 970 & total_deductions_by_hh_size >= 527 & utilities < 643","2-3","national","xgboost","any_error",70,0.4571,0.3267,2,1,85,"buffer"
"total_deductions_by_hh_size > 614 & utilities <= 578","2-3","national","ranger","any_error",306,0.3889,0.3265,2,1,86,"buffer"
"HH_size_n >=   5 & shelter_expenses_by_hh_size >= 163 & shelter_expenses_by_hh_size < 310 & total_deductions_by_hh_size >= 200","4+","national","xgboost","any_error",262,0.3931,0.3258,6,3,87,"buffer"
"medical_deductions >= 177 & medical_deductions < 264 & shelter_expenses_by_hh_size >= 731","2-3","national","xgboost","any_error",33,0.5152,0.3254,1,1,88,"buffer"
"months_since_cert_n >  10.5 & total_deductions_by_hh_size > 424.0 & utilities <=  29.5","1","national","ranger","any_error",205,0.4,0.324,2,1,89,"buffer"
"months_since_cert_n >=   7.00 & total_deductions_by_hh_size >=   5.00 & unc_rawben_rel_max >=   1.93 & utilities < 844.00","1","national","xgboost","any_error",389,0.3779,0.3228,19,1,90,"buffer"
"rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 268.000 & unc_rawben_rel_max >=   0.993","2-3","national","xgboost","any_error",121,0.4215,0.3226,2,1,91,"buffer"
"rawben_rel_max >=   0.605 & shelter_expenses_by_hh_size >= 186.000 & total_deductions_by_hh_size < 187.000 & unc_rawben_rel_max <   1.050","4+","state","xgboost","any_error",43,0.4884,0.3226,43,9,92,"buffer"
"percent_abawd <   0.0769 & rawben_rel_max <   0.9140 & shelter_expenses_by_hh_size < 476.0000 & total_deductions_by_hh_size >= 305.0000","4+","national","xgboost","any_error",307,0.3844,0.3223,2,1,93,"buffer"
"shelter_expenses_by_hh_size >= 907 & total_deductions_by_hh_size >= 577 & total_deductions_by_hh_size < 680 & utilities < 800","2-3","national","xgboost","any_error",84,0.4405,0.3219,2,1,94,"buffer"
"medical_deductions >= 183.000 & rawben_rel_max >=   0.868 & rawben_rel_max <   0.990","1","national","xgboost","any_error",154,0.4091,0.3215,5,1,95,"buffer"
"HH_size_n >=   8.00 & shelter_expenses_by_hh_size < 106.00 & total_deductions_by_hh_size >=  44.50 & unc_rawben_rel_max <   0.78","4+","national","xgboost","any_error",66,0.4545,0.3209,1,1,96,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.983 & unc_rawben_rel_max <   0.993 & utilities < 800.000","1","national","xgboost","any_error",647,0.3632,0.3205,38,5,97,"buffer"
"shelter_expenses_by_hh_size >= 1330.00 & shelter_expenses_by_hh_size < 1770.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",114,0.4211,0.3195,4,1,98,"buffer"
"HH_size_n >   5.5 & total_deductions_by_hh_size >  90.2 & total_deductions_by_hh_size <= 328.0 & utilities <= 652.0","4+","state","ranger","any_error",36,0.5,0.3193,36,2,99,"buffer"
"HH_size_n >= 5.000 & months_since_cert_n >= 5.000 & rawben_rel_max >= 0.781","4+","state","xgboost","any_error",36,0.5,0.3193,36,10,100,"buffer"
"rawben_rel_max >=   0.988 & total_deductions_by_hh_size >= 489.000 & unc_rawben_rel_max <   1.000 & utilities < 819.000","1","national","xgboost","any_error",632,0.3623,0.3192,39,1,101,"buffer"
"elderly_disabled_i >   0.50 & unc_rawben_rel_max >   1.79 & utilities <= 600.00","1","national","ranger","any_error",577,0.364,0.3188,13,2,102,"buffer"
"rawben_rel_max >=   0.432 & rawben_rel_max <   0.929 & total_deductions_by_hh_size >=  90.100 & total_deductions_by_hh_size < 187.000","4+","state","xgboost","any_error",51,0.4706,0.3188,51,10,103,"buffer"
"HH_size_n <   3.000 & rawben_rel_max <   0.619 & total_deductions_by_hh_size >= 518.000 & utilities < 580.000","2-3","national","xgboost","any_error",254,0.3858,0.3179,4,2,104,"buffer"
"children_i <  1.00000 & months_since_cert_n >=  7.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max < -0.00344","1","national","xgboost","any_error",85,0.4353,0.3178,4,1,105,"buffer"
"months_since_cert_n >=  11.000 & shelter_expenses_by_hh_size >= 263.000 & total_deductions_by_hh_size >= 176.000 & unc_rawben_rel_max <   0.997","4+","national","xgboost","any_error",190,0.3947,0.3163,1,1,106,"buffer"
"count_divisible_by_100 <= 0.50 & HH_size_n > 4.50 & months_since_cert_n <= 5.50 & rawben_rel_max <= 0.76","4+","state","ranger","any_error",54,0.463,0.3158,54,21,107,"buffer"
"elderly_disabled_i >    0.5 & months_since_cert_n <=    5.5 & shelter_expenses_by_hh_size > 1830.0 & unc_rawben_rel_max <=    1.0","1","national","ranger","any_error",99,0.4242,0.3156,3,1,108,"buffer"
"elderly_disabled_i >   0.500 & rawben_rel_max <=   0.997 & total_deductions_by_hh_size > 506.000","2-3","national","ranger","any_error",456,0.3662,0.3156,11,3,109,"buffer"
"count_divisible_by_100 > 0.50 & married > 0.50 & months_since_cert_n > 5.50 & rawben_rel_max <= 0.96","4+","national","ranger","any_error",110,0.4182,0.3152,3,1,110,"buffer"
"months_since_cert_n >   6.50 & percent_abawd <=   0.45 & rawben_rel_max >   0.66 & total_deductions_by_hh_size > 229.00","4+","national","ranger","any_error",262,0.3817,0.3149,13,6,111,"buffer"
"months_since_cert_n >   6.500 & rawben_rel_max >   0.712 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 258.000","4+","national","ranger","any_error",463,0.365,0.3148,19,1,112,"buffer"
"expedited_i <=   0.5 & HH_size_n >   5.5 & total_deductions_by_hh_size <= 168.0 & utilities <= 652.0","4+","state","ranger","any_error",34,0.5,0.3147,34,3,113,"buffer"
"expedited_i > 0.500 & HH_size_n <= 4.500 & months_since_cert_n > 9.500 & rawben_rel_max <= 0.998","4+","national","ranger","any_error",34,0.5,0.3147,4,1,114,"buffer"
"months_since_cert_n <    6.00 & shelter_expenses_by_hh_size < 1820.00 & total_deductions_by_hh_size >= 1330.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",62,0.4516,0.3145,4,1,115,"buffer"
"HH_size_n >=   5.000 & months_since_cert_n <   6.000 & rawben_rel_max <   0.791 & total_deductions_by_hh_size < 164.000","4+","state","xgboost","any_error",44,0.4773,0.3145,44,1,116,"buffer"
"medical_deductions <=   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 880.000 & utilities <=   5.000","1","national","ranger","any_error",277,0.3791,0.3142,1,1,117,"buffer"
"months_since_cert_n >   8.500 & rawben_rel_max >   0.507 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 228.000","4+","national","ranger","any_error",563,0.3588,0.3133,17,2,118,"buffer"
"rawben_rel_max >=   0.241 & total_deductions_by_hh_size >= 630.000 & unc_rawben_rel_max <   1.050 & utilities < 345.000","1","national","xgboost","any_error",608,0.3569,0.3132,8,2,119,"buffer"
"HH_size_n >   4.500 & months_since_cert_n >   5.500 & total_deductions_by_hh_size > 218.000 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",226,0.385,0.3132,8,3,120,"buffer"
"rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 928.000 & unc_rawben_rel_max <   1.340 & utilities < 672.000","2-3","national","xgboost","any_error",232,0.3836,0.3128,5,2,121,"buffer"
"rawben_rel_max >=   0.565 & shelter_expenses_by_hh_size >= 177.000 & total_deductions_by_hh_size < 180.000","4+","state","xgboost","any_error",65,0.4462,0.3124,65,7,122,"buffer"
"months_since_cert_n >=   6.00 & months_since_cert_n <  10.00 & unc_rawben_rel_max <   1.05 & utilities < 680.00","4+","state","xgboost","any_error",52,0.4615,0.3121,52,16,123,"buffer"
"rawben_rel_max >=   0.489 & rawben_rel_max <   0.869 & shelter_expenses_by_hh_size >= 156.000 & total_deductions_by_hh_size < 194.000","4+","state","xgboost","any_error",47,0.4681,0.311,47,2,124,"buffer"
"elderly_disabled_i <= 0.500 & expedited_i > 0.500 & months_since_cert_n <= 0.500 & unc_rawben_rel_max <= 0.908","2-3","national","ranger","any_error",42,0.4762,0.3102,2,1,125,"buffer"
"total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max <=   0.78 & utilities <= 578.00","2-3","national","ranger","any_error",623,0.3531,0.31,8,2,126,"buffer"
"HH_size_n >= 5.00 & months_since_cert_n >= 6.00 & rawben_rel_max >= 0.63 & unc_rawben_rel_max < 1.08","4+","state","xgboost","any_error",32,0.5,0.3099,32,2,127,"buffer"
"months_since_cert_n >   5.5 & months_since_cert_n <=   7.5 & utilities <= 652.0","4+","state","ranger","any_error",32,0.5,0.3099,32,2,128,"buffer"
"percent_abawd <=   0.0833 & shelter_expenses_by_hh_size > 210.0000 & total_deductions_by_hh_size <= 130.0000","4+","state","ranger","any_error",32,0.5,0.3099,32,6,129,"buffer"
"rawben_rel_max >=   0.432 & rawben_rel_max <   0.756 & shelter_expenses_by_hh_size < 345.000 & total_deductions_by_hh_size >=  99.800","4+","state","xgboost","any_error",37,0.4865,0.3097,37,4,130,"buffer"
"medical_deductions >=  5.00000 & medical_deductions <  8.00000 & unc_rawben_rel_max >= -0.00344","1","national","xgboost","any_error",90,0.4222,0.3089,3,1,131,"buffer"
"HH_size_n <=   2.500 & medical_deductions > 194.000 & rawben_rel_max >   0.155","2-3","national","ranger","any_error",244,0.377,0.3083,6,2,132,"buffer"
"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 504.000 & utilities < 277.000","1","national","xgboost","any_error",721,0.3481,0.3081,16,1,133,"buffer"
"percent_abawd > 0.125 & rawben_rel_max <= 0.700 & unc_rawben_rel_max > 0.675","2-3","national","ranger","any_error",50,0.46,0.3081,2,2,134,"buffer"
"married >   0.500 & rawben_rel_max >   0.511 & shelter_expenses_by_hh_size <= 315.000","4+","state","ranger","any_error",45,0.4667,0.3068,45,4,135,"buffer"
"medical_deductions >= 153 & medical_deductions < 264 & shelter_expenses_by_hh_size >= 355 & total_deductions_by_hh_size >= 395","2-3","national","xgboost","any_error",88,0.4205,0.3062,4,3,136,"buffer"
"cat_elig <=   1.5 & HH_size_n >   5.5 & total_deductions_by_hh_size <= 179.0 & utilities <= 652.0","4+","state","ranger","any_error",40,0.475,0.3056,40,1,137,"buffer"
"rawben_rel_max >=   0.367 & shelter_expenses_by_hh_size >= 143.000 & total_deductions_by_hh_size < 150.000 & utilities < 680.000","4+","state","xgboost","any_error",53,0.4528,0.3056,53,4,138,"buffer"
"elderly_disabled_i >   0.500 & total_deductions_by_hh_size > 502.000 & unc_rawben_rel_max <=   0.997 & utilities >  30.500","2-3","national","ranger","any_error",462,0.355,0.3051,12,1,139,"buffer"
"medical_deductions >= 145.000 & rawben_rel_max >=   0.142 & total_deductions_by_hh_size >= 256.000","2-3","national","xgboost","any_error",330,0.3636,0.3047,8,3,140,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 606.000 & unc_rawben_rel_max <=   0.991 & utilities <= 346.000","1","national","ranger","any_error",714,0.3445,0.3045,10,1,141,"buffer"
"rawben_rel_max >=   0.604 & rawben_rel_max <   0.940 & shelter_expenses_by_hh_size < 324.000","4+","state","xgboost","any_error",64,0.4375,0.3038,64,4,142,"buffer"
"medical_deductions <= 182.00 & total_deductions_by_hh_size >   2.80 & unc_rawben_rel_max >   1.93 & utilities <= 680.00","1","national","ranger","any_error",563,0.3481,0.3031,34,2,143,"buffer"
"cat_elig >   1.5 & children_i <=   0.5 & shelter_expenses_by_hh_size > 264.0 & total_deductions_by_hh_size > 568.0","2-3","national","ranger","any_error",137,0.3942,0.3028,2,1,144,"buffer"
"HH_size_n >   4.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 260.000 & unc_rawben_rel_max <=   0.987","4+","national","ranger","any_error",537,0.3482,0.3021,19,1,145,"buffer"
"cat_elig >    0.500 & rawben_rel_max <=    0.991 & total_deductions_by_hh_size > 1300.000","1","national","ranger","any_error",270,0.3667,0.3017,8,1,146,"buffer"
