"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag","collapsed","dominated","dominated_by","pruned_conditions","rule_pruned","precision_recomputed","n_flagged_recomputed"
"4","rule7139","unc_rawben_rel_max < 0.9927 & rawearn >= 4.5 & rawgross < 1195",3,"INCLUDE",-0.557,0.108,3.9,206,43,163,0.209,0.122,0.166,3.13,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 0.9927 & rawearn >= 4.5 & rawgross < 1195",NA,NA
"4","rule5396","shelter_expenses >= 1440 & total_deductions < 1046 & total_deductions >= 943.5",3,"INCLUDE",-0.026,0.004,2.6,140,29,111,0.207,0.082,0.074,3.11,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1440 & total_deductions < 1046 & total_deductions >= 943.5",NA,NA
"5+","rule2536","total_deductions >= 352.3 & utilities < 292.5 & utilities >= 285.5",3,"INCLUDE",-0.083,0.006,0.5,30,13,17,0.433,0.031,0.023,6.03,0.072,"earned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 352.3 & utilities < 292.5 & utilities >= 285.5",NA,NA
"5+","rule14272","cat_elig >= 1.5 & rawben_rel_max < 0.3909 & rawben_rel_max >= 0.3416",3,"INCLUDE",-0.056,0.006,1,61,15,46,0.246,0.035,0.025,3.42,0.072,"earned_overissuance",FALSE,FALSE,NA,"","cat_elig >= 1.5 & rawben_rel_max < 0.3909 & rawben_rel_max >= 0.3416",NA,NA
"5+","rule9592","rawgross < 4178 & utilities >= 285.5 & utilities < 301.5",3,"INCLUDE",-0.221,0.027,1.5,91,21,70,0.231,0.049,0.037,3.21,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawgross < 4178 & utilities >= 285.5 & utilities < 301.5",NA,NA
"5+","rule1763","rawearn >= 1106 & months_since_cert_n >= 6.5 & utilities >= 740",3,"INCLUDE",-0.417,0.064,2.4,144,33,111,0.229,0.077,0.082,3.19,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1106 & months_since_cert_n >= 6.5 & utilities >= 740",NA,NA
"5+","rule3648","rawgross >= 142.5 & rawben_rel_max < 0.8993 & rawben_rel_max >= 0.8882",3,"INCLUDE",-0.026,0.003,1.1,64,14,50,0.219,0.033,0.049,3.04,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawgross >= 142.5 & rawben_rel_max < 0.8993 & rawben_rel_max >= 0.8882",NA,NA
"5+","rule6141","rawearn >= 1306 & rawearn < 1482 & rawgross >= 1444",3,"INCLUDE",-0.28,0.034,1.5,87,19,68,0.218,0.045,0.047,3.04,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1306 & rawearn < 1482 & rawgross >= 1444",NA,NA
"5+","rule12764","shelter_expenses >= 1590 & rawgross < 1648 & rawben_rel_max < 0.9903",3,"INCLUDE",-0.107,0.013,1.5,87,19,68,0.218,0.045,0.07,3.04,0.072,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1590 & rawgross < 1648 & rawben_rel_max < 0.9903",NA,NA
"5+","rule5742","rawearn >= 1338 & utilities >= 841.5 & rawgross < 3724",3,"INCLUDE",-0.18,0.028,2.5,151,32,119,0.212,0.075,0.075,2.95,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1338 & utilities >= 841.5 & rawgross < 3724",NA,NA
"5+","rule700","rawearn < 2580 & rawearn >= 2492",2,"INCLUDE",-0.128,0.016,1.6,96,20,76,0.208,0.047,0.04,2.9,0.072,"earned_overissuance",FALSE,FALSE,NA,"","rawearn < 2580 & rawearn >= 2492",NA,NA
"1","rule4698","unc_rawben_rel_max >= 1.367 & rawunearn < 0.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.212",4,"INCLUDE",-0.148,0.023,2.5,210,145,65,0.69,0.258,0.282,10.36,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.367 & rawunearn < 0.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.212",NA,NA
"1","rule7955","unc_rawben_rel_max >= 1.255 & rawunearn < 7.5 & elderly_disabled_i %in% c(""TRUE"")",3,"INCLUDE",-0.359,0.071,4,338,229,109,0.678,0.407,0.462,10.16,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.255 & rawunearn < 7.5 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"1","rule2723","unc_rawben_rel_max >= 1.797 & elderly_disabled_i %in% c(""TRUE"") & utilities < 863.5",3,"INCLUDE",-0.312,0.05,2.6,222,150,72,0.676,0.267,0.289,10.14,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.797 & elderly_disabled_i %in% c(""TRUE"") & utilities < 863.5",NA,NA
"1","rule1400","expedited_i %in% c(""FALSE"") & utilities >= 524 & unc_rawben_rel_max >= 2.06",3,"INCLUDE",-0.115,0.012,1.1,89,58,31,0.652,0.103,0.116,9.78,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","expedited_i %in% c(""FALSE"") & utilities >= 524 & unc_rawben_rel_max >= 2.06",NA,NA
"1","rule405","unc_rawben_rel_max < 1.97 & unc_rawben_rel_max >= 1.344 & utilities < 496 & elderly_disabled_i %in% c(""TRUE"")",4,"INCLUDE",-0.076,0.01,1.7,140,91,49,0.65,0.162,0.191,9.75,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.97 & unc_rawben_rel_max >= 1.344 & utilities < 496 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"1","rule2917","rawunearn < 777.5 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 4.5 & months_since_cert_n >= 9.5",4,"INCLUDE",-0.005,0.001,2.3,197,121,76,0.614,0.215,0.246,9.21,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 777.5 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 4.5 & months_since_cert_n >= 9.5",NA,NA
"1","rule5706","rawgross < 8.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 457 & months_since_cert_n >= 9.5",4,"INCLUDE",-0.18,0.023,1.6,136,80,56,0.588,0.142,0.168,8.82,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawgross < 8.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 457 & months_since_cert_n >= 9.5",NA,NA
"1","rule9259","rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 661 & cat_elig < 1.5",4,"INCLUDE",-0.181,0.036,4,340,193,147,0.568,0.343,0.387,8.51,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawgross < 0.5 & elderly_disabled_i %in% c(""TRUE"") & utilities < 661 & cat_elig < 1.5",NA,NA
"1","rule14648","total_deductions < 1566 & total_deductions >= 1025 & rawunearn < 0.5",3,"INCLUDE",-0.164,0.016,1,82,45,37,0.549,0.08,0.096,8.23,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions < 1566 & total_deductions >= 1025 & rawunearn < 0.5",NA,NA
"1","rule21794","unc_rawben_rel_max >= 0.5046 & shelter_expenses >= 750.5 & count_divisible_by_100 >= 0.5 & rawben_rel_max < 0.8093",4,"INCLUDE",-0.057,0.003,0.3,24,13,11,0.542,0.023,0.022,8.12,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 0.5046 & shelter_expenses >= 750.5 & count_divisible_by_100 >= 0.5 & rawben_rel_max < 0.8093",NA,NA
"1","rule2608","unc_rawben_rel_max >= 1.811 & utilities < 618 & utilities >= 554.5",3,"INCLUDE",-0.121,0.01,0.7,63,33,30,0.524,0.059,0.071,7.86,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.811 & utilities < 618 & utilities >= 554.5",NA,NA
"1","rule11930","total_deductions >= 1.5 & rawgross < 4.5 & utilities < 320 & percent_abawd < 0.5",4,"INCLUDE",-0.208,0.03,2.1,181,94,87,0.519,0.167,0.2,7.79,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 1.5 & rawgross < 4.5 & utilities < 320 & percent_abawd < 0.5",NA,NA
"1","rule19623","rawunearn < 0.5 & months_since_cert_n >= 6.5 & unc_rawben_rel_max >= 1.351",3,"INCLUDE",-0.042,0.008,3.6,305,157,148,0.515,0.279,0.305,7.72,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 0.5 & months_since_cert_n >= 6.5 & unc_rawben_rel_max >= 1.351",NA,NA
"1","rule2577","unc_rawben_rel_max >= 1.7 & utilities < 856 & shelter_expenses >= 871.5 & total_deductions >= 642.6",4,"INCLUDE",-0.055,0.008,2,167,85,82,0.509,0.151,0.182,7.63,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.7 & utilities < 856 & shelter_expenses >= 871.5 & total_deductions >= 642.6",NA,NA
"1","rule4426","unc_rawben_rel_max >= 1.792 & shelter_expenses >= 744 & months_since_cert_n >= 7.5",3,"INCLUDE",-0.377,0.05,1.8,152,77,75,0.507,0.137,0.148,7.6,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.792 & shelter_expenses >= 744 & months_since_cert_n >= 7.5",NA,NA
"1","rule11651","unc_rawben_rel_max >= 1.854 & months_since_cert_n >= 3.5 & utilities >= 554.5 & shelter_expenses >= 1032",4,"INCLUDE",0,0,0.8,71,36,35,0.507,0.064,0.076,7.61,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.854 & months_since_cert_n >= 3.5 & utilities >= 554.5 & shelter_expenses >= 1032",NA,NA
"1","rule10125","count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.801 & utilities < 606.5 & shelter_expenses < 1038",4,"INCLUDE",-0.353,0.052,2.2,184,92,92,0.5,0.164,0.166,7.5,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.801 & utilities < 606.5 & shelter_expenses < 1038",NA,NA
"1","rule12227","unc_rawben_rel_max >= 1.895 & months_since_cert_n >= 2.5",2,"INCLUDE",-0.126,0.023,3.4,285,136,149,0.477,0.242,0.261,7.16,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.895 & months_since_cert_n >= 2.5",NA,NA
"1","rule4087","unc_rawben_rel_max < 1.703 & medical_deductions >= 109.5 & unc_rawben_rel_max >= 0.422 & utilities < 358",4,"INCLUDE",-0.007,0,0.4,36,17,19,0.472,0.03,0.027,7.08,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.703 & medical_deductions >= 109.5 & unc_rawben_rel_max >= 0.422 & utilities < 358",NA,NA
"1","rule16173","count_divisible_by_100 < 0.5 & rawgross < 0.5 & unc_rawben_rel_max >= 1.218 & utilities < 38.5",4,"INCLUDE",-0.252,0.03,1.5,123,57,66,0.463,0.101,0.119,6.95,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & rawgross < 0.5 & unc_rawben_rel_max >= 1.218 & utilities < 38.5",NA,NA
"1","rule15469","count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.234 & utilities < 411 & rawgross < 1",4,"INCLUDE",-0.279,0.053,3.8,318,136,182,0.428,0.242,0.279,6.42,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.234 & utilities < 411 & rawgross < 1",NA,NA
"1","rule9612","rawunearn < 733 & elderly_disabled_i %in% c(""TRUE"") & utilities < 518 & utilities >= 423.5",4,"INCLUDE",-0.251,0.027,1.2,102,43,59,0.422,0.077,0.081,6.32,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 733 & elderly_disabled_i %in% c(""TRUE"") & utilities < 518 & utilities >= 423.5",NA,NA
"1","rule12126","unc_rawben_rel_max >= 0.3049 & months_since_cert_n >= 19.5 & utilities < 433 & total_deductions >= 533.5",4,"INCLUDE",-0.085,0.006,0.5,39,16,23,0.41,0.028,0.028,6.15,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 0.3049 & months_since_cert_n >= 19.5 & utilities < 433 & total_deductions >= 533.5",NA,NA
"1","rule7253","count_divisible_by_100 < 0.5 & total_deductions >= 32.5 & rawunearn < 744 & elderly_disabled_i %in% c(""TRUE"")",4,"INCLUDE",-0.021,0.005,7.5,632,258,374,0.408,0.459,0.504,6.12,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & total_deductions >= 32.5 & rawunearn < 744 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"1","rule10220","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 682.5 & months_since_cert_n >= 8.5",3,"INCLUDE",-0.047,0.01,4.9,409,165,244,0.403,0.294,0.328,6.05,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""TRUE"") & rawunearn < 682.5 & months_since_cert_n >= 8.5",NA,NA
"1","rule14999","count_divisible_by_100 < 0.5 & total_deductions < 1575 & unc_rawben_rel_max >= 1.234 & utilities < 58.5",4,"INCLUDE",-0.152,0.022,2.1,178,71,107,0.399,0.126,0.15,5.98,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & total_deductions < 1575 & unc_rawben_rel_max >= 1.234 & utilities < 58.5",NA,NA
"1","rule6889","count_divisible_by_100 < 0.5 & months_since_cert_n >= 7.5 & rawunearn < 743 & elderly_disabled_i %in% c(""TRUE"")",4,"INCLUDE",-0.336,0.077,5.6,472,187,285,0.396,0.333,0.358,5.94,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & months_since_cert_n >= 7.5 & rawunearn < 743 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"1","rule20198","elderly_disabled_i %in% c(""TRUE"") & rawgross < 91 & unc_rawben_rel_max < 1.662 & cat_elig < 1.5",4,"INCLUDE",-0.012,0.002,2.2,188,74,114,0.394,0.132,0.166,5.9,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""TRUE"") & rawgross < 91 & unc_rawben_rel_max < 1.662 & cat_elig < 1.5",NA,NA
"1","rule11548","rawunearn < 663.5 & elderly_disabled_i %in% c(""TRUE"") & rawben_rel_max >= 0.8475",3,"INCLUDE",-0.221,0.063,8.9,751,292,459,0.389,0.52,0.599,5.83,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 663.5 & elderly_disabled_i %in% c(""TRUE"") & rawben_rel_max >= 0.8475",NA,NA
"1","rule7130","rawben_rel_max >= 0.3577 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 680.5 & months_since_cert_n >= 1.5",4,"INCLUDE",-0.005,0.001,9.1,768,288,480,0.375,0.512,0.575,5.62,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.3577 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 680.5 & months_since_cert_n >= 1.5",NA,NA
"1","rule13429","total_deductions >= 403.6 & utilities < 396 & months_since_cert_n >= 18.5",3,"INCLUDE",-0.346,0.029,0.7,59,22,37,0.373,0.039,0.039,5.59,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 403.6 & utilities < 396 & months_since_cert_n >= 18.5",NA,NA
"1","rule12392","count_divisible_by_100 < 0.5 & rawgross < 607.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.205",4,"INCLUDE",-0.41,0.106,7.2,608,220,388,0.362,0.391,0.44,5.43,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & rawgross < 607.5 & elderly_disabled_i %in% c(""TRUE"") & unc_rawben_rel_max < 2.205",NA,NA
"1","rule6495","total_deductions < 1207 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 682 & cat_elig < 1.5",4,"INCLUDE",-0.307,0.081,7.5,633,228,405,0.36,0.406,0.435,5.4,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions < 1207 & elderly_disabled_i %in% c(""TRUE"") & rawgross < 682 & cat_elig < 1.5",NA,NA
"1","rule3862","unc_rawben_rel_max < 1.881 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.269 & utilities < 313",4,"INCLUDE",-0.449,0.062,1.9,162,58,104,0.358,0.103,0.131,5.37,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.881 & count_divisible_by_100 < 0.5 & unc_rawben_rel_max >= 1.269 & utilities < 313",NA,NA
"1","rule11419","unc_rawben_rel_max >= 0.2829 & rawben_rel_max < 0.9718 & medical_deductions >= 108 & medical_deductions < 135.7",4,"INCLUDE",-0.106,0.009,0.7,55,19,36,0.345,0.034,0.024,5.18,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 0.2829 & rawben_rel_max < 0.9718 & medical_deductions >= 108 & medical_deductions < 135.7",NA,NA
"1","rule14100","shelter_expenses < 1088 & months_since_cert_n >= 24.5 & rawunearn < 910",3,"INCLUDE",-0.485,0.053,1.2,101,34,67,0.337,0.06,0.054,5.05,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","shelter_expenses < 1088 & months_since_cert_n >= 24.5 & rawunearn < 910",NA,NA
"1","rule12796","rawgross < 769.5 & elderly_disabled_i %in% c(""FALSE"") & shelter_expenses >= 3 & shelter_expenses < 46",4,"INCLUDE",-0.889,0.048,0.3,25,8,17,0.32,0.014,0.013,4.8,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawgross < 769.5 & elderly_disabled_i %in% c(""FALSE"") & shelter_expenses >= 3 & shelter_expenses < 46",NA,NA
"1","rule1750","unc_rawben_rel_max < 1.633 & medical_deductions >= 129.5 & unc_rawben_rel_max >= 0.3292 & utilities < 434",4,"INCLUDE",-0.035,0.003,0.8,65,20,45,0.308,0.036,0.027,4.62,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.633 & medical_deductions >= 129.5 & unc_rawben_rel_max >= 0.3292 & utilities < 434",NA,NA
"1","rule9576","rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & expedited_i %in% c(""FALSE"") & utilities < 380.5",4,"INCLUDE",-0.285,0.072,6.9,581,177,404,0.305,0.315,0.33,4.57,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & expedited_i %in% c(""FALSE"") & utilities < 380.5",NA,NA
"1","rule19312","medical_deductions >= 132.5 & unc_rawben_rel_max >= 0.331 & rawben_rel_max < 0.8843 & months_since_cert_n < 4.5",4,"INCLUDE",-0.017,0.001,0.5,46,14,32,0.304,0.025,0.016,4.57,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","medical_deductions >= 132.5 & unc_rawben_rel_max >= 0.331 & rawben_rel_max < 0.8843 & months_since_cert_n < 4.5",NA,NA
"1","rule13016","total_deductions >= 271 & shelter_expenses < 653.5 & months_since_cert_n >= 7.5 & shelter_expenses >= 380.5",4,"INCLUDE",-0.104,0.016,2.6,215,60,155,0.279,0.107,0.109,4.19,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 271 & shelter_expenses < 653.5 & months_since_cert_n >= 7.5 & shelter_expenses >= 380.5",NA,NA
"1","rule13309","medical_deductions >= 127.5 & rawben_rel_max >= 0.3234 & utilities < 713 & rawunearn >= 1190",4,"INCLUDE",-0.027,0.003,1,81,22,59,0.272,0.039,0.026,4.07,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","medical_deductions >= 127.5 & rawben_rel_max >= 0.3234 & utilities < 713 & rawunearn >= 1190",NA,NA
"1","rule17500","shelter_expenses >= 1476 & utilities < 863.5 & expedited_i %in% c(""FALSE"") & rawgross < 1546",4,"INCLUDE",-0.201,0.026,1.7,145,39,106,0.269,0.069,0.087,4.03,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1476 & utilities < 863.5 & expedited_i %in% c(""FALSE"") & rawgross < 1546",NA,NA
"1","rule15835","rawgross < 808 & rawben_rel_max < 0.9662 & utilities >= 34 & total_deductions < 182",4,"INCLUDE",-0.311,0.03,1,82,22,60,0.268,0.039,0.03,4.02,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawgross < 808 & rawben_rel_max < 0.9662 & utilities >= 34 & total_deductions < 182",NA,NA
"1","rule21311","medical_deductions >= 132.5 & shelter_expenses >= 908 & rawben_rel_max < 0.8775 & rawunearn < 1426",4,"INCLUDE",-0.087,0.006,0.5,43,11,32,0.256,0.02,0.016,3.84,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","medical_deductions >= 132.5 & shelter_expenses >= 908 & rawben_rel_max < 0.8775 & rawunearn < 1426",NA,NA
"1","rule24447","rawunearn < 804.5 & rawben_rel_max < 0.9505 & unc_rawben_rel_max >= 0.832 & rawunearn >= 300",4,"INCLUDE",-0.072,0.008,1.1,95,24,71,0.253,0.043,0.041,3.79,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 804.5 & rawben_rel_max < 0.9505 & unc_rawben_rel_max >= 0.832 & rawunearn >= 300",NA,NA
"1","rule15207","utilities < 487.5 & total_deductions >= 103 & total_deductions < 216.5 & rawben_rel_max >= 0.504",4,"INCLUDE",-0.415,0.049,1.4,119,30,89,0.252,0.053,0.055,3.78,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","utilities < 487.5 & total_deductions >= 103 & total_deductions < 216.5 & rawben_rel_max >= 0.504",NA,NA
"1","rule7247","unc_rawben_rel_max < 1.988 & rawben_rel_max >= 0.4395 & rawunearn >= 1344 & rawunearn < 1415",4,"INCLUDE",-0.097,0.007,0.6,48,12,36,0.25,0.021,0.015,3.75,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.988 & rawben_rel_max >= 0.4395 & rawunearn >= 1344 & rawunearn < 1415",NA,NA
"1","rule15121","count_divisible_by_100 < 0.5 & total_deductions >= 49.5 & utilities < 9 & rawunearn < 847",4,"INCLUDE",-0.609,0.107,3.2,271,66,205,0.244,0.117,0.123,3.65,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & total_deductions >= 49.5 & utilities < 9 & rawunearn < 847",NA,NA
"1","rule13062","medical_deductions < 177.5 & total_deductions >= 162 & shelter_expenses < 410 & total_deductions < 202.2",4,"INCLUDE",-0.045,0.004,0.7,62,15,47,0.242,0.027,0.027,3.63,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","medical_deductions < 177.5 & total_deductions >= 162 & shelter_expenses < 410 & total_deductions < 202.2",NA,NA
"1","rule23420","rawunearn < 813.5 & unc_rawben_rel_max < 0.9458 & rawben_rel_max >= 0.4347 & rawben_rel_max < 0.5232",4,"INCLUDE",-0.034,0.002,0.5,46,11,35,0.239,0.02,0.011,3.59,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawunearn < 813.5 & unc_rawben_rel_max < 0.9458 & rawben_rel_max >= 0.4347 & rawben_rel_max < 0.5232",NA,NA
"1","rule20902","count_divisible_by_100 < 0.5 & rawunearn < 837.5 & shelter_expenses >= 9.5 & utilities < 52",4,"INCLUDE",-0.208,0.042,4.2,355,83,272,0.234,0.148,0.157,3.51,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 < 0.5 & rawunearn < 837.5 & shelter_expenses >= 9.5 & utilities < 52",NA,NA
"1","rule2275","unc_rawben_rel_max < 1.527 & unc_rawben_rel_max >= 0.3252 & rawunearn >= 1316 & rawben_rel_max < 0.729",4,"INCLUDE",-0.008,0.001,1.7,145,34,111,0.234,0.06,0.042,3.52,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.527 & unc_rawben_rel_max >= 0.3252 & rawunearn >= 1316 & rawben_rel_max < 0.729",NA,NA
"1","rule22432","count_divisible_by_100 >= 0.5 & utilities >= 309.5 & rawgross < 986",3,"INCLUDE",-0.478,0.055,1.3,111,25,86,0.225,0.044,0.052,3.38,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","count_divisible_by_100 >= 0.5 & utilities >= 309.5 & rawgross < 986",NA,NA
"1","rule17631","total_deductions >= 26 & rawgross < 860 & total_deductions < 412.6 & elderly_disabled_i %in% c(""TRUE"")",4,"INCLUDE",-0.126,0.029,5.6,471,104,367,0.221,0.185,0.194,3.31,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 26 & rawgross < 860 & total_deductions < 412.6 & elderly_disabled_i %in% c(""TRUE"")",NA,NA
"1","rule21196","rawgross >= 253 & rawunearn >= 973.5 & rawben_rel_max >= 0.4747 & utilities < 372",4,"INCLUDE",-0.096,0.009,0.9,77,17,60,0.221,0.03,0.023,3.31,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawgross >= 253 & rawunearn >= 973.5 & rawben_rel_max >= 0.4747 & utilities < 372",NA,NA
"1","rule1177","unc_rawben_rel_max < 1.954 & rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & cat_elig < 1.5",4,"INCLUDE",-0.343,0.102,9.8,826,181,645,0.219,0.322,0.343,3.29,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.954 & rawunearn < 813.5 & elderly_disabled_i %in% c(""TRUE"") & cat_elig < 1.5",NA,NA
"1","rule9309","rawben_rel_max >= 0.3935 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 651",3,"INCLUDE",-0.164,0.054,12.2,1026,222,804,0.216,0.395,0.426,3.25,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.3935 & elderly_disabled_i %in% c(""TRUE"") & shelter_expenses < 651",NA,NA
"1","rule21335","months_since_cert_n >= 4.5 & rawgross < 781 & rawben_rel_max < 0.994 & months_since_cert_n < 10.5",4,"INCLUDE",-0.286,0.037,1.7,140,30,110,0.214,0.053,0.051,3.21,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","months_since_cert_n >= 4.5 & rawgross < 781 & rawben_rel_max < 0.994 & months_since_cert_n < 10.5",NA,NA
"1","rule9418","unc_rawben_rel_max < 1.703 & medical_deductions >= 108 & medical_deductions < 143.5 & rawben_rel_max >= 0.22",4,"INCLUDE",-0.253,0.032,1.7,141,30,111,0.213,0.053,0.041,3.19,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.703 & medical_deductions >= 108 & medical_deductions < 143.5 & rawben_rel_max >= 0.22",NA,NA
"1","rule4941","unc_rawben_rel_max < 1.727 & unc_rawben_rel_max >= 0.2826 & rawunearn >= 1342 & total_deductions < 902",4,"INCLUDE",-0.113,0.012,1.2,99,21,78,0.212,0.037,0.022,3.18,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.727 & unc_rawben_rel_max >= 0.2826 & rawunearn >= 1342 & total_deductions < 902",NA,NA
"1","rule5817","unc_rawben_rel_max < 1.93 & shelter_expenses >= 1464 & total_deductions < 1065 & rawben_rel_max >= 0.2815",4,"INCLUDE",-0.062,0.009,2,170,36,134,0.212,0.064,0.073,3.18,0.067,"unearned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.93 & shelter_expenses >= 1464 & total_deductions < 1065 & rawben_rel_max >= 0.2815",NA,NA
