"hh_size","rule_id","rule","n_conditions","role","coefficient","importance","workload_pct","n_flagged","errors_caught","clean_flagged","precision","recall","dollar_recall","lift","base_rate","error_tag","collapsed","dominated","dominated_by","pruned_conditions","rule_pruned","precision_recomputed","n_flagged_recomputed"
"1","rule4302","rawearn < 318.5 & rawgross < 30 & total_deductions >= 14 & unc_rawben_rel_max < 1.582",4,"INCLUDE",-0.017,0.002,1.3,149,37,112,0.248,0.047,0.048,3.72,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn < 318.5 & rawgross < 30 & total_deductions >= 14 & unc_rawben_rel_max < 1.582",NA,NA
"1","rule5867","rawunearn < 499.5 & cat_elig >= 0.5 & unc_rawben_rel_max >= 1.472 & utilities < 578.5",4,"INCLUDE",-0.018,0.004,5,598,147,451,0.246,0.185,0.214,3.69,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 499.5 & cat_elig >= 0.5 & unc_rawben_rel_max >= 1.472 & utilities < 578.5",NA,NA
"1","rule10317","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 10.5 & unc_rawben_rel_max >= 1.203",3,"INCLUDE",-0.015,0.002,1.1,136,33,103,0.243,0.042,0.049,3.64,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 10.5 & unc_rawben_rel_max >= 1.203",NA,NA
"1","rule2936","rawunearn < 495.5 & rawben_rel_max < 0.9809 & months_since_cert_n < 8.5 & unc_rawben_rel_max < 0.8701",4,"INCLUDE",0.28,0.058,4.5,541,128,413,0.237,0.161,0.135,3.55,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 495.5 & rawben_rel_max < 0.9809 & months_since_cert_n < 8.5 & unc_rawben_rel_max < 0.8701",NA,NA
"1","rule4313","rawben_rel_max < 0.964 & expedited_i %in% c(""FALSE"") & rawearn >= 72",3,"INCLUDE",0.314,0.079,6.7,800,189,611,0.236,0.238,0.195,3.54,0.067,"earned_overissuance",FALSE,TRUE,"rule2571","","rawben_rel_max < 0.964 & expedited_i %in% c(""FALSE"") & rawearn >= 72",NA,NA
"1","rule9975","elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max < 1.017 & shelter_expenses < 721.5",3,"INCLUDE",-0.027,0.005,4,477,112,365,0.235,0.141,0.133,3.52,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max < 1.017 & shelter_expenses < 721.5",NA,NA
"1","rule9876","rawben_rel_max >= 0.2792 & rawgross >= 1064 & months_since_cert_n >= 18.5 & months_since_cert_n < 21.5",4,"INCLUDE",-0.53,0.032,0.4,43,10,33,0.233,0.013,0.012,3.49,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.2792 & rawgross >= 1064 & months_since_cert_n >= 18.5 & months_since_cert_n < 21.5",NA,NA
"1","rule4765","elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.9529 & expedited_i %in% c(""FALSE"")",3,"INCLUDE",0.038,0.009,5.7,683,158,525,0.231,0.199,0.17,3.47,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.9529 & expedited_i %in% c(""FALSE"")",NA,NA
"1","rule5573","total_deductions >= 948.2 & rawunearn < 1080 & unc_rawben_rel_max < 1.334",3,"INCLUDE",-0.469,0.062,1.8,213,48,165,0.225,0.061,0.059,3.38,0.067,"earned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 948.2 & rawunearn < 1080 & unc_rawben_rel_max < 1.334",NA,NA
"1","rule5941","rawunearn < 761.5 & expedited_i %in% c(""FALSE"") & unc_rawben_rel_max >= 1.544 & unc_rawben_rel_max < 2.202",4,"INCLUDE",-0.07,0.016,5.7,675,152,523,0.225,0.192,0.217,3.38,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 761.5 & expedited_i %in% c(""FALSE"") & unc_rawben_rel_max >= 1.544 & unc_rawben_rel_max < 2.202",NA,NA
"1","rule1797","total_deductions < 585.5 & rawunearn < 853 & rawgross >= 847",3,"INCLUDE",-0.293,0.048,2.8,331,71,260,0.215,0.09,0.077,3.22,0.067,"earned_overissuance",FALSE,FALSE,NA,"","total_deductions < 585.5 & rawunearn < 853 & rawgross >= 847",NA,NA
"1","rule7015","rawgross < 27.5 & shelter_expenses >= 9.5 & unc_rawben_rel_max < 1.742",3,"INCLUDE",-0.02,0.003,2.1,250,53,197,0.212,0.067,0.072,3.18,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawgross < 27.5 & shelter_expenses >= 9.5 & unc_rawben_rel_max < 1.742",NA,NA
"1","rule3691","rawunearn < 783.5 & rawben_rel_max < 0.528",2,"INCLUDE",-0.088,0.017,4,476,100,376,0.21,0.126,0.115,3.15,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 783.5 & rawben_rel_max < 0.528",NA,NA
"1","rule7870","elderly_disabled_i %in% c(""FALSE"") & cat_elig >= 0.5 & months_since_cert_n >= 5.5",3,"INCLUDE",-0.12,0.036,9.9,1183,246,937,0.208,0.31,0.335,3.12,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & cat_elig >= 0.5 & months_since_cert_n >= 5.5",NA,NA
"1","rule5560","unc_rawben_rel_max < 1.654 & expedited_i %in% c(""TRUE"") & rawben_rel_max < 0.9057",3,"INCLUDE",-0.241,0.033,1.9,223,46,177,0.206,0.058,0.059,3.09,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.654 & expedited_i %in% c(""TRUE"") & rawben_rel_max < 0.9057",NA,NA
"1","rule6624","shelter_expenses >= 1606 & months_since_cert_n >= 10.5",2,"INCLUDE",-0.177,0.016,0.9,103,21,82,0.204,0.026,0.03,3.06,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1606 & months_since_cert_n >= 10.5",NA,NA
"1","rule10664","rawunearn < 778 & months_since_cert_n >= 3.5 & utilities >= 584",3,"INCLUDE",-0.01,0.002,3.6,432,88,344,0.204,0.111,0.114,3.06,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 778 & months_since_cert_n >= 3.5 & utilities >= 584",NA,NA
"1","rule2675","rawearn >= 993 & rawgross >= 1284 & months_since_cert_n < 9.5",3,"INCLUDE",0.064,0.011,2.8,330,66,264,0.2,0.083,0.076,3,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 993 & rawgross >= 1284 & months_since_cert_n < 9.5",NA,NA
"2","rule218","rawearn >= 1148 & shelter_expenses >= 1704 & total_deductions < 964.2",3,"INCLUDE",-0.114,0.008,0.5,39,21,18,0.538,0.04,0.045,8.08,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1148 & shelter_expenses >= 1704 & total_deductions < 964.2",NA,NA
"2","rule15797","unc_rawben_rel_max < 1.506 & rawearn >= 1142 & total_deductions < 1056 & shelter_expenses >= 1745",4,"INCLUDE",-0.18,0.016,0.8,63,28,35,0.444,0.054,0.059,6.67,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.506 & rawearn >= 1142 & total_deductions < 1056 & shelter_expenses >= 1745",NA,NA
"2","rule9204","cat_elig >= 1.5 & rawearn >= 91.5 & months_since_cert_n >= 6.5 & rawben_rel_max < 0.7897",4,"INCLUDE",-0.126,0.013,1.1,85,33,52,0.388,0.063,0.058,5.82,0.067,"earned_overissuance",FALSE,FALSE,NA,"","cat_elig >= 1.5 & rawearn >= 91.5 & months_since_cert_n >= 6.5 & rawben_rel_max < 0.7897",NA,NA
"2","rule15494","rawearn >= 0.5 & rawben_rel_max < 0.9869 & rawearn < 192.5",3,"INCLUDE",-0.1,0.008,0.7,55,20,35,0.364,0.038,0.024,5.45,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 0.5 & rawben_rel_max < 0.9869 & rawearn < 192.5",NA,NA
"2","rule19139","rawearn < 1764 & rawearn >= 1116 & utilities >= 726.5",3,"INCLUDE",-0.1,0.009,0.9,70,25,45,0.357,0.048,0.041,5.36,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn < 1764 & rawearn >= 1116 & utilities >= 726.5",NA,NA
"2","rule3074","rawearn >= 1100 & rawben_rel_max >= 0.2911 & rawunearn >= 207",3,"INCLUDE",-0.129,0.012,0.8,63,22,41,0.349,0.042,0.035,5.24,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1100 & rawben_rel_max >= 0.2911 & rawunearn >= 207",NA,NA
"2","rule9340","shelter_expenses >= 1540 & shelter_expenses < 1602 & rawunearn < 514.5",3,"INCLUDE",-0.132,0.011,0.7,56,18,38,0.321,0.035,0.039,4.82,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1540 & shelter_expenses < 1602 & rawunearn < 514.5",NA,NA
"2","rule4718","rawearn >= 814 & utilities < 363.5 & months_since_cert_n >= 3.5 & rawben_rel_max >= 0.3147",4,"INCLUDE",-0.171,0.024,2,153,46,107,0.301,0.088,0.081,4.51,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 814 & utilities < 363.5 & months_since_cert_n >= 3.5 & rawben_rel_max >= 0.3147",NA,NA
"2","rule11220","unc_rawben_rel_max >= 1.481 & total_deductions >= 634.5 & children_i %in% c(""TRUE"") & shelter_expenses < 1395",4,"INCLUDE",-0.387,0.045,1.3,105,31,74,0.295,0.06,0.069,4.43,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.481 & total_deductions >= 634.5 & children_i %in% c(""TRUE"") & shelter_expenses < 1395",NA,NA
"2","rule8032","rawben_rel_max >= 0.4409 & rawearn >= 1202 & utilities < 390 & rawben_rel_max < 0.8047",4,"INCLUDE",-0.07,0.009,1.7,133,39,94,0.293,0.075,0.063,4.4,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.4409 & rawearn >= 1202 & utilities < 390 & rawben_rel_max < 0.8047",NA,NA
"2","rule7095","unc_rawben_rel_max < 1.342 & rawearn >= 1864 & rawben_rel_max >= 0.1772 & utilities < 453",4,"INCLUDE",-0.024,0.003,1.5,119,33,86,0.277,0.063,0.045,4.16,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.342 & rawearn >= 1864 & rawben_rel_max >= 0.1772 & utilities < 453",NA,NA
"2","rule1375","rawearn >= 1221 & total_deductions >= 455.8 & months_since_cert_n >= 5.5 & rawearn < 2430",4,"INCLUDE",-0.135,0.022,2.8,215,57,158,0.265,0.109,0.099,3.98,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1221 & total_deductions >= 455.8 & months_since_cert_n >= 5.5 & rawearn < 2430",NA,NA
"2","rule18297","rawgross >= 1182 & rawunearn >= 82.5 & rawunearn < 663.5 & rawben_rel_max >= 0.2887",4,"INCLUDE",-0.013,0.002,1.6,125,33,92,0.264,0.063,0.052,3.96,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawgross >= 1182 & rawunearn >= 82.5 & rawunearn < 663.5 & rawben_rel_max >= 0.2887",NA,NA
"2","rule6266","rawearn >= 3.5 & rawben_rel_max < 0.9882 & rawearn < 830 & rawben_rel_max >= 0.3961",4,"INCLUDE",-0.084,0.015,3.1,243,63,180,0.259,0.121,0.105,3.89,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 3.5 & rawben_rel_max < 0.9882 & rawearn < 830 & rawben_rel_max >= 0.3961",NA,NA
"2","rule1118","rawunearn < 914.5 & total_deductions >= 866.7 & months_since_cert_n >= 5.5 & shelter_expenses < 1453",4,"INCLUDE",-0.122,0.016,1.6,128,32,96,0.25,0.061,0.06,3.75,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 914.5 & total_deductions >= 866.7 & months_since_cert_n >= 5.5 & shelter_expenses < 1453",NA,NA
"2","rule8822","unc_rawben_rel_max < 1.421 & shelter_expenses >= 1794 & rawben_rel_max >= 0.5912 & rawgross >= 1364",4,"INCLUDE",-0.016,0.002,1.2,97,24,73,0.247,0.046,0.051,3.71,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.421 & shelter_expenses >= 1794 & rawben_rel_max >= 0.5912 & rawgross >= 1364",NA,NA
"2","rule1076","rawearn >= 31 & rawben_rel_max < 0.9904 & rawben_rel_max >= 0.8823",3,"INCLUDE",-0.686,0.109,2.6,203,50,153,0.246,0.096,0.107,3.69,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 31 & rawben_rel_max < 0.9904 & rawben_rel_max >= 0.8823",NA,NA
"2","rule16565","rawgross < 0.5 & utilities >= 32 & utilities < 339.5",3,"INCLUDE",-0.2,0.025,1.6,122,30,92,0.246,0.058,0.078,3.69,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawgross < 0.5 & utilities >= 32 & utilities < 339.5",NA,NA
"2","rule4112","shelter_expenses >= 1329 & rawunearn >= 149 & rawunearn < 530",3,"INCLUDE",-0.141,0.016,1.4,106,26,80,0.245,0.05,0.047,3.68,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1329 & rawunearn >= 149 & rawunearn < 530",NA,NA
"2","rule10918","rawearn >= 1856 & utilities < 439.5 & rawearn < 2280",3,"INCLUDE",-0.095,0.012,1.7,134,32,102,0.239,0.061,0.047,3.58,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1856 & utilities < 439.5 & rawearn < 2280",NA,NA
"2","rule15092","rawgross < 0.5 & total_deductions >= 612.5 & children_i %in% c(""TRUE"")",3,"INCLUDE",-0.197,0.035,3.2,250,59,191,0.236,0.113,0.144,3.54,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawgross < 0.5 & total_deductions >= 612.5 & children_i %in% c(""TRUE"")",NA,NA
"2","rule17016","utilities >= 416 & rawunearn >= 216.5 & rawunearn < 495 & shelter_expenses >= 1043",4,"INCLUDE",-0.116,0.012,1.1,87,20,67,0.23,0.038,0.039,3.45,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities >= 416 & rawunearn >= 216.5 & rawunearn < 495 & shelter_expenses >= 1043",NA,NA
"2","rule6264","rawearn >= 3.5 & rawben_rel_max < 0.9882 & rawearn < 830",3,"INCLUDE",-0.512,0.1,4,313,70,243,0.224,0.134,0.113,3.35,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 3.5 & rawben_rel_max < 0.9882 & rawearn < 830",NA,NA
"2","rule2664","shelter_expenses >= 1417 & rawunearn < 516.5 & children_i %in% c(""TRUE"") & rawearn < 1967",4,"INCLUDE",-0.071,0.014,3.8,295,66,229,0.224,0.127,0.15,3.36,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1417 & rawunearn < 516.5 & children_i %in% c(""TRUE"") & rawearn < 1967",NA,NA
"2","rule11695","utilities < 360.5 & utilities >= 327 & rawunearn < 907 & rawgross >= 551",4,"INCLUDE",-0.088,0.011,1.6,122,27,95,0.221,0.052,0.041,3.32,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities < 360.5 & utilities >= 327 & rawunearn < 907 & rawgross >= 551",NA,NA
"2","rule7984","shelter_expenses >= 1644 & married < 0.5 & rawgross >= 980 & rawearn < 2160",4,"INCLUDE",-0.058,0.009,2.7,208,46,162,0.221,0.088,0.088,3.32,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1644 & married < 0.5 & rawgross >= 980 & rawearn < 2160",NA,NA
"2","rule6993","rawearn >= 365 & months_since_cert_n >= 4.5 & utilities < 470 & rawben_rel_max >= 0.1645",4,"INCLUDE",-0.02,0.004,4.2,328,72,256,0.22,0.138,0.12,3.29,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 365 & months_since_cert_n >= 4.5 & utilities < 470 & rawben_rel_max >= 0.1645",NA,NA
"2","rule5696","total_deductions >= 529.7 & utilities < 362 & utilities >= 28 & rawben_rel_max >= 0.4586",4,"INCLUDE",-0.128,0.024,3.5,276,60,216,0.217,0.115,0.134,3.26,0.067,"earned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 529.7 & utilities < 362 & utilities >= 28 & rawben_rel_max >= 0.4586",NA,NA
"2","rule9451","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 1.5 & cat_elig >= 1.5 & rawgross >= 1350",4,"INCLUDE",-0.208,0.037,3.3,256,55,201,0.215,0.106,0.097,3.22,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & months_since_cert_n >= 1.5 & cat_elig >= 1.5 & rawgross >= 1350",NA,NA
"2","rule14772","elderly_disabled_i %in% c(""FALSE"") & utilities < 578.5 & shelter_expenses >= 953 & shelter_expenses < 1012",4,"INCLUDE",-0.005,0.001,1.2,94,20,74,0.213,0.038,0.04,3.19,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & utilities < 578.5 & shelter_expenses >= 953 & shelter_expenses < 1012",NA,NA
"2","rule15283","rawearn >= 33 & rawben_rel_max < 0.9875 & rawgross < 1073",3,"INCLUDE",-0.2,0.037,3.5,270,57,213,0.211,0.109,0.104,3.17,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 33 & rawben_rel_max < 0.9875 & rawgross < 1073",NA,NA
"2","rule4748","unc_rawben_rel_max >= 1.376 & shelter_expenses >= 919 & married < 0.5 & utilities >= 460.5",4,"INCLUDE",-0.14,0.022,2.5,197,41,156,0.208,0.079,0.095,3.12,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.376 & shelter_expenses >= 919 & married < 0.5 & utilities >= 460.5",NA,NA
"2","rule5727","percent_abawd < 0.75 & rawearn >= 14 & rawben_rel_max < 0.9874 & rawgross < 1538",4,"INCLUDE",-0.435,0.124,8.8,691,142,549,0.205,0.273,0.247,3.08,0.067,"earned_overissuance",FALSE,FALSE,NA,"","percent_abawd < 0.75 & rawearn >= 14 & rawben_rel_max < 0.9874 & rawgross < 1538",NA,NA
"2","rule7523","rawearn >= 3 & rawben_rel_max < 0.9835 & rawgross < 1548",3,"INCLUDE",-0.088,0.026,9.2,719,147,572,0.204,0.282,0.257,3.07,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 3 & rawben_rel_max < 0.9835 & rawgross < 1548",NA,NA
"2","rule7108","rawearn >= 402.5 & utilities < 416 & utilities >= 235.5 & rawben_rel_max < 0.9284",4,"INCLUDE",0,0,5,389,79,310,0.203,0.152,0.123,3.05,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 402.5 & utilities < 416 & utilities >= 235.5 & rawben_rel_max < 0.9284",NA,NA
"2","rule17177","unc_rawben_rel_max >= 1.421 & utilities < 598.5 & shelter_expenses < 1002",3,"INCLUDE",-0.05,0.008,2.3,183,37,146,0.202,0.071,0.091,3.03,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.421 & utilities < 598.5 & shelter_expenses < 1002",NA,NA
"2","rule5977","children_i %in% c(""TRUE"") & shelter_expenses >= 1404 & rawunearn < 609.5",3,"INCLUDE",0,0,5.9,461,93,368,0.202,0.179,0.199,3.03,0.067,"earned_overissuance",FALSE,FALSE,NA,"","children_i %in% c(""TRUE"") & shelter_expenses >= 1404 & rawunearn < 609.5",NA,NA
"2","rule18254","elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8497 & rawben_rel_max >= 0.6047 & shelter_expenses >= 839",4,"INCLUDE",-0.041,0.008,3.6,283,57,226,0.201,0.109,0.102,3.02,0.067,"earned_overissuance",FALSE,FALSE,NA,"","elderly_disabled_i %in% c(""FALSE"") & rawben_rel_max < 0.8497 & rawben_rel_max >= 0.6047 & shelter_expenses >= 839",NA,NA
"2","rule120","shelter_expenses < 2504 & rawearn >= 3 & rawben_rel_max < 0.9867 & rawgross < 1499",4,"INCLUDE",-0.002,0.001,8.6,675,135,540,0.2,0.259,0.233,3,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses < 2504 & rawearn >= 3 & rawben_rel_max < 0.9867 & rawgross < 1499",NA,NA
"3","rule12598","rawunearn < 846.5 & rawunearn >= 831.5 & shelter_expenses >= 785.5",3,"INCLUDE",-0.225,0.016,0.5,33,11,22,0.333,0.024,0.025,5,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 846.5 & rawunearn >= 831.5 & shelter_expenses >= 785.5",NA,NA
"3","rule10134","unc_rawben_rel_max >= 1.34 & months_since_cert_n >= 3.5 & months_since_cert_n < 4.5",3,"INCLUDE",-0.177,0.014,0.7,46,15,31,0.326,0.033,0.055,4.89,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 1.34 & months_since_cert_n >= 3.5 & months_since_cert_n < 4.5",NA,NA
"3","rule6533","unc_rawben_rel_max < 1.287 & utilities >= 902 & utilities < 938.5",3,"INCLUDE",-0.006,0.001,0.9,61,19,42,0.311,0.042,0.039,4.67,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.287 & utilities >= 902 & utilities < 938.5",NA,NA
"3","rule2046","rawearn >= 1165 & rawben_rel_max >= 0.7962 & rawben_rel_max < 0.8231",3,"INCLUDE",-0.183,0.018,1,67,19,48,0.284,0.042,0.037,4.25,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1165 & rawben_rel_max >= 0.7962 & rawben_rel_max < 0.8231",NA,NA
"3","rule9852","total_deductions >= 1036 & utilities < 425 & utilities >= 377.5",3,"INCLUDE",-0.029,0.002,0.6,40,11,29,0.275,0.024,0.017,4.12,0.067,"earned_overissuance",FALSE,FALSE,NA,"","total_deductions >= 1036 & utilities < 425 & utilities >= 377.5",NA,NA
"3","rule7705","rawunearn < 847 & rawunearn >= 823.5 & total_deductions >= 443.8",3,"INCLUDE",-0.022,0.002,0.7,46,12,34,0.261,0.026,0.026,3.91,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawunearn < 847 & rawunearn >= 823.5 & total_deductions >= 443.8",NA,NA
"3","rule7390","utilities >= 851 & rawgross < 1062 & shelter_expenses >= 1436",3,"INCLUDE",-0.22,0.023,1.1,75,19,56,0.253,0.042,0.051,3.8,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities >= 851 & rawgross < 1062 & shelter_expenses >= 1436",NA,NA
"3","rule7574","rawben_rel_max >= 0.6988 & rawearn >= 1011 & utilities >= 574",3,"INCLUDE",-0.04,0.007,2.8,191,48,143,0.251,0.105,0.095,3.77,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawben_rel_max >= 0.6988 & rawearn >= 1011 & utilities >= 574",NA,NA
"3","rule12189","utilities >= 591 & rawben_rel_max >= 0.6346 & rawearn >= 1029",3,"INCLUDE",-0.04,0.007,3.2,220,54,166,0.245,0.118,0.106,3.68,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities >= 591 & rawben_rel_max >= 0.6346 & rawearn >= 1029",NA,NA
"3","rule12962","utilities < 340.5 & unc_rawben_rel_max >= 1.173 & months_since_cert_n >= 2.5",3,"INCLUDE",-0.06,0.007,1.5,106,24,82,0.226,0.053,0.09,3.4,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities < 340.5 & unc_rawben_rel_max >= 1.173 & months_since_cert_n >= 2.5",NA,NA
"3","rule7621","rawearn >= 1678 & rawben_rel_max >= 0.5651 & rawgross < 1801",3,"INCLUDE",-0.042,0.005,1.2,84,19,65,0.226,0.042,0.033,3.39,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1678 & rawben_rel_max >= 0.5651 & rawgross < 1801",NA,NA
"3","rule2830","rawearn >= 1042 & rawearn < 1235 & months_since_cert_n >= 3.5",3,"INCLUDE",-0.098,0.012,1.6,107,24,83,0.224,0.053,0.041,3.36,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1042 & rawearn < 1235 & months_since_cert_n >= 3.5",NA,NA
"3","rule6519","shelter_expenses >= 1272 & rawgross < 1827 & rawearn >= 891.5",3,"INCLUDE",-0.111,0.019,3.1,213,47,166,0.221,0.103,0.085,3.31,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1272 & rawgross < 1827 & rawearn >= 891.5",NA,NA
"3","rule6727","unc_rawben_rel_max < 1.305 & shelter_expenses >= 1898 & cat_elig >= 1.5",3,"INCLUDE",-0.032,0.004,1.7,115,25,90,0.217,0.055,0.047,3.26,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max < 1.305 & shelter_expenses >= 1898 & cat_elig >= 1.5",NA,NA
"3","rule1033","utilities >= 591 & rawearn >= 766 & rawben_rel_max >= 0.6417",3,"INCLUDE",-0.245,0.047,3.9,264,57,207,0.216,0.125,0.115,3.24,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities >= 591 & rawearn >= 766 & rawben_rel_max >= 0.6417",NA,NA
"3","rule7899","unc_rawben_rel_max >= 0.789 & unc_rawben_rel_max < 0.8365 & rawearn >= 17",3,"INCLUDE",-0.186,0.027,2.1,144,31,113,0.215,0.068,0.064,3.23,0.067,"earned_overissuance",FALSE,FALSE,NA,"","unc_rawben_rel_max >= 0.789 & unc_rawben_rel_max < 0.8365 & rawearn >= 17",NA,NA
"3","rule9115","shelter_expenses >= 1816 & rawben_rel_max >= 0.6403 & unc_rawben_rel_max < 1.196",3,"INCLUDE",-0.094,0.016,3,209,45,164,0.215,0.098,0.099,3.23,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1816 & rawben_rel_max >= 0.6403 & unc_rawben_rel_max < 1.196",NA,NA
"3","rule2260","shelter_expenses >= 1860 & unc_rawben_rel_max >= 0.6412 & unc_rawben_rel_max < 1.336",3,"INCLUDE",-0.351,0.062,3.3,224,48,176,0.214,0.105,0.111,3.21,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1860 & unc_rawben_rel_max >= 0.6412 & unc_rawben_rel_max < 1.336",NA,NA
"3","rule5563","utilities >= 902 & rawgross < 2306 & rawgross >= 333.5",3,"INCLUDE",-0.219,0.033,2.3,159,34,125,0.214,0.074,0.073,3.21,0.067,"earned_overissuance",FALSE,FALSE,NA,"","utilities >= 902 & rawgross < 2306 & rawgross >= 333.5",NA,NA
"3","rule763","shelter_expenses >= 1862 & cat_elig >= 1.5",2,"INCLUDE",-0.024,0.004,2.2,148,31,117,0.209,0.068,0.058,3.14,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1862 & cat_elig >= 1.5",NA,NA
"3","rule3889","rawearn >= 1852 & rawben_rel_max >= 0.3778 & rawunearn >= 11.5",3,"INCLUDE",-0.045,0.005,1.1,72,15,57,0.208,0.033,0.022,3.12,0.067,"earned_overissuance",FALSE,FALSE,NA,"","rawearn >= 1852 & rawben_rel_max >= 0.3778 & rawunearn >= 11.5",NA,NA
"4","rule2574","shelter_expenses >= 1614 & total_deductions < 1004 & rawearn >= 399.5",3,"INCLUDE",-0.019,0.003,2.5,131,28,103,0.214,0.079,0.075,3.21,0.067,"earned_overissuance",FALSE,FALSE,NA,"","shelter_expenses >= 1614 & total_deductions < 1004 & rawearn >= 399.5",NA,NA
