"clean_rate_floor","n_rules","n_excluded","workload_cut","clean_rate","clean_cut","err_dollars_lost","dollar_retention"
0.9,15241,33945,0.846931137724551,0.908940933863603,0.866198764738911,0.667453261030047,0.332546738969953
0.925,10038,30398,0.758433133732535,0.91841568524245,0.783773161145424,0.509734418049463,0.490265581950537
0.95,5037,23378,0.583283433133733,0.930319103430576,0.610583941605839,0.307513769572061,0.692486230427939
0.96,3610,18312,0.45688622754491,0.939493228484054,0.482987085906794,0.224948888049188,0.775051111950812
0.97,1945,14692,0.366566866267465,0.953988565205554,0.393486805165637,0.145782294369803,0.854217705630197
0.98,453,6909,0.172380239520958,0.972210160660009,0.1885738349242,0.0440788963322014,0.955921103667799
0.985,194,4098,0.102245508982036,0.977306002928258,0.112436833239753,0.0200931901614812,0.979906809838519
0.99,33,1992,0.0497005988023952,0.981927710843373,0.0549129702414374,0.00798772812696284,0.992012271873037
0.995,5,435,0.0108532934131737,0.986206896551724,0.012043795620438,0.00102849506897924,0.998971504931021
