"hh","rule","source","n_flagged_train","clean_rate_train","clean_rate_train_lcb","n_flagged_holdout","clean_flagged_holdout","clean_rate_holdout","clean_cut_holdout","err_dollars_lost_holdout","workload_pct_holdout","stratum_base_error","stratum_clean_floor","safety_multiple"
"1","elderly_disabled_i >   0.5000 & rawben_rel_max <=   0.3010 & unc_rawben_rel_max <=  -0.0295 & utilities > 364.0000","ranger",1783,0.99159,0.98721,882,876,0.9932,0.0394,0.0048,3.665,0.0772,0.9846,6
"1","cat_elig <= 0.500 & elderly_disabled_i > 0.500 & total_deductions_by_hh_size <= 8.800 & unc_rawben_rel_max <= 0.257","ranger",347,0.99712,0.98719,172,169,0.9826,0.0076,0.0016,0.715,0.0772,0.9846,6
"1","rawben_rel_max <=   0.976 & total_deductions_by_hh_size <=   2.500 & utilities > 242.000","ranger",902,0.99335,0.98719,450,443,0.9844,0.0199,0.0057,1.87,0.0772,0.9846,6
"1","cat_elig <= 0.500 & elderly_disabled_i > 0.500 & total_deductions_by_hh_size <= 7.600 & unc_rawben_rel_max <= 0.268","ranger",346,0.99711,0.98715,172,169,0.9826,0.0076,0.0016,0.715,0.0772,0.9846,6
"1","total_deductions_by_hh_size < 538.000 & unc_rawben_rel_max <  -0.004 & utilities >= 426.000","xgboost",1297,0.99229,0.98714,604,595,0.9851,0.0268,0.0074,2.51,0.0772,0.9846,6
"1","cat_elig <=  0.500 & children_i <=  0.500 & rawben_rel_max >  0.993 & total_deductions_by_hh_size <= 55.500","ranger",1673,0.99163,0.98709,874,864,0.9886,0.0389,0.0065,3.632,0.0772,0.9846,6
"1","count_divisible_by_100 <   1.000 & total_deductions_by_hh_size < 202.000 & unc_rawben_rel_max >=  -0.904 & unc_rawben_rel_max <  -0.004","xgboost",2229,0.99103,0.98709,1034,1019,0.9855,0.0458,0.0089,4.297,0.0772,0.9846,6
"1","homeless <=   0.5 & total_deductions_by_hh_size <=   2.8 & utilities > 245.0","ranger",890,0.99326,0.98702,442,436,0.9864,0.0196,0.0047,1.837,0.0772,0.9846,5.9
"1","homeless <=   0.5 & percent_abawd <=   0.5 & total_deductions_by_hh_size <=   2.8 & utilities > 248.0","ranger",888,0.99324,0.98699,438,433,0.9886,0.0195,0.0037,1.82,0.0772,0.9846,5.9
"1","cat_elig <=   0.5 & children_i <=   0.5 & total_deductions_by_hh_size <=   2.8 & utilities <= 293.0","ranger",1935,0.99121,0.98697,979,964,0.9847,0.0434,0.0096,4.068,0.0772,0.9846,5.9
"1","cat_elig <  1 & children_i <  1 & months_since_cert_n < 21 & total_deductions_by_hh_size <  9","xgboost",1932,0.9912,0.98695,1006,991,0.9851,0.0446,0.0091,4.181,0.0772,0.9846,5.9
"1","cat_elig >  0.5000 & count_divisible_by_100 <=  0.5000 & total_deductions_by_hh_size <=  8.8000 & unc_rawben_rel_max <= -0.0389","ranger",1083,0.99261,0.98694,513,510,0.9942,0.0229,0.0023,2.132,0.0772,0.9846,5.9
"1","cat_elig <=  0.5 & count_divisible_by_100 <=  0.5 & months_since_cert_n <= 28.5 & total_deductions_by_hh_size <=  7.8","ranger",2017,0.99108,0.98691,1050,1031,0.9819,0.0464,0.0125,4.364,0.0772,0.9846,5.9
"1","cat_elig <=  0.5 & expedited_i >  0.5 & months_since_cert_n <= 31.5 & total_deductions_by_hh_size <=  1.5","ranger",781,0.9936,0.98691,399,394,0.9875,0.0177,0.0026,1.658,0.0772,0.9846,5.9
"1","cat_elig <= 0.5 & count_divisible_by_100 <= 0.5 & married <= 0.5 & total_deductions_by_hh_size <= 2.8","ranger",2017,0.99108,0.98691,1058,1039,0.982,0.0467,0.0125,4.397,0.0772,0.9846,5.9
"1","children_i <   1.000 & elderly_disabled_i >=   1.000 & total_deductions_by_hh_size < 289.000 & unc_rawben_rel_max <  -0.016","xgboost",2645,0.99055,0.98691,1257,1244,0.9897,0.056,0.0075,5.224,0.0772,0.9846,5.9
"1","count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size <=   2.8 & utilities > 242.0","ranger",882,0.9932,0.9869,438,431,0.984,0.0194,0.0057,1.82,0.0772,0.9846,5.9
"1","total_deductions_by_hh_size < 1100.0000 & unc_rawben_rel_max >=   -1.1700 & unc_rawben_rel_max <   -0.0344 & utilities >=  302.0000","xgboost",2195,0.99089,0.9869,1086,1070,0.9853,0.0481,0.0119,4.513,0.0772,0.9846,5.9
"1","count_divisible_by_100 <  1.000 & months_since_cert_n >=  3.000 & total_deductions_by_hh_size <  4.400 & unc_rawben_rel_max < -0.004","xgboost",1079,0.99259,0.98689,503,500,0.994,0.0225,0.0016,2.09,0.0772,0.9846,5.9
"1","medical_deductions >= 129.000 & months_since_cert_n <  14.000 & rawben_rel_max <   0.084 & shelter_expenses_by_hh_size < 788.000","xgboost",339,0.99705,0.98689,178,176,0.9888,0.0079,7e-04,0.74,0.0772,0.9846,5.9
"1","children_i <=   0.5000 & shelter_expenses_by_hh_size >   5.5000 & total_deductions_by_hh_size <= 229.0000 & unc_rawben_rel_max <=  -0.0389","ranger",2103,0.99097,0.98688,982,972,0.9898,0.0437,0.0071,4.081,0.0772,0.9846,5.9
"1","cat_elig <=  0.5 & homeless >  0.5 & months_since_cert_n <=  5.5 & total_deductions_by_hh_size <= 36.9","ranger",456,0.99561,0.98683,201,198,0.9851,0.0089,0.002,0.835,0.0772,0.9846,5.9
"1","children_i <  1.0000 & rawben_rel_max <  0.9790 & total_deductions_by_hh_size < 55.0000 & unc_rawben_rel_max < -0.0344","xgboost",1449,0.99172,0.98678,685,678,0.9898,0.0305,0.0042,2.847,0.0772,0.9846,5.8
"1","homeless <   1.000 & medical_deductions < 116.000 & total_deductions_by_hh_size <  82.000 & unc_rawben_rel_max <  -0.004","xgboost",1633,0.99143,0.98678,770,762,0.9896,0.0343,0.004,3.2,0.0772,0.9846,5.8
"1","percent_abawd <=   0.75 & total_deductions_by_hh_size <=   0.10 & utilities > 245.00","ranger",873,0.99313,0.98676,437,432,0.9886,0.0194,0.0037,1.816,0.0772,0.9846,5.8
"1","cat_elig <=  0.5 & children_i <=  0.5 & months_since_cert_n <= 26.5 & shelter_expenses_by_hh_size <=  3.0","ranger",1811,0.99117,0.98674,959,942,0.9823,0.0424,0.0104,3.985,0.0772,0.9846,5.8
"1","medical_deductions >   3.500 & rawben_rel_max <=   0.308 & total_deductions_by_hh_size > 308.000 & unc_rawben_rel_max <=  -0.010","ranger",446,0.99552,0.98654,185,182,0.9838,0.0082,0.0015,0.769,0.0772,0.9846,5.7
"1","cat_elig >  1.500 & total_deductions_by_hh_size <=  7.800 & unc_rawben_rel_max <= -0.156","ranger",330,0.99697,0.98653,11,11,1,5e-04,0,0.046,0.0772,0.9846,5.7
"1","months_since_cert_n >=   9.000 & rawben_rel_max <   0.100 & total_deductions_by_hh_size < 218.000 & unc_rawben_rel_max <  -0.004","xgboost",1049,0.99237,0.98652,521,515,0.9885,0.0232,0.0033,2.165,0.0772,0.9846,5.7
"1","cat_elig <=  0.500 & total_deductions_by_hh_size <= 61.300 & unc_rawben_rel_max <=  0.351","ranger",445,0.99551,0.98651,236,231,0.9788,0.0104,0.003,0.981,0.0772,0.9846,5.7
"1","cat_elig <=   0.5 & children_i <=   0.5 & shelter_expenses_by_hh_size <= 324.0 & total_deductions_by_hh_size <=   2.8","ranger",1863,0.99087,0.98647,991,976,0.9849,0.0439,0.0096,4.118,0.0772,0.9846,5.7
"1","cat_elig <=  0.5 & months_since_cert_n <= 28.5 & total_deductions_by_hh_size <=  2.8","ranger",2036,0.99067,0.98645,1056,1036,0.9811,0.0466,0.0131,4.388,0.0772,0.9846,5.7
"1","cat_elig <=  0.500 & children_i <=  0.500 & shelter_expenses_by_hh_size <= 14.500 & unc_rawben_rel_max >  0.906","ranger",1680,0.99107,0.98643,878,865,0.9852,0.0389,0.0082,3.649,0.0772,0.9846,5.7
"1","cat_elig <= 0.500 & months_since_cert_n <= 5.500 & rawben_rel_max > 0.947 & shelter_expenses_by_hh_size <= 5.500","ranger",1411,0.9915,0.98643,722,711,0.9848,0.032,0.0076,3,0.0772,0.9846,5.7
"1","cat_elig <=  0.5 & children_i <=  0.5 & medical_deductions <=  3.5 & total_deductions_by_hh_size <= 65.5","ranger",2204,0.99047,0.98642,1158,1141,0.9853,0.0513,0.0102,4.812,0.0772,0.9846,5.7
"1","cat_elig <=  0.5 & children_i <=  0.5 & shelter_expenses_by_hh_size <=  5.5 & total_deductions_by_hh_size <= 66.7","ranger",1767,0.99095,0.98642,926,913,0.986,0.0411,0.0084,3.848,0.0772,0.9846,5.7
"1","cat_elig <=  0.500 & elderly_disabled_i <=  0.500 & rawben_rel_max >  0.991 & total_deductions_by_hh_size <= 71.200","ranger",1590,0.99119,0.98642,831,821,0.988,0.0369,0.0068,3.453,0.0772,0.9846,5.7
"1","cat_elig <=   0.5 & count_divisible_by_100 <=   0.5 & total_deductions_by_hh_size <=  65.5 & utilities <= 424.0","ranger",2200,0.99045,0.98639,1169,1148,0.982,0.0516,0.0136,4.858,0.0772,0.9846,5.7
"1","cat_elig <=   0.5 & homeless >   0.5 & total_deductions_by_hh_size <= 197.0","ranger",548,0.99453,0.98638,254,251,0.9882,0.0113,0.002,1.056,0.0772,0.9846,5.7
"1","shelter_expenses_by_hh_size >   5.5000 & total_deductions_by_hh_size <= 229.0000 & unc_rawben_rel_max <=  -0.0389","ranger",2106,0.9905,0.98634,984,974,0.9898,0.0438,0.0071,4.089,0.0772,0.9846,5.7
"1","cat_elig <= 0.5 & homeless > 0.5 & utilities <= 9.5","ranger",546,0.99451,0.98633,256,252,0.9844,0.0113,0.0023,1.064,0.0772,0.9846,5.6
"1","rawben_rel_max <  0.304 & total_deductions_by_hh_size < 18.400 & unc_rawben_rel_max < -0.004","xgboost",1400,0.99143,0.98632,652,646,0.9908,0.0291,0.0032,2.71,0.0772,0.9846,5.6
"1","cat_elig <= 0.50 & homeless > 0.50 & unc_rawben_rel_max <= 1.95 & utilities <= 7.50","ranger",545,0.9945,0.98631,256,252,0.9844,0.0113,0.0023,1.064,0.0772,0.9846,5.6
"1","cat_elig <   1 & months_since_cert_n <   5 & total_deductions_by_hh_size < 108","xgboost",1486,0.99125,0.98629,757,743,0.9815,0.0334,0.0093,3.146,0.0772,0.9846,5.6
"1","count_divisible_by_100 <=    1.50000 & shelter_expenses_by_hh_size <= 1150.00000 & total_deductions_by_hh_size <=   58.90000 & unc_rawben_rel_max <=   -0.00544","ranger",1575,0.99111,0.98629,740,732,0.9892,0.0329,0.0045,3.075,0.0772,0.9846,5.6
"1","cat_elig <=  0.5 & homeless >  0.5 & months_since_cert_n <= 26.5 & utilities <= 26.0","ranger",544,0.99449,0.98628,255,251,0.9843,0.0113,0.0023,1.06,0.0772,0.9846,5.6
"1","shelter_expenses_by_hh_size >= 363.000 & total_deductions_by_hh_size < 327.000 & unc_rawben_rel_max <  -0.304","xgboost",1031,0.99224,0.98628,487,484,0.9938,0.0218,0.0028,2.024,0.0772,0.9846,5.6
"1","cat_elig <=  0.500 & children_i <=  0.500 & rawben_rel_max >  0.998 & shelter_expenses_by_hh_size <= 29.500","ranger",1661,0.99097,0.98627,873,860,0.9851,0.0387,0.0082,3.628,0.0772,0.9846,5.6
"1","cat_elig <=  0.50 & months_since_cert_n <= 25.50 & rawben_rel_max >  0.92 & total_deductions_by_hh_size <= 65.50","ranger",1747,0.99084,0.98626,916,903,0.9858,0.0406,0.0088,3.807,0.0772,0.9846,5.6
"1","cat_elig <=  0.500 & count_divisible_by_100 <=  0.500 & rawben_rel_max >  0.541 & shelter_expenses_by_hh_size <= 13.000","ranger",1746,0.99084,0.98625,909,892,0.9813,0.0401,0.0109,3.778,0.0772,0.9846,5.6
"1","elderly_disabled_i >=  1.000 & rawben_rel_max <  0.787 & unc_rawben_rel_max >= -1.170 & unc_rawben_rel_max < -0.016","xgboost",3424,0.98949,0.98621,1613,1592,0.987,0.0716,0.0124,6.703,0.0772,0.9846,5.6
"1","medical_deductions >= 117.000 & rawben_rel_max <   0.247 & total_deductions_by_hh_size < 300.000","xgboost",538,0.99442,0.98613,278,270,0.9712,0.0121,0.0042,1.155,0.0772,0.9846,5.6
"1","cat_elig <=   0.500 & expedited_i >   0.500 & rawben_rel_max >   0.991 & shelter_expenses_by_hh_size <= 197.000","ranger",831,0.99278,0.9861,417,412,0.988,0.0185,0.003,1.733,0.0772,0.9846,5.6
"1","cat_elig <= 0.500 & children_i <= 0.500 & elderly_disabled_i <= 0.500 & rawben_rel_max > 0.993","ranger",1897,0.99051,0.98609,997,986,0.989,0.0444,0.0073,4.143,0.0772,0.9846,5.5
"1","rawben_rel_max <   0.992 & total_deductions_by_hh_size < 303.000 & unc_rawben_rel_max <  -0.056","xgboost",2571,0.98989,0.98609,1185,1174,0.9907,0.0528,0.0071,4.925,0.0772,0.9846,5.5
"1","cat_elig <=   0.5 & count_divisible_by_100 <=   0.5 & medical_deductions <= 146.0 & total_deductions_by_hh_size <=  42.5","ranger",2147,0.99022,0.98606,1121,1100,0.9813,0.0495,0.0134,4.659,0.0772,0.9846,5.5
"1","cat_elig <=   0.5 & elderly_disabled_i <=   0.5 & medical_deductions <= 110.0 & shelter_expenses_by_hh_size <=   4.0","ranger",1636,0.99083,0.98606,846,833,0.9846,0.0375,0.0079,3.516,0.0772,0.9846,5.5
"1","cat_elig <=   0.5 & months_since_cert_n <=   5.5 & total_deductions_by_hh_size <=  30.9 & utilities <= 360.0","ranger",1549,0.99096,0.98606,797,783,0.9824,0.0352,0.0097,3.312,0.0772,0.9846,5.5
"1","elderly_disabled_i >   0.5000 & shelter_expenses_by_hh_size > 274.0000 & total_deductions_by_hh_size <=   8.8000 & unc_rawben_rel_max <=  -0.0395","ranger",921,0.9924,0.98604,420,418,0.9952,0.0188,7e-04,1.745,0.0772,0.9846,5.5
"1","cat_elig <  1 & months_since_cert_n <  7 & shelter_expenses_by_hh_size < 29 & total_deductions_by_hh_size < 87","xgboost",1545,0.99094,0.98603,784,770,0.9821,0.0346,0.0094,3.258,0.0772,0.9846,5.5
"1","cat_elig <=   0.5 & medical_deductions <= 114.0 & shelter_expenses_by_hh_size >   5.5 & total_deductions_by_hh_size <=   2.5","ranger",318,0.99686,0.98603,154,150,0.974,0.0067,0.0024,0.64,0.0772,0.9846,5.5
"1","total_deductions_by_hh_size <=   2.8 & utilities > 293.0","ranger",731,0.99316,0.98602,447,440,0.9843,0.0198,0.0057,1.858,0.0772,0.9846,5.5
"1","count_divisible_by_100 <   1.000 & total_deductions_by_hh_size < 202.000 & unc_rawben_rel_max <  -0.004","xgboost",2391,0.98996,0.98601,1105,1089,0.9855,0.049,0.0098,4.592,0.0772,0.9846,5.5
"1","cat_elig <=  0.500 & count_divisible_by_100 <=  0.500 & total_deductions_by_hh_size <= 65.400 & unc_rawben_rel_max > -0.402","ranger",2222,0.9901,0.986,1175,1153,0.9813,0.0519,0.0139,4.883,0.0772,0.9846,5.5
"1","total_deductions_by_hh_size <  4.400 & unc_rawben_rel_max < -0.056","xgboost",1190,0.9916,0.98599,553,550,0.9946,0.0247,0.0023,2.298,0.0772,0.9846,5.5
"1","cat_elig <  1 & count_divisible_by_100 <  1 & total_deductions_by_hh_size < 10","xgboost",2050,0.99024,0.98597,1071,1052,0.9823,0.0473,0.0125,4.451,0.0772,0.9846,5.5
"1","cat_elig <=  0.5 & count_divisible_by_100 <=  1.5 & elderly_disabled_i <=  0.5 & total_deductions_by_hh_size <= 55.5","ranger",1625,0.99077,0.98597,839,826,0.9845,0.0372,0.0081,3.487,0.0772,0.9846,5.5
"1","cat_elig <=  0.5 & homeless >  0.5 & medical_deductions <=  4.5 & total_deductions_by_hh_size <= 55.5","ranger",532,0.99436,0.98597,244,241,0.9877,0.0108,0.002,1.014,0.0772,0.9846,5.5
"1","cat_elig >  0.500 & rawben_rel_max <=  0.113 & total_deductions_by_hh_size <=  7.800 & utilities > 56.500","ranger",631,0.99366,0.98595,326,319,0.9785,0.0144,0.0051,1.355,0.0772,0.9846,5.5
"1","cat_elig <=   0.5 & elderly_disabled_i <=   0.5 & total_deductions_by_hh_size <=   7.8 & utilities <= 148.0","ranger",1536,0.99089,0.98594,799,787,0.985,0.0354,0.0076,3.32,0.0772,0.9846,5.5
"1","expedited_i <=   0.5000 & medical_deductions > 112.0000 & rawben_rel_max <=   0.0887 & total_deductions_by_hh_size <= 189.0000","ranger",315,0.99683,0.9859,155,153,0.9871,0.0069,0.0013,0.644,0.0772,0.9846,5.5
"1","children_i <   1.000 & total_deductions_by_hh_size < 170.000 & unc_rawben_rel_max <  -0.004","xgboost",2287,0.98994,0.98589,1078,1062,0.9852,0.0478,0.0098,4.48,0.0772,0.9846,5.5
"1","elderly_disabled_i >  0.5000 & rawben_rel_max <=  0.2660 & unc_rawben_rel_max <= -0.0406","ranger",3347,0.98924,0.98589,1547,1528,0.9877,0.0687,0.0123,6.429,0.0772,0.9846,5.5
"1","cat_elig <   1.000 & rawben_rel_max <   0.084 & utilities < 298.000","xgboost",314,0.99682,0.98585,91,89,0.978,0.004,0.0013,0.378,0.0772,0.9846,5.5
"1","elderly_disabled_i >  0.5000 & percent_abawd <=  0.7500 & unc_rawben_rel_max <= -0.0406","ranger",3337,0.98921,0.98585,1538,1519,0.9876,0.0683,0.0123,6.392,0.0772,0.9846,5.5
"1","married <=  0.50000 & total_deductions_by_hh_size <=  7.60000 & unc_rawben_rel_max <= -0.00544","ranger",1352,0.99112,0.98584,630,625,0.9921,0.0281,0.003,2.618,0.0772,0.9846,5.5
"1","cat_elig <   1 & months_since_cert_n >=   3 & months_since_cert_n <   5 & total_deductions_by_hh_size < 108","xgboost",524,0.99427,0.98576,252,246,0.9762,0.0111,0.004,1.047,0.0772,0.9846,5.4
"1","cat_elig <= 0.5 & children_i <= 0.5 & married <= 0.5 & total_deductions_by_hh_size <= 8.9","ranger",2019,0.99009,0.98576,1052,1036,0.9848,0.0466,0.0098,4.372,0.0772,0.9846,5.4
"1","cat_elig <= 0.5 & months_since_cert_n > 0.5 & total_deductions_by_hh_size <= 8.8","ranger",1850,0.99027,0.98574,971,954,0.9825,0.0429,0.0109,4.035,0.0772,0.9846,5.4
"1","cat_elig <=  0.5 & count_divisible_by_100 <=  0.5 & married <=  0.5 & total_deductions_by_hh_size <= 53.6","ranger",2178,0.9899,0.98572,1143,1121,0.9808,0.0504,0.0139,4.75,0.0772,0.9846,5.4
"1","cat_elig <= 0.5 & elderly_disabled_i <= 0.5 & homeless > 0.5","ranger",522,0.99425,0.98571,244,242,0.9918,0.0109,0.0012,1.014,0.0772,0.9846,5.4
"1","cat_elig <= 0.5 & count_divisible_by_100 <= 0.5 & homeless > 0.5 & months_since_cert_n <= 8.5","ranger",521,0.99424,0.98568,233,230,0.9871,0.0103,0.002,0.968,0.0772,0.9846,5.4
"1","cat_elig <= 0.5 & elderly_disabled_i <= 0.5 & homeless > 0.5 & married <= 0.5","ranger",520,0.99423,0.98565,243,241,0.9918,0.0108,0.0012,1.01,0.0772,0.9846,5.4
"1","cat_elig <=  0.5 & count_divisible_by_100 <=  0.5 & months_since_cert_n <= 28.5 & shelter_expenses_by_hh_size <=  5.5","ranger",1833,0.99018,0.9856,972,953,0.9805,0.0429,0.0122,4.039,0.0772,0.9846,5.4
"1","months_since_cert_n <=  37.0 & shelter_expenses_by_hh_size > 360.0 & total_deductions_by_hh_size <=   2.8 & utilities > 194.0","ranger",518,0.99421,0.9856,269,265,0.9851,0.0119,0.0028,1.118,0.0772,0.9846,5.4
"1","count_divisible_by_100 <=  1.50000 & total_deductions_by_hh_size <= 58.90000 & unc_rawben_rel_max <= -0.00544","ranger",1580,0.99051,0.98557,743,735,0.9892,0.0331,0.0045,3.088,0.0772,0.9846,5.3
"1","cat_elig <=  0.5 & months_since_cert_n <= 26.5 & total_deductions_by_hh_size <= 65.4","ranger",2235,0.98971,0.98556,1169,1146,0.9803,0.0516,0.0145,4.858,0.0772,0.9846,5.3
"1","months_since_cert_n >= 16.0000 & rawben_rel_max <  0.6400 & unc_rawben_rel_max >= -0.3470 & unc_rawben_rel_max < -0.0344","xgboost",414,0.99517,0.98551,212,210,0.9906,0.0094,5e-04,0.881,0.0772,0.9846,5.3
"1","cat_elig <=  0.5 & elderly_disabled_i <=  0.5 & shelter_expenses_by_hh_size <= 66.5 & utilities <= 14.0","ranger",1653,0.99032,0.98548,852,839,0.9847,0.0377,0.0079,3.541,0.0772,0.9846,5.3
"1","cat_elig <= 0.5 & total_deductions_by_hh_size <= 2.5","ranger",2058,0.9898,0.98545,1075,1055,0.9814,0.0475,0.0131,4.467,0.0772,0.9846,5.3
"1","cat_elig <= 0.5 & married <= 0.5 & total_deductions_by_hh_size <= 2.8","ranger",2052,0.98977,0.98541,1072,1052,0.9813,0.0473,0.0131,4.455,0.0772,0.9846,5.3
"1","cat_elig <  1.0 & months_since_cert_n < 29.0 & total_deductions_by_hh_size <  4.4 & utilities < 27.0","xgboost",1808,0.99004,0.9854,957,940,0.9822,0.0423,0.0116,3.977,0.0772,0.9846,5.3
"1","cat_elig <=  0.5 & elderly_disabled_i <=  0.5 & shelter_expenses_by_hh_size <= 14.5","ranger",1641,0.99025,0.98538,848,835,0.9847,0.0376,0.0079,3.524,0.0772,0.9846,5.3
"1","cat_elig <= 0.500 & elderly_disabled_i <= 0.500 & rawben_rel_max > 0.993 & utilities <= 8.000","ranger",1642,0.99026,0.98538,854,843,0.9871,0.0379,0.0071,3.549,0.0772,0.9846,5.3
"1","shelter_expenses_by_hh_size >  48.50000 & total_deductions_by_hh_size <= 233.00000 & unc_rawben_rel_max <=  -0.00915","ranger",2206,0.98957,0.98537,1042,1027,0.9856,0.0462,0.0095,4.33,0.0772,0.9846,5.3
"1","cat_elig <=   0.5 & medical_deductions <= 210.0 & months_since_cert_n <=  26.5 & total_deductions_by_hh_size <=   7.8","ranger",2043,0.98972,0.98535,1060,1040,0.9811,0.0468,0.0131,4.405,0.0772,0.9846,5.3
"1","cat_elig <=   0.5 & months_since_cert_n <=  26.5 & total_deductions_by_hh_size <= 117.0 & utilities <=   8.0","ranger",1963,0.98981,0.98535,1021,1004,0.9833,0.0452,0.0116,4.243,0.0772,0.9846,5.3
"1","cat_elig <  1.0 & months_since_cert_n < 29.0 & total_deductions_by_hh_size <  4.4","xgboost",2042,0.98972,0.98534,1058,1038,0.9811,0.0467,0.0131,4.397,0.0772,0.9846,5.3
"1","cat_elig <=  0.5 & elderly_disabled_i <=  0.5 & total_deductions_by_hh_size <= 66.1","ranger",1637,0.99023,0.98534,852,838,0.9836,0.0377,0.0087,3.541,0.0772,0.9846,5.3
"1","shelter_expenses_by_hh_size >= 400.000 & unc_rawben_rel_max >=  -0.639 & unc_rawben_rel_max <  -0.056 & utilities >=  63.000","xgboost",1796,0.98998,0.98531,814,803,0.9865,0.0361,0.0072,3.383,0.0772,0.9846,5.3
"1","elderly_disabled_i >=   1.000 & months_since_cert_n <   5.000 & total_deductions_by_hh_size < 759.000 & unc_rawben_rel_max <  -0.056","xgboost",1048,0.99141,0.9853,454,449,0.989,0.0202,0.003,1.887,0.0772,0.9846,5.3
