"bucket","rules","med_train_n","med_lcb","mean_prec_train","share_n24_lt10","n_scored","mean_d_raw","med_d_raw","mean_d_lcb","med_d_lcb"
"<=2%",193,134,0.151208775366173,0.24163528228388,0.269430051813472,141,-0.0593409888661608,-0.0390515531454152,0.0145438406087178,0.0102225274772304
"2-5%",443,159,0.166829243735375,0.239397485723609,0.0767494356659142,409,-0.0634061052230438,-0.0454545454545454,0.00924848748936946,0.0127674913820496
"5-15%",1005,235,0.163955241007397,0.227208213193203,0.0159203980099502,989,-0.0316018593794749,-0.0192119032047089,0.0301978157168072,0.0277618748060375
"15-50%",2091,540,0.159633234836812,0.205302485085684,0.00286944045911047,2085,-0.00667989526545505,0.00151515151515147,0.038640860832667,0.0313976408408757
">50%",2525,1624,0.166044276975546,0.198508074793659,0.00396039603960396,2515,0.000586890692996719,0.00923015677427916,0.0328827268981315,0.0283246381099776
"one-sided/non-dollar ref",48384,1341.5,0.168630272283372,0.20185062240855,0.00446428571428571,48168,0.00429341852531277,0.0105288875244131,0.0401542260795446,0.0327940728083482
