"step","n_flagged","workload","recall","dollar_recall","precision","x","sweep","label","method","n_rules"
20,1676,0.0493783513051676,0.18622848200313,0.235207121627963,0.14200477326969,0.235207121627963,"learnrate","0.005","rpart",78
21,1735,0.0511166106888221,0.190140845070423,0.241233059825657,0.140057636887608,0.241233059825657,"learnrate","0.005","rpart",78
22,1933,0.0569500913322727,0.20735524256651,0.259453079449951,0.137092602172788,0.259453079449951,"learnrate","0.005","rpart",78
23,2281,0.0672028754934889,0.231611893583725,0.287453250095988,0.129767645769399,0.287453250095988,"learnrate","0.005","rpart",78
24,2296,0.0676448058452655,0.233176838810642,0.288839749150325,0.129790940766551,0.288839749150325,"learnrate","0.005","rpart",78
25,2427,0.0715043309174474,0.24491392801252,0.299572673881202,0.128965801400906,0.299572673881202,"learnrate","0.005","rpart",78
26,2860,0.0842613870720641,0.268388106416275,0.330157420969554,0.11993006993007,0.330157420969554,"learnrate","0.005","rpart",78
27,3142,0.0925696776854634,0.28716744913928,0.348249456065756,0.116804583068109,0.348249456065756,"learnrate","0.005","rpart",78
28,3175,0.0935419244593719,0.287949921752739,0.350581618577665,0.115905511811024,0.350581618577665,"learnrate","0.005","rpart",78
29,3549,0.104560721230334,0.312989045383412,0.37367571564682,0.112707805015497,0.37367571564682,"learnrate","0.005","rpart",78
30,3976,0.11714100524424,0.336463223787167,0.399461042931699,0.108148893360161,0.399461042931699,"learnrate","0.005","rpart",78
31,4648,0.13693948500383,0.373239436619718,0.435691329759247,0.102624784853701,0.435691329759247,"learnrate","0.005","rpart",78
32,7198,0.212067644805845,0.489827856025039,0.561094836535317,0.0869686023895527,0.561094836535317,"learnrate","0.005","rpart",78
33,7516,0.221436568263508,0.502347417840376,0.573992832866427,0.0854177754124534,0.573992832866427,"learnrate","0.005","rpart",78
34,10291,0.303193683342172,0.618153364632238,0.679171229078085,0.0767661063064814,0.679171229078085,"learnrate","0.005","rpart",78
35,14696,0.432973896647222,0.752738654147105,0.80909685584676,0.0654599891126837,0.80909685584676,"learnrate","0.005","rpart",78
36,15087,0.444493547816864,0.762128325508607,0.818517939164688,0.0645588917611188,0.818517939164688,"learnrate","0.005","rpart",78
37,16058,0.473101172588533,0.773865414710485,0.830488047667126,0.0615892390085938,0.830488047667126,"learnrate","0.005","rpart",78
38,16230,0.478168640622238,0.776995305164319,0.83255713087129,0.0611829944547135,0.83255713087129,"learnrate","0.005","rpart",78
1,22,0.000648164515938955,0.00782472613458529,0.00856429800486341,0.454545454545455,0.00856429800486341,"learnrate","0.01","rpart",78
2,42,0.00123740498497437,0.0140845070422535,0.0167233116707669,0.428571428571429,0.0167233116707669,"learnrate","0.01","rpart",78
3,75,0.0022096517588828,0.0203442879499218,0.0264536909315852,0.346666666666667,0.0264536909315852,"learnrate","0.01","rpart",78
4,102,0.00300512639208061,0.0242566510172144,0.0336350450078924,0.303921568627451,0.0336350450078924,"learnrate","0.01","rpart",78
5,125,0.00368275293147133,0.0289514866979656,0.0390139503135621,0.296,0.0390139503135621,"learnrate","0.01","rpart",78
6,163,0.00480230982263862,0.0352112676056338,0.0482857183487152,0.276073619631902,0.0482857183487152,"learnrate","0.01","rpart",78
7,175,0.00515585410405987,0.0383411580594679,0.0507245346340354,0.28,0.0507245346340354,"learnrate","0.01","rpart",78
8,182,0.00536208826822226,0.0391236306729265,0.0525838654171585,0.274725274725275,0.0525838654171585,"learnrate","0.01","rpart",78
9,199,0.00586294266690236,0.041471048513302,0.0564589525177401,0.266331658291457,0.0564589525177401,"learnrate","0.01","rpart",78
10,258,0.00760120205055683,0.0524256651017214,0.0681837573413347,0.25968992248062,0.0681837573413347,"learnrate","0.01","rpart",78
11,287,0.00845560073065818,0.0571205007824726,0.0739608367344037,0.254355400696864,0.0739608367344037,"learnrate","0.01","rpart",78
12,297,0.00875022096517589,0.0586854460093897,0.0759019354104748,0.252525252525253,0.0759019354104748,"learnrate","0.01","rpart",78
13,320,0.00942784750456661,0.0610328638497653,0.0798978967875884,0.24375,0.0798978967875884,"learnrate","0.01","rpart",78
14,349,0.010282246184668,0.0641627543035994,0.0845337808051649,0.234957020057307,0.0845337808051649,"learnrate","0.01","rpart",78
15,417,0.0122856637793884,0.0696400625978091,0.0948863070775444,0.213429256594724,0.0948863070775444,"learnrate","0.01","rpart",78
16,435,0.0128159802015202,0.0719874804381847,0.0975242104065642,0.211494252873563,0.0975242104065642,"learnrate","0.01","rpart",78
17,465,0.0136998409050734,0.0743348982785603,0.102060550902291,0.204301075268817,0.102060550902291,"learnrate","0.01","rpart",78
18,666,0.0196217076188793,0.105633802816901,0.124905789166821,0.202702702702703,0.124905789166821,"learnrate","0.01","rpart",78
19,714,0.0210358847445643,0.109546165884194,0.130778856955959,0.196078431372549,0.130778856955959,"learnrate","0.01","rpart",78
20,1050,0.0309351246243592,0.136150234741784,0.165679526741656,0.165714285714286,0.165679526741656,"learnrate","0.01","rpart",78
21,1063,0.0313181309292322,0.136932707355243,0.167453534506051,0.164628410159925,0.167453534506051,"learnrate","0.01","rpart",78
22,1491,0.0439278769665901,0.166666666666667,0.211992150282277,0.142857142857143,0.211992150282277,"learnrate","0.01","rpart",78
23,1502,0.0442519592245595,0.167449139280125,0.214192773140314,0.142476697736352,0.214192773140314,"learnrate","0.01","rpart",78
24,1506,0.0443698073183666,0.168231611893584,0.214726042007366,0.142762284196547,0.214726042007366,"learnrate","0.01","rpart",78
25,1512,0.0445465794590773,0.169014084507042,0.2154797286728,0.142857142857143,0.2154797286728,"learnrate","0.01","rpart",78
26,1572,0.0463143008661835,0.17527386541471,0.220588444419164,0.142493638676845,0.220588444419164,"learnrate","0.01","rpart",78
27,1619,0.0476990159684167,0.179186228482003,0.224680394192347,0.141445336627548,0.224680394192347,"learnrate","0.01","rpart",78
28,1894,0.0558010724176536,0.197965571205008,0.248218881984045,0.133579725448786,0.248218881984045,"learnrate","0.01","rpart",78
29,2244,0.0661127806257734,0.220657276995305,0.27477922668904,0.125668449197861,0.27477922668904,"learnrate","0.01","rpart",78
30,2292,0.0675269577514584,0.223787167449139,0.278519219009969,0.12478184991274,0.278519219009969,"learnrate","0.01","rpart",78
31,2338,0.0688822108302398,0.226134585289515,0.28188592312396,0.123609923011121,0.28188592312396,"learnrate","0.01","rpart",78
32,2553,0.0752165458723705,0.237089201877934,0.295135876907325,0.118683901292597,0.295135876907325,"learnrate","0.01","rpart",78
33,2565,0.0755700901537918,0.238654147104851,0.295946445585245,0.118908382066277,0.295946445585245,"learnrate","0.01","rpart",78
34,3032,0.0893288551057687,0.263693270735524,0.324156368652323,0.111147757255937,0.324156368652323,"learnrate","0.01","rpart",78
35,3917,0.115402745860586,0.316901408450704,0.37601854353607,0.103395455705897,0.37601854353607,"learnrate","0.01","rpart",78
36,6799,0.200312297448589,0.469483568075117,0.535785896105004,0.0882482718046772,0.535785896105004,"learnrate","0.01","rpart",78
37,6906,0.203464733957928,0.471830985915493,0.5404182249968,0.0873153779322328,0.5404182249968,"learnrate","0.01","rpart",78
38,9824,0.289434918390195,0.598591549295775,0.659603816783038,0.0778705211726384,0.659603816783038,"learnrate","0.01","rpart",78
39,9948,0.293088209298215,0.604068857589984,0.664278807184198,0.0776035383996783,0.664278807184198,"learnrate","0.01","rpart",78
40,10628,0.313122385245419,0.62754303599374,0.687582656674393,0.0754610462928114,0.687582656674393,"learnrate","0.01","rpart",78
41,12367,0.364356844028048,0.679968701095462,0.74299640221271,0.0702676477722972,0.74299640221271,"learnrate","0.01","rpart",78
42,15030,0.442814212480113,0.759780907668232,0.815759161559136,0.064604125083167,0.815759161559136,"learnrate","0.01","rpart",78
43,15982,0.470862058806199,0.773865414710485,0.830072097950825,0.0618821173820548,0.830072097950825,"learnrate","0.01","rpart",78
44,16076,0.473631489010665,0.774647887323944,0.830288960623427,0.0615824832047773,0.830288960623427,"learnrate","0.01","rpart",78
1,13,0.000383006304873019,0.00469483568075117,0.00731289373018017,0.461538461538462,0.00731289373018017,"ntrees","2500","rpart",69
2,51,0.0015025631960403,0.0164319248826291,0.0216151647445287,0.411764705882353,0.0216151647445287,"ntrees","2500","rpart",69
3,70,0.00206234164162395,0.0203442879499218,0.0263043756488105,0.371428571428571,0.0263043756488105,"ntrees","2500","rpart",69
4,139,0.00409522125979612,0.028169014084507,0.0437031612178439,0.258992805755396,0.0437031612178439,"ntrees","2500","rpart",69
5,182,0.00536208826822226,0.0359937402190923,0.0517306352298744,0.252747252747253,0.0517306352298744,"ntrees","2500","rpart",69
6,190,0.00559778445583643,0.0375586854460094,0.0536184070192403,0.252631578947368,0.0536184070192403,"ntrees","2500","rpart",69
7,228,0.00671734134700371,0.0430359937402191,0.0608353123533511,0.241228070175439,0.0608353123533511,"ntrees","2500","rpart",69
8,308,0.00907430322314537,0.0571205007824726,0.074878059185734,0.237012987012987,0.074878059185734,"ntrees","2500","rpart",69
9,347,0.0102233221377644,0.0633802816901408,0.0819705351175325,0.23342939481268,0.0819705351175325,"ntrees","2500","rpart",69
10,368,0.0108420246302516,0.0657276995305164,0.0858456222181141,0.228260869565217,0.0858456222181141,"ntrees","2500","rpart",69
11,387,0.0114018030758352,0.0672926447574335,0.088433753786209,0.222222222222222,0.088433753786209,"ntrees","2500","rpart",69
12,440,0.0129632903187791,0.0743348982785603,0.0948756417002034,0.215909090909091,0.0948756417002034,"ntrees","2500","rpart",69
13,631,0.0185905367980673,0.103286384976526,0.116320160407275,0.20919175911252,0.116320160407275,"ntrees","2500","rpart",69
14,795,0.0234223086441577,0.116588419405321,0.135073448898622,0.187421383647799,0.135073448898622,"ntrees","2500","rpart",69
15,876,0.0258087325437511,0.122065727699531,0.144000369733081,0.178082191780822,0.144000369733081,"ntrees","2500","rpart",69
16,905,0.0266631312238525,0.123630672926448,0.147096884287766,0.174585635359116,0.147096884287766,"ntrees","2500","rpart",69
17,1276,0.0375935419244594,0.150234741784038,0.182260633381209,0.150470219435737,0.182260633381209,"ntrees","2500","rpart",69
18,1277,0.0376230039479111,0.151017214397496,0.182712134355313,0.151135473766641,0.182712134355313,"ntrees","2500","rpart",69
19,1677,0.0494078133286194,0.18075117370892,0.220058730677891,0.137745974955277,0.220058730677891,"ntrees","2500","rpart",69
20,1698,0.0500265158211066,0.182316118935837,0.222092262624252,0.137220259128386,0.222092262624252,"ntrees","2500","rpart",69
21,2484,0.0731836662541983,0.234741784037559,0.29122879367472,0.120772946859903,0.29122879367472,"ntrees","2500","rpart",69
22,2527,0.0744505332626245,0.237871674491393,0.2952851921901,0.120300751879699,0.2952851921901,"ntrees","2500","rpart",69
23,2574,0.0758352483648577,0.241784037558685,0.299480240610913,0.12004662004662,0.299480240610913,"ntrees","2500","rpart",69
24,2576,0.0758941724117612,0.242566510172144,0.299736209667098,0.120341614906832,0.299736209667098,"ntrees","2500","rpart",69
25,2614,0.0770137293029285,0.245696400625978,0.303078027900627,0.120122417750574,0.303078027900627,"ntrees","2500","rpart",69
26,2654,0.0781922102409994,0.248826291079812,0.306003896417855,0.119819140919367,0.306003896417855,"ntrees","2500","rpart",69
27,3159,0.0930705320841435,0.273865414710485,0.339365196740661,0.110794555239,0.339365196740661,"ntrees","2500","rpart",69
28,3292,0.096988981203229,0.284037558685446,0.347570427041709,0.110267314702309,0.347570427041709,"ntrees","2500","rpart",69
29,3665,0.107978315950739,0.306729264475743,0.370056597602423,0.106957708049113,0.370056597602423,"ntrees","2500","rpart",69
30,4476,0.131872016970126,0.355242566510172,0.41754596777634,0.101429848078642,0.41754596777634,"ntrees","2500","rpart",69
31,9257,0.272729951093041,0.571987480438185,0.629424354033646,0.0789672680133953,0.629424354033646,"ntrees","2500","rpart",69
32,10124,0.298273525425726,0.604851330203443,0.660858776183501,0.0763532200711181,0.660858776183501,"ntrees","2500","rpart",69
33,10392,0.306169347710801,0.61189358372457,0.669849689282007,0.0752501924557352,0.669849689282007,"ntrees","2500","rpart",69
34,13413,0.3951741205586,0.70735524256651,0.766726866796547,0.0673973011257735,0.766726866796547,"ntrees","2500","rpart",69
35,14518,0.427729656472807,0.723787167449139,0.7833079734361,0.0637140101942416,0.7833079734361,"ntrees","2500","rpart",69
1,38,0.00111955689116729,0.0125195618153365,0.0164317913567782,0.421052631578947,0.0164317913567782,"sampfrac","0.1","rpart",173
2,50,0.00147310117258853,0.0156494522691706,0.0202286656901921,0.4,0.0202286656901921,"sampfrac","0.1","rpart",173
3,117,0.00344705674385717,0.0242566510172144,0.0363440508525192,0.264957264957265,0.0363440508525192,"sampfrac","0.1","rpart",173
4,143,0.00421306935360321,0.0312989045383412,0.0414029948379574,0.27972027972028,0.0414029948379574,"sampfrac","0.1","rpart",173
5,146,0.00430145542395852,0.0320813771517997,0.0422455596479003,0.280821917808219,0.0422455596479003,"sampfrac","0.1","rpart",173
6,192,0.00565670850273997,0.0406885758998435,0.0516595327142674,0.270833333333333,0.0516595327142674,"sampfrac","0.1","rpart",173
7,222,0.00654056920629309,0.0446009389671361,0.0576854709119609,0.256756756756757,0.0576854709119609,"sampfrac","0.1","rpart",173
8,285,0.00839667668375464,0.05320813771518,0.0693605039746306,0.23859649122807,0.0693605039746306,"sampfrac","0.1","rpart",173
9,318,0.00936892345766307,0.0594679186228482,0.0755606433355612,0.238993710691824,0.0755606433355612,"sampfrac","0.1","rpart",173
10,382,0.0112544929585764,0.0657276995305164,0.0881315680948792,0.219895287958115,0.0881315680948792,"sampfrac","0.1","rpart",173
11,393,0.0115785752165459,0.066510172143975,0.0905419433739566,0.216284987277354,0.0905419433739566,"sampfrac","0.1","rpart",173
12,439,0.0129338282953273,0.0719874804381847,0.0990529144921147,0.209567198177677,0.0990529144921147,"sampfrac","0.1","rpart",173
13,448,0.0131989865063933,0.0735524256651017,0.10073093386044,0.209821428571429,0.10073093386044,"sampfrac","0.1","rpart",173
14,490,0.0144363914913676,0.0774647887323944,0.108530879822528,0.202040816326531,0.108530879822528,"sampfrac","0.1","rpart",173
15,518,0.0152613281480172,0.0829420970266041,0.113045889563573,0.204633204633205,0.113045889563573,"sampfrac","0.1","rpart",173
16,572,0.0168522774144128,0.0899843505477308,0.122378094736992,0.201048951048951,0.122378094736992,"sampfrac","0.1","rpart",173
17,582,0.0171468976489305,0.0923317683881064,0.123931684703005,0.202749140893471,0.123931684703005,"sampfrac","0.1","rpart",173
18,607,0.0178834482352248,0.0938967136150235,0.128037854979309,0.197693574958814,0.128037854979309,"sampfrac","0.1","rpart",173
19,623,0.0183548406104531,0.0962441314553991,0.13037712774278,0.197431781701445,0.13037712774278,"sampfrac","0.1","rpart",173
20,698,0.0205644923693359,0.104068857589984,0.141437124045449,0.19054441260745,0.141437124045449,"sampfrac","0.1","rpart",173
21,766,0.0225679099640563,0.111111111111111,0.151082180287539,0.185378590078329,0.151082180287539,"sampfrac","0.1","rpart",173
22,860,0.0253373401685228,0.119718309859155,0.163116281054024,0.177906976744186,0.163116281054024,"sampfrac","0.1","rpart",173
23,917,0.0270166755052737,0.123630672926448,0.171186416575418,0.172300981461287,0.171186416575418,"sampfrac","0.1","rpart",173
24,1069,0.0314949030699428,0.145539906103286,0.188979821106071,0.17399438727783,0.188979821106071,"sampfrac","0.1","rpart",173
25,1079,0.0317895233044605,0.147104851330203,0.190185008745609,0.174235403151066,0.190185008745609,"sampfrac","0.1","rpart",173
26,1335,0.0393318013081138,0.166666666666667,0.216656475306096,0.159550561797753,0.216656475306096,"sampfrac","0.1","rpart",173
27,1450,0.0427199340050675,0.177621283255086,0.228974986135009,0.156551724137931,0.228974986135009,"sampfrac","0.1","rpart",173
28,1831,0.0539449649401921,0.2018779342723,0.263274839663827,0.140906608410705,0.263274839663827,"sampfrac","0.1","rpart",173
29,1881,0.0554180661127806,0.205007824726135,0.267740077643947,0.139287612971823,0.267740077643947,"sampfrac","0.1","rpart",173
30,2023,0.0596016734429321,0.219874804381847,0.280040812843958,0.138902619871478,0.280040812843958,"sampfrac","0.1","rpart",173
31,2050,0.0603971480761299,0.221439749608764,0.282884913468239,0.138048780487805,0.282884913468239,"sampfrac","0.1","rpart",173
32,2536,0.0747156914736904,0.26056338028169,0.322677436327697,0.131309148264984,0.322677436327697,"sampfrac","0.1","rpart",173
33,2539,0.0748040775440457,0.261345852895149,0.32321426032053,0.131547853485624,0.32321426032053,"sampfrac","0.1","rpart",173
34,2569,0.0756879382475988,0.262910798122066,0.325578418964463,0.130790190735695,0.325578418964463,"sampfrac","0.1","rpart",173
35,2605,0.0767485710918626,0.265258215962441,0.328330086318454,0.130134357005758,0.328330086318454,"sampfrac","0.1","rpart",173
36,2660,0.07836898238171,0.268388106416275,0.332475362978342,0.128947368421053,0.332475362978342,"sampfrac","0.1","rpart",173
37,2663,0.0784573684520653,0.269170579029734,0.332713556405626,0.129177619226436,0.332713556405626,"sampfrac","0.1","rpart",173
38,3138,0.0924518295916563,0.297339593114241,0.366142404118258,0.121096239643085,0.366142404118258,"sampfrac","0.1","rpart",173
39,3277,0.0965470508514525,0.305164319248826,0.376292288221157,0.11901129081477,0.376292288221157,"sampfrac","0.1","rpart",173
40,3299,0.0971952153673914,0.307511737089202,0.377927646080118,0.119127008184298,0.377927646080118,"sampfrac","0.1","rpart",173
41,3750,0.11048258794414,0.335680751173709,0.407755151377256,0.1144,0.407755151377256,"sampfrac","0.1","rpart",173
42,3771,0.111101290436627,0.336463223787167,0.409486497632286,0.11402810925484,0.409486497632286,"sampfrac","0.1","rpart",173
43,3791,0.111690530905663,0.338028169014085,0.410780563416334,0.1139541018201,0.410780563416334,"sampfrac","0.1","rpart",173
44,4586,0.13511283954982,0.387323943661972,0.458035295288747,0.107937200174444,0.458035295288747,"sampfrac","0.1","rpart",173
45,4623,0.136202934417536,0.390453834115806,0.460982494560658,0.107938568029418,0.460982494560658,"sampfrac","0.1","rpart",173
46,5112,0.150609863885452,0.411580594679186,0.490813554983575,0.102895148669797,0.490813554983575,"sampfrac","0.1","rpart",173
47,5135,0.151287490424842,0.413928012519562,0.49248446410034,0.103018500486855,0.49248446410034,"sampfrac","0.1","rpart",173
48,5190,0.15290790171469,0.417840375586854,0.495790731076065,0.102890173410405,0.495790731076065,"sampfrac","0.1","rpart",173
49,5196,0.1530846738554,0.418622848200313,0.49613913340254,0.102963818321786,0.49613913340254,"sampfrac","0.1","rpart",173
50,5295,0.156001414177126,0.428012519561815,0.500892336570868,0.103305004721435,0.500892336570868,"sampfrac","0.1","rpart",173
51,5482,0.161510812562607,0.438184663536776,0.510192545612264,0.102152499087924,0.510192545612264,"sampfrac","0.1","rpart",173
52,5489,0.161717046726769,0.438967136150235,0.510569388944981,0.102204408817635,0.510569388944981,"sampfrac","0.1","rpart",173
53,5674,0.167167521065347,0.44679186228482,0.51939321113181,0.100634473034896,0.51939321113181,"sampfrac","0.1","rpart",173
54,5953,0.175387425608391,0.460093896713615,0.532447632997255,0.0987737275323366,0.532447632997255,"sampfrac","0.1","rpart",173
55,6012,0.177125684992045,0.461658841940532,0.535096201703616,0.0981370592149035,0.535096201703616,"sampfrac","0.1","rpart",173
56,6051,0.178274703906664,0.462441314553991,0.536848878713329,0.09766980664353,0.536848878713329,"sampfrac","0.1","rpart",173
57,9934,0.29267574096989,0.656494522691706,0.692798026194167,0.0844574189651701,0.692798026194167,"sampfrac","0.1","rpart",173
58,10706,0.315420423074657,0.683881064162754,0.722465550831188,0.0816364655333458,0.722465550831188,"sampfrac","0.1","rpart",173
59,10850,0.319662954451712,0.688575899843505,0.72776268824391,0.0811059907834101,0.72776268824391,"sampfrac","0.1","rpart",173
60,11094,0.326851688173944,0.697965571205008,0.735978583922299,0.080403821885704,0.735978583922299,"sampfrac","0.1","rpart",173
61,11161,0.328825643745212,0.700312989045383,0.738335632314671,0.0801899471373533,0.738335632314671,"sampfrac","0.1","rpart",173
62,11211,0.330298744917801,0.702660406885759,0.739818119765077,0.0800999018820801,0.739818119765077,"sampfrac","0.1","rpart",173
63,11222,0.33062282717577,0.703442879499218,0.74014874646265,0.0801104972375691,0.74014874646265,"sampfrac","0.1","rpart",173
64,14275,0.420570384774026,0.779342723004695,0.826204121101805,0.0697723292469352,0.826204121101805,"sampfrac","0.1","rpart",173
65,14503,0.42728772612103,0.787949921752739,0.833943629925627,0.0694339102254706,0.833943629925627,"sampfrac","0.1","rpart",173
