"step","n_flagged","workload","recall","dollar_recall","precision","x","sweep","label","method","n_rules"
66,14515,0.427641270402451,0.788732394366197,0.83428492200054,0.0694454013089907,0.83428492200054,"sampfrac","0.1","rpart",173
67,14802,0.436096871133109,0.795774647887324,0.841818233529102,0.0687069314957438,0.841818233529102,"sampfrac","0.1","rpart",173
68,14966,0.4409286429792,0.799687010954617,0.845643548868759,0.068288119738073,0.845643548868759,"sampfrac","0.1","rpart",173
69,16056,0.47304224854163,0.82472613458529,0.866615235847044,0.0656452416542103,0.866615235847044,"sampfrac","0.1","rpart",173
70,16624,0.489776677862236,0.833333333333333,0.875193754355029,0.0640640038498556,0.875193754355029,"sampfrac","0.1","rpart",173
71,16692,0.491780095456956,0.834115805946792,0.876110976806359,0.0638629283489097,0.876110976806359,"sampfrac","0.1","rpart",173
72,21309,0.627806257733781,0.892018779342723,0.930934571465138,0.0534985217513727,0.930934571465138,"sampfrac","0.1","rpart",173
73,26775,0.78884567792116,0.959311424100156,0.981303593521139,0.0457889822595705,0.981303593521139,"sampfrac","0.1","rpart",173
74,28330,0.834659124388663,0.981220657276995,0.992576897370629,0.0442640310624779,0.992576897370629,"sampfrac","0.1","rpart",173
75,28342,0.835012668670084,0.981220657276995,0.992576897370629,0.0442452896760991,0.992576897370629,"sampfrac","0.1","rpart",173
76,28343,0.835042130693536,0.981220657276995,0.992576897370629,0.0442437286102389,0.992576897370629,"sampfrac","0.1","rpart",173
77,28351,0.83527782688115,0.981220657276995,0.992576897370629,0.044231244047829,0.992576897370629,"sampfrac","0.1","rpart",173
78,28362,0.83560190913912,0.981220657276995,0.992576897370629,0.0442140892743812,0.992576897370629,"sampfrac","0.1","rpart",173
79,28581,0.842054092275057,0.981220657276995,0.992576897370629,0.0438753017739057,0.992576897370629,"sampfrac","0.1","rpart",173
80,28586,0.842201402392316,0.981220657276995,0.992576897370629,0.0438676275099699,0.992576897370629,"sampfrac","0.1","rpart",173
1,25,0.000736550586294267,0.00860719874804382,0.0128802207022084,0.44,0.0128802207022084,"sampfrac","0.2","rpart",80
2,50,0.00147310117258853,0.0164319248826291,0.0216151647445287,0.42,0.0216151647445287,"sampfrac","0.2","rpart",80
3,54,0.00159094926639562,0.0172143974960876,0.0233678417542413,0.407407407407407,0.0233678417542413,"sampfrac","0.2","rpart",80
4,116,0.0034175947204054,0.0273865414710485,0.0405782056569161,0.301724137931034,0.0405782056569161,"sampfrac","0.2","rpart",80
5,175,0.00515585410405987,0.0383411580594679,0.0523030104805108,0.28,0.0523030104805108,"sampfrac","0.2","rpart",80
6,207,0.00609863885451653,0.0446009389671361,0.0582933974204007,0.27536231884058,0.0582933974204007,"sampfrac","0.2","rpart",80
7,216,0.00636379706558246,0.0469483568075117,0.0604655792721946,0.277777777777778,0.0604655792721946,"sampfrac","0.2","rpart",80
8,227,0.00668787932355194,0.0492957746478873,0.0625453278536995,0.277533039647577,0.0625453278536995,"sampfrac","0.2","rpart",80
9,264,0.00777797419126746,0.05320813771518,0.069588032024573,0.257575757575758,0.069588032024573,"sampfrac","0.2","rpart",80
10,285,0.00839667668375464,0.0555555555555556,0.0734631191251546,0.249122807017544,0.0734631191251546,"sampfrac","0.2","rpart",80
11,312,0.00919215131695245,0.0579029733959311,0.0778999160990316,0.237179487179487,0.0778999160990316,"sampfrac","0.2","rpart",80
12,357,0.0105179423722821,0.0625978090766823,0.0848857382574195,0.224089635854342,0.0848857382574195,"sampfrac","0.2","rpart",80
13,391,0.0115196511696423,0.0657276995305164,0.0902895294435517,0.214833759590793,0.0902895294435517,"sampfrac","0.2","rpart",80
14,416,0.0122562017559366,0.068075117370892,0.0942854908206652,0.209134615384615,0.0942854908206652,"sampfrac","0.2","rpart",80
15,463,0.0136409168581698,0.0727699530516432,0.100919355526799,0.200863930885529,0.100919355526799,"sampfrac","0.2","rpart",80
16,491,0.0144658535148194,0.0774647887323944,0.104495812061831,0.20162932790224,0.104495812061831,"sampfrac","0.2","rpart",80
17,653,0.0192387013140062,0.103286384976526,0.123313092817224,0.202143950995406,0.123313092817224,"sampfrac","0.2","rpart",80
18,670,0.0197395557126863,0.104068857589984,0.125645255329134,0.198507462686567,0.125645255329134,"sampfrac","0.2","rpart",80
19,678,0.0199752519003005,0.104851330203443,0.126711793063239,0.1976401179941,0.126711793063239,"sampfrac","0.2","rpart",80
20,728,0.021448353072889,0.108763693270736,0.133100354090528,0.190934065934066,0.133100354090528,"sampfrac","0.2","rpart",80
21,736,0.0216840492605032,0.109546165884194,0.134572176163593,0.190217391304348,0.134572176163593,"sampfrac","0.2","rpart",80
22,819,0.0241293972070002,0.118935837245696,0.142731189829496,0.185592185592186,0.142731189829496,"sampfrac","0.2","rpart",80
23,946,0.0278710741853751,0.12754303599374,0.1559740333613,0.1723044397463,0.1559740333613,"sampfrac","0.2","rpart",80
24,951,0.0280183843026339,0.128325508607199,0.156532188108815,0.172450052576236,0.156532188108815,"sampfrac","0.2","rpart",80
25,973,0.0286665488185729,0.129107981220657,0.158942563387893,0.169578622816033,0.158942563387893,"sampfrac","0.2","rpart",80
26,2533,0.0746273054033351,0.225352112676056,0.283837687177372,0.113699170943545,0.283837687177372,"sampfrac","0.2","rpart",80
27,2539,0.0748040775440457,0.226134585289515,0.284680251987315,0.113824340291453,0.284680251987315,"sampfrac","0.2","rpart",80
28,3132,0.0922750574509457,0.263693270735524,0.332038082507359,0.107598978288633,0.332038082507359,"sampfrac","0.2","rpart",80
29,3182,0.0937481586235343,0.266823161189358,0.336094481022739,0.107165304839723,0.336094481022739,"sampfrac","0.2","rpart",80
30,3438,0.101290436627188,0.283255086071987,0.353909216308073,0.105293775450844,0.353909216308073,"sampfrac","0.2","rpart",80
31,3810,0.112250309351246,0.309076682316119,0.37783876793561,0.103674540682415,0.37783876793561,"sampfrac","0.2","rpart",80
32,4473,0.13178363089977,0.34585289514867,0.41825699293241,0.0988151128996199,0.41825699293241,"sampfrac","0.2","rpart",80
33,5191,0.152937363738142,0.384976525821596,0.456069310732214,0.0947794259294934,0.456069310732214,"sampfrac","0.2","rpart",80
34,7341,0.216280714159448,0.491392801251956,0.566953683821334,0.0855469282114153,0.566953683821334,"sampfrac","0.2","rpart",80
35,10187,0.300129632903188,0.61189358372457,0.671236188336343,0.0767645037793266,0.671236188336343,"sampfrac","0.2","rpart",80
36,14344,0.422603264392198,0.740219092331768,0.79619885951565,0.0659509202453988,0.79619885951565,"sampfrac","0.2","rpart",80
37,15243,0.44908962347534,0.762910798122066,0.819435161616018,0.06396378665617,0.819435161616018,"sampfrac","0.2","rpart",80
38,15916,0.468917565258382,0.77151799687011,0.828219877419263,0.0619502387534556,0.828219877419263,"sampfrac","0.2","rpart",80
39,16090,0.47404395733899,0.774647887323944,0.830288960623427,0.0615288999378496,0.830288960623427,"sampfrac","0.2","rpart",80
1,53,0.00156148724294385,0.0172143974960876,0.0233678417542413,0.415094339622642,0.0233678417542413,"sampfrac","0.3","rpart",18
2,80,0.00235696187614165,0.0219092331768388,0.0284978882552865,0.35,0.0284978882552865,"sampfrac","0.3","rpart",18
3,101,0.00297566436862884,0.0242566510172144,0.0323729753558681,0.306930693069307,0.0323729753558681,"sampfrac","0.3","rpart",18
4,122,0.00359436686111602,0.028169014084507,0.0352632926152927,0.295081967213115,0.0352632926152927,"sampfrac","0.3","rpart",18
5,310,0.00913322727004891,0.0579029733959311,0.0606931073221371,0.238709677419355,0.0606931073221371,"sampfrac","0.3","rpart",18
6,1211,0.0356785104000943,0.125195618153365,0.166074145703275,0.132122213047069,0.166074145703275,"sampfrac","0.3","rpart",18
7,4628,0.136350244534795,0.323161189358372,0.38088906585515,0.0892394122731201,0.38088906585515,"sampfrac","0.3","rpart",18
8,6402,0.188615874138236,0.418622848200313,0.470464015016851,0.0835676351140269,0.470464015016851,"sampfrac","0.3","rpart",18
9,9743,0.287048494490602,0.576682316118936,0.623661495143698,0.0756440521399979,0.623661495143698,"sampfrac","0.3","rpart",18
10,13285,0.391402981556773,0.702660406885759,0.761660812559548,0.0675950319909673,0.761660812559548,"sampfrac","0.3","rpart",18
11,15163,0.446732661599199,0.76056338028169,0.815976024231737,0.0641034096155114,0.815976024231737,"sampfrac","0.3","rpart",18
1,53,0.00156148724294385,0.0172143974960876,0.0233678417542413,0.415094339622642,0.0233678417542413,"sampfrac","0.4","rpart",11
2,69,0.00203287961817218,0.0195618153364632,0.0272429288548229,0.36231884057971,0.0272429288548229,"sampfrac","0.4","rpart",11
3,101,0.00297566436862884,0.0258215962441315,0.0332333157947128,0.326732673267327,0.0332333157947128,"sampfrac","0.4","rpart",11
4,2151,0.0633728124447587,0.158841940532081,0.208376587363661,0.0943747094374709,0.208376587363661,"sampfrac","0.4","rpart",11
5,4428,0.130457839844441,0.293427230046948,0.35560145617952,0.0846883468834688,0.35560145617952,"sampfrac","0.4","rpart",11
6,7778,0.229155618407872,0.45226917057903,0.509250437280471,0.0743121625096426,0.509250437280471,"sampfrac","0.4","rpart",11
7,11379,0.335248364857698,0.57981220657277,0.648298516801524,0.0651199578170314,0.648298516801524,"sampfrac","0.4","rpart",11
8,13264,0.390784279064286,0.637715179968701,0.702613728473713,0.0614445114595899,0.702613728473713,"sampfrac","0.4","rpart",11
1,53,0.00156148724294385,0.0172143974960876,0.0233678417542413,0.415094339622642,0.0233678417542413,"sampfrac","0.5","rpart",7
2,2104,0.0619880973425255,0.151017214397496,0.198777747756716,0.0917300380228137,0.198777747756716,"sampfrac","0.5","rpart",7
3,4387,0.129249896882918,0.285602503912363,0.346002616572574,0.0832003647139275,0.346002616572574,"sampfrac","0.5","rpart",7
4,12999,0.382976842849567,0.63302034428795,0.699495883164346,0.0622355565812755,0.699495883164346,"sampfrac","0.5","rpart",7
