"step","n_flagged","workload","recall","dollar_recall","precision","x","approach"
62,2632,0.0785085756897837,0.397212543554007,0.411874984939396,0.129939209726444,0.397212543554007,"1/2/3/4/5+"
63,2745,0.0818791946308725,0.408826945412311,0.417851032555001,0.128233151183971,0.408826945412311,"1/2/3/4/5+"
64,2813,0.0839075316927666,0.415795586527294,0.423104171184848,0.127266263775329,0.415795586527294,"1/2/3/4/5+"
65,2836,0.0845935868754661,0.418118466898955,0.425590978095858,0.126939351198872,0.418118466898955,"1/2/3/4/5+"
66,2894,0.0863236390753169,0.423925667828107,0.431239306971252,0.126123013130615,0.423925667828107,"1/2/3/4/5+"
67,2905,0.0866517524235645,0.425087108013937,0.431779079013952,0.125989672977625,0.425087108013937,"1/2/3/4/5+"
68,3230,0.0963460104399702,0.456445993031359,0.463162967782356,0.121671826625387,0.456445993031359,"1/2/3/4/5+"
69,3310,0.0987322893363162,0.464576074332172,0.47606448348153,0.120845921450151,0.464576074332172,"1/2/3/4/5+"
70,3503,0.104489187173751,0.483159117305459,0.484951444613123,0.118755352554953,0.483159117305459,"1/2/3/4/5+"
71,3514,0.104817300521999,0.484320557491289,0.485563507554399,0.118668184405236,0.484320557491289,"1/2/3/4/5+"
72,3612,0.107740492170022,0.493612078977933,0.49137087640666,0.11766334440753,0.493612078977933,"1/2/3/4/5+"
73,3855,0.114988814317673,0.515679442508711,0.515838935877973,0.115175097276265,0.515679442508711,"1/2/3/4/5+"
74,3901,0.116360924683072,0.520325203252033,0.519361912335237,0.114842348115868,0.520325203252033,"1/2/3/4/5+"
75,3913,0.116718866517524,0.521486643437863,0.520557121858358,0.114745719396882,0.521486643437863,"1/2/3/4/5+"
76,3939,0.117494407158837,0.523809523809524,0.523043928769368,0.114496064991114,0.523809523809524,"1/2/3/4/5+"
77,4046,0.120686055182699,0.533101045296167,0.530740499771079,0.113445378151261,0.533101045296167,"1/2/3/4/5+"
78,4059,0.121073825503356,0.534262485481998,0.531400756644738,0.113328406011333,0.534262485481998,"1/2/3/4/5+"
79,4116,0.122774049217002,0.538908246225319,0.535024940360009,0.112730806608358,0.538908246225319,"1/2/3/4/5+"
80,4247,0.126681580909769,0.549361207897793,0.541058820694475,0.111372733694372,0.549361207897793,"1/2/3/4/5+"
81,4282,0.12772557792692,0.552845528455285,0.542591387744283,0.111163007940215,0.552845528455285,"1/2/3/4/5+"
82,4325,0.129008202833706,0.556329849012776,0.5456565218439,0.110751445086705,0.556329849012776,"1/2/3/4/5+"
83,4337,0.129366144668158,0.557491289198606,0.546620400491578,0.110675582199677,0.557491289198606,"1/2/3/4/5+"
84,4470,0.133333333333333,0.56794425087108,0.557724282512832,0.109395973154362,0.56794425087108,"1/2/3/4/5+"
85,4513,0.134615958240119,0.571428571428571,0.563844911925589,0.109018391313982,0.571428571428571,"1/2/3/4/5+"
86,4542,0.135480984340045,0.573751451800232,0.566331718836598,0.108762659621312,0.573751451800232,"1/2/3/4/5+"
87,4556,0.135898583146905,0.574912891986063,0.56752692835972,0.108647936786655,0.574912891986063,"1/2/3/4/5+"
88,4600,0.137211036539896,0.578397212543554,0.573252367526928,0.108260869565217,0.578397212543554,"1/2/3/4/5+"
89,4645,0.13855331841909,0.581881533101045,0.577228366948601,0.107857911733046,0.581881533101045,"1/2/3/4/5+"
90,4672,0.139358687546607,0.584204413472706,0.580486276777754,0.107662671232877,0.584204413472706,"1/2/3/4/5+"
91,4686,0.139776286353468,0.585365853658537,0.580847731270633,0.107554417413572,0.585365853658537,"1/2/3/4/5+"
92,4925,0.146905294556301,0.602787456445993,0.60314706378467,0.105380710659898,0.602787456445993,"1/2/3/4/5+"
93,4933,0.147143922445936,0.603948896631823,0.603783223692137,0.105412527873505,0.603948896631823,"1/2/3/4/5+"
94,4965,0.148098434004474,0.606271777003484,0.606033880334466,0.105135951661631,0.606271777003484,"1/2/3/4/5+"
95,5082,0.15158836689038,0.614401858304297,0.623855996530037,0.10409287682015,0.614401858304297,"1/2/3/4/5+"
96,5098,0.15206562266965,0.615563298490128,0.624429504325405,0.103962338171832,0.615563298490128,"1/2/3/4/5+"
97,5114,0.152542878448919,0.616724738675958,0.625928335622545,0.103832616347282,0.616724738675958,"1/2/3/4/5+"
98,5167,0.154123788217748,0.620209059233449,0.628935637003301,0.103348171085736,0.620209059233449,"1/2/3/4/5+"
99,5239,0.156271439224459,0.624854819976771,0.630718812501506,0.102691353311701,0.624854819976771,"1/2/3/4/5+"
100,5294,0.157912005965697,0.628339140534262,0.633461047254151,0.102191159803551,0.628339140534262,"1/2/3/4/5+"
101,5388,0.160715883668904,0.634146341463415,0.635557483312851,0.101336302895323,0.634146341463415,"1/2/3/4/5+"
102,5464,0.162982848620433,0.638792102206736,0.639702161497867,0.100658857979502,0.638792102206736,"1/2/3/4/5+"
103,5521,0.164683072334079,0.642276422764228,0.642261259307453,0.100163013946749,0.642276422764228,"1/2/3/4/5+"
104,5676,0.169306487695749,0.651567944250871,0.655957974890961,0.0988372093023256,0.651567944250871,"1/2/3/4/5+"
105,5691,0.169753914988814,0.652729384436701,0.658280922431866,0.0987524160955895,0.652729384436701,"1/2/3/4/5+"
106,5768,0.172050708426547,0.657375145180023,0.66623774066845,0.098127600554785,0.657375145180023,"1/2/3/4/5+"
107,5783,0.172498135719612,0.658536585365854,0.667683558639967,0.0980459968874287,0.658536585365854,"1/2/3/4/5+"
108,5861,0.17482475764355,0.663182346109175,0.671746307139931,0.0974236478416652,0.663182346109175,"1/2/3/4/5+"
109,5900,0.175988068605518,0.665505226480836,0.673168028145257,0.0971186440677966,0.665505226480836,"1/2/3/4/5+"
110,6061,0.180790454884415,0.67479674796748,0.684912889467216,0.0958587691800033,0.67479674796748,"1/2/3/4/5+"
111,6077,0.181267710663684,0.67595818815331,0.685312899106003,0.0957709396083594,0.67595818815331,"1/2/3/4/5+"
112,6098,0.181894108873975,0.677119628339141,0.685587604520591,0.0956051164316169,0.677119628339141,"1/2/3/4/5+"
113,6119,0.182520507084265,0.678281068524971,0.686662329212752,0.0954404314430462,0.678281068524971,"1/2/3/4/5+"
114,6140,0.183146905294556,0.679442508710801,0.68717800428926,0.0952768729641694,0.679442508710801,"1/2/3/4/5+"
115,6203,0.185026099925429,0.682926829268293,0.690614231668233,0.094792842173142,0.682926829268293,"1/2/3/4/5+"
116,6224,0.18565249813572,0.684088269454123,0.692276922335478,0.094633676092545,0.684088269454123,"1/2/3/4/5+"
117,6245,0.18627889634601,0.685249709639954,0.694864936504494,0.0944755804643715,0.685249709639954,"1/2/3/4/5+"
118,6289,0.187591349739001,0.687572590011614,0.696479433239355,0.0941326124980124,0.687572590011614,"1/2/3/4/5+"
119,6356,0.189589858314691,0.691056910569106,0.698845755319405,0.0936123348017621,0.691056910569106,"1/2/3/4/5+"
120,6378,0.190246085011186,0.692218350754936,0.70008915877491,0.0934462213860144,0.692218350754936,"1/2/3/4/5+"
121,6423,0.19158836689038,0.694541231126597,0.703689245523988,0.0931029114121127,0.694541231126597,"1/2/3/4/5+"
122,6539,0.195048471290082,0.700348432055749,0.709299019253476,0.0922159351582811,0.700348432055749,"1/2/3/4/5+"
123,6563,0.195764354958986,0.70150987224158,0.70994481794742,0.0920310833460308,0.70150987224158,"1/2/3/4/5+"
124,6587,0.19648023862789,0.70267131242741,0.711217137762356,0.0918475785638379,0.70267131242741,"1/2/3/4/5+"
125,6664,0.198777032065623,0.706155632984901,0.715352177160895,0.0912364945978391,0.706155632984901,"1/2/3/4/5+"
126,6946,0.207188665175242,0.717770034843206,0.726465697968626,0.0889720702562626,0.717770034843206,"1/2/3/4/5+"
127,7060,0.210589112602535,0.722415795586527,0.727675365671462,0.0881019830028329,0.722415795586527,"1/2/3/4/5+"
128,7117,0.212289336316182,0.724738675958188,0.729101906070026,0.0876773921596178,0.724738675958188,"1/2/3/4/5+"
129,7142,0.21303504847129,0.725900116144019,0.72947781874262,0.0875105012601512,0.725900116144019,"1/2/3/4/5+"
130,7161,0.213601789709172,0.727061556329849,0.729786259909877,0.0874179583857003,0.727061556329849,"1/2/3/4/5+"
131,7182,0.214228187919463,0.728222996515679,0.730099520470373,0.0873015873015873,0.728222996515679,"1/2/3/4/5+"
132,7387,0.22034302759135,0.736353077816492,0.739227451263886,0.0858264518749154,0.736353077816492,"1/2/3/4/5+"
133,7391,0.220462341536167,0.737514518002323,0.740760018313694,0.0859153023948045,0.737514518002323,"1/2/3/4/5+"
134,7419,0.221297539149888,0.738675958188153,0.743135979180221,0.0857258390618682,0.738675958188153,"1/2/3/4/5+"
135,7537,0.224817300521998,0.743321718931475,0.748451769922167,0.0849144221838928,0.743321718931475,"1/2/3/4/5+"
136,7566,0.225682326621924,0.744483159117305,0.749174678907925,0.084721120803595,0.744483159117305,"1/2/3/4/5+"
137,7595,0.226547352721849,0.745644599303136,0.749965059399022,0.0845292955892034,0.745644599303136,"1/2/3/4/5+"
138,7624,0.227412378821775,0.746806039488966,0.750933757439938,0.0843389296956978,0.746806039488966,"1/2/3/4/5+"
139,7651,0.228217747949292,0.747967479674797,0.752374756018217,0.0841720036596523,0.747967479674797,"1/2/3/4/5+"
140,7771,0.231797166293811,0.752613240418119,0.758235138196101,0.0833869514862952,0.752613240418119,"1/2/3/4/5+"
141,7832,0.233616703952274,0.754936120789779,0.759035157473674,0.0829928498467824,0.754936120789779,"1/2/3/4/5+"
142,7863,0.234541387024608,0.75609756097561,0.760230366996795,0.0827928271652041,0.75609756097561,"1/2/3/4/5+"
143,7927,0.236450410141685,0.758420441347271,0.762558133930938,0.0823766872713511,0.758420441347271,"1/2/3/4/5+"
144,7991,0.238359433258762,0.760743321718931,0.763777440420251,0.0819672131147541,0.760743321718931,"1/2/3/4/5+"
145,8089,0.241282624906786,0.764227642276423,0.766852213306345,0.0813450364692793,0.764227642276423,"1/2/3/4/5+"
146,8155,0.243251304996271,0.766550522648084,0.769136605701342,0.0809319435928878,0.766550522648084,"1/2/3/4/5+"
147,8188,0.244235645041014,0.767711962833914,0.770770380009157,0.0807278944797264,0.767711962833914,"1/2/3/4/5+"
148,8222,0.245249813571961,0.768873403019744,0.772013783464662,0.0805156896132328,0.768873403019744,"1/2/3/4/5+"
149,8256,0.246263982102908,0.770034843205575,0.77228848887925,0.0803052325581395,0.770034843205575,"1/2/3/4/5+"
150,8327,0.248381804623415,0.772357723577236,0.77354635051447,0.0798606941275369,0.772357723577236,"1/2/3/4/5+"
151,8509,0.253810589112603,0.778164924506388,0.780163377430781,0.078740157480315,0.778164924506388,"1/2/3/4/5+"
152,8541,0.254765100671141,0.779326364692218,0.78169594448059,0.0785622292471607,0.779326364692218,"1/2/3/4/5+"
153,8653,0.258105891126025,0.78281068524971,0.784592399816863,0.0778920605570322,0.78281068524971,"1/2/3/4/5+"
154,8689,0.259179716629381,0.78397212543554,0.785835803272368,0.0776844285878697,0.78397212543554,"1/2/3/4/5+"
155,8726,0.260283370618941,0.78513356562137,0.787079206727873,0.0774696309878524,0.78513356562137,"1/2/3/4/5+"
156,8802,0.26255033557047,0.787456445993031,0.790211812332827,0.0770279481935924,0.787456445993031,"1/2/3/4/5+"
157,8840,0.263683818046234,0.788617886178862,0.790761223162004,0.0768099547511312,0.788617886178862,"1/2/3/4/5+"
158,8922,0.266129753914989,0.790940766550523,0.793710691823899,0.0763281775386685,0.790940766550523,"1/2/3/4/5+"
159,9101,0.271469052945563,0.795586527293844,0.79766259427938,0.0752664542357983,0.795586527293844,"1/2/3/4/5+"
160,9280,0.276808351976137,0.800232288037166,0.805802549459023,0.0742456896551724,0.800232288037166,"1/2/3/4/5+"
161,10819,0.322714392244594,0.83855981416957,0.842352827778983,0.0667344486551437,0.83855981416957,"1/2/3/4/5+"
162,10914,0.325548098434004,0.840882694541231,0.844993855273621,0.0663368150998717,0.840882694541231,"1/2/3/4/5+"
163,11012,0.328471290082028,0.843205574912892,0.848198751777151,0.065928078459862,0.843205574912892,"1/2/3/4/5+"
164,11111,0.331424310216257,0.845528455284553,0.850791585339406,0.0655206552065521,0.845528455284553,"1/2/3/4/5+"
165,11267,0.336077554064131,0.849012775842044,0.854849514446131,0.0648797372858791,0.849012775842044,"1/2/3/4/5+"
166,11312,0.337419835943326,0.850174216027875,0.857466444974578,0.0647100424328147,0.850174216027875,"1/2/3/4/5+"
167,12057,0.359642058165548,0.862950058072009,0.874946384250223,0.0616239528904371,0.862950058072009,"1/2/3/4/5+"
168,12126,0.361700223713647,0.86411149825784,0.878228391045567,0.0613557644730332,0.86411149825784,"1/2/3/4/5+"
169,12196,0.363788217747949,0.86527293844367,0.879606737511747,0.0610856018366678,0.86527293844367,"1/2/3/4/5+"
170,12411,0.370201342281879,0.868757259001161,0.88493216704017,0.0602691161066796,0.868757259001161,"1/2/3/4/5+"
171,12849,0.383266219239374,0.875725900116144,0.895515554591677,0.0586816094637715,0.875725900116144,"1/2/3/4/5+"
172,12922,0.385443698732289,0.876887340301974,0.896648112002699,0.0584274880049528,0.876887340301974,"1/2/3/4/5+"
173,16219,0.483788217747949,0.925667828106852,0.939656377262103,0.0491398976509033,0.925667828106852,"1/2/3/4/5+"
174,16401,0.489217002237136,0.927990708478513,0.942620304103713,0.0487165416742882,0.927990708478513,"1/2/3/4/5+"
175,16658,0.496882923191648,0.931475029036005,0.946157738740693,0.0481450354184176,0.931475029036005,"1/2/3/4/5+"
176,16728,0.498970917225951,0.932636469221835,0.948533699607219,0.0480033476805356,0.932636469221835,"1/2/3/4/5+"
177,16816,0.501595824011931,0.933797909407665,0.949222872840309,0.0478116079923882,0.933797909407665,"1/2/3/4/5+"
178,17059,0.508844146159582,0.936120789779326,0.950109641196173,0.0472477870918577,0.936120789779326,"1/2/3/4/5+"
179,17307,0.516241610738255,0.938443670150987,0.952644642039567,0.0466863118969203,0.938443670150987,"1/2/3/4/5+"
180,17429,0.519880686055183,0.939605110336818,0.953102484397214,0.0464168913879167,0.939605110336818,"1/2/3/4/5+"
181,18463,0.550723340790455,0.948896631823461,0.962350900021687,0.0442506634891404,0.948896631823461,"1/2/3/4/5+"
182,19591,0.584369873228934,0.954703832752613,0.969705294103472,0.041958041958042,0.954703832752613,"1/2/3/4/5+"
183,21477,0.640626398210291,0.958188153310105,0.970943878165739,0.0384131861991898,0.958188153310105,"1/2/3/4/5+"
184,21495,0.641163310961969,0.958188153310105,0.970943878165739,0.0383810188415911,0.958188153310105,"1/2/3/4/5+"
185,21496,0.641193139448173,0.958188153310105,0.970943878165739,0.0383792333457387,0.958188153310105,"1/2/3/4/5+"
186,21502,0.641372110365399,0.958188153310105,0.970943878165739,0.0383685238582457,0.958188153310105,"1/2/3/4/5+"
187,21507,0.641521252796421,0.958188153310105,0.970943878165739,0.0383596038499093,0.958188153310105,"1/2/3/4/5+"
188,21536,0.642386278896346,0.958188153310105,0.970943878165739,0.0383079494799406,0.958188153310105,"1/2/3/4/5+"
189,21539,0.642475764354959,0.958188153310105,0.970943878165739,0.0383026138632248,0.958188153310105,"1/2/3/4/5+"
190,21541,0.642535421327368,0.958188153310105,0.970943878165739,0.0382990576110673,0.958188153310105,"1/2/3/4/5+"
191,21603,0.644384787472036,0.958188153310105,0.970943878165739,0.0381891403971671,0.958188153310105,"1/2/3/4/5+"
192,21605,0.644444444444444,0.958188153310105,0.970943878165739,0.0381856051839852,0.958188153310105,"1/2/3/4/5+"
193,21681,0.646711409395973,0.958188153310105,0.970943878165739,0.0380517503805175,0.958188153310105,"1/2/3/4/5+"
194,21682,0.646741237882178,0.958188153310105,0.970943878165739,0.0380499953878793,0.958188153310105,"1/2/3/4/5+"
195,21687,0.646890380313199,0.958188153310105,0.970943878165739,0.0380412228524001,0.958188153310105,"1/2/3/4/5+"
196,21688,0.646920208799403,0.958188153310105,0.970943878165739,0.0380394688306898,0.958188153310105,"1/2/3/4/5+"
197,21691,0.647009694258016,0.958188153310105,0.970943878165739,0.0380342077359273,0.958188153310105,"1/2/3/4/5+"
198,21699,0.647248322147651,0.958188153310105,0.970943878165739,0.0380201852619936,0.958188153310105,"1/2/3/4/5+"
199,21706,0.647457121551081,0.958188153310105,0.970943878165739,0.0380079240762923,0.958188153310105,"1/2/3/4/5+"
200,21718,0.647815063385533,0.958188153310105,0.970943878165739,0.0379869232894373,0.958188153310105,"1/2/3/4/5+"
201,21720,0.647874720357942,0.958188153310105,0.970943878165739,0.0379834254143646,0.958188153310105,"1/2/3/4/5+"
202,21723,0.647964205816555,0.958188153310105,0.970943878165739,0.0379781798094186,0.958188153310105,"1/2/3/4/5+"
203,21743,0.648560775540641,0.958188153310105,0.970943878165739,0.0379432461021938,0.958188153310105,"1/2/3/4/5+"
204,21780,0.649664429530201,0.958188153310105,0.970943878165739,0.0378787878787879,0.958188153310105,"1/2/3/4/5+"
205,21801,0.650290827740492,0.958188153310105,0.970943878165739,0.0378423008118894,0.958188153310105,"1/2/3/4/5+"
206,21802,0.650320656226697,0.958188153310105,0.970943878165739,0.0378405650857719,0.958188153310105,"1/2/3/4/5+"
207,21817,0.650768083519761,0.958188153310105,0.970943878165739,0.0378145482880323,0.958188153310105,"1/2/3/4/5+"
208,21944,0.654556301267711,0.958188153310105,0.970943878165739,0.0375956981407218,0.958188153310105,"1/2/3/4/5+"
209,21992,0.655988068605518,0.958188153310105,0.970943878165739,0.0375136413241179,0.958188153310105,"1/2/3/4/5+"
210,21998,0.656167039522744,0.958188153310105,0.970943878165739,0.0375034094008546,0.958188153310105,"1/2/3/4/5+"
211,22019,0.656793437733035,0.958188153310105,0.970943878165739,0.0374676415822699,0.958188153310105,"1/2/3/4/5+"
212,22024,0.656942580164057,0.958188153310105,0.970943878165739,0.0374591354885579,0.958188153310105,"1/2/3/4/5+"
213,22038,0.657360178970917,0.958188153310105,0.970943878165739,0.0374353389599782,0.958188153310105,"1/2/3/4/5+"
214,22043,0.657509321401939,0.958188153310105,0.970943878165739,0.0374268475252915,0.958188153310105,"1/2/3/4/5+"
215,22045,0.657568978374347,0.958188153310105,0.970943878165739,0.0374234520299388,0.958188153310105,"1/2/3/4/5+"
216,22081,0.658642803877703,0.958188153310105,0.970943878165739,0.0373624382953671,0.958188153310105,"1/2/3/4/5+"
217,22105,0.659358687546607,0.958188153310105,0.970943878165739,0.037321872879439,0.958188153310105,"1/2/3/4/5+"
218,22130,0.660104399701715,0.958188153310105,0.970943878165739,0.0372797107998193,0.958188153310105,"1/2/3/4/5+"
219,22154,0.660820283370619,0.958188153310105,0.970943878165739,0.0372393247269116,0.958188153310105,"1/2/3/4/5+"
220,22164,0.661118568232662,0.958188153310105,0.970943878165739,0.037222523010287,0.958188153310105,"1/2/3/4/5+"
221,22175,0.66144668158091,0.958188153310105,0.970943878165739,0.0372040586245772,0.958188153310105,"1/2/3/4/5+"
222,22250,0.663683818046234,0.958188153310105,0.970943878165739,0.0370786516853933,0.958188153310105,"1/2/3/4/5+"
223,22251,0.663713646532438,0.958188153310105,0.970943878165739,0.0370769853040313,0.958188153310105,"1/2/3/4/5+"
224,22255,0.663832960477256,0.958188153310105,0.970943878165739,0.0370703212761177,0.958188153310105,"1/2/3/4/5+"
225,22274,0.664399701715138,0.958188153310105,0.970943878165739,0.0370386998293975,0.958188153310105,"1/2/3/4/5+"
226,22276,0.664459358687547,0.958188153310105,0.970943878165739,0.0370353743939666,0.958188153310105,"1/2/3/4/5+"
227,22280,0.664578672632364,0.958188153310105,0.970943878165739,0.0370287253141831,0.958188153310105,"1/2/3/4/5+"
228,22324,0.665891126025354,0.958188153310105,0.970943878165739,0.0369557426984411,0.958188153310105,"1/2/3/4/5+"
229,22328,0.666010439970172,0.958188153310105,0.970943878165739,0.0369491221784307,0.958188153310105,"1/2/3/4/5+"
230,22372,0.667322893363162,0.958188153310105,0.970943878165739,0.0368764527087431,0.958188153310105,"1/2/3/4/5+"
231,22388,0.667800149142431,0.958188153310105,0.970943878165739,0.0368500982669287,0.958188153310105,"1/2/3/4/5+"
232,22389,0.667829977628635,0.958188153310105,0.970943878165739,0.0368484523650007,0.958188153310105,"1/2/3/4/5+"
233,22446,0.669530201342282,0.958188153310105,0.970943878165739,0.0367548783747661,0.958188153310105,"1/2/3/4/5+"
234,22467,0.670156599552573,0.958188153310105,0.970943878165739,0.0367205234343704,0.958188153310105,"1/2/3/4/5+"
235,22477,0.670454884414616,0.958188153310105,0.970943878165739,0.0367041865017574,0.958188153310105,"1/2/3/4/5+"
236,22490,0.670842654735272,0.958188153310105,0.970943878165739,0.0366829702089818,0.958188153310105,"1/2/3/4/5+"
