"hh_size","rule","source","n_flagged_train","precision_train","n_flagged","workload_pct","errors_caught","clean_flagged","precision_holdout","recall_holdout","dollar_recall","precision_any_holdout"
"2-3","unc_rawben_rel_max > 1.34045899319197 & utilities <= 315 & shelter_expenses_by_hh_size > 274.5","rf",135,0.2,39,0.46,3,36,0.077,0.009,0.018,0.143
"2-3","unc_rawben_rel_max > 1.48691588785047 & total_deductions_by_hh_size > 287.75 & utilities <= 287.5 & cat_elig <= 1.5","rf",35,0.2,5,0.06,0,5,0,0,0,0.167
"2-3","utilities <= 499 & total_deductions_by_hh_size > 908.85","rf",15,0.2,9,0.11,0,9,0,0,0,0.182
"2-3","utilities <= 880.5 & total_deductions_by_hh_size > 995.75 & utilities > 246.5 & unc_rawben_rel_max <= 0.968218190703072","rf",10,0.2,2,0.02,0,2,0,0,0,0
"2-3","utilities <= 974 & count_divisible_by_100 > 1.5 & children_i %in% c(FALSE) & elderly_disabled_i %in% c(TRUE)","rf",10,0.2,2,0.02,1,1,0.5,0.003,0.001,0.5
"2-3","utilities > 499 & shelter_expenses_by_hh_size > 1321.5","rf",30,0.2,26,0.3,4,22,0.154,0.012,0.015,0.185
"2-3","utilities > 644 & shelter_expenses_by_hh_size > 1254","rf",35,0.2,32,0.37,6,26,0.188,0.018,0.023,0.235
"4+","count_divisible_by_100 <= 0.5 & medical_deductions <= 1.5 & homeless %in% c(FALSE) & unc_rawben_rel_max > 1.38335046248715","rf",10,0.5,8,0.19,1,7,0.125,0.004,0.005,0.3
"4+","medical_deductions <= 0.5 & HH_size_n <= 13 & unc_rawben_rel_max > 1.39170014637641","rf",10,0.5,11,0.26,2,9,0.182,0.008,0.008,0.308
"4+","months_since_cert_n > 5.5 & expedited_i %in% c(TRUE) & rawben_rel_max <= 0.864521606138373 & rawben_rel_max > 0.78397022641627","rf",10,0.5,6,0.14,0,6,0,0,0,0.25
"4+","percent_abawd <= 0.267857142857143 & unc_rawben_rel_max > 1.39170014637641 & HH_size_n <= 4.5","rf",10,0.5,11,0.26,2,9,0.182,0.008,0.008,0.25
"4+","percent_abawd > 0.05 & shelter_expenses_by_hh_size > 520.625 & months_since_cert_n <= 5.5","rf",10,0.5,5,0.12,0,5,0,0,0,0.167
"4+","total_deductions_by_hh_size > 126.55 & unc_rawben_rel_max > 1.38774701368076 & expedited_i %in% c(FALSE)","rf",10,0.5,12,0.28,3,9,0.25,0.012,0.009,0.357
"4+","total_deductions_by_hh_size > 17.5625 & unc_rawben_rel_max > 1.38774701368076 & count_divisible_by_100 <= 0.5","rf",10,0.5,11,0.26,1,10,0.091,0.004,0.005,0.231
"4+","unc_rawben_rel_max > 1.38774701368076 & shelter_expenses_by_hh_size <= 636.5","rf",10,0.5,13,0.31,2,11,0.154,0.008,0.007,0.267
"4+","shelter_expenses_by_hh_size > 465.125 & months_since_cert_n <= 6.5 & elderly_disabled_i %in% c(TRUE) & months_since_cert_n > 3.5","rf",15,0.467,7,0.16,0,7,0,0,0,0.364
"4+","HH_size_n <= 4.5 & unc_rawben_rel_max > 1.38335046248715","rf",11,0.455,13,0.31,3,10,0.231,0.012,0.009,0.286
"4+","count_divisible_by_100 <= 1.5 & HH_size_n <= 5.5 & unc_rawben_rel_max > 1.38774701368076 & medical_deductions <= 1616","rf",11,0.455,15,0.35,3,12,0.2,0.012,0.009,0.25
"4+","count_divisible_by_100 > 0.5 & unc_rawben_rel_max <= 1.21071277431836 & medical_deductions <= 67.5 & utilities > 974","rf",11,0.455,9,0.21,1,8,0.111,0.004,0.006,0.385
"4+","expedited_i %in% c(TRUE) & HH_size_n > 6.5 & months_since_cert_n > 5.5","rf",11,0.455,5,0.12,0,5,0,0,0,0.375
"4+","medical_deductions <= 0.5 & utilities > 974 & unc_rawben_rel_max <= 0.958357988933529 & months_since_cert_n > 4.5 & shelter_expenses_by_hh_size > 503.6","rf",11,0.455,16,0.38,1,15,0.062,0.004,0.002,0.167
"4+","medical_deductions <= 4 & total_deductions_by_hh_size > 11.925 & unc_rawben_rel_max > 1.38335046248715 & total_deductions_by_hh_size <= 830.275","rf",11,0.455,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","rawben_rel_max > 0.338419586911116 & expedited_i %in% c(FALSE) & unc_rawben_rel_max > 1.38335046248715","rf",11,0.455,12,0.28,3,9,0.25,0.012,0.009,0.357
"4+","shelter_expenses_by_hh_size > 57.1 & shelter_expenses_by_hh_size <= 59.5857142857143 & percent_abawd <= 0.1 & unc_rawben_rel_max <= 0.706913674560733","rf",11,0.455,3,0.07,0,3,0,0,0,0
"4+","unc_rawben_rel_max > 1.38335046248715 & utilities <= 904","rf",11,0.455,12,0.28,2,10,0.167,0.008,0.007,0.286
"4+","unc_rawben_rel_max > 1.39170014637641","rf",11,0.455,13,0.31,2,11,0.154,0.008,0.008,0.267
"4+","expedited_i %in% c(FALSE) & percent_abawd > 0.105555555555556 & shelter_expenses_by_hh_size > 517.5 & months_since_cert_n <= 8.5","rf",14,0.429,9,0.21,1,8,0.111,0.004,0.005,0.2
"4+","percent_abawd <= 0.55 & total_deductions_by_hh_size > 134.483333333333 & percent_abawd > 0.236111111111111 & shelter_expenses_by_hh_size > 517.5","rf",14,0.429,11,0.26,2,9,0.182,0.008,0.007,0.25
"4+","count_divisible_by_100 > 0.5 & rawben_rel_max > 0.356855566028953 & rawben_rel_max > 0.359160295349811 & rawben_rel_max > 0.366738816738817 & utilities > 957.5","rf",12,0.417,11,0.26,2,9,0.182,0.008,0.008,0.4
"4+","expedited_i %in% c(TRUE) & total_deductions_by_hh_size <= 212.1 & rawben_rel_max <= 0.835036677856521 & HH_size_n > 6.5","rf",12,0.417,8,0.19,1,7,0.125,0.004,0.006,0.3
"4+","homeless %in% c(FALSE) & rawben_rel_max > 0.337125748502994 & unc_rawben_rel_max > 1.38774701368076","rf",12,0.417,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","medical_deductions <= 4 & total_deductions_by_hh_size > 11.925 & unc_rawben_rel_max > 1.38335046248715","rf",12,0.417,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","unc_rawben_rel_max <= 0.800616649537513 & unc_rawben_rel_max > 0.787791022942015 & unc_rawben_rel_max <= 0.78879753340185","rf",12,0.417,3,0.07,0,3,0,0,0,0
"4+","rawben_rel_max <= 0.943717759286621 & elderly_disabled_i %in% c(FALSE) & rawben_rel_max > 0.935680336455027 & total_deductions_by_hh_size > 138","rf",17,0.412,13,0.31,1,12,0.077,0.004,0.006,0.25
"4+","total_deductions_by_hh_size > 160.09 & utilities > 851 & count_divisible_by_100 > 0.5 & unc_rawben_rel_max > 0.30227855976359","rf",17,0.412,8,0.19,2,6,0.25,0.008,0.008,0.455
"4+","children_i %in% c(TRUE) & unc_rawben_rel_max > 1.39170014637641","rf",10,0.4,11,0.26,1,10,0.091,0.004,0.005,0.231
"4+","count_divisible_by_100 > 0.5 & rawben_rel_max > 0.356855566028953 & rawben_rel_max > 0.359160295349811 & rawben_rel_max > 0.366738816738817 & utilities <= 957.5 & count_divisible_by_100 > 1.5 & rawben_rel_max > 0.987425149700599 & cat_elig <= 1.5","rf",10,0.4,5,0.12,0,5,0,0,0,0.167
"4+","count_divisible_by_100 > 0.5 & total_deductions_by_hh_size > 59.75 & married <= 0.5 & utilities > 889","rf",10,0.4,8,0.19,1,7,0.125,0.004,0.006,0.3
"4+","count_divisible_by_100 > 1.5 & rawben_rel_max > 0.996407185628743 & months_since_cert_n > 2 & utilities <= 472.5","rf",10,0.4,3,0.07,0,3,0,0,0,0.25
"4+","count_divisible_by_100 > 1.5 & unc_rawben_rel_max > 1.04431137724551","rf",10,0.4,2,0.05,0,2,0,0,0,0.333
"4+","expedited_i %in% c(TRUE) & count_divisible_by_100 <= 0.5 & medical_deductions <= 65 & unc_rawben_rel_max <= 0.756524060870662 & HH_size_n > 6.5","rf",10,0.4,8,0.19,1,7,0.125,0.004,0.006,0.3
"4+","homeless %in% c(FALSE) & count_divisible_by_100 > 0.5 & utilities > 889 & married <= 0.5 & shelter_expenses_by_hh_size > 255.5","rf",10,0.4,3,0.07,1,2,0.333,0.004,0.006,0.6
"4+","married <= 0.5 & HH_size_n > 7.5 & rawben_rel_max <= 0.990291262135922 & utilities <= 125","rf",10,0.4,4,0.09,0,4,0,0,0,0.333
"4+","married <= 0.5 & count_divisible_by_100 <= 1.5 & unc_rawben_rel_max > 1.38335046248715","rf",10,0.4,9,0.21,2,7,0.222,0.008,0.007,0.3
"4+","months_since_cert_n <= 33 & percent_abawd <= 0.775 & percent_abawd > 0.225 & shelter_expenses_by_hh_size > 516.125","rf",15,0.4,12,0.28,2,10,0.167,0.008,0.007,0.231
"4+","months_since_cert_n <= 8.5 & percent_abawd > 0.105555555555556 & HH_size_n > 7.5","rf",10,0.4,7,0.16,0,7,0,0,0,0.125
"4+","percent_abawd <= 0.775 & unc_rawben_rel_max > 1.39170014637641 & percent_abawd <= 0.125","rf",10,0.4,13,0.31,2,11,0.154,0.008,0.008,0.267
"4+","shelter_expenses_by_hh_size > 248.071428571429 & unc_rawben_rel_max > 1.38167128634755","rf",10,0.4,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","unc_rawben_rel_max <= 0.97464700473986 & elderly_disabled_i %in% c(FALSE) & utilities > 851 & percent_abawd > 0.154761904761905","rf",15,0.4,18,0.42,2,16,0.111,0.008,0.007,0.158
"4+","utilities > 30.5 & unc_rawben_rel_max > 1.42251600694714","rf",10,0.4,10,0.24,2,8,0.2,0.008,0.008,0.333
"4+","utilities > 851 & count_divisible_by_100 > 0.5 & elderly_disabled_i %in% c(FALSE) & shelter_expenses_by_hh_size > 431.7","rf",10,0.4,2,0.05,0,2,0,0,0,0.5
"4+","utilities > 851 & count_divisible_by_100 > 0.5 & elderly_disabled_i %in% c(FALSE) & utilities > 889","rf",18,0.389,11,0.26,1,10,0.091,0.004,0.006,0.231
"4+","married > 0.5 & elderly_disabled_i %in% c(FALSE) & total_deductions_by_hh_size <= 127.232222222222 & months_since_cert_n > 12.5","rf",13,0.385,7,0.16,0,7,0,0,0,0
"4+","medical_deductions <= 65 & homeless %in% c(FALSE) & unc_rawben_rel_max > 1.37819510003631","rf",13,0.385,13,0.31,3,10,0.231,0.012,0.009,0.333
"4+","percent_abawd > 0.225 & utilities <= 952 & percent_abawd <= 0.775 & shelter_expenses_by_hh_size > 524.5","rf",13,0.385,6,0.14,0,6,0,0,0,0.143
"4+","rawben_rel_max <= 0.951696457082749 & rawben_rel_max > 0.95024868748273 & elderly_disabled_i %in% c(FALSE)","rf",13,0.385,8,0.19,1,7,0.125,0.004,0.002,0.125
"4+","unc_rawben_rel_max > 1.38335046248715","rf",13,0.385,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","unc_rawben_rel_max >= 1.382","boosted",13,0.385,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","elderly_disabled_i %in% c(FALSE) & utilities > 902 & count_divisible_by_100 > 0.5","rf",16,0.375,11,0.26,1,10,0.091,0.004,0.006,0.231
"4+","expedited_i %in% c(FALSE) & percent_abawd > 0.105555555555556 & shelter_expenses_by_hh_size > 517.5","rf",16,0.375,12,0.28,2,10,0.167,0.008,0.007,0.231
"4+","medical_deductions <= 136 & count_divisible_by_100 > 0.5 & months_since_cert_n > 1.5 & utilities > 889","rf",16,0.375,12,0.28,2,10,0.167,0.008,0.008,0.444
"4+","total_deductions_by_hh_size > 160.09 & utilities > 851 & count_divisible_by_100 > 0.5","rf",19,0.368,10,0.24,2,8,0.2,0.008,0.008,0.429
"4+","cat_elig <= 1.5 & unc_rawben_rel_max > 1.36826347305389","rf",11,0.364,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","children_i %in% c(TRUE) & utilities > 851 & percent_abawd > 0.225 & percent_abawd <= 0.45","rf",11,0.364,14,0.33,2,12,0.143,0.008,0.005,0.143
"4+","count_divisible_by_100 <= 0.5 & HH_size_n > 5.5 & total_deductions_by_hh_size > 284.383333333333","rf",11,0.364,7,0.16,1,6,0.143,0.004,0.006,0.4
"4+","count_divisible_by_100 <= 0.5 & utilities > 851 & shelter_expenses_by_hh_size > 622.25 & total_deductions_by_hh_size <= 308.25","rf",11,0.364,10,0.24,1,9,0.1,0.004,0.002,0.182
"4+","count_divisible_by_100 <= 1.5 & HH_size_n > 4.5 & cat_elig <= 1.5 & utilities > 974","rf",11,0.364,66,1.56,10,56,0.152,0.04,0.039,0.282
"4+","count_divisible_by_100 <= 2.5 & percent_abawd <= 0.675 & children_i %in% c(TRUE) & unc_rawben_rel_max > 1.38774701368076","rf",11,0.364,13,0.31,2,11,0.154,0.008,0.007,0.267
"4+","count_divisible_by_100 > 0.5 & utilities > 974 & expedited_i %in% c(FALSE)","rf",11,0.364,10,0.24,2,8,0.2,0.008,0.008,0.429
"4+","percent_abawd <= 0.118055555555556 & utilities > 974 & count_divisible_by_100 > 0.5","rf",11,0.364,9,0.21,2,7,0.222,0.008,0.008,0.417
"4+","percent_abawd <= 0.126984126984127 & unc_rawben_rel_max > 1.38774701368076","rf",11,0.364,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","percent_abawd <= 0.291666666666667 & HH_size_n > 5.5 & total_deductions_by_hh_size > 289.9","rf",11,0.364,10,0.24,2,8,0.2,0.008,0.012,0.385
"4+","rawben_rel_max <= 0.8004329004329 & unc_rawben_rel_max > 0.799110559576655","rf",11,0.364,5,0.12,0,5,0,0,0,0.167
"4+","rawben_rel_max > 0.595487854935291 & unc_rawben_rel_max <= 0.597452280111395","rf",11,0.364,7,0.16,1,6,0.143,0.004,0.001,0.25
"4+","rawben_rel_max > 0.970905628438426 & unc_rawben_rel_max > 1.38335046248715 & cat_elig > 0.5","rf",11,0.364,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","shelter_expenses_by_hh_size >= 442 & shelter_expenses_by_hh_size < 484.9 & months_since_cert_n >= 9.5","boosted",22,0.364,16,0.38,3,13,0.188,0.012,0.003,0.188
"4+","unc_rawben_rel_max > 1.372479827688 & percent_abawd <= 0.125 & HH_size_n <= 4.5","rf",11,0.364,13,0.31,3,10,0.231,0.012,0.009,0.286
"4+","HH_size_n <= 13 & expedited_i %in% c(TRUE) & rawben_rel_max <= 0.862275449101796 & HH_size_n > 6.5","rf",14,0.357,9,0.21,1,8,0.111,0.004,0.006,0.273
"4+","HH_size_n <= 4.5 & medical_deductions <= 0.5 & unc_rawben_rel_max > 1.34943473792395","rf",14,0.357,12,0.28,3,9,0.25,0.012,0.009,0.308
"4+","total_deductions_by_hh_size <= 18.2 & rawben_rel_max > 0.714367300318186 & homeless %in% c(FALSE) & unc_rawben_rel_max <= 0.734196019807531","rf",14,0.357,9,0.21,0,9,0,0,0,0
"4+","total_deductions_by_hh_size > 45.0375 & married <= 0.5 & total_deductions_by_hh_size <= 46.11","rf",14,0.357,8,0.19,0,8,0,0,0,0
"4+","unc_rawben_rel_max >= 1.373","boosted",14,0.357,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","utilities > 851 & elderly_disabled_i %in% c(FALSE) & months_since_cert_n > 8.5 & shelter_expenses_by_hh_size > 467.325","rf",14,0.357,12,0.28,2,10,0.167,0.008,0.004,0.286
"4+","homeless %in% c(FALSE) & count_divisible_by_100 > 0.5 & rawben_rel_max > 0.354452022797347 & unc_rawben_rel_max > 0.359160295349811 & utilities > 902","rf",17,0.353,14,0.33,2,12,0.143,0.008,0.008,0.368
"4+","rawben_rel_max > 0.974824343248986 & unc_rawben_rel_max > 1.23717759286622 & shelter_expenses_by_hh_size > 463.625 & utilities > 646","rf",20,0.35,10,0.24,1,9,0.1,0.004,0.002,0.25
"4+","total_deductions_by_hh_size >= 160.4 & shelter_expenses_by_hh_size < 197.4 & HH_size_n >= 5.5","boosted",20,0.35,16,0.38,0,16,0,0,0,0.111
"4+","HH_size_n > 5.5 & percent_abawd > 0.236111111111111 & months_since_cert_n > 4.5","rf",12,0.333,9,0.21,2,7,0.222,0.008,0.014,0.417
"4+","cat_elig <= 1.5 & months_since_cert_n > 5.5 & utilities > 952","rf",12,0.333,72,1.7,16,56,0.222,0.063,0.048,0.378
"4+","children_i %in% c(TRUE) & percent_abawd > 0.0714285714285714 & shelter_expenses_by_hh_size <= 554.275 & unc_rawben_rel_max > 0.183982683982684 & HH_size_n > 7.5","rf",12,0.333,11,0.26,1,10,0.091,0.004,0.001,0.231
"4+","count_divisible_by_100 <= 0.5 & rawben_rel_max > 0.974824343248986 & medical_deductions <= 67.5 & total_deductions_by_hh_size > 458.05","rf",12,0.333,5,0.12,0,5,0,0,0,0.167
"4+","count_divisible_by_100 <= 1.5 & rawben_rel_max <= 0.951696457082749 & utilities > 902 & count_divisible_by_100 > 0.5","rf",15,0.333,11,0.26,1,10,0.091,0.004,0.006,0.412
"4+","count_divisible_by_100 > 1.5 & rawben_rel_max > 0.996407185628743 & months_since_cert_n > 2","rf",12,0.333,4,0.09,0,4,0,0,0,0.2
"4+","count_divisible_by_100 > 1.5 & shelter_expenses_by_hh_size <= 201.75 & rawben_rel_max > 0.987425149700599","rf",12,0.333,2,0.05,0,2,0,0,0,0
"4+","elderly_disabled_i %in% c(TRUE) & rawben_rel_max > 0.128900677575989 & utilities > 678 & unc_rawben_rel_max > 1.16511806807762","rf",12,0.333,14,0.33,2,12,0.143,0.008,0.008,0.143
"4+","expedited_i %in% c(FALSE) & homeless %in% c(FALSE) & HH_size_n > 5.5 & total_deductions_by_hh_size > 283.533333333333","rf",12,0.333,10,0.24,2,8,0.2,0.008,0.012,0.385
"4+","expedited_i %in% c(FALSE) & percent_abawd > 0.183333333333333 & utilities > 396.5 & shelter_expenses_by_hh_size > 520.625","rf",15,0.333,12,0.28,2,10,0.167,0.008,0.007,0.231
"4+","expedited_i %in% c(FALSE) & rawben_rel_max > 0.974824343248986 & total_deductions_by_hh_size > 436.75 & married <= 0.5","rf",12,0.333,5,0.12,0,5,0,0,0,0.286
"4+","expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size <= 57.2714285714286 & percent_abawd <= 0.138888888888889 & HH_size_n > 8.5","rf",12,0.333,11,0.26,0,11,0,0,0,0.083
"4+","homeless %in% c(FALSE) & count_divisible_by_100 > 0.5 & utilities > 889 & married <= 0.5","rf",12,0.333,8,0.19,1,7,0.125,0.004,0.006,0.3
"4+","homeless %in% c(FALSE) & rawben_rel_max <= 0.951696457082749 & expedited_i %in% c(TRUE) & total_deductions_by_hh_size > 34.5416666666667 & HH_size_n > 6.5","rf",15,0.333,9,0.21,1,8,0.111,0.004,0.006,0.333
"4+","married > 0.5 & cat_elig <= 1.5 & shelter_expenses_by_hh_size > 466.775 & months_since_cert_n > 7.5 & total_deductions_by_hh_size > 221.12","rf",15,0.333,17,0.4,2,15,0.118,0.008,0.008,0.211
"4+","percent_abawd <= 0.225 & homeless %in% c(FALSE) & unc_rawben_rel_max > 1.38167128634755","rf",12,0.333,14,0.33,3,11,0.214,0.012,0.009,0.312
"4+","percent_abawd > 0.0555555555555556 & total_deductions_by_hh_size > 161.433333333333 & utilities > 851 & rawben_rel_max > 0.617153927439239","rf",12,0.333,11,0.26,1,10,0.091,0.004,0.002,0.091
"4+","rawben_rel_max <= 0.951696457082749 & rawben_rel_max > 0.95024868748273","rf",15,0.333,9,0.21,1,8,0.111,0.004,0.002,0.273
"4+","shelter_expenses_by_hh_size > 470.1 & count_divisible_by_100 > 0.5 & HH_size_n > 4.5","rf",12,0.333,4,0.09,0,4,0,0,0,0.2
"4+","unc_rawben_rel_max > 0.340736242175091 & medical_deductions <= 1.5 & rawben_rel_max <= 0.342628452771876","rf",12,0.333,4,0.09,0,4,0,0,0,0
"4+","unc_rawben_rel_max > 1.37005988023952","rf",15,0.333,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","unc_rawben_rel_max >= 1.369","boosted",15,0.333,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","utilities > 337 & unc_rawben_rel_max > 1.38335046248715","rf",12,0.333,13,0.31,2,11,0.154,0.008,0.004,0.267
"4+","utilities > 360.5 & unc_rawben_rel_max > 1.36978294182447 & medical_deductions <= 1616","rf",12,0.333,13,0.31,2,11,0.154,0.008,0.004,0.267
"4+","HH_size_n >= 4.5 & total_deductions_by_hh_size >= 188.5 & months_since_cert_n >= 6.5 & utilities >= 823","boosted",34,0.324,21,0.49,5,16,0.238,0.02,0.019,0.448
"4+","unc_rawben_rel_max < 0.7903 & rawben_rel_max >= 0.7863","boosted",31,0.323,16,0.38,2,14,0.125,0.008,0.004,0.263
"4+","shelter_expenses_by_hh_size >= 468.6 & rawben_rel_max >= 0.5553 & rawben_rel_max < 0.6107","boosted",28,0.321,13,0.31,0,13,0,0,0,0.133
"4+","homeless %in% c(FALSE) & count_divisible_by_100 > 0.5 & utilities > 889","rf",22,0.318,17,0.4,2,15,0.118,0.008,0.008,0.348
"4+","children_i %in% c(TRUE) & count_divisible_by_100 > 0.5 & expedited_i %in% c(FALSE) & utilities > 889","rf",19,0.316,15,0.35,1,14,0.067,0.004,0.006,0.3
"4+","count_divisible_by_100 > 0.5 & utilities > 902","rf",19,0.316,17,0.4,2,15,0.118,0.008,0.008,0.348
"4+","medical_deductions <= 1.5 & utilities > 851 & percent_abawd > 0.225","rf",19,0.316,20,0.47,3,17,0.15,0.012,0.01,0.227
"4+","percent_abawd > 0.0555555555555556 & total_deductions_by_hh_size > 161.433333333333 & utilities > 851","rf",19,0.316,20,0.47,2,18,0.1,0.008,0.007,0.143
"4+","total_deductions_by_hh_size >= 10.12 & shelter_expenses_by_hh_size < 12.88 & rawben_rel_max >= 0.7829 & rawben_rel_max < 0.8362","boosted",19,0.316,7,0.16,0,7,0,0,0,0.125
"4+","cat_elig <= 1.5 & utilities > 974 & utilities <= 1006","rf",16,0.312,28,0.66,5,23,0.179,0.02,0.013,0.343
"4+","children_i %in% c(TRUE) & utilities > 851 & percent_abawd > 0.225","rf",16,0.312,18,0.42,3,15,0.167,0.012,0.01,0.211
"4+","count_divisible_by_100 > 0.5 & percent_abawd <= 0.291666666666667 & count_divisible_by_100 <= 1.5 & shelter_expenses_by_hh_size > 395.325 & utilities > 851","rf",16,0.312,3,0.07,1,2,0.333,0.004,0.002,0.667
"4+","months_since_cert_n <= 8.5 & unc_rawben_rel_max > 1.36826347305389","rf",16,0.312,11,0.26,2,9,0.182,0.008,0.007,0.308
"4+","unc_rawben_rel_max < 0.9281 & rawben_rel_max >= 0.3386 & rawben_rel_max < 0.3709 & shelter_expenses_by_hh_size >= 368","boosted",32,0.312,16,0.38,0,16,0,0,0,0.158
"4+","unc_rawben_rel_max <= 0.898003910797645 & percent_abawd <= 0.211111111111111 & expedited_i %in% c(TRUE) & HH_size_n > 6.5","rf",16,0.312,9,0.21,1,8,0.111,0.004,0.006,0.333
"4+","total_deductions_by_hh_size >= 160.9 & months_since_cert_n >= 8.5 & rawben_rel_max >= 0.5905 & rawben_rel_max < 0.6814","boosted",29,0.31,20,0.47,2,18,0.1,0.008,0.005,0.25
"4+","count_divisible_by_100 <= 0.5 & utilities > 30.5 & utilities <= 35.5 & unc_rawben_rel_max <= 0.851395580226225","rf",13,0.308,7,0.16,1,6,0.143,0.004,0.002,0.333
"4+","expedited_i %in% c(TRUE) & count_divisible_by_100 > 0.5 & months_since_cert_n > 6.5","rf",13,0.308,11,0.26,0,11,0,0,0,0
"4+","homeless %in% c(FALSE) & unc_rawben_rel_max <= 0.974824343248986 & shelter_expenses_by_hh_size > 170.125 & shelter_expenses_by_hh_size <= 171.468253968254 & percent_abawd <= 0.1","rf",13,0.308,13,0.31,1,12,0.077,0.004,0.001,0.077
"4+","married <= 0.5 & rawben_rel_max > 0.992291880781089 & total_deductions_by_hh_size > 437.75","rf",13,0.308,5,0.12,0,5,0,0,0,0.286
"4+","married > 0.5 & medical_deductions <= 1.5 & rawben_rel_max > 0.256090571614765 & unc_rawben_rel_max <= 0.260825260764033","rf",13,0.308,5,0.12,0,5,0,0,0,0
"4+","percent_abawd > 0.05 & HH_size_n > 7.5","rf",13,0.308,11,0.26,1,10,0.091,0.004,0.001,0.231
"4+","rawben_rel_max > 0.992291880781089 & married <= 0.5 & shelter_expenses_by_hh_size > 293.375 & percent_abawd > 0.125","rf",13,0.308,3,0.07,0,3,0,0,0,0
"4+","shelter_expenses_by_hh_size <= 166.916666666667 & months_since_cert_n > 12.5 & married > 0.5","rf",13,0.308,9,0.21,0,9,0,0,0,0
"4+","shelter_expenses_by_hh_size > 227.325 & shelter_expenses_by_hh_size <= 231.208333333333 & total_deductions_by_hh_size <= 132.6 & unc_rawben_rel_max <= 0.509614686351859","rf",13,0.308,6,0.14,0,6,0,0,0,0.4
"4+","total_deductions_by_hh_size <= 161.633333333333 & count_divisible_by_100 > 1.5 & rawben_rel_max > 0.987425149700599","rf",13,0.308,2,0.05,0,2,0,0,0,0
"4+","total_deductions_by_hh_size > 437.75 & months_since_cert_n > 3.5 & unc_rawben_rel_max > 0.895739512286275","rf",13,0.308,8,0.19,2,6,0.25,0.008,0.008,0.333
"4+","unc_rawben_rel_max <= 0.913544489084057 & count_divisible_by_100 <= 0.5 & unc_rawben_rel_max > 0.910552384443513 & utilities > 241.5","rf",13,0.308,9,0.21,1,8,0.111,0.004,0.011,0.2
"4+","unc_rawben_rel_max <= 1.22096608427544 & elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max <= 0.884961013225348 & percent_abawd > 0.225 & utilities > 794","rf",13,0.308,16,0.38,2,14,0.125,0.008,0.007,0.176
"4+","unc_rawben_rel_max > 1.372479827688 & percent_abawd <= 0.125","rf",13,0.308,15,0.35,3,12,0.2,0.012,0.009,0.294
"4+","utilities <= 275.5 & rawben_rel_max <= 0.951746188351799 & HH_size_n > 7.5","rf",13,0.308,12,0.28,3,9,0.25,0.012,0.013,0.4
"4+","utilities > 279 & elderly_disabled_i %in% c(TRUE) & medical_deductions <= 137.5 & utilities > 532 & unc_rawben_rel_max > 1.19706832460299","rf",13,0.308,16,0.38,2,14,0.125,0.008,0.008,0.125
"4+","utilities > 360.5 & unc_rawben_rel_max > 1.36978294182447","rf",13,0.308,13,0.31,2,11,0.154,0.008,0.004,0.267
"4+","unc_rawben_rel_max < 0.938 & rawben_rel_max >= 0.7862 & rawben_rel_max < 0.7903","boosted",36,0.306,16,0.38,2,14,0.125,0.008,0.004,0.263
"4+","HH_size_n >= 4.5 & rawben_rel_max < 0.898 & rawben_rel_max >= 0.8905","boosted",33,0.303,13,0.31,1,12,0.077,0.004,0.006,0.25
"4+","total_deductions_by_hh_size >= 167.2 & HH_size_n >= 5.5 & shelter_expenses_by_hh_size < 235.7","boosted",33,0.303,26,0.61,0,26,0,0,0,0.071
"4+","cat_elig <= 2.5 & HH_size_n <= 4.5 & shelter_expenses_by_hh_size > 574.25 & percent_abawd > 0.125","rf",10,0.3,6,0.14,1,5,0.167,0.004,0.002,0.167
"4+","cat_elig <= 2.5 & utilities > 974 & shelter_expenses_by_hh_size > 357.25 & cat_elig <= 1.5","rf",10,0.3,77,1.81,13,64,0.169,0.052,0.038,0.297
"4+","children_i %in% c(FALSE) & married > 0.5 & shelter_expenses_by_hh_size > 416 & total_deductions_by_hh_size > 222.65","rf",10,0.3,3,0.07,1,2,0.333,0.004,0.002,0.6
"4+","children_i %in% c(FALSE) & shelter_expenses_by_hh_size > 455.125","rf",10,0.3,3,0.07,1,2,0.333,0.004,0.002,0.6
"4+","children_i %in% c(TRUE) & percent_abawd <= 0.55 & unc_rawben_rel_max <= 0.951696457082749 & unc_rawben_rel_max > 0.950856211710974","rf",10,0.3,6,0.14,1,5,0.167,0.004,0.002,0.375
