"hh_size","rule","source","n_flagged_train","precision_train","n_flagged","workload_pct","errors_caught","clean_flagged","precision_holdout","recall_holdout","dollar_recall","precision_any_holdout"
"2-3","count_divisible_by_100 <= 0.5 & HH_size_n <= 2.5 & utilities > 902 & shelter_expenses_by_hh_size > 1308.5","rf",11,0.364,10,0.12,3,7,0.3,0.009,0.011,0.3
"2-3","count_divisible_by_100 <= 1.5 & percent_abawd > 0.583333333333333 & months_since_cert_n > 6.5 & rawben_rel_max <= 0.310127664773074","rf",11,0.364,8,0.09,0,8,0,0,0,0.111
"2-3","homeless %in% c(FALSE) & total_deductions_by_hh_size > 264.45 & total_deductions_by_hh_size <= 264.883333333333","rf",11,0.364,3,0.04,1,2,0.333,0.003,0.001,0.6
"2-3","percent_abawd > 0.166666666666667 & married > 0.5 & total_deductions_by_hh_size > 508.3","rf",11,0.364,7,0.08,2,5,0.286,0.006,0.012,0.286
"2-3","rawben_rel_max <= 0.154849646714478 & expedited_i %in% c(FALSE) & HH_size_n <= 2.5 & total_deductions_by_hh_size > 606.3","rf",11,0.364,15,0.18,2,13,0.133,0.006,0.01,0.133
"2-3","shelter_expenses_by_hh_size > 875.75 & count_divisible_by_100 <= 1.5 & elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max <= 0.00326797385620915","rf",11,0.364,13,0.15,2,11,0.154,0.006,0.012,0.154
"2-3","total_deductions_by_hh_size <= 62.3666666666667 & elderly_disabled_i %in% c(FALSE) & count_divisible_by_100 > 0.5 & unc_rawben_rel_max <= 0.641054739652871","rf",11,0.364,8,0.09,0,8,0,0,0,0.273
"2-3","total_deductions_by_hh_size > 264.45 & total_deductions_by_hh_size <= 265.233333333333 & rawben_rel_max <= 0.793457943925234","rf",11,0.364,7,0.08,1,6,0.143,0.003,0.001,0.25
"2-3","cat_elig > 1.5 & shelter_expenses_by_hh_size > 1342","rf",14,0.357,1,0.01,0,1,0,0,0,0
"2-3","children_i %in% c(TRUE) & shelter_expenses_by_hh_size <= 675.75 & elderly_disabled_i %in% c(FALSE) & cat_elig <= 1.5 & unc_rawben_rel_max > 1.50706309966907","rf",14,0.357,18,0.21,5,13,0.278,0.015,0.016,0.278
"2-3","married > 0.5 & total_deductions_by_hh_size > 168.066666666667 & percent_abawd > 0.166666666666667 & total_deductions_by_hh_size > 486.75","rf",14,0.357,10,0.12,2,8,0.2,0.006,0.012,0.2
"2-3","rawben_rel_max <= 0.266542463298923 & HH_size_n <= 2.5 & total_deductions_by_hh_size > 665.35","rf",14,0.357,10,0.12,1,9,0.1,0.003,0.006,0.1
"2-3","rawben_rel_max <= 0.973843992425631 & cat_elig > 0.5 & HH_size_n <= 2.5 & unc_rawben_rel_max <= 0.963724472135687 & shelter_expenses_by_hh_size > 1308.5","rf",14,0.357,16,0.19,3,13,0.188,0.009,0.014,0.235
"2-3","shelter_expenses_by_hh_size > 1347.5 & elderly_disabled_i %in% c(FALSE) & expedited_i %in% c(FALSE)","rf",14,0.357,12,0.14,2,10,0.167,0.006,0.01,0.167
"2-3","married <= 0.5 & unc_rawben_rel_max > 1.52242990654206 & utilities <= 414.5","rf",17,0.353,17,0.2,4,13,0.235,0.012,0.019,0.316
"2-3","elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max < 0.9187 & total_deductions_by_hh_size >= 518.4 & total_deductions_by_hh_size < 527.8","boosted",32,0.344,15,0.18,3,12,0.2,0.009,0.005,0.2
"2-3","total_deductions_by_hh_size > 464.85 & months_since_cert_n > 4.5 & utilities <= 333","rf",38,0.342,9,0.11,2,7,0.222,0.006,0.008,0.364
"2-3","children_i %in% c(TRUE) & unc_rawben_rel_max > 1.73860182370821 & count_divisible_by_100 <= 0.5 & cat_elig <= 1.5","rf",12,0.333,8,0.09,2,6,0.25,0.006,0.011,0.4
"2-3","count_divisible_by_100 <= 0.5 & total_deductions_by_hh_size > 464.85 & shelter_expenses_by_hh_size <= 299.5","rf",18,0.333,10,0.12,1,9,0.1,0.003,0.006,0.25
"2-3","count_divisible_by_100 <= 1.5 & unc_rawben_rel_max > 1.48691588785047 & total_deductions_by_hh_size <= 621 & unc_rawben_rel_max > 1.74162147128355","rf",15,0.333,9,0.11,2,7,0.222,0.006,0.011,0.364
"2-3","rawben_rel_max <= 0.135167305692963 & total_deductions_by_hh_size > 605.6","rf",12,0.333,17,0.2,2,15,0.118,0.006,0.01,0.118
"2-3","rawben_rel_max > 0.243584904410937 & utilities <= 53 & shelter_expenses_by_hh_size > 707.25 & elderly_disabled_i %in% c(FALSE)","rf",15,0.333,12,0.14,2,10,0.167,0.006,0.008,0.231
"2-3","total_deductions_by_hh_size > 441.266666666667 & children_i %in% c(FALSE) & married > 0.5 & unc_rawben_rel_max <= 0.0571518742491805","rf",12,0.333,15,0.18,1,14,0.067,0.003,0.004,0.125
"2-3","total_deductions_by_hh_size > 441.333333333333 & shelter_expenses_by_hh_size > 1405","rf",12,0.333,15,0.18,2,13,0.133,0.006,0.007,0.188
"2-3","total_deductions_by_hh_size > 686.066666666667 & rawben_rel_max <= 0.769063180827887 & shelter_expenses_by_hh_size <= 788.5","rf",21,0.333,14,0.16,1,13,0.071,0.003,0.003,0.133
"2-3","total_deductions_by_hh_size >= 433 & months_since_cert_n >= 4.5 & shelter_expenses_by_hh_size < 581 & shelter_expenses_by_hh_size >= 556.8","boosted",24,0.333,10,0.12,0,10,0,0,0,0.167
"2-3","unc_rawben_rel_max > 1.34045899319197 & percent_abawd > 0.416666666666667 & shelter_expenses_by_hh_size > 782.25 & total_deductions_by_hh_size <= 607.25","rf",12,0.333,7,0.08,3,4,0.429,0.009,0.011,0.5
"2-3","elderly_disabled_i %in% c(""FALSE"") & unc_rawben_rel_max < 0.9698 & shelter_expenses_by_hh_size >= 823.8 & utilities < 416","boosted",35,0.314,31,0.36,3,28,0.097,0.009,0.007,0.097
"2-3","elderly_disabled_i %in% c(FALSE) & total_deductions_by_hh_size > 338.95 & expedited_i %in% c(TRUE) & months_since_cert_n > 8.5","rf",16,0.312,10,0.12,0,10,0,0,0,0.091
"2-3","rawben_rel_max <= 0.978826379980861 & married <= 0.5 & total_deductions_by_hh_size > 864.35","rf",16,0.312,9,0.11,0,9,0,0,0,0.1
"2-3","shelter_expenses_by_hh_size > 1348.75 & expedited_i %in% c(FALSE) & rawben_rel_max > 0.775700934579439","rf",16,0.312,11,0.13,1,10,0.091,0.003,0.001,0.167
"2-3","HH_size_n > 2.5 & utilities <= 589.5 & shelter_expenses_by_hh_size > 793 & utilities > 488.5","rf",13,0.308,6,0.07,0,6,0,0,0,0.143
"2-3","cat_elig > 1.5 & shelter_expenses_by_hh_size > 1342 & cat_elig <= 2.5","rf",13,0.308,1,0.01,0,1,0,0,0,0
"2-3","cat_elig > 1.5 & shelter_expenses_by_hh_size > 1342 & unc_rawben_rel_max > 0.342056074766355","rf",13,0.308,1,0.01,0,1,0,0,0,0
"2-3","children_i %in% c(FALSE) & months_since_cert_n <= 35.5 & total_deductions_by_hh_size > 566.05 & unc_rawben_rel_max <= 0.2","rf",13,0.308,12,0.14,2,10,0.167,0.006,0.01,0.167
"2-3","children_i %in% c(TRUE) & unc_rawben_rel_max <= 0.932920489730989 & shelter_expenses_by_hh_size > 1121.25 & rawben_rel_max > 0.729906542056075","rf",13,0.308,5,0.06,2,3,0.4,0.006,0.006,0.4
"2-3","elderly_disabled_i %in% c(FALSE) & HH_size_n > 2.5 & unc_rawben_rel_max > 1.34057830120549 & utilities <= 18.5","rf",13,0.308,1,0.01,0,1,0,0,0,0
"2-3","elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max > 1.73072822509619","rf",13,0.308,7,0.08,2,5,0.286,0.006,0.009,0.286
"2-3","percent_abawd > 0.166666666666667 & total_deductions_by_hh_size > 392.133333333333 & utilities <= 415.5","rf",26,0.308,27,0.32,3,24,0.111,0.009,0.011,0.172
"2-3","married <= 0.5 & shelter_expenses_by_hh_size > 783.166666666667 & utilities <= 363 & unc_rawben_rel_max <= 1.16673996701484","rf",23,0.304,17,0.2,0,17,0,0,0,0.105
"2-3","cat_elig <= 1.5 & count_divisible_by_100 <= 1.5 & elderly_disabled_i %in% c(FALSE) & count_divisible_by_100 <= 0.5 & unc_rawben_rel_max > 1.50706309966907","rf",20,0.3,19,0.22,5,14,0.263,0.015,0.015,0.263
"2-3","cat_elig > 0.5 & rawben_rel_max <= 0.408411214953271 & total_deductions_by_hh_size > 754.35","rf",10,0.3,7,0.08,0,7,0,0,0,0.125
"2-3","children_i %in% c(FALSE) & months_since_cert_n > 9.5 & shelter_expenses_by_hh_size > 1169","rf",10,0.3,6,0.07,1,5,0.167,0.003,0.004,0.167
"2-3","homeless %in% c(FALSE) & total_deductions_by_hh_size > 264.45 & total_deductions_by_hh_size <= 264.883333333333 & utilities > 31","rf",10,0.3,3,0.04,1,2,0.333,0.003,0.001,0.6
"2-3","married <= 0.5 & count_divisible_by_100 <= 1.5 & shelter_expenses_by_hh_size > 674.25 & shelter_expenses_by_hh_size <= 675.166666666667","rf",10,0.3,5,0.06,0,5,0,0,0,0
"2-3","married <= 0.5 & percent_abawd > 0.166666666666667 & rawben_rel_max <= 0.578184701776692 & homeless %in% c(FALSE) & total_deductions_by_hh_size > 562.6","rf",10,0.3,9,0.11,0,9,0,0,0,0
"2-3","shelter_expenses_by_hh_size > 726.583333333333 & utilities <= 276.5 & unc_rawben_rel_max <= 0.770500918673242","rf",10,0.3,9,0.11,0,9,0,0,0,0.25
"2-3","shelter_expenses_by_hh_size > 901.75 & unc_rawben_rel_max <= 0.0752000488668988 & married > 0.5","rf",10,0.3,11,0.13,1,10,0.091,0.003,0.004,0.167
"2-3","total_deductions_by_hh_size > 441.333333333333 & shelter_expenses_by_hh_size > 1405 & medical_deductions <= 88.5","rf",10,0.3,9,0.11,1,8,0.111,0.003,0.004,0.111
"2-3","unc_rawben_rel_max > 1.48691588785047 & cat_elig <= 0.5 & shelter_expenses_by_hh_size <= 438","rf",20,0.3,2,0.02,0,2,0,0,0,0
"2-3","utilities <= 974 & rawben_rel_max <= 0.154849646714478 & total_deductions_by_hh_size > 608.65","rf",10,0.3,10,0.12,1,9,0.1,0.003,0.006,0.1
"2-3","utilities > 644 & shelter_expenses_by_hh_size > 1254 & unc_rawben_rel_max <= 1.11328976034858","rf",20,0.3,20,0.23,4,16,0.2,0.012,0.017,0.238
"2-3","cat_elig > 0.5 & utilities <= 36 & shelter_expenses_by_hh_size > 707.25","rf",17,0.294,12,0.14,1,11,0.083,0.003,0.002,0.214
"2-3","elderly_disabled_i %in% c(FALSE) & married > 0.5 & percent_abawd <= 0.166666666666667 & unc_rawben_rel_max <= -0.00283565703624066","rf",17,0.294,8,0.09,0,8,0,0,0,0
"2-3","married <= 0.5 & utilities <= 902 & shelter_expenses_by_hh_size > 674.25 & utilities <= 61.5 & unc_rawben_rel_max <= 1.24887020814524","rf",17,0.294,11,0.13,0,11,0,0,0,0.083
"2-3","rawben_rel_max <= 0.292626033865083 & percent_abawd > 0.583333333333333 & months_since_cert_n > 4.5","rf",17,0.294,8,0.09,0,8,0,0,0,0.111
"2-3","total_deductions_by_hh_size > 516.283333333333 & shelter_expenses_by_hh_size <= 296.416666666667","rf",17,0.294,7,0.08,0,7,0,0,0,0.222
"2-3","elderly_disabled_i %in% c(""FALSE"") & shelter_expenses_by_hh_size >= 562.5 & months_since_cert_n >= 7.5 & shelter_expenses_by_hh_size < 579.8","boosted",24,0.292,13,0.15,0,13,0,0,0,0.133
"2-3","elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max > 1.50652270364411 & shelter_expenses_by_hh_size > 460.416666666667","rf",24,0.292,15,0.18,6,9,0.4,0.018,0.016,0.438
"2-3","elderly_disabled_i %in% c(""FALSE"") & total_deductions_by_hh_size >= 519.3 & total_deductions_by_hh_size < 528.6","boosted",38,0.289,17,0.2,3,14,0.176,0.009,0.005,0.176
"2-3","unc_rawben_rel_max >= 1.326 & utilities < 315.5 & utilities >= 285.5","boosted",45,0.289,6,0.07,2,4,0.333,0.006,0.007,0.333
"2-3","total_deductions_by_hh_size >= 468.2 & months_since_cert_n >= 4.5 & utilities < 379","boosted",52,0.288,24,0.28,2,22,0.083,0.006,0.008,0.185
"2-3","HH_size_n <= 2.5 & medical_deductions <= 145.5 & utilities <= 340.5 & total_deductions_by_hh_size > 688.35","rf",14,0.286,6,0.07,2,4,0.333,0.006,0.008,0.429
"2-3","elderly_disabled_i %in% c(FALSE) & percent_abawd > 0.416666666666667 & total_deductions_by_hh_size > 562.6","rf",14,0.286,12,0.14,1,11,0.083,0.003,0.006,0.154
"2-3","elderly_disabled_i %in% c(FALSE) & shelter_expenses_by_hh_size <= 1118 & utilities <= 29.5 & total_deductions_by_hh_size > 510.25","rf",14,0.286,11,0.13,0,11,0,0,0,0
"2-3","shelter_expenses_by_hh_size <= 1346.25 & shelter_expenses_by_hh_size > 634.5 & percent_abawd > 0.166666666666667 & utilities <= 372.5","rf",14,0.286,10,0.12,2,8,0.2,0.006,0.006,0.385
"2-3","shelter_expenses_by_hh_size > 849.25 & medical_deductions <= 155.5 & utilities <= 310","rf",14,0.286,8,0.09,1,7,0.125,0.003,0.006,0.222
"2-3","shelter_expenses_by_hh_size > 989.5 & months_since_cert_n > 7.5 & shelter_expenses_by_hh_size > 1025.5 & total_deductions_by_hh_size <= 511.8","rf",28,0.286,17,0.2,1,16,0.059,0.003,0.003,0.111
"2-3","total_deductions_by_hh_size > 193.2 & unc_rawben_rel_max <= 1.74164133738602 & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1344.75","rf",21,0.286,22,0.26,3,19,0.136,0.009,0.014,0.174
"2-3","unc_rawben_rel_max > 1.48691588785047 & months_since_cert_n > 5.5 & shelter_expenses_by_hh_size > 1010.25","rf",14,0.286,7,0.08,1,6,0.143,0.003,0.001,0.25
"2-3","unc_rawben_rel_max > 1.50652270364411 & children_i %in% c(TRUE) & months_since_cert_n > 4.5","rf",28,0.286,14,0.16,4,10,0.286,0.012,0.009,0.375
"2-3","utilities > 124 & months_since_cert_n > 6.5 & shelter_expenses_by_hh_size > 633.75 & total_deductions_by_hh_size > 897.983333333333","rf",14,0.286,12,0.14,1,11,0.083,0.003,0.001,0.154
"2-3","utilities > 22 & percent_abawd > 0.25 & cat_elig > 1.5 & shelter_expenses_by_hh_size > 835.5","rf",21,0.286,2,0.02,0,2,0,0,0,0
"2-3","utilities > 847 & shelter_expenses_by_hh_size > 1302.75","rf",21,0.286,18,0.21,4,14,0.222,0.012,0.015,0.263
"2-3","utilities > 974 & elderly_disabled_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1113.16666666667","rf",14,0.286,10,0.12,1,9,0.1,0.003,0.006,0.1
"2-3","HH_size_n <= 2.5 & elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max > 1.52312015148739","rf",25,0.28,16,0.19,4,12,0.25,0.012,0.017,0.25
"2-3","count_divisible_by_100 <= 1.5 & utilities > 286.5 & utilities <= 289.5 & total_deductions_by_hh_size > 290.95","rf",50,0.28,1,0.01,0,1,0,0,0,0
"2-3","cat_elig > 1.5 & shelter_expenses_by_hh_size > 860 & percent_abawd > 0.25","rf",18,0.278,2,0.02,0,2,0,0,0,0
"2-3","children_i %in% c(FALSE) & percent_abawd > 0.583333333333333 & utilities <= 320 & months_since_cert_n > 8.5","rf",18,0.278,3,0.04,0,3,0,0,0,0
"2-3","children_i %in% c(TRUE) & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1321.5","rf",18,0.278,13,0.15,1,12,0.077,0.003,0.006,0.077
"2-3","expedited_i %in% c(FALSE) & HH_size_n <= 2.5 & unc_rawben_rel_max <= 1.52312015148739 & shelter_expenses_by_hh_size > 674.75 & homeless %in% c(FALSE) & married <= 0.5 & percent_abawd <= 0.25 & shelter_expenses_by_hh_size > 1346.25","rf",18,0.278,8,0.09,2,6,0.25,0.006,0.01,0.25
"2-3","expedited_i %in% c(TRUE) & elderly_disabled_i %in% c(FALSE) & total_deductions_by_hh_size > 518.6","rf",18,0.278,11,0.13,1,10,0.091,0.003,0.006,0.091
"2-3","rawben_rel_max > 0.243584904410937 & utilities <= 53 & shelter_expenses_by_hh_size > 707.25","rf",18,0.278,13,0.15,2,11,0.154,0.006,0.008,0.267
"2-3","shelter_expenses_by_hh_size <= 442.833333333333 & months_since_cert_n > 2.5 & cat_elig <= 1.5 & unc_rawben_rel_max > 1.50652270364411","rf",18,0.278,9,0.11,1,8,0.111,0.003,0.006,0.333
"2-3","utilities <= 38.5 & cat_elig > 0.5 & total_deductions_by_hh_size > 500.35","rf",18,0.278,12,0.14,0,12,0,0,0,0.143
"2-3","unc_rawben_rel_max >= 1.361 & utilities < 339.5 & cat_elig < 0.5","boosted",29,0.276,5,0.06,0,5,0,0,0,0
"2-3","HH_size_n > 2.5 & unc_rawben_rel_max > 1.35790273556231 & months_since_cert_n > 3.5","rf",22,0.273,14,0.16,3,11,0.214,0.009,0.01,0.389
"2-3","cat_elig > 0.5 & children_i %in% c(TRUE) & count_divisible_by_100 > 0.5 & total_deductions_by_hh_size > 686.066666666667","rf",11,0.273,7,0.08,0,7,0,0,0,0.125
"2-3","children_i %in% c(TRUE) & months_since_cert_n <= 3.5 & total_deductions_by_hh_size > 452.6 & total_deductions_by_hh_size <= 453.816666666667","rf",11,0.273,1,0.01,0,1,0,0,0,0.5
"2-3","expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1399 & unc_rawben_rel_max > 0.632710280373832","rf",11,0.273,12,0.14,1,11,0.083,0.003,0.004,0.154
"2-3","months_since_cert_n <= 2.5 & married <= 0.5 & unc_rawben_rel_max > 1.48691588785047 & cat_elig <= 0.5","rf",22,0.273,5,0.06,0,5,0,0,0,0
"2-3","months_since_cert_n > 11.5 & utilities <= 414.5 & total_deductions_by_hh_size > 436.583333333333","rf",11,0.273,6,0.07,0,6,0,0,0,0
"2-3","percent_abawd <= 0.166666666666667 & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1346.25 & count_divisible_by_100 <= 0.5","rf",22,0.273,20,0.23,3,17,0.15,0.009,0.011,0.19
"2-3","rawben_rel_max <= 0.154849646714478 & married <= 0.5 & shelter_expenses_by_hh_size > 872.5 & months_since_cert_n <= 1.5","rf",11,0.273,4,0.05,0,4,0,0,0,0
"2-3","total_deductions_by_hh_size >= 467.7 & rawben_rel_max < 0.7423 & utilities < 315.5","boosted",44,0.273,10,0.12,1,9,0.1,0.003,0.002,0.308
"2-3","unc_rawben_rel_max > 1.52312015148739 & shelter_expenses_by_hh_size <= 355.833333333333 & percent_abawd <= 0.25","rf",11,0.273,4,0.05,1,3,0.25,0.003,0.006,0.25
"2-3","unc_rawben_rel_max > 1.34057830120549 & utilities <= 315 & cat_elig <= 0.5","rf",37,0.27,5,0.06,0,5,0,0,0,0
"2-3","count_divisible_by_100 <= 0.5 & unc_rawben_rel_max > 1.52312015148739 & elderly_disabled_i %in% c(FALSE)","rf",26,0.269,16,0.19,5,11,0.312,0.015,0.015,0.353
"2-3","shelter_expenses_by_hh_size > 1023.5 & percent_abawd <= 0.75 & elderly_disabled_i %in% c(FALSE) & shelter_expenses_by_hh_size <= 1054.75","rf",26,0.269,15,0.18,1,14,0.067,0.003,0.003,0.176
"2-3","utilities > 22 & unc_rawben_rel_max > 1.48691588785047 & utilities <= 295","rf",41,0.268,4,0.05,0,4,0,0,0,0
"2-3","children_i %in% c(FALSE) & rawben_rel_max <= 0.955337690631808 & elderly_disabled_i %in% c(FALSE) & total_deductions_by_hh_size > 563.05","rf",15,0.267,12,0.14,1,11,0.083,0.003,0.006,0.214
"2-3","count_divisible_by_100 <= 1.5 & elderly_disabled_i %in% c(FALSE) & total_deductions_by_hh_size > 909.95","rf",15,0.267,10,0.12,0,10,0,0,0,0
"2-3","percent_abawd > 0.166666666666667 & medical_deductions <= 22 & elderly_disabled_i %in% c(FALSE) & percent_abawd <= 1.16666666666667 & total_deductions_by_hh_size > 562.1","rf",15,0.267,12,0.14,1,11,0.083,0.003,0.006,0.214
"2-3","shelter_expenses_by_hh_size > 1347.5 & total_deductions_by_hh_size <= 486.2","rf",15,0.267,5,0.06,2,3,0.4,0.006,0.01,0.4
"2-3","shelter_expenses_by_hh_size > 1407 & expedited_i %in% c(FALSE)","rf",15,0.267,19,0.22,3,16,0.158,0.009,0.014,0.2
"2-3","total_deductions_by_hh_size <= 173.8 & unc_rawben_rel_max > 0.422461153878931 & rawben_rel_max <= 0.428304405874499 & utilities <= 342","rf",15,0.267,10,0.12,1,9,0.1,0.003,0.001,0.1
"2-3","total_deductions_by_hh_size > 465.7 & months_since_cert_n > 3.5 & HH_size_n > 2.5 & shelter_expenses_by_hh_size <= 467.166666666667","rf",15,0.267,7,0.08,0,7,0,0,0,0
"2-3","utilities <= 245.5 & married <= 0.5 & rawben_rel_max <= 0.892671725900762 & shelter_expenses_by_hh_size > 652.75","rf",15,0.267,11,0.13,0,11,0,0,0,0.154
"2-3","utilities > 605.5 & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1393","rf",15,0.267,15,0.18,3,12,0.2,0.009,0.014,0.2
"2-3","months_since_cert_n > 5.5 & total_deductions_by_hh_size > 364.75 & cat_elig <= 1.5 & utilities <= 335.5","rf",38,0.263,19,0.22,2,17,0.105,0.006,0.005,0.261
"2-3","shelter_expenses_by_hh_size > 1347.5 & elderly_disabled_i %in% c(FALSE)","rf",19,0.263,13,0.15,2,11,0.154,0.006,0.01,0.154
"2-3","shelter_expenses_by_hh_size > 989.5 & months_since_cert_n <= 7.5 & expedited_i %in% c(FALSE) & rawben_rel_max <= 0.324299065420561","rf",19,0.263,28,0.33,2,26,0.071,0.006,0.008,0.161
"2-3","unc_rawben_rel_max <= 1.34045899319197 & homeless %in% c(FALSE) & shelter_expenses_by_hh_size > 1351.5","rf",19,0.263,19,0.22,3,16,0.158,0.009,0.014,0.2
"2-3","expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 493.583333333333 & count_divisible_by_100 <= 0.5 & shelter_expenses_by_hh_size > 1341","rf",23,0.261,23,0.27,3,20,0.13,0.009,0.011,0.167
"2-3","percent_abawd <= 0.166666666666667 & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1346.25","rf",23,0.261,23,0.27,4,19,0.174,0.012,0.015,0.208
"2-3","married <= 0.5 & unc_rawben_rel_max <= 1.52523364485981 & shelter_expenses_by_hh_size > 557.583333333333 & months_since_cert_n > 6.5 & utilities <= 302.5","rf",27,0.259,11,0.13,1,10,0.091,0.003,0.006,0.231
"2-3","shelter_expenses_by_hh_size > 633.833333333333 & percent_abawd > 0.416666666666667 & utilities <= 476","rf",35,0.257,29,0.34,3,26,0.103,0.009,0.008,0.212
"2-3","elderly_disabled_i %in% c(""FALSE"") & total_deductions_by_hh_size >= 615.6 & rawben_rel_max < 0.5728","boosted",39,0.256,29,0.34,1,28,0.034,0.003,0.006,0.125
"2-3","unc_rawben_rel_max >= 1.327 & utilities < 295 & cat_elig < 0.5","boosted",39,0.256,6,0.07,0,6,0,0,0,0
"2-3","shelter_expenses_by_hh_size >= 980.5 & total_deductions_by_hh_size < 532.3 & total_deductions_by_hh_size >= 405.4","boosted",51,0.255,30,0.35,5,25,0.167,0.015,0.013,0.219
"2-3","total_deductions_by_hh_size >= 387.6 & utilities < 335 & months_since_cert_n >= 5.5","boosted",47,0.255,17,0.2,1,16,0.059,0.003,0.003,0.158
"2-3","HH_size_n <= 2.5 & percent_abawd > 0.75 & count_divisible_by_100 <= 0.5 & homeless %in% c(FALSE) & rawben_rel_max > 0.792448028017022 & shelter_expenses_by_hh_size > 503.25 & utilities <= 466.5","rf",12,0.25,8,0.09,0,8,0,0,0,0
"2-3","HH_size_n > 2.5 & utilities <= 280.5 & utilities <= 59.5 & unc_rawben_rel_max > 1.338772845953","rf",20,0.25,1,0.01,0,1,0,0,0,0
"2-3","cat_elig > 0.5 & expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1339.25","rf",24,0.25,25,0.29,4,21,0.16,0.012,0.015,0.192
"2-3","cat_elig > 1.5 & utilities > 414.5 & shelter_expenses_by_hh_size > 1372.25","rf",12,0.25,1,0.01,0,1,0,0,0,0
"2-3","children_i %in% c(FALSE) & homeless %in% c(FALSE) & medical_deductions <= 154 & total_deductions_by_hh_size > 566.05 & rawben_rel_max <= 0.461682242990654","rf",20,0.25,20,0.23,2,18,0.1,0.006,0.01,0.143
"2-3","children_i %in% c(TRUE) & elderly_disabled_i %in% c(FALSE) & unc_rawben_rel_max <= -0.967320261437909","rf",12,0.25,5,0.06,0,5,0,0,0,0
"2-3","count_divisible_by_100 <= 0.5 & unc_rawben_rel_max > 1.5196261682243 & elderly_disabled_i %in% c(FALSE)","rf",28,0.25,16,0.19,5,11,0.312,0.015,0.015,0.353
"2-3","count_divisible_by_100 > 0.5 & children_i %in% c(TRUE) & total_deductions_by_hh_size > 686.066666666667","rf",12,0.25,7,0.08,0,7,0,0,0,0.125
"2-3","count_divisible_by_100 > 0.5 & medical_deductions > 138 & children_i %in% c(FALSE)","rf",12,0.25,11,0.13,0,11,0,0,0,0.083
"2-3","expedited_i %in% c(FALSE) & married <= 0.5 & shelter_expenses_by_hh_size > 1402.75","rf",12,0.25,8,0.09,2,6,0.25,0.006,0.01,0.25
"2-3","expedited_i %in% c(FALSE) & medical_deductions <= 155.5 & medical_deductions > 152.5","rf",12,0.25,1,0.01,0,1,0,0,0,0.5
"2-3","expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1249.25 & utilities > 869","rf",16,0.25,14,0.16,4,10,0.286,0.012,0.015,0.333
"2-3","expedited_i %in% c(FALSE) & shelter_expenses_by_hh_size > 1399","rf",16,0.25,20,0.23,3,17,0.15,0.009,0.014,0.19
"2-3","medical_deductions <= 178 & married > 0.5 & elderly_disabled_i %in% c(FALSE) & months_since_cert_n > 14","rf",12,0.25,6,0.07,0,6,0,0,0,0
"2-3","months_since_cert_n <= 17.5 & months_since_cert_n > 2.5 & count_divisible_by_100 > 1.5 & utilities <= 415.5","rf",20,0.25,14,0.16,1,13,0.071,0.003,0.004,0.071
"2-3","months_since_cert_n > 11.5 & children_i %in% c(TRUE) & homeless %in% c(FALSE) & married <= 0.5 & elderly_disabled_i %in% c(FALSE) & utilities > 753.5","rf",16,0.25,8,0.09,1,7,0.125,0.003,0.001,0.125
"2-3","percent_abawd <= 0.416666666666667 & unc_rawben_rel_max <= -0.967320261437909 & elderly_disabled_i %in% c(FALSE)","rf",16,0.25,7,0.08,0,7,0,0,0,0
"2-3","percent_abawd > 0.166666666666667 & married <= 0.5 & shelter_expenses_by_hh_size > 797.5 & utilities > 863.5","rf",16,0.25,14,0.16,2,12,0.143,0.006,0.008,0.143
"2-3","percent_abawd > 0.583333333333333 & shelter_expenses_by_hh_size <= 293.666666666667 & rawben_rel_max <= 0.209726443768997","rf",12,0.25,3,0.04,0,3,0,0,0,0.25
"2-3","rawben_rel_max <= 0.154849646714478 & shelter_expenses_by_hh_size > 928 & total_deductions_by_hh_size <= 423.65 & months_since_cert_n <= 13","rf",12,0.25,7,0.08,1,6,0.143,0.003,0.006,0.25
"2-3","rawben_rel_max <= 0.257512267627716 & total_deductions_by_hh_size <= 920.913746757234 & unc_rawben_rel_max <= -0.94880174291939 & children_i %in% c(TRUE) & unc_rawben_rel_max > -1.62661006250891","rf",12,0.25,8,0.09,0,8,0,0,0,0
"2-3","rawben_rel_max <= 0.292626033865083 & count_divisible_by_100 <= 1.5 & total_deductions_by_hh_size > 615.2","rf",32,0.25,14,0.16,2,12,0.143,0.006,0.01,0.25
