"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","shelter_expenses_by_hh_size > 892.000 & unc_rawben_rel_max >   0.845 & unc_rawben_rel_max <=   0.991 & utilities <=  28.500","ranger",44,35,0.7955,0.6258,24,17,0.7083,0.0164,0.0231,0.103,26,19,0.7308,0.0104,0.0125,0.108
"1","shelter_expenses_by_hh_size > 676.000 & unc_rawben_rel_max >   0.987 & unc_rawben_rel_max <=   1.000 & utilities <= 250.000","ranger",52,40,0.7692,0.6121,17,12,0.7059,0.0116,0.0189,0.073,17,12,0.7059,0.0065,0.009,0.071
"1","rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 617.000 & utilities <=  30.500","ranger",29,23,0.7931,0.5799,10,7,0.7,0.0068,0.0108,0.043,10,7,0.7,0.0038,0.0051,0.042
"1","total_deductions_by_hh_size > 1360.000 & unc_rawben_rel_max >    0.987 & unc_rawben_rel_max <=    0.991","ranger",17,14,0.8235,0.5425,8,6,0.75,0.0058,0.0104,0.034,8,6,0.75,0.0033,0.005,0.033
"1","rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 368.000 & unc_rawben_rel_max >   0.987 & utilities <= 360.000","ranger",94,61,0.6489,0.5292,34,21,0.6176,0.0203,0.0293,0.146,34,21,0.6176,0.0114,0.0139,0.141
"1","rawben_rel_max >   0.987 & total_deductions_by_hh_size > 415.000 & unc_rawben_rel_max <=   0.996 & utilities <= 350.000","ranger",89,57,0.6404,0.5172,33,20,0.6061,0.0193,0.0284,0.142,33,20,0.6061,0.0109,0.0135,0.137
"1","rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 504.000 & utilities <= 476.000","ranger",180,100,0.5556,0.469,93,40,0.4301,0.0386,0.0533,0.4,93,40,0.4301,0.0218,0.0253,0.386
"1","rawben_rel_max >    0.987 & total_deductions_by_hh_size > 1450.000 & unc_rawben_rel_max <=    1.000 & utilities >  451.000","ranger",11,9,0.8182,0.4682,5,3,0.6,0.0029,0.0063,0.021,5,3,0.6,0.0016,0.003,0.021
"1","homeless <=    0.500 & rawben_rel_max >    0.987 & rawben_rel_max <=    0.998 & total_deductions_by_hh_size > 1330.000","ranger",21,15,0.7143,0.4613,11,6,0.5455,0.0058,0.0104,0.047,11,6,0.5455,0.0033,0.005,0.046
"1","rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 810.000 & utilities < 577.000","xgboost",205,111,0.5415,0.4605,106,49,0.4623,0.0473,0.0644,0.456,106,49,0.4623,0.0267,0.0306,0.441
"1","rawben_rel_max >=   0.986 & rawben_rel_max <   0.992 & shelter_expenses_by_hh_size >= 845.000 & utilities < 583.000","xgboost",214,114,0.5327,0.4536,98,47,0.4796,0.0454,0.0632,0.421,98,47,0.4796,0.0256,0.03,0.407
"1","rawben_rel_max >   0.987 & rawben_rel_max <=   0.998 & total_deductions_by_hh_size > 608.000 & utilities <= 451.000","ranger",154,83,0.539,0.4458,71,34,0.4789,0.0329,0.0456,0.305,72,35,0.4861,0.0191,0.0224,0.299
"1","rawben_rel_max >   0.987 & rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 418.000 & utilities <= 542.000","ranger",214,112,0.5234,0.4444,98,42,0.4286,0.0406,0.0559,0.421,98,42,0.4286,0.0229,0.0265,0.407
