"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","months_since_cert_n >   3.50 & total_deductions_by_hh_size > 184.00 & unc_rawben_rel_max >   2.08 & unc_rawben_rel_max <=   2.11","ranger",11,7,0.6364,0.3116,7,1,0.1429,8e-04,5e-04,0.032,7,1,0.1429,8e-04,5e-04,0.032
"1","medical_deductions <= 148.00 & months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.96 & utilities <= 420.00","ranger",47,22,0.4681,0.311,22,7,0.3182,0.0054,0.0079,0.101,22,7,0.3182,0.0054,0.0079,0.101
"1","medical_deductions <= 308.00 & total_deductions_by_hh_size >   2.80 & unc_rawben_rel_max >   1.93 & utilities <= 303.00","ranger",47,22,0.4681,0.311,23,7,0.3043,0.0054,0.0077,0.106,23,7,0.3043,0.0054,0.0077,0.106
"1","expedited_i <=   0.500 & medical_deductions > 397.000 & unc_rawben_rel_max >   0.668 & unc_rawben_rel_max <=   1.000","ranger",37,18,0.4865,0.3097,23,8,0.3478,0.0062,0.009,0.106,23,8,0.3478,0.0062,0.009,0.106
"1","homeless <=   0.50 & percent_abawd <=   0.50 & unc_rawben_rel_max >   1.96 & utilities <= 288.00","ranger",37,18,0.4865,0.3097,15,7,0.4667,0.0054,0.0077,0.069,15,7,0.4667,0.0054,0.0077,0.069
"1","rawben_rel_max >=   0.764 & shelter_expenses_by_hh_size >= 680.000 & unc_rawben_rel_max >=   1.930 & utilities < 299.000","xgboost",37,18,0.4865,0.3097,15,7,0.4667,0.0054,0.0077,0.069,15,7,0.4667,0.0054,0.0077,0.069
"1","count_divisible_by_100 <=   1.5 & medical_deductions >   0.5 & medical_deductions <=   7.5 & total_deductions_by_hh_size > 229.0","ranger",66,29,0.4394,0.3073,29,10,0.3448,0.0077,0.0043,0.133,29,10,0.3448,0.0077,0.0043,0.133
"1","shelter_expenses_by_hh_size <= 850.00 & unc_rawben_rel_max >   1.93 & utilities >  12.50 & utilities <= 366.00","ranger",25,13,0.52,0.3057,10,5,0.5,0.0039,0.0045,0.046,10,5,0.5,0.0039,0.0045,0.046
"1","medical_deductions >=   4.000 & medical_deductions <   8.000 & total_deductions_by_hh_size < 917.000 & unc_rawben_rel_max >=  -0.004","xgboost",53,24,0.4528,0.3056,27,10,0.3704,0.0077,0.0043,0.124,27,10,0.3704,0.0077,0.0043,0.124
"1","married <=   0.50 & medical_deductions > 130.00 & unc_rawben_rel_max >   2.58","ranger",18,10,0.5556,0.3035,7,4,0.5714,0.0031,0.0048,0.032,7,4,0.5714,0.0031,0.0048,0.032
"1","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size >= 163.00 & unc_rawben_rel_max >=   1.69 & utilities < 361.00","xgboost",100,41,0.41,0.3031,46,21,0.4565,0.0162,0.021,0.211,46,21,0.4565,0.0162,0.021,0.211
"1","elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 969.00 & unc_rawben_rel_max >=   1.74 & utilities < 529.00","xgboost",137,54,0.3942,0.3028,70,35,0.5,0.0271,0.0321,0.322,70,35,0.5,0.0271,0.0321,0.322
"1","rawben_rel_max >=   0.988 & rawben_rel_max <   0.992 & utilities < 560.000","xgboost",219,82,0.3744,0.3022,130,33,0.2538,0.0255,0.0257,0.597,130,33,0.2538,0.0255,0.0257,0.597
"1","medical_deductions >   0.5 & medical_deductions <=   8.5 & shelter_expenses_by_hh_size >  17.0 & utilities > 396.0","ranger",70,30,0.4286,0.301,28,8,0.2857,0.0062,0.0037,0.129,28,8,0.2857,0.0062,0.0037,0.129
"1","rawben_rel_max >    0.975 & shelter_expenses_by_hh_size > 1650.000 & unc_rawben_rel_max <=    1.000","ranger",33,16,0.4848,0.2994,20,5,0.25,0.0039,0.0047,0.092,20,5,0.25,0.0039,0.0047,0.092
"1","elderly_disabled_i >=   1.00 & shelter_expenses_by_hh_size < 980.00 & total_deductions_by_hh_size < 325.00 & unc_rawben_rel_max >=   1.42","xgboost",28,14,0.5,0.2988,10,3,0.3,0.0023,0.0043,0.046,10,3,0.3,0.0023,0.0043,0.046
"1","expedited_i <   1.00 & months_since_cert_n >=   8.00 & unc_rawben_rel_max >=   1.54 & utilities < 320.00","xgboost",68,29,0.4265,0.2975,25,10,0.4,0.0077,0.0098,0.115,25,10,0.4,0.0077,0.0098,0.115
"1","children_i <=   0.50 & medical_deductions <=   0.50 & unc_rawben_rel_max >   1.95 & utilities <= 303.00","ranger",41,19,0.4634,0.2974,22,7,0.3182,0.0054,0.0077,0.101,22,7,0.3182,0.0054,0.0077,0.101
"1","unc_rawben_rel_max >   1.93 & utilities <= 303.00","ranger",49,22,0.449,0.2971,23,7,0.3043,0.0054,0.0077,0.106,23,7,0.3043,0.0054,0.0077,0.106
"1","medical_deductions <= 132.00 & months_since_cert_n >   4.50 & shelter_expenses_by_hh_size <= 658.00 & unc_rawben_rel_max >   1.93","ranger",16,9,0.5625,0.2968,1,0,0,0,0,0.005,1,0,0,0,0,0.005
"1","months_since_cert_n >=   3.00 & shelter_expenses_by_hh_size < 634.00 & unc_rawben_rel_max >=   1.93 & unc_rawben_rel_max <   2.46","xgboost",16,9,0.5625,0.2968,5,0,0,0,0,0.023,5,0,0,0,0,0.023
"1","rawben_rel_max >    0.987 & rawben_rel_max <=    0.991 & shelter_expenses_by_hh_size <= 1360.000 & utilities <=  568.000","ranger",202,75,0.3713,0.2965,125,28,0.224,0.0217,0.0203,0.574,125,28,0.224,0.0217,0.0203,0.574
"1","elderly_disabled_i >   0.5 & medical_deductions >   0.5 & medical_deductions <=  11.5 & utilities > 366.0","ranger",80,33,0.4125,0.294,33,8,0.2424,0.0062,0.0037,0.152,33,8,0.2424,0.0062,0.0037,0.152
"1","homeless >    0.500 & months_since_cert_n >    4.500 & rawben_rel_max <=    0.995 & shelter_expenses_by_hh_size > 1020.000","ranger",21,11,0.5238,0.2928,16,5,0.3125,0.0039,0.004,0.074,16,5,0.3125,0.0039,0.004,0.074
"1","medical_deductions >= 2.44 & months_since_cert_n >= 4.00 & unc_rawben_rel_max >= 2.46","xgboost",21,11,0.5238,0.2928,6,2,0.3333,0.0015,0.0019,0.028,6,2,0.3333,0.0015,0.0019,0.028
"1","months_since_cert_n >    5.5 & shelter_expenses_by_hh_size > 2430.0 & utilities >  834.0","ranger",21,11,0.5238,0.2928,17,4,0.2353,0.0031,0.0041,0.078,17,4,0.2353,0.0031,0.0041,0.078
"1","expedited_i <=   0.500 & medical_deductions > 363.000 & rawben_rel_max >   0.646 & unc_rawben_rel_max <=   0.993","ranger",47,21,0.4468,0.2925,25,9,0.36,0.007,0.0101,0.115,25,9,0.36,0.007,0.0101,0.115
"1","medical_deductions >=   2.44 & shelter_expenses_by_hh_size >= 955.00 & unc_rawben_rel_max >=   2.46","xgboost",26,13,0.5,0.2925,10,4,0.4,0.0031,0.0048,0.046,10,4,0.4,0.0031,0.0048,0.046
"1","cat_elig >   0.50 & unc_rawben_rel_max >   1.93 & utilities <= 303.00","ranger",42,19,0.4524,0.2896,22,7,0.3182,0.0054,0.0077,0.101,22,7,0.3182,0.0054,0.0077,0.101
"1","months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.96 & utilities >  28.50 & utilities <= 632.00","ranger",128,49,0.3828,0.2896,62,17,0.2742,0.0131,0.0154,0.285,62,17,0.2742,0.0131,0.0154,0.285
"1","medical_deductions > 4.9400 & medical_deductions <= 7.5000 & rawben_rel_max > 0.0842 & rawben_rel_max <= 0.2680","ranger",14,8,0.5714,0.2895,9,3,0.3333,0.0023,0.0018,0.041,9,3,0.3333,0.0023,0.0018,0.041
"1","shelter_expenses_by_hh_size > 642.00 & total_deductions_by_hh_size >   2.80 & unc_rawben_rel_max >   1.95 & utilities <= 282.00","ranger",29,14,0.4828,0.2873,14,7,0.5,0.0054,0.0077,0.064,14,7,0.5,0.0054,0.0077,0.064
"1","medical_deductions > 363.000 & rawben_rel_max >   0.646 & unc_rawben_rel_max <=   0.993","ranger",48,21,0.4375,0.2858,26,10,0.3846,0.0077,0.0112,0.119,26,10,0.3846,0.0077,0.0112,0.119
"1","medical_deductions > 568.000 & unc_rawben_rel_max >   0.301 & unc_rawben_rel_max <=   0.996","ranger",24,12,0.5,0.2855,15,8,0.5333,0.0062,0.0086,0.069,15,8,0.5333,0.0062,0.0086,0.069
"1","months_since_cert_n >    5.50 & shelter_expenses_by_hh_size > 2490.00 & unc_rawben_rel_max <=    1.96","ranger",24,12,0.5,0.2855,22,4,0.1818,0.0031,0.0034,0.101,22,4,0.1818,0.0031,0.0034,0.101
"1","rawben_rel_max >    0.987 & total_deductions_by_hh_size > 1160.000 & unc_rawben_rel_max >    0.377 & unc_rawben_rel_max <=    0.996","ranger",24,12,0.5,0.2855,12,3,0.25,0.0023,0.0031,0.055,12,3,0.25,0.0023,0.0031,0.055
"1","months_since_cert_n <=  16.50 & total_deductions_by_hh_size <= 858.00 & unc_rawben_rel_max >   2.08","ranger",32,15,0.4688,0.2834,5,1,0.2,8e-04,4e-04,0.023,5,1,0.2,8e-04,4e-04,0.023
"1","medical_deductions > 3.500 & medical_deductions <= 7.500 & rawben_rel_max > 0.265","ranger",43,19,0.4419,0.2822,23,9,0.3913,0.007,0.0031,0.106,23,9,0.3913,0.007,0.0031,0.106
"1","children_i >   0.5 & elderly_disabled_i >   0.5 & married <=   0.5 & total_deductions_by_hh_size <= 348.0","ranger",12,7,0.5833,0.2814,4,1,0.25,8e-04,0.0013,0.018,4,1,0.25,8e-04,0.0013,0.018
