"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"1","expedited_i <=  0.500 & percent_abawd >  0.750 & rawben_rel_max <=  0.682 & total_deductions_by_hh_size <= 71.900","ranger",50,11,0.22,0.115,28,2,0.0714,0.0267,0.0269,0.136,28,2,0.0714,0.0015,0.0015,0.129
"1","cat_elig <= 1.500 & expedited_i > 0.500 & percent_abawd > 0.500 & rawben_rel_max <= 0.803","ranger",22,6,0.2727,0.1147,13,0,0,0,0,0.063,19,6,0.3158,0.0046,0.0073,0.087
"1","expedited_i >   0.500 & percent_abawd >   0.750 & total_deductions_by_hh_size <= 942.000 & unc_rawben_rel_max <=   0.802","ranger",45,10,0.2222,0.1126,12,0,0,0,0,0.058,15,3,0.2,0.0023,0.0031,0.069
"1","elderly_disabled_i <  1.000 & rawben_rel_max <  0.676 & total_deductions_by_hh_size < 78.000","xgboost",125,22,0.176,0.1107,60,5,0.0833,0.0667,0.0689,0.292,62,7,0.1129,0.0054,0.0052,0.285
"1","percent_abawd >   0.750 & shelter_expenses_by_hh_size <= 127.000 & total_deductions_by_hh_size <=  97.600 & unc_rawben_rel_max <=   0.802","ranger",52,11,0.2115,0.1104,19,1,0.0526,0.0133,0.0118,0.092,19,1,0.0526,8e-04,7e-04,0.087
"1","cat_elig <  2.00000 & unc_rawben_rel_max >= -0.01600 & unc_rawben_rel_max <  0.00344","xgboost",227,36,0.1586,0.1102,146,24,0.1644,0.32,0.4216,0.71,146,24,0.1644,0.0186,0.024,0.671
"1","count_divisible_by_100 <=  0.500 & elderly_disabled_i <=  0.500 & rawben_rel_max <=  0.793 & total_deductions_by_hh_size <= 82.000","ranger",154,26,0.1688,0.1101,69,8,0.1159,0.1067,0.0899,0.336,70,9,0.1286,0.007,0.0055,0.322
"1","expedited_i > 0.500 & months_since_cert_n <= 9.500 & percent_abawd > 0.500 & rawben_rel_max <= 0.799","ranger",46,10,0.2174,0.1101,11,0,0,0,0,0.054,16,5,0.3125,0.0039,0.0061,0.074
"1","months_since_cert_n >=  7.00000 & months_since_cert_n < 23.00000 & unc_rawben_rel_max >= -0.00400 & unc_rawben_rel_max <  0.00344","xgboost",78,15,0.1923,0.1099,39,12,0.3077,0.16,0.1976,0.19,39,12,0.3077,0.0093,0.0112,0.179
"1","elderly_disabled_i <=   0.500 & rawben_rel_max <=   0.799 & shelter_expenses_by_hh_size <= 360.000 & utilities > 279.000","ranger",23,6,0.2609,0.1094,19,4,0.2105,0.0533,0.0534,0.092,21,6,0.2857,0.0046,0.0051,0.096
