"hh","rule","source","n_flagged_train","errors_train","precision_train","precision_train_lcb","n_flagged_holdout","errors_caught_holdout","precision_holdout","recall_holdout","dollar_recall_holdout","workload_pct_holdout","n_flagged_any","errors_caught_any","precision_any","recall_any","dollar_recall_any","workload_pct_any"
"2-3","expedited_i <= 0.500 & percent_abawd <= 0.833 & unc_rawben_rel_max > 1.870","ranger",31,12,0.3871,0.2154,17,5,0.2941,0.0385,0.0431,0.204,20,8,0.4,0.0081,0.0108,0.218
"2-3","elderly_disabled_i > 0.500 & percent_abawd <= 0.583 & unc_rawben_rel_max > 1.680","ranger",52,18,0.3462,0.2139,32,10,0.3125,0.0769,0.1031,0.384,40,18,0.45,0.0183,0.0272,0.435
"2-3","elderly_disabled_i > 0.50 & percent_abawd <= 0.25 & unc_rawben_rel_max > 1.69 & unc_rawben_rel_max <= 2.24","ranger",38,14,0.3684,0.2137,24,8,0.3333,0.0615,0.077,0.288,32,16,0.5,0.0162,0.0237,0.348
"2-3","shelter_expenses_by_hh_size > 515.00 & unc_rawben_rel_max >   1.77","ranger",45,16,0.3556,0.2135,27,7,0.2593,0.0538,0.0607,0.324,33,13,0.3939,0.0132,0.0184,0.359
"2-3","percent_abawd <=   0.833 & total_deductions_by_hh_size > 626.000 & unc_rawben_rel_max >   1.930","ranger",28,11,0.3929,0.2129,15,5,0.3333,0.0385,0.0511,0.18,19,9,0.4737,0.0091,0.014,0.207
"2-3","unc_rawben_rel_max >   1.7 & utilities > 423.0","ranger",49,17,0.3469,0.2113,23,8,0.3478,0.0615,0.0943,0.276,31,16,0.5161,0.0162,0.025,0.338
"2-3","count_divisible_by_100 <= 0.5 & expedited_i <= 0.5 & unc_rawben_rel_max > 1.8","ranger",35,13,0.3714,0.211,19,4,0.2105,0.0308,0.0408,0.228,23,8,0.3478,0.0081,0.0109,0.25
"2-3","children_i <=   0.50 & unc_rawben_rel_max >   1.82 & utilities > 422.00","ranger",25,10,0.4,0.2104,14,5,0.3571,0.0385,0.0519,0.168,15,6,0.4,0.0061,0.0075,0.163
"2-3","elderly_disabled_i > 0.50 & married > 0.50 & unc_rawben_rel_max > 1.76","ranger",25,10,0.4,0.2104,18,6,0.3333,0.0462,0.0636,0.216,20,8,0.4,0.0081,0.0117,0.218
"2-3","unc_rawben_rel_max > 1.96","ranger",25,10,0.4,0.2104,15,5,0.3333,0.0385,0.0511,0.18,19,9,0.4737,0.0091,0.014,0.207
"2-3","children_i <= 0.50 & expedited_i <= 0.50 & unc_rawben_rel_max > 1.69","ranger",32,12,0.375,0.2081,21,5,0.2381,0.0385,0.056,0.252,23,7,0.3043,0.0071,0.0087,0.25
"2-3","children_i <= 0.50 & unc_rawben_rel_max > 1.77","ranger",32,12,0.375,0.2081,22,7,0.3182,0.0538,0.0736,0.264,24,9,0.375,0.0091,0.0131,0.261
"2-3","cat_elig > 0.50 & count_divisible_by_100 <= 0.50 & married > 0.50 & unc_rawben_rel_max > 1.79","ranger",22,9,0.4091,0.2079,14,4,0.2857,0.0308,0.0408,0.168,16,6,0.375,0.0061,0.0086,0.174
"2-3","count_divisible_by_100 <= 0.500 & married > 0.500 & percent_abawd <= 0.167 & unc_rawben_rel_max > 1.770","ranger",22,9,0.4091,0.2079,16,5,0.3125,0.0385,0.056,0.192,18,7,0.3889,0.0071,0.0107,0.196
"2-3","medical_deductions <= 140.00 & months_since_cert_n >   5.50 & unc_rawben_rel_max >   1.69","ranger",22,9,0.4091,0.2079,13,4,0.3077,0.0308,0.0289,0.156,17,8,0.4706,0.0081,0.008,0.185
"2-3","percent_abawd <= 0.583 & unc_rawben_rel_max > 1.980","ranger",22,9,0.4091,0.2079,13,4,0.3077,0.0308,0.0399,0.156,17,8,0.4706,0.0081,0.0125,0.185
"2-3","HH_size_n <= 2.5 & unc_rawben_rel_max > 2.0","ranger",19,8,0.4211,0.2055,12,3,0.25,0.0231,0.0288,0.144,13,4,0.3077,0.0041,0.0058,0.142
"2-3","count_divisible_by_100 <=   0.50 & HH_size_n >   2.50 & shelter_expenses_by_hh_size <= 849.00 & unc_rawben_rel_max >   1.54","ranger",19,8,0.4211,0.2055,8,1,0.125,0.0077,0.0029,0.096,12,5,0.4167,0.0051,0.0046,0.131
"2-3","medical_deductions <= 148.000 & percent_abawd <=   0.583 & unc_rawben_rel_max >   1.800 & utilities > 588.000","ranger",19,8,0.4211,0.2055,10,3,0.3,0.0231,0.038,0.12,12,5,0.4167,0.0051,0.006,0.131
"2-3","medical_deductions <= 294.00 & unc_rawben_rel_max >   2.02","ranger",19,8,0.4211,0.2055,11,3,0.2727,0.0231,0.0288,0.132,14,6,0.4286,0.0061,0.0083,0.152
"2-3","months_since_cert_n <=  21.50 & shelter_expenses_by_hh_size > 491.00 & unc_rawben_rel_max >   2.02","ranger",19,8,0.4211,0.2055,9,2,0.2222,0.0154,0.026,0.108,12,5,0.4167,0.0051,0.008,0.131
"2-3","shelter_expenses_by_hh_size > 485.00 & unc_rawben_rel_max >   2.03","ranger",19,8,0.4211,0.2055,9,3,0.3333,0.0231,0.0288,0.108,12,6,0.5,0.0061,0.0083,0.131
